,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
29,Boschpoler Strasse,bus,{'43'},"52.5281225944603, 13.548869333486577",nan,"{'54', '43'}+ {'43'}",
30,Briesener Weg,bus,{'60'},"52.515989948329185, 13.609410940393886",nan,['60']+ {'60'}+ {'60'},
31,Bruno-Baum-Strasse,bus,{'95'},"52.5344652372829, 13.541342240888689",nan,"{'54', '43', '95', '92'}+ {'10 SEV', '95'}",
32,"Buch, Am Sandhaus",bus,{'51'},"52.6379918370594, 13.490907382587826",nan,"['51']+ {'51', '51E'}+ {'51E', '51'}",
33,"Buch, Hobrechtsfelder Chaussee",bus,{'31'},"52.64858618670595, 13.484683854486553",nan,['31']+ {'31'}+ {'31'},
34,"Buch, Zepernicker Strasse",bus,{'42'},"52.64161725444106, 13.515575706154056",nan,{'42'}+ {'42'},
35,Bötzowstrasse,bus,{'57'},"52.52883745090128, 13.43063972064224",nan,{'57'}+ {'57/E'},
36,Bürgerpark,bus,"{'50', '55', '33'}","52.56929473750183, 13.400863229040334",nan,"['50', '33', '55', '7']+ {'55', '50', '33', '7'}+ {'7', '55', '50', '33'}",
37,Cecilienstrasse,bus,"{'54', '92'}","52.38866898553209, 13.388859906638816+52.52916119988477, 13.56567001818894+52.52964520108498, 13.558016131195705",nan,"['92']+ {'82'}+ {'92'}+ {'7', '82'}+ {'92'}+ {'54'}",
38,Charlottenstrasse,bus,{'92'},"52.41530988829396, 13.145423878646657+52.51714232691195, 13.390652672122041+52.533930977699306, 13.552880820343795+52.53600752976199, 13.20480821557962",nan,"['18']+ ['57']+ ['56']+ {'18', '66'}+ {'57'}+ {'92', '18'}+ {'92', '18'}",
39,Chausseehaus,bus,{'27'},"52.430090871325774, 13.614694292071622",nan,{'27'}+ {'27'},
40,Chemnitzer Strasse,bus,{'27'},"52.5051288553116, 13.581585054064426",nan,{'27'}+ {'27'},
41,Conrad-Blenke-Strasse,bus,{'57'},"52.534112510081876, 13.444594667251238",nan,{'57/E'},
42,Degnerstrasse,bus,"{'53', '39'}","52.54984208715898, 13.49807918181441",nan,"{'53', '39'}",
43,Diepensee,bus,{'38'},"52.300569220227956, 13.588920019126693",nan,['38']+ {'38'}+ {'38'},
44,Dimitroffstrasse,bus,"{'57', '30'}","52.52644944679887, 13.447574773361476+52.53214076529275, 13.441437817185522",nan,"['54', '48']+ ['30', '57']+ {'54', '48'}+ {'57', '30'}+ {'57/E', '30'}",
45,Dolgenseestrasse,bus,{'97'},"52.491154023604174, 13.506308929368867",nan,{'97'},
46,Dolomitenstrasse,bus,{'50'},"52.56142249168458, 13.404195228458164",nan,['50']+ {'50'}+ {'50'},
47,Dr.-Wilhelm-Külz-Strasse,bus,{'61'},"52.471500776376296, 13.782632377062265",nan,['61']+ {'61'}+ {'61'},
48,Edelweißstrasse,bus,"{'55', '45'}","52.58637603770021, 13.367525194816494",nan,"['45', '55']+ {'45', '55'}+ {'55', '45'}",
49,Ehrenmal Schönholz,bus,"{'55', '45'}","52.580179307507684, 13.375830702482576",nan,"['45', '55']+ {'45', '55'}+ {'55', '45'}",
50,Eichbuschallee,bus,{'47'},"52.47576427500861, 13.487330966100926",nan,{'47'},
51,Eichbuschplatz,bus,{'38'},"52.39366126137233, 13.582046308470128",nan,['38']+ {'38'}+ {'38'},
52,Elisabethstrasse,bus,"{'91', '99', '54', '95'}","52.534079281753165, 13.559516643069438+52.534314530848086, 13.566386506145411",nan,"['92', '54']+ ['95']+ {'54', '92'}+ {'99', '54', '91'}+ {'95'}",
53,Elsterwerdaer Platz,bus,"{'35', '8'}","52.506069286264314, 13.561702990422047",nan,"['8', '35']+ {'8', '35'}+ {'35', '8'}",
54,Fahlenbergstrasse,bus,{'61'},"52.431470149043314, 13.718708856639706",nan,['61']+ {'61'}+ {'61'},
55,"Falkenberg, Schule",bus,{'41'},"52.56880573894071, 13.549528314980424",nan,{'41'}+ {'41'},
56,Falkenberger Chaussee,bus,{'39'},"52.565814225343445, 13.511924619006814",nan,['39']+ {'39'}+ {'39'},
57,Falkenberger Strasse,bus,{'41'},"52.55648662489534, 13.486621227706236",nan,{'41'}+ {'41'},
58,Fanninger Strasse,bus,{'93'},"52.514005623083534, 13.498138966555556",nan,{'93'}+ {'93'},
59,Feldtmannstrasse,bus,{'41'},"52.56401588379611, 13.46980857664685",nan,['41']+ {'41'}+ {'41'},
60,Fischerinsel,bus,{'32'},"52.514377549488444, 13.406084988428123",nan,{'32'}+ {'32'},
61,Fontanestrasse,bus,{'55'},"52.58985938767378, 13.361193570257216",nan,{'55'},
62,Frankestrasse,bus,{'94'},"52.49265052375857, 13.532057921698504",nan,['94']+ {'94'}+ {'94'},
63,Franz-Mehring-Platz,bus,"{'40', '30'}","52.51371039681593, 13.437822888670022",nan,"['30']+ {'30', '40'}+ {'40', '30'}",
64,Franz-Stenzer-Strasse,bus,{'98'},"52.54522808367073, 13.543574381491162",nan,"{'10 SEV', '98'}",
65,Friedrichstrasse,bus,{'32'},"52.51718498081941, 13.388821428784585",nan,"['9', '32']+ {'9', '32'}+ {'32', '9'}",
66,Galenusstrasse,bus,{'52'},"52.581754739893306, 13.42976269339117",nan,{'52'}+ {'52'},
67,Gartenstadtweg,bus,{'36'},"52.412313913821045, 13.56660267841369",nan,['36']+ {'36'}+ {'36'},
68,Gehrenseestrasse,bus,"{'53', '39'}","52.550374446495574, 13.509947431496716",nan,"{'53', '39'}+ {'53', '39'}",
69,Gehringstrasse,bus,"{'56', '45'}","52.56216163837131, 13.468446044017584",nan,"['45', '56']+ {'45', '56'}+ {'56', '45', '56E'}",
70,Gehsener Strasse,bus,{'27'},"52.46321577871702, 13.58365868698432",nan,{'27'}+ {'27'},
71,Germanenstrasse,bus,{'37'},"52.41150732002545, 13.555989941091324",nan,{'37'}+ {'37'},
72,Grabensprung,bus,{'35'},"52.49796135202633, 13.55542240450611",nan,['35']+ {'35'}+ {'35'},
73,Granitzstrasse,bus,{'52'},"52.57207265500184, 13.428773831691446",nan,{'52'}+ {'52'},
74,Greifswalder Strasse,bus,"{'95', '99', '56', '44'}",,,,
75,Greilstrasse,bus,{'56'},"52.54566404757848, 13.427807153394088",nan,"{'56', '56E'}",
76,Grottkauer Strasse,bus,{'60'},"52.52747689361331, 13.606500303391726",nan,{'60'}+ {'60'},
77,Große Leege Strasse,bus,{'39'},"52.54710051008695, 13.500686411617933",nan,{'39'},
78,Grumbkowstrasse,bus,"{'50', '33'}","52.59081479417949, 13.419895078886073",nan,"['33']+ {'50', '33'}+ {'50', '33'}",
79,Görschstrasse,bus,{'50'},"52.565677945666025, 13.400726693269364",nan,{'50'}+ {'50'},
80,Hadubrandstrasse,bus,{'35'},"52.47941019285019, 13.559684179069844",nan,{'35'}+ {'35'},
81,Hamburger Platz,bus,"{'56', '45'}","52.555394187589414, 13.438973139463632",nan,"['45', '56']+ {'45', '56'}+ {'56', '45', '56E'}",
82,Hans-Beimler-Strasse,bus,{'32'},"52.52515376382797, 13.419905951093401",nan,['32']+ {'32'}+ {'32'},
83,"Heinersdorf, Kirche",bus,"{'42', '55'}","52.568251990817764, 13.440484539756532",nan,"['42', '31', '55']+ {'55', '42'}+ {'42', '55'}",
84,Heinersdorfer Kirche,bus,{'31'},"52.56799258657149, 13.439665619197102",nan,{'31'}+ {'31'},
85,Heinrich-Mann-Platz,bus,{'45'},"52.57297246262195, 13.392146133350426",nan,['45']+ {'45'}+ {'45'},
86,Heinrich-Mann-Strasse,bus,{'55'},"52.57112932974108, 13.398022674909079",nan,['55']+ {'55'}+ {'55'},
87,Hellersdorf,bus,{'95'},"52.53960892831625, 13.5919553649653",nan,['95']+ {'95'}+ {'95'},
88,Hellersdorfer Strasse,bus,{'91'},"52.523502880056604, 13.58735007183551",nan,{'91'},
89,Herzbergstrasse,bus,"{'30', '56'}","52.52658888540259, 13.490778333520318+52.526691929755025, 13.485354009500712",nan,['30']+ {'30'}+ {'30'}+ {'56'},
90,Hessenwinkel,bus,{'61'},"52.430136769038455, 13.730987779637607",nan,['61']+ {'61'}+ {'61'},
91,Ho-Chi-Minh-Strasse,bus,{'56'},"52.5330704220753, 13.4761025820549"",['54'],,
1976578,Ho-Chi-Minh-Strasse,strassenbahn,""52.53300799504899",nan,"['54', '48']+ {'54', '48'}+ {'56'}",
92,Hoevelstrasse,bus,{'62'},"52.44352585442774, 13.502982371335742",nan,['62']+ {'62'}+ {'62'},
93,Holteistrasse,bus,{'30'},"52.50859353995203, 13.466288145839554",nan,['30']+ {'30'}+ {'30'},
94,Hufelandstrasse,bus,{'57'},"52.5330277403084, 13.429355314635904",nan,{'57'}+ {'57/E'},
95,Hultschiner Damm,bus,{'8'},"52.47711373957008, 13.600598140620137",nan,['8']+ {'8'}+ {'8'},
96,Hänselstrasse,bus,{'67'},"52.47002488925071, 13.480826366857992",nan,['67']+ {'67'}+ {'67'},
97,"Hönow, Dorf",bus,{'44'},"52.54518016764201, 13.638723222029224",nan,['44']+ {'44'}+ {'44'},
98,Hönower Strasse,bus,"{'99', '95'}","52.52476956100983, 13.621725524067443",nan,"{'95'}+ {'99', '95'}",
99,IFA-Vertrieb,bus,{'96'},"52.50272647424267, 13.505857698408706",nan,['96']+ {'96'}+ {'96'},
100,Idastrasse,bus,{'50'},"52.58266489586784, 13.412728238001582",nan,{'50'}+ {'50'},
101,Invalidenstrasse,bus,"{'57', '59', '78'}","52.52599670912879, 13.367844915563413+52.53056312073795, 13.383072771001865","nan+nan, nan","['57']+ {'83'}+ {'78E', '78'}, {'57', '59'}+ {'78E', '59', '57/E', '78'}",
102,Jacques-Duclos-Strasse,bus,"{'30', '56'}","52.52044449240082, 13.47956421096199",nan,"['30']+ {'30'}+ {'56', '30'}",
103,Joachimstrasse,bus,{'38'},"52.40316589631168, 13.57664158970399",nan,{'38'}+ {'38'},
104,Johannisthaler Chaussee,bus,{'47'},"52.45136033294721, 13.488299619950027",nan,['47']+ {'47'}+ {'47'},
