line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19611_west,1961,2,tram,Bernauerstr. Ecke Wollinerstr.<> Gotenstr.,60,,west,15.0,,195
19612_west,1961,3,tram,Grüntalerstr. Ecke Osloerstr.<> Elsenstr. Ecke Heidelbergerstr.,87,,west,10.0,,195
19613_west,1961,15,tram,Daimlerstr.<> Schulenburgpark,36,,west,15.0,,195
19614_west,1961,26,tram,Spreewaldplatz<> Industriestr.,30,,west,15.0,,195
19615_west,1961,27,tram,Spreewaldplatz<> Alt-Buckow Ecke Buckowerdamm,30,,west,15.0,,195
19616_west,1961,47,tram,Hermannplatz<> Bahnhofstr.,34,,west,10.0,,195
19617_west,1961,53,tram,Richard-Wagner-Platz<> Hakenfelde,42,,west,20.0,,195
19618_west,1961,54,tram,Richard-Wagner-Platz<> Johannesstift,43,,west,20.0,,195
19619_west,1961,55,tram,Nollendorfplatz<> Nauenerstr.,54,,west,12.0,,195
196110_west,1961,60,tram,Königin-Elisabethstr.<> Eythstr.,49,,west,15.0,,195
196111_west,1961,66,tram,Belzigerstr.<> Bergstr.,12,,west,10.0,,195
196112_west,1961,73,tram,Bhf. Lichterfelde-Ost<> Potsdamerplatz,42,,west,20.0,,195
196113_west,1961,74,tram,Finckensteinallee<> Potsdamerplatz,39,,west,20.0,,195
196114_west,1961,75,tram,"Bhf. Zoo, Kantstr.<> Hakenfelde",59,,west,20.0,,195
196115_west,1961,76,tram,"Bhf. Zoo, Kantstr.<> Johannesstift",60,,west,20.0,,195
196116_west,1961,77,tram,Bhf. Zoo<> Goerzallee,49,,west,20.0,,195
196117_west,1961,78,tram,Bhf. Zoo<> Lichterfelde-West Lindenstr.,48,,west,20.0,,195
196118_west,1961,95,tram,Mehringplatz<> Schwarzerweg Ecke Sonnenallee,26,,west,15.0,,195
196119_west,1961,96,tram,Lindenstr.<> Schwelmerstr. Ecke Ostpreußendamm,45,,west,15.0,,195
196120_west,1961,A1,autobus,Waldstr. Ecke Turmstr.<> Wismarerstr.,58,,west,15.0,,0
196121_west,1961,A2,autobus,"Ernst-Reuter-Platz, Straße Des 17. Juni<> Trippsteinstr.",40,,west,15.0,,0
196122_west,1961,A3,autobus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,,west,10.0,,0
196123_west,1961,A10,autobus,"Haselhorst, Kirche<> Lupsteinerweg",62,,west,10.0,,0
196124_west,1961,A11,autobus,Saargemünderstr.<> Trippsteinstr.,30,,west,7.0,,0
196125_west,1961,A12,autobus,Gartenstr. Ecke Bernauerstr.<> Hainbuchenstr.,54,,west,20.0,,0
196126_west,1961,A13,autobus,Alt-Heiligensee<> Weinmeisterhornweg,59,,west,15.0,,0
196127_west,1961,A14,autobus,Alt-Heiligensee<> Rügenerstr.,53,,west,15.0,,0
196128_west,1961,A15,autobus,Lübarserstr.<> Bhf. Frohnau,41,,west,15.0,,0
196129_west,1961,A16,autobus,Louise-Schroeder-Platz<> Englerallee,44,,west,10.0,,0
