stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from,neighbourhood,district,east_west,postal_code
Hermannplatz,tram,3,196130_west,"52.48708557,13.42475245",,,,,,,,1961502.0,Neukölln,Neukölln,west,10967
Wilderbruchstr. Ecke Sonnenallee,tram,3,196131_west,"52.48172850,13.44016027",,,,,,,,19611310.0,Neukölln,Neukölln,west,12045
Elsenstr. Ecke Heidelbergerstr.,tram,3,196132_west,"52.48685030,13.45118007",,,,,,,,1956290.0,Alt-Treptow,Treptow-Köpenick,west,12435
Daimlerstr.,tram,15,196133_west,"52.42394996,13.38014505",,,,,,,,1961271.0,Marienfelde,Tempelhof-Schöneberg,west,12277
Bhf. Marienfelde,tram,15,196134_west,"52.42613308,13.37505766",,,,,,,,1961145.0,Marienfelde,Tempelhof-Schöneberg,west,12277
Körtingstr. Ecke Großbeerenstr.,tram,15,196135_west,"52.43480273,13.37829568",,,,,,,,1961676.0,Mariendorf,Tempelhof-Schöneberg,west,12107
Mariendorferdamm,tram,15,196136_west,"52.44016299,13.38723462",,,,,,,,1961760.0,Mariendorf,Tempelhof-Schöneberg,west,12107
Imbrosweg,tram,15,196137_west,"52.44354186,13.39856469",,,,,,,,1961547.0,Mariendorf,Tempelhof-Schöneberg,west,12109
Mariendorfer Friedhof,tram,15,196138_west,"52.44953069,13.40475593",,,,,,,,1961761.0,Mariendorf,Tempelhof-Schöneberg,west,12109
Industriestr.,tram,15,196139_west,"52.45535023,13.40979439",,,,,,,,1961548.0,Tempelhof,Tempelhof-Schöneberg,west,12099
Germaniastr.,tram,15,196140_west,"52.46053783,13.41800905",,,,,,,,1961393.0,Tempelhof,Tempelhof-Schöneberg,west,12099
Frauenklinik,tram,15,196141_west,"52.46394991,13.42750955",,,,,,,,1961358.0,Neukölln,Neukölln,west,12051
Hermannstr.,tram,15,196142_west,"52.46476233,13.43281811",,,,,,,,1961505.0,Neukölln,Neukölln,west,12051
U-Bhf. Neukölln,tram,15,196143_west,"52.46965568,13.44161494",,,,,,,,19611217.0,Neukölln,Neukölln,west,12055
Richardstr.,tram,15,196144_west,"52.47097392,13.44630104",,,,,,,,1961964.0,Neukölln,Neukölln,west,12055
Bhf. Sonnenallee,tram,15,196145_west,"52.47414313,13.45549953",,,,,,,,1961159.0,Neukölln,Neukölln,west,12059
Dammweg,tram,15,196146_west,"52.47070358,13.46392233",,,,,,,,1961273.0,Neukölln,Neukölln,west,12057
Schulenburgpark,tram,15,196147_west,"52.46666061,13.47029259",,,,,,,,19611052.0,Neukölln,Neukölln,west,12057
Spreewaldplatz,tram,26,196148_west,"52.49792228,13.43061701",,,,,,,,19611106.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10999
Reichenbergerstr.,tram,26,196149_west,"52.49553525,13.43036295",,,,,,,,1961948.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10999
Glogauerstr.,tram,26,196150_west,"52.49343700,13.43739125",,,,,,,,1961404.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10999
Sonnenallee,tram,26,196151_west,"52.46218349,13.47710442",,,,,,,,19611089.0,Neukölln,Neukölln,west,12057
Hermannplatz,tram,26,196152_west,"52.48708557,13.42475245",,,,,,,,1961502.0,Neukölln,Neukölln,west,10967
Weichselstr.,tram,26,196153_west,"52.48313753,13.43148031",,,,,,,,19611284.0,Neukölln,Neukölln,west,12043
Rathaus Neukölln,tram,26,196154_west,"52.48159490,13.43427490",,,,,,,,1961929.0,Neukölln,Neukölln,west,12043
Karl-Marx-Platz,tram,26,196155_west,"52.47358383,13.44070604",,,,,,,,1961586.0,Neukölln,Neukölln,west,12043
U-Bhf. Neukölln,tram,26,196156_west,"52.46965568,13.44161494",,,,,,,,19611217.0,Neukölln,Neukölln,west,12055
Silbersteinstr.,tram,26,196157_west,"52.46723845,13.43846714",,,,,,,,19611086.0,Neukölln,Neukölln,west,12051
Hermannstr.,tram,26,196158_west,"52.46476233,13.43281811",,,,,,,,1961505.0,Neukölln,Neukölln,west,12051
Städtische Frauenklinik,tram,26,196159_west,"52.46365697,13.42461676",,,,,,,,19611141.0,Neukölln,Neukölln,west,12051
Germaniastr.,tram,26,196160_west,"52.46053783,13.41800905",,,,,,,,1961393.0,Tempelhof,Tempelhof-Schöneberg,west,12099
Bhf. Teltowkanal,tram,26,196161_west,"52.45739188,13.41243858",,,,,,,,1961166.0,Tempelhof,Tempelhof-Schöneberg,west,12099
Industriestr.,tram,26,196162_west,"52.45535023,13.40979439",,,,,,,,1961548.0,Tempelhof,Tempelhof-Schöneberg,west,12099
Spreewaldplatz,tram,27,196163_west,"52.49792228,13.43061701",,,,,,,,19611106.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10999
Hermannplatz,tram,27,196164_west,"52.48708557,13.42475245",,,,,,,,1961502.0,Neukölln,Neukölln,west,10967
U-Bhf. Boddinstr.,tram,27,196165_west,"52.48027865,13.42516905",,,,,,,,19611192.0,Neukölln,Neukölln,west,12049
U-Bhf. Leinestr.,tram,27,196166_west,"52.47359102,13.42801556",,,,,,,,19611214.0,Neukölln,Neukölln,west,12049
Bhf. Hermannstr.,tram,27,196167_west,"52.46768666,13.43121090",,,,,,,,1961127.0,Neukölln,Neukölln,west,12051
Mariendorferweg Ecke Hermannstr.,tram,27,196168_west,"52.46469084,13.43290702",,,,,,,,1961762.0,Neukölln,Neukölln,west,12051
Germaniapromenade Ecke Britzerdamm,tram,27,196169_west,"52.46089669,13.43506015",,,,,,,,1961392.0,Britz,Neukölln,west,12347
Franz-Körnerstr. Ecke Britzerdamm,tram,27,196170_west,"52.45588400,13.43730161",,,,,,,,1961367.0,Britz,Neukölln,west,12347
Britzerdamm Ecke Gradestr.,tram,27,196171_west,"52.45263570,13.43852038",,,,,,,,1961421.0,Britz,Neukölln,west,12347
Tempelhoferweg Ecke Britzerdamm,tram,27,196172_west,"52.44893459,13.43628485",,,,,,,,19611168.0,Britz,Neukölln,west,12347
Mohrinerallee Ecke Buckowerdamm,tram,27,196173_west,"52.44421043,13.43354138",,,,,,,,1961788.0,Britz,Neukölln,west,12347
Gutschmidtstr. Ecke Buckowerdamm,tram,27,196174_west,"52.44036543,13.43474008",,,,,,,,1961448.0,Britz,Neukölln,west,12349
"Kleinbahn, Buckowerdamm",tram,27,196175_west,"52.43802275,13.43497554",,,,,,,,1961608.0,Britz,Neukölln,west,12349
Dachdeckerweg Ecke Buckowerdamm,tram,27,196176_west,"52.43211471,13.43520807",,,,,,,,1961266.0,Britz,Neukölln,west,12349
"Parkfriedhof Neukölln, Buckowerdamm",tram,27,196177_west,"52.42837472,13.43500150",,,,,,,,1961871.0,Britz,Neukölln,west,12349
Alt-Buckow Ecke Buckowerdamm,tram,27,196178_west,"52.42365120,13.43663595",,,,,,,,196119.0,Buckow,Neukölln,west,12349
Hermannplatz,tram,47,196179_west,"52.48708557,13.42475245",,,,,,,,1961502.0,Neukölln,Neukölln,west,10967
Weichselstr.,tram,47,196180_west,"52.48313753,13.43148031",,,,,,,,19611284.0,Neukölln,Neukölln,west,12043
Rathaus Neukölln,tram,47,196181_west,"52.48159490,13.43427490",,,,,,,,1961929.0,Neukölln,Neukölln,west,12043
Karl-Marx-Platz,tram,47,196182_west,"52.47358383,13.44070604",,,,,,,,1961586.0,Neukölln,Neukölln,west,12043
U-Bhf. Neukölln,tram,47,196183_west,"52.46965568,13.44161494",,,,,,,,19611217.0,Neukölln,Neukölln,west,12055
Silbersteinstr.,tram,47,196184_west,"52.46723845,13.43846714",,,,,,,,19611086.0,Neukölln,Neukölln,west,12051
U-Bhf. Grenzallee,tram,47,196185_west,"52.46348179,13.44437727",,,,,,,,19611205.0,Britz,Neukölln,west,12359
Buschkrug,tram,47,196186_west,"52.45247090,13.45074820",,,,,,,,1961237.0,Britz,Neukölln,west,12359
Onkel-Hersestr.,tram,47,196187_west,"52.44827036,13.45389378",,,,,,,,1961834.0,Britz,Neukölln,west,12359
Parchimerallee,tram,47,196188_west,"52.44544296,13.45508879",,,,,,,,1961869.0,Britz,Neukölln,west,12359
Krankenhause Neukölln,tram,47,196189_west,"52.43977054,13.45935906",,,,,,,,1961646.0,Buckow,Neukölln,west,12351
Johannisthalerchaussee,tram,47,196190_west,"52.43434580,13.46902584",,,,,,,,1961567.0,Buckow,Neukölln,west,12351
Wildmeisterdamm,tram,47,196191_west,"52.42612406,13.48276595",,,,,,,,19611312.0,Rudow,Neukölln,west,12357
Stubenrauchstr.,tram,47,196192_west,"52.42422390,13.48546138",,,,,,,,19611138.0,Rudow,Neukölln,west,12357
Köpenickerstr.,tram,47,196193_west,"52.42048348,13.53874534",,,,,,,,1961674.0,Altglienicke,Treptow-Köpenick,west,12524
Bahnhofstr.,tram,47,196194_west,"52.40244987,13.51270414",,,,,,,,196177.0,Rudow,Neukölln,west,12355
Richard-Wagner-Platz,tram,53,196195_west,"52.51757062,13.30624812",,,,,,,,1961962.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,53,196196_west,"52.51951940,13.30002435",,,,,,,,1961730.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Klausenerplatz,tram,53,196197_west,"52.51920201,13.29186737",,,,,,,,1961606.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,14059
Königin-Elisabethstr.,tram,53,196198_west,"52.51841662,13.28018527",,,,,,,,1961663.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Kirschenallee,tram,53,196199_west,"52.52037354,13.26724155",,,,,,,,1961602.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Schloss Ruhwald,tram,53,1961100_west,"52.52160139,13.26039647",,,,,,,,19611043.0,Westend,Charlottenburg-Wilmersdorf,west,14050
U-Bhf. Ruhleben,tram,53,1961101_west,"52.52595777,13.24137187",,,,,,,,19611222.0,Spandau,Spandau,west,13597
Teltowerstr.,tram,53,1961102_west,"52.52691413,13.21598769",,,,,,,,19611161.0,Wilhelmstadt,Spandau,west,13597
Bhf. Spandau,tram,53,1961103_west,"52.53469534,13.19948962",,,,,,,,1961160.0,Spandau,Spandau,west,13597
"Spandau, Markt",tram,53,1961104_west,"52.53784350,13.20413543",,,,,,,,19611097.0,Spandau,Spandau,west,13597
Hafenplatz,tram,53,1961105_west,"52.54229255,13.20620113",,,,,,,,1961458.0,Spandau,Spandau,west,13585
Lynastr. Ecke Neuendorferstr.,tram,53,1961106_west,"52.54898037,13.21019888",,,,,,,,1961737.0,Hakenfelde,Spandau,west,13585
Hohenzollernring,tram,53,1961107_west,"52.55534807,13.19865762",,,,,,,,1961532.0,Hakenfelde,Spandau,west,13585
Hakenfelde,tram,53,1961108_west,"52.57886010,13.21005780",,,,,,,,1961461.0,Hakenfelde,Spandau,west,13587
Richard-Wagner-Platz,tram,54,1961109_west,"52.51757062,13.30624812",,,,,,,,1961962.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,54,1961110_west,"52.51951940,13.30002435",,,,,,,,1961730.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Klausenerplatz,tram,54,1961111_west,"52.51920201,13.29186737",,,,,,,,1961606.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,14059
Königin-Elisabethstr.,tram,54,1961112_west,"52.51841662,13.28018527",,,,,,,,1961663.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Kirschenallee,tram,54,1961113_west,"52.52037354,13.26724155",,,,,,,,1961602.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Schloss Ruhwald,tram,54,1961114_west,"52.52160139,13.26039647",,,,,,,,19611043.0,Westend,Charlottenburg-Wilmersdorf,west,14050
U-Bhf. Ruhleben,tram,54,1961115_west,"52.52595777,13.24137187",,,,,,,,19611222.0,Spandau,Spandau,west,13597
Teltowerstr.,tram,54,1961116_west,"52.52691413,13.21598769",,,,,,,,19611161.0,Wilhelmstadt,Spandau,west,13597
Bhf. Spandau,tram,54,1961117_west,"52.53469534,13.19948962",,,,,,,,1961160.0,Spandau,Spandau,west,13597
"Spandau, Markt",tram,54,1961118_west,"52.53784350,13.20413543",,,,,,,,19611097.0,Spandau,Spandau,west,13597
Hafenplatz,tram,54,1961119_west,"52.54229255,13.20620113",,,,,,,,1961458.0,Spandau,Spandau,west,13585
Lynastr. Ecke Neuendorferstr.,tram,54,1961120_west,"52.54898037,13.21019888",,,,,,,,1961737.0,Hakenfelde,Spandau,west,13585
Hohenzollernring,tram,54,1961121_west,"52.55534807,13.19865762",,,,,,,,1961532.0,Hakenfelde,Spandau,west,13585
Johannesstift,tram,54,1961122_west,"52.56762417,13.19178261",,,,,,,,1961564.0,Hakenfelde,Spandau,west,13587
Nollendorfplatz,tram,55,1961123_west,"52.49974137,13.35287893",,,,,,,,1961818.0,Schöneberg,Tempelhof-Schöneberg,west,10777
Wittenbergplatz,tram,55,1961124_west,"52.50185026,13.34309835",,,,,,,,19611335.0,Schöneberg,Tempelhof-Schöneberg,west,10789
Bhf. Zoo,tram,55,1961125_west,"52.50719346,13.33262988",,,,,,,,1961178.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
U-Bhf. Ernst-Reuter-Platz,tram,55,1961126_west,"52.51172658,13.32260140",,,,,,,,19611198.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10587
Cauerstr.,tram,55,1961127_west,"52.51469063,13.31520088",,,,,,,,1961250.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Richard-Wagner-Platz,tram,55,1961128_west,"52.51757062,13.30624812",,,,,,,,1961962.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,55,1961129_west,"52.51951940,13.30002435",,,,,,,,1961730.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Osnabrückerstr.,tram,55,1961130_west,"52.52655659,13.29741445",,,,,,,,1964874.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10589
Bhf. Jungfernheide,tram,55,1961131_west,"52.53103414,13.30055948",,,,,,,,1961131.0,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,west,10589
Jakob-Kaiser-Platz,tram,55,1961132_west,"52.53674528,13.29357089",,,,,,,,1961556.0,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,west,13627
Quellweg,tram,55,1961133_west,"52.53666578,13.26843271",,,,,,,,1961915.0,Siemensstadt,Spandau,west,13629
Paulsternstr.,tram,55,1961134_west,"52.53811485,13.24843594",,,,,,,,1961874.0,Siemensstadt,Spandau,west,13629
Zitadellenweg,tram,55,1961135_west,"52.53777581,13.21720425",,,,,,,,19611356.0,Haselhorst,Spandau,west,13599
"Spandau, Markt",tram,55,1961136_west,"52.53784350,13.20413543",,,,,,,,19611097.0,Spandau,Spandau,west,13597
Rathaus Spandau,tram,55,1961137_west,"52.53488082,13.19905885",,,,,,,,1961936.0,Spandau,Spandau,west,13597
Nauenerstr.,tram,55,1961138_west,"52.53842907,13.18238828",,,,,,,,1961806.0,Spandau,Spandau,west,13583
Königin-Elisabethstr.,tram,60,1961139_west,"52.51841662,13.28018527",,,,,,,,1961663.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Sophie-Charlotten-Platz,tram,60,1961140_west,"52.51092146,13.29626277",,,,,,,,19611092.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,14057
Stuttgarterplatz,tram,60,1961141_west,"52.50566811,13.30686450",,,,,,,,19611140.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Fehrbellinerplatz,tram,60,1961142_west,"52.49032473,13.31431730",,,,,,,,1961343.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10707
Bundesallee,tram,60,1961143_west,"52.48733630,13.33101416",,,,,,,,1961228.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Rathaus Schöneberg,tram,60,1961144_west,"52.48509788,13.34507201",,,,,,,,1961933.0,Schöneberg,Tempelhof-Schöneberg,west,10825
Hauptstr. (Schöneberg),tram,60,1961145_west,"52.47785084,13.34322373",,,,,,,,1961476.0,Friedenau,Tempelhof-Schöneberg,west,12159
Bhf. Papestr.,tram,60,1961146_west,"52.47408874,13.36380474",,,,,,,,1961149.0,Schöneberg,Tempelhof-Schöneberg,west,10829
Eythstr.,tram,60,1961147_west,"52.45988973,13.36224461",,,,,,,,1961334.0,Schöneberg,Tempelhof-Schöneberg,west,12105
Belzigerstr.,tram,66,1961148_west,"52.48469759,13.34547617",,,,,,,,196187.0,Schöneberg,Tempelhof-Schöneberg,west,10823
Hauptstr. (Schöneberg),tram,66,1961149_west,"52.47785084,13.34322373",,,,,,,,1961476.0,Friedenau,Tempelhof-Schöneberg,west,12159
Innsbruckerplatz,tram,66,1961150_west,"52.47804266,13.34344688",,,,,,,,1961551.0,Friedenau,Tempelhof-Schöneberg,west,12159
Traegerstr.,tram,66,1961151_west,"52.47629622,13.34118853",,,,,,,,19611181.0,Friedenau,Tempelhof-Schöneberg,west,12159
Ceciliengärten,tram,66,1961152_west,"52.47507947,13.34306477",,,,,,,,1961251.0,Schöneberg,Tempelhof-Schöneberg,west,12159
Rembrandtstr.,tram,66,1961153_west,"52.47116467,13.34368837",,,,,,,,1961957.0,Schöneberg,Tempelhof-Schöneberg,west,12157
Canovastr. (Krankenhaus),tram,66,1961154_west,"52.46319679,13.34468869",,,,,,,,1961246.0,Schöneberg,Tempelhof-Schöneberg,west,12157
Thorwaldsenstr.,tram,66,1961155_west,"52.46136534,13.34512126",,,,,,,,19611171.0,Steglitz,Steglitz-Zehlendorf,west,12157
Bergstr.,tram,66,1961156_west,"52.45916314,13.34768143",,,,,,,,196192.0,Steglitz,Steglitz-Zehlendorf,west,12157
Bhf. Lichterfelde-Ost,tram,73,1961157_west,"52.42891494,13.32900292",,,,,,,,1961137.0,Lichterfelde,Steglitz-Zehlendorf,west,12209
Wiesenbaude,tram,73,1961158_west,"52.43330952,13.30727218",,,,,,,,19611306.0,Lichterfelde,Steglitz-Zehlendorf,west,12205
Moltkestr.,tram,73,1961159_west,"52.44040704,13.31630980",,,,,,,,1961790.0,Lichterfelde,Steglitz-Zehlendorf,west,12203
Händelplatz,tram,73,1961160_west,"52.45027909,13.31546678",,,,,,,,1961544.0,Lichterfelde,Steglitz-Zehlendorf,west,12203
Schlossstr.,tram,73,1961161_west,"52.46492793,13.32842083",,,,,,,,19611047.0,Friedenau,Tempelhof-Schöneberg,west,12161
Rathaus Steglitz,tram,73,1961162_west,"52.45691683,13.32074535",,,,,,,,1961938.0,Steglitz,Steglitz-Zehlendorf,west,12165
Bundesallee Ecke Rheinstr.,tram,73,1961163_west,"52.46491463,13.32850288",,,,,,,,1961230.0,Friedenau,Tempelhof-Schöneberg,west,12161
Kaisereiche,tram,73,1961164_west,"52.46894213,13.33267296",,,,,,,,1961576.0,Friedenau,Tempelhof-Schöneberg,west,12161
Lauterplatz,tram,73,1961165_west,"52.47552895,13.34016015",,,,,,,,1961688.0,Friedenau,Tempelhof-Schöneberg,west,12159
Innsbruckerplatz,tram,73,1961166_west,"52.47804266,13.34344688",,,,,,,,1961551.0,Friedenau,Tempelhof-Schöneberg,west,12159
Dominicusstr.,tram,73,1961167_west,"52.48182812,13.34836902",,,,,,,,1961289.0,Schöneberg,Tempelhof-Schöneberg,west,10827
Albertstr.,tram,73,1961168_west,"52.48441765,13.35284259",,,,,,,,19617.0,Schöneberg,Tempelhof-Schöneberg,west,10827
Kaiser-Wilhelm-Platz,tram,73,1961169_west,"52.48633166,13.35658468",,,,,,,,1961573.0,Schöneberg,Tempelhof-Schöneberg,west,10827
U-Bhf. Bülowstr.,tram,73,1961170_west,"52.49779471,13.36204149",,,,,,,,19611194.0,Schöneberg,Tempelhof-Schöneberg,west,10783
Lützowstr.,tram,73,1961171_west,"52.50307144,13.36572068",,,,,,,,1961742.0,Tiergarten,Mitte,west,10785
Potsdamerplatz,tram,73,1961172_west,"52.50948236,13.37598816",,,,,,,,1961890.0,Tiergarten,Mitte,west,10785
Finckensteinallee,tram,74,1961173_west,"52.43264816,13.29462683",,,,,,,,1961349.0,Lichterfelde,Steglitz-Zehlendorf,west,12205
Wiesenbaude,tram,74,1961174_west,"52.43330952,13.30727218",,,,,,,,19611306.0,Lichterfelde,Steglitz-Zehlendorf,west,12205
Moltkestr.,tram,74,1961175_west,"52.44040704,13.31630980",,,,,,,,1961790.0,Lichterfelde,Steglitz-Zehlendorf,west,12203
Händelplatz,tram,74,1961176_west,"52.45027909,13.31546678",,,,,,,,1961544.0,Lichterfelde,Steglitz-Zehlendorf,west,12203
Schlossstr.,tram,74,1961177_west,"52.46492793,13.32842083",,,,,,,,19611047.0,Friedenau,Tempelhof-Schöneberg,west,12161
Rathaus Steglitz,tram,74,1961178_west,"52.45691683,13.32074535",,,,,,,,1961938.0,Steglitz,Steglitz-Zehlendorf,west,12165
Bundesallee,tram,74,1961179_west,"52.46492120,13.32837407",,,,,,,,1961228.0,Friedenau,Tempelhof-Schöneberg,west,12161
Kaisereiche,tram,74,1961180_west,"52.46894213,13.33267296",,,,,,,,1961576.0,Friedenau,Tempelhof-Schöneberg,west,12161
Lauterplatz,tram,74,1961181_west,"52.47552895,13.34016015",,,,,,,,1961688.0,Friedenau,Tempelhof-Schöneberg,west,12159
Innsbruckerplatz,tram,74,1961182_west,"52.47804266,13.34344688",,,,,,,,1961551.0,Friedenau,Tempelhof-Schöneberg,west,12159
Dominicusstr.,tram,74,1961183_west,"52.48182812,13.34836902",,,,,,,,1961289.0,Schöneberg,Tempelhof-Schöneberg,west,10827
Albertstr.,tram,74,1961184_west,"52.48441765,13.35284259",,,,,,,,19617.0,Schöneberg,Tempelhof-Schöneberg,west,10827
Kaiser-Wilhelm-Platz,tram,74,1961185_west,"52.48633166,13.35658468",,,,,,,,1961573.0,Schöneberg,Tempelhof-Schöneberg,west,10827
U-Bhf. Bülowstr.,tram,74,1961186_west,"52.49779471,13.36204149",,,,,,,,19611194.0,Schöneberg,Tempelhof-Schöneberg,west,10783
Lützowstr.,tram,74,1961187_west,"52.50307144,13.36572068",,,,,,,,1961742.0,Tiergarten,Mitte,west,10785
Potsdamerplatz,tram,74,1961188_west,"52.50948236,13.37598816",,,,,,,,1961890.0,Tiergarten,Mitte,west,10785
"Bhf. Zoo, Kantstr.",tram,75,1961189_west,"52.50540350,13.33036756",,,,,,,,1961179.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Wilmersdorferstr.,tram,75,1961190_west,"52.50669200,13.30669243",,,,,,,,19611322.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Amtsgericht,tram,75,1961191_west,"52.50682618,13.29739145",,,,,,,,196153.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Messedamm,tram,75,1961192_west,"52.50641939,13.28039244",,,,,,,,1961785.0,Westend,Charlottenburg-Wilmersdorf,west,14055
Reichskanzlerplatz,tram,75,1961193_west,"52.50891408,13.27225141",,,,,,,,1961950.0,Westend,Charlottenburg-Wilmersdorf,west,14052
