stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
U-Bhf. Friedrichsfelde,omnibus,D,19460_unified,"52.50624112361932, 13.512853060220209",,,,,,,,1946567.0
Treskowallee,omnibus,D,19461_unified,"52.492776541825044, 13.526520070619169",,,,,,,,1946562.0
Warmbaderstr.,omnibus,D,19462_unified,"52.493415428017606, 13.54477394876985",,,,,,,,1946582.0
Biesdorf-Süd,omnibus,D,19463_unified,"52.49390691698614, 13.561942550423845",,,,,,,,194687.0
"Kaulsdorf-Süd, Zimmermannstr.",omnibus,D,19464_unified,"52.48662646660428, 13.560368748996797",,,,,,,,1946274.0
Ulmenstr.,omnibus,D,19465_unified,"52.48730877811447, 13.574932033917504",,,,,,,,1946570.0
"Mahlsdorf-Süd, Kohlisstr.",omnibus,D,19466_unified,"52.47546367962774, 13.599281537604181",,,,,,,,1946332.0
Akazienallee,omnibus,D,19467_unified,"52.47849809201335, 13.607179083668733",,,,,,,,19461.0
"Dahlwitz, Kol. Waldesruh",omnibus,D,19468_unified,"52.478269416919034, 13.62093701953678",,,,,,,,1946130.0
"Pichelsberg, Stössenseebrücke",ferry,Wannsee-Pichelsberg,19469_unified,"52.51277524075516, 13.213352077856104",,,,,,,,1946407.0
Kladow,ferry,Wannsee-Pichelsberg,194610_unified,"52.45151498638808, 13.147961938847912",,,,,,,,1946276.0
Wannsee,ferry,Wannsee-Pichelsberg,194611_unified,"52.421928022812146, 13.175815964118582",,,,,,,,1946580.0
Flughafen,omnibus,1,194612_unified,"52.470965141866394, 13.385641462324475",,,,,,,,1946151.0
Franz-Mehringstr.,omnibus,1,194613_unified,"52.49508128500466, 13.389323838894562",,,,,,,,1946158.0
Hallesches Tor,omnibus,1,194614_unified,"52.49794750808006, 13.391726405887525",,,,,,,,1946212.0
Lindenstr.,omnibus,1,194615_unified,"52.50113590948542, 13.394408948438224",,,,,,,,1946325.0
