stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from,neighbourhood,district,east_west,postal_code
Schloss Ruhwald,tram,53,196432_west,"52.52160139,13.26039647",,,,,,,,19641100.0,Westend,Charlottenburg-Wilmersdorf,west,14050
U-Bhf. Ruhleben,tram,53,196433_west,"52.52595777,13.24137187",,52.52595777,13.24137187,100.0,U-Bhf. Ruhleben,196534_west,['53'],,Spandau,Spandau,west,13597
Teltowerstr.,tram,53,196434_west,"52.52649488,13.21644671",,52.52649488,13.21644671,90.0,Teltowerstr. Ecke Ruhlebenerstr.,196535_west,['53'],,Wilhelmstadt,Spandau,west,13597
Freiheit,tram,53,196435_west,"52.53269779,13.20751844",,,,,,,,1964345.0,Spandau,Spandau,west,13597
"Spandau, Markt",tram,53,196436_west,"52.53784350,13.20413543",,,,,,,,19641172.0,Spandau,Spandau,west,13597
Hafenplatz,tram,53,196437_west,"52.54229255,13.20620113",,,,,,,,1964441.0,Spandau,Spandau,west,13585
Lynastr. Ecke Neuendorferstr.,tram,53,196438_west,"52.54898037,13.21025253",,52.54898037,13.21025253,98.0,Lynarstr. Ecke Neuendorferstr.,196539_west,['53'],,Hakenfelde,Spandau,west,13585
Hohenzollernring,tram,53,196439_west,"52.55534807,13.19865762",,,,,,,,1964522.0,Hakenfelde,Spandau,west,13585
Hakenfelde,tram,53,196440_west,"52.57886010,13.21005780",,,,,,,,1964444.0,Hakenfelde,Spandau,west,13587
Richard-Wagner-Platz,tram,54,196441_west,"52.51757062,13.30624812",,52.51757062,13.30624812,100.0,Richard-Wagner-Platz,196542_west,['54'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,54,196442_west,"52.51951940,13.30002435",,,,,,,,1964740.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Klausenerplatz,tram,54,196443_west,"52.51920201,13.29186737",,52.51920201,13.29186737,100.0,Klausenerplatz,196544_west,['54'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,14059
Königin-Elisabeth-Str.,tram,54,196444_west,"52.51841662,13.28018527",,,,,,,,1964670.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Kirschenallee,tram,54,196445_west,"52.52037354,13.26724155",,,,,,,,1964605.0,Westend,Charlottenburg-Wilmersdorf,west,14050
Schloss Ruhwald,tram,54,196446_west,"52.52160458,13.26039687",,52.52160458,13.26039687,93.0,Schloß Ruhwald,196546_west,['54'],,Westend,Charlottenburg-Wilmersdorf,west,14050
U-Bhf. Ruhleben,tram,54,196447_west,"52.52595777,13.24137187",,,,,,,,19641305.0,Spandau,Spandau,west,13597
Teltowerstr.,tram,54,196448_west,"52.52691413,13.21598769",,,,,,,,19641242.0,Wilhelmstadt,Spandau,west,13597
Freiheit,tram,54,196449_west,"52.53269779,13.20751844",,52.53269779,13.20751844,100.0,Freiheit,196549_west,['54'],,Spandau,Spandau,west,13597
"Spandau, Markt",tram,54,196450_west,"52.53784350,13.20413543",,,,,,,,19641172.0,Spandau,Spandau,west,13597
Hafenplatz,tram,54,196451_west,"52.54229255,13.20620113",,,,,,,,1964441.0,Spandau,Spandau,west,13585
Lynastr. Ecke Neuendorferstr.,tram,54,196452_west,"52.54898037,13.21019888",,,,,,,,1964746.0,Hakenfelde,Spandau,west,13585
Hohenzollernring,tram,54,196453_west,"52.55534807,13.19865762",,,,,,,,1964522.0,Hakenfelde,Spandau,west,13585
Johannesstift,tram,54,196454_west,"52.56762417,13.19178261",,,,,,,,1964564.0,Hakenfelde,Spandau,west,13587
Bhf. Zoo,tram,55,196455_west,"52.50719346,13.33262988",,52.50719346,13.33262988,100.0,Bhf. Zoo,196555_west,['55'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
U-Bhf. Ernst-Reuter-Platz,tram,55,196456_west,"52.51159182,13.32257153",,52.51159182,13.32257153,95.0,Ernst-Reuter-Platz,196556_west,['55'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10587
Richard-Wagner-Platz,tram,55,196457_west,"52.51757062,13.30624812",,,,,,,,19641005.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,55,196458_west,"52.51951940,13.30002435",,,,,,,,1964740.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Osnabrückerstr.,tram,55,196459_west,"52.52651985,13.29732033",,52.52651985,13.29732033,90.0,Osnabrückerstr. Ecke Tegelerweg,196560_west,['55'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10589
Jakob-Kaiser-Platz,tram,55,196460_west,"52.53674528,13.29357089",,52.53674528,13.29357089,100.0,Jakob-Kaiser-Platz,196561_west,['55'],,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,west,13627
Quellweg,tram,55,196461_west,"52.53662795,13.26837045",,52.53662795,13.26837045,90.0,Quellweg Ecke Nonnendammallee,196562_west,['55'],,Siemensstadt,Spandau,west,13629
Paulsternstr.,tram,55,196462_west,"52.54412196,13.24701046",,52.54412196,13.24701046,90.0,Paulsternstr. Ecke Gartenfelderstr.,196563_west,['55'],,Haselhorst,Spandau,west,13599
Zitadellenweg,tram,55,196463_west,"52.53777974,13.21728515",,52.53777974,13.21728515,90.0,Zitadellenweg Ecke Am Juliusturm,196564_west,['55'],,Haselhorst,Spandau,west,13599
Carl-Schurz-Str. Ecke Am Juliusturm,tram,55,196464_west,"52.53954502,13.20555083",,52.53954502,13.20555083,100.0,Carl-Schurz-Str. Ecke Am Juliusturm,196565_west,['55'],,Spandau,Spandau,west,13597
Hafenplatz,tram,55,196465_west,"52.54229255,13.20620113",,52.54229255,13.20620113,100.0,Hafenplatz,196566_west,['55'],,Spandau,Spandau,west,13585
Hohenzollernring,tram,55,196466_west,"52.55534807,13.19865762",,,,,,,,1964522.0,Hakenfelde,Spandau,west,13585
Hakenfelde,tram,55,196467_west,"52.57886010,13.21005780",,,,,,,,1964444.0,Hakenfelde,Spandau,west,13587
"Bhf. Zoo, Kantstr.",tram,75,196468_west,"52.50540350,13.33036756",,,,,,,,1964150.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Wilmersdorferstr.,tram,75,196469_west,"52.50669200,13.30669243",,,,,,,,19641408.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Amtsgericht,tram,75,196470_west,"52.50682618,13.29739145",,,,,,,,196463.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Messedamm,tram,75,196471_west,"52.50641939,13.28039244",,,,,,,,1964800.0,Westend,Charlottenburg-Wilmersdorf,west,14055
Theodor-Heuss-Platz,tram,75,196472_west,"52.50948066,13.27259770",,52.50948066,13.2725977,100.0,Theodor-Heuss-Platz,196574_west,['75'],,Westend,Charlottenburg-Wilmersdorf,west,14052
Preußenallee Ecke Heerstr.,tram,75,196473_west,"52.50859211,13.25931279",,52.50859211,13.25931279,100.0,Preußenallee Ecke Heerstr.,196575_west,['75'],,Westend,Charlottenburg-Wilmersdorf,west,14055
Reichssportfeldstr.,tram,75,196474_west,"52.50751473,13.24208670",,,,,,,,1964994.0,Westend,Charlottenburg-Wilmersdorf,west,14055
Stößenseebrücke,tram,75,196475_west,"52.50889437,13.21747597",,,,,,,,19641222.0,Westend,Charlottenburg-Wilmersdorf,west,14055
Pichelsdorferstr.,tram,75,196476_west,"52.51311471,13.19691856",,52.51311471,13.19691856,90.0,Pichelsdorferstr. Ecke Heerstr.,196578_west,['75'],,Wilhelmstadt,Spandau,west,13595
Seeburgerstr.,tram,75,196478_west,"52.52919075,13.19561328",,,,,,,,19641142.0,Wilhelmstadt,Spandau,west,13595
Rathaus Spandau,tram,75,196479_west,"52.53488082,13.19905885",,52.53488082,13.19905885,100.0,Rathaus Spandau,196580_west,['75'],,Spandau,Spandau,west,13597
"Spandau, Markt",tram,75,196480_west,"52.53784350,13.20413543",,52.5378435,13.20413543,100.0,"Spandau, Markt",196581_west,['75'],,Spandau,Spandau,west,13597
Hafenplatz,tram,75,196481_west,"52.54229255,13.20620113",,,,,,,,1964441.0,Spandau,Spandau,west,13585
Hohenzollernring,tram,75,196482_west,"52.55571250,13.20754149",,52.5557125,13.20754149,90.0,Hohenzollernring Ecke Neuendorferstr.,196583_west,['75'],,Hakenfelde,Spandau,west,13587
Hakenfelde,tram,75,196483_west,"52.57051037,13.21251682",,52.57051036618898,13.212516818874322,100.0,Hakenfelde,196584_west,['75'],,Hakenfelde,Spandau,west,13587
"Bhf. Zoo, Kantstr.",tram,76,196484_west,"52.50528855,13.33160349",,52.50528855,13.33160349,95.0,"Zoo, Kantstr.",196585_west,['76'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Wilmersdorferstr.,tram,76,196485_west,"52.50669450,13.30667544",,52.5066945,13.30667544,90.0,Wilmersdorferstr. Ecke Kantstr.,196587_west,['76'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Amtsgericht,tram,76,196486_west,"52.50682618,13.29739145",,52.50682618,13.29739145,100.0,Amtsgericht,196588_west,['76'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Messedamm,tram,76,196487_west,"52.50641939,13.28039244",,52.50641939,13.28039244,100.0,Messedamm,196589_west,['76'],,Westend,Charlottenburg-Wilmersdorf,west,14055
Theodor-Heuss-Platz,tram,76,196488_west,"52.50948066,13.27259770",,,,,,,,19641252.0,Westend,Charlottenburg-Wilmersdorf,west,14052
Preußenallee Ecke Heerstr.,tram,76,196489_west,"52.50860475,13.25942668",,,,,,,,1964947.0,Westend,Charlottenburg-Wilmersdorf,west,14055
Reichssportfeldstr.,tram,76,196490_west,"52.50751473,13.24208670",,52.50751473,13.2420867,90.0,Reichssportfeldstr. Ecke Heerstr.,196592_west,['76'],,Westend,Charlottenburg-Wilmersdorf,west,14055
Stößenseebrücke,tram,76,196491_west,"52.50889437,13.21747597",,52.50889437,13.21747597,100.0,Stößenseebrücke,196593_west,['76'],,Westend,Charlottenburg-Wilmersdorf,west,14055
Pichelsdorferstr.,tram,76,196492_west,"52.51307047,13.19687115",,,,,,,,1964918.0,Wilhelmstadt,Spandau,west,13595
Seeburgerstr.,tram,76,196494_west,"52.52914199,13.19558478",,52.52914199,13.19558478,90.0,Seeburgerstr. Ecke Klosterstr.,196595_west,['76'],,Wilhelmstadt,Spandau,west,13595
Rathaus Spandau,tram,76,196495_west,"52.53488082,13.19905885",,,,,,,,1964980.0,Spandau,Spandau,west,13597
"Spandau, Markt",tram,76,196496_west,"52.53784350,13.20413543",,,,,,,,19641172.0,Spandau,Spandau,west,13597
Hafenplatz,tram,76,196497_west,"52.54229255,13.20620113",,,,,,,,1964441.0,Spandau,Spandau,west,13585
Hohenzollernring Ecke Schönwalderallee,tram,76,196498_west,"52.55534152,13.19859324",,,,,,,,1964524.0,Hakenfelde,Spandau,west,13585
Johannesstift,tram,76,196499_west,"52.56762417,13.19178261",,52.56762417,13.19178261,100.0,Johannesstift,1965100_west,['76'],,Hakenfelde,Spandau,west,13587
Mehringplatz,tram,95,1964100_west,"52.49792491,13.39108107",,,,,,,,1964798.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10969
Zossenerstr. Ecke Blücherstr.,tram,95,1964101_west,"52.49622054,13.39510681",,,,,,,,19641452.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10961
Baerwaldstr. Ecke Urbanstr.,tram,95,1964102_west,"52.49389984,13.40346009",,,,,,,,196483.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10961
Urban-Krankenhaus,tram,95,1964103_west,"52.49346936,13.40624512",,,,,,,,19641330.0,Kreuzberg,Friedrichshain-Kreuzberg,west,10961
Hermannplatz,tram,95,1964104_west,"52.48708557,13.42475245",,,,,,,,1964487.0,Neukölln,Neukölln,west,10967
Erkstr. Ecke Sonnenallee,tram,95,1964105_west,"52.48169988,13.44014370",,,,,,,,1964308.0,Neukölln,Neukölln,west,12045
Hertzbergplatz,tram,95,1964106_west,"52.47737355,13.44884381",,,,,,,,1964496.0,Neukölln,Neukölln,west,12059
Saalestr. Ecke Sonnenallee,tram,95,1964107_west,"52.47384843,13.45589857",,,,,,,,19641078.0,Neukölln,Neukölln,west,12059
Dammweg Ecke Sonnenallee,tram,95,1964108_west,"52.47028918,13.46461967",,,,,,,,1964252.0,Neukölln,Neukölln,west,12057
Schulenburgpark,tram,95,1964109_west,"52.46666061,13.47029259",,,,,,,,19641112.0,Neukölln,Neukölln,west,12057
Lindenstr.,tram,96,1964111_west,"52.50708787,13.39827979",,52.50708787,13.39827979,90.0,Lindenstr. Ecke Kochstr.,1965101_west,['96'],,Kreuzberg,Friedrichshain-Kreuzberg,west,10969
Mehringplatz,tram,96,1964112_west,"52.49792491,13.39108107",,52.49792491,13.39108107,100.0,Mehringplatz,1965102_west,['96'],,Kreuzberg,Friedrichshain-Kreuzberg,west,10969
Yorckstr.,tram,96,1964113_west,"52.49288890,13.38767014",,52.4928889,13.38767014,90.0,Yorckstr. Ecke Mehringdamm,1965103_west,['96'],,Kreuzberg,Friedrichshain-Kreuzberg,west,10961
U-Bhf. Flughafen,tram,96,1964114_west,"52.48477998,13.38596223",,52.48477998,13.38596223,100.0,U-Bhf. Flughafen,1965104_west,['96'],,Tempelhof,Tempelhof-Schöneberg,west,12101
Adolf-Scheidt-Platz,tram,96,1964115_west,"52.47819486,13.37836902",,52.47819486,13.37836902,100.0,Adolf-Scheidt-Platz,1965105_west,['96'],,Tempelhof,Tempelhof-Schöneberg,west,12101
Berlinickeplatz,tram,96,1964116_west,"52.46632968,13.37814469",,52.46632968,13.37814469,100.0,Berlinickeplatz,1965106_west,['96'],,Tempelhof,Tempelhof-Schöneberg,west,12103
Attilaplatz,tram,96,1964117_west,"52.45549834,13.37561964",,52.45549834,13.37561964,100.0,Attilaplatz,1965107_west,['96'],,Tempelhof,Tempelhof-Schöneberg,west,12105
Ringstr. Ecke Attilastr.,tram,96,1964118_west,"52.44731185,13.36209225",,52.44731185,13.36209225,100.0,Ringstr. Ecke Attilastr.,1965108_west,['96'],,Tempelhof,Tempelhof-Schöneberg,west,12105
"Lankwitz, Kirche",tram,96,1964119_west,"52.43629411,13.34577794",,52.43629411,13.34577794,100.0,"Lankwitz, Kirche",1965109_west,['96'],,Lankwitz,Steglitz-Zehlendorf,west,12247
Seydlitzstr. Ecke Kaiser-Wilhelm-Str.,tram,96,1964120_west,"52.43194429,13.33814378",,52.43194429,13.33814378,100.0,Seydlitzstr. Ecke Kaiser-Wilhelm-Str.,1965110_west,['96'],,Lankwitz,Steglitz-Zehlendorf,west,12247
Kranoldplatz,tram,96,1964121_west,"52.42782085,13.32657579",,52.42782085,13.32657579,100.0,Kranoldplatz,1965111_west,['96'],,Lichterfelde,Steglitz-Zehlendorf,west,12209
Ostpreußendamm Ecke Morgensternstr.,tram,96,1964122_west,"52.42589579,13.31710731",,52.42589579,13.31710731,100.0,Ostpreußendamm Ecke Morgensternstr.,1965112_west,['96'],,Lichterfelde,Steglitz-Zehlendorf,west,12207
Giesendorferstr. Ecke Ostpreußendamm,tram,96,1964123_west,"52.42400572,13.31441951",,52.42400572,13.31441951,99.0,Giesensdorferstr. Ecke Ostpreußendamm,1965113_west,['96'],,Lichterfelde,Steglitz-Zehlendorf,west,12207
Wismarerstr. Ecke Ostpreußendamm,tram,96,1964124_west,"52.41786194,13.30519515",,,,,,,,19641416.0,Lichterfelde,Steglitz-Zehlendorf,west,12207
Goerzallee,tram,96,1964125_west,"52.41785382,13.28703404",,52.41785382,13.28703404,90.0,"Lichterfelde, Goerzallee",1965114_west,['96'],,Lichterfelde,Steglitz-Zehlendorf,west,14167
"Moabit, Waldstr. Ecke Turmstr.",autobus,A1,1964126_west,"52.52718533,13.33055251",,,,,,,,1964804.0,Moabit,Mitte,west,10551
Otto-Suhr-Allee Ecke Cauerstr.,autobus,A1,1964127_west,"52.51467908,13.31513688",,52.51467908,13.31513688,100.0,Otto-Suhr-Allee Ecke Cauerstr.,1965118_west,['A1'],,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Kurfürstendamm Ecke Konstanzerstr.,autobus,A1,1964128_west,"52.50061642,13.31303456",,,,,,,,1964657.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10707
U-Bhf. Fehrbellinerplatz,autobus,A1,1964129_west,"52.49039093,13.31417746",,,,,,,,19641281.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10707
Detmolderstr. Ecke Blissestr.,autobus,A1,1964130_west,"52.47879433,13.32028118",,52.47879433,13.32028118,100.0,Detmolderstr. Ecke Blissestr.,1965123_west,['A1'],,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10713
Breitenbachplatz,autobus,A1,1964131_west,"52.46721972,13.30947349",,,,,,,,1964184.0,Dahlem,Steglitz-Zehlendorf,west,14195
Botanischer Garten,autobus,A1,1964132_west,"52.45859880,13.30343606",,,,,,,,1964177.0,Dahlem,Steglitz-Zehlendorf,west,14195
Pacelli/Theilallee,autobus,A1,1964133_west,"52.45824695,13.28706661",,,,,,,,1964888.0,Dahlem,Steglitz-Zehlendorf,west,14195
Clayallee Ecke Königin-Luise-Str.,autobus,A1,1964134_west,"52.46044681,13.27489827",,,,,,,,1964236.0,Dahlem,Steglitz-Zehlendorf,west,14195
U-Bhf. Oskar-Helene-Heim,autobus,A1,1964135_west,"52.45027901,13.27036199",,,,,,,,19641300.0,Dahlem,Steglitz-Zehlendorf,west,14195
Potsdamerstr. Ecke Clayallee,autobus,A1,1964136_west,"52.43505825,13.26045717",,,,,,,,1964928.0,Zehlendorf,Steglitz-Zehlendorf,west,14169
Rathaus Zehlendorf,autobus,A1,1964137_west,"52.43320752,13.25953192",,,,,,,,1964985.0,Zehlendorf,Steglitz-Zehlendorf,west,14169
Beeskowdamm Ecke Goerzallee,autobus,A1,1964138_west,"52.40988367,13.27352910",,,,,,,,196498.0,Zehlendorf,Steglitz-Zehlendorf,west,14167
Wismarerstr. Ecke Lindenstr.,autobus,A1,1964139_west,"52.41787520,13.30520450",,,,,,,,19641415.0,Lichterfelde,Steglitz-Zehlendorf,west,12207
Lindenstr. Ecke Müllerstr.,autobus,A1,1964140_west,"52.41754714,13.30666072",,,,,,,,1964731.0,Lichterfelde,Steglitz-Zehlendorf,west,12207
Bhf. Zoo,autobus,A2,1964141_west,"52.50702953,13.33322012",,,,,,,,1964147.0,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Spichernstr. Ecke Joachimstalerstr.,autobus,A2,1964142_west,"52.49631903,13.33076286",,,,,,,,19641179.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10719
Berlinerstr. Ecke Bundesallee,autobus,A2,1964143_west,"52.48735367,13.33100211",,,,,,,,1964111.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Bundesplatz,autobus,A2,1964144_west,"52.47867899,13.32860278",,,,,,,,1964209.0,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Friedrich-Wilhelm-Platz,autobus,A2,1964145_west,"52.47128806,13.32836213",,,,,,,,1964351.0,Friedenau,Tempelhof-Schöneberg,west,12161
Schloßstr. Ecke Feuerbachstr.,autobus,A2,1964146_west,"52.46311733,13.32672483",,,,,,,,19641108.0,Steglitz,Steglitz-Zehlendorf,west,12163
Bergstr. Ecke Bismarckstr.,autobus,A2,1964147_west,"52.45863817,13.33931462",,52.45863817,13.33931462,100.0,Bergstr. Ecke Bismarckstr.,1965142_west,['A2'],,Steglitz,Steglitz-Zehlendorf,west,12169
Feuerbachstr. Ecke Bismarckstr.,autobus,A2,1964148_west,"52.46451344,13.33892787",,,,,,,,1964327.0,Steglitz,Steglitz-Zehlendorf,west,12163
Steglitzerdamm Ecke Halskestr.,autobus,A2,1964149_west,"52.45002165,13.34670705",,52.45002165,13.34670705,100.0,Steglitzerdamm Ecke Halskestr.,1965143_west,['A2'],,Steglitz,Steglitz-Zehlendorf,west,12169
Leonorenstr. Ecke Albrechstr.,autobus,A2,1964150_west,"52.44438797,13.33891588",,,,,,,,1964706.0,Lankwitz,Steglitz-Zehlendorf,west,12247
"Lankwitz, Kirche",autobus,A2,1964151_west,"52.43629187,13.34574539",,,,,,,,1964691.0,Lankwitz,Steglitz-Zehlendorf,west,12247
Havensteinstr. Ecke Gallwitzstr.,autobus,A2,1964152_west,"52.43194849,13.34634331",,52.43194849,13.34634331,88.0,Havensteinstr. Ecke Gallwitzallee,1965146_west,['A2'],,Lankwitz,Steglitz-Zehlendorf,west,12249
Lerbacherweg Ecke Tautenbergstr.,autobus,A2,1964153_west,"52.42568639,13.34759454",,52.42568639,13.34759454,90.0,Lerbacherweg,1965147_west,['A2'],,Lankwitz,Steglitz-Zehlendorf,west,12249
Trippsteinstr.,autobus,A2,1964154_west,"52.41708279,13.34765431",,52.41708279,13.34765431,90.0,Trippsteinstrase Ecke Frankenhauserstr.,1965148_west,['A2'],,Lankwitz,Steglitz-Zehlendorf,west,12249
Rathaus Zehlendorf,autobus,A3,1964155_west,"52.43320752,13.25953192",,,,,,,,1964985.0,Zehlendorf,Steglitz-Zehlendorf,west,14169
Winifriedstr. Ecke Clayallee,autobus,A3,1964156_west,"52.43922923,13.26287138",,,,,,,,19641414.0,Zehlendorf,Steglitz-Zehlendorf,west,14169
