stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from,neighbourhood,district,east_west,postal_code
Brunnenstr.,tram,46,196753_east,"52.53245420,13.39742360",Q65691740,,,,,,,1967190.0,Mitte,Mitte,east,10115
Oranienburger Tor,tram,46,196754_east,"52.52560310,13.38727450",Q65095375,,,,,,,1967807.0,Mitte,Mitte,east,10117
Bhf. Friedrichstr.,tram,46,196755_east,"52.51928050,13.38841070",Q65095382,,,,,,,1967125.0,Mitte,Mitte,east,10117
Am Kupfergraben,tram,46,196756_east,"52.51942080,13.39538390",Q65055027,,,,,,,196754.0,Mitte,Mitte,east,10117
"Buchholz, Hauptstr.",tram,49,196757_east,"52.61907206,13.39338336",,,,,,,,1967195.0,Blankenfelde,Pankow,east,13159
Industriebahn,tram,49,196758_east,"52.61860431,13.39039578",,,,,,,,1967517.0,Blankenfelde,Pankow,east,13159
Galenusstr.,tram,49,196759_east,"52.58181830,13.42876780",Q66195410,,,,,,,1967347.0,Pankow,Pankow,east,13127
S-Bhf. Pankow-Heinersdorf,tram,49,196760_east,"52.57750782,13.42785306",,,,,,,,1967994.0,Pankow,Pankow,east,13187
Klaustalerstr. Ecke Damerowstr.,tram,49,196761_east,"52.57341493,13.42210298",,,,,,,,1967574.0,Pankow,Pankow,east,13187
"Pankow, Kirche",tram,49,196762_east,"52.57064520,13.41031150",Q65055066,,,,,,,1967836.0,Pankow,Pankow,east,13187
S-Bhf. Vinetastr.,tram,49,196763_east,"52.55961680,13.41323200",Q65075426,,,,,,,19671004.0,Pankow,Pankow,east,13189
Bornholmerstr.,tram,49,196764_east,"52.55377050,13.41388980",,,,,,,,1967168.0,Prenzlauer Berg,Pankow,east,10439
S-Bhf. Schönhauserallee,tram,49,196765_east,"52.54936190,13.41357340",Q65088013,,,,,,,19671001.0,Prenzlauer Berg,Pankow,east,10439
U-Bhf. Dimitroffstr.,tram,49,196766_east,"52.54019280,13.41139790",Q65088313,,,,,,,19671188.0,Prenzlauer Berg,Pankow,east,10435
Rosenthalerplatz,tram,49,196767_east,"52.53017690,13.40161210",Q65093945,,,,,,,1967949.0,Mitte,Mitte,east,10119
Hackescher Markt,tram,49,196768_east,"52.52270059,13.40160586",Q65094590+nan,,,,,,,1967415.0,Mitte,Mitte,east,10178
"Hohenschönhausen, Gartenstadt",tram,63,196769_east,"52.55086720,13.50949940",Q65555882,,,,,,,1967484.0,Alt-Hohenschönhausen,Lichtenberg,east,13053
Falkenbergerstr. Ecke Wartenbergerstr.,tram,63,196770_east,"52.55036672,13.50991503",,,,,,,,1967297.0,Alt-Hohenschönhausen,Lichtenberg,east,13053
Degnerstr.,tram,63,196771_east,"52.54488037,13.49394995",,,,,,,,1967244.0,Alt-Hohenschönhausen,Lichtenberg,east,13055
Weißenseerweg,tram,63,196772_east,"52.53225800,13.47670500",Q65942700,,,,,,,19671298.0,Fennpfuhl,Lichtenberg,east,10369
Steuerhaus,tram,63,196773_east,"52.53049300,13.46149890",Q65553632,,,,,,,19671113.0,Prenzlauer Berg,Pankow,east,10407
S-Bhf. Leninallee,tram,63,196774_east,"52.52851097,13.45586231","nan, nan",,,,,,,1967987.0,Prenzlauer Berg,Pankow,east,10407
Dimitroffstr. Ecke Landsbergerallee,tram,63,196775_east,"52.52643035,13.44759679",,,,,,,,1967251.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Leninplatz,tram,63,196776_east,"52.52326580,13.43264570",Q65553105,,,,,,,1967656.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Hans-Beimler-Str.,tram,63,196777_east,"52.52554730,13.42027550",Q65548984,,,,,,,1967425.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
U-Bhf. Luxemburgplatz,tram,63,196778_east,"52.52861050,13.41041230",Q65690179,,,,,,,19671207.0,Mitte,Mitte,east,10119
Hackescher Markt,tram,63,196779_east,"52.52270059,13.40160586",Q65094590+nan,,,,,,,1967415.0,Mitte,Mitte,east,10178
Friedrichstr. Ecke Oranienburgerstr.,tram,63,196780_east,"52.52631682,13.38723564",,,,,,,,1967337.0,Mitte,Mitte,east,10117
"Walter-Ulbricht-Stadion, Pflugstr.",tram,63,196782_east,"52.53684981,13.37952868",,,,,,,,19671269.0,Mitte,Mitte,east,10115
"Hohenschönhausen, Falkenbergerstr.",tram,64,196783_east,"52.55086720,13.50949940",Q65555882,,,,,,,1980602.0,Alt-Hohenschönhausen,Lichtenberg,east,13053
Degnerstr.,tram,64,196784_east,"52.54488037,13.49394995",,,,,,,,1967244.0,Alt-Hohenschönhausen,Lichtenberg,east,13055
Weißenseerweg,tram,64,196785_east,"52.53225800,13.47670500",Q65942700,,,,,,,19671298.0,Fennpfuhl,Lichtenberg,east,10369
Steuerhaus,tram,64,196786_east,"52.53049300,13.46149890",Q65553632,,,,,,,19671113.0,Prenzlauer Berg,Pankow,east,10407
S-Bhf. Leninallee,tram,64,196787_east,"52.52851097,13.45586231","nan, nan",,,,,,,1967987.0,Prenzlauer Berg,Pankow,east,10407
Dimitroffstr. Ecke Landsbergerallee,tram,64,196788_east,"52.52643035,13.44759679",,,,,,,,1967251.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Leninplatz,tram,64,196789_east,"52.52326580,13.43264570",Q65553105,,,,,,,1967656.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
U-Bhf. Strausbergerplatz,tram,64,196790_east,"52.51808307,13.43293834",,,,,,,,19671225.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Am Ostbahnhof,tram,64,196791_east,"52.50982239,13.43373167",,,,,,,,196756.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
S-Bhf. Jannowitzbrücke,tram,64,196792_east,"52.51478600,13.41805624",,,,,,,,1967981.0,Mitte,Mitte,east,10179
U-Bhf. Märkisches Museum,tram,64,196793_east,"52.51272428,13.41129061",,,,,,,,19671210.0,Mitte,Mitte,east,10179
Spittelmarkt,tram,64,196794_east,"52.51124332,13.40494540",,,,,,,,19671099.0,Mitte,Mitte,east,10179
Dönhoffplatz,tram,64,196795_east,"52.50995057,13.39814408",,,,,,,,1967265.0,Mitte,Mitte,east,10117
"Hohenschönhausen, Falkenbergerstr.",tram,70,196796_east,"52.55086720,13.50949940",Q65555882,,,,,,,1980602.0,Alt-Hohenschönhausen,Lichtenberg,east,13053
Berlinerstr. Ecke Suermondtstr.,tram,70,196797_east,"52.54900402,13.50174036",,,,,,,,1967109.0,Alt-Hohenschönhausen,Lichtenberg,east,13055
Stadion Buschallee,tram,70,196798_east,"52.55667180,13.48698340",Q65504715,,,,,,,19671103.0,Weißensee,Pankow,east,13088
Kniprodeallee,tram,70,196799_east,"52.55328910,13.47953543",,,,,,,,1967581.0,Weißensee,Pankow,east,13088
Buschallee Ecke Klement-Gottwald-Allee,tram,70,1967100_east,"52.55375980,13.46919660",Q65546661,,,,,,,1967210.0,Weißensee,Pankow,east,13088
Lichtenbergerstr.,tram,70,1967101_east,"52.55203261,13.46568992",,,,,,,,1967666.0,Weißensee,Pankow,east,13088
Antonplatz,tram,70,1967102_east,"52.54848030,13.45174160",Q65548849,,,,,,,196766.0,Weißensee,Pankow,east,13088
Prenzlauer Promenade,tram,70,1967103_east,"52.55155537,13.43032253",,,,,,,,1967876.0,Prenzlauer Berg,Pankow,east,10409
Humannplatz,tram,70,1967104_east,"52.54936270,13.42136460",Q65962652,,,,,,,1967501.0,Prenzlauer Berg,Pankow,east,10439
U-Bhf. Dimitroffstr.,tram,70,1967105_east,"52.54019280,13.41139790",Q65088313,,,,,,,19671188.0,Prenzlauer Berg,Pankow,east,10435
Brunnenstr.,tram,70,1967106_east,"52.53245420,13.39742360",Q65691740,,,,,,,1967190.0,Mitte,Mitte,east,10115
Chausseestr.,tram,70,1967107_east,"52.53061984,13.38304279",,,,,,,,1967226.0,Mitte,Mitte,east,10115
Oranienburger Tor,tram,70,1967108_east,"52.52560310,13.38727450",Q65095375,,,,,,,1967807.0,Mitte,Mitte,east,10117
Bhf. Friedrichstr.,tram,70,1967109_east,"52.51928050,13.38841070",Q65095382,,,,,,,1967125.0,Mitte,Mitte,east,10117
Am Kupfergraben,tram,70,1967110_east,"52.51942080,13.39538390",Q65055027,,,,,,,196754.0,Mitte,Mitte,east,10117
Romain-Rolland-Str.,tram,71,1967111_east,"52.57255110,13.43710630",Q65096052,,,,,,,1967944.0,Heinersdorf,Pankow,east,13089
"Heinersdorf, Kirche",tram,71,1967112_east,"52.56869080,13.43890530",Q65096107,,,,,,,1967452.0,Heinersdorf,Pankow,east,13089
Prenzlauer Promenade,tram,71,1967113_east,"52.55155537,13.43032253",,,,,,,,1967876.0,Prenzlauer Berg,Pankow,east,10409
S-Bhf. Prenzlauerallee,tram,71,1967114_east,"52.54480750,13.42740800",Q65219791,,,,,,,1967996.0,Prenzlauer Berg,Pankow,east,10409
Prenzlauerallee,tram,71,1967115_east,"52.53965220,13.42447890",Q65222180,,,,,,,1967875.0,Prenzlauer Berg,Pankow,east,10405
Prenzlauer Tor,tram,71,1967116_east,"52.52709114,13.41580937",,,,,,,,1967879.0,Mitte,Mitte,east,10178
U-Bhf. Luxemburgplatz,tram,71,1967117_east,"52.52861050,13.41041230",Q65690179,,,,,,,19671207.0,Mitte,Mitte,east,10119
Hackescher Markt,tram,71,1967118_east,"52.52270059,13.40160586",Q65094590+nan,,,,,,,1967415.0,Mitte,Mitte,east,10178
Oranienburger Tor,tram,71,1967119_east,"52.52560310,13.38727450",Q65095375,,,,,,,1967807.0,Mitte,Mitte,east,10117
Bhf. Friedrichstr.,tram,71,1967120_east,"52.51928050,13.38841070",Q65095382,,,,,,,1967125.0,Mitte,Mitte,east,10117
Am Kupfergraben,tram,71,1967121_east,"52.51942080,13.39538390",Q65055027,,,,,,,196754.0,Mitte,Mitte,east,10117
"Weißensee, Pasedagplatz",tram,72,1967122_east,"52.55940270,13.46095940",Q65954665,,,,,,,19671295.0,Weißensee,Pankow,east,13086
Buschallee,tram,72,1967123_east,"52.55375980,13.46919660",Q65546661,,,,,,,1967208.0,Weißensee,Pankow,east,13088
Lichtenbergerstr.,tram,72,1967124_east,"52.55203261,13.46568992",,,,,,,,1967666.0,Weißensee,Pankow,east,13088
Antonplatz,tram,72,1967125_east,"52.54848030,13.45174160",Q65548849,,,,,,,196766.0,Weißensee,Pankow,east,13088
Prenzlauer Promenade,tram,72,1967126_east,"52.55155537,13.43032253",,,,,,,,1967876.0,Prenzlauer Berg,Pankow,east,10409
S-Bhf. Prenzlauerallee,tram,72,1967127_east,"52.54480750,13.42740800",Q65219791,,,,,,,1967996.0,Prenzlauer Berg,Pankow,east,10409
Prenzlauerallee,tram,72,1967128_east,"52.53965220,13.42447890",Q65222180,,,,,,,1967875.0,Prenzlauer Berg,Pankow,east,10405
Prenzlauer Tor,tram,72,1967129_east,"52.52709114,13.41580937",,,,,,,,1967879.0,Mitte,Mitte,east,10178
U-Bhf. Luxemburgplatz,tram,72,1967130_east,"52.52861050,13.41041230",Q65690179,,,,,,,19671207.0,Mitte,Mitte,east,10119
Hackescher Markt,tram,72,1967131_east,"52.52270059,13.40160586",Q65094590+nan,,,,,,,1967415.0,Mitte,Mitte,east,10178
"Weißensee, Bernkastelerstr.",tram,73,1967132_east,"52.55703368,13.46691548",,,,,,,,19671293.0,Weißensee,Pankow,east,13088
Buschallee,tram,73,1967133_east,"52.55375980,13.46919660",Q65546661,,,,,,,1967208.0,Weißensee,Pankow,east,13088
Antonplatz,tram,73,1967134_east,"52.54848030,13.45174160",Q65548849,,,,,,,196766.0,Weißensee,Pankow,east,13088
S-Bhf. Greifswalderstr.,tram,73,1967135_east,"52.54072340,13.43829040",Q65548932,,,,,,,1967975.0,Prenzlauer Berg,Pankow,east,10405
Greifswalderstr. Ecke Dimitroffstr.,tram,73,1967136_east,"52.53621776,13.43301750",,,,,,,,1967392.0,Prenzlauer Berg,Pankow,east,10405
Königstor,tram,73,1967137_east,"52.52821600,13.42386902",,,,,,,,1967631.0,Prenzlauer Berg,Pankow,east,10405
Prenzlauer Tor,tram,73,1967138_east,"52.52709114,13.41580937",,,,,,,,1967879.0,Mitte,Mitte,east,10178
U-Bhf. Luxemburgplatz,tram,73,1967139_east,"52.52861050,13.41041230",Q65690179,,,,,,,19671207.0,Mitte,Mitte,east,10119
Hackescher Markt,tram,73,1967140_east,"52.52270059,13.40160586",Q65094590+nan,,,,,,,1967415.0,Mitte,Mitte,east,10178
Friedrichstr.,tram,73,1967141_east,"52.52636081,13.38719556",,,,,,,,1967335.0,Mitte,Mitte,east,10117
"Wießensee, Pasedagplatz",tram,74,1967144_east,"52.55940270,13.46095940",,,,,,,,19671314.0,Weißensee,Pankow,east,13086
Buschallee,tram,74,1967145_east,"52.55375980,13.46919660",Q65546661,,,,,,,1967208.0,Weißensee,Pankow,east,13088
Antonplatz,tram,74,1967146_east,"52.54848030,13.45174160",Q65548849,,,,,,,196766.0,Weißensee,Pankow,east,13088
S-Bhf. Greifswalderstr.,tram,74,1967147_east,"52.54072340,13.43829040",Q65548932,,,,,,,1967975.0,Prenzlauer Berg,Pankow,east,10405
Greifswalderstr. Ecke Dimitroffstr.,tram,74,1967148_east,"52.53621776,13.43301750",,,,,,,,1967392.0,Prenzlauer Berg,Pankow,east,10405
Königstor,tram,74,1967149_east,"52.52821600,13.42386902",,,,,,,,1967631.0,Prenzlauer Berg,Pankow,east,10405
Mollstr. Ecke Hans-Beimler-Str.,tram,74,1967150_east,"52.52554730,13.42027550",Q65548984,,,,,,,1967751.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Leninplatz,tram,74,1967151_east,"52.52326580,13.43264570",Q65553105,,,,,,,1967656.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
U-Bhf. Strausbergerplatz,tram,74,1967152_east,"52.51808307,13.43293834",,,,,,,,19671225.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Am Ostbahnhof,tram,74,1967153_east,"52.50982239,13.43373167",,,,,,,,196756.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
S-Bhf. Jannowitzbrücke,tram,74,1967154_east,"52.51478600,13.41805624",,,,,,,,1967981.0,Mitte,Mitte,east,10179
U-Bhf. Märkisches Museum,tram,74,1967155_east,"52.51272428,13.41129061",,,,,,,,19671210.0,Mitte,Mitte,east,10179
Spittelmarkt,tram,74,1967156_east,"52.51124332,13.40494540",,,,,,,,19671099.0,Mitte,Mitte,east,10179
Dönhoffplatz,tram,74,1967157_east,"52.50995057,13.39814408",,,,,,,,1967265.0,Mitte,Mitte,east,10117
Friedrichstr. Ecke Leipzigerstr.,tram,74,1967158_east,"52.51036024,13.38989951",,,,,,,,1967336.0,Mitte,Mitte,east,10117
Leipzigerstr. Ecke Otto-Grotewohl-Str.,tram,74,1967159_east,"52.51001825,13.38415994",,,,,,,,1967652.0,Mitte,Mitte,east,10117
"Mahlsdorf-Süd, Hubertus",tram,82,1967160_east,"52.47416630,13.59914430",Q66368466,,,,,,,1967712.0,Köpenick,Treptow-Köpenick,east,12555
Uhlenhorst,tram,82,1967161_east,"52.46827685,13.58675426",,,,,,,,19671239.0,Köpenick,Treptow-Köpenick,east,12555
S-Bhf. Köpenick,tram,82,1967162_east,"52.45821530,13.57904350",Q66370784,,,,,,,1967985.0,Köpenick,Treptow-Köpenick,east,12555
Hegelschule,tram,82,1967163_east,"52.45050940,13.57268400",,,,,,,,1967444.0,Köpenick,Treptow-Köpenick,east,12555
Pionierpark,tram,82,1967164_east,"52.46662289,13.52125769",,,,,,,,1967860.0,Oberschöneweide,Treptow-Köpenick,east,12459
Rathenaustr.,tram,82,1967165_east,"52.46177005,13.53242891",,,,,,,,1967913.0,Oberschöneweide,Treptow-Köpenick,east,12459
Wilhelminenhofstr. Ecke Edisonstr.,tram,82,1967166_east,"52.46194960,13.51390490",Q65951882,,,,,,,19671318.0,Oberschöneweide,Treptow-Köpenick,east,12459
Heinrich-Duncker-Str. Ecke Ehrlichstr.,tram,82,1967167_east,"52.47895660,13.52343160",Q65951921,,,,,,,1967453.0,Karlshorst,Lichtenberg,east,10318
Hönower Wiesenweg,tram,82,1967168_east,"52.48427629,13.50582097",,,,,,,,1967508.0,Karlshorst,Lichtenberg,east,10317
Kraftwerk Klingenberg,tram,82,1967169_east,"52.48813740,13.49586850",Q66079524,,,,,,,1967594.0,Rummelsburg,Lichtenberg,east,10317
Karlshorsterstr.,tram,82,1967170_east,"52.50200675,13.47538239",,,,,,,,1967554.0,Rummelsburg,Lichtenberg,east,10317
S-Bhf. Ostkreuz,tram,82,1967171_east,"52.50243022,13.46902005",,,,,,,,1967992.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Stralauerallee Ecke Markgrafendamm,tram,82,1967172_east,"52.49740745,13.46463651",,,,,,,,19671117.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Warschauerstr.,tram,82,1967173_east,"52.50502000,13.44863000",Q63490275,,,,,,,19671278.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Ostbahnhof,tram,82,1967174_east,"52.50910764,13.43550619",,,,,,,,1967823.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
U-Bhf. Strausburgerplatz,tram,82,1967175_east,"52.51804588,13.43175979",,,,,,,,19671226.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Leninplatz,tram,82,1967176_east,"52.52326580,13.43264570",Q65553105,,,,,,,1967656.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Hans-Beimler-Str.,tram,82,1967177_east,"52.52554730,13.42027550",Q65548984,,,,,,,1967425.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
U-Bhf. Luxemburgplatz,tram,82,1967178_east,"52.52861050,13.41041230",Q65690179,,,,,,,19671207.0,Mitte,Mitte,east,10119
Rosenthalerplatz,tram,82,1967179_east,"52.53017690,13.40161210",Q65093945,,,,,,,1967949.0,Mitte,Mitte,east,10119
Veteranenstr. Ecke Invalidenstr.,tram,82,1967180_east,"52.53267133,13.39888650",,,,,,,,19671251.0,Mitte,Mitte,east,10119
Chausseestr.,tram,82,1967181_east,"52.53061984,13.38304279",,,,,,,,1967226.0,Mitte,Mitte,east,10115
Walter-Ulbricht-Stadion,tram,82,1967182_east,"52.53596333,13.37632165",,,,,,,,19671267.0,Mitte,Mitte,east,10115
Kinderheim,autobus,82P,1967183_east,"52.48981531,13.48140423",,,,,,,,1967568.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Friedrich-Junge-Str.,autobus,82P,1967184_east,"52.49382897,13.47157287",,,,,,,,1967327.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Markgrafendamm,autobus,82P,1967185_east,"52.49919969,13.46574229",,,,,,,,1967731.0,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
VEB Schiffswerft,tram,83,1967187_east,"52.42547978,13.58622004",,,,,,,,19671247.0,Köpenick,Treptow-Köpenick,east,12557
RFT-Werk,tram,83,1967188_east,"52.43633349,13.58242861",,,,,,,,1967895.0,Köpenick,Treptow-Köpenick,east,12557
Strab. Bhf. Köpenick,tram,83,1967189_east,"52.43991340,13.58178240",Q66370900,,,,,,,19671115.0,Köpenick,Treptow-Köpenick,east,12557
Lindenstr. Ecke Bahnhofstr.,tram,83,1967190_east,"52.45050940,13.57268400",Q66095701,,,,,,,1967680.0,Köpenick,Treptow-Köpenick,east,12555
S-Bhf. Köpenick,tram,83,1967191_east,"52.45821530,13.57904350",Q66370784,,,,,,,1967985.0,Köpenick,Treptow-Köpenick,east,12555
