line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19671_east,1967,3,tram,Revalerstr.<> Björnsonstr.,42,,east,15.0,,195
19672_east,1967,4,tram,Markusstr.<> Eberswalderstr. Ecke Oderbergerstr.,36,,east,8.0,,195
19673_east,1967,13,tram,Hönower Wiesenweg Ecke Blockdammweg<> Oderbergerstr. Ecke Eberswalderstr.,42,,east,8.0,,195
19674_east,1967,22,tram,"Rosenthal, Hauptstr.<> U-Bhf. Dimitroffstr.",29,,east,12.0,,195
19675_east,1967,46,tram,Nordend<> Am Kupfergraben,44,,east,10.0,,195
19676_east,1967,49,tram,"Buchholz, Hauptstr.<> Hackescher Markt",39,,east,11.0,,195
19677_east,1967,63,tram,"Hohenschönhausen, Gartenstadt<> Walter-Ulbricht-Stadion, Pflugstr.",49,,east,20.0,,195
19678_east,1967,64,tram,"Hohenschönhausen, Falkenbergerstr.<> Dönhoffplatz",41,,east,20.0,,195
19679_east,1967,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Am Kupfergraben",49,,east,10.0,,195
196710_east,1967,71,tram,Romain-Rolland-Str.<> Am Kupfergraben,40,,east,10.0,,195
196711_east,1967,72,tram,"Weißensee, Pasedagplatz<> Hackescher Markt",34,,east,10.0,,195
196712_east,1967,73,tram,"Weißensee, Bernkastelerstr.<> Walter-Ulbricht-Stadion u ber Greifswalderstr.",38,,east,12.0,,195
196713_east,1967,74,tram,"Wießensee, Pasedagplatz<> Leipzigerstr. Ecke Otto-Grotewohl-Str.",47,,east,8.0,,195
196714_east,1967,82,tram,"Mahlsdorf-Süd, Hubertus<> Walter-Ulbricht-Stadion",89,,east,20.0,,195
196715_east,1967,82P,autobus,Kinderheim<> Markgrafendamm,5,,east,20.0,,0
196716_east,1967,83,tram,Wendenschloß Ecke Eckhofstr.<> S-Bhf. Mahlsdorf,49,,east,20.0,,195
196717_east,1967,83E,tram,S-Bhf. Köpenick<> Wendenschloß,21,,east,0.0,,195
196718_east,1967,84,tram,"Am Falkenberg<> Friedrichshagen, Wasserwerk",57,,east,10.0,,195
196719_east,1967,85,tram,"Wendenschloß<> Johannisthal, Haeckelstr.",42,,east,20.0,,195
196720_east,1967,86,tram,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",51,,east,20.0,,195
196721_east,1967,87,tram,Rahnsdorf<> Wiener Brücke,70,,east,20.0,,195
196722_east,1967,92,tram,"Oberspree, Bruno-Bürgel-Weg<> Sonnenallee Ecke Baumschulenstr.",18,,east,15.0,,195
196723_east,1967,95,tram,Krankenhaus Köpenick<> Wiener Brücke,48,,east,20.0,,195
196724_east,1967,A16,autobus,Arkonaplatz<> Liebknechstr. vor Littenstr.,9,,east,12.0,,0
196725_east,1967,A18,autobus,Adalbertstr.<> Robert-Koch-Platz,20,,east,6.0,,0
196726_east,1967,A22,autobus,"Hessenwinkel, Lutherstr.<> Fichtenau, Post",32,,east,20.0,,0
196727_east,1967,A23,autobus,"Falkenhöhe<> Altglienicke, Kirche",20,,east,20.0,,0
196728_east,1967,A26,autobus,VEB Bautransporte<> Bhf. Schöneweide,5,,east,7.0,,0
