stop_order,stop_id,line_id
0,19640_east,19641_east
1,19641_east,19641_east
2,19642_east,19641_east
3,19643_east,19641_east
4,19644_east,19641_east
5,19645_east,19641_east
6,19646_east,19641_east
7,19647_east,19641_east
0,19648_east,19642_east
1,19649_east,19642_east
2,196410_east,19642_east
0,196411_east,19643_east
1,196412_east,19643_east
2,196413_east,19643_east
3,196414_east,19643_east
4,196415_east,19643_east
5,196416_east,19643_east
6,196417_east,19643_east
7,196418_east,19643_east
8,196419_east,19643_east
9,196420_east,19643_east
10,196421_east,19643_east
11,196422_east,19643_east
0,196423_east,19644_east
1,196424_east,19644_east
2,196425_east,19644_east
3,196426_east,19644_east
4,196427_east,19644_east
5,196428_east,19644_east
6,196429_east,19644_east
7,196430_east,19644_east
8,196431_east,19644_east
9,196432_east,19644_east
0,196433_east,19645_east
1,196434_east,19645_east
2,196435_east,19645_east
3,196436_east,19645_east
4,196437_east,19645_east
5,196438_east,19645_east
6,196439_east,19645_east
7,196440_east,19645_east
0,196441_east,19646_east
1,196442_east,19646_east
2,196443_east,19646_east
3,196444_east,19646_east
4,196445_east,19646_east
5,196446_east,19646_east
6,196447_east,19646_east
7,196448_east,19646_east
8,196449_east,19646_east
9,196450_east,19646_east
10,196451_east,19646_east
11,196452_east,19646_east
0,196453_east,19647_east
1,196454_east,19647_east
2,196455_east,19647_east
3,196456_east,19647_east
4,196457_east,19647_east
5,196458_east,19647_east
6,196459_east,19647_east
7,196460_east,19647_east
8,196461_east,19647_east
9,196462_east,19647_east
10,196463_east,19647_east
0,196464_east,19648_east
1,196465_east,19648_east
2,196466_east,19648_east
3,196467_east,19648_east
4,196468_east,19648_east
5,196469_east,19648_east
6,196470_east,19648_east
7,196471_east,19648_east
8,196472_east,19648_east
9,196473_east,19648_east
10,196474_east,19648_east
11,196475_east,19648_east
12,196476_east,19648_east
0,196477_east,19649_east
1,196478_east,19649_east
0,196479_east,196410_east
1,196480_east,196410_east
2,196481_east,196410_east
3,196482_east,196410_east
4,196483_east,196410_east
5,196484_east,196410_east
6,196485_east,196410_east
7,196486_east,196410_east
8,196487_east,196410_east
9,196488_east,196410_east
10,196489_east,196410_east
11,196490_east,196410_east
0,196491_east,196411_east
1,196492_east,196411_east
2,196493_east,196411_east
3,196494_east,196411_east
4,196495_east,196411_east
5,196496_east,196411_east
6,196497_east,196411_east
7,196498_east,196411_east
8,196499_east,196411_east
9,1964100_east,196411_east
0,1964101_east,196412_east
1,1964102_east,196412_east
2,1964103_east,196412_east
3,1964104_east,196412_east
4,1964105_east,196412_east
5,1964106_east,196412_east
6,1964107_east,196412_east
7,1964108_east,196412_east
8,1964109_east,196412_east
9,1964110_east,196412_east
10,1964111_east,196412_east
0,1964112_east,196413_east
1,1964113_east,196413_east
2,1964114_east,196413_east
3,1964115_east,196413_east
4,1964116_east,196413_east
5,1964117_east,196413_east
6,1964118_east,196413_east
