,stop_name,line_count,type,in_lines
0,Revalerstrasse,2,strassenbahn,"['4', '3']"
1,Warschauer Strasse,3,strassenbahn,"['82', '3']"
2,Warschauer Strasse,3,bus,['O30']
3,Holteistrasse Ecke Boxhagenerstrasse,2,strassenbahn,"['13', '3']"
4,Bhf. Frankfurter Allee,1,strassenbahn,['3']
5,Roederplatz,4,strassenbahn,"['69', '69E', '3']"
6,Roederplatz,4,bus,['O30']
7,Hohenschönhauser Strasse,1,strassenbahn,['3']
8,ichtenberger Strasse,1,strassenbahn,['3']
9,Antonplatz,5,strassenbahn,"['72', '70', '73', '74', '3']"
10,Prenzlauer Promenade,4,strassenbahn,"['71', '70', '72', '3']"
11,Schönhauser Allee,6,strassenbahn,['3']
12,Schönhauser Allee,6,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']"
13,Schönhauser Allee,6,u-bahn,['A']
14,Björnsonstrasse,1,strassenbahn,['3']
15,Markusstrasse,1,strassenbahn,['4']
16,Ostbahnhof,9,strassenbahn,"['82', '4']"
17,Ostbahnhof,9,s-bahn,"['KBS 104', 'KBS 103', 'KBS 102', 'KBS 103a', 'KBS 101']"
18,Ostbahnhof,9,bus,"['O30', 'O40']"
19,Mühlenstrasse,1,strassenbahn,['4']
20,Revalerstrasse,2,strassenbahn,"['4', '3']"
21,Grünberger Strasse,1,strassenbahn,['4']
22,Frankfurter Tor,3,strassenbahn,"['13', '4']"
23,Frankfurter Tor,3,u-bahn,['E']
24,Bersarinplatz,2,strassenbahn,"['13', '4']"
25,Leninallee,6,strassenbahn,"['13', '4']"
26,Leninallee,6,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']"
27,Kniprodestrasse,3,strassenbahn,"['13', '4', '69E']"
28,Greifswalder Strasse,3,strassenbahn,"['13', '4']"
29,Greifswalder Strasse,3,bus,['A44']
30,Prenzlauer Allee,6,strassenbahn,"['13', '4']"
31,Prenzlauer Allee,6,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']"
32,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
33,Eberswalderstrasse Ecke Oderberger Strasse,1,strassenbahn,['4']
34,Hönower Wiesenweg Ecke Blockdammweg,1,strassenbahn,['13']
35,Kraftwerk Klingenberg,2,strassenbahn,"['82', '13']"
36,S-Bhf. Rummelsburg,2,strassenbahn,['13']
37,S-Bhf. Rummelsburg,2,bus,['O30']
38,Holteistrasse Ecke Boxhagenerstrasse,2,strassenbahn,"['13', '3']"
39,Frankfurter Tor,3,strassenbahn,"['13', '4']"
40,Frankfurter Tor,3,u-bahn,['E']
41,Bersarinplatz,2,strassenbahn,"['13', '4']"
42,Leninallee,6,strassenbahn,"['13', '4']"
43,Leninallee,6,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']"
44,Kniprodestrasse,3,strassenbahn,"['13', '4', '69E']"
45,Greifswalder Strasse,3,strassenbahn,"['13', '4']"
46,Greifswalder Strasse,3,bus,['A44']
47,Prenzlauer Allee,6,strassenbahn,"['13', '4']"
48,Prenzlauer Allee,6,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']"
49,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
50,Oderberger Strasse Ecke Eberswalderstrasse,1,strassenbahn,['13']
51,"Rosenthal, Hauptstrasse",1,strassenbahn,['22']
52,Nordendstrasse,1,strassenbahn,['22']
53,Kurt-Fischer-Platz,5,strassenbahn,"['22', '46']"
54,Kurt-Fischer-Platz,5,bus,"['A7', 'A50', 'A7E']"
55,"Pankow, Rathaus",4,strassenbahn,['22']
56,"Pankow, Rathaus",4,bus,"['A7', 'A50', 'A7E']"
57,"Pankow, Kirche",5,strassenbahn,"['49', '22', '46']"
58,"Pankow, Kirche",5,bus,"['A58', 'A45']"
59,U-Bhf. Vinetastrasse,4,strassenbahn,"['22', '46']"
60,U-Bhf. Vinetastrasse,4,bus,"['A7', 'A7E']"
61,Bornholmerstrasse,1,strassenbahn,['22']
62,S-Bhf. Schönhauser Allee,3,strassenbahn,"['49', '22', '46']"
63,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
64,Nordend,3,strassenbahn,['46']
65,Nordend,3,bus,"['A7', 'A7E']"
66,Ossietzkyplatz,2,strassenbahn,['46']
67,Ossietzkyplatz,2,bus,['A50']
68,Kurt-Fischer-Platz,5,strassenbahn,"['22', '46']"
69,Kurt-Fischer-Platz,5,bus,"['A7', 'A50', 'A7E']"
70,"Pankow, Kirche",5,strassenbahn,"['49', '22', '46']"
71,"Pankow, Kirche",5,bus,"['A58', 'A45']"
72,U-Bhf. Vinetastrasse,4,strassenbahn,"['22', '46']"
73,U-Bhf. Vinetastrasse,4,bus,"['A7', 'A7E']"
74,Bornhomerstrasse,1,strassenbahn,['46']
75,S-Bhf. Schönhauser Allee,3,strassenbahn,"['49', '22', '46']"
76,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
77,Brunnenstrasse,2,strassenbahn,"['46', '70']"
78,Oranienburger Tor,6,strassenbahn,"['71', '69', '46', '70']"
79,Oranienburger Tor,6,bus,"['A57', 'O40']"
80,Bhf. Friedrichstrasse,6,strassenbahn,"['71', '46', '70']"
81,Bhf. Friedrichstrasse,6,bus,"['A18', 'A57', 'A59']"
82,Am Kupfergraben,3,strassenbahn,"['71', '46', '70']"
83,"Buchholz, Hauptstrasse",1,strassenbahn,['49']
84,Industriebahn,2,strassenbahn,['49']
85,Industriebahn,2,bus,['A7']
86,Galenusstrasse,1,strassenbahn,['49']
87,S-Bhf. Pankow-Heinersdorf,1,strassenbahn,['49']
88,Klaustalerstrasse Ecke Damerowstrasse,1,strassenbahn,['49']
89,"Pankow, Kirche",5,strassenbahn,"['49', '22', '46']"
90,"Pankow, Kirche",5,bus,"['A58', 'A45']"
91,S-Bhf. Vinetastrasse,1,strassenbahn,['49']
92,Bornholmer Strasse,1,strassenbahn,['49']
93,S-Bhf. Schönhauser Allee,3,strassenbahn,"['49', '22', '46']"
94,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
95,Rosenthaler Platz,5,strassenbahn,"['82', '49']"
96,Rosenthaler Platz,5,bus,"['O30', 'A16', 'O40']"
97,Hackescher Markt,6,strassenbahn,"['63', '72', '73', '49', '69', '71']"
98,"Hohenschönhausen, Gartenstadt",1,strassenbahn,['63']
99,Falkenbergerstrasse Ecke Wartenberger Strasse,1,strassenbahn,['63']
100,Degnerstrasse,2,strassenbahn,"['63', '64']"
101,Weißenseer Weg,3,strassenbahn,"['63', '64']"
102,Weißenseer Weg,3,bus,['O37']
103,Steuerhaus,4,strassenbahn,"['63', '69', '69E', '64']"
104,S-Bhf. Leninallee,3,strassenbahn,"['63', '64']"
105,S-Bhf. Leninallee,3,bus,['O37']
106,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
107,Leninplatz,6,strassenbahn,"['63', '64', '82', '69', '74']"
108,Leninplatz,6,bus,['O40']
109,Hans-Beimler-Strasse,2,strassenbahn,"['63', '82']"
110,U-Bhf. Luxemburgplatz,8,strassenbahn,"['63', '72', '73', '82', '71']"
111,U-Bhf. Luxemburgplatz,8,bus,"['A57', 'A9', 'O30']"
112,Hackescher Markt,6,strassenbahn,"['63', '72', '73', '49', '69', '71']"
113,Friedrichstrasse Ecke Oranienburgerstrasse,1,strassenbahn,['63']
114,Invalidenstrasse Ecke Chausseestrasse,1,strassenbahn,['63']
115,"Walter-Ulbricht-Stadion, Pflugstrasse",1,strassenbahn,['63']
116,"Hohenschönhausen, Falkenberger Strasse",3,strassenbahn,"['70', '64']"
117,"Hohenschönhausen, Falkenberger Strasse",3,bus,['A39']
118,Degnerstrasse,2,strassenbahn,"['63', '64']"
119,Weißenseer Weg,3,strassenbahn,"['63', '64']"
120,Weißenseer Weg,3,bus,['O37']
121,Steuerhaus,4,strassenbahn,"['63', '69', '69E', '64']"
122,S-Bhf. Leninallee,3,strassenbahn,"['63', '64']"
123,S-Bhf. Leninallee,3,bus,['O37']
124,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
125,Leninplatz,6,strassenbahn,"['63', '64', '82', '69', '74']"
126,Leninplatz,6,bus,['O40']
127,U-Bhf. Strausberger Platz,2,strassenbahn,"['74', '64']"
128,Am Ostbahnhof,2,strassenbahn,"['74', '64']"
129,S-Bhf. Jannowitzbrücke,3,strassenbahn,"['74', '64']"
130,S-Bhf. Jannowitzbrücke,3,bus,['A18']
131,U-Bhf. Märkisches Museum,2,strassenbahn,"['74', '64']"
132,Spittelmarkt,3,strassenbahn,"['74', '64']"
133,Spittelmarkt,3,u-bahn,['A']
134,Dönhoffplatz,2,strassenbahn,"['74', '64']"
135,"Hohenschönhausen, Falkenberger Strasse",3,strassenbahn,"['70', '64']"
136,"Hohenschönhausen, Falkenberger Strasse",3,bus,['A39']
137,Berliner Strasse Ecke Suermondtstrasse,1,strassenbahn,['70']
138,Stadion Buschallee,1,strassenbahn,['70']
139,Kniprodeallee,1,strassenbahn,['70']
140,Buschallee Ecke Klement-Gottwald-Allee,2,strassenbahn,['70']
141,Buschallee Ecke Klement-Gottwald-Allee,2,bus,['A46']
142,Lichtenberger Strasse,2,strassenbahn,"['72', '70']"
143,Antonplatz,5,strassenbahn,"['72', '70', '73', '74', '3']"
144,Prenzlauer Promenade,4,strassenbahn,"['71', '70', '72', '3']"
145,Humannplatz,1,strassenbahn,['70']
146,U-Bhf. Dimitroffstrasse,6,strassenbahn,"['22', '13', '46', '70', '4', '49']"
147,Brunnenstrasse,2,strassenbahn,"['46', '70']"
148,Chausseestrasse,2,strassenbahn,"['82', '70']"
149,Oranienburger Tor,6,strassenbahn,"['71', '69', '46', '70']"
150,Oranienburger Tor,6,bus,"['A57', 'O40']"
151,Bhf. Friedrichstrasse,6,strassenbahn,"['71', '46', '70']"
152,Bhf. Friedrichstrasse,6,bus,"['A18', 'A57', 'A59']"
153,Am Kupfergraben,3,strassenbahn,"['71', '46', '70']"
154,Romain-Rolland-Strasse,1,strassenbahn,['71']
155,"Heinersdorf, Kirche",2,strassenbahn,['71']
156,"Heinersdorf, Kirche",2,bus,['A42']
157,Prenzlauer Promenade,4,strassenbahn,"['71', '70', '72', '3']"
158,S-Bhf. Prenzlauer Allee,2,strassenbahn,"['71', '72']"
159,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
160,Prenzlauer Tor,3,strassenbahn,"['71', '72', '73']"
161,U-Bhf. Luxemburgplatz,8,strassenbahn,"['63', '72', '73', '82', '71']"
162,U-Bhf. Luxemburgplatz,8,bus,"['A57', 'A9', 'O30']"
163,Hackescher Markt,6,strassenbahn,"['63', '72', '73', '49', '69', '71']"
164,Oranienburger Tor,6,strassenbahn,"['71', '69', '46', '70']"
165,Oranienburger Tor,6,bus,"['A57', 'O40']"
166,Bhf. Friedrichstrasse,6,strassenbahn,"['71', '46', '70']"
167,Bhf. Friedrichstrasse,6,bus,"['A18', 'A57', 'A59']"
168,Am Kupfergraben,3,strassenbahn,"['71', '46', '70']"
169,"Weißensee, Pasedagplatz",1,strassenbahn,['72']
170,Buschallee,3,strassenbahn,"['72', '74', '73']"
171,Lichtenberger Strasse,2,strassenbahn,"['72', '70']"
172,Antonplatz,5,strassenbahn,"['72', '70', '73', '74', '3']"
173,Prenzlauer Promenade,4,strassenbahn,"['71', '70', '72', '3']"
174,S-Bhf. Prenzlauer Allee,2,strassenbahn,"['71', '72']"
175,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
176,Prenzlauer Tor,3,strassenbahn,"['71', '72', '73']"
177,U-Bhf. Luxemburgplatz,8,strassenbahn,"['63', '72', '73', '82', '71']"
178,U-Bhf. Luxemburgplatz,8,bus,"['A57', 'A9', 'O30']"
179,Hackescher Markt,6,strassenbahn,"['63', '72', '73', '49', '69', '71']"
180,"Weißensee, Bernkastelerstrasse",1,strassenbahn,['73']
181,Buschallee,3,strassenbahn,"['72', '74', '73']"
182,Antonplatz,5,strassenbahn,"['72', '70', '73', '74', '3']"
183,S-Bhf. Greifswalderstrasse,1,strassenbahn,['73']
184,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
185,Königstor,6,strassenbahn,"['74', '73']"
186,Königstor,6,bus,"['A57', 'A9', 'O30', 'O40']"
187,Prenzlauer Tor,3,strassenbahn,"['71', '72', '73']"
188,U-Bhf. Luxemburgplatz,8,strassenbahn,"['63', '72', '73', '82', '71']"
189,U-Bhf. Luxemburgplatz,8,bus,"['A57', 'A9', 'O30']"
190,Hackescher Markt,6,strassenbahn,"['63', '72', '73', '49', '69', '71']"
191,Friedrichstrasse,1,strassenbahn,['73']
192,Invalidenstrasse,2,strassenbahn,['73']
193,Invalidenstrasse,2,bus,['A59']
194,Walter-Ulbricht-Stadion über Greifswalderstrasse,1,strassenbahn,['73']
195,"Wießensee, Pasedagplatz",1,strassenbahn,['74']
196,Buschallee,3,strassenbahn,"['72', '74', '73']"
197,Antonplatz,5,strassenbahn,"['72', '70', '73', '74', '3']"
198,S-Bhf. Greifswalder Strasse,1,strassenbahn,['74']
199,Dimitroffstrasse,8,strassenbahn,"['63', '72', '73', '64', '69', '71', '69E', '74']"
200,Königstor,6,strassenbahn,"['74', '73']"
201,Königstor,6,bus,"['A57', 'A9', 'O30', 'O40']"
202,Mollstrasse Ecke Hans-Beimler-Strasse,1,strassenbahn,['74']
203,Leninplatz,6,strassenbahn,"['63', '64', '82', '69', '74']"
204,Leninplatz,6,bus,['O40']
205,U-Bhf. Strausberger Platz,2,strassenbahn,"['74', '64']"
206,Am Ostbahnhof,2,strassenbahn,"['74', '64']"
207,S-Bhf. Jannowitzbrücke,3,strassenbahn,"['74', '64']"
208,S-Bhf. Jannowitzbrücke,3,bus,['A18']
209,U-Bhf. Märkisches Museum,2,strassenbahn,"['74', '64']"
210,Spittelmarkt,3,strassenbahn,"['74', '64']"
211,Spittelmarkt,3,u-bahn,['A']
212,Dönhoffplatz,2,strassenbahn,"['74', '64']"
213,Friedrichstrasse Ecke Leipzigerstrasse,1,strassenbahn,['74']
214,Leipziger Strasse Ecke Otto-Grotewohl-Strasse,1,strassenbahn,['74']
215,"Mahlsdorf-Süd, Hubertus",2,strassenbahn,"['82', '86']"
216,Uhlenhorst,3,strassenbahn,"['82', '86', '83']"
217,S-Bhf. Köpenick,5,strassenbahn,"['82', '86', '83', '83E']"
218,S-Bhf. Köpenick,5,bus,['A27']
219,Hegelschule,1,strassenbahn,['82']
220,Pionierpark,4,strassenbahn,"['82', '95', '87', '85']"
221,Rathenaustrasse,3,strassenbahn,"['82', '95', '87']"
222,Wilhelminenhofstrasse Ecke Edisonstrasse,2,strassenbahn,"['82', '87']"
223,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,1,strassenbahn,['82']
224,Hönower Wiesenweg,1,strassenbahn,['82']
225,Kraftwerk Klingenberg,2,strassenbahn,"['82', '13']"
226,Karlshorsterstrasse,1,strassenbahn,['82']
227,S-Bhf. Ostkreuz,1,strassenbahn,['82']
228,Stralauer Allee Ecke Markgrafendamm,1,strassenbahn,['82']
229,Warschauer Strasse,3,strassenbahn,"['82', '3']"
230,Warschauer Strasse,3,bus,['O30']
231,Ostbahnhof,9,strassenbahn,"['82', '4']"
232,Ostbahnhof,9,s-bahn,"['KBS 104', 'KBS 103', 'KBS 102', 'KBS 103a', 'KBS 101']"
233,Ostbahnhof,9,bus,"['O30', 'O40']"
234,U-Bhf. Strausburger Platz,1,strassenbahn,['82']
235,Leninplatz,6,strassenbahn,"['63', '64', '82', '69', '74']"
236,Leninplatz,6,bus,['O40']
237,Hans-Beimler-Strasse,2,strassenbahn,"['63', '82']"
238,U-Bhf. Luxemburgplatz,8,strassenbahn,"['63', '72', '73', '82', '71']"
239,U-Bhf. Luxemburgplatz,8,bus,"['A57', 'A9', 'O30']"
240,Rosenthaler Platz,5,strassenbahn,"['82', '49']"
241,Rosenthaler Platz,5,bus,"['O30', 'A16', 'O40']"
242,Veteranenstrasse Ecke Invalidenstrasse,1,strassenbahn,['82']
243,Chausseestrasse,2,strassenbahn,"['82', '70']"
244,Walter-Ulbricht-Stadion,2,strassenbahn,"['82', '69']"
245,Kinderheim,1,bus,['82P']
246,Friedrich-Junge-Strasse,1,bus,['82P']
247,Markgrafendamm,1,bus,['82P']
248,Wendenschloß Ecke Ekhofstrasse,1,strassenbahn,['83']
249,VEB Schiffswerft,3,strassenbahn,"['83', '83E', '85']"
250,RFT-Werk,3,strassenbahn,"['83', '83E', '85']"
251,Strab. Bhf. Köpenick,3,strassenbahn,"['83', '83E', '85']"
252,Lindenstrasse Ecke Bahnhofstrasse,3,strassenbahn,"['86', '83', '83E']"
253,S-Bhf. Köpenick,5,strassenbahn,"['82', '86', '83', '83E']"
254,S-Bhf. Köpenick,5,bus,['A27']
