line_name,Stops,Frequency,Length (time),type,east-west,year
A51,Bhf. Wannsee - Königstrasse/Kronprinzessinnenweg - Am Grossen Wannsee - Koblanckstrasse - Colomierstrasse - Krankenhaus Wannsee - Zum Heckeshorn - Krankenhaus Heckeshorn,29,10,bus,West,1967
A52,"Marienfelde, Stadtrandsiedlung - Alt-Marienfelde Ecke Marienfelderallee - Kettinger Strasse Ecke Alt-Marienfelde - Lichtenrader Damm Ecke Buckower Chaussee - Bühler Weg Ecke Marienfelder Chaussee - Buckower Friedhof - Buckower Damm Ecke Alt-Buchow - Tischlerzeile Ecke Wildmeisterdamm - Imbuschweg Ecke Johannisthaler Chaussee - Rudower Strasse Ecke Johannisthaler Chaussee - Efeuweg Ecke Rudowerstrasse - Strasse 484 Ecke Neuköllnerstrasse - Köpenicker Strasse - Friedhof Rudow - Mimosenweg - Stubenrauchstrasse Ecke Kanalstrasse",15,46,bus,West,1967
A53,"Nikolassee, Alemannenstrasse - Krottnaurerstrasse Ecke Alemannenstrasse - Waldemarplatz - Argentinische Allee Ecke Fischerhüttenstrasse - U-Bhf. Krumme Lanke - Teltower Damm Ecke Berlinerstrasse - Rathaus Zehlendorf - Knesebeckstrasse Ecke Seehofstrasse - Dahlemer Weg Ecke Seehofstrasse - 4. Ring - Luzerner Strasse - Thuner Platz - Wiesenbaude - Ostpreußendamm Ecke Königsbergerstrasse - Oberhofer Platz",20,40,bus,West,1967
A54,"Zoo, Hardenbergplatz - Ernst-Reuter-Platz - Cauerstrasse Ecke Otto-Suhr-Allee - Richard-Wagner-Platz - Luisenplatz - Fürstenbrücker Weg Ecke Spandauer Damm - Schloß Ruhwald - U-Bhf. Ruhleben - Teltowerstrasse Ecke Ruhlebenerstrasse - Rathaus Spandau - Spandau, Markt - Wröhmännerpark - Lynastrasse Ecke Schönwalderstrasse - Hohenzollernring Ecke Schönwalderstrasse - Johannesstift",10,43,bus,West,1967
A54,Ostseestrasse vor Prenzlauer Promenade - Storkowerstrasse Ecke Greifswalderstrasse - Stedinger Weg - Funk- und Fernmeldeanlage - S-Bhf. Lenninallee - Dimitroffstrasse vor Cotheniusstrasse,10,14,bus,Ost,1967
A55,"Zoo, Hardenbergplatz - Ernst-Reuter-Platz - Cauerstrasse Ecke Otto-Suhr-Allee - Richard-Wagner-Platz - Luisenplatz - Osnabrückerstrasse Ecke Tauroggenerstrasse - Landgericht - Jakob-Kaiser-Platz - Quellweg Ecke Nonnendamm Allee - Paulsternstrasse Ecke Gartenfelderstrasse - Zitadellenweg Ecke Am Juliusturm - Carl-Schurz-Strasse Ecke Am Juliusturm - Wröhmannerpark - Hohenzollernring Ecke Neundorfer Allee - Hakenfelde",15,48,bus,West,1967
A56,"U-Bhf. Ruhleben - Stresowplatz - Spandau, Markt - Wröhmännerpark - Hohenzollernring Ecke Neundorfer Allee - Hakenfelde",20,24,bus,West,1967
A56,"Weißensee, Nüßlerstrasse - Gehringstrasse Ecke Gustav-Adolf-Strasse - Rennbahnstrasse Ecke Gustav-Adolf-Strasse - Wigandstalerstrasse Ecke Gustav-Adolf-Strasse - Hamburger Platz - Gustav-Adolf-Strasse (Spitze) - Kanzowstrasse",7.5,12,bus,Ost,1967
A57,Kniprodestrasse Ecke Ermländische Strasse - Königstor - U-Bhf. Luxemburgplatz - Deutsche Staatsoper - Bhf. Friedrichstrasse - Oranienburger Tor - Platz vor dem Neuen Tor - Scharnhorststrasse Ecke Kielerstrasse,6,25,bus,Ost,1967
A58,"Fontanestrasse - Edelweißstrasse - Ehrenmal - Heinrich-Mann-Platz - Pankow, Kirche - S-Bhf. Pankow -  U-Bhf. Pankow (Vinetastrasse)",15,18,bus,Ost,1967
A59,Walther-Ulbricht-Stadion - Invalidenstrasse - Bhf. Friedrichstrasse - Französische Strasse - U-Bhf. Stadtmitte - U-Bhf. Thälmannplatz,7.5,13,bus,Ost,1967
A6,Bhf. Wannsee - Königstrasse - Pfaueninselchaussee Ecke Königstrasse - Rathaus Wannsee - Friedenstrasse - Schäferberg - Nikolskoer Weg - Glienicker Brücke,30,13,bus,West,1967
A60,"Roseneck, Hundekehl - Warnemünder/Berkaer Strasse - Zappoter/Oeynhauser Strasse - U-Bhf. Heidelberger Platz - Blissestrasse Ecke Mecklenburgische Strasse - Berlinerstrasse Ecke Uhlandstrasse - Hohenzollern Damm Ecke Uhlandstrasse - Bundes Allee Ecke Lietzenburgerstrasse - Augsburger Strasse, Nürnbergerstrasse - Breitscheidplatz - Wittenbergplatz",12,24,bus,West,1967
A61,"U-Bhf. Scharnweberstrasse - U-Bhf. Kurt-Schumacher-Platz - Aroser Allee Ecke Lindauer Allee - Pankower Allee Ecke Residenzstrasse - Osloer Strasse Ecke Schwedenstrasse - Pankstrasse Ecke Badstrasse - Bhf. Gesundbrunnen - Usedomerstrasse Ecke Brunnenstrasse - Bernauerstrasse Ecke Brunnenstrasse - Gartenplatz, Feldstrasse",12,32,bus,West,1967
A62,Wittenau - Alt-Wittenau Ecke Oranienburgerstrasse - Bonhoeffer-Heim - Auguste-Viktoria-Allee Ecke Ollenhauerstrasse - U-Bhf. Kurt-Schumacher-Platz - Saatwinkler Damm - Heckerdamm Ecke Kurt-Schumacher-Damm - Olbersstrasse Ecke Tegeler Weg - Luisenplatz - Richard-Wagner-Platz - Leibnizstrasse Ecke Otto-Suhr-Allee - U-Bhf. Ernst-Reuter-Platz - Steinplatz - Hardenbergplatz,15,34,bus,West,1967
A63,Radelandstrasse Ecke Niederheideweg - Kisselnallee Ecke Pionierstrasse - Zweibrücker Strasse Ecke Falkenseer Chaussee - Rathaus Spandau - Hochgerichtstrasse Ecke Seegefelder Strasse - Seegefelder Weg,15,30,bus,West,1967
A64,Teichstrasse Ecke Gotthardstrasse - Seestrasse Ecke Afrikanischestrasse - U-Bhf. Amrumerstrasse - Müllerstrasse Ecke Luxemburger Strasse - Reinickendorferstrasse Ecke Schulstrasse - Pankstrasse Ecke Badstrasse - U-Bhf. Gesundbrunnen - Vinetaplatz,10,29,bus,West,1967
A65,Goebelplatz - Kurt-Schumacher-Damm - Jakob-Kaiser-Platz - Spandauer Damm Ecke Stadtautobahn - Messedamm - Rathenauplatz - Hohenzollerndamm Ecke Stadtautobahn - Bundesplatz - Innsbrucker Platz - Sachsendamm Ecke Ebersstrasse - Tempelhofer Damm Ecke Alt-Tempelhof - Oberlandstrasse Ecke Germaniastrasse - Hermannstrasse Ecke Silbersteinstrasse - Karl-Marx-Strasse Ecke Saalestrasse - Schulenburgpark,12,52,bus,West,1967
A66,"Doppel-Süd, Berlepschstrasse - Ludwigsfelderstrasse Ecke Berlepschstrasse - Machnower Strasse Ecke Berlepschstrasse - Clayallee Ecke Berliner Strasse - Schützallee Ecke Onkel-Tom-Strasse - U-Bhf. Onkel-Toms-Hütte",15,17,bus,West,1967
A67,Mehringplatz - Oranienstrasse Ecke Lindenstrasse - Moritzplatz - Oranienplatz - U-Bhf. Kottbusser Tor - Hermannplatz - Erkstrasse Ecke Sonnenallee - Hertzbergplatz - Saalestrasse Ecke Sonnenallee - Dammweg Ecke Sonnenallee - Karl-Marx-Strasse Ecke Grenzallee - Blaschkoallee Ecke Buschkrugallee - Parchimer Allee Ecke Buschkrugallee - Kormoranweg Ecke Rudowerstrasse - Johannisthaler Chaussee Ecke Rudowerstrasse - Wutzkyallee Ecke Strasse 484,10,38,bus,West,1967
A68,Clayallee Ecke Königin-Luise-Strasse - Thielallee/Pacelliallee - U-Bhf. Dahlem-Dorf - Arnimallee - Botanischer Garten - Lepsiusstrasse - Rathaus Steglitz - Breite Strasse Ecke Albrechtstrasse - Bismarckstrasse Ecke Bergstrasse - Munsterdamm Ecke Bergstrasse - Alboinstrasse Ecke Prellerweg - Attilaplatz - Tempehofer Damm Ecke Friedrich-Karl-Strasse - Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm - Alt-Tempelhof Ecke Tempelhofer Damm - Bhf. Tempelhof,15,35,bus,West,1967
A69,"Eichkamp, Dauerwaldweg - Deutschlandhalle - Henriettenplatz - Joachim-Friedrich-Strasse Ecke Kurfürsten Damm - Wilmersdorfer Strasse Ecke Kurfürstendamm - Olivaer Platz - Uhlandstrasse Ecke Kurfürstendamm - Joachimstaler Strasse Ecke Kurfürstendamm - Nürnberger Strasse Ecke Kurfürstenstrasse - Keithstrasse Ecke Schillstrasse - Lützowplatz - Tiergartenstrasse - Großer Stern - Kongreßhalle - Moltkebrücke",20,33,bus,West,1967
A7,"Glienicke, Kirche - Elsässer Strasse - Schildow, Kirche - Blankenfelde, Hauptstrasse - Industriebahn - Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Florastrasse Ecke Mühlenstrasse - U-Bhf. Vinetastrasse",12,34,bus,Ost,1967
A7E,"Schildow, Kirche - Blankenfelde, Hauptstrasse - Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Florastrasse Ecke Mühlenstrasse - U-Bhf. Vinetastrasse",10,23,bus,Ost,1967
A70,Bhf. Wollankstrasse - Osloer Strasse Ecke Prinzenallee - Badstrasse Ecke Pankstrasse - Gerichtstrasse Ecke Reinickdorferstrasse - Weddingplatz - Rathenower Strasse Ecke Perlebergerstrasse - Turmstrasse Ecke Rathenower Strasse - Stromstrasse Ecke Turmstrasse - Rathaus Tiergarten - Waldstrasse/Gotzkowskystrasse - Beusselstrasse Ecke Huttenstrasse - Wiebestrasse Ecke Sickingenstrasse,10,28,bus,West,1967
A71,"Wilhelmsruh, Kopenhagenerstrasse - Lindauer Allee Ecke Residenzstrasse - Schäfersee, Pankower Allee - Provinzstrasse/Pankower Allee - Osloer Strasse Ecke Prinzenallee - Pankstrasse Ecke Badstrasse - Bhf. Gesundbrunnen - Usedomer Strasse Ecke Brunnenstrasse - Bernauer Strasse Ecke Brunnenstrasse - Vinetaplatz",15,23,bus,West,1967
A72,Alt-Reinickendorf Ecke Rödern Allee - Lindauer Strasse Ecke Residenzstrasse - Pankower Allee Ecke Residenzstrasse - Luise-Schröder-Platz - Nauener Platz - Weddingplatz - Rathenower Strasse Ecke Perleberger Strasse - Turmstrasse Ecke Stromstrasse - Waldstrasse Ecke Turmstrasse - Wiebestrasse Ecke Kaiserin-Augusta-Allee - Tauroggener Strasse Ecke Osnabrücker Strasse - Landgericht - Jakob-Kaiser-Platz - Quellweg Ecke Nonnendamm Allee - Paulsternstrasse Ecke Gartenfelderstrasse - Gartenfeld,15,46,bus,West,1967
A73,Bhf. Zoo - Wittenbergplatz - Motzstrasse Ecke Martin-Luther-Strasse - Grunewaldstrasse Ecke Martin-Luther-Strasse - Rathaus Schöneberg - Hauptstrasse Ecke Dominicusstrasse - Ebersstrasse Ecke Dominicusstrasse - Reichartstrasse Ecke Sachsendamm - Berlinickeplatz - Tempelhofer Damm Ecke Alt-Tempelhof - Rohdestrasse Ecke Germaniastrasse - Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg - Britzer Damm Ecke Gradestrasse - U-Bhf. Blaschko-Allee - Buschkrug Alle Ecke Blaschko-Allee,10,35,bus,West,1967
A74,"Königin-Elisabeth-Strasse, Adenauerdamm - Spandauer Damm - Klausenerplatz - Schlossstrasse Ecke Seelingstrasse - Sophie-Charlotten-Platz - Kaiser-Friedrich-Strasse Ecke Stuttgarter Platz - Stuttgarter Platz Ecke Wilmersdorferstrasse - Kurfürstendamm Ecke Wilmersdorferstrasse - Fehrbelliner Platz - Bundesallee Ecke Berliner Strasse - Martin-Luther-Strasse - Rathaus Schöneberg - Hauptstrasse (Schöneberg) - Reichartstrasse Ecke Sachsendamm - Egelingzeile - Eythstrasse",15,41,bus,West,1967
A75,Munsterdamm Ecke Steglitzer Damm - Bismarckstrasse Ecke Bergstrasse - Lauenburger Platz - Kaisereiche - Innsbrucker Platz - Dominicusstrasse Ecke Hauptstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Bülowstrasse - Am Karlsbad - Askanischer Platz - U-Bhf. Kochstrasse - Lindenstrasse Ecke Oranienstrasse - U-Bhf. Moritzplatz - Spreewaldplatz - Sonnenallee Ecke Pannierstrasse - Hermannplatz,10,47,bus,West,1967
A76,Blohmstrasse Ecke Illigstrasse - Moltkestrasse Ecke Bahnhofstrasse - Goethestrasse Ecke Lichtenrader Damm - Buckower Chaussee Ecke Lichtenrader Damm - Mariendorfer Damm Ecke Säntisstrasse - Rennbahn - Alt-Mariendorf Ecke Mariendorfer Damm - Großbeerenstrasse Ecke Rathausstrasse - Prühßstrasse Ecke Ringstrasse - Attilastrasse Ecke Röblingstrasse - Priesterweg Ecke Prellerweg - Göttingerstrasse Ecke Thorwaldstrasse - Bismarckstrasse Ecke Feuerbachstrasse - Walter-Schreiber-Platz,7.5,37,bus,West,1967
A77,"Bergiusstrasse Ecke Haberstrasse - U-Bhf. Grenzallee - U-Bhf. Neukölln - Hermannstrasse Ecke Marienfelderweg - Germaniastrasse Ecke Gottlieb-Dunkel-Strasse - Eisenacherstrasse Ecke Rixdorferstrasse - U-Bhf. Alt-Mariendorf - Lankwitzerstrasse Ecke Großbeerenstrasse - Marienfelder Allee Ecke Großbeerenstrasse - Marienfelde, Daimlerstrasse Ecke Hollabergweg",20,29,bus,West,1967
A78,U-Bhf. Alt-Mariendorf - Rennbahn - Säntisstrasse Ecke Mariendorfer Damm - Quarzweg Ecke Tauernallee - Marienfelder Chaussee Ecke Quarz Weg - Buckower Damm Ecke Alt-Buckow,10,16,bus,West,1967
A79,Leopoldplatz - Reinickendorfer Strasse Ecke Schulstrasse - Osloerstrasse Ecke Schwedenstrasse - Pankower Allee Ecke Markstrasse - Mittelbruchzeile Ecke Reginhardstrasse - Raschdorffstrasse Ecke Reginhardstrasse - Sommerstrasse Ecke Klemkestrasse,15,18,bus,West,1967
A8,"Waldesruh, Malhlsdorfer Allee - Fichtestrasse Ecke Schopenhauerstrasse - Hultschiner Damm - Sadowastrasse Ecke Ulmenstrasse - Jägerstrasse - Biesdorf, Köpenickerstrasse - Dohlengrund - Alt-Biesdorf, Oberfeldstrasse - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde",10,33,bus,Ost,1967
A8E,"Sadowastrasse - Jägerstrasse - Biesdorf, Köpenickerstrasse - Dohlengrund - Alt-Biesdorf, Oberfeldstrasse - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde",10,21,bus,Ost,1967
A80,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Nauener Strasse Ecke Brunsbütteler Damm - Magistratsweg Ecke Brunsbütteler Damm - Nennhauser Damm Ecke Brunsbütteler Damm,15,26,bus,West,1967
A81,"Bhf. Zoo, Hardenbergplatz - U-Bhf. Spichernstrasse - Berliner Strasse Ecke Joachimstalerstrasse - Bundesplatz - Friedrich-Wilhelm-Platz - Schloßstrasse Ecke Feuerbachstrasse - Alsenstrasse Ecke Bismarckstrasse - Bergstrasse Ecke Bismarckstrasse - Bismarckstrasse Ecke Steglitzer Damm - Leonorenstrasse Ecke Kaiser-Wilhelm-Strasse - Lankwitz, Kirche - Alt-Lankwitz, Dorfaue - Alt-Mariendorf Ecke Mariendorfer Damm - Imbrosweg Ecke Goldenes Horn - Imbrosweg Ecke Dardanellenweg",10,45,bus,West,1967
A82,"Alt-Lichtenrade Ecke Goethestrasse - Halker Zeile Ecke Goethestrasse - Marienfelder Strasse Ecke Halker Zeile - Simpsonweg - Illigstrasse Ecke Schichauweg - Blohmstrasse Ecke Illigstrasse - Prinzessinenstrasse Ecke Wünzdorferstrasse - Mozartstrasse Ecke Wolziger Zeile - Paplitzerstrasse Ecke Horstwalderstrasse - Kirchhainer Damm Ecke Wittelsbacherstrasse - Bayerischestrasse Ecke Wittelsbacherstrasse - Münchenerstrasse Ecke Bambergerstrasse - Würzburgerstrasse Ecke Alt-Lichtenrade - Alt-Lichtenrade, Dorfaue - Potsdamerstrasse Ecke Goethestrasse",20,28,bus,West,1967
A83,"Nettelbeckplatz - Weddingplatz - Heidestrasse Ecke Fennstrasse - Washingtonplatz - Potsdamer Strasse Ecke Verbindungsstrasse - U-Bhf. Bülowstrasse - Kaiser-Wilhelm-Platz - Innsbrucker Platz - Grazer Platz - Bergstrasse Ecke Thorwaldstrasse - Steglitzer Damm Ecke Munsterdamm - Lankwitz, Kirche - Malteserstrasse Ecke Paul-Schneider-Strasse - Belßstrasse Ecke Malteserstrasse - Belßstrasse Ecke Prezsingstrasse",10,48,bus,West,1967
A84,Ringstrasse Ecke Pestalozziplatz - Kadettenweg Ecke Finckenstein Allee - Wiesenbaude - Krahmerstrasse Ecke Hindenburgdamm - Klingsorstrasse Ecke Hindenburgdamm - Rathaus Steglitz - Bundesallee Ecke Rheinstrasse - Innsbrucker Platz - Ebersstrasse Ecke Hauptstrasse - Dominicusstrasse Ecke Hauptstrasse - Kaiser-Wilhelm-Platz - Gotenstrasse Ecke Torgauerstrasse,12,33,bus,West,1967
A85,"Bhf. Zoo, Hardenbergplatz - Wittenbergplatz - Grunewaldstrasse Ecke Martin-Luther-Strasse - Bundesallee Ecke Berliner Strasse - Bundesplatz - Friedrich-Wilhelm-Platz - Schloßstrasse Ecke Bundesallee - Rathaus Steglitz - Hindenburgdamm Ecke Schloßstrasse - Händelplatz - Drakestrasse Ecke Ringstrasse - Rittberg-Krankenhaus - Thuner Platz - Ostpreußendamm Ecke Dorstenerstrasse - Holtheimer Weg",10,44,bus,West,1967
A86,Invalidenstrasse Ecke Heidestrasse - Stromstrasse Ecke Alt-Moabit - Alt-Moabit Ecke Gotzkowskystrasse - Ernst-Reuter-Platz - Cauerstrasse Ecke Wilmersdorferstrasse - Richard-Wagner-Platz - Kantstrasse Ecke Wilmersdorferstrasse - Kurfürstendamm Ecke Wilmersdorferstrasse - Fehrbelliner Platz - Hildegardstrasse - Bundesplatz - Schloßstrasse Ecke Bundesallee - Rathaus Steglitz - Hindenburgdamm Ecke Schloßstrasse - Klingsorstrasse Ecke Hindenburgstrasse - Birkbuschstrasse Ecke Siemensstrasse,15,50,bus,West,1967
A87,Richard-Wagner-Platz - Wilmersdorferstrasse Ecke Otto-Suhr-Allee - Luisenplatz - Klausenerplatz - Spandauer Damm Ecke Sophie-Charlotten-Strasse - Sophie-Charlotten-Strasse Ecke Pulsstrasse,20,10,bus,West,1967
A88,Jungfernheideweg Ecke Siemensdamm - Goebelplatz - Kurt-Schumacher-Damm Ecke Hecker Damm - Wirmerzeile - Kurt-Schumacher-Damm Ecke Hecker Damm - Jungfernheideweg Ecke Siemensdamm,15,22,bus,West,1967
A89,"Bornholmerstrasse, Sektorengrenze - Prinzenallee Ecke Osloerstrasse - Drontheimer Strasse Ecke Osloer Strasse - Osloer Strasse Ecke Schwedenstrasse - Reinickendorferstrasse Ecke Osloer Strasse - U-Bhf. Seestrasse - Afrikanischestrasse Ecke Seestrasse - Huttenstrasse Ecke Beusselstrasse - Tauroggener Strasse Ecke Osnabrückerstrasse - Luisenplatz - Kantstrasse Ecke Wilmersdorferstrasse - Kurfürstendamm Ecke Wilmersdorferstrasse - U-Bhf. Fehrbelliner Platz - Brandenburgischestrasse Ecke Blissestrasse - Bundesallee Ecke Berliner Strasse - Martin-Luther-Strasse Ecke Grunewaldstrasse - Potsdamer Strasse Ecke Pallasstrasse - U-Bhf. Mehringdamm - U-Bhf. Gneisenaustrasse - Mehringplatz",10,62,bus,West,1967
A9,Kurische Strasse - Königstor - U-Bhf. Luxemburgplatz - Deutsche Staatsoper - Friedrichstrasse Ecke Unter den Linden - Otto-Grotewohl-Strasse,6,17,bus,Ost,1967
A90,"Bhf. Zoo, Hardenbergplatz - Ernst-Reuter-Platz - Marchbrücke - Alt-Moabit Ecke Gotzkowskystrasse - U-Bhf. Turmstrasse - Rathenowerstrasse Ecke Alt-Moabit - Seydlitzstrasse Ecke Rathenowerstrasse - Am Nordhafen Ecke Tegelerstrasse - Weddingplatz - Gartenstrasse Ecke Grenzstrasse - Hussitenstrasse Ecke Usedomer Damm - Wattstrasse Ecke Usedomer Damm - Vinetaplatz",15,35,bus,West,1967
A91,Hermannplatz - U-Bhf. Boddinstrasse - U-Bhf. Leinestrasse - Mariendorfer Weg Ecke Hermannstrasse - Gradestrasse Ecke Britzer Damm - Gutschmidtstrasse Ecke Buckower Damm - Alt-Buckow Ecke Buckower Damm,7.5,21,bus,West,1967
A93,Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse - Eichenauer Weg Ecke Waßmannsdorfer Chaussee - Lockenhuhnweg Ecke Waßmannsdorfer Chaussee - Geflügelsteig Ecke Waßmannsdorfer Chaussee - Rhodeländerweg Ecke Geflügelsteig - Lakenfelderweg Ecke Geflügelsteig - Groß-Ziethen Chaussee Ecke Geflügelsteig - Pirnaer Strasse Ecke Groß-Ziethen Chaussee - Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse,15,11,bus,West,1967
A94,"Bhf. Zoo, Hardenbergplatz - Savignyplatz - Leibnizstrasse Ecke Kantstrasse - Wilmersdorferstrasse Ecke Kantstrasse - Amtsgericht - Messedamm Ecke Masurenallee - Theodor-Heuss-Platz - Preußenallee - Reichssportfeldstrasse Ecke Heerstrasse - Scholzplatz - Stößenseebrücke - Pichelsdorferstrasse Ecke Heerstrasse - Gatowerstrasse Ecke Heerstrasse - Wilhelmstrasse Ecke Heerstrasse - Reimerweg Ecke Heerstrasse",10,36,bus,West,1967
A95,Mehringplatz - Urban-Krankenhaus - Hermannplatz - Erkstrasse Ecke Sonnenallee - Saalestrasse Ecke Sonnenallee - Schwarzer Weg Ecke Sonnenallee,15,23,bus,West,1967
A96,"Flughafen, Dudenstrasse - Berlinickeplatz - Attilaplatz - Leonorenstrasse Ecke Kaiser-Wilhelm-Strasse - Kranoldplatz - Lindenstrasse Ecke Ostpreußendamm",10,29,bus,West,1967
A97,Reimerweg Ecke Heerstrasse - Sandstrasse Ecke Heerstrasse - Wilhelmstrasse Ecke Heerstrasse - Gatowerstrasse Ecke Heerstrasse - Pichelsdorferstrasse Ecke Heerstrasse - Adamstrasse Ecke Pichelsdorferstrasse - Wilhelmstrasse Ecke Klosterstrasse - Rathaus Spandau - Falkenseer Platz - Wröhmännerpark - Lynastrasse Ecke Neundorferstrasse - Hohenzollernring Ecke Neundorferstrasse - Rauchstrasse  Ecke Neundorferstrasse - Mertensstrasse Ecke Streitstrasse  - Aalemannufer Ecke Nieder-Neuendorfer Allee,20,34,bus,West,1967
A98,U-Bhf. Britz-Süd - Buckower Damm Ecke Britzer Damm - Fulhamer Allee Ecke Britzer Damm - U-Bhf Parchimer Allee - Grüner Weg Ecke Rudowerstrasse - U-Bhf. Britz-Süd,20,12,bus,West,1967
A99,Brunnenstrasse Ecke Lortzingstrasse - U-Bhf. Gesundbrunnen - Brunnenplatz - Nettelbeckplatz - Rathenower Strasse Ecke Quitzowstrasse - Unionplatz - Saatwinkler Damm Ecke Seestrasse - Jakob-Kaiser-Platz - Wernerwerk - Quellweg Ecke Nonnendamm Allee - Paulsternstrasse Ecke Nonnendamm Allee - Gartenfelderstrasse Ecke Nonnendamm Allee - Carl-Schurz-Strasse Ecke Seegefelder Strasse - Rathaus Spandau - Hochgerichtstrasse - Westerwaldstrasse Ecke Falkenseer Chaussee,10,48,bus,West,1967
S1,"Bhf. Zoo, Hardenbergplatz - Ernst-Reuter-Platz - Cauerstrasse Ecke Otto-Suhr-Allee - U-Bhf. Richard-Wagner-Platz - Wilmerdorferstrasse Ecke Otto-Suhr-Allee - Luisenplatz Ecke Spandauer Damm - Schloßstrasse Ecke Spandauer Damm - Fürstenbrunner Weg Ecke Spandauer Damm - U-Bhf. Ruhleben - Rathaus Spandau - Wröhmännerpark - Lynastrasse Ecke Schönwalderstrasse - Klinkeplatz - Hohenzollernring Ecke Schönwalderstrasse",15,29,bus,West,1967
S3,Hardenbergplatz - Kantstrasse Ecke Joachimstalerstrasse - Kurfürstendamm Ecke Joachimstalerstrasse - Rankeplatz - U-Bhf. Spichernstrasse - Uhlandstrasse Ecke Hohenzollerndamm - Fehrbelliner Platz - Konstanzerstrasse Ecke Hohenzollerndamm - Seesenerstrasse Ecke Hohenzollerndamm - Elsterplatz - Roseneck - Pücklerstrasse Ecke Clayallee - Königin-Luise-Strasse Ecke Clayallee - U-Bhf. Oskar-Helene-Heim - Sundgauerstrasse Ecke Sophie-Charlotte-Strasse - Winifriedstrasse Ecke Berlinerstrasse - Rathaus Zehlendorf,15,29,bus,West,1967
S4,"Hardenbergplatz - Savignyplatz - Leibnizstrasse Ecke Kantstrasse - Wilmersdorferstrasse Ecke Kantstrasse - Amtsgericht - Omnibusbahnhof, Neue Kantstrasse - Messedamm - Spanische Allee Ecke Kronprizessinnenweg - Bhf. Wannsee - Am Großen Wannsee Ecke Königstrasse - Rathaus Wannsee - Stölpchensee, Wilhelmplatz",20,39,bus,West,1967
AL,"Neu-Lindenberg - Lindenberg, Schule - Lindenberg, Dorf - Lindenberg, Mühle - Malchow, Dorfstrasse",36,15,bus,Ost,1967
1,Schlesisches Tor – Görlitzer Bahnhof (Oranienstr.) – Kottbusser Tor – Prinzenstr. – Hallesches Tor – Möckernbrücke – Gleisdreieck – Kurfürstenstr. – Nollendorfplatz – Wittenbergplatz – Zoologischer Garten – Ernst-Reuter-Platz – Deutsche Oper (Bismarckstr.) – Sophie-Charlotte-Platz – Adenauerdamm (Messedamm) – Theodor-Heuss-Platz – Neu-Westend – Olympia-Stadion – Ruhleben,5,36,u-bahn,West,1967
2,Gleisdreieck – Bülowstr. – Nollendorfplatz – Wittenbergplatz – Augsburger Str. – Spichernstr. (Bundesallee) – Hohenzollernplatz – Fehrbelliner Platz – Heidelberger Platz – Rüdesheimer Platz – Breitenbachplatz – Podbielskiallee – Dahlem-Dorf – Thielplatz – Oskar-Helene-Heim – Onkel Toms Hütte – Krumme Lanke,10,29.5,u-bahn,West,1967
3,Wittenbergplatz – Kurfürstendamm (Joachimstaler Str.) – Uhlandstr.,10,3,u-bahn,West,1967
4,Nollendorfplatz – Viktoria-Luise-Platz – Bayerischer Platz – Rathaus Schöneberg – Innsbrucker Platz (Hauptstr.),5,6,u-bahn,West,1967
5,Deutsche Oper (Bismarckstr.) – Richard-Wagner-Platz,10,1.5,u-bahn,West,1967
6,Tegel – Borsigwerke – Holzhauser Str. – Seidelstr. (Flughafen Tegel) – Scharnweberstr. (Eichborndamm) – Kurt-Schumacher-Platz – Afrikanische Str. (Friedrich-Ebert-Siedlung) – Rehberge – Seestr. – Leopoldplatz – Bahnhof Wedding – Reinickendorfer Str. – Bahnhof Friedrichstr. (Stadtbahn) – Kochstr. – Hallesches Tor – Mehringdamm – Platz der Luftbrücke – Paradestr. – Tempelhof – Alt-Tempelhof – Kaiserin-Augusta-Str. – Ullsteinstr. – Westpfahlweg – Alt-Mariendorf,5,41,u-bahn,West,1967
7,Möckernbrücke – Mehringdamm – Gneisenaustr. – Südstern – Hermannplatz – Rathaus Neukölln – Karl-Marx-Str. – Neukölln – Grenzallee – Blaschkoallee – Parchimer Allee – Britz-Süd,3,17,u-bahn,West,1967
8,Gesundbrunnen – Voltastr. – Moritzplatz – Kottbusser Tor – Kottbusser Damm (Schönleinstr.) – Hermannplatz – Boddinstr. – Leinestr.,10,20,u-bahn,West,1967
9,Leopoldplatz – Amrumer Str. (Rudolf-Virchow-Krankenhaus) – Putlitzstr. (Westhafen) – Birkenstr. – Turmstr. – Hansaplatz – Zoologischer Garten – Kurfürstendamm (Joachmistaler Str.) – Spichernstr. (Bundesallee),3.5,10,u-bahn,West,1967
