,stop_name,line_count,type,in_lines
0,"Moabit, Waldstrasse",1,bus,['1']
1,Turmstrasse,4,bus,"['1', '16', '70']"
2,Turmstrasse,4,u-bahn,['9']
3,Alt-Moabit,3,bus,"['24', '1', '16']"
4,Franklinstrasse,1,bus,['1']
5,Otto-Suhr-Allee,1,bus,['1']
6,Bismarckstrasse,12,bus,"['2', '75', '32', '81', '21', '17', '30', '1', '33']"
7,Bismarckstrasse,12,u-bahn,"['1', '7']"
8,Kantstrasse,5,bus,"['60', '9', '21', '69', '1']"
9,Kurfürstendamm,3,bus,"['21', '1', '10']"
10,Olivaer Platz,2,bus,"['1', '69']"
11,U-Bhf. Konstanzerstrasse,1,bus,['1']
12,U-Bhf. Fehrbelliner Platz,3,bus,"['1', '50', '4']"
13,U-Bhf. Blissestrasse,4,bus,"['1', '60', '86', '4']"
14,Hildegardstrasse,1,bus,['1']
15,Laubacherstrasse,1,bus,['1']
16,U-Bhf. Breitenbachplatz,2,bus,"['1', '33']"
17,U-Bhf. Dahlem-Dorf,1,bus,['1']
18,Pacelli-/Thielallee,1,bus,['1']
19,Königin-Luise-Strasse,1,bus,['1']
20,U-Bhf. Oskar-Helene-Heim,4,bus,"['11', '1', '60', '18']"
21,Winfriedstrasse,2,bus,"['1', '3']"
22,Berlinerstrasse,9,bus,"['60', '11', '50', '48', '21', '10', '1']"
23,Berlinerstrasse,9,u-bahn,"['9', '7']"
24,Rathaus Zehlendorf,5,bus,"['60', '53', '10', '3', '1']"
25,Hampsteadstrasse,1,bus,['1']
26,Wismarerstrasse,2,bus,"['1', '96']"
27,"Lichterfelde, Lindenstrasse",1,bus,['1']
28,Haselhorster Damm,3,bus,"['55', '13', '10']"
29,Gartenfelderstrasse,3,bus,"['55', '10', '99']"
30,Paulsternstrasse,4,bus,"['55', '13', '10', '99']"
31,Nonnendammallee,1,bus,['10']
32,U-Bhf. Rohrdamm,4,bus,"['23', '55', '10', '99']"
33,Fürstenbrunner Weg/Friedhof,1,bus,['10']
34,Spandauer Damm,2,bus,"['65', '10']"
35,U-Bhf. Kaiserdamm,1,bus,['10']
36,ICC/Omnibusbahnhof,4,bus,"['65', '94', '10', '4']"
37,Dernburgstrasse,2,bus,"['94', '10']"
38,Amtgerichtsplatz,1,bus,['10']
39,Kurfürstendamm,3,bus,"['21', '1', '10']"
40,Henriettenplatz,5,bus,"['29', '4', '19', '10', '69']"
41,Rathenauplatz,3,bus,"['65', '10', '69']"
42,Herbertstrasse/BSC-Sportplatz,1,bus,['10']
43,Elsterplatz,2,bus,"['60', '10']"
44,Hundekehlestrasse,1,bus,['10']
45,Königen-Luise-Strasse/Museum Dahlem,1,bus,['10']
46,U-Bhf. Thielplatz,1,bus,['10']
47,Corrensplatz,2,bus,"['11', '10']"
48,Berlinerstrasse,9,bus,"['60', '11', '50', '48', '21', '10', '1']"
49,Berlinerstrasse,9,u-bahn,"['9', '7']"
50,Teltower Damm,3,bus,"['53', '10', '48']"
51,Rathaus Zehlendorf,5,bus,"['60', '53', '10', '3', '1']"
52,Behring-Krankenhaus,1,bus,['10']
53,"Zehlendorf-Süd, Sachtlebenstrasse Ecke Lupsteiner Weg",1,bus,['10']
54,Dahlem Waldfriedhof,1,bus,['11']
55,U-Bhf. Oskar-Helene-Heim,4,bus,"['11', '1', '60', '18']"
56,Garystrasse,1,bus,['11']
57,Corrensplatz,2,bus,"['11', '10']"
58,Berlinerstrasse,9,bus,"['60', '11', '50', '48', '21', '10', '1']"
59,Berlinerstrasse,9,u-bahn,"['9', '7']"
60,Adolf-Martens-Strasse,1,bus,['11']
61,Drakestrasse,4,bus,"['11', '53', '85', '48']"
62,Gardeschützenweg,2,bus,"['11', '85']"
