,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
185,"Bohnsdorf, Kirche",bus,['A36'],"52.39948771402893, 13.555574431978044",nan,AD/36+ AD/36+ A36,"Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche"
186,"Bohnsdorf, Waldstrasse",bus,['A38'],"52.389397192754984, 13.570666562153916",nan,"A38+ A38+ AD,A38","Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse"
187,Borgsdorf,s-bahn,['KBS 104'],"52.7155,13.2764",Q4093486,KBS 104+ KBS 104+ KBS 104,Borgsdorf station+ Borgsdorf station+ Borgsdorf station
188,Bornholmer Str.,s-bahn,"['KBS 106', 'KBS 105', 'KBS 104']","52.554287,13.397985",Q32662318,"KBS 106,KBS 105,KBS 104",Berlin Bornholmer Straße station
189,Borsigwalder Weg Ecke Conradstrasse,bus,['A15'],,,,
190,Botanischer Garten,bus,['A1'],"52.458598799471524, 13.303436055459807",nan,"A68,A1+ A1,A68+ A1,A68","Botanischer Garten, Ecke Königin-Luise-Strasse+ Botanischer Garten, Ecke Königin-Luise-Strasse+ Botanischer Garten, Ecke Königin-Luise-Strasse"
191,Botanischer Garten,s-bahn,['KBS 104'],"52.44806,13.30722",Q800498,KBS 104+ KBS 104+ KBS 100e,Berlin Botanischer Garten station+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station
192,Boxhagener Strasse,strassenbahn,"['13', '3']","52.50705770251508, 13.468302201729777",nan,3,Boxhagener Strasse
193,Brauerei,strassenbahn,"['84', '87']","52.44699265840037, 13.624251999339991",nan,84+ 84,"Bölschestraße, Brauerei+ Bölschestraße, Brauerei"
194,"Breite Strasse, Pankow, Rathaus",strassenbahn,['22'],,,,
195,Breitenbachplatz,bus,"['A1', 'A32 (Obus)', 'A16']","52.467219717443385, 13.309473490660878",nan,"A16,A1,A32+ A1,A32,A16+ A1,A16,A32",Breitenbachplatz+ Breitenbachplatz+ Breitenbachplatz
196,Breitenbachplatz,u-bahn,['A II'],"52.466388888889,13.308055555556",Q571339,"B II,A II+ A II,B II+ A II",Breitenbachplatz metro station+ Breitenbachplatz metro station+ Breitenbachplatz metro station
197,Breitestrasse Ecke Charlottenstrasse,bus,['A31'],,,,
198,"Breitestrasse, Pankow, Rathaus",strassenbahn,['46'],,,,
199,Breitscheidplatz,bus,"['A19', 'A29']","52.504438063129996, 13.33564615707506",nan,"A66,A60,A69,A19,A29+ A19,A60,A29+ A19,A29,A60",Breitscheidplatz+ Breitscheidplatz+ Breitscheidplatz
200,Britzer Damm Ecke Blaschkoallee,strassenbahn,['6'],,,,
201,Britzer Damm Ecke Tempelhofer Weg,bus,['A25'],"52.44894113315902, 13.436220481040927","nan, nan","A25, A91","nan, nan"
202,Britzer Strasse,strassenbahn,['92'],"52.45407075126685, 13.51932686914549",nan,92,Britzer Strasse Ecke Schnellerstrasse
203,Brixplatz,bus,['A4'],"52.51907944117457, 13.25699370576959",nan,A4+ A4+ A4,Brixplatz+ Brixplatz+ Brixplatz
204,Brunnen Ecke Invalidenstrasse,strassenbahn,"['1', '11']","52.5324542,13.3974236",Q65691740,"1,11",Brunnenstraße/Invalidenstraße
205,Brunnenstrasse Ecke Bernauerstrasse,strassenbahn,"['41', '24']",,,,
206,Brunsbütteler Damm Ecke Klosterstrasse,bus,['A31'],,,,
207,Brückenallee Ecke Altonaerstrasse,bus,['A24'],,,,
208,"Brückenstrasse, Bhf. Schöneweide",strassenbahn,['87'],,,,
209,Buch,s-bahn,['KBS 106'],"52.6359,13.4917",Q4892359,KBS 106+ KBS 106+ KBS 106,Berlin-Buch station+ Berlin-Buch station+ Berlin-Buch station
210,"Buch, Zepernicker Strasse",bus,['A42'],"52.64161725444106, 13.515575706154056",nan,A42,"Buch, Zepernicker Strasse"
211,Buchholz,strassenbahn,['49'],,,,
212,"Buckow, Alt-Buckow",strassenbahn,['27'],,,,
213,Buckower Ch.,s-bahn,['KBS 105'],"52.4103,13.3829",Q800499,KBS 105+ KBS 105+ KBS 100c,Buckower Chaussee station+ Buckower Chaussee station+ Buckower Chaussee station
214,Buckower Damm Ecke Alt-Buckow,bus,['A52'],,,,
215,Bulgarische Strasse,strassenbahn,"['92', '87']","52.48142358933512, 13.473067363351124",nan,92,Bulgarische Strasse Ecke Köpenicker Landstrasse
216,Bulgarischestrasse Ecke Köpenicker Landstrasse,strassenbahn,['91'],,,,
217,Bundesallee,bus,['A17'],"52.46493052962428, 13.32853185257923",nan,"A17,A48+ A74,A48,A17",Bundesallee Ecke Rheinstrasse + Bundesallee Ecke Rheinstrasse
218,Bundesallee,strassenbahn,['74'],"52.46492119902574, 13.32837406654589+52.48733630342845, 13.331014163134173",nan,"74,73+ 60,77,78+ 74", Bundesallee Ecke Rheinstraße+ Bundesallee Ecke Berliner Strasse+ Bundesallee Ecke Rheinstraße
219,Bundesallee Ecke Badensche Strasse,bus,['A4'],"52.48613795045858, 13.33110029774997",nan,A4+ A4, Bundesallee Ecke Badensche Strasse+ Bundesallee Ecke Badensche Strasse
220,Bundesallee Ecke Berliner Strasse,strassenbahn,"['77', '3', '60', '78']","52.48733630342845, 13.331014163134173",nan,"77,3,78,60",Bundesallee Ecke Berliner Strasse 
221,"Bundesallee, Titaniapalast",bus,['A48'],,,,
222,Bundesplatz,bus,"['A2', 'A16']","52.478678991134835, 13.32860278411238+52.47869393029977, 13.328448766668432",nan,"A25,A2,AS2,A16,A65+ AS2,A25,A65,A16,A2+ A2,AS2s,A25,A16,A81,A86,A65+ A85",Bundesplatz+ Bundesplatz+ Bundesplatz+ nan
223,Bundesplatz,strassenbahn,"['77', '44', '78']","52.4777799057296, 13.328566193541166",nan,"77,78,44+ 77,78",Bundesplatz+ Bundesplatz
224,Buschallee Ecke Klement-Gottwald-Allee,strassenbahn,['70'],"52.5537598,13.4691966",Q65546661,70+ 70+ 70,Buschallee+ Buschallee+ Buschallee
225,Buschkrug,strassenbahn,"['47', '6']","52.452470895695484, 13.450748195174354",nan,"6,47+ 47+ 47",Buschkrug+ Buschkrug+ Buschkrug
226,Bülowstr.,u-bahn,['A I'],"52.497552777778,13.363419444444",Q374881,"A I,A II+ A I",Bülowstraße metro station+ Bülowstraße metro station
227,Bülowstrasse,strassenbahn,['74'],,,,
228,Bülowstrasse Ecke Potsdamerstrasse,bus,['A48'],,,,
229,Bülowstrasse Ecke Potsdamerstrasse,strassenbahn,['88'],,,,
230,Bürknersfelde,bus,"['O41', 'O37', 'A43']","52.538889807153126, 13.534159376784622+52.549540493749184, 13.586689708671303",nan,"A43,O37+ A43",nan+ nan
231,Bütowerstrasse,strassenbahn,['83'],,,,
232,Canovastrasse (Krankenhaus),strassenbahn,['66'],"52.4631967931949, 13.344688692199414",nan,66+ 66,Canovastrasse (Krankenhaus)+ Canovastrasse (Krankenhaus)
233,Ceciliengärten,strassenbahn,['66'],"52.475079473741275, 13.343064768876424",nan,66,nan
234,Charlottenburg,s-bahn,"['KBS 102', 'KBS 101', 'KBS 103']","52.504722222222,13.303333333333",Q111326217,"KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k",S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg
235,Charlottenstrasse Ecke Taubenstrasse,strassenbahn,"['74', '72']",,,,
236,Chausseehaus,bus,['A27'],"52.430090871325774, 13.614694292071622",nan,A27,Chausseehaus
237,Chemische Fabrik,strassenbahn,['86'],"52.42696432509712, 13.573540465650169",nan,86+ 86+ 86,Chemische Fabrik+ Chemische Fabrik+ Chemische Fabrik
238,Chemnitzer Ecke Ulmenstrasse,bus,['A8'],"52.48730504728054, 13.5749460378103",nan,"A8+ A8,A8E+ A8,A8E",Chemnitzer Ecke Ulmenstrasse+ Chemnitzer Ecke Ulmenstrasse+ Chemnitzer Ecke Ulmenstrasse
239,Chemnitzer Strasse,bus,['A27'],"52.5051288553116, 13.581585054064426",nan,A27,Chemnitzer Strasse Ecke Alt-Kaulsdorf
240,Clara-Zetkin-Strasse Ecke Neue Wilhelmstrasse,strassenbahn,['70'],,,,
241,Clayallee Ecke Teltower Damm,bus,['A10'],,,,
242,Colomierstrasse,bus,['A51'],"52.42928675585897, 13.164090298875724",nan,A51+ A51+ A51,Colomierstrasse Ecke Am Großen Wannsee+ Colomierstrasse Ecke Am Großen Wannsee+ Colomierstrasse Ecke Am Großen Wannsee
243,Corrensplatz,bus,"['A11', 'A10']","52.446014012041694, 13.284264679815902",nan,A11+ A11+ A11,Corrensplatz+ Corrensplatz+ Corrensplatz
244,Cyclopstrasse Ecke Hermsdorferstrasse,bus,"['A12', 'A12S']",,,,
245,Cäcilienstrasse,bus,['A37'],,,,
246,"Dahlem, Clayallee",strassenbahn,['40'],,,,
247,Dahlem-Dorf,u-bahn,['A II'],"52.456944444444,13.289444444444",Q668585,"B II,A II+ A II,B II+ A II",Dahlem-Dorf+ Dahlem-Dorf+ Dahlem-Dorf
248,Dahlewitz,s-bahn,['KBS 105'],"52.326389,13.419722",Q5208886,KBS 105+ KBS 105,Dahlewitz railway station+ Dahlewitz railway station
249,Daimlerstrasse,strassenbahn,['15'],"52.423949959899865, 13.380145054879522",nan,15+ 15+ 15,Daimlerstrasse+ Daimlerstrasse+ Daimlerstrasse
250,Daimlerstrasse Ecke Birnhornweg,strassenbahn,['98'],"52.42214076766627, 13.384616153471871",nan,98,Daimlerstrasse Ecke Birnhornweg
251,Dammweg,strassenbahn,['15'],"52.47070358256429, 13.46392233215299",nan,15+ 15+ 15,Dammweg+ Dammweg+ Dammweg
252,Dammweg Ecke Sonnenallee,strassenbahn,['94'],"52.4702891791955, 13.464619670250386",nan,95+ 95,nan+ nan
253,Dankmarsteig,bus,['A23'],"52.412460454887416, 13.528705230313825",nan,A23+ A23,Dankmarsteig Ecke Schönefelder Chaussee+ Dankmarsteig Ecke Schönefelder Chaussee
254,Detmolder Strasse Ecke Blissestrasse,bus,['A1'],"52.47876002753526, 13.320303638716377",nan,A1,nan
255,Deutsches Opernhaus (Bismarckstr.),u-bahn,"['A III', 'A I']","52.511944444444,13.310555555556",Q869501,"B I,A III,A I",Deutsche Oper
256,Dimitroffstr.,u-bahn,['A I'],"52.541666666667,13.412222222222",Q571382,"A I,A II+ A+ A",Eberswalder Straße metro station+ Eberswalder Straße metro station+ Eberswalder Straße metro station
257,Dimitroffstrasse,bus,['O41'],"52.52644944679887, 13.447574773361476",nan,"O41+ A9+ A9,A57",Dimitroffstrasse Ecke Landsberger Allee+ Dimitroffstrasse Ecke Landsberger Allee+ Dimitroffstrasse Ecke Landsberger Allee
258,Dimitroffstrasse,strassenbahn,"['74', '71', '72']","52.5264303512303, 13.447596791543624+52.53617065447549, 13.433035147691381+52.53918901477695, 13.42424530247013",nan,"63,69E,69,64+ 71,72+ 74,74E+ 64,63+ 72,71+ 74E,74+ 69E,72,64,74E,63,71,69+ 69E,72,64,74E,63,71,69+ 69E,72,64,74E,63,71,69",Dimitroffstrasse Ecke Landsberger Allee +  Dimitroffstrasse Ecke Prenzlauer Strasse +  Dimitroffstrasse Ecke Greifswalder Strasse+ Dimitroffstrasse Ecke Landsberger Allee+ Dimitroffstrasse Ecke Prenzlauer Strasse+ Dimitroffstrasse Ecke Greifswalder Strasse+ Dimitroffstrasse Ecke Landsberger Allee+ Dimitroffstrasse Ecke Greifswalder Strasse+ Dimitroffstrasse Ecke Prenzlauer Strasse
259,Dimitroffstrasse Ecke Greifswalderstrasse,bus,['O30'],,,,
260,Dingelstädter Strasse,bus,['O41'],"52.53587676296107, 13.522058626010088",nan,O37,nan
261,Dingelstädterstrasse,bus,['A41'],,,,
262,Dominicusstrasse,strassenbahn,['74'],"52.48182811502358, 13.348369024265194",nan,"74,73,88+ 73,74",Dominicusstrasse Ecke Hauptstrasse+ Dominicusstrasse Ecke Hauptstrasse
263,Dominicusstrasse Ecke Hauptstrasse,bus,"['A48', 'A4']","52.48180071652041, 13.348377997983935",nan,"A84,A75",nan
264,Dominicusstrasse Ecke Hauptstrasse,strassenbahn,"['88', '73', '25']",,,,
265,Dominikus-Krankenhaus,bus,['A15'],"52.626196524368744, 13.294495665499268",nan,A15+ A15+ A15,Dominikus-Krankenhaus+ Dominikus-Krankenhaus+ Dominikus-Krankenhaus
266,Donnersmarckplatz,bus,['A15'],"52.62982465046043, 13.28047497184123",nan,"A12,A15+ A15,A12+ A12,A15",Donnersmarckplatz+ Donnersmarckplatz+ Donnersmarckplatz
267,Drakestrasse Ecke Unter den Eichen,bus,['A48'],,,,
268,Dreilinden,s-bahn,['KBS 104b'],"52.40334210617422, 13.175963626814108",Q96473908,KBS 104b,Dreilinden station
269,Dudenstrasse Ecke Katzbachstrasse,bus,['A28'],,,,
270,Dudenstrasse Ecke Mehringdamm,bus,['A19'],,,,
271,"Dönhoffplatz, Krausenstrasse",strassenbahn,"['82', '64']",,,,
272,Düppel-Kleinmachnow,s-bahn,['KBS 104a'],"52.421388888889,13.226666666667",Q44763529,KBS 104a+ KBS 104a+ KBS 100f,Berlin-Düppel railway station+ Berlin-Düppel railway station+ Berlin-Düppel railway station
273,"Eberswalderstrasse, U-Bhf. Dimitroffstrasse",strassenbahn,"['22', '49', '46']",,,,
274,Ecilienstrasse,bus,['O37'],,,,
275,Edisonstrasse Ecke Wilhelminenhofstrasse,strassenbahn,['82'],,,,
276,Egelpfuhlstrasse Ecke Brunsbütteler Damm,bus,['A31'],,,,
277,Eichborndamm Ecke Scharnweberstrasse,strassenbahn,"['41', '25']",,,,
278,"Eichborndamm, Sportplatz Reinickendorf",strassenbahn,['29'],,,,
279,Eichbornstr.,s-bahn,['KBS 105'],"52.5776,13.3169",Q800500,KBS 105+ KBS 105+ KBS 100c,Eichborndamm station+ Eichborndamm station+ Eichborndamm station
280,"Eichenborndamm, Sportplatz Reinickendorf",strassenbahn,['28'],,,,
281,Eichholzbahn,bus,['A31'],,,,
282,Eichkamp,s-bahn,"['KBS 101', 'KBS 103']","52.4987,13.2702",Q800504,"KBS 103,KBS 101+ KBS 101+ KBS 100g",Berlin Messe Süd railway station+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station
283,Eichwalde,s-bahn,['KBS 103'],"52.3715,13.6152",Q19274479,KBS 103+ KBS 103+ KBS 103,Eichwalde station+ Eichwalde station+ Eichwalde station
284,Eisenacherstrasse Ecke Hauptstrasse,strassenbahn,['88'],,,,
285,Eisenacherstrasse Ecke Hauptstrasse- Pallasstrasse Ecke Potsdamerstrasse,strassenbahn,['73'],,,,
286,Elisabethstrasse,bus,['O37'],"52.53409533705918, 13.55949915809485",nan,O37+ O37+ O37,Elisabethstrasse Ecke Oberfeldstrasse+ Elisabethstrasse Ecke Oberfeldstrasse+ Elisabethstrasse Ecke Oberfeldstrasse
287,Elisabethstrasse,strassenbahn,['22'],"52.51764985236767, 13.418046139104245",Q65364041,"82,22+ 22",Elisabethstrasse+ Elisabethstrasse
288,Elsenstrasse Ecke Am Treptower Park,strassenbahn,['87'],,,,
289,Elsenstrasse Ecke Heidelbergerstrasse,strassenbahn,['6'],,,,
290,"Elsenstrasse, S-Bhf. Treptow",strassenbahn,['92'],,,,
291,Elsterplatz,bus,"['A10', 'A50']","52.47977982878401, 13.285507613099716",nan,"A10,A50+ A10,A50+ A10,A50",Elsterplatz+ Elsterplatz+ Elsterplatz
292,Emmentalerstrasse Ecke Aroserallee,bus,"['A12', 'A12S']",,,,
293,"Emser Platz, Pfalzburgerstrasse",bus,['A50'],,,,
294,"Englerallee, Breitenbachplatz",bus,['A16'],,,,
295,Erkner,s-bahn,['KBS 102'],"52.4296,13.7513",Q14434071,KBS 102+ KBS 102+ KBS 102,Erkner railway station+ Erkner railway station+ Erkner railway station
296,Erkstrasse Ecke Sonnenallee,strassenbahn,"['94', '95']","52.48169987618706, 13.440143697235596",nan,95+ 95,nan+ nan
297,"Erkstrasse, Rathaus Neukölln",strassenbahn,['47'],,,,
298,Ernst-Reuter-Platz,u-bahn,['A I'],"52.511944444444,13.322222222222",Q658361,"B I,A I+ A I,B I+ A I",Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station
299,Ewestrasse,strassenbahn,['49'],,,,
300,"Falkenberg, Schule",bus,['A46'],"52.56880573894071, 13.549528314980424",nan,A46,"Falkenberg, Schule"
301,Falkenberger Chaussee,bus,['A39'],"52.565816857333125, 13.511913714753",nan,A39+ A39+ A39,Falkenberger Chaussee Ecke Falkenberger Chaussee+ Falkenberger Chaussee Ecke Falkenberger Chaussee+ Falkenberger Chaussee Ecke Falkenberger Chaussee
302,Falkenbergerstrasse Ecke Wartenberger Strasse,strassenbahn,['63'],"52.55036672097044, 13.509915032138812",nan,63+ 63+ 63,Falkenbergerstrasse Ecke Wartenberger Strasse+ Falkenbergerstrasse Ecke Wartenberger Strasse+ Falkenbergerstrasse Ecke Wartenberger Strasse
303,Falkenhöhe,bus,['A36'],"52.400507029940435, 13.538229483128243",nan,A23,nan
304,Falkenplatz,strassenbahn,['28'],,,,
305,Falkensee,s-bahn,['KBS 103'],"52.559722,13.088889",Q5431918,KBS 103+ KBS 103+ KBS 103,Falkensee railway station+ Falkensee railway station+ Falkensee railway station
306,Fehrbelliner Platz,bus,['A50'],"52.49040638965375, 13.314204217177087",nan,"A50+ A74,A50+ A86,A74",Fehrbelliner Platz+ Fehrbelliner Platz+ Fehrbelliner Platz
307,Fehrbelliner Platz,strassenbahn,"['3', '60', '44']","52.49032472677901, 13.314317300484289",nan,"60,44,3+ 60,3",Fehrbelliner Platz+ Fehrbelliner Platz
308,Fehrbelliner Platz,u-bahn,['A II'],"52.490277777778,13.314444444444",Q663245,"B II,A II+ A II,B II+ A II",U-Fehrbelliner Platz+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz
309,Fehrbelliner Tor,strassenbahn,['54'],,,,
310,Fennbrücke,strassenbahn,"['23', '2']",,,,
311,Feuerbachstr.,s-bahn,['KBS 104'],"52.463611111111,13.332777777778",Q800501,KBS 104+ KBS 104+ KBS 100e,Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station
312,Feuerbachstrasse Ecke Bismarckstrasse,bus,['A2'],"52.464513435475055, 13.338927866545799",nan,"A81,A2",nan
313,Feuerbachstrasse Ecke Knausstrasse,strassenbahn,['88'],,,,
314,"Fichtenau, Stadtgrenze",bus,['A22'],"52.45479242349705, 13.701499962608066",nan,A22+ A22+ A22,"Fichtenau, Stadtgrenze+ Fichtenau, Stadtgrenze+ Fichtenau, Stadtgrenze"
315,Finowstrasse Ecke Sonnenallee,bus,['A4'],,,,
316,Flinsbergerplatz,bus,['A50'],,,,
317,"Florastrasse, S-Bhf. Pankow",bus,"['A55', 'A45']",,,,
318,Flughafen,u-bahn,['C II'],"52.485556, 13.385833",Q557582,C II+ C II+ C II,Platz der Luftbrücke+ Platz der Luftbrücke+ Platz der Luftbrücke
319,Flugplatz,bus,['A35'],,,,
320,Frankfurter Tor/Stalinallee,strassenbahn,"['13', '4']","52.5153903,13.4540172",Q65706246,"4,13+ 13,4",U Frankfurter Tor+ U Frankfurter Tor
321,Französische Str.,u-bahn,['C I'],"52.514722222222,13.389166666667",Q571479,"C I,C II",Französische Straße metro station
322,Frauenklinik,strassenbahn,['15'],"52.463949908172545, 13.427509548910932",nan,15+ 15+ 15,Frauenklinik+ Frauenklinik+ Frauenklinik
323,Fredersdorf (b Bln),s-bahn,['KBS 101'],"52.5265,13.7625",Q15197387,KBS 101+ KBS 101+ KBS 101,Fredersdorf station+ Fredersdorf station+ Fredersdorf station
324,Freie Scholle,bus,['A20'],"52.599851537868666, 13.301736158422598",nan,A20+ A20+ A20,Freie Scholle+ Freie Scholle+ Freie Scholle
325,Freienwalderstrasse Ecke Orankestrasse,strassenbahn,['63'],,,,
326,Friedenau,s-bahn,['KBS 104'],"52.47,13.341",Q800471,KBS 104+ KBS 104+ KBS 100e,Berlin-Friedenau station+ Berlin-Friedenau station+ Berlin-Friedenau station
327,Friedenstrasse,bus,['A6'],"52.417223782342035, 13.138950169993388",nan,A6+ A6+ A6,Friedenstrasse Ecke Königstrasse+ Friedenstrasse Ecke Königstrasse+ Friedenstrasse Ecke Königstrasse
328,Friedrich-Junge-Strasse,bus,['A82P'],"52.49382897072681, 13.471572865851856",nan,A82P+ A82P+ 82P,Friedrich-Junge-Strasse Ecke Alt-Stralau+ Friedrich-Junge-Strasse Ecke Alt-Stralau+ Friedrich-Junge-Strasse Ecke Alt-Stralau
329,Friedrich-Karl-Strasse,strassenbahn,"['98', '99']","52.455797262882406, 13.383934284553103",nan,"99,98,96",Friedrich-Karl-Strasse Ecke Tempelhofer Damm
330,Friedrich-Karl-Strasse Ecke Karlstrasse,strassenbahn,['96'],,,,
331,Friedrich-Wilhelm-Platz,strassenbahn,"['77', '44', '78']","52.47132415928576, 13.328417218543715",nan,"77,78+ 77,78",Friedrich-Wilhelm-Platz+ Friedrich-Wilhelm-Platz
332,Friedrichsfelde (Tierpark),u-bahn,['E'],"52.506111111111,13.512777777778",Q429781,E+ E+ E,Friedrichsfelde+ Friedrichsfelde+ Friedrichsfelde
333,Friedrichsfelde Ost,s-bahn,['KBS 101'],"52.5141,13.5198",Q800473,KBS 101+ KBS 101+ KBS 101,Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station
334,"Friedrichsfelde, Schloßstrasse",bus,['A37'],,,,
335,Friedrichshagen,s-bahn,['KBS 102'],"52.4574,13.6233",Q800474,KBS 102+ KBS 102+ KBS 102,Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station
336,"Friedrichshagen, Wasserwerk",strassenbahn,['84'],"52.4560563,13.6419956",Q66362601,84+ 84+ 84,Wasserwerk Friedrichshagen+ Wasserwerk Friedrichshagen+ Wasserwerk Friedrichshagen
337,Friedrichstr.,s-bahn,"['KBS 105', 'KBS 104', 'KBS 106', 'KBS 102', 'KBS 101', 'KBS 103']","52.52027777777778,13.386944444444444",Q111219456,"KBS 104,KBS 106,KBS 103,KBS 102,KBS 101,KBS 105+ KBS 106,KBS 104,KBS 101,KBS 105,KBS 103,KBS 102+ KBS 100d,KBS 101,KBS 100g,KBS 100c,KBS 100h,KBS 102,KBS 103,KBS 103a,KBS 100e",S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße
338,Friesenstrasse Ecke Columbiadamm,bus,"['A24', 'A4']",,,,
339,Fritz-Reuter-Allee Ecke Parchimerallee,bus,['A25'],,,,
340,Frohnau,s-bahn,['KBS 104'],"52.6325,13.2902",Q800472,KBS 104+ KBS 106+ KBS 100e,Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station
341,"Frohnau, Invalidensiedlung",bus,['A12'],"52.65584641928224, 13.29035792910375",nan,A15,nan
342,Gabelung,strassenbahn,"['28', '29']",,,,
343,"Galenusstrasse, Pankow, Krankenhaus",strassenbahn,['49'],,,,
344,Gartenfeld,s-bahn,['KBS 100d'],"52.54695,13.24882",Q96080469,"KBS 100c,KBS 100d+ KBS 100c+ KBS 100b",Gartenfeld+ Gartenfeld+ Gartenfeld
345,Gartenfelderstrasse Ecke Nonnendammallee,bus,['A13'],,,,
346,Gartenfelderstrasse Ecke Paulsternstrasse,bus,"['A13', 'A10']",,,,
347,Gartenfelderstrasse Ecke Paulsternstrasse,strassenbahn,['55'],,,,
348,"Gartenstadt, Staaken, Heidelbergplan",bus,['A31'],,,,
349,"Gatow, Flugplatz",bus,['A34'],,,,
350,"Gatow, Kirche",bus,"['A35', 'A34']","52.48684680676539, 13.18215147844503",nan,"A35,A34+ A34,A35+ A34,A35","Gatow, Kirche+ Gatow, Kirche+ Gatow, Kirche"
351,Gehsener Strasse,bus,['A27'],"52.46321577871702, 13.58365868698432",nan,A27,Gehsener Strasse Ecke Mahlsdorfer Strasse
352,"Geißenweide, Elisabethstrasse",bus,['A37'],,,,
353,Genslerstrasse,bus,['A41'],,,,
354,Germaniastrasse Ecke Gottlieb-Dunkel-Strasse,strassenbahn,"['15', '26']",,,,
355,Germersheimer Platz,bus,['A35'],"52.54433253766927, 13.187336363919895",nan,A35+ A35+ A99,Germersheimer Platz+ Germersheimer Platz+ Germersheimer Platz
356,Gesundbrunnen,s-bahn,"['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']","52.548611111111,13.389444444444",Q111239092,"KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e",S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen
357,Gesundbrunnen,u-bahn,['D'],"52.548611,13.389444",Q3761416,D+ D+ D,U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen
358,Giebelsee,s-bahn,['KBS 101'],"52.5291,13.791",Q7178217,KBS 101+ KBS 101+ KBS 101,Petershagen Nord railway station+ Petershagen Nord railway station+ Petershagen Nord railway station
359,"Gipsstrasse, U-Bhf. Weinmeisterstrasse",strassenbahn,['1'],,,,
360,Gleisdreieck,u-bahn,"['B I', 'A I', 'A II']","52.49952,13.37409",Q678372,"B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II",Gleisdreieck+ Gleisdreieck+ Gleisdreieck
361,Glewitzerstrasse,bus,['A8'],,,,
362,"Glienicke, Elsässerstrasse",bus,['AN'],,,,
363,"Glienicke, Kirche",bus,['A7'],"52.63062737184449, 13.312861916755343",nan,"AN,A7+ A7+ A7","Glienicke, Kirche+ Glienicke, Kirche+ Glienicke, Kirche"
364,"Glienicke, Pilz",bus,['A7'],,,,
365,Glienicker Brücke,bus,['A6'],"52.413474089031965, 13.091235881924467",nan,A6+ A6+ A6,Glienicker Brücke+ Glienicker Brücke+ Glienicker Brücke
366,Glogauer Strasse,strassenbahn,['26'],"52.493437003779434, 13.43739124697587",nan,26+ 26,Glogauer Strasse+ Glogauer Strasse
367,Gneisenaustr.,u-bahn,['C I'],"52.491388888889,13.395555555556",Q668618,C I+ C I+ C I,Gneisenaustraße+ Gneisenaustraße+ Gneisenaustraße
368,Gneisenaustrasse/Yorckstrasse,strassenbahn,['95'],,,,
369,Goebenstrasse Ecke Bülowstrasse,strassenbahn,['2'],,,,
370,Goerzallee Ecke Wismarer Strasse,strassenbahn,['77'],,,,
371,Goerzallee Ecke Wismarerstrasse,bus,['A1'],,,,
372,Golfplatz,bus,['A6'],,,,
373,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,bus,['A25'],"52.46056887553805, 13.417975404195007",nan,A25,nan
374,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,strassenbahn,['6'],,,,
375,Gotzkowskybrücke Ecke Alt-Moabit,bus,['A25'],,,,
376,Gotzkowskystrasse Ecke Alt-Moabit,strassenbahn,['44'],,,,
377,Gotzkowskystrasse Ecke Turmstrasse,bus,['A24'],,,,
378,Gotzkowskystrasse Ecke Turmstrasse,strassenbahn,"['3', '2']","52.52723347192614, 13.330503468404352",nan,3,nan
379,Gotzkowskystrasse Ecke turmstrasse,strassenbahn,['35'],,,,
380,Gradestrasse,strassenbahn,['27'],"52.45261828426318, 13.438552708749976",nan,27,Gradestrasse
381,Gradestrasse (51) Ecke Tempelhofer Weg,bus,['A25'],,,,
382,Graf-Roedern-Allee Ecke Alt-Reinickendorf,strassenbahn,['35'],,,,
