stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
Hallesches Tor (Stresemannstr.),tram,1,19510_unified,"52.49940981,13.38882284",,,,,,,,1951328.0
Prinzenstr.,tram,1,19511_unified,"52.49844683,13.40663241",,,,,,,,1951626.0
U-Bhf. Moritzplatz,tram,1,19512_unified,"52.50364223,13.41070894",,,,,,,,1951837.0
Brückenstr./Neanderstr.,tram,1,19513_unified,"52.51101580,13.41649010",,,,,,,,1951167.0
Schillingbrücke,tram,1,19514_unified,"52.50913709,13.42919862",,,,,,,,1951702.0
Andreasplatz,tram,1,19515_unified,"52.51514747,13.43193683",,,,,,,,195129.0
Alexanderplatz,tram,1,19516_unified,"52.52194490,13.41438470",Q65548996,,,,,,,19516.0
Rosentalerplatz,tram,1,19517_unified,"52.52971537,13.40145923",,,,,,,,1951666.0
Oranienburger Tor,tram,1,19519_unified,"52.52560310,13.38727450",Q65095375,,,,,,,1951565.0
Dorotheestr. (Bhf. Friedrichstr.),tram,1,195110_unified,"52.51924512,13.38844113",,,,,,,,1951206.0
Charlottenstr. Ecke Unter den Linden,tram,1,195111_unified,"52.51713042,13.39069861",,,,,,,,1951182.0
Werftstr. Ecke Alt-Moabit,tram,2,195112_unified,"52.52722603,13.33049513",,,,,,,,1951896.0
"Rathenowerstr., Kriminalgericht",tram,2,195113_unified,"52.52675587,13.35521849",,,,,,,,1951645.0
Stromstr. Ecke Turmstr.,tram,2,195114_unified,"52.52632254,13.34318535",,,,,,,,1951792.0
Waldstr. Ecke Gotzkowskystr.,tram,2,195115_unified,"52.52718287,13.33056660",,,,,,,,1951868.0
Knie,tram,2,195116_unified,"52.51266888,13.32185992",,,,,,,,1951424.0
Bhf. Zoo,tram,2,195117_unified,"52.50719346,13.33262988",,,,,,,,1951135.0
U-Bhf. Wittenbergplatz,tram,2,195118_unified,"52.50183316,13.34298193",,,,,,,,1951856.0
U-Bhf. Nollendorfplatz,tram,2,195119_unified,"52.49956598,13.35385359",,,,,,,,1951841.0
Potsdamerstr. Ecke Bülowstr.,tram,2,195120_unified,"52.49781306,13.36199441",,,,,,,,1951611.0
