,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
1409,Sperberstrasse,bus,{'14E'},"52.58734669318774, 13.226065231064382",nan,['14E'],
1410,Sperenberger Strasse,bus,{'7'},,,,
1411,Spichernstrasse,u-bahn,"{'9', '2'}",,,,
1412,Spindlersfeld,s-bahn,{'142'},,,,
1413,Spittelmarkt,u-bahn,{'A'},"52.511111111111,13.403611111111",Q569489,['A'],
1414,Sportzentrum Schöneberg,bus,"{'73', '65', '74'}",,,,
1415,Springbornstrasse,bus,"{'62', '66'}","52.438521804678935, 13.492933457124149",nan,['66'],
1416,Springpfuhl,s-bahn,{'101'},,,,
1417,Staaken Brunsbütteler Damm,bus,{'92'},"52.535063506943985, 13.137897494686394",nan,['80'],
1418,Staaken Heidebergplan,bus,{'31'},"52.541074133887626, 13.147338727333166",nan,['31'],
1419,Staakener Strasse,bus,"{'5', '63'}",,,,
1420,Stadion Buschallee,strassenbahn,{'70'},"52.5566718,13.4869834",Q65504715,['70'],
1421,Stadion Lichterfelde,bus,{'86'},"52.43867922703144, 13.325050443019501",nan,['86'],
1422,Stadion der Weltjugend,bus,{'59'},,,,
1423,Stadion der Weltjugend,strassenbahn,"{'18', '24', '63', '11'}","52.534334157679154, 13.37834584846041",nan,"['11', '63', '18', '24']",
1424,Stadtbezirksgericht,bus,{'52'},"52.56642481951921, 13.415233988154364",nan,['52'],
1425,Stadtmitte,u-bahn,{'A'},"52.5122,13.3894",Q660066,['A'],
1426,Stadtpark,bus,{'54'},,,,
1427,Stadtrandsiedlung,bus,"{'41', '42', '31'}",,,,
1428,Stadtrandstrasse,bus,{'99'},"52.553426999619965, 13.153585430700852",nan,['99'],
1429,Stahlheimer Strasse,strassenbahn,{'3'},,,,
1430,Stargardtstrasse,bus,{'8'},"52.56693957726306, 13.362684522542672",nan,['8'],
1431,Stechlinstrasse,strassenbahn,{'82'},,,,
1432,Stedinger Weg,bus,{'57'},,,,
1433,Stegerwaldstrasse,bus,"{'32', '11'}","52.42073935358918, 13.369265336797783",nan,"['11', '32']",
1434,Steglitzer Damm,bus,"{'96', '2', '81', '83'}",,,,
1435,Steglitzer Kreuz,bus,{'33'},"52.460422091533594, 13.328134375906602",nan,['33'],
1436,Steinplatz,bus,"{'23', '62', '90'}",,,,
1437,Steinstrasse,bus,"{'76E', '76', '30'}",,,,
1438,Steinstücken,bus,{'18'},"52.38903904735438, 13.129868489828286",nan,['18'],
1439,Stephanstrasse,bus,{'70'},"52.53450248391817, 13.354561176728058",nan,['70'],
1440,Sterndamm,bus,"{'66', '47'}","52.44658674940087, 13.506534865142585",nan,"['47', '66']",
1441,Sterndamm,strassenbahn,"{'26', '25'}","52.4539861,13.5095828",Q65950192,"['26', '25']",
1442,Sternwarte und Planetarium,bus,{'83'},,,,
1443,Stindestrasse,bus,"{'30', '32'}","52.4481390275755, 13.3401193662823",nan,"['30', '32']",
1444,Storkower Strasse,bus,"{'56', '57'}",,,,
1445,Storkower Strasse,s-bahn,"{'141', '140', '143', '142'}",,,,
1446,Strandbad Heiligensee,bus,{'14E'},"52.59969201239688, 13.21329199720467",nan,['14E'],
1447,Strassenbahn-Betriebshof,strassenbahn,{'83'},"52.4399134,13.5817824",Q66370900,['83'],
1448,Strausberg,s-bahn,{'100'},,,,
1449,Strausberg Nord,s-bahn,{'100'},,,,
1450,Strausberg Stadt,s-bahn,{'100'},,,,
1451,Strausberger Platz,u-bahn,{'E'},"52.518055555556,13.430833333333",Q570999,['E'],
1452,Straße 247,bus,{'93'},,,,
1453,Straße 26,bus,"{'42', '31'}","52.59703583586274, 13.467277026410347",nan,"['42', '31']",
1454,Straße 393,bus,{'63'},"52.54346134229288, 13.156333109553433",nan,['63'],
1455,Straße der Befreiung,bus,"{'54', '43', '53'}","52.50971424641386, 13.51893463931542",nan,['53'],
1456,Straße der Befreiung,strassenbahn,"{'17', '19'}",,,,
1457,Straße nach Wartenberg,bus,{'41'},"52.57732854467091, 13.483418816902354",nan,['41'],
1458,Straße zur Badewiese,bus,{'35'},"52.47632651600677, 13.1767659312613",nan,['35'],
1459,Straßenbahn-Betriebshof,strassenbahn,"{'20', '15'}","52.520641, 13.499445",Q66014798,"['15','20']",
1460,Stresowplatz,bus,"{'5', '31'}","52.53362877636616, 13.206781830760963",nan,"['80', '56', '31', '5']",
1461,Stubenrauchstrasse,bus,"{'2', '81'}","52.46892999289107, 13.328379104826453",nan,"['2', '81']",
1462,Stölpchensee Glienicker Strasse,bus,{'66'},,,,
1463,Stößenseebrücke,bus,{'92'},"52.5089006270181, 13.217490577232331",nan,['94'],
1464,Suarezstrasse/Amtsgericht,bus,"{'66', '92'}",,,,
1465,Suermondtstrasse,strassenbahn,{'70'},"52.54900466638566, 13.501739100576485+52.549051692659646, 13.501598848581892",nan,['63']+ ['70'],
1466,Sulzfelder Strasse,strassenbahn,{'70'},,,,
1467,Summter Strasse,bus,{'8'},,,,
1468,Sundgauer Strasse,bus,{'48'},,,,
1469,Sven-Hedin-Strasse,bus,{'53'},"52.44044491814346, 13.244750958691851",nan,['53'],
1470,Sächsische Strasse,bus,{'69'},,,,
1471,Säntisstrasse,bus,{'7'},"52.41320161792562, 13.378457433742751",nan,['7'],
1472,Säntisstrasse/Tauernallee,bus,"{'76E', '76'}",,,,
1473,Südende,s-bahn,{'153'},,,,
1474,Südendstrasse,bus,"{'68', '33'}",,,,
1475,Südstern,u-bahn,{'7'},"52.489444444444,13.407777777778",Q656081,['7'],
1476,Tauernallee,bus,"{'79', '78'}",,,,
1477,Taunusstrasse,bus,{'79'},"52.394658788888904, 13.417372886712938",nan,['79'],
1478,Tegel,s-bahn,{'153'},,,,
1479,Tegel,u-bahn,{'6'},"52.58944,13.28389",Q656090,['6'],
1480,Tegeler Weg/DRK-Krankenhaus,bus,{'99'},"52.528992265224346, 13.296547817787753",nan,['99'],
1481,Tegelort,bus,{'20'},"52.5705390073051, 13.231220862666484",nan,['20'],
1482,Teichstrasse,bus,{'8'},"52.57435884050963, 13.34777330742025",nan,['8'],
1483,Teilestrasse,bus,"{'73', '25'}",,,,
1484,Teltower Damm,bus,"{'10', '48', '53'}","52.43504474561002, 13.2604425311939",nan,"['53', '10', '48']",
1485,Teltower Strasse,bus,"{'5', '54', '31', '35'}",,,,
1486,Tempelhof,u-bahn,{'6'},"52.47075,13.385361111111",Q3983109,['6'],
1487,Tempelhofer Weg,bus,{'77'},,,,
1488,Teplitzer Strasse,bus,"{'29', '17', '19'}",,,,
1489,Tessenowstrasse,bus,"{'22', '64', '14'}",,,,
1490,Theodor-Heuss-Platz,u-bahn,{'1'},"52.509722222222,13.273055555556",Q657857,['1'],
1491,Thielallee/Pacelliallee,bus,{'68'},,,,
1492,Thielplatz,u-bahn,{'2'},"52.451111111111,13.282222222222",Q571331,['2'],
1493,Thuner Platz,bus,"{'85', '53'}","52.42375896990032, 13.296184869051308",nan,"['85', '53']",
1494,Thälmannpark,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},,,,
1495,Thälmannplatz,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4506321,13.7524501",Q66977540,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],
1496,Thälmannplatz,u-bahn,{'A'},"52.51167,13.38472",Q658391,['A'],
1497,Tiefwerderweg,bus,"{'5', '31'}","52.52622579438607, 13.207404522142175",nan,"['80', '31', '5']",
1498,Tiergarten,s-bahn,{'156'},,,,
1499,Tiergartenstrasse,bus,"{'24', '69'}","52.50960312444174, 13.351320889801638",nan,"['24', '69']",
1500,Tiergartenstrasse Philharmonie,bus,{'48'},"52.51102178046428, 13.370519630861303",nan,['48'],
1501,Tierpark,u-bahn,{'E'},"52.4964,13.5233",Q570954,['E'],
1502,Tillmannsweg,bus,{'66'},,,,
1503,Titlisweg,bus,"{'79', '76E', '78', '7'}",,,,
1504,"Titlisweg/Siedlung ""Daheim""",bus,{'76'},,,,
1505,Togostrasse,bus,{'89'},"52.548727226874426, 13.348697623450558",nan,['89'],
1506,Torellplatz,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},,,,
1507,Torgauer Strasse,bus,{'84'},,,,
1508,"Treptow, Eichenstrasse",bus,{'47'},"52.49476666624515, 13.45313221364275",nan,['47'],
1509,"Treptow, Rathaus",bus,"{'64', '47'}","52.48358899866382, 13.480324760498638",nan,"['47', '64']",
1510,Treptower Park,s-bahn,"{'141', '140', '142', '143', '115', '110'}",,,,
1511,Treuenbrietzener Strasse,bus,{'62'},,,,
1512,Triftstrasse,bus,"{'97', '56', '55'}","52.545286786567914, 13.208067563624326+52.5868287104656, 13.31626060378331",nan,"['55', '97', '56']+ ['22E']",
1513,Tropfsteinweg,bus,{'78'},,,,
1514,Turmstrasse,bus,"{'1', '70', '16'}","52.52639995421508, 13.35171729538701",nan,"['1', '16', '70']",
1515,Turmstrasse,u-bahn,{'9'},"52.52585,13.341352777778",Q571400,['9'],
1516,Töpchiner Weg,bus,{'82'},"52.399168263086516, 13.40989608834032",nan,['79'],
1517,U- und S-Bhf. Schönhauser Allee,strassenbahn,{'22'},,,,
1518,U-Bhf. Adenauer Platz,bus,{'74'},,,,
1519,U-Bhf. Adenauerplatz,bus,"{'69', '29', '9', '19'}","52.500003587932994, 13.307029882440569",nan,"['9', '19', '29', '69']",
1520,U-Bhf. Afrikanische Strasse,bus,{'64'},,,,
1521,U-Bhf. Alt-Mariendorf,bus,"{'76', '11', '77', '93', '79', '78', '81', '76E', '7'}",,,,
1522,U-Bhf. Alt-Tempelhof,bus,"{'73', '68', '65'}",,,,
1523,U-Bhf. Amrumer Strasse,bus,"{'64', '16'}",,,,
1524,U-Bhf. Berliner Strasse,bus,"{'4', '74'}",,,,
1525,U-Bhf. Blaschkoallee,bus,{'73'},,,,
1526,U-Bhf. Blisse Strasse,bus,{'74'},,,,
1527,U-Bhf. Blissestrasse,bus,"{'4', '1', '60', '86'}","52.486416682006514, 13.320424476676541",nan,"['1', '60', '86', '4']",
1528,U-Bhf. Boddinstrasse,bus,{'91'},,,,
1529,U-Bhf. Borsigwerke,bus,{'13'},"52.58274564980193, 13.289777166884834",nan,['13'],
1530,U-Bhf. Breitenbachplatz,bus,"{'33', '1'}","52.46728214655765, 13.309329229574995",nan,"['1', '33']",
1531,U-Bhf. Bundesplatz,bus,"{'86', '16'}","52.477862484073285, 13.328532721522553",nan,"['16', '86']",
1532,U-Bhf. Dahlem-Dorf,bus,"{'68', '1'}",,,,
1533,U-Bhf. Dimitroffstrasse,strassenbahn,"{'49', '21', '13', '22', '46', '70', '4'}","52.5401928,13.4113979",Q65088313,"['13', '22', '4', '21', '49', '70', '46']",
1534,U-Bhf. Ernst-Reuter-Platz,bus,"{'54', '62', '90'}",,,,
1535,U-Bhf. Ernst-Reuther-Platz,bus,{'23'},"52.51150267804278, 13.322633697709716",nan,['23'],
1536,U-Bhf. Fehrbelliner Platz,bus,"{'4', '50', '1'}","52.490390927187676, 13.31417745809863",nan,"['1', '50', '4']",
1537,U-Bhf. Ferbelliner Strasse,bus,{'74'},,,,
1538,U-Bhf. Friedrich-Wilhelm-Platz,bus,"{'2', '25', '17', '81', '86'}","52.47130766098046, 13.328385018588687",nan,"['2', '81', '86', '17', '25']",
1539,U-Bhf. Friedrichsfelde,bus,"{'8', '43', '53', '35'}",,,,
1540,U-Bhf. Gesundbrunnen,bus,"{'99', '64', '61'}",,,,
1541,U-Bhf. Gneisenaustrasse,bus,{'24'},"52.491226587637556, 13.396327911797728",nan,['24'],
1542,U-Bhf. Gneisenaustrasse/Zossener Strasse,bus,{'28'},,,,
1543,U-Bhf. Grenzallee,bus,"{'41', '77'}",,,,
1544,U-Bhf. Güntzelstrasse,bus,{'50'},"52.49083931327762, 13.33088532083388",nan,['50'],
1545,U-Bhf. Halemweg,bus,{'23'},,,,
1546,U-Bhf. Hallesches Tor,bus,"{'24', '41', '95'}","52.497910015148264, 13.391307667735301",nan,"['24', '41', '95']",
1547,U-Bhf. Hansaplatz,bus,"{'23', '16'}","52.51815899892448, 13.341596502400384",nan,"['23', '16']",
1548,U-Bhf. Heidelberger Platz,bus,{'60'},"52.48006162214815, 13.312159920359697",nan,['60'],
1549,U-Bhf. Hohenzollernplatz,bus,{'60'},"52.49379659973151, 13.323970282884028",nan,['60'],
1550,U-Bhf. Holzhauser Strasse,bus,{'13'},,,,
1551,U-Bhf. Innsbrucker Platz,bus,"{'85', '83', '48', '16'}",,,,
1552,U-Bhf. Jakob-Kaiser-Platz,bus,"{'9', '21', '62'}","52.5366288023428, 13.293515323121461",nan,"['9', '23', '62', '21']",
1553,U-Bhf. Johannisthaler Chaussee,bus,{'52'},,,,
1554,U-Bhf. Kaiserdamm,bus,{'10'},"52.50999451351762, 13.28180313022396",nan,['10'],
1555,U-Bhf. Kaiserin-Augusta-Strasse,bus,{'68'},,,,
1556,U-Bhf. Karl-Marx-Strasse,bus,{'4'},"52.476103832656094, 13.439462912520211",nan,['4'],
1557,U-Bhf. Kleistpark,bus,"{'84', '83', '48'}",,,,
1558,U-Bhf. Konstanzer Strasse,bus,"{'1', '74'}",,,,
1559,U-Bhf. Kottbusser Damm,bus,{'41'},"52.49276489731471, 13.422245830499508",nan,['41'],
1560,U-Bhf. Kottbusser Tor,bus,"{'41', '28'}","52.499122758255055, 13.4182411702772",nan,"['41', '28']",
1561,U-Bhf. Krumme Lanke,bus,"{'3', '53'}","52.44308074990891, 13.24046555211665",nan,"['53', '3']",
1562,U-Bhf. Kurfürstendamm,bus,"{'69', '29', '9', '19'}","52.503774788766066, 13.33108911416442",nan,"['9', '19', '29', '69']",
1563,U-Bhf. Kurfürstenstrasse,bus,"{'84', '83', '48'}",,,,
1564,U-Bhf. Kurt-Schumacher-Platz,bus,"{'8', '21', '62'}","52.56338157214657, 13.32719915637487",nan,"['8', '62', '21']",
1565,U-Bhf. Leinestrasse,bus,{'91'},,,,
1566,U-Bhf. Leopoldplatz,bus,"{'12', '64'}","52.54638728410018, 13.359182634014466",nan,"['12', '12E', '64']",
1567,U-Bhf. Lichtenberg,bus,{'93'},,,,
1568,U-Bhf. Magdalenenstrasse,bus,{'30'},"52.512459802712385, 13.48733613628432",nan,"['30', '112']",
1569,U-Bhf. Marchlewskistrasse,bus,{'34'},"52.51694156475367, 13.44263127423712",nan,"['34', '112']",
1570,U-Bhf. Mehringdamm,bus,"{'28', '19'}","52.49515666726518, 13.389395498893041",nan,"['28', '19']",
1571,U-Bhf. Mierendorffplatz,bus,"{'89', '72'}",,,,
1572,U-Bhf. Moritz-Platz,bus,{'29'},"52.50364551269473, 13.410714750030955",nan,['29'],
1573,U-Bhf. Moritzplatz,bus,{'41'},"52.50366899509004, 13.41055755394872",nan,"['41', '75']",
1574,U-Bhf. Mäkisches Museum,bus,{'78'},,,,
1575,U-Bhf. Märkisches Museum,bus,{'79'},"52.51269614729782, 13.411230303832852","nan, nan","['78'], ['79']",
1576,U-Bhf. Nauener Platz,bus,"{'64', '72'}",,,,
1577,U-Bhf. Neu-Westend,bus,{'4'},"52.51625397204876, 13.260832878941526",nan,['4'],
1578,U-Bhf. Neukölln,bus,{'65'},"52.46951739972892, 13.44165342826323",nan,['65'],
1579,U-Bhf. Neukölln/Karl-Marx-Strasse,bus,{'77'},,,,
1580,U-Bhf. Nollendorfplatz,bus,"{'19', '16'}","52.49948296769738, 13.354123408432695",nan,"['16', '19']",
1581,U-Bhf. Onkel Toms Hütte,bus,{'3'},"52.4507378741821, 13.253556704842808",nan,['3'],
1582,U-Bhf. Oskar-Helene-Heim,bus,"{'18', '1', '60', '11'}","52.450931264455825, 13.27065104602788",nan,"['11', '1', '60', '18']",
1583,U-Bhf. Osloer Strasse,bus,"{'14', '16', '22', '89', '8', '61'}",,,,
1584,U-Bhf. Pankow,bus,"{'50', '7', '52', '55', '33'}","52.56721533989539, 13.412199219637507",nan,"['55', '52', '50', '7', '33']",
1585,U-Bhf. Pankow,strassenbahn,"{'49', '22', '46'}","52.5596168,13.413232",Q65075426,"['49', '46', '22']",
1586,U-Bhf. Pankstrasse,bus,"{'99', '64', '61', '70'}",,,,
1587,U-Bhf. Parchimer Allee,bus,{'25'},"52.44566869961195, 13.44991915431808",nan,['25'],
1588,U-Bhf. Platz der Luftbrücke,bus,{'19'},"52.485530310741844, 13.386064080140601",nan,['19'],
1589,U-Bhf. Prinzenstrasse/Gitschiner Strasse,bus,{'28'},,,,
1590,U-Bhf. Rathaus Steglitz,bus,"{'32', '68', '17', '30', '85', '86', '88', '48'}",,,,
1591,U-Bhf. Reinickendorfer Strasse,bus,{'90'},,,,
1592,U-Bhf. Richard-Wagner-Platz,bus,"{'54', '62', '87'}","52.51745457872731, 13.306577542724405",nan,"['87', '62', '54']",
1593,U-Bhf. Rohrdamm,bus,"{'99', '10', '23', '55', '72'}",,,,
1594,U-Bhf. Rosa-Luxemburg-Platz,bus,"{'30', '40'}","52.52863959971529, 13.410137756293498",nan,"['30', '40', '112']",
1595,U-Bhf. Rosa-Luxemburg-Platz,strassenbahn,"{'63', '11', '18', '71', '24', '72', '20', '15'}","52.5286105,13.4104123",Q65690179,"['11', '24', '15', '71', '20', '63', '28', '18', '72']",
1596,U-Bhf. Rudow,bus,"{'41', '57'}","52.416213329739314, 13.49532377011464",nan,"['41', '57']",
1597,U-Bhf. Ruhleben,bus,"{'56', '54', '35', '5', '31'}","52.52596833151868, 13.241478578696297",nan,"['80', '35', '54', '5', '31', '56']",
1598,U-Bhf. Rüdesheimer Platz,bus,{'17'},"52.4720831087791, 13.314909778144818",nan,['17'],
1599,U-Bhf. Scharnweber Strasse,bus,{'21'},,,,
1600,U-Bhf. Scharnweberstrasse,bus,{'61'},"52.56723085204371, 13.311435188438125",nan,"['61', '21']",
1601,U-Bhf. Schlesisches Tor,bus,{'28'},"52.50108419874335, 13.441971259873345",nan,['28'],
1602,U-Bhf. Schloßstrasse,bus,"{'17', '85', '86', '33', '48'}","52.46150696581942, 13.325033972730989",nan,"['86', '17', '48', '85', '33']",
1603,U-Bhf. Seestrasse,bus,"{'12', '16'}","52.55034070697526, 13.35226808382855",nan,"['16', '12', '12E']",
1604,U-Bhf. Seestrasse/Müllerstrasse,bus,{'89'},"52.5505075999816, 13.351976880647314",nan,['89'],
1605,U-Bhf. Siemensdamm,bus,"{'55', '72'}",,,,
1606,U-Bhf. Sophie-Charlotte-Platz,bus,{'74'},,,,
1607,U-Bhf. Südstern,bus,{'28'},"52.48911192041882, 13.407868588860385",nan,['28'],
1608,U-Bhf. Tegel,bus,"{'13', '14'}","52.589503132547385, 13.283630715732999",nan,"['13', '14']",
1609,U-Bhf. Tempelhof,bus,"{'68', '28'}",,,,
1610,U-Bhf. Theodor-Heuss-Platz,bus,"{'4', '92'}",,,,
1611,U-Bhf. Thielplatz,bus,{'10'},"52.45104520805668, 13.281736418792137",nan,['10'],
1612,U-Bhf. Tierpark,bus,"{'94', '96', '53'}","52.497052283755544, 13.523844554479213",nan,"['53', '94', '96']",
1613,U-Bhf. Tierpark,strassenbahn,"{'17', '19'}","52.4967571,13.5240205",Q65952907,"['19', '17']",
1614,U-Bhf. Turmstrasse,bus,"{'24', '72', '90', '70'}",,,,
1615,U-Bhf. Uhlandstr,bus,{'29'},"52.50266739474818, 13.32600692857198",nan,['29'],
1616,U-Bhf. Uhlandstrasse,bus,"{'9', '19'}","52.50265361682102, 13.325826367165941",nan,"['9', '19']",
1617,U-Bhf. Ullsteinstrasse,bus,{'25'},"52.45276305061907, 13.384476319893118",nan,['25'],
1618,U-Bhf. Voltastrasse,bus,{'90'},,,,
1619,U-Bhf. Walther-Schreiber-Platz,bus,"{'76', '2', '17', '81', '85', '86', '48'}",,,,
1620,U-Bhf. Westphalweg,bus,{'33'},"52.4456019528536, 13.38577421076825",nan,['33'],
1621,U-Bhf. Wilhelmsdorfer Strasse,bus,{'92'},,,,
1622,U-Bhf. Wilmersdorfer Strasse,bus,"{'74', '66'}",,,,
1623,U-Bhf. Wittenbergplatz,bus,"{'73', '29', '19'}",,,,
1624,U-Bhf. Yorckstrasse,bus,{'19'},"52.49242124762778, 13.372193355800784",nan,['19'],
1625,U-Bhf. Zoologischer Garten,bus,{'9'},"52.50655562209984, 13.331571936951352",nan,['9'],
1626,U-Bhf. Zwickauer Damm,bus,{'57'},"52.42316772174534, 13.484176739454373",nan,['57'],
1627,Uckermarkstrasse,bus,{'60'},"52.52145144349922, 13.596724604247981",nan,['60'],
1628,Uhlandstrasse,bus,"{'69', '50', '60', '66'}",,,,
1629,Uhlandstrasse,strassenbahn,{'22'},,,,
1630,Ulandstrasse,u-bahn,{'3'},,,,
1631,Ullsteinstrasse,u-bahn,{'6'},"52.453775,13.384302777778",Q637870,['6'],
1632,Uranusweg,bus,{'61'},"52.56672979418403, 13.317113460331663",nan,['61'],
1633,Urbanstrasse,bus,{'28'},"52.49197792621568, 13.41266622804356",nan,['28'],
1634,VEB Berlin-Chemie,bus,{'23'},"52.43374828113537, 13.556312033894333",nan,['23'],
1635,VEB Chemie-Handel,strassenbahn,{'82'},,,,
1636,VEB Chemiehandel,strassenbahn,"{'13', '21'}","52.43374828113537, 13.556312033894333",nan,"['13', '21']",
1637,VEB Kombinat Auto Trans,bus,"{'62', '67'}","52.442947642563354, 13.519478957220752",nan,"['62', '67']",
1638,VEB Yachtwerft,strassenbahn,{'83'},"52.434329403493905, 13.571443963074454",nan,"['85', '83']",
1639,Verwaltungsgeb./Luftfracht,bus,{'9'},,,,
1640,Verwaltungsgebäude/Luftfracht,bus,{'8'},"52.549474329146136, 13.2958149065511",nan,"['8', '9']",
1641,Veteranenstrasse,strassenbahn,"{'18', '11'}","52.5324542,13.3974236",Q65691740,"['11', '18']",
1642,Viersener Strasse,bus,{'63'},,,,
1643,Viktoria-Luise-Platz,u-bahn,{'4'},"52.496161111111,13.342702777778",Q178685,['4'],
1644,Volkradstrasse,bus,{'96'},,,,
1645,Voltastrasse,bus,{'12'},"52.54009360944326, 13.384910258603504",nan,['12'],
1646,Voltastrasse,strassenbahn,{'83'},,,,
1647,Voltastrasse,u-bahn,{'8'},"52.542093,13.393022",Q663308,['8'],
1648,Von-Luck-Strasse/Waldfriedhof,bus,{'18'},"52.4262240706232, 13.209821442748183",nan,['18'],
1649,Waidmannslust,s-bahn,{'152'},,,,
1650,Waidmannslust Titiseestrasse,bus,{'22'},"52.607542589578465, 13.332434343087694",nan,['22'],
1651,Waldemarplatz,bus,{'53'},"52.43775537029681, 13.220189780766606",nan,['53'],
1652,Waldkrankenhaus,bus,{'5'},"52.56214542863615, 13.158340085815741",nan,['5'],
1653,Waldowallee,bus,{'96'},,,,
1654,Waldsassener Strasse,bus,{'2'},,,,
1655,Waldschulallee,bus,{'69'},"52.497158989372906, 13.270676981637067",nan,['69'],
1656,Waldschänke,bus,{'61'},"52.443318139967566, 13.68593963431219",nan,['61'],
1657,Waldstrasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},,,,
1658,Waldstrasse/Beusselstrasse,bus,"{'24', '72', '70'}","52.527338860167596, 13.329619664250114",nan,"['24', '70']",
1659,Walter-Schreiber-Platz,u-bahn,{'9'},,,,
1660,Waltersdorf,bus,{'38'},"52.36492901110609, 13.555712408051676",nan,['38'],
1661,Waltersdorfer Strasse,bus,{'38'},,,,
1662,Wannsee,s-bahn,{'156'},,,,
1663,Wannsee Kronprinzessinenweg,bus,{'E'},"52.42152492609861, 13.178387058453414",nan,['E'],
1664,"Wannsee, Heckeshorn",bus,{'3'},"52.42864825809188, 13.160148959421024",nan,['3'],
1665,"Wannsee, Kronprinzessinnenweg",bus,{'6'},"52.4411639332932, 13.200183380526358",nan,['6'],
1666,Wannseebadweg,bus,{'3'},"52.43351551299246, 13.188784240790504",nan,['3'],
1667,Wannseebauweg,bus,{'66'},,,,
1668,Warschauer Strasse,bus,"{'30', '34'}",,,,
1669,Warschauer Strasse,s-bahn,"{'100', '101', '115', '105', '110'}",,,,
1670,Warschauer Strasse,strassenbahn,{'3'},,,,
1671,Warschauerstrasse,s-bahn,{'143'},,,,
1672,"Wartenberg, Siedlung",bus,{'39'},,,,
1673,Wasserwerk,strassenbahn,{'84'},"52.4560563,13.6419956",Q66362601,['84'],
1674,Wasserwerkstrasse,bus,{'99'},"52.551200141985255, 13.165357254138527",nan,['99'],
1675,Watzmannweg,bus,{'78'},,,,
1676,Wedding,u-bahn,{'6'},"52.5425,13.366111",Q4018733,['6'],
1677,Wedding Seestrasse Ecke Müllerstrasse,bus,{'65'},"52.55042543340308, 13.352060584573605",nan,['65'],
1678,"Wedding, Bernauer Strasse",bus,{'12'},,,,
1679,"Wedding, Gartenplatz",bus,{'99'},"52.538426352037945, 13.38427004139461",nan,['99'],
1680,Weimarische Strasse,bus,{'86'},,,,
1681,Weinmeisterhornweg,bus,"{'35', '34'}","52.51105433396469, 13.171566023241633",nan,"['34', '35']",
1682,Weitlingstrasse,bus,"{'96', '43', '30', '35'}",,,,
1683,Weißenburger Strasse,bus,"{'97', '34'}",,,,
1684,Wenckebachstrasse,bus,{'25'},"52.45642065391037, 13.38687461346832",nan,['25'],
1685,Wendenschloß,strassenbahn,{'83'},"52.4169658,13.5885926",Q66363928,"['85', '83']",
1686,Wendenschloßstrasse,bus,{'68'},"52.442655291594335, 13.582139410088702",nan,['68'],
1687,Wendenschloßstrasse,strassenbahn,"{'26', '19'}","52.4429928,13.5812285",Q66095671,"['85', '26', '19']",
1688,Werderstrasse,bus,{'97'},"52.5674943907109, 13.210668052842317+52.56749721320509, 13.21066051385252",nan,['55']+ ['97'],
1689,Werderstrasse -Spandau Hakenfelde,bus,{'55'},,,,
1690,Werner-Lamberz-Strasse,bus,"{'8', '54', '35'}",,,,
1691,Werner-Voß-Damm,bus,{'28'},"52.474803817354264, 13.373351427024476",nan,['28'],
1692,Wernerbad,bus,{'60'},"52.51776756999088, 13.607950781560175",nan,['60'],
1693,Wernerstrasse,bus,{'6'},,,,
1694,Wesenberger Ring,bus,{'93'},,,,
1695,Wesendorfer Strasse,bus,{'22'},,,,
1696,Westerwaldstrasse (Friedhof),bus,{'5'},,,,
1697,Westfälische Strasse,bus,{'21'},,,,
1698,Westkreuz,s-bahn,{'156'},,,,
1699,Westphalweg,u-bahn,{'6'},,,,
1700,Wiebestrasse,bus,"{'99', '89', '72'}",,,,
1701,Wiesbadener Strasse,bus,{'16'},,,,
1702,Wiesenstrasse,bus,{'70'},"52.54763571080132, 13.373871074090278",nan,['70'],
1703,Wigandstaler Strasse,bus,{'56'},,,,
1704,Wildau,s-bahn,{'110'},,,,
1705,Wildenbruchstrasse,bus,"{'41', '95'}","52.48168061196596, 13.440207216297969",nan,"['95', '41']",
1706,Wilhelm-Pieck-Strasse,strassenbahn,"{'72', '20', '71'}","52.52707063581861, 13.415631215243033",nan,"['71', '20', '72']",
1707,Wilhelm-von-Siemens-Strasse,bus,"{'77', '11'}",,,,
1708,Wilhelminenhofstrasse,strassenbahn,"{'21', '26', '25', '82', '17'}","52.4619496,13.5139049",Q65951882,"['26', '21', '17', '85', '25', '82']",
1709,Wilhelmplatz,bus,{'66'},,,,
1710,"Wilhelmplatz, Stölpchensee",bus,{'18'},"52.41236829356413, 13.14172328787501",nan,['18'],
1711,Wilhelmshagen,s-bahn,{'105'},,,,
1712,Wilhelmshavener Strasse,bus,{'99'},,,,
1713,Wilhelmsmühlenweg,strassenbahn,{'83'},,,,
1714,Wilhelmsruh,s-bahn,{'152'},,,,
1715,Wilhelmsruh Kopenhagener Strasse,bus,{'72'},,,,
1716,"Wilhelmsruh, Fontanestrasse",bus,{'55'},"52.58985938767378, 13.361193570257216",nan,['55'],
