,line_id,stop_name,stop_order,stop_id
0,19761,"Moabit, Waldstrasse",0,1976974
1,19761,Turmstrasse,1,19761548
3,19761,Alt-Moabit,2,197641
5,19761,Franklinstrasse,3,1976404
6,19761,Otto-Suhr-Allee,4,19761084
7,19761,Bismarckstrasse,5,1976183
12,19761,Kantstrasse,6,1976721
13,19761,Kurfürstendamm,7,1976805
14,19761,Olivaer Platz,8,19761055
15,19761,Konstanzer Strasse,9,1976780
16,19761,U-Bhf. Fehrbelliner Platz,10,19761563
17,19761,U-Bhf. Blissestrasse,11,19761556
18,19761,Hildegardstrasse,12,1976627
19,19761,Laubacher Strasse Ecke Südwestkorso,13,1976843
20,19761,U-Bhf. Breitenbachplatz,14,19761558
21,19761,U-Bhf. Dahlem-Dorf,15,19761560
22,19761,Pacelli-/Thielallee,16,19761087
23,19761,Königin-Luise-Strasse,17,1976822
24,19761,U-Bhf. Oskar-Helene-Heim,18,19761604
25,19761,Winfriedstrasse,19,19761739
26,19761,Berliner Strasse,20,1976147
31,19761,Rathaus Zehlendorf,21,19761200
32,19761,Hampsteadstrasse Ecke Teltower Damm,22,1976568
33,19761,Goerzallee,23,1976492
34,19761,"Lichterfelde, Lindenstrasse",24,1976882
35,19762,Haselhorster Damm,0,1976579
36,19762,Gartenfelder Strasse,1,1976452
37,19762,Paulsternstrasse,2,19761113
40,19762,Nonnendammallee,3,19761035
41,19762,Grammestrasse,4,1976506
42,19762,Wernerwerkdamm,5,19761707
43,19762,Spandauer Damm,6,19761437
44,19762,U-Bhf. Kaiserdamm,7,19761579
45,19762,Funkturm/Omnibushf.,8,1976442
46,19762,Dernburgstrasse,9,1976303
47,19762,Amtgerichtsplatz,10,197687
48,19762,Kurfürstendamm,11,1976805
49,19762,Henriettenplatz,12,1976610
50,19762,Rathenauplatz,13,19761203
51,19762,Herbertstrasse/BSC-Sportplatz,14,1976611
52,19762,Elsterplatz,15,1976352
53,19762,Hundekehlestrasse,16,1976660
54,19762,Königen-Luise-Strasse/Museum Dahlem,17,1976820
55,19762,U-Bhf. Thielplatz,18,19761633
56,19762,Corrensplatz,19,1976287
58,19762,Berliner Strasse,20,1976148
62,19762,Teltower Damm,21,19761515
