line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19711_west,1971,A1,autobus,"Moabit, Waldstr. Ecke Turmstr.<> Lindenstr. Ecke Müllerstr.",57,,west,12.0,,0
19712_west,1971,A10,autobus,Haselhorsterdamm Ecke Gartenfelderstr.<> Lupsteinerweg,67,,west,10.0,,0
19713_west,1971,A11,autobus,"Dahlem, Waldfriedhof<> U-Bhf. Alt-Mariendorf",42,,west,10.0,,0
19714_west,1971,A12,autobus,Bernauerstr. Ecke Gartenstr.<> Hainbuchenstr. Ecke Maximilian-Korso,57,,west,15.0,,0
19715_west,1971,A13,autobus,Heiligensee<> Weinmeisterhornweg Ecke Wilhelmstr.,57,,west,15.0,,0
19716_west,1971,A14,autobus,Heiligensee Ecke Alt-Heiligensee<> Rügenerstr. Ecke Brunnenstr.,55,,west,15.0,,0
19717_west,1971,A14E,autobus,Alt-Heiligensee<> Falkenplatz,9,,west,30.0,,0
19718_west,1971,A15,autobus,"Wittenauerstr. Ecke Eichhorsterweg<> Frohnau, Invalidensiedlung",55,,west,20.0,,0
19719_west,1971,A16,autobus,Osloerstr. Ecke Koloniestr.<> Englerallee,58,,west,15.0,,0
197110_west,1971,A17,autobus,"Grunewald, Fontanestr.<> Celsiusstr.",53,,west,10.0,,0
197111_west,1971,A18,autobus,U-Bhf. Oskar-Helene-Heim<> Machnowerstr. Ecke Königsweg,33,,west,20.0,,0
197112_west,1971,A19,autobus,Roseneck<> Flughafen,39,,west,10.0,,0
197113_west,1971,A2,autobus,U-Bhf. Friedrich-Wilhelm-Platz<> Waldsassenerstr. Ecke Ahrensdorferstr.,31,,west,10.0,,0
197114_west,1971,A20,autobus,"Tegelort, Almazeile<> Lübars, Alt-Lübars",40,,west,15.0,,0
197115_west,1971,A21,autobus,"Quickbornerstr., Märkische Viertel<> Fehrbellinerplatz",56,,west,15.0,,0
197116_west,1971,A22,autobus,Kurt-Schumacher-Platz<> Wittenauerstr. Ecke Eichhorsterweg,27,,west,15.0,,0
197117_west,1971,A23,autobus,Hardenbergplatz<> Buolstr. Ecke Rohrdamm,46,,west,10.0,,0
197118_west,1971,A24,autobus,Wiebestr. Ecke Huttenstr.<> Platz der Luftbrücke,41,,west,15.0,,0
197119_west,1971,A25,autobus,U-Bhf. Friedrich-Wlhelm-Patz<> Grünerweg Ecke Buschkrugallee,36,,west,10.0,,0
197120_west,1971,A28,autobus,U-Bhf. Tempelhof<> Heckmannufer Ecke Schlesischestr.,35,,west,15.0,,0
197121_west,1971,A29,autobus,Roseneck<> Oranienplatz,40,,west,10.0,,0
197122_west,1971,A3,autobus,Düppel-Süd<> Heckeshorn,46,,west,15.0,,0
197123_west,1971,A31,autobus,U-Bhf. Ruhleben<> Heidebergplan,28,,west,20.0,,0
