stop_order,stop_id,line_id
0,19710_west,19711_west
1,19711_west,19711_west
2,19712_west,19711_west
3,19713_west,19711_west
4,19714_west,19711_west
5,19715_west,19711_west
6,19716_west,19711_west
7,19717_west,19711_west
8,19718_west,19711_west
9,19719_west,19711_west
10,197110_west,19711_west
11,197111_west,19711_west
12,197112_west,19711_west
13,197113_west,19711_west
14,197114_west,19711_west
0,197115_west,19712_west
1,197116_west,19712_west
2,197117_west,19712_west
3,197118_west,19712_west
4,197119_west,19712_west
5,197120_west,19712_west
6,197121_west,19712_west
7,197122_west,19712_west
8,197123_west,19712_west
9,197124_west,19712_west
10,197125_west,19712_west
11,197126_west,19712_west
12,197127_west,19712_west
13,197128_west,19712_west
14,197129_west,19712_west
0,197130_west,19713_west
1,197131_west,19713_west
2,197132_west,19713_west
3,197133_west,19713_west
4,197134_west,19713_west
5,197135_west,19713_west
6,197136_west,19713_west
7,197137_west,19713_west
8,197138_west,19713_west
9,197139_west,19713_west
10,197140_west,19713_west
11,197141_west,19713_west
12,197142_west,19713_west
13,197143_west,19713_west
14,197144_west,19713_west
0,197145_west,19714_west
1,197146_west,19714_west
2,197147_west,19714_west
3,197148_west,19714_west
4,197149_west,19714_west
5,197150_west,19714_west
6,197151_west,19714_west
7,197152_west,19714_west
8,197153_west,19714_west
9,197154_west,19714_west
10,197155_west,19714_west
11,197156_west,19714_west
12,197157_west,19714_west
13,197158_west,19714_west
14,197159_west,19714_west
0,197160_west,19715_west
1,197161_west,19715_west
2,197162_west,19715_west
3,197163_west,19715_west
4,197164_west,19715_west
5,197165_west,19715_west
6,197166_west,19715_west
7,197167_west,19715_west
8,197168_west,19715_west
9,197169_west,19715_west
10,197170_west,19715_west
11,197171_west,19715_west
12,197172_west,19715_west
13,197173_west,19715_west
14,197174_west,19715_west
0,197175_west,19716_west
1,197176_west,19716_west
2,197177_west,19716_west
3,197178_west,19716_west
4,197179_west,19716_west
5,197180_west,19716_west
6,197181_west,19716_west
7,197182_west,19716_west
8,197183_west,19716_west
9,197184_west,19716_west
10,197185_west,19716_west
11,197186_west,19716_west
12,197187_west,19716_west
13,197188_west,19716_west
14,197189_west,19716_west
0,197190_west,19717_west
1,197191_west,19717_west
2,197192_west,19717_west
3,197193_west,19717_west
4,197194_west,19717_west
5,197195_west,19717_west
0,197196_west,19718_west
1,197197_west,19718_west
2,197198_west,19718_west
3,197199_west,19718_west
4,1971100_west,19718_west
5,1971101_west,19718_west
6,1971102_west,19718_west
7,1971103_west,19718_west
8,1971104_west,19718_west
9,1971105_west,19718_west
10,1971106_west,19718_west
11,1971107_west,19718_west
12,1971108_west,19718_west
13,1971109_west,19718_west
14,1971110_west,19718_west
0,1971111_west,19719_west
1,1971112_west,19719_west
2,1971113_west,19719_west
3,1971114_west,19719_west
4,1971115_west,19719_west
5,1971116_west,19719_west
6,1971117_west,19719_west
7,1971118_west,19719_west
8,1971119_west,19719_west
9,1971120_west,19719_west
10,1971121_west,19719_west
11,1971122_west,19719_west
12,1971123_west,19719_west
13,1971124_west,19719_west
14,1971125_west,19719_west
0,1971126_west,197110_west
1,1971127_west,197110_west
2,1971128_west,197110_west
3,1971129_west,197110_west
4,1971130_west,197110_west
5,1971131_west,197110_west
6,1971132_west,197110_west
7,1971133_west,197110_west
8,1971134_west,197110_west
9,1971135_west,197110_west
10,1971136_west,197110_west
11,1971137_west,197110_west
12,1971138_west,197110_west
13,1971139_west,197110_west
14,1971140_west,197110_west
0,1971141_west,197111_west
1,1971142_west,197111_west
2,1971143_west,197111_west
3,1971144_west,197111_west
4,1971145_west,197111_west
5,1971146_west,197111_west
0,1971147_west,197112_west
1,1971148_west,197112_west
2,1971149_west,197112_west
3,1971150_west,197112_west
4,1971151_west,197112_west
5,1971152_west,197112_west
6,1971153_west,197112_west
7,1971154_west,197112_west
8,1971155_west,197112_west
9,1971156_west,197112_west
10,1971157_west,197112_west
11,1971158_west,197112_west
12,1971159_west,197112_west
13,1971160_west,197112_west
14,1971161_west,197112_west
0,1971162_west,197113_west
1,1971163_west,197113_west
2,1971164_west,197113_west
3,1971165_west,197113_west
4,1971166_west,197113_west
5,1971167_west,197113_west
6,1971168_west,197113_west
7,1971169_west,197113_west
8,1971170_west,197113_west
