stop_order,stop_id,line_id
0,19650_west,19651_west
1,19651_west,19651_west
2,19652_west,19651_west
3,19653_west,19651_west
4,19654_west,19651_west
5,19655_west,19651_west
6,19656_west,19651_west
7,19657_west,19651_west
8,19658_west,19651_west
9,19659_west,19651_west
10,196510_west,19651_west
11,196511_west,19651_west
12,196512_west,19651_west
13,196513_west,19651_west
14,196514_west,19651_west
0,196515_west,19652_west
1,196516_west,19652_west
2,196517_west,19652_west
3,196518_west,19652_west
4,196519_west,19652_west
5,196520_west,19652_west
6,196521_west,19652_west
7,196522_west,19652_west
8,196523_west,19652_west
9,196524_west,19652_west
10,196525_west,19652_west
11,196526_west,19652_west
0,196527_west,19653_west
1,196528_west,19653_west
0,196529_west,19654_west
1,196530_west,19654_west
2,196531_west,19654_west
3,196532_west,19654_west
4,196533_west,19654_west
5,196534_west,19654_west
6,196535_west,19654_west
7,196536_west,19654_west
8,196537_west,19654_west
9,196538_west,19654_west
10,196539_west,19654_west
11,196540_west,19654_west
12,196541_west,19654_west
0,196542_west,19655_west
1,196543_west,19655_west
2,196544_west,19655_west
3,196545_west,19655_west
4,196546_west,19655_west
5,196547_west,19655_west
6,196548_west,19655_west
7,196549_west,19655_west
8,196550_west,19655_west
9,196551_west,19655_west
10,196552_west,19655_west
11,196553_west,19655_west
12,196554_west,19655_west
0,196555_west,19656_west
1,196556_west,19656_west
2,196557_west,19656_west
3,196558_west,19656_west
4,196559_west,19656_west
5,196560_west,19656_west
6,196561_west,19656_west
7,196562_west,19656_west
8,196563_west,19656_west
9,196564_west,19656_west
10,196565_west,19656_west
11,196566_west,19656_west
12,196567_west,19656_west
13,196568_west,19656_west
0,196569_west,19657_west
1,196570_west,19657_west
2,196571_west,19657_west
3,196572_west,19657_west
4,196573_west,19657_west
5,196574_west,19657_west
6,196575_west,19657_west
7,196576_west,19657_west
8,196577_west,19657_west
9,196578_west,19657_west
10,196579_west,19657_west
11,196580_west,19657_west
12,196581_west,19657_west
13,196582_west,19657_west
14,196583_west,19657_west
15,196584_west,19657_west
0,196585_west,19658_west
1,196586_west,19658_west
2,196587_west,19658_west
3,196588_west,19658_west
4,196589_west,19658_west
5,196590_west,19658_west
6,196591_west,19658_west
7,196592_west,19658_west
8,196593_west,19658_west
9,196594_west,19658_west
10,196595_west,19658_west
11,196596_west,19658_west
12,196597_west,19658_west
13,196598_west,19658_west
14,196599_west,19658_west
