line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19651_west,1965,15,tram,"Marienfelde, Daimlerstrasse<> Schulenburgpark",36.0,,west,10.0,,195
19652_west,1965,47,tram,Gradestrasse Ecke Tempelhofer Weg<> Groß-Ziethener-Chaussee Ecke Waltersdorferchaussee,21.0,,west,10.0,,195
19653_west,1965,47P,tram,"Groß-Ziethener-Chaussee Ecke Waltersdorferchaussee<> Rudow, Stadtgrenze",6.0,,west,20.0,,195
19654_west,1965,53,tram,"Richard-Wagner-Platz<> Hakenfelde, Niederneuendorferallee",40.0,,west,20.0,,195
19655_west,1965,54,tram,"Richard-Wagner-Platz<> Spandau, Johannesstift",41.0,,west,20.0,,195
19656_west,1965,55,tram,Bhf. Zoo<> Hakenfelde,51.0,,west,15.0,,195
19657_west,1965,75,tram,"Zoo, Kantstrasse<> Hakenfelde",58.0,,west,20.0,,195
19658_west,1965,76,tram,"Zoo, Kantstrasse<> Johannesstift",59.0,,west,20.0,,195
19659_west,1965,96,tram,"Lindenstrasse Ecke Kochstrasse<> Lichterfelde, Goerzallee",49.0,,west,15.0,,195
196510_west,1965,A1,autobus,Waldstrasse Ecke Turmstrasse<> Lindenstrasse Ecke Ostpreußendamm,58.0,,west,15.0,,0
196511_west,1965,A2,autobus,"Bhf. Zoo, Hardenbergplatz<> Trippsteinstrase Ecke Frankenhauserstrasse",39.0,,west,10.0,,0
196512_west,1965,A3,autobus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39.0,,west,10.0,,0
196513_west,1965,A4,autobus,"Neu-Westend, Brixplatz<> Harzerstrasse Ecke Elsenstrasse",56.0,,west,10.0,,0
196514_west,1965,A5,autobus,"Machandelweg<> Spandau, Landesnervenklinik",32.0,,west,10.0,,0
196515_west,1965,A6,autobus,S-Bhf. Wannsee<> Glienicker Brücke,13.0,,west,30.0,,0
196516_west,1965,A10,autobus,"Haselhorst, Kirche<> Lupsteinerweg Ecke Sachtlebenstrasse",62.0,,west,10.0,,0
196517_west,1965,A11,autobus,"Saargemünderstrasse Ecke Clayallee<> Marienelde, Alt-Marienfelde",34.0,,west,7.5,,0
196518_west,1965,A12,autobus,Gartenstrasse Ecke Bernauerstrasse<> Hainbuchenstrasse Ecke Stolzingstrasse,54.0,,west,20.0,,0
196519_west,1965,A13,autobus,"Heiligensee, Alt-Heiligensee<> Weinmeisterhornweg Ecke Wilhelmstrasse",57.0,,west,15.0,,0
196520_west,1965,A14,autobus,"Heiligensee, Alt-Heiligensee<> Rügenerstrasse Ecke Brunnenstrasse",53.0,,west,15.0,,0
196521_west,1965,A15,autobus,Lübarserstrasse Ecke Eichorsterweg<> Invalidensiedlung,55.0,,west,20.0,,0
196522_west,1965,A16,autobus,Osloerstrasse Ecke Koloniestrasse<> Englerallee,50.0,,west,15.0,,0
196523_west,1965,A17,autobus,"Grunewald, Fontanestrasse<> Saaleckplatz",46.0,,west,10.0,,0
196524_west,1965,A18,autobus,Saargemünderstrasse Ecke Clayallee<> Machnowerstrasse Ecke Königsweg,30.0,,west,20.0,,0
196525_west,1965,A19,autobus,Roseneck<> Flughafen Tempelhof,39.0,,west,10.0,,0
196526_west,1965,A20,autobus,"Tegelort, Almazeile<> Lübars Dorfaue",36.0,,west,15.0,,0
196527_west,1965,A21,autobus,Wilhelmsruher Damm/Wentowsteig<> U-Bhf. Fehrbelliner Platz,50.0,,west,15.0,,0
196528_west,1965,A24,autobus,"Moabit, Wiebestrasse<> Flughafen Tempelhof",39.0,,west,15.0,,0
196529_west,1965,A25,autobus,Unionplatz<> Grünerweg Ecke Parchimerallee,59.0,,west,10.0,,0
196530_west,1965,A28,autobus,Loewenhardtdamm<> Heckmannufer Ecke Schlesischestrasse,30.0,,west,7.5,,0
196531_west,1965,A29,autobus,Roseneck<> Oranienplatz,40.0,,west,10.0,,0
196532_west,1965,A31,autobus,Machandelweg<> Heidebergplan,30.0,,west,20.0,,0
196533_west,1965,A32,autobus,Breitenbachplatz<> Bahnstrasse Ecke Marienfelderallee,28.0,,west,6.0,,0
196534_west,1965,A33,autobus,Berlinickestrasse Ecke Albrechtstrasse<> Kaiserstrasse Ecke Mariendorferdamm,15.0,,west,5.0,,0
196535_west,1965,A34,autobus,"Spandau, Friedhof<> Gutshof",48.0,,west,30.0,,0
196536_west,1965,A34E,autobus,Alt-Gatow<> Siedlung Habichtswald,8.0,,west,50.0,,0
196537_west,1965,A35,autobus,"Spandau, Friedhof<> Kladow, Hottengrund",45.0,,west,30.0,,0
196538_west,1965,A35E,autobus,"Kladow, Dorfplatz<> Altenheim Hottengrund",7.0,,west,280.0,,0
196539_west,1965,A48,autobus,"Zehlendorf, Potsdamerstrasse Ecke Fischerhüttenstrasse<> Tiergartenstrasse/Philharmonie",39.0,,west,10.0,,0
196540_west,1965,A50,autobus,"Roseneck, Rheinbabenallee<> Pragerplatz",19.0,,west,10.0,,0
196541_west,1965,A51,autobus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10.0,,west,30.0,,0
196542_west,1965,A52,autobus,"Marienfelde, Stadtrandsiedlung<> Stubenraustrasse Ecke Kanalstrasse",46.0,,west,20.0,,0
196543_west,1965,A53,autobus,"Nikolassee, Alemannenstrasse<> Oberhoferplatz",43.0,,west,20.0,,0
196544_west,1965,A60,autobus,"Grunewald, Roseneck<> Wittenbergplatz",26.0,,west,10.0,,0
196545_west,1965,A61,autobus,Zobeltitzstrasse Ecke Eichborndamm<> Gartenplatz,32.0,,west,10.0,,0
196546_west,1965,A62,autobus,"Wittenau, Cyclopstrasse<> Wittenbergplatz",38.0,,west,15.0,,0
196547_west,1965,A63,autobus,Radelandstrasse Ecke Niederheideweg<> Seegefelderweg (Stadtgrenze),30.0,,west,20.0,,0
196548_west,1965,A64,autobus,Vinetaplatz<> Holländerstrasse Ecke Septimerstrasse,26.0,,west,7.5,,0
196549_west,1965,A65,autobus,Goebelplatz<> Schulenburgpark,55.0,,west,10.0,,0
196550_west,1965,A66,autobus,Düppel-Süd<> U-Bhf. Onkel-Toms-Hütte,18.0,,west,20.0,,0
196551_west,1965,A67,autobus,Oranienstrasse Ecke Lindenstrasse<> Otto-Wels-Ring Ecke Str. 454,36.0,,west,5.0,,0
