,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
480,481,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,strassenbahn,82,"52.4789566,13.5234316",Q65951921,498,82,nan
481,482,Heinrich-Heine-Strasse,strassenbahn,11,"52.51099529411967, 13.416420239383946",nan,499,"64,11",nan
482,483,Heinrich-Mann-Platz,bus,"A45,A55,A58","52.57297246262195, 13.392146133350426",nan,500,"A55,A45",Heinrich-Mann-Platz
483,484,Hennigsdorf (b Bln),s-bahn,KBS 104d,"52.638,13.2057",Q800909,501,KBS 105,Hennigsdorf station
484,485,Hennigsdorf Nord,s-bahn,KBS 104d,"52.66,13.2033",Q685717,502,KBS 105,nan
485,486,Henriettenplatz,bus,"A69,A10,A29,A4,A19",,,,,
486,487,Hermannplatz,bus,"A67,A75","52.48778872855567, 13.425393480017616",nan,503,A67,Hermannplatz Ecke Sonnenallee
487,488,Hermannplatz,strassenbahn,95,"52.487085572732276, 13.424752445258537",nan,504,"3,95,47,27,26",Hermannplatz
488,489,Hermannplatz,u-bahn,"D,C I","52.48629,13.42455",Q658929,505,"D,C I",Hermannplatz
489,490,Hermannstr.,s-bahn,"KBS 100,KBS 100k","52.4675,13.431111111111",Q111263802,506,"KBS 100a,KBS 100",S-Bahnhof Hermannstraße
490,491,Hermannstrasse,strassenbahn,15,"52.46476232618638, 13.432818109719008",nan,507,"15,26",Hermannstrasse
491,492,Hermannstrasse Ecke Silbersteinstrasse,bus,A65,"52.46644333425963, 13.43195484694859",nan,508,A65,nan
492,493,Hermsdorf,s-bahn,KBS 100e,"52.6178,13.3069",Q263189,509,KBS 106,Berlin-Hermsdorf station
493,494,Hermsdorfer Damm,bus,"A15,A12,A12S","52.62242143698805, 13.31287835380073 ;   52.600011860666825, 13.281303213246002",nan,510,A12 ; A15,Hermsdorfer Damm Ecke Berliner Strasse ;  Hermsdorfer Damm Ecke Karolinenstrasse
494,495,Hertzbergplatz,bus,A67,"52.477487105395774, 13.448598156816837",nan,511,A67,Hertzbergplatz
495,496,Hertzbergplatz,strassenbahn,95,"52.4773735457893, 13.448843811492495",nan,512,95,Hertzbergplatz
496,497,Herzbergstrasse,strassenbahn,"69,69E",,,,,
497,498,"Hessenwinkel, Lindenstrasse",bus,A22,"52.42653518647879, 13.728458969026482",nan,513,A22,"Hessenwinkel, Lindenstrasse"
498,499,Hildegardstrasse,bus,A86,,,,,
499,500,Hindenburgdamm,bus,"A86,A48","52.45352507850236, 13.315671490206539",nan,515,A48,Hindenburgdamm Ecke Unter den Eichen
500,501,Hindenburgdamm Ecke Gardeschützweg,bus,A85,,,,,
501,502,Hirschgarten,s-bahn,KBS 102,"52.4579,13.6032",Q4892435,517,KBS 102,Berlin Hirschgarten station
502,503,Hirschgarten,strassenbahn,"84,87","52.4518533,13.6006245",Q66360740,518,"84,87",Hirschgarten
503,504,Hirtestrasse,strassenbahn,86,"52.46228517510202, 13.582989445330378",nan,519,86,nan
504,505,Hochgerichtstrasse,bus,A99,"52.53838037062423, 13.183009198076522",nan,520,"A63,A5",Hochgerichtstrasse Ecke Seegefelder Strasse
505,506,Hochgerichtstrasse Ecke Seegefelder Strasse,bus,A63,,,,,
506,507,Hochmeisterplatz,bus,A4,"52.49468637986547, 13.301254684721862",nan,521,A4,Hochmeisterplatz
507,508,Hochschule für Ökonomie,strassenbahn,"69,69E","52.4927681,13.5266059
","Q65952866
",522,69,nan
508,509,Hohefeldstrasse,bus,A12S,,,,,
509,510,Hohen Neuendorf (b Bln),s-bahn,KBS 104,,,,,
510,511,"Hohenschönhausen, Falkenberger Strasse",bus,A39,"52.550229554941964, 13.509585042301534
",nan,524,A39,nan
511,512,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"70,64","52.5508672,13.5094994",Q65555882,525,"64,70",nan
512,513,"Hohenschönhausen, Gartenstadt",strassenbahn,63,"52.5508672,13.5094994
","Q65555882
",526,63,nan
513,514,Hohenschönhauser Strasse,strassenbahn,3,"52.5359329,13.4729468",Q65553684,527,3,nan
514,515,Hohenschöpping,s-bahn,KBS 104d,"52.67,13.1945",Q19274489,528,KBS 105,Bahnhof Hohenschöpping
515,516,Hohenstaufenplatz,bus,A67,"52.49085480753271, 13.423419999335453",nan,529,A67,Hohenstaufenplatz
516,517,Hohenzollerndamm,s-bahn,"KBS 100,KBS 100k","52.4885,13.3004",Q800503,531,KBS 100,Berlin Hohenzollerndamm station
517,518,Hohenzollerndamm Ecke Stadtautobahn,bus,A65,,,,,
518,519,Hohenzollernplatz,bus,A53,,,,,
519,520,Hohenzollernplatz,u-bahn,A II,"52.493888888889,13.325",Q571570,532,"A II,B II",Hohenzollernplatz
520,521,Hohenzollernring,strassenbahn,"54,75,55,53","52.55569292602298, 13.20744492422738 ; 52.55534806923232, 13.198657615343986",nan,534,"53,75 ; 54,76",Hohenzollernring Ecke Streitstraße ; Hohenzollernring Ecke Schönwalder Allee 
521,522,Hohenzollernring Ecke Schönwalder Allee,strassenbahn,76,,,,,
522,523,Hohenzollernring Ecke Schönwalderstrasse,bus,AS1s,,,,,
523,524,Holteistrasse Ecke Boxhagener Strasse,strassenbahn,3,,,,,
524,525,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,13,,,,,
525,526,Holtheimer Weg,bus,A85,,,,,
526,527,Holzhauser Str.,u-bahn,C I,"52.575833333333,13.296111111111",Q557566,537,C I,Holzhauser Straße
527,528,Holzhauser Strasse,bus,A15,"52.59178549505881, 13.326377240287412 ;  52.581973276504755, 13.305409380050108",nan,538,"A12,A14 ; A15","Holzhauser Strasse, Rathaus Reinickendorf ;  Holzhauser Strasse Ecke Breitenbachstrasse"
528,529,Hoppegarten (Mark),s-bahn,KBS 101,"52.5183,13.6734",Q15197357,539,KBS 101,Hoppegarten (Mark) station
529,530,Hottengrund,bus,A35,"52.44597765000425, 13.126251393745859",nan,540,A35,Hottengrund
530,531,Hultschiner Damm,bus,A8,"52.47711373957008, 13.600598140620137",nan,541,A8,nan
531,532,Humannplatz,strassenbahn,70,"52.5493627,13.4213646",Q65962652,542,70,Humannplatz
532,533,Humboldthain,s-bahn,"KBS 100d,KBS 100c,KBS 100e","52.5451,13.3796",Q481276,543,"KBS 104,KBS 105,KBS 106",Berlin Humboldthain station
533,534,Humboldtstrasse,bus,A61,"52.56929443788896, 13.32995611157798",nan,544,A61,Humboldtstrasse Ecke Ollenhauerstrasse
534,535,Hundekehlestrasse,bus,A10,"52.47548162130776, 13.290308772196097",nan,545,A10,Hundekehlestrasse Ecke Warnemünder Strasse
535,536,Huttenstrasse Ecke Beusselstrasse,bus,A89,,,,,
536,537,Händelplatz,bus,"A85,A84",,,,,
537,538,Höllenderstrasse Ecke Septimer Strasse,bus,A64,,,,,
538,539,"Hönow, Dorfstrasse",bus,A44,"52.54884927869554, 13.63648687804691
",nan,547,A44,nan
539,540,Hönower Wiesenweg,strassenbahn,13,,,,,
540,541,Ihnestrasse,bus,A11,"52.44831039409289, 13.276355065531465",nan,548,A11,Ihnestrasse Ecke Garystrasse
541,542,Im Fischgrund,bus,A12S,,,,,
542,543,Imbrosweg,strassenbahn,15,"52.443541863050356, 13.398564688322455",nan,549,15,Imbrosweg
543,544,Imbrosweg Ecke Dardanellenweg,bus,A81,,,,,
544,545,Imbrosweg Ecke Goldenes Horn,bus,A81,,,,,
545,546,Industriestrasse,strassenbahn,15,"52.455350229930445, 13.409794385645863",nan,550,"15,26",Industriestrasse
546,547,Innsbrucker Platz,bus,"A16,A75,A84,A48,A4,A65,A83","52.478545508234895, 13.34405868604117",nan,551,"A75,A65,A4,A16,A48",Innsbrucker Platz
547,548,Innsbrucker Platz,s-bahn,"KBS 100,KBS 100k","52.4786,13.3439",Q111263876,552,"KBS 100a,KBS 100",S-Bahnhof Innsbrucker Platz
548,549,Innsbrucker Platz,u-bahn,B I,,,,,
549,550,Invalidenstrasse,bus,"A59,A86",,,,,
550,551,Invalidenstrasse,strassenbahn,82,,,,,
551,552,Invalidenstrasse Ecke Chausseestrasse,strassenbahn,1,"52.5304158,13.3827302",Q65552697,555,1,U Naturkundemuseum
552,553,Jakob-Kaiser-Platz,bus,"A99,A65,A72","52.536739701449115, 13.293604878938678",nan,557,A72,nan
553,554,Jakob-Kaiser-Platz,strassenbahn,55,"52.53674527783534, 13.293570890395548",nan,558,55,nan
554,555,Jannowitzbrücke,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.514822222222,13.41795",Q27955427,559,"KBS 101,KBS 103,KBS 102",S-Jannowitzbrücke station
555,556,"Jerusalems-Kirche, Lindenstrasse",bus,A67,"52.507080658279015, 13.398349137947935",nan,560,A67,"Jerusalems-Kirche, Lindenstrasse"
556,557,Joachim-Friedrich-Strasse,bus,A29,"52.49796465694724, 13.296270941417216",nan,561,A29,Joachim-Friedrich-Strasse Ecke Kurfürstendamm
557,558,Joachim-Friedrich-Strasse Ecke Kurfürsten Damm,bus,A69,"52.497990910880795, 13.296176084656011",nan,562,A69,nan
558,559,Joachimstaler Strasse,bus,A29,"52.50444348896255, 13.335628270538354",nan,563,"A19,A60,A29",Joachimstaler Strasse
559,560,Joachimstaler Strasse Ecke Kurfürstendamm,bus,"A69,A19","52.503848526250394, 13.331282191682005",nan,564,A69,nan
560,561,Joachimstrasse,bus,A38,"52.40316589631168, 13.57664158970399",nan,565,A38,Joachimstrasse Ecke Schulzendorfer Strasse
561,562,Johannesstift,strassenbahn,"54,76","52.56762416524039, 13.191782610265674",nan,566,"54,76",Johannesstift
562,563,"Johannisthal, Haeckelstrasse",strassenbahn,"85,69,69E","52.4402944,13.5052638",Q66225573,567,69,Haeckelstraße
563,564,Johannisthaler Chaussee,bus,A47,"52.45136033294721, 13.488299619950027",nan,568,A47,Johannisthaler Chaussee Ecke Königsheideweg
564,565,Johannisthaler Chaussee Ecke Rudower Strasse,strassenbahn,47,,,,,
565,566,John-Foster-Dulles-Allee,bus,A24,"52.517085214536316, 13.354609198247653",nan,570,A24,John-Foster-Dulles-Allee Ecke Spreeweg
566,567,Jungfernheide,s-bahn,"KBS 100a,KBS 100,KBS 100b","52.53035,13.299433333333",Q110977325,571,"KBS 103a,KBS 100c,KBS 100",S-Bahnhof Jungfernheide
567,568,Jungfernstieg,bus,A53,,,,,
568,569,Jänickestrasse,bus,A53,"52.427213941734294, 13.271659447787256
",nan,572,A53,nan
569,570,"Jüdenstrasse, Molkenmarkt",strassenbahn,71,,,,,
570,571,Kadettenweg Ecke Finckenstein Allee,bus,A84,,,,,
571,572,Kaiser-Friedrich-Strasse,bus,A74,"52.50678666128108, 13.302343266081147",nan,573,A74,nan
572,573,Kaiser-Wilhelm-Platz,bus,"A75,A84,A48,A4,A83","52.486329247981715, 13.35655627172785",nan,574,"A4,A48,A75",Kaiser-Wilhelm-Platz
573,574,Kaiserdamm (Messedamm),u-bahn,A I,"52.51,13.2822",Q656409,576,"A I,B I",Kaiserdamm
574,575,Kaisereiche,bus,"A84,A75,A25,A48","52.46896806014468, 13.332614886077709",nan,577,"A25,A48,A75",Kaisereiche
575,576,Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm,bus,A68,"52.45934920938466, 13.384516351201325",nan,579,A68,nan
576,577,Kaiserstrasse Ecke Lichtenrader Damm,bus,A76,,,,,
577,578,Kaiserstrasse Ecke Mariendorfer Damm,bus,"A77,A78","52.44556072681654, 13.38580316499979+ 52.445571772041696, 13.38576290701988",nan+ nan,581+ 582,A76+ A77,nan+ nan
578,579,Kaiserstrasse/Ringstrasse,bus,A33,"52.44449600134536, 13.372233806361567",nan,583,A33,Kaiserstrasse/Ringstrasse
579,580,Kali-Chamie,strassenbahn,95,,,,,
580,581,Kali-Chemie,strassenbahn,"92,87","52.46329854840191, 13.499789773217568
+ 52.46329854840191, 13.499789773217568",nan+ nan,584+ 585,95+ 92,nan+ nan
581,582,Kanalstrasse,bus,A52,"52.42383870085989, 13.514466425990765",nan,586,A52,Kanalstrasse Ecke Köpenicker Strasse
582,583,Kantstrasse,bus,A21,"52.50678794910284, 13.302320269833038",nan,587,A21,Kantstrasse Ecke Kaiser-Friedrich-Strasse
583,584,Kantstrasse Ecke Wilmersdorferstrasse,bus,"A86,A89",,,,,
584,585,Karl-Marx-Str.,u-bahn,C I,"52.476111111111,13.439166666667",Q519494,589,C I,Karl-Marx-Straße
585,586,Karl-Marx-Strasse Ecke Saalestrasse,bus,A65,,,,,
586,587,Karlshorst,s-bahn,KBS 102,"52.4808,13.5258",Q111327045,590,KBS 102,S-Bahnhof Berlin Karlshorst
587,588,Karlshorster Strasse,strassenbahn,13,"52.502334098187674, 13.475466875195085",nan,591,13,Karlshorster Strasse
588,589,Karolinenhof Mitte,strassenbahn,86,"52.39176095915858, 13.634654256792825",nan,592,86,nan
589,590,Karolinenstrasse,bus,A20,"52.59678679258494, 13.276661373436578",nan,593,A20,Karolinenstrasse Ecke Hermsdorfer Damm
590,591,Karow,s-bahn,KBS 106,"52.615,13.4692",Q111324168,594,KBS 106,S-Bahnhof Berlin Karow
591,592,"Karower Strasse, Alt-Buch",bus,A42,,,,,
592,593,Kaserne Südtor,bus,A21,"52.55685969560147, 13.3084342409763",nan,597,A21,Kaserne Südtor
593,594,Katzbachstrasse,bus,A19,"52.491584280543336, 13.376725460315825",nan,598,A19,Katzbachstrasse Ecke Yorckstrasse
594,595,Kaulsdorf,s-bahn,KBS 101,"52.5121,13.5904",Q800478,599,KBS 101,Berlin-Kaulsdorf railway station
595,596,"Kaulsdorf, Bausdorfstrasse",bus,A49,"52.51256368150751, 13.601906818686038",nan,600,A49,"Kaulsdorf, Bausdorfstrasse"
596,597,Kettinger Strasse Ecke Alt-Marienfelde,bus,A52,,,,,
597,598,Kienberg,bus,AD,,,,,
598,599,Kienhorststrasse,bus,A21,,,,,
599,600,Kienitzer Strasse,bus,A4,,,,,
600,601,Kigrschenallee,bus,AS1s,,,,,
601,602,Kinderheim,bus,82P,"52.4898153097415, 13.481404230737937",nan,601,A82P,"Stralau, Kinderheim"
602,603,Kinderheim Ruhleben,bus,A31,"52.52796709321304, 13.230713275419049",nan,602,A31,Kinderheim Ruhleben
603,604,Kirschenallee,strassenbahn,"54,53","52.52037354122697, 13.267241546337495",nan,604,"53,54",Kirschenallee
604,605,Kisselnallee Ecke Pionierstrasse,bus,A63,,,,,
605,606,Kladow,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.45151498638808, 13.147961938847912",nan,606,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan
606,607,Klausenerplatz,bus,A74,"52.51924427298945, 13.291948741419509",nan,607,A74,nan
607,608,Klausenerplatz,strassenbahn,"54,53","52.519202008553854, 13.291867366490655",nan,608,"53,54",Klausenerplatz
608,609,Klein Ziethen,bus,AZ,"52.379580499215606, 13.44656986522325",nan,609,AZ,Klein Ziethen
609,610,Klement-Gottwald-Allee Ecke Rennbahnstrasse,bus,"A45,A46","52.55694652931542, 13.466966083751453+ 52.55694652931542, 13.466966083751453",nan+ nan,611+ 612,A45+ A46,nan+ nan
610,611,Klement-Gottwald-Allee Ecke Rennbahnstrasse,strassenbahn,"74E,74,72","52.5573986,13.4656872",Q65954749,613,"72,74E,74",nan
611,612,Klement-Gottwalt-Allee,strassenbahn,3,,,,,
612,613,Klingsorstrasse,bus,"A33,A86","52.45309021884074, 13.33121103955973",nan,616,A33,Klingsorstrasse Ecke Albrechtstrasse
613,614,Klingsorstrasse Ecke Hindenburgdamm,bus,A84,,,,,
614,615,Klinkeplatz,bus,AS1s,"52.555551464661846, 13.198549783852652",nan,617,AS1,Klinkeplatz
615,616,Klosterstr.,u-bahn,A,"52.516111111111,13.412222222222",Q657893,618,A,Klosterstraße station
616,617,Klosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",nan,619,O30,Klosterstrasse
617,618,Klosterstrasse Ecke Carl-Schurz-Strasse,bus,A92,,,,,
618,619,Klosterstrasse Ecke Carl-Schurz-Strasse Nauener Strasse Ecke Brunsbütteler Damm,bus,A80,,,,,
619,620,Knesebeckstrasse,bus,A53,"52.428912094809505, 13.267664971836647",nan,620,A53,Knesebeckstrasse Ecke Seehofstrasse
620,621,Kniprodestrasse,strassenbahn,"4,13,69E","52.5325286,13.4406868",Q65707391,621,"13,4",Kniprodestraße/Danziger Straße
621,622,Kniprodestrasse Ecke Ermländische Strasse,bus,A57,"52.53214047166688, 13.441498411095067",nan,622,A57,nan
622,623,KoblanckStrasse,bus,A51,"52.426175417562064, 13.161460962278303",nan,623,A51,KoblanckStrasse Ecke Am Großen Wannsee
623,624,Kochstr.,u-bahn,C I,"52.505897222222,13.390611111111",Q201849,624,C I,Kochstraße
624,625,Kohlhasenbrück,bus,A18,,,,,
625,626,"Kolonie ""Land in Sonne""",bus,A39,"52.55462883361286, 13.511870302373488",nan,626,A39,"Kolonie ""Land in Sonne"" Ecke Wartenberger Strasse"
626,627,Kongreßhalle,bus,A69,"52.51763253396976, 13.363196975404886
",nan,627,A69,nan
627,628,Kopenhagener Strasse,bus,A14,"52.574260461143574, 13.359154742049908",nan,631,A14,Kopenhagener Strasse & Klemkestrasse
628,629,Kopernikusstrasse,strassenbahn,3,,,,,
629,630,Kosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",nan,633,O30,Klosterstrasse
630,631,Kottbusser Brücke,bus,A67,"52.496030844936435, 13.420070402767054",nan,634,A67,Kottbusser Brücke
631,632,Kottbusser Damm (Schönleinstr.),u-bahn,D,"52.493055555556,13.421944444444",Q666868,635,D,Schönleinstraße metro station
632,633,Kottbusser Tor,u-bahn,"A I,A II,D","52.499166666667,13.418055555556",Q819768,636,"A II,D,B II,B I",Kottbusser Tor station
633,634,Kraftwerk Klingenberg,strassenbahn,"13,82","52.4881374,13.4958685
+ 52.4881374,13.4958685",Q66079524+ Q66079524,637+ 638,13+ 82,nan+ nan
634,635,Krahmerstrasse Ecke Hindenburgdamm,bus,A84,,,,,
635,636,Krampnitzer Weg,bus,A35,"52.45227343259078, 13.13842230425098",nan,639,A35,Krampnitzer Weg Ecke Sarkower Landstrasse
636,637,Krankenhaus Havelhöhe,bus,"A34,A35","52.462919334280684, 13.15899083159388
",nan,641,A34,nan
637,638,Krankenhaus Heckeshorn,bus,A51,"52.43498872792054, 13.161716693825408",nan,642,A51,Krankenhaus Heckeshorn
638,639,Krankenhaus Hohengatow,bus,"A34,A35","52.470449875602235, 13.169391604448148",nan,643,"A34,A35",Krankenhaus Hohengatow
639,640,Krankenhaus Köpenick,strassenbahn,95,"52.43861200573594, 13.592411258792163
",nan,644,95,nan
640,641,Krankenhaus Moabit,bus,A70,"52.52631363859675, 13.347762408358612",nan,645,A70,Krankenhaus Moabit
641,642,Krankenhaus Neukölln,strassenbahn,47,,,,,
642,643,Krankenhaus Tegel-Süd,bus,A13,"52.537054174493214, 13.39267078539966",nan,646,A13,Krankenhaus Tegel-Süd
643,644,Krankenhaus Wannsee,bus,A51,"52.43102764694952, 13.164964517227903",nan,647,A51,Krankenhaus Wannsee
644,645,Kranoldplatz,bus,A11,,,,,
645,646,Kranoldplatz,strassenbahn,96,,,,,
646,647,Kreuzbergstrasse,bus,A28,"52.48940663862394, 13.376689964763667",nan,649,A28,Kreuzbergstrasse Ecke Kreuzbergstrasse
647,648,Kronprinzessinen Weg,bus,A18,"52.41994047416807, 13.17530094854083",nan,650,A18,Kronprinzessinen Weg Ecke Potsdamer Chaussee
648,649,Krottnaurerstrasse Ecke Alemannenstrasse,bus,A53,,,,,
649,650,Krumme Lanke,u-bahn,A II,"52.443333333333,13.241388888889",Q663945,651,"A II,B II",Krumme Lanke metro station
650,651,Kuhligkshofstrasse Ecke Albrechtstrasse,bus,A32,,,,,
651,652,Kurfürstendamm,bus,"A10,A74,A21",,,,,
652,653,Kurfürstendamm,u-bahn,"G,B III",,,,,
653,654,Kurfürstendamm Ecke Joachimstaler Strasse,bus,A60,,,,,
654,655,Kurfürstendamm Ecke Joachimstalerstrasse,bus,AS2s,,,,,
655,656,Kurfürstendamm Ecke Joachimstalerstrasse- Rankeplatz/Bundeshaus,bus,AS3s,,,,,
656,657,Kurfürstendamm Ecke Konstanzer Strasse,bus,A1,,,,,
657,658,Kurfürstendamm Ecke Uhlandstrasse,bus,A60,,,,,
658,659,Kurfürstendamm Ecke Wilmersdorferstrasse,bus,"A86,A89",,,,,
659,660,Kurfürstenstr.,u-bahn,"A I,A II","52.5,13.361944444444",Q690203,653,"B II,B I",Kurfürstenstraße metro station
660,661,Kurische Strasse,bus,A9,"52.53541468899389, 13.439085794623837",nan,656,A9,Kurische Strasse
661,662,Kurt-Fischer-Platz,bus,"A7,A7E","52.57973292845757, 13.398330728468228",nan,657,A7,Kurt-Fischer-Platz
662,663,Kurt-Fischer-Platz,strassenbahn,"46,22","52.578668,13.3983016",Q65032974,658,"46,22",Grabbeallee/Pastor-Niemöller-Platz
663,664,Kurt-Schumacher-Damm,bus,A65,,,,,
664,665,Kurt-Schumacher-Platz,bus,A21,"52.563438249109005, 13.32713028618972",nan,660,A21,Kurt-Schumacher-Platz
665,666,Kurt-Schumacher-Platz,u-bahn,C I,"52.563555555556,13.326572222222",Q555916,661,C I,Kurt-Schumacher-Platz
666,667,Köllnische Heide,s-bahn,KBS 100k,"52.4694,13.4675",Q800505,662,KBS 100a,Köllnische Heide station
667,668,Königin-Elisabeth-Strasse,bus,A74,"52.51841060617521, 13.280216309480307",nan,664,"A65,A74",Königin-Elisabeth-Strasse Ecke Spandauer Damm
668,669,Königin-Elisabeth-Strasse,strassenbahn,"54,53","52.51841661774004, 13.280185271122395",nan,665,"60,53,54",Königin-Elisabeth-Strasse
669,670,Königin-Luise-Strasse,bus,"A10,AS3s","52.46046250414625, 13.274837141314253 ;  52.45831794711095, 13.287027476333241",nan,666,AS3 ; A10,Königin-Luise-Strasse Ecke Clayallee ;  Königin-Luise-Strasse Ecke Pacelliallee
670,671,Königs Wusterhausen,s-bahn,KBS 103,"52.2966,13.6311",Q178002,667,KBS 103,Königs Wusterhausen station
671,672,Königsheideweg,bus,A48,,,,,
672,673,Königstor,bus,"A57,A9,O40,O30","52.52520269485428, 13.419834994127731",nan,668,"O40,A57,A9",Königstor
673,674,Königstor,strassenbahn,"74E,74","52.52821600265539, 13.423869016265495",nan,669,"74E,74",Königstor
674,675,Königstrasse,bus,A6,"52.41987226002477, 13.175332944592043",nan,670,A6,Königstrasse Ecke Kronprinzessinnenweg
675,676,Königstrasse/Kronprinzessinnenweg,bus,A51,"52.41989533124603, 13.17532169204708",nan,671,A51,Königstrasse/Kronprinzessinnenweg
676,677,Köpenick,s-bahn,KBS 102,"52.4586,13.5808",Q800479,672,KBS 102,Berlin-Köpenick station
677,678,"Köpenick, Krankenhaus",bus,A27,"52.43861200573594, 13.592411258792163",nan,673,A27,"Köpenick, Krankenhaus"
678,679,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,87,"52.46913201072182, 13.491340045687773",nan,674,87,Köpenicker Landstrasse Ecke Baumschulenstrasse
679,680,Köpenicker Strasse,bus,"A28,A52","52.417188859212956, 13.493835883883817",nan,675,"A28,A52",Köpenicker Strasse Ecke Neuköllner Strasse
680,681,Köpenicker Strasse Ecke Neuköllner Strasse,strassenbahn,47,,,,,
681,682,Körtingstrasse,bus,A77,"52.43481849058747, 13.378266822562516
",nan,677,A77,nan
682,683,Körtingstrasse,strassenbahn,15,,,,,
683,684,Küstriner Platz,bus,"O40,O30","52.51324778107561, 13.439333192026231
",nan,679,"O30,O40",nan
684,685,LPG Falkenberg,bus,A46,"52.57689764194031, 13.582483848603614",nan,680,A46,nan
685,686,Landgericht,bus,A72,"52.52698925988807, 13.297167647658592",nan,681,"A65,A72",Landgericht
686,687,Langestrasse Ecke Hildburghauser Strasse,bus,A11,,,,,
687,688,Lankwitz,s-bahn,KBS 100d,"52.4386,13.3417",Q800481,686,KBS 106,Lankwitz station
688,689,"Lankwitz, Kirche",bus,"A81,A2,A83,A32","52.43629186979271, 13.345745387354132",nan,687,"A32,A2","Lankwitz, Kirche"
689,690,"Lankwitz, Kirche",strassenbahn,96,"52.43629411008752, 13.34577793920493",nan,688,96,"Lankwitz, Kirche"
690,691,Lauenburger Platz,bus,A75,"52.461985842386426, 13.33927388252173",nan,689,A75,nan
691,692,Lehnitz,s-bahn,KBS 104,"52.7411,13.2635",Q4258498,691,KBS 104,Lehnitz station
692,693,Lehrter Stadtbahnhof,s-bahn,"KBS 100h,KBS 100g","52.5253,13.3694",Q821299,692,"KBS 101,KBS 102",Berlin Lehrter Stadtbahnhof
693,694,Leibnizstrasse Ecke Kantstrasse,bus,AS4,,,,,
694,695,Leibnizstrasse Ecke Kurfürstendamm,bus,A69,"52.500647891248605, 13.313040549353639",nan,693,A69,nan
695,696,Leibnizstrasse Ecke Otto-Suhr-Allee,bus,A62,"52.51466735877481, 13.31516095265439",nan,694,A62,nan
696,697,Leinestr.,u-bahn,D,"52.472777777778,13.428333333333",Q668563,695,D,Leinestraße
697,698,Leipziger Strasse Ecke Wilhelmstrasse,strassenbahn,74,"52.51000007018473, 13.384208357671987",nan,696,74,nan
698,699,Leninallee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.5295,13.4548",Q800507,697,"KBS 103a,KBS 106",Berlin Landsberger Allee station
699,700,Leninallee,strassenbahn,"4,13","52.5259343,13.4462368",Q65553230,698,"13,4",Landsberger Allee/Petersburger Straße
700,701,Leninplatz,bus,O40,"52.523238998562235, 13.433594583798834",nan,699,O40,Leninplatz
701,702,Leninplatz,strassenbahn,"1,63,69,64","52.5232658,13.4326457",Q65553105,700,"64,63,1",Platz der Vereinten Nationen
702,703,Leonorenstrasse,bus,"A32,A17",,,,,
703,704,Leonorenstrasse Ecke Albrechstrasse,bus,A2,,,,,
704,705,Leonorenstrasse Ecke Kaiser-Wilhelm-Strasse,bus,A81,,,,,
705,706,Leopoldplatz,bus,"A64,A12S,A79","52.54647397037027, 13.359233475022176",nan,703,A64,nan
706,707,Leopoldplatz,u-bahn,"G,C I","52.5465,13.3591",Q1960809,704,C I,Leopoldplatz metro station
707,708,Lepsiusstrasse,bus,A68,"52.45883023513571, 13.315599065479873",nan,705,A68,Lepsiusstrasse Ecke Grunewaldstrasse
708,709,Lerbacher Weg Ecke Tautenbergstrasse,bus,A2,,,,,
709,710,Lerchenstrasse,Tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,,
710,711,Letteplatz,bus,A79,,,,,
711,712,Leuthingerweg,bus,A63,"52.54180680726089, 13.163727103711182",nan,709,A63,Leuthingerweg Ecke Seegefelder Weg
712,713,Lichtenberg,s-bahn,KBS 101,"52.5106,13.4964",Q634247,710,KBS 101,Berlin-Lichtenberg station
713,714,Lichtenberger Strasse,strassenbahn,"74E,74,70,72",,,,,
714,715,Lichtenberger Strasse Ecke Klement-Gottwald-Allee,bus,A45,,,,,
715,716,Lichtenrade,s-bahn,KBS 100c,"52.3876,13.3963",Q6543354,712,KBS 105,Lichtenrade station
716,717,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,AS2s,"52.38867704828861, 13.394344156462488",nan,713,AS2,nan
717,718,"Lichtenrade, Goethestrasse",bus,AS2s,"52.40437993547595, 13.406198387437845",nan,714,AS2,"Lichtenrade, Goethestrasse Ecke Lichtenrader Damm"
718,719,Lichtenrader Damm Ecke Marienfelder Chaussee,bus,A52,,,,,
719,720,Lichterfelde Ost,s-bahn,KBS 100d,"52.43,13.3289",Q111311299,716,KBS 106,S-Bahnhof Berlin Lichterfelde-Ost
720,721,Lichterfelde Süd,s-bahn,KBS 100d,"52.41,13.3086",Q800482,717,KBS 106,Lichterfelde Süd station
