,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
1198,1199,Strasse 393,bus,A63,"52.54346134229288, 13.156333109553433",nan,1128,A63,Strasse 393 Ecke Seegefelder Weg
1199,1200,Strasse 78,bus,A42,"52.614646041574915, 13.484873269723556",nan,1129,A42,nan
1200,1201,Strasse nach Saatwinkel,bus,A13,,,,,
1201,1202,Strasse nach Wartenberg,bus,A46,"52.56866269126953, 13.520582099858125",nan,1131,A46,Strasse nach Wartenberg Ecke Falkenberger Chaussee
1202,1203,Strausberg,s-bahn,"KBS 101,KBS 101c","52.531933,13.836933",Q7622326,1132,"KBS 101,KBS 101c",Strausberg station
1203,1204,Strausberg Nord,s-bahn,KBS 101c,"52.5902,13.9084",Q7622324,1133,KBS 101c,Strausberg Nord station
1204,1205,Strausberg Stadt,s-bahn,KBS 101c,"52.5766,13.8878",Q7622325,1134,KBS 101c,Strausberg Stadt station
1205,1206,Strausberger Platz,u-bahn,E,"52.518055555556,13.430833333333",Q570999,1136,E,Strausberger Platz
1206,1207,Stresowplatz,bus,"A5,A31","52.53362877636616, 13.206781830760963",nan,1137,"A5,A31",Stresowplatz
1207,1208,Stromstrasse,bus,"A24,A70","52.52631690374401, 13.343146315837002",nan,1139,A70,Stromstrasse Ecke Turmstrasse
1208,1209,Stromstrasse Ecke Alt-Moabit,bus,A86,,,,,
1209,1210,Stubenrauchstrasse,bus,A48,,,,,
1210,1211,Stubenrauchstrasse,strassenbahn,47,"52.42422390261997, 13.485461375958135",nan,1141,47,Stubenrauchstrasse
1211,1212,Stubenrauchstrasse Ecke Kanalstrasse,bus,A52,,,,,
1212,1213,Stuttgarter Platz,bus,"A74,A21","52.50551610729052, 13.302923303561508",nan,1142,"A74,A21",Stuttgarter Platz
1213,1214,Stölpchensee,bus,"AS4,A18",,,,,
1214,1215,"Stölpchensee, Wilhelmplatz",bus,A3,"52.41240583089011, 13.141644518533106",nan,1145,A3,nan
1215,1216,StößenseeBrücke,strassenbahn,75,"52.508894368243524, 13.217475972829826
",nan,1146,"75,76",nan
1216,1217,Stößenseebrücke,strassenbahn,76,,,,,
1217,1218,Suadicanistrasse Ecke Sachsendamm,bus,"A73,A74",,,,,
1218,1219,"Summt, Seegarten",bus,AS,,,,,
1219,1220,Sundgauer Str.,s-bahn,KBS 100e,"52.436291,13.273772",Q800513,1147,KBS 104,Berlin Sundgauer Straße station
1220,1221,Sundgauer Strasse,bus,"A48,AS3s","52.4455796617832, 13.267631906214019 ; 52.43838201264951, 13.271447959003352",nan,1148,AS3 ; A48,Sundgauer Strasse Ecke Clayallee ; Sundgauer Strasse Ecke Berliner Strasse
1221,1222,Südende,s-bahn,KBS 100d,"52.4481,13.3536",Q800511,1150,KBS 106,Südende station
1222,1223,Südstern,bus,A28,"52.488958649509335, 13.40781379557614",nan,1151,A28,Südstern
1223,1224,Südstern,u-bahn,C I,"52.489444444444,13.407777777778",Q656081,1152,C I,Südstern
1224,1225,Taubenstrasse Ecke Glinkastrasse,strassenbahn,72,,,,,
1225,1226,Tauernallee Ecke Grünstein Weg,bus,A78,,,,,
1226,1227,Tauernallee Ecke Mariendorfer Damm,bus,A76,,,,,
1227,1228,"Tauernallee, Adlermühle",bus,AS2s,"52.42337464834511, 13.396185392179197
",nan,1154,AS2,nan
1228,1229,Tauroggener Strasse Ecke Osnabrück Strasse,bus,A89,,,,,
1229,1230,Tauroggener Strasse Ecke Osnabrücker Strasse,bus,A72,"52.525838744600904, 13.301852064700281",nan,1156,A72,nan
1230,1231,Tegel,s-bahn,KBS 100c,"52.5886,13.2894",Q800493,1157,KBS 105,Berlin-Tegel railway station
1231,1232,Tegel,u-bahn,C I,"52.58944,13.28389",Q656090,1158,C I,Alt-Tegel metro station
1232,1233,Tegelort,bus,A20,"52.5705390073051, 13.231220862666484",nan,1160,A20,Tegelort
1233,1234,Teichstrasse,bus,A61,"52.57435884050963, 13.34777330742025",nan,1161,A61,Teichstrasse Ecke Lindauer Allee
1234,1235,Teltower Damm,bus,"A10,A53,A48","52.43504474561002, 13.2604425311939",nan,1162,"A10,A48,A53",Teltower Damm Ecke Berliner Strasse
1235,1236,Teltower Strasse,bus,"A31,AS1s","52.52691807826059, 13.215807069988056",nan,1163,"AS1,A5,A31",Teltower Strasse Ecke Ruhlebener Strasse
1236,1237,Teltower Strasse,strassenbahn,"54,53","52.52691412538678, 13.215987693499372",nan,1164,"53,54",Teltower Strasse
1237,1238,Teltower Strasse Ecke Charlottenburger Chaussee,bus,A5,,,,,
1238,1239,Tempehofer Damm Ecke Alt-Temephof,bus,A73,,,,,
1239,1240,Tempehofer Damm Ecke Friedrich-Karl-Strasse,bus,A68,"52.45581544855384, 13.383950601851975",nan,1167,A68,nan
1240,1241,Tempelhof,s-bahn,"KBS 100,KBS 100k","52.4708,13.3854",Q111264368,1168,"KBS 100a,KBS 100",S-Bahnhof Berlin-Tempelhof
1241,1242,Tempelhof (Südring),u-bahn,C II,"52.47075,13.385361111111",Q3983109,1169,C II,Tempelhof (Südring) metro station
1242,1243,Tempelhofer Damm Ecke Ordensmeisterstrasse,bus,A25,,,,,
1243,1244,Tempelhofer Weg Ecke Britzer Damm,bus,A91,,,,,
1244,1245,Tessenowstrasse,bus,"A14,A12",,,,,
1245,1246,Theodor-Heuss-Platz,bus,A4,,,,,
1246,1247,Theodor-Heuss-Platz,strassenbahn,"75,76",,,,,
1247,1248,Theodor-Heuss-Platz,u-bahn,A I,,,,,
1248,1249,Thielallee/Pacelliallee,bus,A68,"52.458161495962216, 13.28707254649315",nan,1172,A68,Thielallee/Pacelliallee
1249,1250,Thielplatz,u-bahn,A II,"52.451111111111,13.282222222222",Q571331,1173,"A II,B II",Freie Universität (Thielplatz) metro station
1250,1251,Thuner Platz,bus,"A85,A53","52.42375896990032, 13.296184869051308",nan,1175,A53,Thuner Platz
1251,1252,Thuyring Ecke Tempelhofer,bus,A78,,,,,
1252,1253,Thuyring Ecke Tempelhofer Damm,bus,"A76,A77",,,,,
1253,1254,Thälmannplatz,Tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,,
1254,1255,Thälmannplatz,u-bahn,A,"52.51167,13.38472",Q658391,1178,A,Mohrenstraße metro station
1255,1256,Tiergarten,s-bahn,"KBS 100h,KBS 100g","52.5144,13.3365",Q572112,1179,"KBS 101,KBS 102",Berlin-Tiergarten station
1256,1257,Tiergartenstrasse,bus,"A24,A69","52.50960312444174, 13.351320889801638",nan,1180,"A69,A16,A24",Tiergartenstrasse Ecke Hofjägerallee
1257,1258,Tierpark Berlin,strassenbahn,"69,69E","52.50297204519277, 13.520916474066839",nan,1181,69,Tierpark Berlin
1258,1259,Trabener Strasse,bus,A69,"52.49310178577124, 13.275431330442801",nan,1183,A69,nan
1259,1260,"Treptow, Rathaus",bus,A47,"52.48358899866382, 13.480324760498638",nan,1186,A47,"Treptow, Rathaus"
1260,1261,Treptower Park,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.4938,13.4618",Q559274,1187,"KBS 103,KBS 103a,KBS 106",Berlin Treptower Park station
1261,1262,Triftweg,bus,A52,"52.431024618021745, 13.45739670616807",nan,1188,A52,Triftweg Ecke Johannisthaler Chausse
1262,1263,"Triftweg, LPG",bus,AS,,,,,
1263,1264,Trippsteinstrasse,bus,A2,"52.41893958981137, 13.346149658204126",nan,1189,"A11,A2",Trippsteinstrasse Ecke Brotteroder Strasse
1264,1265,Tropfsteinweg Ecke Quarz-Weg,bus,A78,,,,,
1265,1266,Turmstrasse,u-bahn,G,,,,,
1266,1267,Turmstrasse Ecke Stromstrasse,bus,A72,"52.52631573511827, 13.34320006470035",nan,1191,A72,nan
1267,1268,Turmstrasse/Rathenower Strasse,bus,A70,"52.52677998083022, 13.355183467556872",nan,1192,A70,Turmstrasse/Rathenower Strasse
1268,1269,U-Bhf Kottbusser Tor,bus,A28,"52.499051258453434, 13.418359009880978",nan,1193,A28,U-Bhf Kottbusser Tor
1269,1270,U-Bhf. Blaschko-Allee,strassenbahn,47,,,,,
1270,1271,U-Bhf. Bülowstrasse,bus,"A75,A48","52.49787469517453, 13.362124599310649",nan,1196,"A48,A75",U-Bhf. Bülowstrasse
1271,1272,U-Bhf. Dahlem-Dorf,bus,A68,"52.45807069736877, 13.289706947871178",nan,1198,A68,U-Bhf. Dahlem-Dorf
1272,1273,U-Bhf. Dimitroffstrasse,strassenbahn,"4,22,13,49,70,46","52.5401928,13.4113979",Q65088313,1199,"70,49,22,4,46,13",U Eberswalder Straße
1273,1274,U-Bhf. Ernst-Reuter-Platz,bus,"A62,A25,AS1s","52.51164603099566, 13.322290858670174",nan,1200,"A25,A62,AS1",U-Bhf. Ernst-Reuter-Platz
1274,1275,U-Bhf. Ernst-Reuter-Platz,strassenbahn,55,"52.511726576083134, 13.32260139821175",nan,1201,55,U-Bhf. Ernst-Reuter-Platz
1275,1276,U-Bhf. Fehrbelliner Platz,bus,"AS3s,A1,A50,A89,A4,A21","52.490390927187676, 13.31417745809863",nan,1202,"A1,A4,A21,AS3",U-Bhf. Fehrbelliner Platz
1276,1277,U-Bhf. Flughafen,bus,A4,"52.48488595983176, 13.38599654703171",nan,1203,"A19,A4",U-Bhf. Flughafen
1277,1278,U-Bhf. Flughafen,strassenbahn,96,"52.484779980367215, 13.385962227231367",nan,1204,96,U-Bhf. Flughafen
1278,1279,U-Bhf. Friedrichsfelde,bus,"A43,A8,A8E","52.50624112361932, 13.512853060220209",nan,1205,"A43,A8,A8E",U-Bhf. Friedrichsfelde
1279,1280,U-Bhf. Gesundbrunnen,bus,"A14,A99,A64","52.548660755358114, 13.387873629581087",nan,1206,"A14,A64",U-Bhf. Gesundbrunnen
1280,1281,U-Bhf. Gneisenaustrasse,bus,A89,,,,,
1281,1282,U-Bhf. Grenzallee,bus,A67,"52.46369510254238, 13.444231731166557",nan,1207,A67,U-Bhf. Grenzallee
1282,1283,U-Bhf. Hallesches Tor,bus,A24,"52.497910015148264, 13.391307667735301",nan,1209,A24,U-Bhf. Hallesches Tor
1283,1284,U-Bhf. Heidelberger Platz,bus,A60,"52.48006162214815, 13.312159920359697",nan,1211,A60,U-Bhf. Heidelberger Platz
1284,1285,U-Bhf. Kaiserdamm,bus,"A10,A88","52.50999451351762, 13.28180313022396",nan,1212,"A65,A10",U-Bhf. Kaiserdamm
1285,1286,U-Bhf. Kochstrasse,bus,"A75,A29","52.50669823641868, 13.390503218886558",nan,1213,A75,nan
1286,1287,U-Bhf. Kottbusser Tor,bus,A67,"52.499122758255055, 13.4182411702772",nan,1214,A67,U-Bhf. Kottbusser Tor
1287,1288,U-Bhf. Krumme Lanke,bus,"A3,A53","52.44308074990891, 13.24046555211665",nan,1215,"A3,A53",U-Bhf. Krumme Lanke
1288,1289,U-Bhf. Kurt-Schumacher-Platz,bus,"A62,A61","52.56338157214657, 13.32719915637487",nan,1216,"A61,A62",U-Bhf. Kurt-Schumacher-Platz
1289,1290,U-Bhf. Leinestrasse,bus,A91,,,,,
1290,1291,U-Bhf. Leopold-Platz,bus,A12,"52.54640033291444, 13.359096803326494",nan,1218,A12,nan
1291,1292,U-Bhf. Moritzplatz,bus,A75,"52.50366899509004, 13.41055755394872",nan,1219,A75,nan
1292,1293,U-Bhf. Neukölln,strassenbahn,15,"52.46965567921364, 13.441614939772098",nan,1220,"15,47,26",U-Bhf. Neukölln
1293,1294,U-Bhf. Onkel-Toms-Hütte,bus,"A66,A3","52.45007713385221, 13.251272593463492",nan,1221,"A3,A66",nan
1294,1295,U-Bhf. Oskar-Helene-Heim,bus,"AS3s,A11,A1,A18,A3","52.450279005868815, 13.270361987159156",nan,1222,"A1,A11,AS3,A3,A18",U-Bhf. Oskar-Helene-Heim
1295,1296,U-Bhf. Pankow,bus,A58,,,,,
1296,1297,U-Bhf. Parchimer Allee,bus,A25,,,,,
1297,1298,U-Bhf. Prinzenstrasse,bus,A28,"52.49844153838657, 13.406643837212261",nan,1223,A28,U-Bhf. Prinzenstrasse
1298,1299,U-Bhf. Ruhleben,bus,"A5,A31,A92,AS1s","52.52596833151868, 13.241478578696297",nan,1224,"AS1,A5,A31",U-Bhf. Ruhleben
1299,1300,U-Bhf. Ruhleben,strassenbahn,"54,53","52.52595776615238, 13.241371866188729",nan,1225,"53,54",U-Bhf. Ruhleben
1300,1301,U-Bhf. Rüdesheimer Platz,bus,A17,"52.4720831087791, 13.314909778144818",nan,1226,A17,"U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse"
1301,1302,"U-Bhf. Scharnweberstrasse, Sportplatz",bus,A61,"52.56792223040469, 13.311949805424875",nan,1227,A61,"U-Bhf. Scharnweberstrasse, Sportplatz"
1302,1303,U-Bhf. Schlesisches Tor,bus,A28,"52.50108419874335, 13.441971259873345",nan,1228,A28,U-Bhf. Schlesisches Tor
1303,1304,U-Bhf. Seestrasse,bus,"A12,A16,A12S,A89","52.550315408708514, 13.352298502985231",nan,1229,"A12,A16",U-Bhf. Seestrasse
1304,1305,U-Bhf. Spcihernstrasse,bus,AS3s,,,,,
1305,1306,U-Bhf. Spichernstrasse,bus,A81,,,,,
1306,1307,U-Bhf. Stadtmitte,bus,A59,,,,,
1307,1308,U-Bhf. Strausberger Platz,strassenbahn,1,"52.51808306742478, 13.432938339097822",nan,1231,1,U-Bhf. Strausberger Platz
1308,1309,U-Bhf. Tegel,bus,"A14,A15,A20,A13","52.589503132547385, 13.283630715732999",nan,1233,"A15,A20,A14,A13",U-Bhf. Tegel
1309,1310,U-Bhf. Tempelhof,bus,"A76,A77,A78","52.4698750992553, 13.38558705982547",nan,1234,"A77,A76",nan
1310,1311,U-Bhf. Thielplatz,bus,A10,"52.45104520805668, 13.281736418792137",nan,1235,A10,U-Bhf. Thielplatz
1311,1312,U-Bhf. Thälmannplatz,bus,A59,,,,,
1312,1313,U-Bhf. Turmstrasse,bus,A90,,,,,
1313,1314,U-Bhf. Vinetastrasse,bus,"A7,A7E","52.55981894046453, 13.413208628380339",nan,1236,A7,U-Bhf. Vinetastrasse
1314,1315,U-Bhf. Vinetastrasse,strassenbahn,"46,49,22","52.5596168,13.413232",Q65075426,1237,"46,49,22",U Vinetastraße
1315,1316,Uckermarkstrasse,bus,A49,"52.52145144349922, 13.596724604247981",nan,1238,A49,Uckermarkstrasse Ecke Am Baltenring
1316,1317,Uhlandstrasse,bus,A29,"52.49368292097469, 13.323611381015645 ; 52.50252020955797, 13.325204349014482",nan,1239,A50 ; A29,Uhlandstrasse Ecke Hohenzollerndamm ; Uhlandstrasse Ecke Kurfürstendamm
1317,1318,Uhlandstrasse,u-bahn,B III,,,,,
1318,1319,Uhlandstrasse Ecke Güntzelstrasse,bus,A50,,,,,
1319,1320,Uhlandstrasse Ecke Kurfürstendamm,bus,A69,"52.502532428867724, 13.325280453057784",nan,1240,A69,nan
1320,1321,Ulmenstrasse,bus,A27,"52.48730877811447, 13.574932033917504",nan,1241,A27,Ulmenstrasse Ecke Chemnitzer Strasse
1321,1322,Under den Eichen Ecke Habelschwerdter-Allee,bus,A11,,,,,
1322,1323,Unionplatz,bus,"A99,A25","52.533059397499464, 13.337278814540305",nan,1243,A25,Unionplatz
1323,1324,Urban-Krankenhaus,bus,A28,,,,,
1324,1325,Urban-Krankenhaus,strassenbahn,95,,,,,
1325,1326,Usedomer Strasse,bus,A71,"52.541120501957316, 13.393769565044664",nan,1245,A71,Usedomer Strasse Ecke Brunnenstrasse
1326,1327,Usedomer Strasse Ecke Brunnenstrasse,bus,A61,,,,,
1327,1328,VEB Bautransporte,bus,A26,"52.44295541604966, 13.519519091051876",nan,1246,A26,nan
1328,1329,VEB Schiffswerft,strassenbahn,"85,83","52.42547977761138, 13.586220039541647",nan,1247,83,nan
1329,1330,Velten (Mark),s-bahn,KBS 104d,"52.685,13.172222",Q19274518,1248,KBS 105,Velten (Mark)
1330,1331,Verwaltungs-Gebäude,bus,A10,"52.537063326963775, 13.262285169635492
",nan,1249,A10,nan
1331,1332,Viersener Strasse,bus,"A5,A63","52.54020417705652, 13.17462661157195 ; 52.54873823655914, 13.17802517662475",nan,1250,A63 ; A5,Viersener Strasse Ecke Seegefelder Strasse ; Viersener Strasse Ecke Falkenseer Chaussee
1332,1333,Vinetaplatz,bus,A90,,,,,
1333,1334,Virchow Krankenhaus,bus,A64,,,,,
1334,1335,Virchow-Krankenhaus,bus,A16,"52.54371513062133, 13.339317916518894",nan,1252,A16,Virchow-Krankenhaus
1335,1336,Voltastr.,u-bahn,D,"52.542093,13.393022",Q663308,1254,D,Voltastraße
1336,1337,Waidmannslust,s-bahn,KBS 100e,"52.6064,13.321",Q800492,1256,KBS 106,Berlin-Waidmannslust station
1337,1338,Waldemarplatz,bus,A53,"52.43775537029681, 13.220189780766606",nan,1257,A53,nan
1338,1339,Waldemarstrasse,bus,A28,"52.50326279588436, 13.420631417701001",nan,1258,A28,Waldemarstrasse Ecke Adalbertstrasse
1339,1340,"Waldesruh, Malhlsdorfer Allee",bus,A8,"52.48493120102871, 13.629069441163518",nan,1260,A8,nan
1340,1341,Waldfriedhof,bus,A18,"52.42599572508999, 13.209246048971062",nan,1261,A18,Waldfriedhof Zehlendorf Ecke Potsdamer Chaussee
1341,1342,Waldhornstrasse,bus,A20,,,,,
1342,1343,Waldkrankenhaus,bus,A5,"52.56214542863615, 13.158340085815741",nan,1262,A5,Waldkrankenhaus
1343,1344,Waldschänke,bus,A22,"52.443318139967566, 13.68593963431219
+  52.443318139967566, 13.68593963431219",nan+ nan,1263+ 1264,"A22+ S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",nan+  Waldschänke
1344,1345,Waldstrasse Ecke Turmstrasse,bus,A72,,,,,
1345,1346,Waldstrasse/Gotzkowskystrasse,bus,A70,"52.52721622390326, 13.330524512340718",nan,1266,A70,Waldstrasse/Gotzkowskystrasse
1346,1347,Walter-Ulbricht-Stadion,strassenbahn,"82,69",,,,,
1347,1348,Waltersdorf,bus,AD,"52.36492901110609, 13.555712408051676",nan,1268,A38,Waltersdorf
1348,1349,Walther-Ulbricht-Stadion,bus,A59,,,,,
1349,1350,Wannsee,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.421928022812146, 13.175815964118582",nan,1271,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan
1350,1351,Wannsee,s-bahn,"KBS 100h,KBS 100e","52.4214,13.1792",Q111325896,1272,"KBS 104,KBS 102",S-Bahnhof Berlin Wannsee
1351,1352,Warnemünder Strasse,bus,A17,,,,,
1352,1353,Warnemünder/Berkaer Strasse,bus,A60,"52.47543626291202, 13.290288437340868",nan,1274,A60,nan
1353,1354,Warschauer Str.,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.506416666667,13.450955555556",Q111252298,1276,"KBS 101,KBS 103,KBS 102",S-Bahnhof Warschauer Straße
1354,1355,Warschauer Strasse,bus,O30,"52.512432267445355, 13.452598837307189",nan,1277,O30,Warschauer Strasse Ecke Grünberger Strasse
1355,1356,Warschauer Strasse,strassenbahn,82,"52.50502,13.44863",Q63490275,1278,"3,4,82",S+U-Bahnhof Warschauer Straße (tram stop)
1356,1357,"Wartenberg, Dorfstrasse",bus,A39,"52.57484089632958, 13.518020972979759",nan,1279,A39,"Wartenberg, Dorfstrasse"
1357,1358,"Wartenberg, Siedlung",bus,A39,"52.58393195902164, 13.53076033685478",nan,1280,A39,"Wartenberg, Siedlung"
1358,1359,Washingtonplatz,bus,A83,,,,,
1359,1360,Wattstrasse Ecke Usedomerstrasse,bus,A90,,,,,
1360,1361,"Waßmannsdorf, Warteh.",bus,AZ,"52.37269773285082, 13.465032652682668
",nan,1282,AZ,nan
1361,1362,Wedding,s-bahn,"KBS 100a,KBS 100","52.5425,13.3661",Q638604,1283,KBS 100,Berlin-Wedding station
1362,1363,Weddingplatz,bus,"A70,A72,A83,A90","52.54113612364086, 13.368501029385115",nan,1284,"A70,A72",Weddingplatz
1363,1364,Weinmeisterhornweg,bus,"A34,A35,A13","52.511043998847086, 13.171645488962428 ;  52.50924681744358, 13.180314851039075",nan,1288,"A13 ; A34,A35",Weinmeisterhornweg Ecke Wilhelmstrasse ;  Weinmeisterhornweg Ecke Gatower Strasse
1364,1365,Weitlingstrasse,bus,"A43,O30",,,,,
1365,1366,"Weißensee, Liebermannstrasse Ecke Piesporter Strasse",bus,A55,"52.56056756076504, 13.477555745782263",nan,1289,A55,nan
1366,1367,"Weißensee, Nüßlerstrasse",bus,A56,"52.56398537909407, 13.469733771213992",nan,1290,A56,nan
1367,1368,"Weißensee, Pasedagplatz",strassenbahn,72,"52.5594027,13.4609594+ 52.5594027,13.4609594",Q65954665+ Q65954665,1291+ 1311,72+ 74,nan+ nan
1368,1369,"Weißensee, Schwarzelfenweg",bus,A45,"52.56729838338304, 13.46535452978551",nan,1292,A45,nan
1369,1370,Weißenseer Weg,strassenbahn,"63,64","52.532258,13.476705
","Q65942700
",1294,"64,63",nan
1370,1371,Wendenschloß,strassenbahn,85,,,,,
1371,1372,Wendenschloß Ecke Ekhofstrasse,strassenbahn,83,"52.41633000736971, 13.589690772826726",nan,1295,83,Wendenschloß Ecke Ekhofstrasse
1372,1373,Wentowsteig,bus,A21,"52.59694371557204, 13.360462949429833",nan,1296,A21,Wentowsteig Ecke Wilhelmsruher Damm
1373,1374,Wernerwerk,bus,A99,,,,,
1374,1375,Wernerwerk,s-bahn,KBS 100b,"52.534863,13.27599",Q96077001,1297,KBS 100c,Berlin Wernerwerk station
1375,1376,Westend,s-bahn,KBS 100,"52.5181,13.2844",Q323214,1298,KBS 100,Berlin-Westend station
1376,1377,Westkreuz,s-bahn,"KBS 100h,KBS 100,KBS 100g","52.5011,13.2839",Q678125,1299,"KBS 101,KBS 102,KBS 100",Berlin Westkreuz station
1377,1378,"Weverstrasse, Strassenbahnhof",strassenbahn,"75,76","52.51946975407937, 13.19781896484702",nan,1300,"75,76","Weverstrasse, Strassenbahnhof"
1378,1379,Wicherstrasse Ecke Prenzlauer Allee,bus,A56,,,,,
1379,1380,Wiebestrasse,bus,A24,"52.53119512537686, 13.319063771537584",nan,1302,A24,Wiebestrasse Ecke Sickingenstrasse
1380,1381,Wiebestrasse Ecke Kaiserin-Augusta-Allee,bus,A72,"52.52580214309624, 13.317979171208343",nan,1286,A72,nan
1381,1382,"Wiebestrasse, Strassenbahnhof",bus,A70,"52.53066666255053, 13.319314794959219",nan,1304,A70,"Wiebestrasse, Strassenbahnhof"
1382,1383,Wiener Brücke,strassenbahn,"87,95","52.49588477409083, 13.43650068505988",nan,1306,"92,87",Wiener Brücke
1383,1384,Wiesbadener Strasse,bus,A16,"52.47164544021605, 13.319516803491332",nan,1307,A16,Wiesbadener Strasse Ecke Südwestkorso
1384,1385,Wiesenbaude,bus,"A11,A84,A53","52.430495242672045, 13.31180861060395",nan,1308,A11,Wiesenbaude
1385,1386,Wiesenstrasse,bus,A70,"52.54763571080132, 13.373871074090278",nan,1310,A70,Wiesenstrasse Ecke Pankstrasse
1386,1387,"Wießensee, Pasedagplatz",strassenbahn,74,,,,,
1387,1388,Wildau,s-bahn,KBS 103,"52.32,13.634",Q8000974,1312,KBS 103,Wildau railway station
1388,1389,Wildmeisterdamm,bus,A52,"52.425839839495815, 13.48325607958456",nan,1314,A52,Wildmeisterdamm Ecke Neuköllner Strasse
1389,1390,Wildmeisterdamm Ecke Neuköllner Strasse,strassenbahn,47,,,,,
1390,1391,Wilhelminenhofstrasse,strassenbahn,"69,69E","52.460837970970566, 13.521054382869073",nan,1317,69,Wilhelminenhofstrasse
1391,1392,Wilhelminenhofstrasse Ecke Edisonstrasse,strassenbahn,"87,82",,,,,
1392,1393,Wilhelmshagen,s-bahn,KBS 102,"52.4386,13.7222",Q800494,1319,KBS 102,Berlin Wilhelmshagen station
1393,1394,Wilhelmsruh,s-bahn,KBS 100e,"52.5814,13.3631",Q800495,1320,KBS 106,Berlin-Wilhelmsruh station
1394,1395,"Wilhelmsruh, Fontanestrasse",bus,"A45,A55","52.58985938767378, 13.361193570257216",nan,1321,"A55,A45","Wilhelmsruh, Fontanestrasse"
1395,1396,"Wilhelmsruh, Hauptstrasee",bus,A58,,,,,
1396,1397,Wilhelmstrasse,bus,"A34,A35","52.43057879952989, 13.318592903820731",nan,1322,"A35,A34,A17",Wilhelmstrasse Ecke Berliner Strasse
1397,1398,Wilhelmstrasse Ecke Heerstrasse,bus,A92,,,,,
1398,1399,Wilhelmstrasse Ecke Ostpreußendamm,bus,A17,,,,,
1399,1400,Wilmersdorf,s-bahn,"KBS 100,KBS 100k","52.477658333333,13.328525",Q464094,1323,"KBS 100a,KBS 100",Berlin Bundesplatz station
1400,1401,Wilmersdorfer Strasse,bus,"A19,A29","52.499967660537735, 13.306987838785277",nan,1324,"A19,A29",Wilmersdorfer Strasse Ecke Kurfürstendamm
1401,1402,Wilmersdorfer Strasse,strassenbahn,"75,76","52.506692000645316, 13.306692426875525",nan,1325,"75,76",Wilmersdorfer Strasse
1402,1403,Wilmersdorfer Strasse Ecke Kurfürstendamm,bus,A69,"52.50002844680595, 13.307125123915897",nan,1326,A69,nan
1403,1404,Wilmersdorferstrasse Ecke Otto-Suhr-Allee,bus,A87,,,,,
1404,1405,Wilmersdrofer Strasse Ecke Kantstrasse,bus,AS4,,,,,
1405,1406,Wilsnacker Strasse Ecke Turmstrasse,bus,A16,,,,,
1406,1407,Winfriedstrasse,bus,AS3s,"52.437562011852606, 13.269450173477841",nan,1329,AS3,Winfriedstrasse Ecke Berliner Strasse
1407,1408,Winifriedstrasse Ecke Clayallee,bus,A3,"52.439229231714734, 13.262871381887154",nan,1330,A3,nan
1408,1409,Wismarer Strasse Ecke Lindenstrasse,bus,A1,,,,,
1409,1410,Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,96,"52.41786193949108, 13.305195152904869",nan,1333,96,nan
1410,1411,Wittenau,bus,A62,"52.596084138285406, 13.332857679505645",nan,1334,A62,Wittenau
1411,1412,Wittenau (Kremmener Bahn),s-bahn,KBS 100c,"52.597013,13.334329",Q111264319,1335,KBS 105,S-Bahnhof Berlin-Wittenau
1412,1413,Wittenau (Nordbahn),s-bahn,KBS 100e,"52.597013,13.334329",Q111264319,1336,KBS 106,S-Bahnhof Berlin-Wittenau
1413,1414,Wittenbergplatz,bus,"A62,A60,A85,A29,A73,A19","52.50188939146253, 13.342697883756577",nan,1337,"A73,A60,A62,A29,A19",Wittenbergplatz
1414,1415,Wittenbergplatz,u-bahn,"A I,B III,A II","52.501944444444,13.343055555556",Q692727,1339,"A II,A I,B II,B I",Wittenbergplatz metro station
1415,1416,Witzleben,s-bahn,KBS 100,"52.5078,13.2836",Q321266,1340,KBS 100,Berlin Messe Nord/ICC station
1416,1417,Wolburgsweg,bus,A5,"52.550616013150325, 13.16810722103831",nan,1341,A5,Wolburgsweg Ecke Falkenseer Chaussee
1417,1418,Wolfmarsteig,bus,A23,,,,,
1418,1419,Wollankstr.,s-bahn,"KBS 100c,KBS 100e","52.5651525,13.3923627",Q800515,1342,"KBS 105,KBS 106",Berlin Wollankstraße station
1419,1420,"Woltersdorf, Krankenhaus",Tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,,
1420,1421,Woltersdorfer Schleuse,Tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,,
1421,1422,Wolzogenstrasse,bus,A18,"52.43229985926568, 13.235719207112487",nan,1344,A18,Wolzogenstrasse Ecke Potsdamer Chaussee
1422,1423,Wongrowitzer Strasse,bus,A27,"52.46658608823203, 13.584839227863949",nan,1345,A27,nan
