,stop_name,line_count,type,in_lines
70,Bundesallee Ecke Berliner Strasse,4,strassenbahn,"['77', '3', '60', '78']"
71,Fehrbelliner Platz,5,strassenbahn,"['3', '60', '44']"
72,Fehrbelliner Platz,5,u-bahn,['A II']
73,Fehrbelliner Platz,5,bus,['A50']
74,KurfÃ¼rstendamm,1,strassenbahn,['3']
75,Kantstrasse Ecke Wilmersdorfer Strasse,1,strassenbahn,['3']
76,Wilmersdorferstrasse Ecke Berliner Strasse,1,strassenbahn,['3']
77,Luisenplatz,4,strassenbahn,"['3', '55', '54']"
78,Luisenplatz,4,bus,['A21']
79,Osnabrückerstrasse Ecke Tauroggenerstrasse,1,strassenbahn,['3']
80,Gotzkowskystrasse Ecke Turmstrasse,3,strassenbahn,"['3', '2']"
81,Gotzkowskystrasse Ecke Turmstrasse,3,bus,['A24']
82,Plötzensee,1,strassenbahn,['3']
83,U-Bhf. Seestrasse,4,strassenbahn,['3']
84,U-Bhf. Seestrasse,4,bus,"['A16', 'A12', 'A12S']"
85,Oskarplatz,2,strassenbahn,"['3', '35']"
86,Prinzenallee Ecke Osloer Strasse,1,strassenbahn,['3']
87,Grüntalerstrasse Ecke Osloer Strasse,1,strassenbahn,['3']
88,Mühlenstrasse,2,strassenbahn,"['4', '3']"
89,Bhf. Warschauer Brücke,2,strassenbahn,"['4', '3']"
90,Grünberger Strasse,1,strassenbahn,['4']
91,Frankfurter Tor/Stalinallee,2,strassenbahn,"['13', '4']"
92,Bersarinplatz,2,strassenbahn,"['13', '4']"
93,Leninallee,6,strassenbahn,"['13', '4']"
94,Leninallee,6,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']"
95,Paul-Heyse-Strasse,2,strassenbahn,"['13', '4']"
96,Arnswalder Platz,2,strassenbahn,"['13', '4']"
97,Greifswalder Strasse,3,strassenbahn,"['13', '4']"
98,Greifswalder Strasse,3,bus,['A44E']
99,Prenzlauer Allee,6,strassenbahn,"['13', '4']"
100,Prenzlauer Allee,6,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']"
101,U-Bhf. Dimitroffstrasse,2,strassenbahn,"['13', '4']"
102,Oderberger Strasse,2,strassenbahn,"['13', '4']"
103,Bhf. Zoo,10,strassenbahn,"['6', '51', '25', '2', '55', '77', '78', '54']"
104,Bhf. Zoo,10,bus,"['A2', 'A25']"
105,Wittenbergplatz,9,strassenbahn,"['6', '25', '2', '77', '78']"
106,Wittenbergplatz,9,u-bahn,"['B I', 'A I']"
107,Wittenbergplatz,9,bus,"['A19', 'A29']"
108,Grunewaldstrasse Ecke Martin-Luther-Strasse,3,strassenbahn,"['6', '25']"
109,Grunewaldstrasse Ecke Martin-Luther-Strasse,3,bus,['A16']
110,Rathaus Schöneberg,4,strassenbahn,['6']
111,Rathaus Schöneberg,4,bus,"['A16', 'A4']"
112,Rathaus Schöneberg,4,u-bahn,['B II']
113,Hauptstrasse,1,strassenbahn,['6']
114,Alboinstrasse Ecke Schönebergerstrasse,1,strassenbahn,['6']
115,Tempelhofer Damm Ecke Alt-Tempelhof,1,strassenbahn,['6']
116,Oberlandstrasse Ecke Germaniastrasse,1,strassenbahn,['6']
117,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,2,strassenbahn,['6']
118,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,2,bus,['A25']
119,Britzer Damm Ecke Blaschkoallee,1,strassenbahn,['6']
120,Buschkrug,2,strassenbahn,"['47', '6']"
121,U-Bhf. Grenzallee,2,strassenbahn,"['47', '6']"
122,U-Bhf. Neukölln,4,strassenbahn,"['15', '47', '6', '26']"
123,U-Bhf. Rathaus Neukölln,1,strassenbahn,['6']
124,Elsenstrasse Ecke Heidelbergerstrasse,1,strassenbahn,['6']
125,Köpenicker Strasse Ecke Adalbertstrasse,1,strassenbahn,['11']
126,U-Bhf. Neanderstrasse,2,strassenbahn,"['11', '64']"
127,Bhf. Jannowitzbrücke,2,strassenbahn,"['11', '64']"
128,"Alexanderplatz, Memhardstrasse",3,strassenbahn,"['63', '69', '11']"
129,U-Bhf. Weinmeisterstrasse,2,strassenbahn,"['63', '11']"
130,Rosenthaler Platz,6,strassenbahn,"['1', '22', '49', '11']"
131,Rosenthaler Platz,6,u-bahn,['D']
132,Rosenthaler Platz,6,bus,['O40']
133,Brunnen Ecke Invalidenstrasse,2,strassenbahn,"['1', '11']"
134,Invalidenstrasse Ecke Chausseestrasse,5,strassenbahn,"['1', '46', '11', '70']"
135,Invalidenstrasse Ecke Chausseestrasse,5,bus,['A9']
136,Oranienburger Tor,8,strassenbahn,"['46', '11', '70', '69', '1']"
137,Oranienburger Tor,8,bus,"['A9', 'O40']"
138,Oranienburger Tor,8,u-bahn,['C I']
139,Hannoversche Strasse,1,strassenbahn,['11']
140,"Klingenberg, Blockdammweg",1,strassenbahn,['13']
141,Kraftwerk Klingenberg,2,strassenbahn,"['13', '82']"
142,"Saganerstrasse, Güterbahn",1,strassenbahn,['13']
143,"Klingenberg, Hauptstrasse",1,strassenbahn,['13']
144,Holteistrasse,1,strassenbahn,['13']
145,Boxhagener Strasse,2,strassenbahn,"['13', '3']"
146,Frankfurter Tor/Stalinallee,2,strassenbahn,"['13', '4']"
147,Bersarinplatz,2,strassenbahn,"['13', '4']"
148,Leninallee,6,strassenbahn,"['13', '4']"
149,Leninallee,6,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']"
150,Paul-Heyse-Strasse,2,strassenbahn,"['13', '4']"
151,Arnswalder Platz,2,strassenbahn,"['13', '4']"
152,Greifswalder Strasse,3,strassenbahn,"['13', '4']"
153,Greifswalder Strasse,3,bus,['A44E']
154,Prenzlauer Allee,6,strassenbahn,"['13', '4']"
155,Prenzlauer Allee,6,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']"
156,U-Bhf. Dimitroffstrasse,2,strassenbahn,"['13', '4']"
157,Oderberger Strasse,2,strassenbahn,"['13', '4']"
158,Daimlerstrasse,1,strassenbahn,['15']
159,Bhf. Marienfelde,2,strassenbahn,['15']
160,Bhf. Marienfelde,2,bus,['A32 (Obus)']
161,Mariendorfer Damm Ecke Alt-Mariendorf,2,strassenbahn,"['15', '98']"
162,Imbrosweg,1,strassenbahn,['15']
163,Mariendorfer Friedhof,1,strassenbahn,['15']
164,Industriestrasse,1,strassenbahn,['15']
165,Germaniastrasse Ecke Gottlieb-Dunkel-Strasse,2,strassenbahn,"['15', '26']"
166,Frauenklinik,1,strassenbahn,['15']
167,Hermannstrasse Ecke Hertastrasse,2,strassenbahn,"['15', '26']"
168,U-Bhf. Neukölln,4,strassenbahn,"['15', '47', '6', '26']"
169,Richardstrasse,1,strassenbahn,['15']
170,Bhf. Sonnenallee,3,strassenbahn,"['15', '94', '95']"
171,Dammweg,1,strassenbahn,['15']
172,Schulenburgpark,2,strassenbahn,"['15', '95']"
173,Bhf. Rosenthal,1,strassenbahn,['22']
174,"Rosenthal, Siedlung",1,strassenbahn,['22']
175,Nordendstrasse,1,strassenbahn,['22']
176,Kurt-Fischer-Platz,3,strassenbahn,"['22', '46']"
177,Kurt-Fischer-Platz,3,bus,['A7']
178,"Breite Strasse, Pankow, Rathaus",1,strassenbahn,['22']
179,"Pankow, Kirche",3,strassenbahn,"['22', '49', '46']"
180,"S-Bhf. Pankow, Florastrasse",3,strassenbahn,"['22', '49', '46']"
181,U-Bhf. Vinetastrasse,4,strassenbahn,"['22', '49', '46']"
182,U-Bhf. Vinetastrasse,4,bus,['A7']
183,S-Bhf. Schönhauser Allee,3,strassenbahn,"['22', '49', '46']"
184,"Eberswalderstrasse, U-Bhf. Dimitroffstrasse",3,strassenbahn,"['22', '49', '46']"
185,Zionskirchstrasse,4,strassenbahn,"['70', '22', '49', '46']"
186,Rosenthaler Platz,6,strassenbahn,"['1', '22', '49', '11']"
187,Rosenthaler Platz,6,u-bahn,['D']
188,Rosenthaler Platz,6,bus,['O40']
189,Memhardtstrasse Ecke Liebnkenchstrasse,1,strassenbahn,['22']
190,"Alexanderplatz, Grunerstrasse",4,strassenbahn,"['74', '22', '71', '72']"
191,Elisabethstrasse,2,strassenbahn,['22']
192,Elisabethstrasse,2,bus,['O37']
193,Bhf. Wollankstrasse,2,strassenbahn,"['23', '24']"
194,Osloer Strasse Ecke Prinzenallee,1,strassenbahn,['23']
195,Badstrasse Ecke Prinzenallee,1,strassenbahn,['23']
196,Nettelbeckplatz,3,strassenbahn,"['35', '23', '68']"
197,Weddingplatz,3,strassenbahn,"['25', '23', '2']"
198,Fennbrücke,2,strassenbahn,"['23', '2']"
199,Augustenburger Platz,2,strassenbahn,['23']
200,Augustenburger Platz,2,bus,['A16']
201,Birkenstrasse Ecke Pulitzstrasse,1,strassenbahn,['23']
202,Stromstrase Ecke Turmstrasse,1,strassenbahn,['23']
203,Turmstrasse Ecke Gotzkowskystrasse,2,strassenbahn,"['23', '25']"
204,"Moabit, Zwinglistrasse",1,strassenbahn,['23']
205,Bhf. Wollankstrasse,2,strassenbahn,"['23', '24']"
206,Osloerstrasse Ecke Prinzenallee,1,strassenbahn,['24']
207,Prinzenallee Ecke Badstrasse,1,strassenbahn,['24']
208,Bhf. Gesundbrunnen,4,strassenbahn,"['36', '28', '29', '24']"
209,Rügenerstrasse Ecke Brunnenstrasse,3,strassenbahn,"['36', '29', '24']"
210,Brunnenstrasse Ecke Bernauerstrasse,2,strassenbahn,"['41', '24']"
211,Bernauerstrasse Ecke Wollinerstrasse,3,strassenbahn,"['24', '41', '2']"
212,"Tegel, Alt-Tegel",2,strassenbahn,"['41', '25']"
213,Bernauerstrasse Ecke Berlinerstrasse,4,strassenbahn,"['41', '28', '29', '25']"
214,Eichborndamm Ecke Scharnweberstrasse,2,strassenbahn,"['41', '25']"
215,Kurt-Schuhmacher-Platz,3,strassenbahn,"['41', '68', '25']"
216,"Londoner Strasse, Strassenbahnhof",1,strassenbahn,['25']
217,Seestrasse Ecke Müllerstrasse,4,strassenbahn,"['68', '28', '29', '25']"
218,Weddingplatz,3,strassenbahn,"['25', '23', '2']"
219,Kriminalgericht,1,strassenbahn,['25']
220,Stromstrasse Ecke Turmstrasse,2,strassenbahn,['25']
221,Stromstrasse Ecke Turmstrasse,2,bus,['A24']
222,Turmstrasse Ecke Gotzkowskystrasse,2,strassenbahn,"['23', '25']"
223,U-Bhf. Ernst-Reuter-Platz,4,strassenbahn,"['54', '44', '25']"
224,U-Bhf. Ernst-Reuter-Platz,4,bus,['A25']
225,Bhf. Zoo,10,strassenbahn,"['6', '51', '25', '2', '55', '77', '78', '54']"
226,Bhf. Zoo,10,bus,"['A2', 'A25']"
227,Wittenbergplatz,9,strassenbahn,"['6', '25', '2', '77', '78']"
228,Wittenbergplatz,9,u-bahn,"['B I', 'A I']"
229,Wittenbergplatz,9,bus,"['A19', 'A29']"
230,Grunewaldstrasse Ecke Martin-Luther-Strasse,3,strassenbahn,"['6', '25']"
231,Grunewaldstrasse Ecke Martin-Luther-Strasse,3,bus,['A16']
232,Badenschestrasse Ecke Martin-Luther-Strasse,1,strassenbahn,['25']
233,Rathaus Schöneberg (Belzigerstrasse),1,strassenbahn,['25']
234,Dominicusstrasse Ecke Hauptstrasse,5,strassenbahn,"['88', '73', '25']"
235,Dominicusstrasse Ecke Hauptstrasse,5,bus,"['A48', 'A4']"
236,Kaiser-Wilhelm-Platz,3,strassenbahn,['25']
237,Kaiser-Wilhelm-Platz,3,bus,"['A48', 'A4']"
238,"Schöneberg, Gotenstrasse",1,strassenbahn,['25']
239,Spreewaldplatz,2,strassenbahn,"['26', '88']"
240,Reichenberger Strasse,1,strassenbahn,['26']
241,Glogauer Strasse,1,strassenbahn,['26']
242,Sonnenallee,2,strassenbahn,['26']
243,Sonnenallee,2,s-bahn,['KBS 100']
244,Hermannplatz,7,strassenbahn,"['94', '2', '47', '95', '26']"
245,Hermannplatz,7,u-bahn,"['D', 'C I']"
246,Weichselstrasse,1,strassenbahn,['26']
247,Rathaus NeukÃ¶lln,1,strassenbahn,['26']
248,Karl-Marz-Strasse-Station,1,strassenbahn,['26']
249,U-Bhf. Neukölln,4,strassenbahn,"['15', '47', '6', '26']"
250,Hermannstrasse Ecke Hertastrasse,2,strassenbahn,"['15', '26']"
251,Germaniastrasse Ecke Gottlieb-Dunkel-Strasse,2,strassenbahn,"['15', '26']"
252,"Tempelhof, Industriestrasse",1,strassenbahn,['26']
253,"Neukölln, Hermannplatz",2,strassenbahn,"['27', '3']"
254,U-Bhf. Boddinstrasse,2,strassenbahn,['27']
255,U-Bhf. Boddinstrasse,2,bus,['A4']
256,Bhf. Hermannstrasse,1,strassenbahn,['27']
257,Gradestrasse,1,strassenbahn,['27']
258,Mariendorfer Allee,1,strassenbahn,['27']
259,"Buckow, Alt-Buckow",1,strassenbahn,['27']
260,"Tegelort, Kurzestrasse",1,strassenbahn,['28']
261,Falkenplatz,1,strassenbahn,['28']
262,Gabelung,2,strassenbahn,"['28', '29']"
263,Ruppiner Chaussee Ecke Karolinenstrasse,1,strassenbahn,['28']
264,Alt-Tegel Ecke Schloßstrasse,2,strassenbahn,"['28', '29']"
265,Bernauerstrasse Ecke Berlinerstrasse,4,strassenbahn,"['41', '28', '29', '25']"
266,"Eichenborndamm, Sportplatz Reinickendorf",1,strassenbahn,['28']
267,Kurt-Schumacher-Platz,4,strassenbahn,"['28', '29']"
268,Kurt-Schumacher-Platz,4,bus,['A21']
269,Kurt-Schumacher-Platz,4,u-bahn,['C I']
270,Londonerstrasse Ecke Müllerstrasse,3,strassenbahn,"['68', '28', '29']"
271,Seestrasse Ecke Müllerstrasse,4,strassenbahn,"['68', '28', '29', '25']"
272,Müllerstrasse Ecke Schulstrasse,2,strassenbahn,"['28', '29']"
273,Reinickendorferstrasse Ecke Schulstrasse,2,strassenbahn,"['28', '29']"
274,Uferstrasse Ecke Exerzierstrasse,1,strassenbahn,['28']
275,Pankstrasse/Prinzenallee,3,strassenbahn,"['41', '28', '29']"
276,Bhf. Gesundbrunnen,4,strassenbahn,"['36', '28', '29', '24']"
277,Rügenesrstrasse Ecke Brunnenstrasse,1,strassenbahn,['28']
278,"Heiligensee, Dorfaue",1,strassenbahn,['29']
279,Hennigsdorferstrasse Ecke Heiligensee,1,strassenbahn,['29']
280,Gabelung,2,strassenbahn,"['28', '29']"
281,Raupiner Chaussee Ecke Karolinenstrasse,1,strassenbahn,['29']
282,Alt-Tegel Ecke Schloßstrasse,2,strassenbahn,"['28', '29']"
283,Bernauerstrasse Ecke Berlinerstrasse,4,strassenbahn,"['41', '28', '29', '25']"
284,"Eichborndamm, Sportplatz Reinickendorf",1,strassenbahn,['29']
285,Kurt-Schumacher-Platz,4,strassenbahn,"['28', '29']"
286,Kurt-Schumacher-Platz,4,bus,['A21']
287,Kurt-Schumacher-Platz,4,u-bahn,['C I']
288,Londonerstrasse Ecke Müllerstrasse,3,strassenbahn,"['68', '28', '29']"
289,Seestrasse Ecke Müllerstrasse,4,strassenbahn,"['68', '28', '29', '25']"
290,Müllerstrasse Ecke Schulstrasse,2,strassenbahn,"['28', '29']"
291,Reinickendorferstrasse Ecke Schulstrasse,2,strassenbahn,"['28', '29']"
292,Uferstrasse Ekce Exerziestrasse,1,strassenbahn,['29']
293,Pankstrasse/Prinzenallee,3,strassenbahn,"['41', '28', '29']"
294,Bhf. Gesundbrunnen,4,strassenbahn,"['36', '28', '29', '24']"
295,Rügenerstrasse Ecke Brunnenstrasse,3,strassenbahn,"['36', '29', '24']"
296,"Siemensstradt, Nonnendammallee",1,strassenbahn,['35']
297,Wernerwerk,2,strassenbahn,['35']
298,Wernerwerk,2,s-bahn,['KBS 100d']
299,Bhf. Jungfernheide,3,strassenbahn,"['35', '55']"
300,Bhf. Jungfernheide,3,bus,['A21']
301,Tauroggenerstrasse Ecke Osnabrückerstrasse,1,strassenbahn,['35']
302,Wiebestrasse Ecke Huttenstrasse,1,strassenbahn,['35']
303,Gotzkowskystrasse Ecke turmstrasse,1,strassenbahn,['35']
304,Turmstrasse Ecke Stromstrasse,2,strassenbahn,['35']
305,Turmstrasse Ecke Stromstrasse,2,bus,['A16']
306,Rathowerstrasse Ecke Perlebergstrasse,1,strassenbahn,['35']
307,"Weddingplatz, Müllerstrasse",1,strassenbahn,['35']
308,Nettelbeckplatz,3,strassenbahn,"['35', '23', '68']"
309,Schulstrasse Ecke Reinickendorferstrasse,1,strassenbahn,['35']
310,Oskarplatz,2,strassenbahn,"['3', '35']"
311,Pankowerallee Ecke Residenzstrasse,1,strassenbahn,['35']
312,Residenzstrasse Ecke Alt-Reinickendorf,3,strassenbahn,"['41', '36', '35']"
313,Graf-Roedern-Allee Ecke Alt-Reinickendorf,1,strassenbahn,['35']
314,"Reinickendorf, Teichstrasse Ecke Humboldtstrasse",1,strassenbahn,['35']
315,Bhf. Wilhelmsruh,1,strassenbahn,['36']
316,Residenzstrasse Ecke Alt-Reinickendorf,3,strassenbahn,"['41', '36', '35']"
317,"Pankower Allee, Schäfersee",1,strassenbahn,['36']
318,"Pankower Allee, Strassenbahnhof",1,strassenbahn,['36']
319,Pankower Allee Ecke Provinzstrasse,1,strassenbahn,['36']
320,Osloerstrasse Ecke Kolonie-Drontheim,1,strassenbahn,['36']
321,Schwedenstrasse/Uferstrasse,1,strassenbahn,['36']
322,Pankowerstrasse Ecke Badstrasse,1,strassenbahn,['36']
323,Bhf. Gesundbrunnen,4,strassenbahn,"['36', '28', '29', '24']"
324,Rügenerstrasse Ecke Brunnenstrasse,3,strassenbahn,"['36', '29', '24']"
325,"Dahlem, Clayallee",1,strassenbahn,['40']
326,Pacelliallee/Thielallee,1,strassenbahn,['40']
327,U-Bhf. Dahlem-Dorf,1,strassenbahn,['40']
328,Podbielskiallee (Botanischer Garten),1,strassenbahn,['40']
329,Rathaus Steglitz,8,strassenbahn,"['73', '77', '40', '74', '78']"
330,Rathaus Steglitz,8,bus,"['A48', 'A32 (Obus)', 'A17']"
331,Bhf. Steglitz,3,strassenbahn,"['44', '40']"
332,Bhf. Steglitz,3,bus,['A33 (Obus)']
333,Klingsorstrasse Ecke Birkbuschstrasse,1,strassenbahn,['40']
334,"Steglitz, Birkbuschstrasse Ecke Siemensstrasse",1,strassenbahn,['40']
335,"Tegel, Alt-Tegel",2,strassenbahn,"['41', '25']"
336,Bernauerstrasse Ecke Berlinerstrasse,4,strassenbahn,"['41', '28', '29', '25']"
337,Eichborndamm Ecke Scharnweberstrasse,2,strassenbahn,"['41', '25']"
338,Kurt-Schuhmacher-Platz,3,strassenbahn,"['41', '68', '25']"
339,Graf-Roedernallee Ecke Reinickendorferstrasse,1,strassenbahn,['41']
340,Aroserallee Ecke Reinickendorferstrasse,1,strassenbahn,['41']
341,Residenzstrasse Ecke Alt-Reinickendorf,3,strassenbahn,"['41', '36', '35']"
342,Pankowerallee (Schäfersee),1,strassenbahn,['41']
343,Osloerstrasse Ecke Schwedenstrasse,2,strassenbahn,['41']
344,Osloerstrasse Ecke Schwedenstrasse,2,bus,['A14']
345,Uferstrasse Ecke Badstrasse,1,strassenbahn,['41']
346,Pankstrasse/Prinzenallee,3,strassenbahn,"['41', '28', '29']"
347,U-Bhf. Gesundbrunnen,1,strassenbahn,['41']
348,Usedomerstrasse,2,strassenbahn,"['41', '2']"
349,Brunnenstrasse Ecke Bernauerstrasse,2,strassenbahn,"['41', '24']"
350,Bernauerstrasse Ecke Wollinerstrasse,3,strassenbahn,"['24', '41', '2']"
351,"Sandkrugbrücke, Lehrter Bahnhof",1,strassenbahn,['44']
352,Rathenowerstrasse Ecke Invalidenstrasse,1,strassenbahn,['44']
353,Stromstrasse Ecke Alt-Moabit,1,strassenbahn,['44']
354,Gotzkowskystrasse Ecke Alt-Moabit,1,strassenbahn,['44']
355,U-Bhf. Ernst-Reuter-Platz,4,strassenbahn,"['54', '44', '25']"
356,U-Bhf. Ernst-Reuter-Platz,4,bus,['A25']
357,Wilmersdorfer Strasse Ecke Berlinerstrasse,1,strassenbahn,['44']
358,Kantstrasse Ecke Wilmersdorferstrasse,1,strassenbahn,['44']
359,Kurfürstendamm Ecke Wilmersdorferstrasse,2,strassenbahn,"['44', '60']"
360,Fehrbelliner Platz,5,strassenbahn,"['3', '60', '44']"
361,Fehrbelliner Platz,5,u-bahn,['A II']
362,Fehrbelliner Platz,5,bus,['A50']
363,Berlinerstrasse Ecke Blissestrasse,1,strassenbahn,['44']
364,Hildegardstrasse Ecke Bundesallee,2,strassenbahn,['44']
365,Hildegardstrasse Ecke Bundesallee,2,bus,['A25']
366,Bundesplatz,5,strassenbahn,"['77', '44', '78']"
367,Bundesplatz,5,bus,"['A2', 'A16']"
368,Friedrich-Wilhelm-Platz,3,strassenbahn,"['77', '44', '78']"
369,Tatania-Palast,1,strassenbahn,['44']
370,Bhf. Steglitz,3,strassenbahn,"['44', '40']"
371,Bhf. Steglitz,3,bus,['A33 (Obus)']
372,Schloßstrasse Ecke Albrechtstrasse,1,strassenbahn,['44']
373,Birkbuschstrasse Ecke Siemensstrasse,1,strassenbahn,['44']
374,"Niederschönhausen, Schillerstrasse",1,strassenbahn,['46']
375,"Nordend, Dietzgenstrasse",1,strassenbahn,['46']
376,Ossietzkyplatz,2,strassenbahn,['46']
377,Ossietzkyplatz,2,bus,['A7']
378,Kurt-Fischer-Platz,3,strassenbahn,"['22', '46']"
379,Kurt-Fischer-Platz,3,bus,['A7']
380,"Breitestrasse, Pankow, Rathaus",1,strassenbahn,['46']
381,"Pankow, Kirche",3,strassenbahn,"['22', '49', '46']"
382,"S-Bhf. Pankow, Florastrasse",3,strassenbahn,"['22', '49', '46']"
383,U-Bhf. Vinetastrasse,4,strassenbahn,"['22', '49', '46']"
384,U-Bhf. Vinetastrasse,4,bus,['A7']
385,S-Bhf. Schönhauser Allee,3,strassenbahn,"['22', '49', '46']"
386,"Eberswalderstrasse, U-Bhf. Dimitroffstrasse",3,strassenbahn,"['22', '49', '46']"
387,Zionskirchstrasse,4,strassenbahn,"['70', '22', '49', '46']"
388,Veteranenstrasse Ecke Brunnenstrasse,1,strassenbahn,['46']
389,Invalidenstrasse Ecke Chausseestrasse,5,strassenbahn,"['1', '46', '11', '70']"
390,Invalidenstrasse Ecke Chausseestrasse,5,bus,['A9']
391,Oranienburger Tor,8,strassenbahn,"['46', '11', '70', '69', '1']"
392,Oranienburger Tor,8,bus,"['A9', 'O40']"
393,Oranienburger Tor,8,u-bahn,['C I']
394,"Weidendammbrücke, Bhf. Friedrichstrasse",3,strassenbahn,"['1', '46', '70']"
395,Am Kupfergraben,2,strassenbahn,"['1', '46']"
396,Hermannplatz,7,strassenbahn,"['94', '2', '47', '95', '26']"
397,Hermannplatz,7,u-bahn,"['D', 'C I']"
398,"Erkstrasse, Rathaus Neukölln",1,strassenbahn,['47']
399,Karl-Marx-Strasse Station,1,strassenbahn,['47']
400,U-Bhf. Neukölln,4,strassenbahn,"['15', '47', '6', '26']"
401,U-Bhf. Grenzallee,2,strassenbahn,"['47', '6']"
402,Buschkrug,2,strassenbahn,"['47', '6']"
403,Parchimerallee Ecke Rudowerstrasse,1,strassenbahn,['47']
404,Krankenhaus Neukölln,1,strassenbahn,['47']
