,stop_name,line_count,type,in_lines
65,Stromstrasse,4,strassenbahn,"['44', '2', '35']"
66,Stromstrasse,4,bus,['A70']
67,GotzkowskyBrücke,1,strassenbahn,['2']
68,U-Bhf. Ernst-Reuter-Platz,10,strassenbahn,"['6', '54', '44', '25', '2', '55']"
69,U-Bhf. Ernst-Reuter-Platz,10,bus,"['A25', 'A2', 'AS1', 'A62']"
70,Bhf. Zoo,14,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
71,Bhf. Zoo,14,bus,"['A2', 'AS2', 'A25', 'AS1', 'AS3', 'A62']"
72,Wittenbergplatz,17,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
73,Wittenbergplatz,17,bus,"['A69', 'A29', 'A60', 'A19', 'A62']"
74,Wittenbergplatz,17,u-bahn,"['B I', 'A II', 'A I', 'B II']"
75,Potsdamer Strasse,6,strassenbahn,"['2', '3']"
76,Potsdamer Strasse,6,bus,"['A53', 'A29', 'A24', 'A19']"
77,Bhf. Yorckstrasse,2,strassenbahn,['2']
78,Bhf. Yorckstrasse,2,bus,['A19']
79,Mehringdamm,6,strassenbahn,"['2', '3']"
80,Mehringdamm,6,bus,"['A28', 'A19']"
81,Mehringdamm,6,u-bahn,"['C I', 'C II']"
82,Südstern,3,strassenbahn,['2']
83,Südstern,3,bus,['A28']
84,Südstern,3,u-bahn,['C I']
85,Hermannplatz,7,strassenbahn,"['47', '26', '2', '95']"
86,Hermannplatz,7,bus,['A67']
87,Hermannplatz,7,u-bahn,"['D', 'C I']"
88,Spreewaldplatz,3,strassenbahn,"['88', '26', '2']"
89,Bhf. Rosenthal,1,strassenbahn,['22']
90,Nordendstrasse,1,strassenbahn,['22']
91,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46', '46E']"
92,Kurt-Fischer-Platz,4,bus,['A7']
93,"Pankow, Rathaus",6,strassenbahn,"['22', '46', '46E']"
94,"Pankow, Rathaus",6,bus,"['A45', 'A55', 'A7']"
95,"Pankow, Kirche",6,strassenbahn,"['22', '46', '46E', '49']"
96,"Pankow, Kirche",6,bus,"['A45', 'A55']"
97,U-Bhf. Vinestrasse,1,strassenbahn,['22']
98,S-Bhf. Sch nhauser Allee,4,strassenbahn,"['22', '46', '46E', '49']"
99,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['49', '70', '46', '13', '4', '46E', '22']"
100,Rosenthaler Platz,6,strassenbahn,"['22', '11', '1', '49']"
101,Rosenthaler Platz,6,bus,['O40']
102,Rosenthaler Platz,6,u-bahn,['D']
103,"Alexanderplatz, Memhardstrasse",4,strassenbahn,"['22', '11', '63', '69']"
104,Elisabethstrasse,3,strassenbahn,"['82', '22']"
105,Elisabethstrasse,3,bus,['O37']
106,Wolliner Strasse,3,strassenbahn,"['25', '2']"
107,Wolliner Strasse,3,bus,['A71']
108,Rügener Strasse,4,strassenbahn,['25']
109,Rügener Strasse,4,bus,"['A71', 'A14', 'A61']"
110,Bhf. Gesundbrunnen,3,strassenbahn,['25']
111,Bhf. Gesundbrunnen,3,bus,"['A71', 'A61']"
112,Nauener Platz,2,strassenbahn,"['25', '35']"
113,Weddingplatz,6,strassenbahn,"['25', '2', '35']"
114,Weddingplatz,6,bus,"['A12S', 'A12', 'A70']"
115,Augustenburger Platz,1,strassenbahn,['25']
116,Turmstrasse,2,strassenbahn,['25']
117,Turmstrasse,2,bus,['A66']
118,Gotzkowskystrasse,2,strassenbahn,"['44', '25']"
119,U-Bhf. Ernst-Reuter-Platz,10,strassenbahn,"['6', '54', '44', '25', '2', '55']"
120,U-Bhf. Ernst-Reuter-Platz,10,bus,"['A25', 'A2', 'AS1', 'A62']"
121,Bhf. Zoo,14,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
122,Bhf. Zoo,14,bus,"['A2', 'AS2', 'A25', 'AS1', 'AS3', 'A62']"
123,Wittenbergplatz,17,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
124,Wittenbergplatz,17,bus,"['A69', 'A29', 'A60', 'A19', 'A62']"
125,Wittenbergplatz,17,u-bahn,"['B I', 'A II', 'A I', 'B II']"
126,Wartburgplatz,1,strassenbahn,['25']
127,Rathaus Sch neberg,5,strassenbahn,"['25', '6', '60']"
128,Rathaus Sch neberg,5,bus,"['A4', 'A16']"
129,Hauptstrasse,2,strassenbahn,"['25', '6']"
130,Gotenstrasse,1,strassenbahn,['25']
131,Spreewaldplatz,3,strassenbahn,"['88', '26', '2']"
132,Reichenberger Strasse,1,strassenbahn,['26']
133,Glogauer Strasse,1,strassenbahn,['26']
134,Sonnenallee,2,strassenbahn,['26']
135,Sonnenallee,2,s-bahn,['KBS 100']
136,Hermannplatz,7,strassenbahn,"['47', '26', '2', '95']"
137,Hermannplatz,7,bus,['A67']
138,Hermannplatz,7,u-bahn,"['D', 'C I']"
139,Weichselstrasse,2,strassenbahn,"['47', '26']"
140,Rathaus Neukölln,5,strassenbahn,"['47', '26', '6']"
141,Rathaus Neukölln,5,bus,['A4']
142,Rathaus Neukölln,5,u-bahn,['C I']
143,Saltykowstrasse,1,strassenbahn,['26']
144,Karl-Marx-Platz,2,strassenbahn,"['47', '26']"
145,Silbersteinstrasse,2,strassenbahn,"['47', '26']"
146,Hermannstrasse,2,strassenbahn,"['26', '15']"
147,St dtische Frauenklinik,1,strassenbahn,['26']
148,Germaniastrasse,2,strassenbahn,"['26', '15']"
149,Bhf. Teltowkanal,1,strassenbahn,['26']
150,Industriestrasse,2,strassenbahn,"['26', '15']"
151,Hobrechtstrasse,2,strassenbahn,"['3', '27']"
152,Hasenheide,1,strassenbahn,['27']
153,U-Bhf. Boddinstrasse,2,strassenbahn,['27']
154,U-Bhf. Boddinstrasse,2,bus,['A4']
155,U-Bhf. Leinestrasse,1,strassenbahn,['27']
156,Bhf. Hermannstrasse,1,strassenbahn,['27']
157,Mariendorfer Weg,1,strassenbahn,['27']
158,Germaniapromenade,1,strassenbahn,['27']
159,Franz-K rner-Strasse,1,strassenbahn,['27']
160,Gradestrasse,1,strassenbahn,['27']
161,Tempelhofer Weg,1,strassenbahn,['27']
162,Mariendorfer Allee,1,strassenbahn,['27']
163,Gutschmidstrasse,1,strassenbahn,['27']
164,Kleinbahn,1,strassenbahn,['27']
165,Dacchdeckerweg,1,strassenbahn,['27']
166,Parkfriedhof Neukölln,1,strassenbahn,['27']
167,Alt-Buckow,1,strassenbahn,['27']
168,Mühlenstrasse,3,strassenbahn,"['3', '4']"
169,Mühlenstrasse,3,bus,['A20']
170,Bhf. Warschauer Brücke,2,strassenbahn,"['3', '4']"
171,Boxhagener Strasse,1,strassenbahn,['3']
172,Bhf. Stalineallee,1,strassenbahn,['3']
173,Roederplatz,4,strassenbahn,"['69E', '3', '69']"
174,Roederplatz,4,bus,['O30']
175,Hohensch nhauser Strasse,1,strassenbahn,['3']
176,Klement-Gottwald-Allee/Lichtenberger Strasse,1,strassenbahn,['3']
177,Antonplatz,5,strassenbahn,"['72', '74E', '70', '74', '3']"
178,Prenzlauer Promenade,3,strassenbahn,"['72', '3', '70']"
179,Sch nhauser Allee,1,strassenbahn,['3']
180,Bj rnsonstrasse,1,strassenbahn,['3']
181,Hobrechtstrasse,2,strassenbahn,"['3', '27']"
182,U-Bhf. Südstern,1,strassenbahn,['3']
183,Mehringdamm,6,strassenbahn,"['2', '3']"
184,Mehringdamm,6,bus,"['A28', 'A19']"
185,Mehringdamm,6,u-bahn,"['C I', 'C II']"
186,Potsdamer Strasse,6,strassenbahn,"['2', '3']"
187,Potsdamer Strasse,6,bus,"['A53', 'A29', 'A24', 'A19']"
188,Martin-Luther-Strasse,2,strassenbahn,"['3', '60']"
189,Bundesallee Ecke Berliner Strasse,4,strassenbahn,"['77', '3', '60', '78']"
190,Fehrbelliner Platz,6,strassenbahn,"['44', '3', '60']"
191,Fehrbelliner Platz,6,bus,['A50']
192,Fehrbelliner Platz,6,u-bahn,"['A II', 'B II']"
193,Kurfürstendamm,8,strassenbahn,"['44', '3', '60']"
194,Kurfürstendamm,8,bus,"['A21', 'A10', 'AS2', 'A60', 'AS3']"
195,Otto-Suhr-Allee,1,strassenbahn,['3']
196,OsnaBrücker Strasse,2,strassenbahn,"['3', '55']"
197,Wiebestrasse,2,strassenbahn,['3']
198,Wiebestrasse,2,bus,['A24']
199,Bhf. Beusselstrasse,1,strassenbahn,['3']
200,Schwedenstrasse,1,strassenbahn,['3']
201,Grüntaler Strasse,1,strassenbahn,['3']
202,Nonnendammallee,1,strassenbahn,['35']
203,Quellweg,2,strassenbahn,"['55', '35']"
204,Bhf. Jungfernheide,5,strassenbahn,"['55', '35']"
205,Bhf. Jungfernheide,5,bus,"['A21', 'A65', 'A62']"
206,Tauroggener Strasse,1,strassenbahn,['35']
207,Wiebestrasse/Huttenstrasse,1,strassenbahn,['35']
208,Stromstrasse,4,strassenbahn,"['44', '2', '35']"
209,Stromstrasse,4,bus,['A70']
210,Rathenower Strasse,4,strassenbahn,"['2', '35']"
211,Rathenower Strasse,4,bus,"['A70', 'A24']"
212,Weddingplatz,6,strassenbahn,"['25', '2', '35']"
213,Weddingplatz,6,bus,"['A12S', 'A12', 'A70']"
214,Nettelbeckplatz,2,strassenbahn,['35']
215,Nettelbeckplatz,2,bus,['A64']
216,Nauener Platz,2,strassenbahn,"['25', '35']"
217,Osloer Strasse,4,strassenbahn,['35']
218,Osloer Strasse,4,bus,"['A70', 'A71', 'A61']"
219,Pankower Allee,2,strassenbahn,['35']
220,Pankower Allee,2,bus,['A14']
221,Kopenhagener Strasse,2,strassenbahn,['35']
222,Kopenhagener Strasse,2,bus,['A14']
223,Bhf. Wilhelmsruh,2,strassenbahn,['35']
224,Bhf. Wilhelmsruh,2,bus,['A71']
225,Mühlenstrasse,3,strassenbahn,"['3', '4']"
226,Mühlenstrasse,3,bus,['A20']
227,Bhf. Warschauer Brücke,2,strassenbahn,"['3', '4']"
228,Grünberger Strasse,1,strassenbahn,['4']
229,Frankfurter Tor/Stalinallee,2,strassenbahn,"['13', '4']"
230,Bersarinplatz,2,strassenbahn,"['13', '4']"
231,Leninallee,7,strassenbahn,"['13', '4']"
232,Leninallee,7,s-bahn,"['KBS 100c', 'KBS 103a', 'KBS 100b', 'KBS 100']"
233,Kniprodestrasse,3,strassenbahn,"['13', '4', '69E']"
234,Greifswalder Strasse,4,strassenbahn,"['13', '4']"
235,Greifswalder Strasse,4,bus,"['A44E', 'A44']"
236,Prenzlauer Allee,7,strassenbahn,"['13', '4']"
237,Prenzlauer Allee,7,s-bahn,"['KBS 100c', 'KBS 103a', 'KBS 100b', 'KBS 100']"
238,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['49', '70', '46', '13', '4', '46E', '22']"
239,Oderberger Strasse,2,strassenbahn,"['13', '4']"
240,Sandkrugbrücke,1,strassenbahn,['44']
241,Stromstrasse,4,strassenbahn,"['44', '2', '35']"
242,Stromstrasse,4,bus,['A70']
243,Gotzkowskystrasse,2,strassenbahn,"['44', '25']"
244,U-Bhf. Ernst-Reuter-Platz,10,strassenbahn,"['6', '54', '44', '25', '2', '55']"
245,U-Bhf. Ernst-Reuter-Platz,10,bus,"['A25', 'A2', 'AS1', 'A62']"
246,Wilmersdorfer Strasse,7,strassenbahn,"['44', '75', '76']"
247,Wilmersdorfer Strasse,7,bus,"['A66', 'A69', 'A29', 'A19']"
248,Kantstrasse,2,strassenbahn,['44']
249,Kantstrasse,2,bus,['A21']
250,Kurfürstendamm,8,strassenbahn,"['44', '3', '60']"
251,Kurfürstendamm,8,bus,"['A21', 'A10', 'AS2', 'A60', 'AS3']"
252,Fehrbelliner Platz,6,strassenbahn,"['44', '3', '60']"
253,Fehrbelliner Platz,6,bus,['A50']
254,Fehrbelliner Platz,6,u-bahn,"['A II', 'B II']"
255,Hildegardstrasse,1,strassenbahn,['44']
256,Bundesplatz,8,strassenbahn,"['44', '77', '78']"
257,Bundesplatz,8,bus,"['A2', 'A65', 'A16', 'AS2', 'A25']"
258,Schlossstrasse,6,strassenbahn,"['78', '73', '74', '44', '77']"
259,Schlossstrasse,6,bus,['A2']
260,Rathaus Steglitz,9,strassenbahn,"['78', '73', '74', '44', '77']"
261,Rathaus Steglitz,9,bus,"['A17', 'A48', 'A32', 'A68']"
262,Bhf. Steglitz,3,strassenbahn,['44']
263,Bhf. Steglitz,3,bus,"['A33', 'A68']"
264,Schützenstrasse,1,strassenbahn,['44']
265,Birkbuschstrasse,1,strassenbahn,['44']
266,"Niedersch nhausen, Schillerstrasse",1,strassenbahn,['46']
267,Nordend,2,strassenbahn,['46']
268,Nordend,2,bus,['A7']
269,Ossietzkyplatz,3,strassenbahn,"['46', '46E']"
270,Ossietzkyplatz,3,bus,['A7']
271,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46', '46E']"
272,Kurt-Fischer-Platz,4,bus,['A7']
273,"Pankow, Rathaus",6,strassenbahn,"['22', '46', '46E']"
274,"Pankow, Rathaus",6,bus,"['A45', 'A55', 'A7']"
275,"Pankow, Kirche",6,strassenbahn,"['22', '46', '46E', '49']"
276,"Pankow, Kirche",6,bus,"['A45', 'A55']"
277,U-Bhf. Vinetastrasse,4,strassenbahn,"['46', '46E', '49']"
278,U-Bhf. Vinetastrasse,4,bus,['A7']
279,S-Bhf. Sch nhauser Allee,4,strassenbahn,"['22', '46', '46E', '49']"
280,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['49', '70', '46', '13', '4', '46E', '22']"
281,Brunnenstrasse,3,strassenbahn,"['46', '46E', '70']"
282,Invaliden- Ecke Chausseestrasse,4,strassenbahn,"['46', '11', '1', '46E']"
283,Oranienburger Tor,6,strassenbahn,"['46', '70', '69']"
284,Oranienburger Tor,6,bus,['O40']
285,Oranienburger Tor,6,u-bahn,"['C I', 'C II']"
286,"WeidendammBrücke, Bhf. Friedrichstrasse",3,strassenbahn,"['46', '1', '70']"
287,Clara-Zetkin-Strasse,1,strassenbahn,['46']
288,"Niedersch nhausen, Idastrasse bzw. Nordend",1,strassenbahn,['46E']
289,Ossietzkyplatz,3,strassenbahn,"['46', '46E']"
290,Ossietzkyplatz,3,bus,['A7']
291,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46', '46E']"
292,Kurt-Fischer-Platz,4,bus,['A7']
293,"Pankow, Rathaus",6,strassenbahn,"['22', '46', '46E']"
294,"Pankow, Rathaus",6,bus,"['A45', 'A55', 'A7']"
295,"Pankow, Kirche",6,strassenbahn,"['22', '46', '46E', '49']"
296,"Pankow, Kirche",6,bus,"['A45', 'A55']"
297,U-Bhf. Vinetastrasse,4,strassenbahn,"['46', '46E', '49']"
298,U-Bhf. Vinetastrasse,4,bus,['A7']
299,S-Bhf. Sch nhauser Allee,4,strassenbahn,"['22', '46', '46E', '49']"
300,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['49', '70', '46', '13', '4', '46E', '22']"
301,Brunnenstrasse,3,strassenbahn,"['46', '46E', '70']"
302,Invaliden- Ecke Chausseestrasse,4,strassenbahn,"['46', '11', '1', '46E']"
303,"Oranienburger Tor, Hannoversche Strasse",2,strassenbahn,"['11', '46E']"
304,Hermannplatz,7,strassenbahn,"['47', '26', '2', '95']"
305,Hermannplatz,7,bus,['A67']
306,Hermannplatz,7,u-bahn,"['D', 'C I']"
307,Weichselstrasse,2,strassenbahn,"['47', '26']"
308,Rathaus Neukölln,5,strassenbahn,"['47', '26', '6']"
309,Rathaus Neukölln,5,bus,['A4']
310,Rathaus Neukölln,5,u-bahn,['C I']
311,Karl-Marx-Platz,2,strassenbahn,"['47', '26']"
312,U-Bhf. Neukölln,2,strassenbahn,"['47', '15']"
313,Silbersteinstrasse,2,strassenbahn,"['47', '26']"
314,U-Bhf. Grenzallee,3,strassenbahn,"['47', '6']"
315,U-Bhf. Grenzallee,3,bus,['A67']
316,Buschkrug,2,strassenbahn,"['47', '6']"
317,Onkel-Herse-Strasse,1,strassenbahn,['47']
318,Parchimer Allee,1,strassenbahn,['47']
319,Krankenhause Neukölln,1,strassenbahn,['47']
320,Johannisthaler Chaussee,2,strassenbahn,['47']
321,Johannisthaler Chaussee,2,bus,['A47']
322,Wildmeisterdamm,2,strassenbahn,['47']
323,Wildmeisterdamm,2,bus,['A52']
324,Stubenrauchstrasse,1,strassenbahn,['47']
325,Köpenicker Strasse,3,strassenbahn,"['47', '84']"
326,Köpenicker Strasse,3,bus,['A52']
327,Bahnhofstrasse,1,strassenbahn,['47']
328,"Buchholz, Hauptstrasse",1,strassenbahn,['49']
329,Blankenburger Weiche,1,strassenbahn,['49']
330,S-Bhf. Pankow-Heinersdorf,1,strassenbahn,['49']
331,"Pankow, Kirche",6,strassenbahn,"['22', '46', '46E', '49']"
332,"Pankow, Kirche",6,bus,"['A45', 'A55']"
333,U-Bhf. Vinetastrasse,4,strassenbahn,"['46', '46E', '49']"
334,U-Bhf. Vinetastrasse,4,bus,['A7']
335,S-Bhf. Sch nhauser Allee,4,strassenbahn,"['22', '46', '46E', '49']"
336,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['49', '70', '46', '13', '4', '46E', '22']"
337,Rosenthaler Platz,6,strassenbahn,"['22', '11', '1', '49']"
338,Rosenthaler Platz,6,bus,['O40']
339,Rosenthaler Platz,6,u-bahn,['D']
340,"Hackescher Markt, Große Präsidentenstrasse",2,strassenbahn,"['63', '49']"
341,Nollendorfplatz,9,strassenbahn,"['53', '55', '54']"
342,Nollendorfplatz,9,bus,['A19']
343,Nollendorfplatz,9,u-bahn,"['B II', 'A II', 'B III', 'B I', 'A I']"
344,Wittenbergplatz,17,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
345,Wittenbergplatz,17,bus,"['A69', 'A29', 'A60', 'A19', 'A62']"
346,Wittenbergplatz,17,u-bahn,"['B I', 'A II', 'A I', 'B II']"
347,Bhf. Zoo,14,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
348,Bhf. Zoo,14,bus,"['A2', 'AS2', 'A25', 'AS1', 'AS3', 'A62']"
349,U-Bhf. Reuter-Platz,1,strassenbahn,['53']
350,Richard-Wagner-Platz,5,strassenbahn,"['53', '55', '54']"
351,Richard-Wagner-Platz,5,bus,['A62']
352,Richard-Wagner-Platz,5,u-bahn,['A III']
353,Luisenplatz,7,strassenbahn,"['53', '55', '54']"
354,Luisenplatz,7,bus,"['AS1', 'A21', 'A65', 'A62']"
355,Königin-Elisabeth-Strasse,4,strassenbahn,"['53', '60', '54']"
356,Königin-Elisabeth-Strasse,4,bus,['A65']
357,Kirschenallee,2,strassenbahn,"['53', '54']"
358,Schloss Ruhwald,3,strassenbahn,"['53', '54']"
359,Schloss Ruhwald,3,bus,['AS1']
360,U-Bhf. Ruhleben,5,strassenbahn,"['53', '54']"
361,U-Bhf. Ruhleben,5,bus,"['A5', 'AS1', 'A31']"
362,Teltower Strasse,5,strassenbahn,"['53', '54']"
363,Teltower Strasse,5,bus,"['A5', 'AS1', 'A31']"
364,"Spandau, Markt",5,strassenbahn,"['75', '76', '53', '54', '55']"
365,Carl-Schurz-Strasse,2,strassenbahn,"['53', '54']"
366,Hafenplatz,7,strassenbahn,"['76', '75', '53', '54']"
367,Hafenplatz,7,bus,"['A34', 'AS1', 'A24']"
368,Hohenzollernring,5,strassenbahn,"['76', '75', '53', '54']"
369,Hohenzollernring,5,bus,['AS1']
370,Hakenfelde,2,strassenbahn,"['75', '53']"
371,Nollendorfplatz,9,strassenbahn,"['53', '55', '54']"
372,Nollendorfplatz,9,bus,['A19']
373,Nollendorfplatz,9,u-bahn,"['B II', 'A II', 'B III', 'B I', 'A I']"
374,Wittenbergplatz,17,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
375,Wittenbergplatz,17,bus,"['A69', 'A29', 'A60', 'A19', 'A62']"
376,Wittenbergplatz,17,u-bahn,"['B I', 'A II', 'A I', 'B II']"
377,Bhf. Zoo,14,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
378,Bhf. Zoo,14,bus,"['A2', 'AS2', 'A25', 'AS1', 'AS3', 'A62']"
379,U-Bhf. Ernst-Reuter-Platz,10,strassenbahn,"['6', '54', '44', '25', '2', '55']"
380,U-Bhf. Ernst-Reuter-Platz,10,bus,"['A25', 'A2', 'AS1', 'A62']"
381,Richard-Wagner-Platz,5,strassenbahn,"['53', '55', '54']"
382,Richard-Wagner-Platz,5,bus,['A62']
383,Richard-Wagner-Platz,5,u-bahn,['A III']
384,Luisenplatz,7,strassenbahn,"['53', '55', '54']"
385,Luisenplatz,7,bus,"['AS1', 'A21', 'A65', 'A62']"
386,Königin-Elisabeth-Strasse,4,strassenbahn,"['53', '60', '54']"
387,Königin-Elisabeth-Strasse,4,bus,['A65']
388,Kirschenallee,2,strassenbahn,"['53', '54']"
389,Schloss Ruhwald,3,strassenbahn,"['53', '54']"
390,Schloss Ruhwald,3,bus,['AS1']
391,U-Bhf. Ruhleben,5,strassenbahn,"['53', '54']"
392,U-Bhf. Ruhleben,5,bus,"['A5', 'AS1', 'A31']"
393,Teltower Strasse,5,strassenbahn,"['53', '54']"
394,Teltower Strasse,5,bus,"['A5', 'AS1', 'A31']"
395,"Spandau, Markt",5,strassenbahn,"['75', '76', '53', '54', '55']"
396,Carl-Schurz-Strasse,2,strassenbahn,"['53', '54']"
397,Hafenplatz,7,strassenbahn,"['76', '75', '53', '54']"
398,Hafenplatz,7,bus,"['A34', 'AS1', 'A24']"
399,Hohenzollernring,5,strassenbahn,"['76', '75', '53', '54']"
400,Hohenzollernring,5,bus,['AS1']
401,Johannesstift,1,strassenbahn,['54']
402,Nollendorfplatz,9,strassenbahn,"['53', '55', '54']"
403,Nollendorfplatz,9,bus,['A19']
404,Nollendorfplatz,9,u-bahn,"['B II', 'A II', 'B III', 'B I', 'A I']"
405,Wittenbergplatz,17,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
406,Wittenbergplatz,17,bus,"['A69', 'A29', 'A60', 'A19', 'A62']"
407,Wittenbergplatz,17,u-bahn,"['B I', 'A II', 'A I', 'B II']"
408,Bhf. Zoo,14,strassenbahn,"['78', '6', '53', '54', '77', '25', '2', '55']"
409,Bhf. Zoo,14,bus,"['A2', 'AS2', 'A25', 'AS1', 'AS3', 'A62']"
410,U-Bhf. Ernst-Reuter-Platz,10,strassenbahn,"['6', '54', '44', '25', '2', '55']"
411,U-Bhf. Ernst-Reuter-Platz,10,bus,"['A25', 'A2', 'AS1', 'A62']"
412,Cauerstrasse,2,strassenbahn,['55']
413,Cauerstrasse,2,bus,['AS1']
414,Richard-Wagner-Platz,5,strassenbahn,"['53', '55', '54']"
415,Richard-Wagner-Platz,5,bus,['A62']
416,Richard-Wagner-Platz,5,u-bahn,['A III']
417,Luisenplatz,7,strassenbahn,"['53', '55', '54']"
418,Luisenplatz,7,bus,"['AS1', 'A21', 'A65', 'A62']"
419,OsnaBrücker Strasse,2,strassenbahn,"['3', '55']"
420,Bhf. Jungfernheide,5,strassenbahn,"['55', '35']"
421,Bhf. Jungfernheide,5,bus,"['A21', 'A65', 'A62']"
422,Siemensplatz,1,strassenbahn,['55']
423,Quellweg,2,strassenbahn,"['55', '35']"
424,Paulsternstrasse,3,strassenbahn,['55']
425,Paulsternstrasse,3,bus,"['A13', 'A10']"
426,Zitadellenweg,1,strassenbahn,['55']
427,"Spandau, Markt",5,strassenbahn,"['75', '76', '53', '54', '55']"
428,Rathaus Spandau,10,strassenbahn,"['76', '75', '55']"
429,Rathaus Spandau,10,bus,"['A13', 'A34', 'A63', 'AS1', 'A35', 'A5', 'A31']"
430,Nauener Strasse,2,strassenbahn,['55']
431,Nauener Strasse,2,bus,['A31']
432,Wintersteinstrasse,1,strassenbahn,['6']
