,stop_id,stop_name,type,in_lines
226,227,Köpenicker Strasse,strassenbahn,{'84'}
227,228,Küstriner Platz,bus,"{'O30', 'O40'}"
228,229,LPG Falkenberg,bus,{'A46'}
229,230,Landsberger Chaussee Ecke Weißenseer Weg,strassenbahn,{'3'}
230,231,Langhans Strasse Ecke Gustav-Adolf-Strasse,bus,{'A45'}
231,232,Langhansstrasse Ecke Gustav-Adolf-Strasse,bus,{'A55'}
232,233,Lehnitz,s-bahn,{'KBS 104'}
233,234,Leipziger Strasse Ecke Wilhelmstrasse,strassenbahn,{'74'}
234,235,Leninallee,s-bahn,"{'KBS 106', 'KBS 103a'}"
235,236,Leninallee,strassenbahn,"{'13', '4'}"
236,237,Leninplatz,bus,{'O40'}
237,238,Leninplatz,strassenbahn,"{'64', '1', '63'}"
238,239,Lerchenstrasse,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'}
239,240,Lichtenberg,s-bahn,{'KBS 101'}
240,241,Lichtenberger Strasse Ecke Berliner Allee,strassenbahn,"{'72', '74', '74E', '70'}"
241,242,Lindenberg,bus,{'AL'}
242,243,Lutherplatz,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
243,244,Luxemburgplatz,u-bahn,{'A'}
244,245,Magdalenenstr.,u-bahn,{'E'}
245,246,Mahlow,s-bahn,{'KBS 105'}
246,247,Mahlsdorf,s-bahn,{'KBS 101'}
247,248,Mahlsdorf-Süd,strassenbahn,{'83'}
248,249,"Mahlsdorf-Süd, Hubertus",strassenbahn,"{'86', '82'}"
249,250,"Malchow, Dorfstrasse",bus,"{'AL', 'A46'}"
250,251,Malchower Weg,bus,{'A46'}
251,252,Marchlewskistr.,u-bahn,{'E'}
252,253,Markgrafendamm,bus,{'A82P'}
253,254,Marktplatz Adlershof,strassenbahn,{'84'}
254,255,Marx-Engels-Platz,bus,"{'A57', 'A9'}"
255,256,Marx-Engels-Platz,s-bahn,"{'KBS 101', 'KBS 102', 'KBS 103'}"
256,257,"Marzahn, Berliner Chaussee",bus,{'A43'}
257,258,Marzahner Chaussee,bus,{'O37'}
258,259,Molkenmarkt,strassenbahn,"{'72', '74', '74E'}"
259,260,Märkisches Museum,u-bahn,{'A'}
260,261,Müggelheim,bus,{'A27'}
261,262,Müggelseeperle,bus,{'A27'}
262,263,Neu-Lindenberg,bus,{'AL'}
263,264,Neuenhagen (b Bln),s-bahn,{'KBS 101'}
264,265,"Niederschönhausen, Schillerstrasse",strassenbahn,{'46'}
265,266,Nordend,bus,{'A7'}
266,267,Nordend,strassenbahn,{'46'}
267,268,Nordendstrasse,strassenbahn,{'22'}
268,269,Nöldnerplatz,s-bahn,{'KBS 101'}
269,270,Oberspree,s-bahn,{'KBS 103a'}
270,271,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,{'92'}
271,272,Oderberger Strasse Ecke Eberswalderstrasse,strassenbahn,{'13'}
272,273,Oranienburg,s-bahn,{'KBS 104'}
273,274,Oranienburger Tor,bus,"{'A9', 'O40'}"
274,275,Oranienburger Tor,strassenbahn,"{'11', '46', '1', '70'}"
275,276,Ossietzkyplatz,strassenbahn,{'46'}
276,277,Ostbahnhof,bus,"{'Flughafen Schönefeld <> Strausberger Platz', 'O40'}"
277,278,Ostbahnhof,s-bahn,"{'KBS 101', 'KBS 102', 'KBS 103'}"
278,279,Ostbahnhof,strassenbahn,"{'82', '1'}"
279,280,Ostkreuz,s-bahn,"{'KBS 103', 'KBS 101', 'KBS 106', 'KBS 102', 'KBS 103a'}"
280,281,Pankow,s-bahn,{'KBS 106'}
281,282,Pankow (Vinetastr.),u-bahn,{'A'}
282,283,"Pankow, Kirche",bus,"{'A55', 'A45'}"
283,284,"Pankow, Kirche",strassenbahn,"{'49', '22'}"
284,285,"Pankow, Rathaus",bus,"{'A55', 'A45', 'A7'}"
285,286,"Pankow, Rathaus",strassenbahn,{'46'}
286,287,Pankow-Heinersdorf,s-bahn,{'KBS 106'}
287,288,Parkstrasse,strassenbahn,"{'82', '95', '87'}"
288,289,Pistoriusstrasse Ecke Klement-Gottwald-Allee,bus,{'A45'}
289,290,Platz vor dem Neuen Tor,bus,{'A9'}
290,291,Plänterwald,s-bahn,"{'KBS 103', 'KBS 106', 'KBS 103a'}"
