,stop_id,stop_name,type,location,in_lines,identifier
0,19890,Aalemannufer,bus,"52.5733104403596, 13.212604386897702",{'97'},nan
1,19891,Achtermannstrasse,bus,"52.57652468032656, 13.418517187666131",{'52'},nan
2,19892,Adalbertstrasse,bus,"52.50129291709333, 13.419290274823087","{'28', '41', '29'}",nan
3,19893,Adalbertstrasse,bus,"52.50548699996121, 13.42221404498021",{'78'},nan
4,19894,Adamstrasse,bus,"52.521029117218866, 13.19780699419913","{'31', '34', '97'}",nan
5,19895,Adenauer Platz,u-bahn,"52.499722, 13.307222",{'7'},Q570939
6,19896,Adlershof,s-bahn,"52.434722222222,13.541388888889","{'141', '115', '140', '110'}",Q323551
7,19897,Adolf-Martens-Strasse,bus,"52.4439303939079, 13.288858198599703","{'48', '11'}",nan
8,19898,Adolf-Scheidt-Platz,bus,"52.47821090531725, 13.378362193477425","{'96', '84'}",nan
9,19899,Afrikanische Strasse,bus,"52.54630534791768, 13.343982606132034",{'64'},nan
10,198910,Afrikanische Strasse,u-bahn,"52.560027777778,13.334633333333",{'6'},Q559239
11,198911,Ahlener Weg,bus,"52.41018636532425, 13.305096327494242",{'96'},nan
12,198912,Ahrensdorfer Strasse,bus,"52.40904426274492, 13.359316733496573",{'11'},nan
13,198913,Ahrensfelde,s-bahn,"52.5711,13.5653",{'102'},Q111307724
14,198914,Ahrensfelde,strassenbahn,"52.5727427,13.5748224","{'14', '18', '12', '18E'}, {'110'}","Q65680009, Q65680009"
15,198915,"Ahrensfelde, Lindenberger Strasse",bus,"52.57534681022296, 13.576454584108735",{'41'},nan
16,198916,Albertinenstrasse,strassenbahn,"52.5497016,13.457371","{'28', '24'}",Q65548844
17,198917,Albertstrasse,bus,"52.4844490887776, 13.352821218973295","{'48', '4'}",nan
18,198918,Alboinstrasse,bus,"52.455726944420924, 13.369959548978303","{'25', '68'}",nan
19,198919,Alboinstrasse,bus,"52.469830364927105, 13.372107866799311","{'73', '74'}",nan
20,198920,Albrechtstrasse,bus,"52.45315327156886, 13.331151200025692",{'33'},nan
21,198921,Albrechtstrasse,bus,"52.461538575992826, 13.376822231146619","{'96', '84', '68'}",nan
22,198922,Alexanderplatz,bus,"52.5219449,13.4143847","{'9'}, {'78'}","nan, nan"
23,198923,Alexanderplatz,s-bahn,"52.521388888889,13.411944444444","{'100', '102', '115', '101', '110'}",Q111324700
24,198924,Alexanderplatz,u-bahn,"52.5214,13.4119","{'E', 'A'}",Q17173458
25,198925,Alexandrinenstrasse,bus,"52.50514667360263, 13.4052810548807","{'41', '29'}",nan
26,198926,Allee der Kosmonauten,bus,"52.52596219227965, 13.519530561714028","{'48', '53'}",nan
27,198927,Allee der Kosmonauten,strassenbahn,"52.5259894,13.5186756","{'16', '117'}",Q65683164
28,198928,Allee der Kosmonauten Ecke Rhinstrasse,strassenbahn,"52.5259894,13.5186756","{'17', '19'}",Q65683164
29,198929,Almazeile,bus,"52.57055394314068, 13.231144617194559",{'20'},nan
30,198930,Almutstrasse,bus,"52.61487259810248, 13.317126459002127",{'12'},nan
31,198931,Alt-Biesdorf,bus,"52.508805788386496, 13.558724778261455",{'54'},nan
32,198932,Alt-Blankenburg,bus,"52.59317785157442, 13.454731457303565","{'42', '31'}",nan
33,198933,Alt-Buckow,bus,"52.42367373113363, 13.436635183302798",{'91'},nan
34,198934,Alt-Heiligensee,bus,"52.60510283029124, 13.209634214081166","{'13', '14', '27'}",nan
35,198935,Alt-Karow,bus,"52.60931228539711, 13.481265848599735","{'42', '31'}",nan
36,198936,Alt-Kaulsdorf,bus,"52.50508529147867, 13.590866996391515",{'27'},nan
37,198937,Alt-Lankwitz,bus,"52.43848298401557, 13.354194783337245","{'81', '84', '96'}",nan
38,198938,Alt-Lichtenrade,bus,"52.3942712199115, 13.411090669345343","{'82', '78', '30'}",nan
39,198939,Alt-Lichtenrade,bus,"52.399164324940045, 13.409893933297578",{'79'},nan
40,198940,Alt-Lübars,bus,"52.618077245223354, 13.3545277751898",{'20'},nan
41,198941,Alt-Mahlsdorf,strassenbahn,"52.5051992,13.6133347",{'83'},Q66364530
42,198942,Alt-Mariendorf,u-bahn,"52.4391,13.3877",{'6'},Q262168
43,198943,Alt-Marienfelde,bus,"52.413385082183694, 13.36338063003787",{'79'},nan
44,198944,Alt-Marzahn,bus,"52.54208620315265, 13.563823392369315","{'80'}, {'91', '92', '99', '54', '95'}","nan, nan"
45,198945,Alt-Marzahn,strassenbahn,"52.541869,13.5636472","{'5', '18E', '10', '18', '11', '110', '117'}",Q65681298
46,198946,Alt-Moabit,bus,"52.523661599694925, 13.356860765439553",{'24'},nan
47,198947,Alt-Moabit,bus,"52.52380039728512, 13.32970876502685","{'1', '90'}",nan
48,198948,Alt-Müggelheim,bus,"52.41018331064196, 13.665897531850348","{'115'}, {'27'}","nan, nan"
49,198949,Alt-Pichelsdorf,bus,"52.51323191124814, 13.196075876012538",{'94'},nan
50,198950,Alt-Reinickendorf,bus,"52.574266616811165, 13.359104073379417","{'22', '8'}",nan
51,198951,Alt-Schmöckwitz,strassenbahn,"52.3752767,13.649549","{'124', '86'}",Q66459540
52,198952,Alt-Tempelhof,u-bahn,"52.465952777778,13.385897222222",{'6'},Q559212
53,198953,Alt-Wittenau,bus,"52.58947352667074, 13.338861757244912",{'22'},nan
54,198954,Alt-Wittenau,bus,"52.58969906598296, 13.334242657555432","{'15', '26', '21', '64', '14', '62'}",nan
55,198955,Alt-Wittenau/roedernallee,bus,"52.58937448201057, 13.338921724230955",{'12'},nan
56,198956,Alte Alllee,bus,"52.491863318172165, 13.263455464213534",{'69'},nan
57,198957,Alte Jakobstrasse,bus,"52.506142489130255, 13.401714081179867","{'41', '29'}",nan
58,198958,Alte-Jakobstrasse,bus,"52.5002692447757, 13.39706198217149",{'95'},nan
59,198959,Altglienicke,s-bahn,"52.4073,13.5588","{'115', '140'}",Q4736651
60,198960,"Altglienicke, Kirche",bus,"52.421845729296805, 13.539407702079252",{'23'},nan
61,198961,"Altglienicke, Kirche",strassenbahn,"52.421845729296805, 13.539407702079252","{'84', '114'}",nan
62,198962,Altmarkstrasse,bus,"52.45883267385395, 13.34244502718679",{'68'},nan
63,198963,Altmarkstrasse,bus,"52.46303718976784, 13.342738343306689",{'76'},nan
64,198964,Altstadt Spandau,u-bahn,"52.538888888889,13.206388888889",{'7'},Q571402
65,198965,Altstädter Ring,bus,"52.53863114887998, 13.20072365952397",{'63'},nan
66,198966,Am Birkenhügel,bus,"52.411778850838175, 13.137747908083908",{'18'},nan
67,198967,Am Birkenknick,bus,"52.41517565297431, 13.266072690862536",{'10'},nan
68,198968,Am Bogen,bus,"52.552315584249754, 13.15948880688053",{'92'},nan
69,198969,Am Brachfeldwinkel,bus,"52.59836217591009, 13.29831159279189",{'20'},nan
70,198970,Am Brandpfuhl,bus,"52.4417734014742, 13.424861715835172",{'93'},nan
71,198971,Am Dachsbau,bus,"52.60655284387061, 13.22984370797522",{'13'},nan
72,198972,Am Dianaplatz,bus,"52.606727147275635, 13.312809212946904",{'20'},nan
73,198973,Am Eichenquast,bus,"52.41781715081436, 13.449467038795506",{'91'},nan
74,198974,Am Falkenberg,strassenbahn,"52.41079970042163, 13.570452931545786","{'84', '114'}",nan
75,198975,Am Faulen See,strassenbahn,"52.5505971,13.4947298",{'70'},Q66123506
76,198976,Am Fischtal,bus,"52.446544920731824, 13.258299284111082",{'3'},nan
77,198977,Am Fließ,bus,"52.6034575714732, 13.289613652822638",{'15'},nan
78,198978,Am Friedrichshain,bus,"52.52873150888438, 13.424352760138131","{'9'}, {'32', '57', '40'}","nan, nan"
79,198979,Am Friedrichshain,strassenbahn,"52.528512,13.4241398",{'113'},Q65548972
80,198980,Am Graben,bus,"52.47903894280096, 13.179293877143383","{'36', '34', '35'}",nan
81,198981,Am Großen Wannsee,bus,"52.42051316636229, 13.167193939552037","{'3', '66', '18', '6'}",nan
82,198982,Am Hegewinkel,bus,"52.453653833722605, 13.263275828446185",{'11'},nan
83,198983,Am Heidefriedhof,bus,"52.43998235203173, 13.393010546456246","{'81', '93', '77'}",nan
84,198984,Am Hügel,bus,"52.59390573222537, 13.316475420496932",{'14'},nan
85,198985,Am Kesselpfuhl,bus,"52.59304857266118, 13.311358122244556",{'14'},nan
86,198986,Am Kiesteich,bus,"52.55116793458805, 13.165433581104907","{'5', '92'}",nan
87,198987,Am Kleinen Wannsee,bus,"52.42038822283073, 13.166405542911209",{'66'},nan
88,198988,Am Kupfergraben,strassenbahn,"52.5194208,13.3953839","{'71', '70', '121', '46', '22'}",Q65055027
89,198989,Am Nordgraben,bus,"52.59205674224151, 13.306239907008253","{'64', '14'}",nan
90,198990,Am Nordgraben Ecke Oranienburgerstrasse,bus,"52.58750884902961, 13.334593970402263","{'15', '64', '26', '21', '62'}",nan
91,198991,Am Nordhafen,bus,"52.53868315849872, 13.363248409190426",{'90'},nan
92,198992,Am Oberhafen,bus,"52.46512193503729, 13.45121909363926",{'41'},nan
93,198993,Am Omnibushof,bus,"52.517897245023185, 13.18497677087069","{'13', '35'}",nan
94,198994,Am Pilz,bus,"52.64251497264632, 13.300908054411988",{'15'},nan
95,198995,Am Rohrgarten,bus,"52.42649792470347, 13.227190829472208",{'3'},nan
96,198996,Am Rosenhag,bus,"52.52474356253909, 13.621775828105108","{'99', '95', '44'}",nan
97,198997,Am Rötepfuhl,bus,"52.41541586760276, 13.420508432549338",{'79'},nan
98,198998,Am Sandwerder,bus,"52.427237057183255, 13.186090014641609",{'18'},nan
99,198999,Am Steinberg,bus,"52.55648144940878, 13.429306764151775","{'42', '31', '45'}",nan
100,1989100,Am Steinberg,strassenbahn,"52.5585796,13.4333751","{'113', '71'}",Q65103320
101,1989101,Am Vierrutenberg,bus,"52.613535544271876, 13.343827205969221",{'20'},nan
102,1989102,Am Volkspark,bus,"52.483272071407725, 13.32031410232607","{'1', '60', '74'}",nan
103,1989103,Am Waldwinkel,bus,"52.60900558018299, 13.257767219066817",{'14'},nan
104,1989104,Am Wasserwerk,strassenbahn,"52.4560563,13.6419956",{'25'},Q66362601
105,1989105,Amalienstrasse,bus,"52.430150812046016, 13.334039923561416","{'96', '84'}",nan
106,1989106,Amfortasweg,bus,"52.4458677095568, 13.324594238605897",{'88'},nan
107,1989107,Amrumer Strasse,bus,"52.5462955560136, 13.343933965140167",{'89'},nan
108,1989108,Amrumer Strasse,u-bahn,"52.5425,13.350277777778",{'9'},Q557577
109,1989109,Amtsgericht Charlottenburg,bus,"52.50571853839105, 13.295347400894903","{'94', '10', '74'}",nan
110,1989110,An den Achterhöfen,bus,"52.42153737967532, 13.437968958661244",{'91'},nan
111,1989111,An den Siedlergärten,bus,"52.52978984569757, 13.631155957216295",{'95'},nan
112,1989112,An der Buche,bus,"52.63096952759466, 13.28450545985036",{'12'},nan
113,1989113,An der Heilandsweide,bus,"52.41760670857809, 13.366580060034295",{'79'},nan
114,1989114,An der Rehwiese,bus,"52.43422344388058, 13.199161827610604","{'53', '18'}",nan
115,1989115,An der Schneise,bus,"52.6010210582109, 13.246989547682471",{'13'},nan
116,1989116,An der Urania,bus,"52.50313263781954, 13.3499093331407","{'73', '19', '29'}",nan
117,1989117,Andreezeile,bus,"52.41045530884584, 13.267166498461183",{'84'},nan
118,1989118,Anemonenstrasse,bus,"52.44348370546986, 13.593511422511465",{'69'},nan
119,1989119,Anhalter Bahnhof,s-bahn,"52.503055555556,13.381944444444","{'1', '2'}",Q111324573
120,1989120,Anton-Saefkow-Platz,strassenbahn,"52.5280674,13.4693612","{'17', '102'}",Q65685759
121,1989121,Antonienstrasse,bus,"52.57159353871337, 13.311887532747956",{'61'},nan
122,1989122,Antonplatz,strassenbahn,"52.5484803,13.4517416","{'72', '70', '24', '20', '3', '113', '28', '103'}",Q65548849
123,1989123,Apoldaer Strasse,bus,"52.41921601398978, 13.345898721237718",{'87'},nan
124,1989124,Arbeitsstättengebiet Marzahn,bus,"52.554372995825766, 13.538398728284623",{'98'},nan
125,1989125,Arendsweg,strassenbahn,"52.5348378,13.5045097","{'12', '11', '14', '103', '6'}",Q65640296
126,1989126,Argentinische Allee,bus,"52.43767451883506, 13.23233406765131",{'11'},nan
127,1989127,Aristide-Briand-Brücke,bus,"52.55507014561194, 13.306685514448079","{'21', '62'}",nan
128,1989128,Arkonaplatz,bus,"52.53753415367688, 13.401767623579223",{'78'},nan
129,1989129,Armbrustweg,bus,"52.57439384610549, 13.364900045290112",{'22'},nan
130,1989130,Arnikaweg/Efeuweg,bus,"52.4298447916533, 13.477730286648733","{'52', '41'}",nan
131,1989131,Arnimallee,bus,"52.45775873226606, 13.298600334872932","{'1', '17'}",nan
132,1989132,Aroser Allee,bus,"52.57376245122369, 13.351970705456408",{'22'},nan
133,1989133,Aroser Allee,bus,"52.57376706520514, 13.35201441269534",{'8'},nan
134,1989134,Artur-Becker-Strasse,bus,"52.532128259520775, 13.441464475643278",{'30'},nan
135,1989135,Artur-Becker-Strasse,strassenbahn,"52.5325286,13.4406868","{'102', '13', '4'}",nan
136,1989136,Artur-Becker-Strasse Ecke Dimitroffstrasse,strassenbahn,"52.5325286,13.4406868",{'21'},Q65707391
137,1989137,Asbestweg,bus,"52.42145291920868, 13.41511134634306",{'79'},nan
138,1989138,Askanierring,bus,"52.545679974269035, 13.194267325495874","{'34', '92'}",nan
139,1989139,Asternplatz,bus,"52.44943428965909, 13.30387630211606",{'48'},nan
140,1989140,Atillastrasse,bus,"52.455093870319914, 13.37485037075167",{'84'},nan
141,1989141,Attilaplatz,bus,"52.45590179888225, 13.376512495751076","{'25', '84', '96'}",nan
142,1989142,Attilaplatz/Arnulfstrasse,bus,"52.45548188162613, 13.374658287417903",{'68'},nan
143,1989143,Attilastrasse,bus,"52.44966087297262, 13.36690894042674",{'76'},nan
144,1989144,Attilastrasse,bus,"52.45466367114267, 13.374244697298153",{'96'},nan
145,1989145,Auerbacher Strasse,bus,"52.48727809591285, 13.263791910416627",{'86'},nan
146,1989146,Auf dem Grat,bus,"52.45568053046946, 13.273305825258568","{'10', '50'}",nan
147,1989147,Augsburger Strasse,bus,"52.38405300860467, 13.418875775571463",{'82'},nan
148,1989148,Augsburger Strasse,u-bahn,"52.500555555556,13.336388888889",{'2'},Q667035
149,1989149,Auguste-Viktoria-Allee,bus,"52.569268504658915, 13.329801350092811","{'21', '61', '62'}",nan
150,1989150,Auguste-Viktoria-Krankenhaus,bus,"52.46341150853563, 13.348084962500614","{'25', '87'}",nan
151,1989151,Ausstellungshallen,bus,"52.504582468661596, 13.279537216184954",{'69'},nan
152,1989152,BMW-Maschinenfabrik,bus,"52.537251895204555, 13.223205797129593",{'13'},nan
153,1989153,BWF Marzahn,strassenbahn,"52.53886802247272, 13.533795479358202","{'14', '12', '11', '6'}",nan
154,1989154,Bachstelzenweg,bus,"52.458612201547375, 13.284184350324349",{'17'},nan
155,1989155,Backwarenkombinat,bus,"52.553581001661065, 13.54508949969031",{'98'},nan
156,1989156,Badener Ring,bus,"52.482120846016734, 13.377457132164842",{'28'},nan
157,1989157,Badewiese,bus,"52.47619434952022, 13.17658983104847","{'34', '35'}",nan
158,1989158,Baerwaldstrasse,bus,"52.49400261608628, 13.402912697183803",{'95'},nan
159,1989159,Baerwaldstrasse,bus,"52.49636123260476, 13.40504829506296",{'28'},nan
160,1989160,Bahnhof-/Lindenstrasse,strassenbahn,"52.4505094,13.572684","{'19', '26', '25', '21', '16', '82'}",Q66095701
161,1989161,Bahnhofstrasse,bus,"52.38669657650959, 13.400768756755067",{'79'},nan
162,1989162,Bahnhofstrasse,strassenbahn,"52.59614952903345, 13.432832916180004",{'120'},nan
163,1989163,Bahnhofstrasse/Lindenstrasse,bus,"52.451010736631545, 13.571997901503376",{'115'},nan
164,1989164,Bahnhofstrasse/Lindenstrasse,strassenbahn,"52.4505094,13.572684","{'83', '83E', '85', '124', '86', '84', '114'}",Q66095701
165,1989165,Baldesheimer Weg,bus,"52.41205416724484, 13.419150628927985",{'79'},nan
166,1989166,Baluscheckweg,bus,"52.52396976555441, 13.166371234591457",{'31'},nan
167,1989167,Barbarossastrasse,bus,"52.491919179981245, 13.345139286455641","{'73', '16', '85'}",nan
168,1989168,Barfusstrasse/Müllerstrasse,bus,"52.554349257897016, 13.345171639571214",{'12'},nan
169,1989169,Barnetstrasse,bus,"52.39384206889992, 13.406703683360332","{'79', '76'}",nan
170,1989170,Barnetstrasse/Steinstrasse,bus,"52.39608730108232, 13.39770919370786",{'30'},nan
171,1989171,Baseler Strasse,bus,"52.423992666785175, 13.294310873428383",{'68'},nan
172,1989172,Baumschulenstrasse,bus,"52.460823690124585, 13.503654622533428","{'66', '65'}",nan
173,1989173,Baumschulenweg,s-bahn,"52.4675,13.489722","{'143', '115', '141', '140', '142', '110'}",Q324336
174,1989174,Baußnernweg,bus,"52.40552764373322, 13.356400744655776",{'11'},nan
175,1989175,Bayerischer Platz,u-bahn,"52.488333333333,13.340277777778","{'7', '4'}",Q668574
176,1989176,Bayernring,bus,"52.48259600808144, 13.381244476373883","{'96', '84'}",nan
177,1989177,Bayreuther Strasse,bus,"52.50163998582795, 13.343660724504073","{'69', '9'}",nan
178,1989178,Beerwinkel,bus,"52.55182005096064, 13.16198767427483",{'92'},nan
179,1989179,Beeskowdamm,bus,"52.40965729397744, 13.267276648061404",{'10'},nan
180,1989180,Begastrasse,bus,"52.47122720447945, 13.343662923208962",{'87'},nan
181,1989181,Behring-Krankenhaus,bus,"52.42410894567823, 13.251764544509987",{'1'},nan
182,1989182,Bekassinenweg,bus,"52.60531271452996, 13.232759916672416",{'13'},nan
183,1989183,Bellermannstrasse,bus,"52.55029997471302, 13.390872087905544",{'64'},nan
184,1989184,Bellevue,s-bahn,"52.52,13.348055555556",{'3'},Q374018
185,1989185,Bendastrasse,bus,"52.46695300094916, 13.436394446161026",{'77'},nan
186,1989186,Benediktinerstrasse,bus,"52.63088824742843, 13.27285891763221",{'12'},nan
187,1989187,Benzstrasse,bus,"52.42213471688902, 13.384629271327148",{'32'},nan
188,1989188,Bergfelde,s-bahn,"52.6702,13.3203",{'140'},Q4891640
189,1989189,Bergiusstrasse,bus,"52.46630647994592, 13.457664818410066","{'77', '41'}",nan
190,1989190,Bergiusstrasse 28,bus,"52.4635746646696, 13.458843380196376",{'77'},nan
191,1989191,Bergmannstrasse,bus,"52.4373217563866, 13.252245756871813",{'53'},nan
192,1989192,Bergmannstrasse,bus,"52.489124238094966, 13.393979780733876",{'24'},nan
193,1989193,Bergstrasse,bus,"52.45864238031579, 13.339313656444501","{'81', '2', '68'}",nan
194,1989194,Bergstrasse,bus,"52.531798873537284, 13.389747899965492",{'12'},nan
195,1989195,Berkaer Strasse,bus,"52.48209270683341, 13.281182952838728",{'29'},nan
196,1989196,Berkaer Strasse/Breite Strasse,bus,"52.47539685650277, 13.290375782047313",{'60'},nan
197,1989197,Berkaerstrasse/Breite Strasse,bus,"52.475410865036835, 13.290355238783807",{'86'},nan
198,1989198,Berlichingenstrasse,bus,"52.527801231890905, 13.324934437234585","{'89', '72'}",nan
199,1989199,Berlichingenstrasse,bus,"52.53229386405063, 13.324782196710832","{'71', '70'}",nan
200,1989200,Berliner Strasse,bus,"52.43506583975424, 13.26059425842995",{'48'},nan
201,1989201,Berliner Strasse,bus,"52.44187339521801, 13.28270331346",{'11'},nan
202,1989202,Berliner Strasse,bus,"52.488325108810194, 13.306663005450444",{'74'},nan
203,1989203,Berliner Strasse,bus,"52.488556780082085, 13.308069303624698",{'50'},nan
204,1989204,Berliner Strasse,u-bahn,"52.487222222222,13.330833333333","{'7', '9'}",Q637739
205,1989205,Berlinickeplatz,bus,"52.46607292094852, 13.378516406213421","{'96', '84', '73'}",nan
206,1989206,Bernau,s-bahn,"52.6763,13.5931",{'141'},Q479789
207,1989207,Bernauer Strasse,bus,"52.53828665458276, 13.396036842411949",{'71'},nan
208,1989208,Bernauer Strasse Ecke Wollinger Strasse,bus,"52.53981740645869, 13.401574390020418",{'64'},nan
209,1989209,Bernburger Strasse,bus,"52.505185833276784, 13.378698341045757",{'24'},nan
210,1989210,Bernhard-Beyer-Strasse,bus,"52.391758854827614, 13.13183862470428",{'18'},nan
211,1989211,Bernhard-Lichtenberg-Strasse,bus,"52.53948689001794, 13.297544009475953",{'23'},nan
212,1989212,Bernhausener Ring,bus,"52.60292493848701, 13.331949268636139",{'22'},nan
213,1989213,Bersarinplatz,strassenbahn,"52.519215,13.4525257",{'4'},Q65706258
214,1989214,Besarinplatz,strassenbahn,"52.519215,13.4525257","{'21', '13'}",Q65706258
215,1989215,Bessemerstrasse,bus,"52.459724220506814, 13.366495698294047",{'74'},nan
216,1989216,Betriebsbhf. Rummelsburg,s-bahn,"52.4939,13.4978",{'105'},Q829009
217,1989217,Betriebsbhf. Schöneweide,s-bahn,"52.44676,13.52391","{'141', '115', '140', '110'}",Q4526101
218,1989218,Betriebshof Britz,bus,"52.45263370242191, 13.43576617092093","{'81', '73'}",nan
219,1989219,Betriebshof Köpenick,strassenbahn,"52.4399134,13.5817824","{'83', '83E', '85'}",Q66370900
220,1989220,Betriebshof Lichtenberg,strassenbahn,"52.5206411,13.4994454","{'102', '5', '20', '110'}",Q66014798
221,1989221,Betriebshof Marzahn,bus,"52.5488458991351, 13.581968378042017","{'80', '116', '107'}",nan
222,1989222,Betriebshof Marzahn,strassenbahn,"52.5490095,13.5826417","{'10', '103', '117', '6'}",Q65557997
223,1989223,Betriebshof Oberschönweide,strassenbahn,"52.46349288779076, 13.509536347410494",{'88'},nan
