Column,stop_name,type,in_lines,location,identifier,coordinate location,previous_in_lines,stop_description
2233,Wupperstrasse,bus,"{'10', '84'}","52.409934280409935, 13.27357021051661",,,,
2234,Wutzkyallee,u-bahn,{'7'},"52.423333333333,13.475",Q571841,,['7']+ {'7'}+ {'7'},
2235,Wöhlertstrasse,strassenbahn,{'18'},"52.536910488478426, 13.379368558162135",,,{'24'},
2236,Wünsdorfer Strasse,bus,"{'7', '76'}","52.3886829889188, 13.394298712980396",,,"{'7', '82'}",
2237,WürttembergAllee,bus,{'94'},"52.50898202212158, 13.265545120805614",,,,
2238,Würzburger Strasse,bus,{'82'},"52.38842015774407, 13.42462569678976",,,{'82'},
2239,Yorckstrasse,bus,{'28'},"52.49290342432449, 13.387649041870562",,,,
2240,Yorckstrasse,s-bahn,{'2'},"52.491777777778,13.372141666667",Q21776729,,"['KBS 153', 'KBS 152']+ {'152', '153'}+ {'2'}",
2241,Yorckstrasse,u-bahn,{'7'},"52.493056,13.370833",Q12011022,,['7']+ {'7'}+ {'7'},
2242,Zabel-Krüger-Damm,bus,{'20'},"52.60786185548941, 13.323797129027561",,,"['22', '12', '12E', '20']+ {'22', '12', '20'}+ {'12', '22', '20'}",
2243,Zechliner Strasse,strassenbahn,"{'14', '103', '12', '6'}","52.5339085,13.4869072",Q65640302,"52.5339085,13.4869072",,
2244,Zehlendorf,s-bahn,{'1'},"52.4309,13.2584",Q737962,"52.4309,13.2584",,
2245,Zehlendorf Eiche,bus,"{'53', '18'}","52.435058997541, 13.260396907272098",,,,
2246,"Zehlendorf, Beeskowdamm",bus,{'84'},"52.409628464425644, 13.26730973172062",,,,
2247,"Zehlendorf, Busseallee",bus,{'48'},"52.43498758222196, 13.250742649857084",,,,
2248,"Zehlendorf, Sachtlebenstrasse",bus,{'1'},"52.409057427876085, 13.251459927430702",,,,
2249,Zehlendorfer Eiche,bus,{'48'} ; {'50'},"52.43533129862919, 13.258962239420132 ; 52.43506776042671, 13.260458437096734",,,,
2250,Zehntwerderweg/Dianastrasse,bus,{'12'},"52.611332766915275, 13.318033932933254",,,,
2251,Zeltinger Platz,bus,"{'15', '12'}","52.63352687203223, 13.290367140035308",,,"['15', '12', '12E']+ {'12', '15'}+ {'12', '15'}",
2252,Zepernick,s-bahn,{'141'},"52.6598,13.5342",Q801657,,{'141'}+ {'141'},
2253,Zeppelinstrasse,bus,"{'5', '92', '63'} ; {'34'}","52.538451336742675, 13.182353276958082 ; 52.54751662504669, 13.184596008811816",,,,
2254,Zerndorfer Weg,bus,{'15'},"52.63916689591677, 13.298484925933236",,,,
2255,Zerpenschleuser Ring,bus,{'21'},"52.60422423568174, 13.366274865205488",,,,
2256,Zeuthen,s-bahn,{'110'},"52.3486,13.6274",Q8069824,,"['KBS 141', 'KBS 110']+ {'141', '110'}+ {'110', '141'}",
2257,Ziegenorter Pfad,bus,{'14'},"52.62204122671239, 13.23448162350724",,,,
2258,Ziegrastrasse,bus,"{'95', '41'}","52.472749919337474, 13.45812135865549",,,['95']+ {'95'},
2259,Ziekowstrasse,bus,{'20'},"52.59058818991588, 13.292099427845228",,,"['20', '14']+ {'20', '14'}+ {'20'}",
2260,Zillestrasse,bus,{'74'},"52.513664079351045, 13.296853018385285",,,,
2261,Zimmererweg,bus,{'91'},"52.43534793462642, 13.435162408013031",,,{'91'}+ {'91'},
2262,Zingster Strasse,strassenbahn,{'117'},"52.5723698,13.494871",Q65551658,"52.5723698,13.494871",,
2263,Zingster Strasse Hohenschönhausen,strassenbahn,{'16'},"52.5723698,13.494871",Q65551658,"52.5723698,13.494871",,
2264,Zinzendorfstrasse,bus,{'23'},"52.52222260711723, 13.331455944399714",,,,
2265,Zionskirchplatz,strassenbahn,"{'22', '46', '121'}","52.5344603,13.4055497",Q65093880,"52.5344603,13.4055497",,
2266,Zionskirchstrasse,strassenbahn,{'49'},"52.53410664596866, 13.404963978167501",,,{'46'}+ {'46'},
2267,Zitadelle,u-bahn,{'7'},"52.537777777778,13.217777777778",Q663212,"52.537777777778,13.217777777778",,
2268,Zitadellenweg,bus,{'13'},"52.537802386366685, 13.217246174628356",,,['55']+ {'55'},
2269,Zobeltitzstrasse,bus,{'61'},"52.56899057186423, 13.317205496215005",,,,
2270,Zoologischer Garten,s-bahn,{'3'},"52.507222222222,13.3325",Q111326238,,['KBS 156']+ {'156'}+ {'3'},
2271,Zoologischer Garten,u-bahn,"{'1', '9'}","52.5058669,13.3330236",Q4024764,,"['9', '1']+ {'9', '1'}+ {'9', '1'}",
2272,Zoppoter Strasse,bus,{'86'},"52.473296547988454, 13.29898680384016",,,,
2273,Zum Dorf Gatow,bus,{'36'},"52.48201761893882, 13.16687682306037",,,,
2274,Zum Guten Hirten,bus,{'30'},"52.41559587103852, 13.361679054499664",,,,
2275,Zum Rallenweg,bus,{'20'},"52.596275343420636, 13.219299927401785",,,,
2276,Zur Haveldüne,bus,"{'34', '35'}","52.503143283950536, 13.179718395041126",,,['35']+ {'35'}+ {'35'},
2277,Zweibrücker Strasse,bus,"{'63', '92'} ; {'34'}","52.54677409100436, 13.188764018875105 ; 52.55035924087772, 13.189713631613614",,,,
2278,Zweiwinkelweg,bus,"{'80', '97'}","52.532774381217585, 13.148393051743144",,,['80']+ {'80'},
2279,Zwickauer Damm,bus,{'57'},"52.42412841468055, 13.48547693484881",,,['41']+ {'41'},
2280,Zwickauer Damm,u-bahn,{'7'},"52.423333333333,13.483888888889",Q572096,,['7']+ {'7'}+ {'7'},
2281,Züricher Strasse,bus,{'68'},"52.42710235211161, 13.290790401358995",,,,
2282,badewiese,bus,{'36'},"52.47404570556115, 13.174056028318564",,,,
2283,friedhof Rudow,bus,{'58'},"52.42113122136662, 13.503199151482875",,,,
2284,hauptstrasse,strassenbahn,{'113'},"52.54901829654529, 13.501682548765592",,,,
2285,helmholtzstrasse,bus,{'90'},"52.52097829153719, 13.321577344236998",,,,
2286,jebensstrasse,bus,{'54'},"52.506801385159335, 13.331146547675134",,,,
2287,kantstrasse,bus,{'60'},"52.50531710941182, 13.331624484752632",,,,
2288,katzbachstrasse,bus,{'19'},"52.49157231856929, 13.376684416851326",,,,
2291,neuhofer Strasse,bus,{'58'},"52.411694901653036, 13.503489970696608",,,,
2292,Pechsteinstrasse,bus,{'82'},"52.385607599725596, 13.424978342938147",,,,
2293,Öschebronner Weg,bus,{'20'},"52.61154475375042, 13.337669105320359",,,,
2294,Übergang,bus,{'63'},"52.543078667825824, 13.157884773521127",,,,
2295,Achtermannstrasse,bus,{'52'},"52.57652468032656, 13.418517187666131",nan,['52']+ {'52'}+ {'52'},,
2296,Adalbertstrasse,bus,{'78'},"52.50548699996121, 13.42221404498021",nan,"['78', '75', '78E']+ {'78', '78E'}+ {'75', '78E', '78'}",,
2297,"Ahrensfelde, Lindenberger Strasse",bus,{'41'},"52.57534681022296, 13.576454584108735",nan,{'41'},,
2298,Alexanderplatz,bus,{'78'},"52.5219449,13.4143847",nan,"['78', '9', '78E', '112']+ {'78', '9', '78E'}+ {'78E', '9', '78'}",,
2299,Allee der Kosmonauten,bus,"{'48', '53'}","52.52596219227965, 13.519530561714028",nan,"['53']+ {'53'}+ {'53', '48'}",,
2300,Alt-Biesdorf,bus,{'54'},"52.508805788386496, 13.558724778261455",nan,['54']+ {'54'},,
2301,Alt-Blankenburg,bus,"{'42', '31'}","52.59317785157442, 13.454731457303565",nan,"['42', '31']+ {'42', '31'}+ {'42', '31'}",,
2302,Alt-Karow,bus,"{'42', '31'}","52.60931228539711, 13.481265848599735",nan,"['42', '31']+ {'42', '31'}+ {'42', '31'}",,
2303,Alt-Kaulsdorf,bus,{'27'},"52.50508529147867, 13.590866996391515",nan,{'27'}+ {'27'},,
2304,Alt-Marzahn,bus,"{'91', '92', '99', '54', '95'}","52.54208620315265, 13.563823392369315",nan,"['92', '54']+ {'54', '92'}+ {'99', '92', '91', '54', '95'}",,
2305,Alt-Müggelheim,bus,{'27'},"52.41018331064196, 13.665897531850348",nan,['27']+ {'27'}+ {'27'},,
2306,Am Friedrichshain,bus,"{'32', '57', '40'}","52.52873150888438, 13.424352760138131",nan,"['9', '32', '57', '40']+ {'57', '9', '40', '32'}+ {'40', '32', '57/E', '9'}",,
2307,Am Rosenhag,bus,"{'99', '95', '44'}","52.52474356253909, 13.621775828105108",nan,"['44', '95']+ {'44', '95'}+ {'44', '99', '95'}",,
2308,Am Steinberg,bus,"{'42', '31', '45'}","52.55648144940878, 13.429306764151775",nan,"['45', '42', '31']+ {'45', '42', '31'}+ {'42', '45', '31'}",,
2309,An den Siedlergärten,bus,{'95'},"52.52978984569757, 13.631155957216295",nan,{'95'},,
2310,Arbeitsstättengebiet Marzahn,bus,{'98'},"52.554372995825766, 13.538398728284623",nan,{'98'},,
2311,Arkonaplatz,bus,{'78'},"52.53753415367688, 13.401767623579223",nan,"['78', '78E']+ {'78', '78E'}+ {'78E', '78'}",,
2312,Artur-Becker-Strasse,bus,{'30'},"52.532128259520775, 13.441464475643278",nan,"['30', '54']+ {'54', '30'}+ {'30'}",,
2313,Backwarenkombinat,bus,{'98'},"52.553581001661065, 13.54508949969031",nan,{'98'},,
2314,Baumschulenstrasse,bus,"{'66', '65'}","52.460823690124585, 13.503654622533428",nan,"['65', '66']+ {'66'}+ {'65', '66'}",,
2315,Bhf. Alexanderplatz,bus,{'57'},"52.52074877770386, 13.412147230655155",nan,['57']+ {'57'}+ {'57/E'},,
2316,Bhf. Friedrichsfelde,bus,{'8'},"52.51386336175537, 13.519096048294683",nan,{'8'},,
2317,Bhf. Friedrichstrasse,bus,"{'57', '59', '78'}","52.5205606637086, 13.388231915342985",nan,"['78', '57']+ {'78', '59', '57'}+ {'59', '57/E', '78'}",,
2318,Bhf. Karlshorst,bus,{'96'},"52.481331,13.5254433",nan,['96']+ {'96'}+ {'96'},,
2319,Bhf. Lichtenberg,bus,"{'54', '8', '30'}","52.51086483639184, 13.499794165236494",nan,"['112', '54', '93', '30', '8']+ {'8', '54', '30'}+ {'54', '8', '30'}",,
2320,Bhf. Schöneweide,bus,"{'65', '47', '67', '62', '66'}","52.45374952013775, 13.510200397684477",nan,"['47', '62', '65', '66', '67']+ {'62', '67', '65', '66', '47'}+ {'66', '67', '62', '47', '65'}",,
2321,"Biesdorf-Süd, Köpenicker Strasse",bus,{'35'},"52.50540750631891, 13.561822203827356",nan,{'35'}+ {'35'},,
2322,"Bohnsdorf, Kirche",bus,{'36'},"52.39948771402893, 13.555574431978044",nan,['36']+ {'36'}+ {'36'},,
2323,"Bohnsdorf, Waldstrasse",bus,{'38'},"52.389397192754984, 13.570666562153916",nan,['38']+ {'38'}+ {'38'},,
2324,Boschpoler Strasse,bus,{'43'},"52.5281225944603, 13.548869333486577",nan,"{'54', '43'}+ {'43'}",,
2325,Briesener Weg,bus,{'60'},"52.515989948329185, 13.609410940393886",nan,['60']+ {'60'}+ {'60'},,
2326,Bruno-Baum-Strasse,bus,{'95'},"52.5344652372829, 13.541342240888689",nan,"{'54', '43', '95', '92'}+ {'10 SEV', '95'}",,
2327,"Buch, Am Sandhaus",bus,{'51'},"52.6379918370594, 13.490907382587826",nan,"['51']+ {'51', '51E'}+ {'51E', '51'}",,
2328,"Buch, Hobrechtsfelder Chaussee",bus,{'31'},"52.64858618670595, 13.484683854486553",nan,['31']+ {'31'}+ {'31'},,
2329,"Buch, Zepernicker Strasse",bus,{'42'},"52.64161725444106, 13.515575706154056",nan,{'42'}+ {'42'},,
2330,Bötzowstrasse,bus,{'57'},"52.52883745090128, 13.43063972064224",nan,{'57'}+ {'57/E'},,
2331,Bürgerpark,bus,"{'50', '55', '33'}","52.56929473750183, 13.400863229040334",nan,"['50', '33', '55', '7']+ {'55', '50', '33', '7'}+ {'7', '55', '50', '33'}",,
2332,Cecilienstrasse,bus,"{'54'} ; {'92'}","52.52964520108498, 13.558016131195705 ; 52.52916119988477, 13.56567001818894",nan,"['92']+ {'82'}+ {'92'}+ {'7', '82'}+ {'92'}+ {'54'}",,
2333,Charlottenstrasse,bus,{'92'},"52.533930977699306, 13.552880820343795",nan,"['18']+ ['57']+ ['56']+ {'18', '66'}+ {'57'}+ {'92', '18'}+ {'92', '18'}",,
2334,Chausseehaus,bus,{'27'},"52.430090871325774, 13.614694292071622",nan,{'27'}+ {'27'},,
2335,Chemnitzer Strasse,bus,{'27'},"52.5051288553116, 13.581585054064426",nan,{'27'}+ {'27'},,
2336,Conrad-Blenke-Strasse,bus,{'57'},"52.534112510081876, 13.444594667251238",nan,{'57/E'},,
2337,Degnerstrasse,bus,"{'53', '39'}","52.54984208715898, 13.49807918181441",nan,"{'53', '39'}",,
2338,Diepensee,bus,{'38'},"52.300569220227956, 13.588920019126693",nan,['38']+ {'38'}+ {'38'},,
2339,Dimitroffstrasse,bus,"{'57', '30'}","52.53214076529275, 13.441437817185522",nan,"['54', '48']+ ['30', '57']+ {'54', '48'}+ {'57', '30'}+ {'57/E', '30'}",,
2340,Dolgenseestrasse,bus,{'97'},"52.491154023604174, 13.506308929368867",nan,{'97'},,
2341,Dolomitenstrasse,bus,{'50'},"52.56142249168458, 13.404195228458164",nan,['50']+ {'50'}+ {'50'},,
2342,Dr.-Wilhelm-Külz-Strasse,bus,{'61'},"52.46622633660755, 13.700755982362814",nan,['61']+ {'61'}+ {'61'},,
2343,Edelweißstrasse,bus,"{'55', '45'}","52.58637603770021, 13.367525194816494",nan,"['45', '55']+ {'45', '55'}+ {'55', '45'}",,
2344,Ehrenmal Schönholz,bus,"{'55', '45'}","52.580179307507684, 13.375830702482576",nan,"['45', '55']+ {'45', '55'}+ {'55', '45'}",,
2345,Eichbuschallee,bus,{'47'},"52.47576427500861, 13.487330966100926",nan,{'47'},,
2346,Eichbuschplatz,bus,{'38'},"52.39366126137233, 13.582046308470128",nan,['38']+ {'38'}+ {'38'},,
2347,Elisabethstrasse,bus,"{'91', '99', '54', '95'}","52.534314530848086, 13.566386506145411",nan,"['92', '54']+ ['95']+ {'54', '92'}+ {'99', '54', '91'}+ {'95'}",,
2348,Elsterwerdaer Platz,bus,"{'35', '8'}","52.506069286264314, 13.561702990422047",nan,"['8', '35']+ {'8', '35'}+ {'35', '8'}",,
2349,Fahlenbergstrasse,bus,{'61'},"52.431470149043314, 13.718708856639706",nan,['61']+ {'61'}+ {'61'},,
2350,"Falkenberg, Schule",bus,{'41'},"52.56880573894071, 13.549528314980424",nan,{'41'}+ {'41'},,
2351,Falkenberger Chaussee,bus,{'39'},"52.565814225343445, 13.511924619006814",nan,['39']+ {'39'}+ {'39'},,
2352,Falkenberger Strasse,bus,{'41'},"52.55648662489534, 13.486621227706236",nan,{'41'}+ {'41'},,
2353,Fanninger Strasse,bus,{'93'},"52.514005623083534, 13.498138966555556",nan,{'93'}+ {'93'},,
2354,Feldtmannstrasse,bus,{'41'},"52.56401588379611, 13.46980857664685",nan,['41']+ {'41'}+ {'41'},,
2355,Fischerinsel,bus,{'32'},"52.514377549488444, 13.406084988428123",nan,{'32'}+ {'32'},,
2356,Fontanestrasse,bus,{'55'},"52.58985938767378, 13.361193570257216",nan,{'55'},,
2357,Frankestrasse,bus,{'94'},"52.49265052375857, 13.532057921698504",nan,['94']+ {'94'}+ {'94'},,
2358,Franz-Mehring-Platz,bus,"{'40', '30'}","52.51371039681593, 13.437822888670022",nan,"['30']+ {'30', '40'}+ {'40', '30'}",,
2359,Franz-Stenzer-Strasse,bus,{'98'},"52.54522808367073, 13.543574381491162",nan,"{'10 SEV', '98'}",,
2360,Friedrichstrasse,bus,{'32'},"52.51718498081941, 13.388821428784585",nan,"['9', '32']+ {'9', '32'}+ {'32', '9'}",,
2361,Galenusstrasse,bus,{'52'},"52.581754739893306, 13.42976269339117",nan,{'52'}+ {'52'},,
2362,Gartenstadtweg,bus,{'36'},"52.412313913821045, 13.56660267841369",nan,['36']+ {'36'}+ {'36'},,
2363,Gehrenseestrasse,bus,"{'53', '39'}","52.550374446495574, 13.509947431496716",nan,"{'53', '39'}+ {'53', '39'}",,
2364,Gehringstrasse,bus,"{'56', '45'}","52.56216163837131, 13.468446044017584",nan,"['45', '56']+ {'45', '56'}+ {'56', '45', '56E'}",,
2365,Gehsener Strasse,bus,{'27'},"52.46321577871702, 13.58365868698432",nan,{'27'}+ {'27'},,
2366,Germanenstrasse,bus,{'37'},"52.41150732002545, 13.555989941091324",nan,{'37'}+ {'37'},,
2367,Grabensprung,bus,{'35'},"52.49796135202633, 13.55542240450611",nan,['35']+ {'35'}+ {'35'},,
2368,Granitzstrasse,bus,{'52'},"52.57207265500184, 13.428773831691446",nan,{'52'}+ {'52'},,
2369,Greifswalder Strasse,bus,"{'95', '99', '44'} ; {'56'}","52.530034573162204, 13.626829299933483 ; 52.54129394662311, 13.438891154043352",,,,
2370,Greilstrasse,bus,{'56'},"52.54566404757848, 13.427807153394088",nan,"{'56', '56E'}",,
2371,Grottkauer Strasse,bus,{'60'},"52.52747689361331, 13.606500303391726",nan,{'60'}+ {'60'},,
2372,Große Leege Strasse,bus,{'39'},"52.54710051008695, 13.500686411617933",nan,{'39'},,
2373,Grumbkowstrasse,bus,"{'50', '33'}","52.59081479417949, 13.419895078886073",nan,"['33']+ {'50', '33'}+ {'50', '33'}",,
2374,Görschstrasse,bus,{'50'},"52.565677945666025, 13.400726693269364",nan,{'50'}+ {'50'},,
2375,Hadubrandstrasse,bus,{'35'},"52.47941019285019, 13.559684179069844",nan,{'35'}+ {'35'},,
2376,Hamburger Platz,bus,"{'56', '45'}","52.555394187589414, 13.438973139463632",nan,"['45', '56']+ {'45', '56'}+ {'56', '45', '56E'}",,
2377,Hans-Beimler-Strasse,bus,{'32'},"52.52515376382797, 13.419905951093401",nan,['32']+ {'32'}+ {'32'},,
2378,"Heinersdorf, Kirche",bus,"{'42', '55'}","52.568251990817764, 13.440484539756532",nan,"['42', '31', '55']+ {'55', '42'}+ {'42', '55'}",,
2379,Heinersdorfer Kirche,bus,{'31'},"52.56799258657149, 13.439665619197102",nan,{'31'}+ {'31'},,
2380,Heinrich-Mann-Platz,bus,{'45'},"52.57297246262195, 13.392146133350426",nan,['45']+ {'45'}+ {'45'},,
2381,Heinrich-Mann-Strasse,bus,{'55'},"52.57112932974108, 13.398022674909079",nan,['55']+ {'55'}+ {'55'},,
2382,Hellersdorf,bus,{'95'},"52.53960892831625, 13.5919553649653",nan,['95']+ {'95'}+ {'95'},,
2383,Hellersdorfer Strasse,bus,{'91'},"52.523502880056604, 13.58735007183551",nan,{'91'},,
2384,Herzbergstrasse,bus,{'56'} ; {'30'},"52.526691929755025, 13.485354009500712 ; 52.52658888540259, 13.490778333520318",nan,['30']+ {'30'}+ {'30'}+ {'56'},,
2385,Hessenwinkel,bus,{'61'},"52.430136769038455, 13.730987779637607",nan,['61']+ {'61'}+ {'61'},,
2386,Ho-Chi-Minh-Strasse,bus,{'56'},"52.5330704220753, 13.4761025820549",nan,"['54', '48']+ {'54', '48'}+ {'56'}",,
2387,Hoevelstrasse,bus,{'62'},"52.44352585442774, 13.502982371335742",nan,['62']+ {'62'}+ {'62'},,
2388,Holteistrasse,bus,{'30'},"52.50859353995203, 13.466288145839554",nan,['30']+ {'30'}+ {'30'},,
2389,Hufelandstrasse,bus,{'57'},"52.5330277403084, 13.429355314635904",nan,{'57'}+ {'57/E'},,
2390,Hultschiner Damm,bus,{'8'},"52.47711373957008, 13.600598140620137",nan,['8']+ {'8'}+ {'8'},,
2391,Hänselstrasse,bus,{'67'},"52.47002488925071, 13.480826366857992",nan,['67']+ {'67'}+ {'67'},,
2392,"Hönow, Dorf",bus,{'44'},"52.54518016764201, 13.638723222029224",nan,['44']+ {'44'}+ {'44'},,
2393,Hönower Strasse,bus,"{'99', '95'}","52.52476956100983, 13.621725524067443",nan,"{'95'}+ {'99', '95'}",,
2394,IFA-Vertrieb,bus,{'96'},"52.50272647424267, 13.505857698408706",nan,['96']+ {'96'}+ {'96'},,
2395,Idastrasse,bus,{'50'},"52.58266489586784, 13.412728238001582",nan,{'50'}+ {'50'},,
2396,Invalidenstrasse,bus,"{'57', '59', '78'}","52.53056312073795, 13.383072771001865","nan+nan, nan","['57']+ {'83'}+ {'78E', '78'}, {'57', '59'}+ {'78E', '59', '57/E', '78'}",,
2397,Jacques-Duclos-Strasse,bus,"{'30', '56'}","52.52044449240082, 13.47956421096199",nan,"['30']+ {'30'}+ {'56', '30'}",,
2398,Joachimstrasse,bus,{'38'},"52.40316589631168, 13.57664158970399",nan,{'38'}+ {'38'},,
2399,Johannisthaler Chaussee,bus,{'47'},"52.45136033294721, 13.488299619950027",nan,['47']+ {'47'}+ {'47'},,
2400,Jägerstrasse,bus,"{'27', '8'}","52.48596831477271, 13.574167191759361",nan,"['8', '27']+ {'27', '8'}+ {'8', '27'}",,
2401,Karl Marx-Allee,bus,{'32'},"52.51796623612338, 13.432923587088723",nan,['32']+ {'32'}+ {'32'},,
2402,Karl-Liebknecht-Strasse,bus,{'57'},"52.52700439922152, 13.415594245385797",nan,['57']+ {'57'}+ {'57/E'},,
2403,Karl-Marx-Allee,bus,{'40'},"52.51831920404112, 13.430003655626638",nan,['40']+ {'40'}+ {'40'},,
2404,Karower Strasse,bus,"{'42', '31'}","52.632657192071434, 13.500197142047304",nan,"{'42', '31'}+ {'42', '31'}",,
2405,"Kaulsdorf, Nord",bus,{'99'},"52.52147448092914, 13.587706510880986",nan,{'99'},,
2406,Kaulsdorf-Nord,bus,"{'91', '95'}","52.52146308518943, 13.587658342177503",nan,"{'95', '91'}",,
2407,Kaulsdorfer Strasse,bus,{'68'},"52.46039451596403, 13.579989999006296",nan,"{'68'}+ {'69', '68'}",,
2408,Kienberg,bus,{'38'},"52.3517661544751, 13.549307007329256",nan,{'38'}+ {'38'},,
2409,Kissingenplatz,bus,{'52'},"52.56737310947877, 13.422339887399149",nan,{'52'}+ {'52'},,
2410,Kissingenstrasse,bus,{'52'},"52.56794246263401, 13.427626602915375",nan,['52']+ {'52'}+ {'52'},,
2411,Klement-Gottwald-Allee,bus,"{'55', '45'}","52.55009811835956, 13.459044786589162",nan,"['45', '55']+ {'45', '55'}+ {'55', '45'}",,
2412,Kraftwerk,bus,{'96'},"52.4881374,13.4958685",nan,{'96'}+ {'96'},,
2413,Krankenhaus Köpenick,bus,{'27'},"52.4388396,13.5920763",nan,['27']+ {'27'}+ {'27'},,
2414,"Krankenhaus, Köpenick",bus,{'68'},"52.4388396,13.5920763",nan,"{'69', '68'}",,
2415,Krematorium,bus,{'67'},"52.46067580978568, 13.494054512249367",nan,['67']+ {'67'}+ {'67'},,
2416,Kröver Strasse,bus,"{'99', '53', '43'}","52.51971182588689, 13.530856945332832",nan,"{'43', '53'}+ {'99', '43', '53'}",,
2417,Krüllsstrasse,bus,"{'66', '65'}","52.492630497557684, 13.448240154824834",nan,"['65', '66', '64']+ {'65', '64', '66'}+ {'64', '65', '66'}",,
2418,Kurt-Fischer-Platz,bus,{'33'},"52.57973292845757, 13.398330728468228",nan,['33']+ {'33'}+ {'33'},,
2419,Kurt-Fischer-Strasse,bus,{'50'},"52.579791905153954, 13.398288330120595",nan,"['50', '7']+ {'50', '7'}+ {'7', '50'}",,
2420,Köpenicker Strasse,bus,"{'37'}","52.42050069734469, 13.538789110094221",,,,
20420,Köpenicker Strasse,bus,{'8'},"52.48661965394429, 13.560355132284862",,,,
2421,LPG Edwin-Hoernle,bus,{'95'},"52.540375787223944, 13.574171908812394",nan,['95']+ {'95'}+ {'95'},,
2422,Landréstrasse,bus,"{'99', '95'}","52.51260750918143, 13.601037578746666",nan,"{'95'}+ {'99', '95'}",,
2423,Leipziger Strasse,bus,{'59'},"52.510357599683125, 13.389948113592919",nan,{'59'}+ {'59'},,
2424,Leninallee,bus,"{'48', '53'} ; {'30'}","52.53546822728323, 13.517429882056511 ; 52.52634509070063, 13.447650796045785",,,,
2425,Leninplatz,bus,"{'32', '40'}","52.523238998562235, 13.433594583798834",nan,"['32', '40']+ {'40', '32'}+ {'40', '32'}",,
2426,Lichtenberger Strasse,bus,{'45'},"52.55201389869538, 13.465510273260444",nan,{'45'}+ {'45'},,
2427,Liebermannstrasse,bus,{'41'},"52.56000123103625, 13.467052536045298",nan,{'41'}+ {'41'},,
2428,Lincolnstrasse,bus,{'35'},"52.50195493156404, 13.501966501173017",nan,['35']+ {'35'}+ {'35'},,
2429,"Lindenberg, Dorf",bus,{'41'},"52.6015597722132, 13.519994727338524",nan,['41']+ {'41'}+ {'41'},,
2430,Lindenberger Strasse,bus,'91'} ; {'50'} ;  {'39'},"52.57909852559132, 13.572001411463054 ; 52.58407889182364, 13.417635580835494 ; 52.57864776861949, 13.519735112537226",,,,
2431,Lindenhof,bus,{'93'},"52.51187975743517, 13.4931404241461",nan,['93']+ {'74'}+ {'93'}+ {'74'}+ {'93'},,
2432,Lindenhofstrasse,bus,{'95'},"52.51738110411486, 13.614705249712832",nan,{'95'},,
2433,Lindenstrasse,bus,"{'68', '27'}","52.451059713443286, 13.572037270188614",nan,"['27', '68']+ ['75', '29', '41']+ {'27', '68'}+ {'41', '29'}+ {'68', '27'}+ {'41', '75'}",,
2434,Lindhorstweg,bus,{'66'},"52.44148583643127, 13.50065005792854",nan,['66']+ {'66'}+ {'66'},,
2435,Lückstrasse,bus,{'30'},"52.50243999211013, 13.486707346004659",nan,['30']+ {'30'}+ {'30'},,
2436,Mahlsdorfer Allee,bus,{'8'},"52.48493120102871, 13.629069441163518",nan,{'8'}+ {'8'},,
2437,"Malchow, Dorf",bus,{'41'},"52.580462270708544, 13.482797576255583",nan,['41']+ {'41'}+ {'41'},,
2438,Marzahner Strasse,bus,{'48'} ; {'53'} ; {'39'},"52.546393134230755, 13.519929689073601 ; 52.53978688562053, 13.53943029431785 ; 52.546418675626015, 13.509475273657612",,,,
