,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
0,19891,1989,1,bus,"Moabit, Waldstrasse<> Zehlendorf, Sachtlebenstrasse",60,West,15
1,19892,1989,10,bus,"Lüdenscheider Weg<> Lichterfelde, Lindenstrasse",77,West,15
2,19893,1989,10,strassenbahn,Betriebshof Marzahn<> Betriebshof Weißensee,34,Ost,20
3,19894,1989,11,bus,Waldfriedhof<> Klausenburger Pfad,35,West,15
4,19895,1989,11,strassenbahn,Elisabethstrasse<> Pflugstrasse,56,Ost,10
5,19896,1989,12,bus,Bergstrasse<> Hainbuchenstrasse,65,West,10
6,19897,1989,12,strassenbahn,Ahrensfelde<> Scharnweberstrasse,39,Ost,20
7,19898,1989,13,bus,Alt-Heiligensee<> Maximilian-Kolbe-Strasse,67,West,15
8,19899,1989,13,strassenbahn,Eberswalder Strasse<> Hönower Wiesenweg,40,Ost,20
9,198910,1989,14,bus,Märkisches Zentrum<> Alt-Heiligensee,47,West,15
10,198911,1989,14,strassenbahn,Ahrensfelde<> Dimitroffstrasse,35,Ost,10
11,198912,1989,15,bus,Eichenroder Ring<> Invalidensiedlung,61,West,20
12,198913,1989,15,strassenbahn,Falkenberg<> Dimitroffstrasse,28,Ost,10
13,198914,1989,16,bus,U-Bhf. Franz-Neumann-Platz<> Breitenbachplatz,54,West,20
14,198915,1989,16,strassenbahn,"Köpenick, Krankenhaus<> Zingster Strasse Hohenschönhausen",66,Ost,20
15,198916,1989,17,bus,"Dahlem, Clayallee<> Lichterfelde Celsiusstrasse",42,West,0
16,198917,1989,17,strassenbahn,"Leninallee/Dimitroffstrasse<> Johannisthal, Haeckelstrasse",54,Ost,12
17,198918,1989,18,bus,Clayallee<> Steinstücken,41,West,10
18,198919,1989,18,strassenbahn,Ahrensfelde<> Wöhlertstrasse,64,Ost,10
19,198920,1989,18E,strassenbahn,Ahrensfelde<> Dimitroffstrasse Ecke Leninallee,40,Ost,10
20,198921,1989,19,bus,Taubertstrasse<> Platz der Luftbrücke,39,West,5
21,198922,1989,19,strassenbahn,"Scharnweberstrasse<> Köpenick, Krankenhaus",0,Ost,0
