,line_id,stop_name,stop_order,stop_id
0,19891,"Moabit, Waldstrasse",0,19891437
2,19891,Alt-Moabit,1,198947
3,19891,Franklinstrasse,2,1989586
4,19891,Helmholtzstrasse,3,1989864
5,19891,Guerickestrasse,4,1989774
6,19891,Otto-Suhr-Allee,5,19891589
7,19891,Bismarckstrasse,6,1989260
15,19891,Goethestrasse,7,1989703
16,19891,Kantstrasse,8,19891046
18,19891,Kurfürstendamm,9,19891179
20,19891,Düsseldorfer Strasse,10,1989470
21,19891,U-Bhf. Konstanzer Strasse,11,19892344
22,19891,U-Bhf. Fehrbelliner Platz,12,19892313
23,19891,U-Bhf. Blissestrasse,13,19892303
24,19891,Am Volkspark,14,1989102
25,19891,Hildegardstrasse,15,1989895
26,19891,Detmolder Strasse,16,1989434
27,19891,Hanauer Strasse,17,1989809
28,19891,Deidesheimer Strasse,18,1989426
29,19891,Wiesbadener Strasse,19,19892541
30,19891,Laubenheimer Strasse,20,19891234
31,19891,U-Bhf. Breitenbachplatz,21,19892306
32,19891,Englerallee,22,1989518
33,19891,Rohlfsstrasse,23,19891803
35,19891,Botanischer Garten,24,1989302
36,19891,Arnimallee,25,1989131
37,19891,Museum-Dahlem,26,19891457
38,19891,U-Bhf. Dahlem-Dorf,27,19892310
39,19891,Thielallee,28,19892246
40,19891,Löhleinstrasse,29,19891338
41,19891,Habelschwerdter A.,30,1989795
42,19891,Ehrenbergstrasse,31,1989475
43,19891,Unter den Eichen,32,19892432
44,19891,Von-Laue-Strasse,33,19892450
47,19891,Dahlemer Weg,34,1989418
48,19891,Holländische Mühle,35,1989933
49,19891,Sundgauer Strasse,36,19892201
51,19891,Winfriedstrasse,37,19892580
52,19891,Seehofstrasse,38,19892046
54,19891,Teltower Damm,39,19892226
55,19891,S-Bhf. Zehlendorf,40,19891930
56,19891,Schönower Strasse,41,19892038
57,19891,Schrockstrasse,42,19892001
58,19891,Behring-Krankenhaus,43,1989181
59,19891,Gutzmannstrasse,44,1989780
60,19891,Ludwigsfelder Strasse,45,19891328
61,19891,Nieritzweg,46,19891511
63,19891,Windsteiner Weg,47,19892579
64,19891,Lupsteiner Weg,48,19891333
65,19891,"Zehlendorf, Sachtlebenstrasse",49,19892616
66,19892,Lüdenscheider Weg,0,19891345
67,19892,Burscheider Weg,1,1989360
68,19892,Gartenfelder Strasse,2,1989644
70,19892,Paulsternstrasse,3,19891629
71,19892,U-Bhf. Paulsternstrasse,4,19892375
72,19892,Schaltwerk,5,19891952
73,19892,U-Bhf. Rohrdamm,6,19892388
74,19892,Quellweg,7,19891712
75,19892,Wernerwerkdamm,8,19892526
77,19892,Wasserwerk,9,19892492
79,19892,Rohrdammbrücke,10,19891805
80,19892,Friedhof Nordeingang,11,1989608
81,19892,Friedhof Südeingang,12,1989609
82,19892,Spandauer Damm,13,19892118
83,19892,Knobelsdorffstrasse,14,19891121
84,19892,U-Bhf. Kaiserdamm,15,19892339
85,19892,Congress-Centrum,16,1989405
86,19892,Dernburgstrasse,17,1989431
87,19892,Kuno-Fischer-Strasse,18,19891178
88,19892,Amtsgericht Charlottenburg,19,1989109
89,19892,S-Bhf. Charlottenburg,20,19891857
90,19892,Holtzendorffplatz,21,1989938
91,19892,Kurfürstendamm,22,19891179
93,19892,Henriettenplatz,23,1989868
94,19892,Rathenauplatz,24,19891743
95,19892,Bismarckplatz,25,1989259
96,19892,Lynarstrasse,26,19891335
98,19892,Herthastrasse,27,1989879
99,19892,Delbrückstrasse,28,1989427
100,19892,Elsterplatz,29,1989506
101,19892,Rathhaus Schmargendorf,30,19891749
102,19892,Hundekehlestrasse,31,1989952
103,19892,Platz am Wilden Eber,32,19891660
104,19892,Pacelliallee,33,19891595
105,19892,Im Dol,34,1989971
