line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19651_east,1965,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19.0,7.5,east,5.0,Kleinprofil,750
19652_east,1965,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),16.0,7.1,east,5.0,Großprofil,1000
19653_east,1965,1,tram,Adalbertstrasse Ecke Köpenickerstrasse<> Walter-Ulbricht-Stadion,27.0,7.3,east,20.0,,195
19654_east,1965,A 1 P,autobus,"Köpenickerstrasse Ecke Adalbertstrasse<> Alexanderplatz, Grunerstrasse",6.0,2.0,east,10.0,,0
19655_east,1965,3,tram,Revalerstrasse (S-Bhf. Warschauer Strasse)<> Björnsonstrasse,43.0,11.4,east,12.0,,195
19656_east,1965,4,tram,Revalerstrasse (S-Bhf. Warschauer Strasse)<> Eberswalder Strasse,23.0,6.2,east,12.0,,195
19657_east,1965,11,tram,Heinrich-Heine-Strasse Ecke Schmidstrasse<> Am Kupfergraben,27.0,6.2,east,20.0,,195
19658_east,1965,13,tram,Hönower Wiesenweg Ecke Blockdammweg<> Oderberger Strasse Ecke Eberswalderstrasse,38.0,10.3,east,14.0,,195
19659_east,1965,22,tram,"Rosenthal, Hauptstrasse<> S-Bhf. Jannowitzbrücke",46.0,11.5,east,12.0,,195
196510_east,1965,46,tram,Nordend<> Am Kupfergraben,47.0,11.8,east,5.0,,195
196511_east,1965,46P,tram,"Niederschönhausen, Idastrasse<> Ossietzkyplatz",4.0,0.7,east,12.0,,195
196512_east,1965,49,tram,"Buchholz, Hauptstrasse<> Hackescher Markt",39.0,10.5,east,11.0,,195
196513_east,1965,63,tram,"Hohenschönhausen, Gartenstadt<> Hackescher Markt",38.0,10.1,east,20.0,,195
196514_east,1965,64,tram,"Hohenschönhausen, Falkenberger Strasse<> Dönhoffplatz",40.0,10.7,east,20.0,,195
196515_east,1965,69,tram,"Johannisthal, Haeckelstrasse<> Walter-Ulbricht-Stadion",81.0,21.2,east,20.0,,195
196516_east,1965,69 E,tram,"Johannisthal, Haeckelstrasse<> Kniprodestrasse Ecke Dimitroffstrasse",59.0,15.9,east,20.0,,195
