stop_order,stop_id,line_id
0,19650_east,19651_east
1,19651_east,19651_east
2,19652_east,19651_east
3,19653_east,19651_east
4,19654_east,19651_east
5,19655_east,19651_east
6,19656_east,19651_east
7,19657_east,19651_east
8,19658_east,19651_east
9,19659_east,19651_east
10,196510_east,19651_east
11,196511_east,19651_east
0,196512_east,19652_east
1,196513_east,19652_east
2,196514_east,19652_east
3,196515_east,19652_east
4,196516_east,19652_east
5,196517_east,19652_east
6,196518_east,19652_east
7,196519_east,19652_east
8,196520_east,19652_east
9,196521_east,19652_east
0,196522_east,19653_east
1,196523_east,19653_east
2,196524_east,19653_east
3,196525_east,19653_east
4,196526_east,19653_east
5,196527_east,19653_east
6,196528_east,19653_east
7,196529_east,19653_east
8,196530_east,19653_east
0,196531_east,19654_east
1,196532_east,19654_east
2,196533_east,19654_east
0,196534_east,19655_east
1,196535_east,19655_east
2,196536_east,19655_east
3,196537_east,19655_east
4,196538_east,19655_east
5,196539_east,19655_east
6,196540_east,19655_east
7,196541_east,19655_east
8,196542_east,19655_east
9,196543_east,19655_east
10,196544_east,19655_east
11,196545_east,19655_east
0,196546_east,19656_east
1,196547_east,19656_east
2,196548_east,19656_east
3,196549_east,19656_east
4,196550_east,19656_east
5,196551_east,19656_east
6,196552_east,19656_east
7,196553_east,19656_east
8,196554_east,19656_east
9,196555_east,19656_east
0,196556_east,19657_east
1,196557_east,19657_east
2,196558_east,19657_east
3,196559_east,19657_east
4,196560_east,19657_east
5,196561_east,19657_east
6,196562_east,19657_east
7,196563_east,19657_east
8,196564_east,19657_east
0,196565_east,19658_east
1,196566_east,19658_east
2,196567_east,19658_east
3,196568_east,19658_east
4,196569_east,19658_east
5,196570_east,19658_east
6,196571_east,19658_east
7,196572_east,19658_east
8,196573_east,19658_east
9,196574_east,19658_east
10,196575_east,19658_east
11,196576_east,19658_east
0,196577_east,19659_east
1,196578_east,19659_east
2,196579_east,19659_east
3,196580_east,19659_east
4,196581_east,19659_east
5,196582_east,19659_east
6,196583_east,19659_east
7,196584_east,19659_east
8,196585_east,19659_east
9,196586_east,19659_east
10,196587_east,19659_east
11,196588_east,19659_east
0,196589_east,196510_east
1,196590_east,196510_east
2,196591_east,196510_east
3,196592_east,196510_east
4,196593_east,196510_east
5,196594_east,196510_east
6,196595_east,196510_east
7,196596_east,196510_east
8,196597_east,196510_east
9,196598_east,196510_east
10,196599_east,196510_east
11,1965100_east,196510_east
0,1965101_east,196511_east
1,1965102_east,196511_east
0,1965103_east,196512_east
1,1965104_east,196512_east
2,1965105_east,196512_east
3,1965106_east,196512_east
4,1965107_east,196512_east
5,1965108_east,196512_east
6,1965109_east,196512_east
7,1965110_east,196512_east
8,1965111_east,196512_east
9,1965112_east,196512_east
10,1965113_east,196512_east
11,1965114_east,196512_east
0,1965115_east,196513_east
1,1965116_east,196513_east
2,1965117_east,196513_east
3,1965118_east,196513_east
4,1965119_east,196513_east
