stop_name,type,line_name,stop_id,location,identifier,neighbourhood,district,east_west,postal_code
"Karowerstr., Alt-Buch",autobus,A42,1965426_east,"52.63531074,13.49911856",,Buch,Pankow,east,13125
Strasse 78,autobus,A42,1965427_east,"52.61464604,13.48487327",,Karow,Pankow,east,13125
Alt-Karow,autobus,A42,1965428_east,"52.60931229,13.48126585",,Karow,Pankow,east,13125
Güteraußenring,autobus,A42,1965429_east,"52.59988724,13.46929713",,Karow,Pankow,east,13125
Georgenstr.,autobus,A42,1965430_east,"52.59393881,13.46161525",,Blankenburg,Pankow,east,13129
"Blankenburg, Bahnhofstr.",autobus,A42,1965431_east,"52.59138047,13.45351227",,Blankenburg,Pankow,east,13129
"Heinersdorf, Kirche",autobus,A42,1965432_east,"52.56825199,13.44048454",,Heinersdorf,Pankow,east,13089
Am Steinberg,autobus,A42,1965433_east,"52.55648145,13.42930676",,Weißensee,Pankow,east,13086
Prenzlauer Promenade Ecke Ostseestr.,autobus,A42,1965434_east,"52.55135441,13.43020267",,Prenzlauer Berg,Pankow,east,10409
"Marzahn, Berliner Chaussee",autobus,A43,1965435_east,"52.54286481,13.55012491",,Marzahn,Marzahn-Hellersdorf,east,12685
Güterbahnhof Springpfuhl,autobus,A43,1965436_east,"52.52561232,13.53368732",,Marzahn,Marzahn-Hellersdorf,east,12681
S-Bhf. Friedrichsfelde-Ost,autobus,A43,1965437_east,"52.51324537,13.52403058",,Friedrichsfelde,Lichtenberg,east,10315
"Alt-Friedrichsfelde, Am Tierpark",autobus,A43,1965438_east,"52.50970259,13.51883251",,Friedrichsfelde,Lichtenberg,east,10315
U-Bhf. Friedrichsfelde,autobus,A43,1965439_east,"52.50624112,13.51285306",,Friedrichsfelde,Lichtenberg,east,10315
"Hans-Loch-Str., Schule",autobus,A43,1965440_east,"52.50035514,13.49573653",,Friedrichsfelde,Lichtenberg,east,10315
S-Bhf. Nöldnerplatz,autobus,A43,1965441_east,"52.50326620,13.48429373",,Rummelsburg,Lichtenberg,east,10317
"Hönow, Dorfstr.",autobus,A44,1965442_east,"52.54884928,13.63648688",,,,east,
Greifswalderstr.,autobus,A44,1965443_east,"52.53002871,13.62681794",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Am Rosenhag,autobus,A44,1965444_east,"52.52474356,13.62177583",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
S-Bhf. Mahlsdorf,autobus,A44,1965445_east,"52.51234909,13.61221794",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Hönowerstr. Ecke Greifswalderstr.,autobus,A44E,1965446_east,"52.53002742,13.62682480",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Am Rosenhag,autobus,A44E,1965447_east,"52.52474356,13.62177583",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
S-Bhf. Mahlsdorf,autobus,A44E,1965448_east,"52.51234909,13.61221794",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
"Wilhelmsruh, Schillerstr.",autobus,A45,1965449_east,"52.58796525,13.36878165",,Wilhelmsruh,Pankow,east,13158
Hauptstr. Ecke Edelweißstr.,autobus,A45,1965450_east,"52.58637926,13.36752939",,Wilhelmsruh,Pankow,east,13158
Heinrich-Mann-Platz,autobus,A45,1965451_east,"52.57297246,13.39214613",,Niederschönhausen,Pankow,east,13156
"Pankow, Rathaus",autobus,A45,1965452_east,"52.56953909,13.40418644",,Pankow,Pankow,east,13187
"Pankow, Kirche",autobus,A45,1965453_east,"52.57124681,13.41067072",,Pankow,Pankow,east,13187
Prenzlauer Promenade Ecke Kissingenstr.,autobus,A45,1965454_east,"52.56795805,13.42773437",,Pankow,Pankow,east,13189
Am Steinberg,autobus,A45,1965455_east,"52.55648145,13.42930676",,Weißensee,Pankow,east,13086
Hamburgerplatz,autobus,A45,1965456_east,"52.55539419,13.43897314",,Weißensee,Pankow,east,13086
Klement-Gottwald-Allee Ecke Pistoriusstr.,autobus,A45,1965457_east,"52.55009436,13.45900711",,Weißensee,Pankow,east,13088
Lichtenbergerstr. Ecke Klement-Gottwald-Allee,autobus,A45,1965458_east,"52.55200518,13.46547796",,Weißensee,Pankow,east,13088
Klement-Gottwald-Allee Ecke Rennbahnstr.,autobus,A45,1965459_east,"52.55694653,13.46696608",",",Weißensee,Pankow,east,13088
Feldtmannstr.,autobus,A45,1965460_east,"52.56401588,13.46980858",,Weißensee,Pankow,east,13088
"Weißensee, Schwarzelfenweg",autobus,A45,1965461_east,"52.56729838,13.46535453",,Stadtrandsiedlung Malchow,Pankow,east,13088
"Ahrensfelde, Kirche",autobus,A46,1965462_east,"52.57532251,13.57645628",,,,east,
LPG Falkenberg,autobus,A46,1965463_east,"52.57689764,13.58248385",,,,east,
Malchowerweg,autobus,A46,1965464_east,"52.56152031,13.50048590",,Alt-Hohenschönhausen,Lichtenberg,east,13053
Buschallee Ecke Klement-Gottwald-Allee,autobus,A46,1965465_east,"52.55387174,13.46754341",,Weißensee,Pankow,east,13088
Klement-Gottwald-Allee Ecke Rennbahnstr.,autobus,A46,1965466_east,"52.55694653,13.46696608",",",Weißensee,Pankow,east,13088
Feldtmannstr.,autobus,A46,1965467_east,"52.56401588,13.46980858",,Weißensee,Pankow,east,13088
"Malchow, Dorfstr.",autobus,A46,1965468_east,"52.58046227,13.48279758",,Malchow,Lichtenberg,east,13051
Bhf. Schöneweide,autobus,A47,1965469_east,"52.45374952,13.51020040",,Niederschöneweide,Treptow-Köpenick,east,12487
Sterndamm,autobus,A47,1965470_east,"52.44658675,13.50653487",,Johannisthal,Treptow-Köpenick,east,12487
Johannisthaler Chaussee,autobus,A47,1965471_east,"52.45136033,13.48829962",,Baumschulenweg,Treptow-Köpenick,east,12437
Baumschulenstr. Ecke Südostallee,autobus,A47,1965472_east,"52.46095842,13.48119184",,Baumschulenweg,Treptow-Köpenick,east,12437
S-Bhf. Baumschulenweg,autobus,A47,1965473_east,"52.46749675,13.48937988",,Baumschulenweg,Treptow-Köpenick,east,12437
Eichbuschallee,autobus,A47,1965474_east,"52.47574297,13.48731257",,Plänterwald,Treptow-Köpenick,east,12437
"Treptow, Rathaus",autobus,A47,1965475_east,"52.48358900,13.48032476",,Plänterwald,Treptow-Köpenick,east,12435
Sowjetisches Ehrenmal,autobus,A47,1965476_east,"52.48535896,13.46705341",,Plänterwald,Treptow-Köpenick,east,12435
S-Bhf. Treptower Park,autobus,A47,1965477_east,"52.49403641,13.46076257",,Alt-Treptow,Treptow-Köpenick,east,12435
Bhf. Schöneweide,autobus,A48,1965478_east,"52.45374952,13.51020040",,Niederschöneweide,Treptow-Köpenick,east,12487
Königsheideweg,autobus,A48,1965479_east,"52.44659457,13.50649293",,Johannisthal,Treptow-Köpenick,east,12487
Lindhorstweg,autobus,A48,1965480_east,"52.44148584,13.50065006",,Johannisthal,Treptow-Köpenick,east,12487
Stubenrauchstr.,autobus,A48,1965481_east,"52.42413802,13.48549509",,Rudow,Neukölln,east,12357
"Bhf. Kaulsdorf, Bausdorfstr.",autobus,A49,1965482_east,"52.51315438,13.59093779",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Ridbacherstr.,autobus,A49,1965483_east,"52.52745720,13.60644776",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Grottkauerstr.,autobus,A49,1965484_east,"52.52747689,13.60650030",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Uckermarkstr.,autobus,A49,1965485_east,"52.52145144,13.59672460",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Storkowerstr. Ecke Greifswalderstr.,autobus,A54,1965486_east,"52.54126983,13.43885375",,Prenzlauer Berg,Pankow,east,10409
S-Bhf. Lenninallee,autobus,A54,1965487_east,"52.52851724,13.45572809",,Prenzlauer Berg,Pankow,east,10407
Dimitroffstr. Ecke Leninallee,autobus,A54,1965488_east,"52.52644399,13.44764502",,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
"Wilhelmsruh, Hauptstr.",autobus,A55,1965489_east,"52.59724375,13.37551883",,Rosenthal,Pankow,east,13158
Heinrich-Mann-Platz,autobus,A55,1965490_east,"52.57297246,13.39214613",,Niederschönhausen,Pankow,east,13156
"Pankow, Rathaus",autobus,A55,1965491_east,"52.56953909,13.40418644",,Pankow,Pankow,east,13187
"Pankow, Kirche",autobus,A55,1965492_east,"52.57124681,13.41067072",,Pankow,Pankow,east,13187
Prenzlauer Promenade Ecke Kissingenstr.,autobus,A55,1965493_east,"52.56795805,13.42773437",,Pankow,Pankow,east,13189
Am Steinberg,autobus,A55,1965494_east,"52.55648145,13.42930676",,Weißensee,Pankow,east,13086
Hamburgerplatz,autobus,A55,1965495_east,"52.55539419,13.43897314",,Weißensee,Pankow,east,13086
Klement-Gottwald-Allee Ecke Pistoriusstr.,autobus,A55,1965496_east,"52.55009436,13.45900711",,Weißensee,Pankow,east,13088
Lichtenbergerstr. Ecke Klement-Gottwald-Allee,autobus,A55,1965497_east,"52.55200518,13.46547796",,Weißensee,Pankow,east,13088
Klement-Gottwald-Allee Ecke Rennbahnstr.,autobus,A55,1965498_east,"52.55694653,13.46696608",",",Weißensee,Pankow,east,13088
Klement-Gottwald-Allee Ecke Feldtmannstr.,autobus,A55,1965499_east,"52.56399507,13.46977350",,Weißensee,Pankow,east,13088
"Weißensee, Piesporterstr.",autobus,A55,1965500_east,"52.56042833,13.47657809",,Weißensee,Pankow,east,13088
"Weißensee, Nüßlerstr.",autobus,A56,1965501_east,"52.56398538,13.46973377",,Weißensee,Pankow,east,13088
Gehringstr. Ecke Gustav-Adolf-Str.,autobus,A56,1965502_east,"52.56275860,13.45929567",,Weißensee,Pankow,east,13088
Rennbahnstr. Ecke Gustav-Adolf-Str.,autobus,A56,1965503_east,"52.56218648,13.45426704",,Weißensee,Pankow,east,13086
Wigandstalerstr. Ecke Gustav-Adolf-Str.,autobus,A56,1965504_east,"52.55784135,13.44431694",,Weißensee,Pankow,east,13086
Hamburgerplatz,autobus,A56,1965505_east,"52.55539419,13.43897314",,Weißensee,Pankow,east,13086
Prenzlauer Promenade,autobus,A56,1965506_east,"52.55167517,13.43032601",,Prenzlauer Berg,Pankow,east,13086
"Prenzlauerallee, Wichertstr.",autobus,A56,1965507_east,"52.54598539,13.42701250",,Prenzlauer Berg,Pankow,east,10439
Kniprodestr. Ecke Ermländischestr.,autobus,A57,1965508_east,"52.53214047,13.44149841",,Prenzlauer Berg,Pankow,east,10407
Dimitroffstr.,autobus,A57,1965509_east,"52.52644945,13.44757477",,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Am Friedrichshain,autobus,A57,1965510_east,"52.52825436,13.42384232",,Prenzlauer Berg,Pankow,east,10405
Königstor,autobus,A57,1965511_east,"52.52520269,13.41983499",,Mitte,Mitte,east,10178
S-Bhf. Alexanderplatz,autobus,A57,1965512_east,"52.52074878,13.41214723",,Mitte,Mitte,east,10179
Marx-Engels-Platz,autobus,A57,1965513_east,"52.51617617,13.40093741",,Mitte,Mitte,east,10178
Friedrichstr. Ecke Unter den Linden,autobus,A57,1965514_east,"52.51718498,13.38882143",", ",Mitte,Mitte,east,10117
Bhf. Friedrichstr.,autobus,A57,1965515_east,"52.52056066,13.38823192",,Mitte,Mitte,east,10117
Schumannstr. Ecke Reinhardtstr.,autobus,A57,1965516_east,"52.52325899,13.38382070",,Mitte,Mitte,east,10117
Robert-Koch-Platz,autobus,A57,1965517_east,"52.52757051,13.37877230",,Mitte,Mitte,east,10115
Fontanestr.,autobus,A58,1965518_east,"52.58985939,13.36119357",,Wilhelmsruh,Pankow,east,13158
Hauptstr. Ecke Hertzstr.,autobus,A58,1965519_east,"52.58936172,13.36990080",,Wilhelmsruh,Pankow,east,13158
Heinrich-Mann-Platz,autobus,A58,1965520_east,"52.57297246,13.39214613",,Niederschönhausen,Pankow,east,13156
"Pankow, Rathaus",autobus,A58,1965521_east,"52.56953909,13.40418644",,Pankow,Pankow,east,13187
"Pankow, Kirche",autobus,A58,1965522_east,"52.57124681,13.41067072",,Pankow,Pankow,east,13187
S-Bhf. Pankow,autobus,A58,1965523_east,"52.56742037,13.41225013",,Pankow,Pankow,east,13189
U-Bhf. Pankow (Vinetastr.),autobus,A58,1965524_east,"52.55932980,13.41333319",,Pankow,Pankow,east,13189
Walther-Ulbricht-Stadion,autobus,A59,1965525_east,"52.53664798,13.37829813",,Mitte,Mitte,east,10115
Invalidenstr.,autobus,A59,1965526_east,"52.53056312,13.38307277",,Mitte,Mitte,east,10115
Oranienburger Tor,autobus,A59,1965527_east,"52.52716314,13.38710905",,Mitte,Mitte,east,10115
Bhf. Friedrichstr.,autobus,A59,1965528_east,"52.52056066,13.38823192",,Mitte,Mitte,east,10117
Französischestr.,autobus,A59,1965529_east,"52.51479531,13.38921161",,Mitte,Mitte,east,10117
U-Bhf. Stadtmitte,autobus,A59,1965530_east,"52.51041797,13.38988130",,Mitte,Mitte,east,10117
U-Bhf. Thälmannplatz,autobus,A59,1965531_east,"52.51144420,13.38343291",,Mitte,Mitte,east,10117
"Glienicke, Kirche",autobus,A7,1965532_east,"52.63062737,13.31286192",,,,east,
Elsässerstr.,autobus,A7,1965533_east,"52.63337295,13.34510342",,,,east,
"Schildow, Kirche",autobus,A7,1965534_east,"52.63581867,13.37771917",,,,east,
"Blankenfelde, Hauptstr.",autobus,A7,1965535_east,"52.63002535,13.38262328",,Blankenfelde,Pankow,east,13159
Industriebahn,autobus,A7,1965536_east,"52.61860431,13.39039578",,Blankenfelde,Pankow,east,13159
Nordend,autobus,A7,1965537_east,"52.59006569,13.40174057",,Rosenthal,Pankow,east,13158
Kurt-Fischer-Platz,autobus,A7,1965538_east,"52.57973293,13.39833073",,Niederschönhausen,Pankow,east,13156
"Pankow, Rathaus",autobus,A7,1965539_east,"52.56953909,13.40418644",,Pankow,Pankow,east,13187
Florastr. Ecke Mühlenstr.,autobus,A7,1965540_east,"52.56537666,13.40654063",,Pankow,Pankow,east,13187
U-Bhf. Vinetastr.,autobus,A7,1965541_east,"52.55981894,13.41320863",,Pankow,Pankow,east,13189
"Schildow, Kirche",autobus,A7E,1965542_east,"52.63581867,13.37771917",,,,east,
"Blankenfelde, Hauptstr.",autobus,A7E,1965543_east,"52.63002535,13.38262328",,Blankenfelde,Pankow,east,13159
Industriebahn,autobus,A7E,1965544_east,"52.61860431,13.39039578",,Blankenfelde,Pankow,east,13159
Nordend,autobus,A7E,1965545_east,"52.59006569,13.40174057",,Rosenthal,Pankow,east,13158
Kurt-Fischer-Platz,autobus,A7E,1965546_east,"52.57973293,13.39833073",,Niederschönhausen,Pankow,east,13156
"Pankow, Rathaus",autobus,A7E,1965547_east,"52.56953909,13.40418644",,Pankow,Pankow,east,13187
Florastr. Ecke Mühlenstr.,autobus,A7E,1965548_east,"52.56537666,13.40654063",,Pankow,Pankow,east,13187
U-Bhf. Vinetastr.,autobus,A7E,1965549_east,"52.55981894,13.41320863",,Pankow,Pankow,east,13189
"Waldesruh, Malhlsdorferallee",autobus,A8,1965550_east,"52.48493120,13.62906944",,,,east,
Fichtestr. Ecke Schopenhauerstr.,autobus,A8,1965551_east,"52.47979925,13.61729231",,,,east,
Hultschinerdamm,autobus,A8,1965552_east,"52.47711374,13.60059814",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Sadowastr.,autobus,A8,1965553_east,"52.48267547,13.58483307",,Mahlsdorf,Marzahn-Hellersdorf,east,12621
Sadowastr. Ecke Ulmenstr.,autobus,A8,1965554_east,"52.48270617,13.58489909",,Mahlsdorf,Marzahn-Hellersdorf,east,12621
Jägerstr.,autobus,A8,1965555_east,"52.48596831,13.57416719",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
"Biesdorf, Köpenickerstr.",autobus,A8,1965556_east,"52.48659005,13.56036458",,Biesdorf,Marzahn-Hellersdorf,east,12683
Dohlengrund,autobus,A8,1965557_east,"52.49817919,13.56339788",,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Biesdorf, Oberfeldstr.",autobus,A8,1965558_east,"52.50918607,13.55334706",nan+ nan,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Friedrichsfelde, Am Tierpark",autobus,A8,1965559_east,"52.50970259,13.51883251",,Friedrichsfelde,Lichtenberg,east,10315
U-Bhf. Friedrichsfelde,autobus,A8,1965560_east,"52.50624112,13.51285306",,Friedrichsfelde,Lichtenberg,east,10315
Sadowastr.,autobus,A8E,1965561_east,"52.48267547,13.58483307",,Mahlsdorf,Marzahn-Hellersdorf,east,12621
Sadowastr. Ecke Ulmenstr.,autobus,A8E,1965562_east,"52.48270617,13.58489909",,Mahlsdorf,Marzahn-Hellersdorf,east,12621
Jägerstr.,autobus,A8E,1965563_east,"52.48596831,13.57416719",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
"Biesdorf, Köpenickerstr.",autobus,A8E,1965564_east,"52.48659005,13.56036458",,Biesdorf,Marzahn-Hellersdorf,east,12683
Dohlengrund,autobus,A8E,1965565_east,"52.49817919,13.56339788",,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Biesdorf, Oberfeldstr.",autobus,A8E,1965566_east,"52.50918607,13.55334706",nan+ nan,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Friedrichsfelde, Am Tierpark",autobus,A8E,1965567_east,"52.50970259,13.51883251",,Friedrichsfelde,Lichtenberg,east,10315
U-Bhf. Friedrichsfelde,autobus,A8E,1965568_east,"52.50624112,13.51285306",,Friedrichsfelde,Lichtenberg,east,10315
Kurischestr.,autobus,A9,1965569_east,"52.53541469,13.43908579",,Prenzlauer Berg,Pankow,east,10407
Arnswalderplatz,autobus,A9,1965570_east,"52.53376531,13.43812130",,Prenzlauer Berg,Pankow,east,10407
Königstor,autobus,A9,1965571_east,"52.52520269,13.41983499",,Mitte,Mitte,east,10178
S-Bhf. Alexanderplatz,autobus,A9,1965572_east,"52.52074878,13.41214723",,Mitte,Mitte,east,10179
Marx-Engels-Platz,autobus,A9,1965573_east,"52.51617617,13.40093741",,Mitte,Mitte,east,10178
Friedrichstr. Ecke Unter den Linden,autobus,A9,1965574_east,"52.51718498,13.38882143",", ",Mitte,Mitte,east,10117
Bhf. Friedrichstr.,autobus,A9,1965575_east,"52.52056066,13.38823192",,Mitte,Mitte,east,10117
Oranienburger Tor,autobus,A9,1965576_east,"52.52716314,13.38710905",,Mitte,Mitte,east,10115
Platz vor dem Neuen Tor,autobus,A9,1965577_east,"52.52921246,13.37851356",,Mitte,Mitte,east,10115
Scharnhorststr. Ecke Kielerstr.,autobus,A9,1965578_east,"52.53435872,13.37031084",,Mitte,Mitte,east,10115
Neu-Lindenberg,autobus,AL,1965579_east,"52.60088563,13.55479409",,,,east,
"Lindenberg, Schule",autobus,AL,1965580_east,"52.60315194,13.53344348",,,,east,
"Lindenberg, Dorf",autobus,AL,1965581_east,"52.60155977,13.51999473",,,,east,
"Lindenberg, Mühle",autobus,AL,1965582_east,"52.59740281,13.50726274",,,,east,
"Malchow, Dorfstr.",autobus,AL,1965583_east,"52.58046227,13.48279758",,Malchow,Lichtenberg,east,13051
Zühlsdorf,autobus,AS,1965584_east,"52.71622507,13.36692567",,,,east,
"Summt, Seegarten",autobus,AS,1965585_east,"52.69281585,13.36639406",,,,east,
"Triftweg, LPG",autobus,AS,1965586_east,"52.67560474,13.37729050",,,,east,
"Mühlenbeck, Schule",autobus,AS,1965587_east,"52.66607201,13.37807341",,,,east,
Mönchmühle,autobus,AS,1965588_east,"52.64953455,13.39049276",,,,east,
"Schildow, Kirche",autobus,AS,1965589_east,"52.63581867,13.37771917",,,,east,
"Groß Ziethen, Friedrich-Ebert-Str.",autobus,AZ,1965590_east,"52.41404104,13.43887916",,,,east,
Klein Ziethen,autobus,AZ,1965591_east,"52.37958050,13.44656987",,,,east,
Waßmannsdorf,autobus,AZ,1965592_east,"52.37269773,13.46503265",,,,east,
"Schönefeld, Kirche",autobus,AZ,1965593_east,"52.38742508,13.50596412",,,,east,
Bhf. Schönefeld,autobus,AZ,1965594_east,"52.38192403,13.51154508",,,,east,
Friedrichstr.,s-bahn,KBS 101,1965595_east,"52.52027778,13.38694444",Q111219456,Mitte,Mitte,east,10117
Marx-Engels-Platz,s-bahn,KBS 101,1965596_east,"52.52260000,13.40220000",Q689312,Mitte,Mitte,east,10178
Alexanderplatz,s-bahn,KBS 101,1965597_east,"52.52138889,13.41194444",Q111324700,Mitte,Mitte,east,10179
Jannowitzbrücke,s-bahn,KBS 101,1965598_east,"52.51482222,13.41795000",Q27955427,Mitte,Mitte,east,10179
Ostbahnhof,s-bahn,KBS 101,1965599_east,"52.51000000,13.43470000",Q111325075,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Warschauer Str.,s-bahn,KBS 101,1965600_east,"52.50641667,13.45095556",Q111252298,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Ostkreuz,s-bahn,KBS 101,1965601_east,"52.50310000,13.46890000",Q111251530,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Nöldnerplatz,s-bahn,KBS 101,1965602_east,"52.50380000,13.48530000",Q4892447,Rummelsburg,Lichtenberg,east,10317
Lichtenberg,s-bahn,KBS 101,1965603_east,"52.51060000,13.49640000",Q634247,Rummelsburg,Lichtenberg,east,10317
Friedrichsfelde Ost,s-bahn,KBS 101,1965604_east,"52.51410000,13.51980000",Q800473,Marzahn,Marzahn-Hellersdorf,east,12681
Biesdorf,s-bahn,KBS 101,1965605_east,"52.51310000,13.55540000",Q4892357,Biesdorf,Marzahn-Hellersdorf,east,12683
Kaulsdorf,s-bahn,KBS 101,1965606_east,"52.51210000,13.59040000",Q800478,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Mahlsdorf,s-bahn,KBS 101,1965607_east,"52.51210000,13.61060000",Q800484,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Hoppegarten (Mark),s-bahn,KBS 101,1965608_east,"52.51830000,13.67340000",Q15197357,,,east,
Neuenhagen (b Bln),s-bahn,KBS 101,1965609_east,"52.52080000,13.70030000",Q7001614,,,east,
Fredersdorf (b Bln),s-bahn,KBS 101,1965610_east,"52.52650000,13.76250000",Q15197387,,,east,
Petershagen Nord,s-bahn,KBS 101,1965611_east,"52.52910000,13.79100000",Q7178217,,,east,
Strausberg,s-bahn,KBS 101,1965612_east,"52.53193300,13.83693300",Q7622326,,,east,
Strausberg,s-bahn,KBS 101c,1965613_east,"52.53193300,13.83693300",Q7622326,,,east,
Strausberg Stadt,s-bahn,KBS 101c,1965614_east,"52.57660000,13.88780000",Q7622325,,,east,
Strausberg Nord,s-bahn,KBS 101c,1965615_east,"52.59020000,13.90840000",Q7622324,,,east,
Friedrichstr.,s-bahn,KBS 102,1965616_east,"52.52027778,13.38694444",Q111219456,Mitte,Mitte,east,10117
Marx-Engels-Platz,s-bahn,KBS 102,1965617_east,"52.52260000,13.40220000",Q689312,Mitte,Mitte,east,10178
Alexanderplatz,s-bahn,KBS 102,1965618_east,"52.52138889,13.41194444",Q111324700,Mitte,Mitte,east,10179
Jannowitzbrücke,s-bahn,KBS 102,1965619_east,"52.51482222,13.41795000",Q27955427,Mitte,Mitte,east,10179
Ostbahnhof,s-bahn,KBS 102,1965620_east,"52.51000000,13.43470000",Q111325075,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Warschauer Str.,s-bahn,KBS 102,1965621_east,"52.50641667,13.45095556",Q111252298,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Ostkreuz,s-bahn,KBS 102,1965622_east,"52.50310000,13.46890000",Q111251530,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Rummelsburg,s-bahn,KBS 102,1965623_east,"52.50124400,13.47854500",Q15107132,Rummelsburg,Lichtenberg,east,10317
Betriebsbahnhof Rummelsburg,s-bahn,KBS 102,1965624_east,"52.49390000,13.49780000",Q829009,Rummelsburg,Lichtenberg,east,10317
Karlshorst,s-bahn,KBS 102,1965625_east,"52.48080000,13.52580000",Q111327045,Karlshorst,Lichtenberg,east,10318
Wuhlheide,s-bahn,KBS 102,1965626_east,"52.46890000,13.55330000",Q800514,Köpenick,Treptow-Köpenick,east,12555
Köpenick,s-bahn,KBS 102,1965627_east,"52.45860000,13.58080000",Q800479,Köpenick,Treptow-Köpenick,east,12555
Hirschgarten,s-bahn,KBS 102,1965628_east,"52.45790000,13.60320000",Q4892435,Friedrichshagen,Treptow-Köpenick,east,12587
Friedrichshagen,s-bahn,KBS 102,1965629_east,"52.45740000,13.62330000",Q800474,Friedrichshagen,Treptow-Köpenick,east,12587
Rahnsdorf,s-bahn,KBS 102,1965630_east,"52.45163720,13.68997760",Q800489,Rahnsdorf,Treptow-Köpenick,east,12589
Wilhelmshagen,s-bahn,KBS 102,1965631_east,"52.43860000,13.72220000",Q800494,Rahnsdorf,Treptow-Köpenick,east,12589
Erkner,s-bahn,KBS 102,1965632_east,"52.42960000,13.75130000",Q14434071,,,east,
Friedrichstr.,s-bahn,KBS 103,1965633_east,"52.52027778,13.38694444",Q111219456,Mitte,Mitte,east,10117
Marx-Engels-Platz,s-bahn,KBS 103,1965634_east,"52.52260000,13.40220000",Q689312,Mitte,Mitte,east,10178
Alexanderplatz,s-bahn,KBS 103,1965635_east,"52.52138889,13.41194444",Q111324700,Mitte,Mitte,east,10179
Jannowitzbrücke,s-bahn,KBS 103,1965636_east,"52.51482222,13.41795000",Q27955427,Mitte,Mitte,east,10179
Ostbahnhof,s-bahn,KBS 103,1965637_east,"52.51000000,13.43470000",Q111325075,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Warschauer Str.,s-bahn,KBS 103,1965638_east,"52.50641667,13.45095556",Q111252298,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Treptower Park,s-bahn,KBS 103,1965639_east,"52.49380000,13.46180000",Q559274,Alt-Treptow,Treptow-Köpenick,east,12435
Plänterwald,s-bahn,KBS 103,1965640_east,"52.47860000,13.47330000",Q7205917,Plänterwald,Treptow-Köpenick,east,12435
Baumschulenweg,s-bahn,KBS 103,1965641_east,"52.46750000,13.48972200",Q324336,Baumschulenweg,Treptow-Köpenick,east,12437
Schöneweide,s-bahn,KBS 103,1965642_east,"52.45500000,13.50944444",Q111323931,Niederschöneweide,Treptow-Köpenick,east,12487
Betriebsbahnhof Schöneweide,s-bahn,KBS 103,1965643_east,"52.44676000,13.52391000",Q4526101,Niederschöneweide,Treptow-Köpenick,east,12487
Adlershof,s-bahn,KBS 103,1965644_east,"52.43472222,13.54138889",Q323551,Adlershof,Treptow-Köpenick,east,12489
Grünau,s-bahn,KBS 103,1965645_east,"52.41220000,13.57460000",Q111307258,Grünau,Treptow-Köpenick,east,12527
Eichwalde,s-bahn,KBS 103,1965646_east,"52.37150000,13.61520000",Q19274479,,,east,
Zeuthen,s-bahn,KBS 103,1965647_east,"52.34860000,13.62740000",Q8069824,,,east,
Wildau,s-bahn,KBS 103,1965648_east,"52.32000000,13.63400000",Q8000974,,,east,
Königs Wusterhausen,s-bahn,KBS 103,1965649_east,"52.29660000,13.63110000",Q178002,,,east,
Friedrichstr.,s-bahn,KBS 103a,1965650_east,"52.52027778,13.38694444",Q111219456,Mitte,Mitte,east,10117
Marx-Engels-Platz,s-bahn,KBS 103a,1965651_east,"52.52260000,13.40220000",Q689312,Mitte,Mitte,east,10178
Alexanderplatz,s-bahn,KBS 103a,1965652_east,"52.52138889,13.41194444",Q111324700,Mitte,Mitte,east,10179
Jannowitzbrücke,s-bahn,KBS 103a,1965653_east,"52.51482222,13.41795000",Q27955427,Mitte,Mitte,east,10179
Ostbahnhof,s-bahn,KBS 103a,1965654_east,"52.51000000,13.43470000",Q111325075,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
