,stop_id,stop_name,type,in_lines
71,72,Badstrasse,bus,{'A70'}
72,73,Badstrasse/Prinzenallee,bus,{'A71'}
73,74,Baerwaldstrasse Ecke Urbanstrasse,strassenbahn,{'95'}
74,75,Bahnhof Friedrichstr. (Stadtbahn),u-bahn,{'C I'}
75,76,Bahnhof Lichtenberg (Zentralfriedhof),u-bahn,{'E'}
76,77,Bahnhof Wedding,u-bahn,{'C I'}
77,78,Bahnhofstrasse,strassenbahn,{'47'}
78,79,Bahnhofstrasse Ecke Lindenstrasse,bus,{'A27'}
79,80,Bahnhofstrasse Ecke Lindenstrasse,strassenbahn,"{'82', '87'}"
80,81,Baumschulenstrasse,strassenbahn,"{'95', '92'}"
81,82,Baumschulenstrasse Ecke Südostallee,bus,{'A47'}
82,83,Baumschulenweg,s-bahn,"{'KBS 106', 'KBS 103', 'KBS 103a', 'KBS 100a'}"
83,84,Bayerischer Platz,u-bahn,{'B III'}
84,85,Beeskowdamm,bus,{'A1'}
85,86,Behring-Krankenhaus,bus,{'A10'}
86,87,Bellevue,s-bahn,"{'KBS 101', 'KBS 102'}"
87,88,Belziger Strasse,strassenbahn,{'66'}
88,89,Benschallee,bus,{'A18'}
89,90,Benschallee Ecke Potsdamer Chaussee,bus,{'A3'}
90,91,Benzolwerk,strassenbahn,{'84'}
91,92,Bergstrasse,bus,{'A68'}
92,93,Bergstrasse,strassenbahn,{'66'}
93,94,Bergstrasse Ecke Bismarckstrasse,bus,{'A2'}
94,95,Berkaer Strasse,bus,{'A29'}
95,96,"Berkaer Strasse, Elsterplatz",bus,{'AS3'}
96,97,Berliner Strasse,bus,"{'AS2', 'A60'}"
97,98,Berliner Strasse Ecke Bundesallee,bus,"{'A2', 'A25'}"
98,99,Berliner StrasseEcke Drakestrasse,bus,{'A11'}
99,100,Berlinickeplatz,bus,{'A73'}
100,101,Berlinickeplatz,strassenbahn,{'96'}
101,102,Bernau (b Bln),s-bahn,{'KBS 106'}
102,103,Bernauer Strasse,bus,"{'A13', 'A61'}"
103,104,Bernauer Strasse Ecke Wolliner Strasse,bus,"{'A64', 'A71'}"
104,105,Bernauer Strasse Ecke Wolliner Strasse,strassenbahn,{'2'}
105,106,Bernauer Strasse/Brunnenstrasse,bus,{'A71'}
106,107,Bersarinplatz,strassenbahn,"{'13', '4'}"
107,108,Betriebsbahnhof Rummelsburg,s-bahn,{'KBS 102'}
108,109,Betriebsbahnhof Schöneweide,s-bahn,"{'KBS 106', 'KBS 103', 'KBS 100a'}"
109,110,Beusselstr.,s-bahn,{'KBS 100'}
110,111,Bezirksamt,bus,{'A63'}
111,112,Bf. Siegfriedstrasse,bus,{'O30'}
112,113,Bhf. Beusselstrasse,strassenbahn,{'3'}
113,114,Bhf. Botanischer Garten,strassenbahn,"{'78', '77'}"
114,115,Bhf. Buckower Chaussee,bus,{'A52'}
115,116,Bhf. Drewitz,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
116,117,Bhf. Eichbornstrasse,bus,"{'A15', 'A21'}"
117,118,Bhf. Eichwalde,bus,{'Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf)'}
118,119,Bhf. Friedrichstrasse,bus,"{'A57', 'A9'}"
119,120,Bhf. Friedrichstrasse,strassenbahn,"{'46', '70', '1'}"
120,121,Bhf. Frohnau,bus,"{'A12', 'A15'}"
121,122,Bhf. Gesundbrunnen,bus,"{'A61', 'A71'}"
122,123,Bhf. Groß Ziethen,bus,{'AZ'}
123,124,Bhf. Grunewald,bus,{'A17'}
124,125,Bhf. Halensee,bus,"{'A29', 'A4', 'A19', 'A69', 'A10'}"
125,126,Bhf. Heerstrasse,strassenbahn,"{'76', '75'}"
126,127,Bhf. Heiligensee,bus,{'A14'}
127,128,Bhf. Hermannstrasse,strassenbahn,{'27'}
128,129,Bhf. Hermsdorf,bus,{'A15'}
129,130,Bhf. Hohenzollerndamm,bus,"{'A50', 'A65', 'AS3', 'A21'}"
130,131,Bhf. Jungfernheide,bus,"{'A62', 'A65', 'A21'}"
131,132,Bhf. Jungfernheide,strassenbahn,{'55'}
132,133,Bhf. Köpenick,strassenbahn,{'83'}
133,134,Bhf. Lichtenberg,bus,"{'O30', 'O37'}"
134,135,Bhf. Lichtenberg,strassenbahn,{'69'}
135,136,Bhf. Lichtenrade,bus,"{'AS2', 'A76'}"
136,137,Bhf. Lichterfelde-Ost,bus,{'A11'}
137,138,Bhf. Lichterfelde-Ost,strassenbahn,"{'96', '73'}"
138,139,Bhf. Lichterfelde-West,bus,{'A11'}
139,140,Bhf. Lichterfelde-West,strassenbahn,"{'78', '77'}"
140,141,Bhf. Lindenthaler Allee,bus,"{'A3', 'A53'}"
141,142,Bhf. Mahlow,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
142,143,Bhf. Mariendorf,bus,{'A33'}
143,144,Bhf. Mariendorf,strassenbahn,{'96'}
144,145,Bhf. Marienfelde,bus,"{'A77', 'A32'}"
145,146,Bhf. Marienfelde,strassenbahn,{'15'}
146,147,Bhf. Neukölln,bus,{'A65'}
147,148,Bhf. Nikolassee,bus,{'A3'}
148,149,Bhf. Papestrasse,bus,"{'A73', 'A74'}"
149,150,Bhf. Papestrasse,strassenbahn,{'60'}
150,151,Bhf. PutlitzStrasse,bus,{'A16'}
151,152,Bhf. Rosenthal,strassenbahn,{'22'}
152,153,Bhf. Schulzendorf,bus,{'A14'}
153,154,Bhf. Schöneberg,bus,"{'A73', 'A65'}"
154,155,Bhf. Schöneweide,bus,"{'A47', 'A26', 'Flughafen Schönefeld <> Strausberger Platz'}"
155,156,Bhf. Schöneweide,strassenbahn,"{'95', '92', '69'}"
156,157,"Bhf. Schöneweide, Brückenstrasse",strassenbahn,{'87'}
157,158,Bhf. Siegfriedstrasse,strassenbahn,{'69'}
158,159,Bhf. Sonnenallee,bus,"{'A67', 'A65'}"
159,160,Bhf. Sonnenallee,strassenbahn,"{'95', '15'}"
160,161,Bhf. Spandau,strassenbahn,"{'54', '53'}"
161,162,Bhf. Spandau-West,bus,"{'A5', 'A63'}"
162,163,Bhf. Stalinallee,strassenbahn,{'3'}
163,164,Bhf. Steglitz,bus,{'A33'}
164,165,Bhf. Südende,bus,{'A33'}
165,166,Bhf. Teltow,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
166,167,Bhf. Teltowkanal,strassenbahn,{'26'}
167,168,Bhf. Tempelhof,bus,{'A68'}
168,169,Bhf. Waidmannslust,bus,{'A20'}
169,170,Bhf. Wannsee,bus,"{'A6', 'A3', 'A51'}"
170,171,Bhf. Wedding,bus,{'A70'}
171,172,Bhf. Westend,bus,{'A65'}
172,173,Bhf. Wilhelmsruh,bus,{'A71'}
173,174,Bhf. Wittenau,bus,{'A15'}
174,175,Bhf. Wollankstrasse,bus,{'A70'}
175,176,Bhf. Yorckstrasse,bus,{'A19'}
176,177,Bhf. Zehlendorf,bus,"{'A1', 'A53'}"
177,178,Bhf. Zoo,bus,"{'A73', 'AS3', 'A62', 'AS1', 'AS2', 'A2', 'A25'}"
178,179,Bhf. Zoo,strassenbahn,"{'78', '2', '55', '77'}"
179,180,"Bhf. Zoo, Kantstrasse",strassenbahn,"{'76', '75'}"
180,181,Biesdorf,s-bahn,{'KBS 101'}
181,182,Birkenwerder,s-bahn,{'KBS 104'}
182,183,Bismarckplatz,bus,{'A29'}
183,184,Bismarckstrasse,bus,{'A33'}
184,185,Bismarckstrasse Ecke Bergstrasse,bus,"{'A75', 'A68'}"
185,186,Björnsonstrasse,strassenbahn,{'3'}
186,187,Blankenburg,s-bahn,{'KBS 106'}
187,188,"Blankenburg, Bahnhofstrasse",bus,{'A42'}
188,189,Blankenburger Strasse,strassenbahn,{'49'}
189,190,Blankenfelde,s-bahn,{'KBS 105'}
190,191,"Blankenfelde, Hauptstrasse",bus,{'A7'}
191,192,Bleibtreustrasse Ecke Kurfürstendamm,bus,{'A69'}
192,193,Blohmstrasse Ecke Wünsdorfer Strasse,bus,{'A76'}
193,194,Blumenstrasse,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'}
194,195,Boddinstr.,u-bahn,{'D'}
195,196,"Bohnsdorf, Kirche",bus,{'AD/36'}
196,197,"Bohnsdorf, Waldstrasse",bus,{'A38'}
197,198,Bonhoeffer-Heim,bus,{'A62'}
198,199,Borgsdorf,s-bahn,{'KBS 104'}
199,200,Bornholmer Strasse,strassenbahn,{'49'}
200,201,Borsigwalder Weg,bus,{'A15'}
201,202,Borsigwerke,u-bahn,{'C I'}
202,203,Bosestrasse,bus,{'A74'}
203,204,Botanischer Garten,bus,"{'A1', 'A68'}"
204,205,Botanischer Garten,s-bahn,{'KBS 104'}
205,206,Boxhagenerstrasse Ecke Holteistrasse,bus,{'O30'}
206,207,Brabanter Platz,bus,{'A60'}
207,208,Brauerei,strassenbahn,{'84'}
208,209,Breite Strasse,bus,"{'A33', 'A31', 'A5', 'A68'}"
209,210,Breitenbachplatz,bus,"{'A1', 'A16', 'A32'}"
210,211,Breitenbachplatz,u-bahn,"{'B II', 'A II'}"
211,212,Breitscheidplatz,bus,"{'A29', 'A19', 'A60'}"
212,213,Breslauer Strasse,strassenbahn,{'1'}
213,214,Bristolstrasse,bus,{'A12'}
214,215,Britzer Damm Ecke Gradestrasse,bus,{'A73'}
215,216,Brixplatz,bus,{'A4'}
216,217,Brunnenstrasse,strassenbahn,"{'46', '70'}"
217,218,Brunnenstrasse Ecke Invalidenstrasse,strassenbahn,{'11'}
218,219,Brunsb tteler Damm,bus,{'A31'}
219,220,Buch,s-bahn,{'KBS 106'}
220,221,"Buch, Kiesgruben",bus,{'A42'}
221,222,"Buchholz, Hauptstrasse",strassenbahn,{'49'}
222,223,Buckower Ch.,s-bahn,{'KBS 105'}
223,224,Buckower Chaussee,bus,{'AS2'}
224,225,Buckower Chaussee Ecke Lichtenrader Damm,bus,{'A76'}
225,226,Buckower Damm,bus,{'A52'}
226,227,Buckower Friedhof,bus,{'A52'}
227,228,Bundesallee,bus,"{'A17', 'A4', 'A74', 'A48'}"
228,229,Bundesallee,strassenbahn,"{'74', '78', '60', '77'}"
229,230,Bundesallee Ecke Berliner Strasse,strassenbahn,{'3'}
230,231,Bundesallee Ecke Rheinstrasse,strassenbahn,{'73'}
231,232,Bundesplatz,bus,"{'A16', 'A65', 'AS2', 'A2', 'A25'}"
232,233,Bundesplatz,strassenbahn,"{'78', '77'}"
233,234,Burgemeister Strasse Ecke Tempelhofer Damm,bus,"{'A77', 'A76'}"
234,235,Buschallee,strassenbahn,{'72'}
235,236,Buschallee Ecke Klement-Gottwald-Alle,bus,{'A46'}
236,237,Buschallee Ecke Klement-Gottwald-Allee,strassenbahn,{'70'}
237,238,Buschkrug,strassenbahn,{'47'}
238,239,Buschkrug Alle Ecke Blaschko-Allee,bus,{'A73'}
239,240,"Bölschestrasse, Brauerei",strassenbahn,{'87'}
240,241,Bötzowbahn,bus,{'A63'}
241,242,Bühler Weg,bus,{'A52'}
242,243,Bülowstr.,u-bahn,{'A I'}
243,244,Bürgerwäldchen,strassenbahn,{'83'}
244,245,Bürknersfelde,bus,"{'A43', 'O37'}"
245,246,Canovastrasse,bus,{'AS2'}
246,247,Canovastrasse (Krankenhaus),strassenbahn,{'66'}
247,248,Carl-Schurz-Strasse Ecke Neundorfer Strasse,bus,{'A13'}
248,249,Carl-von-Ossietzky-Werk,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
249,250,Cauerstrasse,bus,{'AS1'}
250,251,Cauerstrasse,strassenbahn,{'55'}
251,252,Ceciliengärten,strassenbahn,{'66'}
252,253,Charlottenburg,s-bahn,"{'KBS 101', 'KBS 102'}"
253,254,Charlottenstrasse,strassenbahn,{'72'}
254,255,Chemische Fabrik,strassenbahn,{'86'}
255,256,Chemnitzer Ecke Ulmenstrasse,bus,"{'A8', 'A8E'}"
256,257,Chemnitzer Strasse Ecke Alt-Kaulsdorf,bus,{'A27'}
257,258,Clayallee,bus,{'A1'}
258,259,Clayallee Ecke Berliner Strasse,bus,{'A66'}
259,260,Clayallee Ecke Königin-Luise-Strasse,bus,{'A68'}
260,261,Clayallee/Teltower Damm,bus,{'AS3'}
261,262,Colomierstrasse,bus,{'A51'}
262,263,Columbiadamm,bus,{'A24'}
263,264,Corrensplatz,bus,{'A11'}
264,265,Cunostrasse,bus,{'A50'}
265,266,Cyclopstrasse,bus,{'A12'}
266,267,Dachdeckerweg Ecke Buckower Damm,strassenbahn,{'27'}
267,268,Dahlem-Dorf,u-bahn,"{'B II', 'A II'}"
268,269,Dahlemer Weg,bus,"{'A10', 'A48', 'A53'}"
269,270,Dahlewitz,s-bahn,{'KBS 105'}
270,271,Daimlerstrasse,bus,{'A77'}
271,272,Daimlerstrasse,strassenbahn,{'15'}
272,273,Dammweg,bus,{'A67'}
273,274,Dammweg,strassenbahn,{'15'}
274,275,Dammweg Ecke Sonnenallee,strassenbahn,{'95'}
275,276,Dankmarsteig,bus,{'A23'}
276,277,Daumstrasse,bus,{'A13'}
277,278,Degnerstrasse,strassenbahn,"{'64', '63'}"
278,279,Demminer Strasse Ecke Brunnenstrasse,bus,{'A64'}
279,280,Detmolder Strasse,bus,{'A1'}
280,281,Deutsche Oper (Bismarckstr.),u-bahn,"{'A III', 'A I'}"
281,282,Deutsches Oper (Bismarckstr.),u-bahn,{'B I'}
282,283,"Diepensee, Flughafen",bus,{'AD/36'}
283,284,Dimitroffstr.,u-bahn,{'A'}
284,285,Dimitroffstrasse,bus,{'A9'}
285,286,Dimitroffstrasse,strassenbahn,"{'71', '74', '64', '72', '63', '74E'}"
286,287,Dimitroffstrasse Ecke Leninallee,bus,{'O37'}
287,288,Dingelstädter Strasse,bus,{'O37'}
288,289,Dominicusstrasse,bus,"{'A4', 'A48'}"
289,290,Dominicusstrasse,strassenbahn,"{'74', '73'}"
290,291,Dominicusstrasse Ecke Hauptstrasse,bus,{'A75'}
291,292,Dominikus-Krankenhaus,bus,{'A15'}
292,293,Donnersmarckplatz,bus,"{'A12', 'A15'}"
293,294,"Doppel-Süd, Bechtheimer Strasse",bus,{'A66'}
294,295,Dorfaue,bus,"{'S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)'}"
295,296,Drakestrasse,bus,{'A48'}
296,297,Dudenstrasse,bus,{'A28'}
297,298,Dyotzer Strasse,bus,{'A63'}
298,299,Dönhoffplatz,strassenbahn,{'64'}
299,300,Düppel-Kleinmachnow,s-bahn,{'KBS 104a'}
300,301,Eberswalderstrasse Ecke Oderberger Strasse,strassenbahn,{'4'}
301,302,Ebertystrasse Ecke Leninallee,bus,{'O30'}
302,303,Edisonstrasse,strassenbahn,{'95'}
303,304,Efeuweg,bus,{'A52'}
304,305,Egelpfuhlstrasse,bus,{'A31'}
305,306,Ehrenmal,bus,"{'A55', 'A45'}"
306,307,Eichbornstr.,s-bahn,{'KBS 105'}
307,308,Eichbuschallee,bus,{'A47'}
308,309,Eichbuschplatz,bus,{'A38'}
309,310,Eichendamm,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'}
310,311,Eichkamp,bus,{'A69'}
311,312,Eichkamp,s-bahn,{'KBS 101'}
312,313,Eichwalde,s-bahn,{'KBS 103'}
313,314,"Eichwalde, Uhlandstrasse",bus,{'Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf)'}
314,315,EinemStrasse,bus,{'A16'}
315,316,Elisabethstrasse,bus,{'O37'}
316,317,Elisabethstrasse,strassenbahn,{'22'}
317,318,Elsenstraße Ecke Heidelberger Strasse,strassenbahn,{'3'}
318,319,Elsterplatz,bus,"{'A10', 'A50'}"
319,320,Elsässer Strasse,bus,{'A7'}
320,321,Emmentaler Strasse,bus,"{'A12', 'A71'}"
321,322,Emser Platz,bus,{'A50'}
322,323,Endestrasse,bus,{'A6'}
323,324,Englerallee,bus,{'A16'}
324,325,Erdener Strasse,bus,{'A19'}
325,326,Erkner,s-bahn,{'KBS 102'}
326,327,Erkstrasse,bus,{'A67'}
327,328,Erkstrasse Ecke Sonnenallee,strassenbahn,{'95'}
328,329,Ernst-Reuter-Platz,bus,{'A2'}
329,330,Ernst-Reuter-Platz,strassenbahn,{'2'}
330,331,Ernst-Reuter-Platz,u-bahn,"{'A I', 'B I'}"
331,332,"Ernst-Reuter-Platz, Straße des 17. Juni",bus,{'A2'}
332,333,Exerzierstrasse,bus,{'A61'}
333,334,Eythstrasse,bus,{'A74'}
334,335,Eythstrasse,strassenbahn,{'60'}
335,336,Fahlenbergstrasse Ecke Fürstenwalder Allee,bus,{'A22'}
336,337,Falkenberger Chaussee,bus,{'A39'}
337,338,Falkenbergerstrasse Ecke Wartenberger Strasse,strassenbahn,{'63'}
338,339,Falkenplatz,bus,{'A20'}
339,340,Falkensee,s-bahn,{'KBS 103'}
340,341,Falkenseer Chaussee,bus,{'A5'}
341,342,Fasanenstrasse,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'}
342,343,Fehrbelliner Platz,bus,"{'A74', 'A50'}"
343,344,Fehrbelliner Platz,strassenbahn,"{'3', '60'}"
344,345,Fehrbelliner Platz,u-bahn,"{'B II', 'A II'}"
345,346,Feldtmannstrasse,bus,{'A46'}
346,347,Feuerbachstr.,s-bahn,{'KBS 104'}
347,348,"Fichtenau, Stadtgrenze",bus,{'A22'}
348,349,Fichtestrasse Ecke Schopenhauerstrasse,bus,{'A8'}
349,350,Finckensteinallee,strassenbahn,{'74'}
350,351,Flinsberger Platz,bus,{'A50'}
351,352,Flughafen,bus,"{'A24', 'A19'}"
352,353,Flughafen,u-bahn,{'C II'}
353,354,Flughafen Schönefeld,bus,{'Flughafen Schönefeld <> Strausberger Platz'}
354,355,Flughafen Tempelhof,bus,"{'A77', 'A76'}"
355,356,Forckenbeckstrasse,bus,{'A50'}
356,357,Frankfurter Tor,u-bahn,{'E'}
357,358,Frankfurter Tor/Stalinallee,strassenbahn,"{'13', '4'}"
358,359,Frauenklinik,strassenbahn,{'15'}
359,360,Fredersdorf (b Bln),s-bahn,{'KBS 101'}
360,361,Freibad Grünau,strassenbahn,{'86'}
361,362,Freie Scholle,bus,{'A20'}
362,363,Friedenau,s-bahn,{'KBS 104'}
363,364,Friedenstrasse,bus,{'A6'}
364,365,Friedhof Rudow,bus,{'A52'}
365,366,Friedhof Ruhleben,bus,"{'A31', 'A5'}"
366,367,Friedrich-Junge-Strasse,bus,{'A82P'}
367,368,Friedrich-Körner-Strasse Ecke Britzer Damm,strassenbahn,{'27'}
368,369,Friedrich-Wilhelm-Platz,bus,{'A2'}
369,370,Friedrich-Wilhelm-Platz,strassenbahn,"{'78', '77'}"
370,371,Friedriche-Wilhelm-Platz,bus,{'A17'}
371,372,Friedrichsfelde (Tierpark),u-bahn,{'E'}
372,373,Friedrichsfelde Ost,s-bahn,{'KBS 101'}
373,374,Friedrichshagen,s-bahn,{'KBS 102'}
374,375,"Friedrichshagen, Wasserwerk",strassenbahn,{'84'}
375,376,Friedrichstr.,s-bahn,"{'KBS 102', 'KBS 104', 'KBS 101', 'KBS 103', 'KBS 105', 'KBS 106'}"
376,377,Friedrichstrasse,bus,"{'A57', 'A9'}"
377,378,Friedrichstrasse,strassenbahn,{'74'}
378,379,Friesenstrasse,bus,{'A4'}
379,380,Frohnau,s-bahn,{'KBS 106'}
380,381,Fuldastrasse,bus,{'A67'}
381,382,Fürstenbrunner Weg,bus,{'AS1'}
382,383,Fürstenwalder Damm,strassenbahn,{'84'}
383,384,Gabelung,bus,{'A13'}
384,385,"Galenusstrasse, Krankenhaus Pankow",strassenbahn,{'49'}
385,386,Gartenfeld,s-bahn,{'KBS 100c'}
386,387,"Gartenplatz, Feldstrasse",bus,{'A61'}
387,388,Gartenstadtweg,bus,{'AD/36'}
388,389,Gartenstrasse Ecke Bernauer Strasse,bus,{'A12'}
389,390,"Gatow, Kirche",bus,"{'A34', 'A35'}"
390,391,Gatower Strasse,bus,{'A35'}
391,392,Genslerstrasse Ecke Siegfriedstrasse,bus,{'O37'}
392,393,Germaniaplatz,strassenbahn,{'27'}
393,394,Germaniastrasse,strassenbahn,"{'26', '15'}"
394,395,Germersheimer Platz,bus,{'A35'}
395,396,Gerosteig,bus,{'A23'}
396,397,Gesundbrunnen,s-bahn,"{'KBS 106', 'KBS 105', 'KBS 100', 'KBS 104'}"
397,398,Gesundbrunnen,u-bahn,{'D'}
398,399,Giebelsee,s-bahn,{'KBS 101'}
399,400,Giesendorf Strasse Ecke Ostpreußendamm,strassenbahn,{'96'}
400,401,Glasow,bus,"{'S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)'}"
401,402,Gleisdreieck,u-bahn,"{'B II', 'A I', 'A II', 'B I'}"
402,403,"Glienicke, Kirche",bus,{'A7'}
403,404,Glienicker Brücke,bus,{'A6'}
404,405,Glogauer Strasse,strassenbahn,{'26'}
405,406,Gneisenaustr.,u-bahn,{'C I'}
406,407,Gneisenaustrasse,bus,{'A24'}
407,408,Goebelplatz,bus,{'A65'}
408,409,Goeben-/Pallasstrasse,bus,{'A48'}
409,410,Goerzallee,strassenbahn,"{'78', '77'}"
410,411,Goethestrasse,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'}
411,412,Goethestrasse Ecke Lichtenrader Damm,bus,{'A76'}
412,413,Goltzstrasse,bus,{'AS2'}
413,414,Gorkistrasse,bus,{'A15'}
414,415,GotenStrasse,strassenbahn,{'2'}
415,416,Gottlieb-Dunkel-Strasse,bus,{'A25'}
416,417,Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg,bus,{'A73'}
417,418,GotzkowskyStrasse,bus,{'A24'}
418,419,Gotzkowskybrücke,bus,{'A25'}
419,420,Gotzkowskybrücke,strassenbahn,{'2'}
420,421,Gotzkowskystrasse Ecke Turmstrasse,strassenbahn,{'3'}
421,422,Gradestrasse Ecke Britzer Damm,strassenbahn,{'27'}
422,423,Grazer Platz,bus,{'A25'}
423,424,Greifswalder Str.,s-bahn,"{'KBS 106', 'KBS 103a'}"
424,425,Greifswalder Strasse,bus,"{'A44', 'A44E'}"
425,426,Greifswalder Strasse,strassenbahn,"{'13', '4'}"
426,427,Greifswalderstrasse Ecke Dimitroffstrasse,bus,{'O30'}
427,428,Grenadierstrasse,bus,"{'A31', 'A5'}"
428,429,Grenzallee,u-bahn,{'C I'}
429,430,Grenzstrasse,bus,{'A12'}
430,431,Griebnitzsee,s-bahn,{'KBS 102'}
431,432,GritznerStrasse,bus,{'A32'}
432,433,Grottkauer Strasse,bus,{'A49'}
433,434,Groß Ziethen,bus,{'AZ'}
434,435,Große Seestrasse Ecke Klement-Gottwald-Allee,bus,{'A55'}
435,436,Großer Stern,bus,{'A69'}
436,437,Großglienicker Weg,bus,"{'A34', 'A35'}"
437,438,Großgörschenstr.,s-bahn,{'KBS 104'}
438,439,Grunewald,s-bahn,{'KBS 102'}
439,440,Grunewaldstrasse,bus,{'A73'}
440,441,Grunewaldstrasse,strassenbahn,"{'78', '77'}"
441,442,Grunewaldstrasse Ecke Martin-Luther-Strasse,strassenbahn,{'2'}
442,443,Grünau,s-bahn,"{'KBS 106', 'KBS 103', 'KBS 100a'}"
443,444,Grünberger Strasse,strassenbahn,{'4'}
444,445,Grüner Weg,bus,"{'A25', 'A52'}"
445,446,Grüntaler Straße Ecke Osloer Strasse,strassenbahn,{'3'}
446,447,Gustav-Adolf-Strasse Ecke Rennbahnstrasse,bus,{'A55'}
447,448,Gutschmidtstrasse,bus,{'A25'}
448,449,Gutschmidtstrasse Ecke Buckower Damm,strassenbahn,{'27'}
449,450,Gutshof,bus,{'A34'}
450,451,Gutshof Marienfelde,bus,{'A52'}
451,452,Görlitzer Bahnhof (Oranienstr.),u-bahn,"{'B II', 'B I'}"
452,453,Güntzelstrasse,bus,{'A60'}
453,454,Güteraußenring,bus,{'A42'}
454,455,Güterbahnhof Springpfuhl,bus,{'A43'}
455,456,Hackbuschstrasse,bus,{'A31'}
456,457,"Hackescher Markt, Große Präsidentenstrasse",strassenbahn,"{'49', '63'}"
457,458,Hafenplatz,bus,"{'A24', 'A34', 'AS1'}"
458,459,Hafenplatz,strassenbahn,"{'54', '53', '76', '75'}"
459,460,Hagenplatz,bus,"{'A17', 'A19'}"
460,461,Hainbuchenstrasse,bus,{'A12'}
461,462,Hakenfelde,strassenbahn,"{'53', '75'}"
462,463,Halensee,s-bahn,{'KBS 100'}
463,464,Hallesches Tor,u-bahn,"{'C I', 'B II', 'A II', 'B I'}"
464,465,Halskestrasse,bus,{'A33'}
465,466,Hamburger Platz,bus,"{'A55', 'A45', 'A56'}"
466,467,"Hamburger Strasse, Rudolf-Mosse-Platz",bus,{'A60'}
467,468,Hannoversche Strasse,strassenbahn,{'11'}
468,469,Hansaplatz,bus,"{'A16', 'A25'}"
469,470,HardenbergStrasse,bus,"{'AS2', 'AS3'}"
470,471,Hartmannsweiler Weg,bus,{'A53'}
471,472,Harzer Strasse,bus,{'A4'}
472,473,"Haselhorst, Kirche",bus,{'A10'}
473,474,Hatzfeldallee,bus,{'A20'}
474,475,Hauptkinderheim,bus,{'A5'}
475,476,Hauptstrasse (Schöneberg),bus,{'A74'}
476,477,Hauptstrasse (Schöneberg),strassenbahn,"{'60', '66'}"
477,478,Hauptstrasse Ecke Berliner Strasse,strassenbahn,{'64'}
478,479,Hauptstrasse Ecke Berliner strasse,strassenbahn,{'63'}
479,480,Hauptstrasse Ecke Dominicusstrasse,bus,{'A73'}
480,481,Hauptstrasse Ecke Dominicusstrasse,strassenbahn,{'2'}
481,482,Hauptstrasse Ecke Edelweißstrasse,bus,"{'A55', 'A45'}"
482,483,Hauptstrasse Ecke Karlshorster Strasse,strassenbahn,{'82'}
483,484,Hauptstrasse Ecke Suermondtstrasse,strassenbahn,{'70'}
484,485,Hausvogteiplatz,u-bahn,{'A'}
485,486,Havensteinstrasse Ecke Tautenberg Strasse,bus,{'A2'}
486,487,Heckerdamm,bus,"{'A62', 'A21'}"
487,488,Heckmannufer,bus,{'A28'}
488,489,Heerstr.,s-bahn,{'KBS 101'}
489,490,Heerstrasse,bus,"{'A34', 'A13', 'A35'}"
490,491,Heidebergplan,bus,{'A31'}
491,492,Heidelberger Platz,u-bahn,"{'B II', 'A II'}"
492,493,Heiligensee,s-bahn,{'KBS 105'}
493,494,Heiligenseestrasse,bus,"{'A14', 'A20'}"
494,495,"Heinersdorf, Kirche",bus,{'A42'}
495,496,"Heinersdorf, Kirche",strassenbahn,{'71'}
496,497,"Heinersdorf, Romain-Rolland-Str.",strassenbahn,{'71'}
497,498,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,strassenbahn,{'82'}
498,499,Heinrich-Heine-Strasse,strassenbahn,"{'11', '64'}"
499,500,Heinrich-Mann-Platz,bus,"{'A55', 'A45'}"
500,501,Hennigsdorf (b Bln),s-bahn,{'KBS 105'}
501,502,Hennigsdorf Nord,s-bahn,{'KBS 105'}
502,503,Hermannplatz,bus,{'A67'}
503,504,Hermannplatz,strassenbahn,"{'26', '3', '47', '27', '95'}"
504,505,Hermannplatz,u-bahn,"{'C I', 'D'}"
505,506,Hermannstr.,s-bahn,"{'KBS 100', 'KBS 100a'}"
506,507,Hermannstrasse,strassenbahn,"{'26', '15'}"
507,508,Hermannstrasse Ecke Germaniastrasse,bus,{'A65'}
508,509,Hermsdorf,s-bahn,{'KBS 106'}
