line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
19611,1961,1,tram,Ostbahnhof<> Am Kupfergraben,39,,east,20.0
19612,1961,3,tram,Warschauerstr.<> Björnsonstr.,46,,east,12.0
19613,1961,4,tram,Warschauerstr.<> Eberswalderstr. Ecke Oderbergerstr.,25,,east,8.0
19614,1961,11,tram,Heinrich-Heinestr.<> Hannoverschestr.,19,,east,20.0
19615,1961,13,tram,"Klingenberg, Blockdammweg<> U-Bhf. Dimitroffstr.",35,,east,8.0
19616,1961,22,tram,Bhf. Rosenthal<> Elisabethstr.,48,,east,12.0
19617,1961,46,tram,"Niederschönhausen, Schillerstr.<> Am Kupfergraben",52,,east,12.0
19618,1961,49,tram,"Buchholz, Hauptstr.<> Hackescher Markt, Große Präsidentenstr.",41,,east,15.0
19619,1961,63,tram,"Hohenschönhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstr.",36,,east,20.0
196110,1961,64,tram,"Hohenschönhausen, Falkenbergerstr.<> Dönhoffplatz",27,,east,20.0
196111,1961,69,tram,"Johannisthal, Haeckelstr.<> Bhf. Siegfriedstr.",40,,east,10.0
196112,1961,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Am Kupfergraben",49,,east,12.0
196113,1961,71,tram,"Heinersdorf, Romain-Rollandstr.<> Alexanderplatz, Grunerstr.",32,,east,10.0
196114,1961,72,tram,"Weißensee, Pasedagplatz<> Taubenstr.",44,,east,12.0
196115,1961,74,tram,"Weißensee, Pasedagplatz<> Leipzigerstr. Ecke Wilhelmstr.",39,,east,8.0
196116,1961,74E,tram,Klement-Gottwald-Allee Ecke Rennbahnstr.<> Spittelmarkt,31,,east,8.0
196117,1961,82,tram,"Mahlsdorf-Süd, Hubertus<> Alexanderplatz, Elisabethstr.",64,,east,20.0
196118,1961,83,tram,Wendenschloß Ecke Ekhofstr.<> S-Bhf. Mahlsdorf,50,,east,20.0
196119,1961,84,tram,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,,east,20.0
196120,1961,86,tram,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",43,,east,20.0
196121,1961,87,tram,Rahnsdorf<> Wiener Brücke,69,,east,20.0
196122,1961,92,tram,"Oberspree, Bruno-Bürgel-Weg<> Wiener Brücke",30,,east,20.0
196123,1961,95,tram,Krankenhaus Köpenick<> S-Bhf. Baumschulenweg,33,,east,20.0
196124,1961,95P,tram,S-Bhf. Baumschulenweg<> Sonnenallee,3,,east,20.0
196125,1961,A22,autobus,"Hessenwinkel, Lindenstr.<> Fichtenau, Stadtgrenze",29,,east,20.0
196126,1961,A23,autobus,"Altglienicke, Kirche<> Altglienicke, Kirche",13,,east,20.0
196127,1961,A26,autobus,VEB Bautransporte<> Bhf. Schöneweide,5,,east,15.0
196128,1961,A27,autobus,"S-Bhf. Kaulsdorf, Planitzstr.<> Müggelheim",43,,east,10.0
196129,1961,A38,autobus,Waltersdorf<> S-Bhf. Grünau,18,,east,20.0
196130,1961,A39,autobus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenbergerstr.",13,,east,16.0
