line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
19561,1956,1,tram,Schillingbrücke (Ostbahnhof)<> Am Kupfergraben,33,7.66,unified,20.0
19562,1956,2,tram,"Wienerstr., Spreewaldplatz<> Bernauerstr. Ecke Wollinerstr.",70,,unified,15.0
19563,1956,3,tram,Mühlenstr.<> Björnsonstr.,45,12.09,unified,12.0
19564,1956,3,tram,"Neukölln, Hermannplatz<> Grüntalerstr. Ecke Osloerstr.",81,,unified,10.0
19565,1956,4,tram,Mühlenstr.<> Oderbergerstr.,27,6.32,unified,5.0
19566,1956,6,tram,Bhf. Zoo<> Elsenstr. Ecke Heidelbergerstr.,58,,unified,10.0
19567,1956,11,tram,Köpenickerstr. Ecke Adalbertstr.<> Hannoverschestr.,23,5.43,unified,20.0
19568,1956,13,tram,"Klingenberg, Blockdammweg<> Oderbergerstr.",37,9.91,unified,15.0
19569,1956,15,tram,Daimlerstr.<> Schulenburgpark,36,,unified,15.0
195610,1956,22,tram,Bhf. Rosenthal<> Elisabethstr.,49,11.65,unified,12.0
195611,1956,23,tram,"Bhf. Wollankstr.<> Moabit, Zwinglistr.",29,,unified,15.0
195612,1956,24,tram,Bhf. Wollankstr.<> Bernauerstr. Ecke Wollinerstr.,14,,unified,15.0
195613,1956,25,tram,"Tegel, Alt-Tegel<> Schöneberg, Gotenstr.",77,,unified,15.0
195614,1956,26,tram,"Spreewaldplatz<> Tempelhof, Industriestr.",31,,unified,15.0
195615,1956,27,tram,"Neukölln, Hermannplatz<> Buckow, Alt-Buckow",26,,unified,10.0
195616,1956,28,tram,"Tegelort, Kurzestr.<> Rügenesrstr. Ecke Brunnenstr.",59,,unified,20.0
195617,1956,29,tram,"Heiligensee, Dorfaue<> Rügenerstr. Ecke Brunnenstr.",57,,unified,20.0
195618,1956,35,tram,"Siemensstradt, Nonnendammallee<> Reinickendorf, Teichstr. Ecke Humboldtstr.",48,,unified,15.0
195619,1956,36,tram,Bhf. Wilhelmsruh<> Rügenerstr. Ecke Brunnenstr.,20,,unified,15.0
195620,1956,40,tram,"Dahlem, Clayallee<> Steglitz, Birkbuschstr. Ecke Siemensstr.",20,,unified,15.0
195621,1956,41,tram,"Tegel, Alt-Tegel<> Bernauerstr. Ecke Wollinerstr.",44,,unified,15.0
195622,1956,44,tram,"Sandkrugbrücke, Lehrter Bahnhof<> Birkbuschstr. Ecke Siemensstr.",56,,unified,15.0
195623,1956,46,tram,"Niederschönhausen, Schillerstr.<> Am Kupfergraben",49,11.75,unified,12.0
195624,1956,47,tram,"Hermannplatz<> Rudow, Bahnhofstr.",34,,unified,10.0
195625,1956,49,tram,Buchholz<> Große Präsidentenstr.,42,10.38,unified,16.0
195626,1956,51,tram,"Roseneck, Grunewald<> Bhf. Zoo",23,,unified,20.0
195627,1956,54,tram,"Spandau, Johannesstift<> Bhf. Zoo",51,,unified,15.0
195628,1956,55,tram,"Spandau, Nauenerstr.<> Bhf. Zoo",48,,unified,12.0
195629,1956,60,tram,Königin-Elisabethstr. Ecke Kaiserdamm<> Lindenhof Eythstr.,49,,unified,15.0
195630,1956,63,tram,"Hohenschönhausen, Gartenstadt<> Große Präsidentenstr.",41,10.16,unified,20.0
195631,1956,64,tram,"Hohenschönhausen, Falkenbergerstr.<> Dönhoffplatz, Krausenstr.",39,12.08,unified,20.0
195632,1956,66,tram,Belzigerstr. Ecke Martin-Lutherstr.<> Thorwaldsenstr. Ecke Grazerdamm,12,,unified,10.0
195633,1956,68,tram,"Bhf. Wittenau, Nordbahn, Cyclopstr.<> Nettelbeckplatz",27,,unified,15.0
195634,1956,69,tram,"Johannisthal, Haeckelstr.<> Walter-Ulbricht-Stadion",79,21.39,unified,20.0
195635,1956,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Clara-Zetkinstr. Ecke Neue Wilhelmstr.",52,12.43,unified,12.0
195636,1956,71,tram,"Heinersdorf, Romain-Rollandstr.<> Jüdenstr., Berliner Rathaus",31,7.56,unified,10.0
195637,1956,72,tram,"Weißensee, Rennbahnstr. Ecke Parkstr.<> Charlottenstr. Ecke Taubenstr.",42,10.39,unified,10.0
195638,1956,73,tram,"Bhf. Lichterfelde-Ost<> Potsdamerplatz, Linkstr.",41,,unified,20.0
195639,1956,74,tram,"Lichtefelde, Finckensteinallee<> Potsdamerplatz, Linkstr.",38,,unified,20.0
195640,1956,74,tram,"Wießensee, Rennbahnstr. Ecke Parkstr.<> Charlottenstr. Ecke Taubenstr.",38,9.4,unified,6.0
195641,1956,75,tram,"Bhf. Zoo, Kantstr.<> Hakenfelde",59,,unified,10.0
195642,1956,77,tram,"Bhf. Zoo<> Lichterfelde, Goerzallee",45,,unified,20.0
195643,1956,78,tram,Bhf. Zoo<> Lindenstr.,44,,unified,20.0
195644,1956,82,tram,"Dönhoffplatz, Krausenstr.<> Köpenick, Hirtestr.",73,21.53,unified,20.0
195645,1956,83,tram,Wendenschloß Ecke Ekhofstr.<> S-Bhf. Mahlsdorf,47,12.23,unified,20.0
195646,1956,84,tram,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,13.6,unified,20.0
