line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
19711,1971,A1,autobus,"Moabit, Waldstr. Ecke Turmstr.<> Lindenstr. Ecke Müllerstr.",57,,west,12.0
19712,1971,A10,autobus,Haselhorsterdamm Ecke Gartenfelderstr.<> Lupsteinerweg,67,,west,10.0
19713,1971,A11,autobus,"Dahlem, Waldfriedhof<> U-Bhf. Alt-Mariendorf",42,,west,10.0
19714,1971,A12,autobus,Bernauerstr. Ecke Gartenstr.<> Hainbuchenstr. Ecke Maximilian-Korso,57,,west,15.0
19715,1971,A13,autobus,Heiligensee<> Weinmeisterhornweg Ecke Wilhelmstr.,57,,west,15.0
19716,1971,A14,autobus,Heiligensee Ecke Alt-Heiligensee<> Rügenerstr. Ecke Brunnenstr.,55,,west,15.0
19717,1971,A14E,autobus,Alt-Heiligensee<> Falkenplatz,9,,west,30.0
19718,1971,A15,autobus,"Wittenauerstr. Ecke Eichhorsterweg<> Frohnau, Invalidensiedlung",55,,west,20.0
19719,1971,A16,autobus,Osloerstr. Ecke Koloniestr.<> Englerallee,58,,west,15.0
197110,1971,A17,autobus,"Grunewald, Fontanestr.<> Celsiusstr.",53,,west,10.0
197111,1971,A18,autobus,U-Bhf. Oskar-Helene-Heim<> Machnowerstr. Ecke Königsweg,33,,west,20.0
197112,1971,A19,autobus,Roseneck<> Flughafen,39,,west,10.0
197113,1971,A2,autobus,U-Bhf. Friedrich-Wilhelm-Platz<> Waldsassenerstr. Ecke Ahrensdorferstr.,31,,west,10.0
197114,1971,A20,autobus,"Tegelort, Almazeile<> Lübars, Alt-Lübars",40,,west,15.0
197115,1971,A21,autobus,"Quickbornerstr., Märkische Viertel<> Fehrbellinerplatz",56,,west,15.0
197116,1971,A22,autobus,Kurt-Schumacher-Platz<> Wittenauerstr. Ecke Eichhorsterweg,27,,west,15.0
197117,1971,A23,autobus,Hardenbergplatz<> Buolstr. Ecke Rohrdamm,46,,west,10.0
197118,1971,A24,autobus,Wiebestr. Ecke Huttenstr.<> Platz der Luftbrücke,41,,west,15.0
197119,1971,A25,autobus,U-Bhf. Friedrich-Wlhelm-Patz<> Grünerweg Ecke Buschkrugallee,36,,west,10.0
197120,1971,A28,autobus,U-Bhf. Tempelhof<> Heckmannufer Ecke Schlesischestr.,35,,west,15.0
197121,1971,A29,autobus,Roseneck<> Oranienplatz,40,,west,10.0
197122,1971,A3,autobus,Düppel-Süd<> Heckeshorn,46,,west,15.0
197123,1971,A31,autobus,U-Bhf. Ruhleben<> Heidebergplan,28,,west,20.0
197124,1971,A32,autobus,"Breitenbachplatz<> Marienfelde, Bahnstr. Ecke Marienfelderallee",31,,west,12.0
197125,1971,A33,autobus,Berlinickestr.<> Dirschelweg Ecke Rixdorferstr.,20,,west,10.0
197126,1971,A34,autobus,"Spandau, Wasserwerk<> Gutshof",51,,west,20.0
197127,1971,A35,autobus,U-Bhf. Ruhleben<> Hottengrund,35,,west,20.0
197128,1971,A4,autobus,Brixplatz<> Teuptitzerstr. Ecke Kiehl-Ufer,56,,west,12.0
197129,1971,A41,autobus,Gradestr.<> Rudow Stadtgrenze,27,,west,20.0
197130,1971,A48,autobus,"Potsdamerstr. Ecke Fischerhüttenstr.<> Philharmonie, Tiergartenstr.",39,,west,12.0
197131,1971,A5,autobus,U-Bhf. Ruhleben<> Nervenklinik,30,,west,10.0
197132,1971,A50,autobus,Roseneck<> Mansteinstr. Ecke Yorckstr.,26,,west,10.0
197133,1971,A52,autobus,"Marienfelde, Stadtrand-Siedlung<> Stubenrauchstr.",35,,west,10.0
197134,1971,A53,autobus,"Nikolassee, Alemannenstr.<> Oberhoferplatz",40,,west,20.0
197135,1971,A54,autobus,"Zoo, Hardenbergplatz<> Johannesstift",46,,west,10.0
197136,1971,A55,autobus,"Zoo, Hardenbergplatz<> Hakenfelde",47,,west,15.0
197137,1971,A56,autobus,U-Bhf. Ruhleben<> Hakenfelde,24,,west,20.0
197138,1971,A57,autobus,Zwickauerdamm<> Zwickauerdamm,21,,west,20.0
197139,1971,A6,autobus,Wannsee<> Glienicker Brücke,13,,west,30.0
197140,1971,A60,autobus,Wittenbergplatz<> Rathaus Zehlendorf,47,,west,15.0
197141,1971,A61,autobus,"Gartenplatz, Feldstr.<> Zobeltitzstr. Ecke Eichborndamm",33,,west,12.0
197142,1971,A62,autobus,"Wilhemsruherdamm, Sektorengrenze<> Zoo, Hardenbergplatz",42,,west,12.0
197143,1971,A63,autobus,Radelandstr. Ecke Niederheideweg<> Seegefelderweg,30,,west,15.0
197144,1971,A64,autobus,Märkisches Zentrum<> Vinetaplatz,51,,west,12.0
197145,1971,A65,autobus,U-Bhf. Seestr.<> Schulenburgpark,63,,west,12.0
197146,1971,A66,autobus,"Zoo, Hardenbergplatz<> Stölpchensee, Glienickerstr.",40,,west,20.0
197147,1971,A67,autobus,U-Bhf. Hallesches Tor<> Johannisthalerchaussee Ecke Rudowerstr.,41,,west,12.0
197148,1971,A68,autobus,Clayallee Ecke Königin-Luisestr.<> Tempelhof,38,,west,15.0
197149,1971,A69,autobus,Dauerwaldweg Ecke Eichkampstr.<> Reichstag,34,,west,20.0
197150,1971,A70,autobus,"Wollankstr., Sektorengrenze<> Wiebestr. Ecke Huttenstr.",34,,west,10.0
197151,1971,A71,autobus,"Wilhelmsruh, Kopenhagenerstr.<> Vinetaplatz",21,,west,15.0
197152,1971,A72,autobus,"Alt-Reinickendorf, Klemkestr. Ecke Kopenhagenerstr.<> Paulsternstr. Ecke Nonnendammallee- Gartenfeld",51,,west,15.0
197153,1971,A73,autobus,"Zoo, Hardenbergplatz<> Buschkrug Ecke Blaschkoallee",38,,west,15.0
197154,1971,A74,autobus,Königin-Elisabethstr. U-Bhf. Kaiserdamm<> Lindenhof,45,,west,15.0
197155,1971,A75,autobus,Munsterdamm Ecke Steglitzerdamm<> Hermannplatz,47,,west,10.0
