stop_name,type,line_name,stop_id,location,identifier
"Glienicke, Kirche",autobus,7,19710_east,,
Elsässerstr.,autobus,7,19711_east,,
"Schildow, Kirche",autobus,7,19712_east,,
"Blankenfelde, Hauptstr.",autobus,7,19713_east,,
Industriebahn,autobus,7,19714_east,,
Nordend,autobus,7,19715_east,,
Kurt-Fischer-Platz,autobus,7,19716_east,,
"Pankow, Rathaus",autobus,7,19717_east,,
U-Bhf. Pankow,autobus,7,19718_east,,
Mahlsdorferallee,autobus,8,19719_east,,
Hultschinerdamm,autobus,8,197110_east,,
Sadowastr.,autobus,8,197111_east,,
Köpenickerstr.,autobus,8,197112_east,,
Oberfeldstr.,autobus,8,197113_east,,
Am Tierpark,autobus,8,197114_east,,
U-Bhf. Friedrichsfelde,autobus,8,197115_east,,
Kurischestr.,autobus,9,197116_east,,
Hufelandstr.,autobus,9,197117_east,,
Königstor,autobus,9,197118_east,,
Hans-Beimlerstr.,autobus,9,197119_east,,
Breitestr.,autobus,9,197120_east,,
Charlottenstr.,autobus,9,197121_east,,
Otto-Grotewohlstr.,autobus,9,197122_east,,
Arkonaplatz,autobus,16,197123_east,,
Brunnenstr.,autobus,16,197124_east,,
Rosenthalerplatz,autobus,16,197125_east,,
Alexanderplatz,autobus,16,197126_east,,
S-Bhf. Jannowitzbr.,autobus,16,197127_east,,
Annenstr.,autobus,16,197128_east,,
Adalbertstr.,autobus,16,197129_east,,
Adalbertstr.,autobus,18,197130_east,,
S-Bhf. Jannowitzbrücke,autobus,18,197131_east,,
Alexanderplatz,autobus,18,197132_east,,
Charlottenstr. Ecke Französischestr.,autobus,18,197133_east,,
Bhf. Friedrichstr.,autobus,18,197134_east,,
Schumannstr. Ecke Reinhardtstr.,autobus,18,197135_east,,
Robert-Koch-Platz,autobus,18,197136_east,,
"Hessenwinkel, Lutherstr.",autobus,22,197137_east,,
Fahlenbergstr.,autobus,22,197138_east,,
S-Bhf. Wilhelmshagen,autobus,22,197139_east,,
Zentralschule,autobus,22,197140_east,,
Waldschänke,autobus,22,197141_east,,
S-Bhf. Rahnsdorf,autobus,22,197142_east,,
Hamburgerstr.,autobus,22,197143_east,,
"Fichtenau, Post",autobus,22,197144_east,,
Falkenhöhe,autobus,23,197145_east,,
S-Bhf. Grünbergallee,autobus,23,197146_east,,
S-Bhf. Altglienicke,autobus,23,197147_east,,
Wolfmarsteig,autobus,23,197148_east,,
Schönefelderchaussee,autobus,23,197149_east,,
"Altglienicke, Kirche",autobus,23,197150_east,,
Kanalbrücke,autobus,23,197151_east,,
VEB Bautransporte,autobus,26,197152_east,,
Bhf. Schöneweide,autobus,26,197153_east,,
S-Bhf. Kaulsdorf,autobus,27,197154_east,,
Chemnitzerstr.,autobus,27,197155_east,,
