stop_name,type,line_name,stop_id,location,identifier
Hallesches Tor (Stresemannstr.),tram,1,19510_unified,,
Prinzenstr.,tram,1,19511_unified,,
U-Bhf. Moritzplatz,tram,1,19512_unified,,
Brückenstr./Neanderstr.,tram,1,19513_unified,,
Schillingbrücke,tram,1,19514_unified,,
Andreasplatz,tram,1,19515_unified,,
Alexanderplatz,tram,1,19516_unified,,
Rosentalerplatz,tram,1,19517_unified,,
Invalidenstr. Ecke Chausseestr.,tram,1,19518_unified,,
Oranienburger Tor,tram,1,19519_unified,,
Dorotheestr. (Bhf. Friedrichstr.),tram,1,195110_unified,,
Charlottenstr. Ecke Unter den Linden,tram,1,195111_unified,,
Werftstr. Ecke Alt-Moabit,tram,2,195112_unified,,
"Rathenowerstr., Kriminalgericht",tram,2,195113_unified,,
Stromstr. Ecke Turmstr.,tram,2,195114_unified,,
Waldstr. Ecke Gotzkowskystr.,tram,2,195115_unified,,
Knie,tram,2,195116_unified,,
Bhf. Zoo,tram,2,195117_unified,,
U-Bhf. Wittenbergplatz,tram,2,195118_unified,,
U-Bhf. Nollendorfplatz,tram,2,195119_unified,,
Potsdamerstr. Ecke Bülowstr.,tram,2,195120_unified,,
Mansteinstr. (Bhf. Großgörschenstr.),tram,2,195121_unified,,
Osloerstr. Ecke Grüntalerstr.,tram,3,195122_unified,,
Prinzenallee Ecke Osloerstr.,tram,3,195123_unified,,
Oskarplatz,tram,3,195124_unified,,
Müllerstr. Ecke Seestr.,tram,3,195125_unified,,
Seestraßenbrücke,tram,3,195126_unified,,
Turmstr. Ecke Gotzkowskystr.,tram,3,195127_unified,,
Osnabrückerstr. Ecke Taurroggenerstr.,tram,3,195128_unified,,
Schloßbrücke/Luisenplatz,tram,3,195129_unified,,
Berlinerstr. Ecke Wilmersdorferstr.,tram,3,195130_unified,,
Kanststr. Ecke Wilmersdorferstr.,tram,3,195131_unified,,
Fehrbellinerplatz,tram,3,195132_unified,,
Brandenburgischestr. Ecke Berlinerstr.,tram,3,195133_unified,,
Bundesallee Ecke Berlinerstr.,tram,3,195134_unified,,
Bayerischerplatz,tram,3,195135_unified,,
Martin-Lutherstr. Ecke Grunewaldstr.,tram,3,195136_unified,,
Potsdamerstr. Ecke Goebenstr.,tram,3,195137_unified,,
Mehringdamm Ecke Gneisenaustr.,tram,3,195138_unified,,
Zossenerstr. Ecke Gneisenaustr.,tram,3,195139_unified,,
Südstern,tram,3,195140_unified,,
Hermannplatz,tram,3,195141_unified,,
Schönhauserallee/Berlinerstr.,tram,3,195142_unified,,
Prenzlauerallee/Prenzlauer Promenade,tram,3,195143_unified,,
Berlinerallee Ecke Langhansstr.,tram,3,195144_unified,,
Hohenschönhauserstr. Ecke Weißenseerweg,tram,3,195145_unified,,
Landsbergerallee & Weißenseerweg,tram,3,195146_unified,,
Roederstr./Herzbergerstr.,tram,3,195147_unified,,
Stalinallee,tram,3,195148_unified,,
Boxhagenerstr.,tram,3,195149_unified,,
Warschauer Brücke,tram,3,195150_unified,,
Schlesisches Tor,tram,3,195151_unified,,
"Treptow, Elsenstr.",tram,3,195152_unified,,
Strelitzerstr. Ecke Bernauerstr.,tram,4,195153_unified,,
Eberwalderstr. Ecke Schönhauserallee,tram,4,195154_unified,,
Prenzlauerstr. Ecke Dimitroffstr.,tram,4,195155_unified,,
Greifswalderstr. Ecke Dimitroffstr.,tram,4,195156_unified,,
Leninallee Ecke Bersarinstr.,tram,4,195157_unified,,
Weidenweg Ecke Bersarinstr.,tram,4,195158_unified,,
Boxhagenerstr. Ecke Warschauerstr.,tram,4,195159_unified,,
Kopernikusstr. Ecke Warschauerstr.,tram,4,195160_unified,,
Warschauer Brücke,tram,4,195161_unified,,
