stop_name,type,line_name,stop_id,location,identifier
Bernauerstr. Ecke Wollinerstr.,tram,2,19610_west,,
Voltastr. Ecke Wattstr.,tram,2,19611_west,,
Weddingplatz,tram,2,19612_west,,
Rathenowerstr. Ecke Perlebergerstr.,tram,2,19613_west,,
Alt-Moabit Ecke Rathenowerstr.,tram,2,19614_west,,
Stromstr. Ecke Alt-Moabit,tram,2,19615_west,,
Gotzkowskybrücke,tram,2,19616_west,,
Ernst-Reuter-Platz,tram,2,19617_west,,
Bhf. Zoo,tram,2,19618_west,,
Wittenbergplatz,tram,2,19619_west,,
Grunewaldstr. Ecke Martin-Lutherstr.,tram,2,196110_west,,
Rathaus Schöneberg,tram,2,196111_west,,
Hauptstr. Ecke Dominicusstr.,tram,2,196112_west,,
Kaiser-Wilhelm-Platz,tram,2,196113_west,,
Gotenstr.,tram,2,196114_west,,
Grüntalerstr. Ecke Osloerstr.,tram,3,196115_west,,
U-Bhf. Seestr.,tram,3,196116_west,,
Bhf. Beusselstr.,tram,3,196117_west,,
Gotzkowskystr. Ecke Turmstr.,tram,3,196118_west,,
Wiebestr. Ecke Kaiserin-Augusta-Allee,tram,3,196119_west,,
Tauroggenerstr. Ecke Osnabrückerstr.,tram,3,196120_west,,
Luisenplatz,tram,3,196121_west,,
Wilmersdorferstr. Ecke Otto-Suhr-Alle,tram,3,196122_west,,
Wilmersdorferstr. Ecke Kurfürstendamm,tram,3,196123_west,,
Fehrbellinerplatz,tram,3,196124_west,,
Berlinerstr. Ecke Bundesallee,tram,3,196125_west,,
Grunewaldstr. Ecke Martin-Lutherstr.,tram,3,196126_west,,
Potsdamerstr. Ecke Pallasstr.,tram,3,196127_west,,
Mehringdamm Ecke Yorckstr.,tram,3,196128_west,,
U-Bhf. Südstern,tram,3,196129_west,,
Hermannplatz,tram,3,196130_west,,
Wilderbruchstr. Ecke Sonnenallee,tram,3,196131_west,,
Elsenstr. Ecke Heidelbergerstr.,tram,3,196132_west,,
Daimlerstr.,tram,15,196133_west,,
Bhf. Marienfelde,tram,15,196134_west,,
Körtingstr. Ecke Großbeerenstr.,tram,15,196135_west,,
Mariendorferdamm,tram,15,196136_west,,
Imbrosweg,tram,15,196137_west,,
Mariendorfer Friedhof,tram,15,196138_west,,
Industriestr.,tram,15,196139_west,,
Germaniastr.,tram,15,196140_west,,
Frauenklinik,tram,15,196141_west,,
Hermannstr.,tram,15,196142_west,,
U-Bhf. Neukölln,tram,15,196143_west,,
Richardstr.,tram,15,196144_west,,
Bhf. Sonnenallee,tram,15,196145_west,,
Dammweg,tram,15,196146_west,,
Schulenburgpark,tram,15,196147_west,,
Spreewaldplatz,tram,26,196148_west,,
Reichenbergerstr.,tram,26,196149_west,,
Glogauerstr.,tram,26,196150_west,,
Sonnenallee,tram,26,196151_west,,
Hermannplatz,tram,26,196152_west,,
Weichselstr.,tram,26,196153_west,,
Rathaus Neukölln,tram,26,196154_west,,
Karl-Marx-Platz,tram,26,196155_west,,
U-Bhf. Neukölln,tram,26,196156_west,,
Silbersteinstr.,tram,26,196157_west,,
Hermannstr.,tram,26,196158_west,,
Städtische Frauenklinik,tram,26,196159_west,,
Germaniastr.,tram,26,196160_west,,
Bhf. Teltowkanal,tram,26,196161_west,,
Industriestr.,tram,26,196162_west,,
Spreewaldplatz,tram,27,196163_west,,
Hermannplatz,tram,27,196164_west,,
U-Bhf. Boddinstr.,tram,27,196165_west,,
U-Bhf. Leinestr.,tram,27,196166_west,,
Bhf. Hermannstr.,tram,27,196167_west,,
Mariendorferweg Ecke Hermannstr.,tram,27,196168_west,,
Germaniapromenade Ecke Britzerdamm,tram,27,196169_west,,
Franz-Körnerstr. Ecke Britzerdamm,tram,27,196170_west,,
Britzerdamm Ecke Gradestr.,tram,27,196171_west,,
Tempelhoferweg Ecke Britzerdamm,tram,27,196172_west,,
Mohrinerallee Ecke Buckowerdamm,tram,27,196173_west,,
