line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
196470,1964,A87,autobus,"Richard-Wagner-Platz, Wintersteinstr.<> Sophie-Charlotten-Str. Ecke Pulsstr.",10.0,,west,20.0
196471,1964,A88,autobus,U-Bhf. Kaiserdamm<> Eichkampstr. Ecke Alteallee,10.0,,west,20.0
196472,1964,A89,autobus,Grüntalerstr. Ecke Osloerstr.<> Mehringplatz,39.0,,west,10.0
196473,1964,A90,autobus,"Bhf. Zoo, Hardenbergplatz<> Vinetaplatz",35.0,,west,15.0
196474,1964,A91,autobus,U-Bhf. Leinestr.<> Alt-Buckow Ecke Buckowerdamm,19.0,,west,7.0
196475,1964,A92,autobus,Machandelweg<> Reimerweg Ecke Heerstr.,24.0,,west,20.0
196476,1964,A99,autobus,Brunnenstr. Ecke Lortzingstr.<> Germersheimerplatz,48.0,,west,10.0
196477,1964,AS1,autobus,Bhf. Zoo<> Hohenzollernring Ecke Schönwalderstr.,28.0,,west,15.0
196478,1964,AS2,autobus,"Bhf. Zoo<> Lichtenrade, Blohmstr. Ecke Wünsdorferstr.",44.0,,west,17.0
196479,1964,AS3,autobus,Bhf. Zoo<> Rathaus Zehlendorf,29.0,,west,15.0
196480,1964,AS4,autobus,Bhf. Zoo<> Stölpchensee,39.0,,west,20.0
196481,1964,A I,u-bahn,Schlesisches Tor<> Ruhleben,36.0,,west,10.0
196482,1964,A II,u-bahn,Schlesisches Tor<> Krumme Lanke,40.0,,west,10.0
196483,1964,A III,u-bahn,Deutsche Oper (bismarckstr.)<> Richard-Wagner-Platz,2.0,,west,10.0
196484,1964,B I,u-bahn,Nollendorfplatz<> Innsbruckerplatz,6.0,,west,5.0
196485,1964,B III,u-bahn,Wittenbergplatz<> Kurfürstendamm,3.0,,west,10.0
196486,1964,C I,u-bahn,Tegel<> Britz-Süd,45.0,,west,5.0
196487,1964,C II,u-bahn,Mehringdamm<> Tempelhof (südring),5.0,,west,5.0
196488,1964,D,u-bahn,Gesundbrunnen<> Leinestr.,19.0,,west,10.0
196489,1964,G,u-bahn,Leopoldplatz<> Spichernstr.,10.0,,west,3.0
196490,1964,KBS 100,s-bahn,Gesundbrunnen<> Sonnenallee,0.0,,west,0.0
196491,1964,KBS 100a,s-bahn,Gesundbrunnen<> Spandau West,0.0,,west,0.0
196492,1964,KBS 100c,s-bahn,Heiligensee<> Lichtenrade,0.0,,west,0.0
196493,1964,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0.0,,west,0.0
196494,1964,KBS 100d,s-bahn,Gesundbrunnen<> Lichterfelde Süd,0.0,,west,0.0
196495,1964,KBS 100e,s-bahn,Frohnau<> Wannsee,0.0,,west,0.0
196496,1964,KBS 100f,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0.0,,west,0.0
196497,1964,KBS 100g,s-bahn,Friedrichstr.<> Spandau West,0.0,,west,0.0
196498,1964,KBS 100h,s-bahn,Friedrichstr.<> Wannsee,0.0,,west,0.0
196499,1964,KBS 100k,s-bahn,Zoologischer Garten<> Köllnische Heide,0.0,,west,0.0
1964100,1964,Kladow<>Wannsee,ferry,Kladow<> Wannsee,20.0,,west,60.0
