line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
197163,1971,63,tram,"Hohenschönhausen, Gartenstadt<> Walter-Ulbricht-Stadion",48,,east,12.0
197164,1971,69,tram,"Johannisthal, Haeckelstr.<> Walter-Ulbricht-Stadion",84,,east,20.0
197165,1971,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Am Kupfergraben",49,,east,10.0
197166,1971,71,tram,"Romain-Rollandstr., Heinersdorf<> Am Kupfergraben",40,,east,15.0
197167,1971,72,tram,"Weißensee, Pasedagplatz<> Hackescher Markt",34,,east,15.0
197168,1971,73,tram,"Weißensee, Pasedagplatz<> Walter-Ulbricht-Stadion über Greifswalderstr.",40,,east,12.0
197169,1971,74,tram,"Wießensee, Bernkastelerstr.<> Falkenbergerstr.",48,,east,12.0
197170,1971,75,tram,Bernkastelerstr.<> Hackescher Markt,28,,east,16.0
197171,1971,82,tram,"Mahlsdorf-Süd, Hubertus<> S-Bhf. Ostkreuz",51,,east,20.0
197172,1971,83,tram,S-Bhf. Mahlsdorf<> Wendenschloß Ecke Ekhofstr.,48,,east,20.0
197173,1971,84,tram,"Friedrichshagen, Wasserwerk<> Am Falkenberg",55,,east,25.0
197174,1971,85,tram,"Wendenschloß<> Johannisthal, Haeckelstr.",42,,east,20.0
197175,1971,86,tram,Alt-Schmöckwitz<> Hirtestr.,43,,east,20.0
197176,1971,87,tram,Rahnsdorf<> Wiener Brücke,70,,east,20.0
197177,1971,95,tram,Krankenhaus Köpenick<> Wiener Brücke,48,,east,20.0
197178,1971,99,tram,Falkenbergerstr.<> Pasedagplatz,12,,east,0.0
197179,1971,S-Bhf. Friedrichshagen <> Rüdersdorf,tram,"S-Bhf. Friedrichshagen (Grenze)<> Rüdersdorf, Karl-Marx-Platz",39,,east,20.0
197180,1971,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),tram,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,,east,20.0
197181,1971,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,,east,2.0
197182,1971,E,u-bahn,Alexanderplatz<> Friedrichsfelde,16,,east,5.0
