stop_name,type,line_name,stop_id,location,identifier
U-Bhf. Friedrichsfelde,omnibus,D,19460_unified,,
Treskowallee,omnibus,D,19461_unified,,
Warmbaderstr.,omnibus,D,19462_unified,,
Biesdorf-Süd,omnibus,D,19463_unified,,
"Kaulsdorf-Süd, Zimmermannstr.",omnibus,D,19464_unified,,
Ulmenstr.,omnibus,D,19465_unified,,
"Mahlsdorf-Süd, Kohlisstr.",omnibus,D,19466_unified,,
Akazienallee,omnibus,D,19467_unified,,
"Dahlwitz, Kol. Waldesruh",omnibus,D,19468_unified,,
"Pichelsberg, Stössenseebrücke",ferry,Wannsee-Pichelsberg,19469_unified,,
Kladow,ferry,Wannsee-Pichelsberg,194610_unified,,
Wannsee,ferry,Wannsee-Pichelsberg,194611_unified,,
Flughafen,omnibus,1,194612_unified,,
Franz-Mehringstr.,omnibus,1,194613_unified,,
Hallesches Tor,omnibus,1,194614_unified,,
Lindenstr.,omnibus,1,194615_unified,,
Jerusalemerstr.,omnibus,1,194616_unified,,
Dönhoffplatz,omnibus,1,194617_unified,,
Werderscher markt,omnibus,1,194618_unified,,
Schloßplatz,omnibus,1,194619_unified,,
Alexanderplatz,omnibus,1,194620_unified,,
Alexanderstr.,omnibus,1,194621_unified,,
Holzmarkstr.,omnibus,1,194622_unified,,
Schlesischer Bahnhof,omnibus,1,194623_unified,,
Am Schlesischen Bahnhof,omnibus,1,194624_unified,,
Fruchtstr.,omnibus,1,194625_unified,,
Kürstrinerplatz,omnibus,1,194626_unified,,
Frankfurterallee,omnibus,1,194627_unified,,
Frankfurterallee Ecke Warschauerstr.,omnibus,1,194628_unified,,
Frankfurterallee Ecke Gürtelstr.,omnibus,1,194629_unified,,
Alt-Friedrichsfelde,omnibus,1,194630_unified,,
Waldstr. Ecke Thälmannstr.,omnibus,8,194631_unified,,
"Seestr., Friedhöfe",omnibus,8,194632_unified,,
"Zehlendorf, Rathaus",omnibus,17,194633_unified,,
Potsdamerchaussee,omnibus,17,194634_unified,,
Bhf. Nikolassee,omnibus,17,194635_unified,,
Bhf. Wannsee,omnibus,17,194636_unified,,
Stölpchensee,omnibus,17,194637_unified,,
"Steglitz, Rathaus",omnibus,5,194638_unified,,
Schloßstr.,omnibus,5,194639_unified,,
Unter den Eichen,omnibus,5,194640_unified,,
Berlinerstr. Ecke Thielallee,omnibus,5,194641_unified,,
"Zehlendorf, Rathaus",omnibus,5,194642_unified,,
Alexanderplatz,omnibus,9,194643_unified,,
Schloßplatz,omnibus,9,194644_unified,,
Unter den Linden Ecke Friedrichstr.,omnibus,9,194645_unified,,
Brandenburger Tor,omnibus,9,194646_unified,,
Charlottenburgerchaussee,omnibus,9,194647_unified,,
"Charlottenburg, Knie",omnibus,9,194648_unified,,
U-Bhf. Lichtenberg,omnibus,H,194649_unified,,
Alt-Friedrichsfelde,omnibus,H,194650_unified,,
Alt-Biesdorf,omnibus,H,194651_unified,,
Alt-Kaulsdorf,omnibus,H,194652_unified,,
Bhf. Kaulsdorf,omnibus,H,194653_unified,,
Giesestr.,omnibus,H,194654_unified,,
"Mahlsdorf, Zeppelinstr.",omnibus,H,194655_unified,,
Bahnhof Mahlsdorf,omnibus,H,194656_unified,,
Hönowerstr.,omnibus,H,194657_unified,,
Hönow,omnibus,H,194658_unified,,
Müggelheim,omnibus,27,194659_unified,,
Müggelheimerdamm,omnibus,27,194660_unified,,
"Köpenick, Krankenhaus",omnibus,27,194661_unified,,
Gesundbrunnen,s-bahn,KBS 100,194662_unified,,
Schönhauserallee,s-bahn,KBS 100,194663_unified,,
Prenzlauerallee,s-bahn,KBS 100,194664_unified,,
Greifswalderstr.,s-bahn,KBS 100,194665_unified,,
Frankfurterallee,s-bahn,KBS 100,194666_unified,,
Ostkreuz,s-bahn,KBS 100,194667_unified,,
Treptower Park,s-bahn,KBS 100,194668_unified,,
Sonnenallee,s-bahn,KBS 100,194669_unified,,
Neukölln,s-bahn,KBS 100,194670_unified,,
Hermannstr.,s-bahn,KBS 100,194671_unified,,
Tempelhof,s-bahn,KBS 100,194672_unified,,
Papestr.,s-bahn,KBS 100,194673_unified,,
Schöneberg,s-bahn,KBS 100,194674_unified,,
Innsbruckerplatz,s-bahn,KBS 100,194675_unified,,
Wilmersdorf,s-bahn,KBS 100,194676_unified,,
Schmargendorf,s-bahn,KBS 100,194677_unified,,
Hohenzollerndamm,s-bahn,KBS 100,194678_unified,,
Halensee,s-bahn,KBS 100,194679_unified,,
Westkreuz,s-bahn,KBS 100,194680_unified,,
Witzleben,s-bahn,KBS 100,194681_unified,,
Westend,s-bahn,KBS 100,194682_unified,,
Jungfernheide,s-bahn,KBS 100,194683_unified,,
Beusselstr.,s-bahn,KBS 100,194684_unified,,
Putlitzstr.,s-bahn,KBS 100,194685_unified,,
Wedding,s-bahn,KBS 100,194686_unified,,
Hermannstr.,s-bahn,KBS 100a,194687_unified,,
Neukölln,s-bahn,KBS 100a,194688_unified,,
Köllnische Heide,s-bahn,KBS 100a,194689_unified,,
Baumschulenweg,s-bahn,KBS 100a,194690_unified,,
Schöneweide,s-bahn,KBS 100a,194691_unified,,
Betriebsbahnhof Schöneweide,s-bahn,KBS 100a,194692_unified,,
Adlershof,s-bahn,KBS 100a,194693_unified,,
Grünau,s-bahn,KBS 100a,194694_unified,,
Jungfernheide,s-bahn,KBS 100b,194695_unified,,
Wernerwerk,s-bahn,KBS 100b,194696_unified,,
Siemensstadt,s-bahn,KBS 100b,194697_unified,,
Gartenfeld,s-bahn,KBS 100b,194698_unified,,
Spandau,s-bahn,KBS 100c,194699_unified,,
Pichelsberg,s-bahn,KBS 100c,1946100_unified,,
Reichssportfeld,s-bahn,KBS 100c,1946101_unified,,
Heerstr.,s-bahn,KBS 100c,1946102_unified,,
Eichkamp,s-bahn,KBS 100c,1946103_unified,,
Westkreuz,s-bahn,KBS 100c,1946104_unified,,
