stop_name,type,line_name,stop_id,location,identifier
Ostbahnhof,tram,1,19610_east,,
Breslauerstr. Ecke Andreasstr.,tram,1,19611_east,,
U-Bhf. Strausbergerplatz,tram,1,19612_east,,
Leninplatz,tram,1,19613_east,,
"Alexanderplatz, Memhardstr.",tram,1,19614_east,,
Rosenthalerplatz,tram,1,19615_east,,
Invalidenstr. Ecke Chausseestr.,tram,1,19616_east,,
Oranienburger Tor,tram,1,19617_east,,
Bhf. Friedrichstr.,tram,1,19618_east,,
Am Kupfergraben,tram,1,19619_east,,
Warschauerstr.,tram,3,196110_east,,
Warschauer Brücke,tram,3,196111_east,,
Kopernikusstr. Ecke Warschauerstr.,tram,3,196112_east,,
Boxhagenerstr. Ecke Holteistr.,tram,3,196113_east,,
Bhf. Stalinallee,tram,3,196114_east,,
Rathaus Lichtenberg,tram,3,196115_east,,
Roederplatz,tram,3,196116_east,,
Landsbergerchaussee Ecke Weißenseerweg,tram,3,196117_east,,
Hohenschönhauserstr.,tram,3,196118_east,,
Klement-Gottwald-Allee Ecke Indira-Ghandistr.,tram,3,196119_east,,
Antonplatz,tram,3,196120_east,,
Prenzlauer Promenade,tram,3,196121_east,,
Schönhauserallee Ecke Bornholmerstr.,tram,3,196122_east,,
Björnsonstr.,tram,3,196123_east,,
Warschauerstr.,tram,4,196124_east,,
Warschauer Brücke,tram,4,196125_east,,
Kopernikusstr. Ecke Warschauerstr.,tram,4,196126_east,,
Grünbergerstr.,tram,4,196127_east,,
Frankfurter Tor/Stalinallee,tram,4,196128_east,,
Bersarinplatz,tram,4,196129_east,,
Leninallee,tram,4,196130_east,,
Kniprodestr.,tram,4,196131_east,,
Greifswalderstr.,tram,4,196132_east,,
Prenzlauerallee,tram,4,196133_east,,
U-Bhf. Dimitroffstr.,tram,4,196134_east,,
Eberswalderstr. Ecke Oderbergerstr.,tram,4,196135_east,,
Heinrich-Heinestr.,tram,11,196136_east,,
S-Bhf. Jannowitzbrücke,tram,11,196137_east,,
"Alexanderplatz, Memhardstr.",tram,11,196138_east,,
Rosenthalerplatz,tram,11,196139_east,,
Brunnenstr. Ecke Invalidenstr.,tram,11,196140_east,,
Oranienburger Tor,tram,11,196141_east,,
Hannoverschestr.,tram,11,196142_east,,
"Klingenberg, Blockdammweg",tram,13,196143_east,,
Kraftwerk Klingenberg,tram,13,196144_east,,
Karlshorsterstr.,tram,13,196145_east,,
Boxhagenerstr. Ecke Holteistr.,tram,13,196146_east,,
Frankfurter Tor/Stalinallee,tram,13,196147_east,,
Bersarinplatz,tram,13,196148_east,,
Leninallee,tram,13,196149_east,,
Kniprodestr.,tram,13,196150_east,,
Greifswalderstr.,tram,13,196151_east,,
Prenzlauerallee,tram,13,196152_east,,
U-Bhf. Dimitroffstr.,tram,13,196153_east,,
Bhf. Rosenthal,tram,22,196154_east,,
Nordendstr.,tram,22,196155_east,,
Kurt-Fischer-Platz,tram,22,196156_east,,
"Pankow, Kirche",tram,22,196157_east,,
S-Bhf. Pankow,tram,22,196158_east,,
U-Bhf. Vinetastr.,tram,22,196159_east,,
S-Bhf. Schönhauserallee,tram,22,196160_east,,
U-Bhf. Dimitroffstr.,tram,22,196161_east,,
Rosenthalerplatz,tram,22,196162_east,,
"Alexanderplatz, Memhardstr.",tram,22,196163_east,,
Elisabethstr.,tram,22,196164_east,,
"Niederschönhausen, Schillerstr.",tram,46,196165_east,,
Nordend,tram,46,196166_east,,
Ossietzkyplatz,tram,46,196167_east,,
Kurt-Fischer-Platz,tram,46,196168_east,,
"Pankow, Rathaus",tram,46,196169_east,,
S-Bhf. Pankow,tram,46,196170_east,,
U-Bhf. Vinetastr.,tram,46,196171_east,,
S-Bhf. Schönhauserallee,tram,46,196172_east,,
U-Bhf. Dimitroffstr.,tram,46,196173_east,,
Brunnenstr.,tram,46,196174_east,,
Oranienburger Tor,tram,46,196175_east,,
Bhf. Friedrichstr.,tram,46,196176_east,,
Am Kupfergraben,tram,46,196177_east,,
"Buchholz, Hauptstr.",tram,49,196178_east,,
Rosenthalerweg,tram,49,196179_east,,
Blankenburgerstr. Ecke Pasewalkerstr.,tram,49,196180_east,,
"Galenusstr., Krankenhaus Pankow",tram,49,196181_east,,
S-Bhf. Pankow-Heinersdorf,tram,49,196182_east,,
"Pankow, Kirche",tram,49,196183_east,,
S-Bhf. Pankow,tram,49,196184_east,,
U-Bhf. Vinetastr.,tram,49,196185_east,,
Bornholmerstr. Ecke Schönhauserallee,tram,49,196186_east,,
S-Bhf. Schönhauserallee,tram,49,196187_east,,
U-Bhf. Dimitroffstr.,tram,49,196188_east,,
Rosenthalerplatz,tram,49,196189_east,,
"Hackescher Markt, Große Präsidentenstr.",tram,49,196190_east,,
"Hohenschönhausen, Gartenstadt",tram,63,196191_east,,
Falkenbergerstr. Ecke Wartenbergerstr.,tram,63,196192_east,,
"Hohenschönhausen, Hauptstr.",tram,63,196193_east,,
Degnerstr.,tram,63,196194_east,,
Weißenseerweg,tram,63,196195_east,,
Steuerhaus,tram,63,196196_east,,
Dimitroffstr.,tram,63,196197_east,,
Leninplatz,tram,63,196198_east,,
"Alexanderplatz, Memhardstr.",tram,63,196199_east,,
"Hackescher Markt, Große Präsidentenstr.",tram,63,1961100_east,,
"Hohenschönhausen, Falkenbergerstr.",tram,64,1961101_east,,
"Hohenschönhausen, Hauptstr.",tram,64,1961102_east,,
Degnerstr.,tram,64,1961103_east,,
Weißenseerweg,tram,64,1961104_east,,
Steuerhaus,tram,64,1961105_east,,
Dimitroffstr.,tram,64,1961106_east,,
Leninplatz,tram,64,1961107_east,,
"Alexanderplatz, Leninallee",tram,64,1961108_east,,
S-Bhf. Jannowitzbrücke,tram,64,1961109_east,,
Heinrich-Heinestr.,tram,64,1961110_east,,
Spittelmarkt,tram,64,1961111_east,,
Dönhoffplatz,tram,64,1961112_east,,
"Johannisthal, Haeckelstr.",tram,69,1961113_east,,
Bhf. Schöneweide,tram,69,1961114_east,,
Wilhelminenhofstr.,tram,69,1961115_east,,
S-Bhf. Karlshorst,tram,69,1961116_east,,
Hochschule für Ökonomie,tram,69,1961117_east,,
Tierpark Berlin,tram,69,1961118_east,,
Alt-Friedrichsfelde Ecke Am Tierpark,tram,69,1961119_east,,
Bhf. Lichtenberg,tram,69,1961120_east,,
Bhf. Siegfriedstr.,tram,69,1961121_east,,
"Hohenschönhausen, Falkenbergerstr.",tram,70,1961122_east,,
Hauptstr. Ecke Suermondtstr.,tram,70,1961123_east,,
Stadion Buschallee,tram,70,1961124_east,,
Buschallee Ecke Klement-Gottwald-Allee,tram,70,1961125_east,,
Lichtenbergerstr. Ecke Berlinerallee,tram,70,1961126_east,,
Antonplatz,tram,70,1961127_east,,
Prenzlauer Promenade,tram,70,1961128_east,,
Humannplatz,tram,70,1961129_east,,
U-Bhf. Dimitroffstr.,tram,70,1961130_east,,
Brunnenstr.,tram,70,1961131_east,,
Oranienburger Tor,tram,70,1961132_east,,
Bhf. Friedrichstr.,tram,70,1961133_east,,
Am Kupfergraben,tram,70,1961134_east,,
"Heinersdorf, Romain-Rollandstr.",tram,71,1961135_east,,
"Heinersdorf, Kirche",tram,71,1961136_east,,
Am Steinberg,tram,71,1961137_east,,
Prenzlauerallee Ecke Wisbyerstr.,tram,71,1961138_east,,
S-Bhf. Prenzlauerallee,tram,71,1961139_east,,
Dimitroffstr.,tram,71,1961140_east,,
