stop_name,type,line_name,stop_id,location,identifier
Schillingbrücke (Ostbahnhof),tram,1,19600_unified,,
U-Bhf. Strausbergerplatz,tram,1,19601_unified,,
Stalinallee,tram,1,19602_unified,,
Leninplatz,tram,1,19603_unified,,
"Alexanderplats, Memhardstr.",tram,1,19604_unified,,
Rosenthalerplatz,tram,1,19605_unified,,
Brunnen Ecke Invalidenstr.,tram,1,19606_unified,,
Invalidenstr. Ecke Chausseestr.,tram,1,19607_unified,,
"Weidendammbrücke, Bhf. Friedrichstr.",tram,1,19608_unified,,
Am Kupfergraben,tram,1,19609_unified,,
Köpenickerstr. Ecke Adalbertstr.,tram,11,196010_unified,,
Bhf. Jannowitzbrücke,tram,11,196011_unified,,
"Alexanderplatz, Memhardstr.",tram,11,196012_unified,,
Rosenthalerplatz,tram,11,196013_unified,,
Brunnen Ecke Invalidenstr.,tram,11,196014_unified,,
Invalidenstr. Ecke Chausseestr.,tram,11,196015_unified,,
"Oranienburger Tor, Hannoverschestr.",tram,11,196016_unified,,
"Klingenberg, Blockdammweg",tram,13,196017_unified,,
Karlshorsterstr.,tram,13,196018_unified,,
Holteistr.,tram,13,196019_unified,,
Frankfurter Tor/Stalinallee,tram,13,196020_unified,,
Bersarinplatz,tram,13,196021_unified,,
Leninallee,tram,13,196022_unified,,
Kniprodestr.,tram,13,196023_unified,,
Greifswalderstr.,tram,13,196024_unified,,
Prenzlauerallee,tram,13,196025_unified,,
U-Bhf. Dimitroffstr.,tram,13,196026_unified,,
Oderbergerstr.,tram,13,196027_unified,,
Daimlerstr.,tram,15,196028_unified,,
Bhf. Marienfelde,tram,15,196029_unified,,
Körtingstr.,tram,15,196030_unified,,
Mariendorferdamm,tram,15,196031_unified,,
Imbrosweg,tram,15,196032_unified,,
Mariendorfer Friedhof,tram,15,196033_unified,,
Industriestr.,tram,15,196034_unified,,
Germaniastr.,tram,15,196035_unified,,
Frauenklinik,tram,15,196036_unified,,
Hermannstr.,tram,15,196037_unified,,
U-Bhf. Neukölln,tram,15,196038_unified,,
Richardstr.,tram,15,196039_unified,,
Bhf. Sonnenallee,tram,15,196040_unified,,
Dammweg,tram,15,196041_unified,,
Schulenburgpark,tram,15,196042_unified,,
Wollinerstr.,tram,2,196043_unified,,
Voltastr.,tram,2,196044_unified,,
Weddingplatz,tram,2,196045_unified,,
Rathenowerstr.,tram,2,196046_unified,,
Stromstr.,tram,2,196047_unified,,
Gotzkowskybrücke,tram,2,196048_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,2,196049_unified,,
Bhf. Zoo,tram,2,196050_unified,,
Wittenbergplatz,tram,2,196051_unified,,
Potsdamerstr.,tram,2,196052_unified,,
Bhf. Yorckstr.,tram,2,196053_unified,,
Mehringdamm,tram,2,196054_unified,,
Südstern,tram,2,196055_unified,,
Hermannplatz,tram,2,196056_unified,,
Spreewaldplatz,tram,2,196057_unified,,
Bhf. Rosenthal,tram,22,196058_unified,,
Nordendstr.,tram,22,196059_unified,,
Kurt-Fischer-Platz,tram,22,196060_unified,,
"Pankow, Rathaus",tram,22,196061_unified,,
"Pankow, Kirche",tram,22,196062_unified,,
U-Bhf. Vinestr.,tram,22,196063_unified,,
S-Bhf. Schönhauserallee,tram,22,196064_unified,,
U-Bhf. Dimitroffstr.,tram,22,196065_unified,,
Rosenthalerplatz,tram,22,196066_unified,,
"Alexanderplatz, Memhardstr.",tram,22,196067_unified,,
Elisabethstr.,tram,22,196068_unified,,
Wollinerstr.,tram,25,196069_unified,,
Rügenerstr.,tram,25,196070_unified,,
Bhf. Gesundbrunnen,tram,25,196071_unified,,
Nauenerplatz,tram,25,196072_unified,,
Weddingplatz,tram,25,196073_unified,,
Augustenburgerplatz,tram,25,196074_unified,,
Turmstr.,tram,25,196075_unified,,
Gotzkowskystr.,tram,25,196076_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,25,196077_unified,,
Bhf. Zoo,tram,25,196078_unified,,
Wittenbergplatz,tram,25,196079_unified,,
Wartburgplatz,tram,25,196080_unified,,
Rathaus Schöneberg,tram,25,196081_unified,,
Hauptstr.,tram,25,196082_unified,,
Gotenstr.,tram,25,196083_unified,,
Spreewaldplatz,tram,26,196084_unified,,
Reichenbergerstr.,tram,26,196085_unified,,
Glogauerstr.,tram,26,196086_unified,,
Sonnenallee,tram,26,196087_unified,,
Hermannplatz,tram,26,196088_unified,,
Weichselstr.,tram,26,196089_unified,,
Rathaus Neukölln,tram,26,196090_unified,,
Saltykowstr.,tram,26,196091_unified,,
Karl-Marx-Platz,tram,26,196092_unified,,
Silbersteinstr.,tram,26,196093_unified,,
Hermannstr.,tram,26,196094_unified,,
Städtische Frauenklinik,tram,26,196095_unified,,
Germaniastr.,tram,26,196096_unified,,
Bhf. Teltowkanal,tram,26,196097_unified,,
Industriestr.,tram,26,196098_unified,,
Hobrechtstr.,tram,27,196099_unified,,
Hasenheide,tram,27,1960100_unified,,
U-Bhf. Boddinstr.,tram,27,1960101_unified,,
U-Bhf. Leinestr.,tram,27,1960102_unified,,
Bhf. Hermannstr.,tram,27,1960103_unified,,
Mariendorferweg,tram,27,1960104_unified,,
Germaniapromenade,tram,27,1960105_unified,,
Franz-Körnerstr.,tram,27,1960106_unified,,
Gradestr.,tram,27,1960107_unified,,
Tempelhoferweg,tram,27,1960108_unified,,
Mariendorferallee,tram,27,1960109_unified,,
Gutschmidstr.,tram,27,1960110_unified,,
Kleinbahn,tram,27,1960111_unified,,
Dacchdeckerweg,tram,27,1960112_unified,,
Parkfriedhof Neukölln,tram,27,1960113_unified,,
Alt-Buckow,tram,27,1960114_unified,,
Mühlenstr.,tram,3,1960115_unified,,
Bhf. Warschauer Brücke,tram,3,1960116_unified,,
Boxhagenerstr.,tram,3,1960117_unified,,
Bhf. Stalineallee,tram,3,1960118_unified,,
Roederplatz,tram,3,1960119_unified,,
Hohenschönhauserstr.,tram,3,1960120_unified,,
Klement-Gottwald-Allee/Lichtenbergerstr.,tram,3,1960121_unified,,
Antonplatz,tram,3,1960122_unified,,
Prenzlauer Promenade,tram,3,1960123_unified,,
Schönhauserallee,tram,3,1960124_unified,,
Björnsonstr.,tram,3,1960125_unified,,
Hobrechtstr.,tram,3,1960126_unified,,
U-Bhf. Südstern,tram,3,1960127_unified,,
Mehringdamm,tram,3,1960128_unified,,
Potsdamerstr.,tram,3,1960129_unified,,
Martin-Lutherstr.,tram,3,1960130_unified,,
Bundesallee Ecke Berlinerstr.,tram,3,1960131_unified,,
Fehrbellinerplatz,tram,3,1960132_unified,,
Kurfürstendamm,tram,3,1960133_unified,,
Otto-Suhr-Allee,tram,3,1960134_unified,,
Osnabrückerstr.,tram,3,1960135_unified,,
Wiebestr.,tram,3,1960136_unified,,
Bhf. Beusselstr.,tram,3,1960137_unified,,
Schwedenstr.,tram,3,1960138_unified,,
Grüntalerstr.,tram,3,1960139_unified,,
Nonnendammallee,tram,35,1960140_unified,,
Quellweg,tram,35,1960141_unified,,
Bhf. Jungfernheide,tram,35,1960142_unified,,
Tauroggenerstr.,tram,35,1960143_unified,,
Wiebestr./Huttenstr.,tram,35,1960144_unified,,
Stromstr.,tram,35,1960145_unified,,
Rathenowerstr.,tram,35,1960146_unified,,
Weddingplatz,tram,35,1960147_unified,,
Nettelbeckplatz,tram,35,1960148_unified,,
Nauenerplatz,tram,35,1960149_unified,,
Osloerstr.,tram,35,1960150_unified,,
Pankowerallee,tram,35,1960151_unified,,
Kopenhagenerstr.,tram,35,1960152_unified,,
Bhf. Wilhelmsruh,tram,35,1960153_unified,,
Mühlenstr.,tram,4,1960154_unified,,
Bhf. Warschauer Brücke,tram,4,1960155_unified,,
Grünbergerstr.,tram,4,1960156_unified,,
Frankfurter Tor/Stalinallee,tram,4,1960157_unified,,
Bersarinplatz,tram,4,1960158_unified,,
Leninallee,tram,4,1960159_unified,,
Kniprodestr.,tram,4,1960160_unified,,
Greifswalderstr.,tram,4,1960161_unified,,
Prenzlauerallee,tram,4,1960162_unified,,
U-Bhf. Dimitroffstr.,tram,4,1960163_unified,,
Oderbergerstr.,tram,4,1960164_unified,,
Sandkrugbrücke,tram,44,1960165_unified,,
Stromstr.,tram,44,1960166_unified,,
Gotzkowskystr.,tram,44,1960167_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,44,1960168_unified,,
Wilmersdorferstr.,tram,44,1960169_unified,,
Kantstr.,tram,44,1960170_unified,,
Kurfürstendamm,tram,44,1960171_unified,,
Fehrbellinerplatz,tram,44,1960172_unified,,
Hildegardstr.,tram,44,1960173_unified,,
Bundesplatz,tram,44,1960174_unified,,
Schlossstr.,tram,44,1960175_unified,,
Rathaus Steglitz,tram,44,1960176_unified,,
Bhf. Steglitz,tram,44,1960177_unified,,
Schützenstr.,tram,44,1960178_unified,,
Birkbuschstr.,tram,44,1960179_unified,,
"Niederschönhausen, Schillerstr.",tram,46,1960180_unified,,
Nordend,tram,46,1960181_unified,,
Ossietzkyplatz,tram,46,1960182_unified,,
Kurt-Fischer-Platz,tram,46,1960183_unified,,
"Pankow, Rathaus",tram,46,1960184_unified,,
"Pankow, Kirche",tram,46,1960185_unified,,
U-Bhf. Vinetastr.,tram,46,1960186_unified,,
S-Bhf. Schönhauserallee,tram,46,1960187_unified,,
U-Bhf. Dimitroffstr.,tram,46,1960188_unified,,
Brunnenstr.,tram,46,1960189_unified,,
Invalidenstr. Ecke Chausseestr.,tram,46,1960190_unified,,
Oranienburger Tor,tram,46,1960191_unified,,
"Weidendammbrücke, Bhf. Friedrichstr.",tram,46,1960192_unified,,
Clara-Zetkinstr.,tram,46,1960193_unified,,
"Niederschönhausen, Idastr. Bzw. Nordend",tram,46E,1960194_unified,,
Ossietzkyplatz,tram,46E,1960195_unified,,
Kurt-Fischer-Platz,tram,46E,1960196_unified,,
"Pankow, Rathaus",tram,46E,1960197_unified,,
"Pankow, Kirche",tram,46E,1960198_unified,,
U-Bhf. Vinetastr.,tram,46E,1960199_unified,,
S-Bhf. Schönhauserallee,tram,46E,1960200_unified,,
U-Bhf. Dimitroffstr.,tram,46E,1960201_unified,,
Brunnenstr.,tram,46E,1960202_unified,,
Invalidenstr. Ecke Chausseestr.,tram,46E,1960203_unified,,
"Oranienburger Tor, Hannoverschestr.",tram,46E,1960204_unified,,
Hermannplatz,tram,47,1960205_unified,,
Weichselstr.,tram,47,1960206_unified,,
Rathaus Neukölln,tram,47,1960207_unified,,
Karl-Marx-Platz,tram,47,1960208_unified,,
U-Bhf. Neukölln,tram,47,1960209_unified,,
Silbersteinstr.,tram,47,1960210_unified,,
U-Bhf. Grenzallee,tram,47,1960211_unified,,
Buschkrug,tram,47,1960212_unified,,
Onkel-Hersestr.,tram,47,1960213_unified,,
Parchimerallee,tram,47,1960214_unified,,
Krankenhause Neukölln,tram,47,1960215_unified,,
Johannisthalerchaussee,tram,47,1960216_unified,,
Wildmeisterdamm,tram,47,1960217_unified,,
Stubenrauchstr.,tram,47,1960218_unified,,
Köpenickerstr.,tram,47,1960219_unified,,
Bahnhofstr.,tram,47,1960220_unified,,
"Buchholz, Hauptstr.",tram,49,1960221_unified,,
Blankenburger Weiche,tram,49,1960222_unified,,
S-Bhf. Pankow-Heinersdorf,tram,49,1960223_unified,,
"Pankow, Kirche",tram,49,1960224_unified,,
U-Bhf. Vinetastr.,tram,49,1960225_unified,,
S-Bhf. Schönhauserallee,tram,49,1960226_unified,,
U-Bhf. Dimitroffstr.,tram,49,1960227_unified,,
Rosenthalerplatz,tram,49,1960228_unified,,
"Hackescher Markt, Große Präsidentenstr.",tram,49,1960229_unified,,
Nollendorfplatz,tram,53,1960230_unified,,
Wittenbergplatz,tram,53,1960231_unified,,
Bhf. Zoo,tram,53,1960232_unified,,
U-Bhf. Reuter-Platz,tram,53,1960233_unified,,
Richard-Wagner-Platz,tram,53,1960234_unified,,
Luisenplatz,tram,53,1960235_unified,,
Königin-Elisabethstr.,tram,53,1960236_unified,,
Kirschenallee,tram,53,1960237_unified,,
Schloss Ruhwald,tram,53,1960238_unified,,
U-Bhf. Ruhleben,tram,53,1960239_unified,,
Teltowerstr.,tram,53,1960240_unified,,
"Spandau, Markt",tram,53,1960241_unified,,
Carl-Schurzstr.,tram,53,1960242_unified,,
Hafenplatz,tram,53,1960243_unified,,
Hohenzollernring,tram,53,1960244_unified,,
Hakenfelde,tram,53,1960245_unified,,
Nollendorfplatz,tram,54,1960246_unified,,
Wittenbergplatz,tram,54,1960247_unified,,
Bhf. Zoo,tram,54,1960248_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,54,1960249_unified,,
Richard-Wagner-Platz,tram,54,1960250_unified,,
Luisenplatz,tram,54,1960251_unified,,
Königin-Elisabethstr.,tram,54,1960252_unified,,
Kirschenallee,tram,54,1960253_unified,,
Schloss Ruhwald,tram,54,1960254_unified,,
U-Bhf. Ruhleben,tram,54,1960255_unified,,
Teltowerstr.,tram,54,1960256_unified,,
"Spandau, Markt",tram,54,1960257_unified,,
Carl-Schurzstr.,tram,54,1960258_unified,,
Hafenplatz,tram,54,1960259_unified,,
Hohenzollernring,tram,54,1960260_unified,,
Johannesstift,tram,54,1960261_unified,,
Nollendorfplatz,tram,55,1960262_unified,,
Wittenbergplatz,tram,55,1960263_unified,,
Bhf. Zoo,tram,55,1960264_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,55,1960265_unified,,
Cauerstr.,tram,55,1960266_unified,,
Richard-Wagner-Platz,tram,55,1960267_unified,,
Luisenplatz,tram,55,1960268_unified,,
Osnabrückerstr.,tram,55,1960269_unified,,
Bhf. Jungfernheide,tram,55,1960270_unified,,
Siemensplatz,tram,55,1960271_unified,,
Quellweg,tram,55,1960272_unified,,
Paulsternstr.,tram,55,1960273_unified,,
Zitadellenweg,tram,55,1960274_unified,,
"Spandau, Markt",tram,55,1960275_unified,,
Rathaus Spandau,tram,55,1960276_unified,,
Nauenerstr.,tram,55,1960277_unified,,
Wintersteinstr.,tram,6,1960278_unified,,
U-Bhf. Ernst-Reuter-Platz,tram,6,1960279_unified,,
Bhf. Zoo,tram,6,1960280_unified,,
Wittenbergplatz,tram,6,1960281_unified,,
Rathaus Schöneberg,tram,6,1960282_unified,,
Hauptstr.,tram,6,1960283_unified,,
