line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30)
19601,1960,1,tram,Schillingbrücke (Ostbahnhof)<> Am Kupfergraben,33,7.7,unified,20.0
19602,1960,11,tram,"Köpenickerstr. Ecke Adalbertstr.<> Oranienburger Tor, Hannoverschestr.",23,5.4,unified,20.0
19603,1960,13,tram,"Klingenberg, Blockdammweg<> Oderbergerstr.",37,9.9,unified,7.0
19604,1960,15,tram,Daimlerstr.<> Schulenburgpark,36,,unified,15.0
19605,1960,2,tram,Wollinerstr.<> Spreewaldplatz,70,,unified,15.0
19606,1960,22,tram,Bhf. Rosenthal<> Elisabethstr.,49,11.7,unified,13.0
19607,1960,25,tram,Wollinerstr.<> Gotenstr.,68,,unified,15.0
19608,1960,26,tram,Spreewaldplatz<> Industriestr.,31,,unified,15.0
19609,1960,27,tram,Hobrechtstr.<> Alt-Buckow,26,,unified,10.0
196010,1960,3,tram,Mühlenstr.<> Björnsonstr.,45,12.1,unified,10.0
196011,1960,3,tram,Hobrechtstr.<> Grüntalerstr.,79,,unified,10.0
196012,1960,35,tram,Nonnendammallee<> Bhf. Wilhelmsruh,48,,unified,15.0
196013,1960,4,tram,Mühlenstr.<> Oderbergerstr.,27,6.3,unified,8.0
196014,1960,44,tram,Sandkrugbrücke<> Birkbuschstr.,58,,unified,15.0
196015,1960,46,tram,"Niederschönhausen, Schillerstr.<> Clara-Zetkinstr.",51,12.1,unified,15.0
196016,1960,46E,tram,"Niederschönhausen, Idastr. Bzw. Nordend<> Oranienburger Tor, Hannoverschestr.",41,9.8,unified,15.0
196017,1960,47,tram,Hermannplatz<> Bahnhofstr.,34,,unified,10.0
196018,1960,49,tram,"Buchholz, Hauptstr.<> Hackescher Markt, Große Präsidentenstr.",41,10.6,unified,8.0
196019,1960,53,tram,Nollendorfplatz<> Hakenfelde,59,,unified,20.0
196020,1960,54,tram,Nollendorfplatz<> Johannesstift,60,,unified,20.0
196021,1960,55,tram,Nollendorfplatz<> Nauenerstr.,54,,unified,12.0
196022,1960,6,tram,Wintersteinstr.<> Elsenstr.,57,,unified,10.0
196023,1960,60,tram,Königin-Elisabethstr.<> Eythstr.,49,,unified,15.0
196024,1960,63,tram,"Hohenschönhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstr.",38,10.2,unified,20.0
196025,1960,64,tram,"Hohenschönhausen, Falkenbergerstr.<> Dönhoffplatz",39,10.2,unified,20.0
196026,1960,66,tram,Belzigerstr.<> Bergstr.,12,,unified,10.0
196027,1960,69,tram,"Johannisthal, Haeckelstr.<> Walter-Ulbricht-Stadion",82,21.4,unified,20.0
196028,1960,69E,tram,"Johannisthal, Haeckelstr.<> Kniprodestr.",59,16.3,unified,20.0
196029,1960,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Am Kupfergraben (Haus der Frau)",49,11.9,unified,12.0
196030,1960,71,tram,"Heinersdorf, Romain-Rollandstr.<> Jüdenstr., Molkenmarkt",32,7.6,unified,10.0
196031,1960,72,tram,"Weißensee, Pasedagplatz<> Taubenstr.",46,10.5,unified,13.0
196032,1960,73,tram,Bhf. Lichterfelde-Ost<> Potsdamerplatz,42,,unified,20.0
196033,1960,74,tram,Finckensteinallee<> Potsdamerplatz,39,,unified,20.0
196034,1960,74,tram,"Weißensee, Pasedagplatz<> Leipzigerplatz",39,10.2,unified,8.0
196035,1960,74E,tram,"Klement-Gottwald-Allee<> Jüdenstr., Molkenmarkt",26,7.5,unified,8.0
196036,1960,75,tram,"Bhf. Zoo, Kantstr.<> Hakenfelde",57,,unified,20.0
196037,1960,76,tram,"Spandau, Johannesstift<> Kanststr. Ecke Joachimsthalerstr.",60,,unified,20.0
196038,1960,77,tram,Bhf. Zoo<> Goerzallee,49,,unified,20.0
196039,1960,78,tram,Bhf. Zoo<> Lichterfelde Süd Lindenstr.,48,,unified,20.0
196040,1960,82,tram,"Mahlsdorf-Süd, Hubertus<> Elisabethstr.",75,20.9,unified,20.0
196041,1960,83,tram,Wendenschloß Ecke Ekhofstr.<> S-Bhf. Mahlsdorf,47,,unified,20.0
