stop_name,type,line_name,stop_id,location,identifier
"Moabit, Waldstr. Ecke Turmstr.",autobus,A1,19710_west,,
Otto-Suhr-Allee Ecke Cauerstr.,autobus,A1,19711_west,,
Kurfürstendamm Ecke Leibnizstr.,autobus,A1,19712_west,,
Fehrbellinerplatz,autobus,A1,19713_west,,
Detmolderstr. Ecke Blissestr.,autobus,A1,19714_west,,
Breitenbachplatz,autobus,A1,19715_west,,
Botanischer Garten,autobus,A1,19716_west,,
Pacelli/Thielallee,autobus,A1,19717_west,,
Clayallee Ecke Königin-Luisestr.,autobus,A1,19718_west,,
U-Bhf. Oskar-Helene-Heim,autobus,A1,19719_west,,
Potsdamerstr. Ecke Clayallee,autobus,A1,197110_west,,
Rathaus Zehlendorf,autobus,A1,197111_west,,
Beeskowdamm Ecke Teltowerdamm,autobus,A1,197112_west,,
Wismarerstr. Ecke Goerzallee,autobus,A1,197113_west,,
Lindenstr. Ecke Müllerstr.,autobus,A1,197114_west,,
Haselhorsterdamm Ecke Gartenfelderstr.,autobus,A10,197115_west,,
Paulsternstr. Ecke Nonnendammallee,autobus,A10,197116_west,,
Verwaltungs-Gebäude,autobus,A10,197117_west,,
Spandauerdamm Ecke Fürstenbrunnerweg,autobus,A10,197118_west,,
Kaiserdamm Ecke Königin-Elisabethstr.,autobus,A10,197119_west,,
Amtsgericht,autobus,A10,197120_west,,
Kurfürstendamm Ecke Joachim-Friedrichstr.,autobus,A10,197121_west,,
Henriettenplatz,autobus,A10,197122_west,,
Elsterplatz,autobus,A10,197123_west,,
Königin-Luisestr. Ecke Pacelliallee,autobus,A10,197124_west,,
U-Bhf. Thielplatz,autobus,A10,197125_west,,
Berlinerstr. Ecke Unter den Eichen,autobus,A10,197126_west,,
Teltowerdamm Ecke Potsdamerstr.,autobus,A10,197127_west,,
Behring-Krankenhaus,autobus,A10,197128_west,,
Lupsteinerweg,autobus,A10,197129_west,,
"Dahlem, Waldfriedhof",autobus,A11,197130_west,,
U-Bhf. Oskar-Helene-Heim,autobus,A11,197131_west,,
Saargemünderstr. Ecke Kehlerweg,autobus,A11,197132_west,,
Corrensplatz,autobus,A11,197133_west,,
Unter den Eichen Ecke Habelschwerdterallee,autobus,A11,197134_west,,
Ringstr. Ecke Drakestr.,autobus,A11,197135_west,,
Wiesenbaude,autobus,A11,197136_west,,
Marienstr. Ecke Königsbergerstr.,autobus,A11,197137_west,,
Kranoldplatz,autobus,A11,197138_west,,
Geraerstr. Ecke Mariannenstr.,autobus,A11,197139_west,,
Sondershausenerstr. Ecke Hildburghauserstr.,autobus,A11,197140_west,,
Alt-Marienfelde Ecke Marienfelderallee,autobus,A11,197141_west,,
Daimlerstr. Ecke Großbeerenstr.,autobus,A11,197142_west,,
Körtingstr. Ecke Großbeerenstr.,autobus,A11,197143_west,,
U-Bhf. Alt-Mariendorf,autobus,A11,197144_west,,
Bernauerstr. Ecke Gartenstr.,autobus,A12,197145_west,,
Gartenplatz,autobus,A12,197146_west,,
U-Bhf. Leopold-Platz,autobus,A12,197147_west,,
U-Bhf. Seestr.,autobus,A12,197148_west,,
Bristolstr. Ecke Barfusstr.,autobus,A12,197149_west,,
Emmentalerstr. Ecke Aroserallee,autobus,A12,197150_west,,
Lindauerallee Ecke Aroserallee,autobus,A12,197151_west,,
Tessenowstr. Ecke Roedernallee,autobus,A12,197152_west,,
Rathaus Reinickendorf,autobus,A12,197153_west,,
Zabel-Krüger-Damm Ecke Oraniendamm,autobus,A12,197154_west,,
Almutstr. Ecke Berlinerstr.,autobus,A12,197155_west,,
Hermsdorferdamm Ecke Burgfrauenstr.,autobus,A12,197156_west,,
Zeltingerplatz,autobus,A12,197157_west,,
Donnersmarckplatz,autobus,A12,197158_west,,
Hainbuchenstr. Ecke Maximilian-Korso,autobus,A12,197159_west,,
Heiligensee,autobus,A13,197160_west,,
Gabelung,autobus,A13,197161_west,,
Karolinenstr. Ecke Heiligenseestr.,autobus,A13,197162_west,,
U-Bhf. Tegel,autobus,A13,197163_west,,
Bernauerstr. Ecke Berlinerstr.,autobus,A13,197164_west,,
Krankenhaus Tegel-Süd,autobus,A13,197165_west,,
Strasse nach Saatwinkel,autobus,A13,197166_west,,
Paulsternstr. Ecke Gartenfelderstr.,autobus,A13,197167_west,,
Daumstr. Ecke Am Juliusturm,autobus,A13,197168_west,,
Carl-Schurzstr. Ecke Am Juliusturm,autobus,A13,197169_west,,
Rathaus Spandau,autobus,A13,197170_west,,
Seebugerstr. Ecke Klosterstr.,autobus,A13,197171_west,,
Päwesinerweg Ecke Seeburgerstr.,autobus,A13,197172_west,,
Heerstr. Ecke Wilhelmstr.,autobus,A13,197173_west,,
Weinmeisterhornweg Ecke Wilhelmstr.,autobus,A13,197174_west,,
Heiligensee Ecke Alt-Heiligensee,autobus,A14,197175_west,,
Mattenbuder Pfad,autobus,A14,197176_west,,
Ruppinerchaussee Ecke Hennigsdorferstr.,autobus,A14,197177_west,,
Dambockstr. Ecke Ruppinerchaussee,autobus,A14,197178_west,,
Heiligenseestr. Ecke Karolinenstr.,autobus,A14,197179_west,,
U-Bhf. Tegel,autobus,A14,197180_west,,
Ziekowstr. Ecke Gorkistr.,autobus,A14,197181_west,,
Rathaus Reinickendorf,autobus,A14,197182_west,,
Bonhoeffer Klinik,autobus,A14,197183_west,,
Aroserallee Ecke Lindauerallee,autobus,A14,197184_west,,
Raschdorffstr. Ecke Residenzstr.,autobus,A14,197185_west,,
Pankowerallee Ecke Provinzstr.,autobus,A14,197186_west,,
Pankstr. Ecke Badstr.,autobus,A14,197187_west,,
U-Bhf. Gesundbrunnen,autobus,A14,197188_west,,
Rügenerstr. Ecke Brunnenstr.,autobus,A14,197189_west,,
Alt-Heiligensee,autobus,A14E,197190_west,,
Havelblick,autobus,A14E,197191_west,,
Strandbad,autobus,A14E,197192_west,,
Gemeindefriedhof,autobus,A14E,197193_west,,
Sperberstr.,autobus,A14E,197194_west,,
Falkenplatz,autobus,A14E,197195_west,,
Wittenauerstr. Ecke Eichhorsterweg,autobus,A15,197196_west,,
