,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
33,198034,1980,25,strassenbahn,Sterndamm<> Rahnsdorf,47,Ost,20
34,198035,1980,26,strassenbahn,"Sterndamm<> Köpenick, Krankenhaus",26,Ost,20
35,198036,1980,27,bus,S-Bhf. Kaulsdorf<> Alt-Müggelheim,41,Ost,10
36,198037,1980,28,bus,U-Bhf. Tempelhof<> Schlesischestrasse Ecke Heckmannufer,44,West,15
37,198038,1980,28,strassenbahn,Pasedagplatz<> Hackescher Markt,27,Ost,20
38,198039,1980,29,bus,"Grunewald, Roseneck<> Oranienplatz",45,West,10
39,198040,1980,29,strassenbahn,"Weißensee, Kniprodeallee<> Müggelstrassestrasse",22,Ost,0
40,198041,1980,3,bus,"Düppel-Süd<> Wannsee, Heckeshorn",46,West,15
41,198042,1980,3,strassenbahn,Björnsonstrasse<> S-Bhf. Warschauerstrasse,43,Ost,10
42,198043,1980,30,bus,Robert-Koch-Platz<> Ostbahnhof,67,Ost,15
43,198044,1980,30,bus,U-Bhf. Rathaus Steglitz<> Lichtenrade Nahariyastrasse,37,West,20
44,198045,1980,31,bus,"Buch, Hobrechtsfelder Chaussee<> Ostseestrasse",39,Ost,20
45,198046,1980,31,bus,U-Bhf. Ruhleben<> Staaken Heidebergplan,28,West,10
46,198047,1980,32,bus,Hans-Beimler-Strasse<> Otto-Grotewohl-Strasse,22,Ost,6
47,198048,1980,32,bus,U-Bhf. Rathaus Steglitz<> Marienfelde Bahnstrasse,28,West,10
48,198049,1980,33,bus,Grumbkowstrasse<> U-Bhf. Pankow,17,Ost,20
49,198050,1980,33,bus,U-Bhf. Breitenbachplatz<> Mariendorf Rixdorferstrasse Ecke Dirschelweg,29,West,10
50,198051,1980,34,bus,U-Bhf. Marchlewskistrasse<> Alt-Stralau,17,Ost,20
51,198052,1980,34,bus,"Spandau, Wasserwerk<> Glienicke Gutshof",52,West,20
52,198053,1980,34E,bus,Alt-Gatow<> Habichtswald,8,West,18
53,198054,1980,35,bus,"Biesdorf-Süd, Köpenickerstrasse<> S-Bhf. Nöldnerplatz",32,Ost,20
54,198055,1980,35,bus,U-Bhf. Ruhleben<> Kladow Hottengrund,35,West,20
55,198056,1980,35E,bus,Kladow<> Altenheim Hottengrund,7,West,42
56,198057,1980,36,bus,"S-Bhf. Grünau<> Flughafen, Inland",18,Ost,10
57,198058,1980,361,bus,Flughafen Schönefeld<> Flughafen Schönefeld,9,Ost,20
58,198059,1980,38,bus,S-Bhf. Grünau<> Diepensee,25,Ost,60
59,198060,1980,39,bus,Wartenberg<> Falkenbergerstrasse,21,Ost,20
60,198061,1980,4,bus,"Neu-Westend, Brixplatz<> Neukölln, Teupitzerstrasse",65,West,12
61,198062,1980,4,strassenbahn,Eberswalderstrasse<> S-Bhf. Warschauerstrasse,25,Ost,15
62,198063,1980,40,bus,Robert-Koch-Platz<> Ostbahnhof,21,Ost,7
63,198064,1980,41,bus,"Neu-Lindenberg<> Ahrensfelde, Kirche",39,Ost,30
64,198065,1980,41,bus,Rudow Stadtgrenze<> U-Bhf. Hallesches Tor,58,West,12
65,198066,1980,42,bus,"Buch, Zepernickerstrasse<> Ostseestrasse",30,Ost,20
66,198067,1980,43,bus,S-Bhf. Marzahn<> S-Bhf. Nöldnerplatz,28,Ost,10
67,198068,1980,44,bus,"Hönow, Nord<> Treskowstrasse",19,Ost,60
68,198069,1980,45,bus,"Wilhelmsruh, Schillerstrasse<> Schwarzelfenweg",38,Ost,7
69,198070,1980,46,strassenbahn,Nordend<> Am Kupfergraben,48,Ost,15
70,198071,1980,47,bus,"Treptow, Eichenstrasse<> Bhf. Schöneweide",30,Ost,15
71,198072,1980,48,bus,"Hohenschönhausen, Chemie-Handel<> Richard-Sorge-Strasse",27,Ost,10
72,198073,1980,48,bus,Zehlendorf Fischerhüttenstrasse Ecke Potsdamerstrasse<> Tiergartenstrasse Philharmonie,46,West,12
73,198074,1980,49,strassenbahn,"Bucholz, Hauptstrasse<> Hackescher Markt",40,Ost,10
74,198075,1980,5,bus,"U-Bhf. Ruhleben<> Spandau, Nervenklinik",32,West,10
75,198076,1980,50,bus,Rolandstrasse<> U-Bhf. Pankow,15,Ost,7
76,198077,1980,50,bus,Grunewald Roseneck<> Schöneberg Mansteinstrasse,26,West,15
77,198078,1980,51,bus,"Buch, Am Sandhaus<> Zepernick, Kirche",0,Ost,20
78,198079,1980,52,bus,Achtermannstrasse<> U-Bhf. Pankow,12,Ost,15
79,198080,1980,52,bus,Rudow Stubenrauchstrasse<> Marienfelde Stadtrandsiedlung,38,West,12
80,198081,1980,53,bus,"Hohenschönhausen, Degnerstrasse<> U-Bhf. Tierpark",39,Ost,10
81,198082,1980,53,bus,Nikolassee Alemannenstrasse<> Lichterfelde Oberhofer Platz,40,West,15
82,198083,1980,54,bus,Bhf. Lichtenberg<> Artur-Becker-Strasse,60,Ost,20
83,198084,1980,54,bus,"Spandau Johannesstift<> Zoo, Hardenbergplatz",45,West,10
84,198085,1980,55,bus,"Wilhelmsruh, Fontanestrasse<> Piesporterstrasse",33,Ost,6
85,198086,1980,55,bus,Jakob-Kaiser-Platz<> Spandau Hakenfelde,33,West,15
86,198087,1980,56,bus,Gehringstrasse<> S-Bhf. Storkowerstrasse,28,Ost,6
87,198088,1980,56,bus,U-Bhf. Ruhleben<> Spandau Hakenfelde,23,West,15
88,198089,1980,57,bus,Artur-Becker-Strasse Ecke Michelangelostrasse<> Scharnhorststrasse,31,Ost,3
89,198090,1980,57,bus,Rudower Ring (U-Bhf. Zwickauer Damm)<> Rudower Ring (U-Bhf. Zwickauer Damm),41,West,20
90,198091,1980,6,bus,"Wannsee, Kronprinzessinnenweg<> Glienicker Brücke",14,West,30
91,198092,1980,60,bus,"S-Bhf. Kaulsdorf, Bausdorfstrasse<> S-Bhf. Kaulsdorf, Bausdorfstrasse",14,Ost,20
92,198093,1980,60,bus,Wittenbergplatz<> Rathaus Zehlendorf,47,West,15
93,198094,1980,61,bus,"Schöneiche, Dorfaue<> Hessenwinkel",31,Ost,20
94,198095,1980,61,bus,Bernauerstrasse Ecke Wollinerstrasse<> U-Bhf. Scharnweberstrasse,46,West,15
95,198096,1980,62,bus,VEB Kombinat Auto Trans<> Springbornstrassestrasse,13,Ost,7
96,198097,1980,62,bus,"Wilhelmsruher Damm Märkisches Viertel<> Zoo, Hardenbergplatz",43,West,12
97,198098,1980,63,bus,Spandau Waldkrankenhaus<> Spandau Seegefelder Weg,30,West,15
98,198099,1980,63,strassenbahn,"Hohenschönhausen, Gartenstadt<> Stadion der Weltjugend",52,Ost,12
99,1980100,1980,64,bus,Krüllsstrasse<> Karl-Kunger-Strasse,18,Ost,15
100,1980101,1980,64,bus,Senftenberger Ring Märkisches Zentrum<> U-Bhf. Leopoldplatz,33,West,15
101,1980102,1980,65,bus,Krüllsstrasse<> Oberspree,26,Ost,20
102,1980103,1980,65,bus,Wedding Seestrasse Ecke Müllerstrasse<> Neukölln Schulenburgpark,58,West,10
103,1980104,1980,66,bus,Krüllsstrasse<> Springbornstrasse,27,Ost,20
104,1980105,1980,67,bus,S-Bhf. Treptower Park<> VEB Kombinat Auto Trans,26,Ost,20
105,1980106,1980,68,bus,Kaulsdorferstrasse<> Wendenschloßstrasse,15,Ost,10
106,1980107,1980,69,bus,Eichkamp Dauerwaldweg<> Reichstag,37,West,20
107,1980108,1980,7,bus,"Glienicke, Kirche<> U-Bhf. Pankow",42,Ost,10
108,1980109,1980,7,bus,"U-Bhf. Alt-Mariendorf<> Lichtenrade, Motzenerstrasse Egestorffstrasse",15,West,15
109,1980110,1980,70,bus,Wollankstrasse Ecke Kattegatstrasse<> Moabit Wiebestrassestrasse,34,West,12
110,1980111,1980,70,strassenbahn,"Hohenschönhausen, Falkenbergerstrasse<> Am Kupfergraben",46,Ost,15
111,1980112,1980,71,strassenbahn,Heinersdorf<> Am Kupfergraben,37,Ost,15
112,1980113,1980,72,strassenbahn,Pasedagplatz<> Hackescher Markt,31,Ost,15
113,1980114,1980,75,bus,Steglitzer Damm Ecke Munsterdamm<> Hermannplatzstrasse,51,West,10
114,1980115,1980,75,bus,Steglitzer Damm Ecke Munsterdamm<> Hermannplatz,50,West,10
115,1980116,1980,76E,bus,U-Bhf. Alt-Mariendorf<> Lichtenrade Bahnhofstrasse,20,West,10
116,1980117,1980,78,bus,Arkonaplatz<> Schumannstrasse,31,Ost,10
117,1980118,1980,78E,bus,Arkonaplatz<> Adalbertstrasse,18,Ost,10
118,1980119,1980,79,bus,Alexanderstrasse<> Otto-Grotewohl-Strasse,11,Ost,15
119,1980120,1980,79,bus,U-Bhf. Alt-Mariendorf<> Lichtenrade Nahariyastrasse,19,West,20
120,1980121,1980,8,bus,"Waldesruh, Mahlsdorfer Allee<> Bhf. Lichtenberg",35,Ost,7
121,1980122,1980,8,bus,Flughafen Berlin Tegel<> U-Bhf. Osloerstrasse,24,West,15
122,1980123,1980,80,bus,U-Bhf. Ruhleben<> Staaken Brunsbütteler Damm,25,West,10
123,1980124,1980,81,bus,U-Bhf. Friedrich-Wilhelm-Platz<> Mariendorf Dardanellenweg,39,West,7
124,1980125,1980,82,strassenbahn,Mahlsdorf-Süd<> S-Bhf. Ostkreuz,51,Ost,12
125,1980126,1980,83,strassenbahn,S-Bhf. Mahlsdorf<> Wendenschloß,44,Ost,15
126,1980127,1980,84,bus,Lichterfelde Ringstrasse Ecke Weißwasserweg<> U-Bhf. Kurfürstenstrasse,36,West,12
127,1980128,1980,84,strassenbahn,Wasserwerk<> Am Falkenberg,58,Ost,20
128,1980129,1980,85,bus,Lichterfelde-Süd Holtheimer Weg<> Wittenbergplatz,50,West,10
129,1980130,1980,85,strassenbahn,"Johannisthal, Haeckelstrasse<> Wendenschloß",40,Ost,0
130,1980131,1980,86,bus,"Fehrbelliner Platz<> Lichterfelde, Celsiusstrasse",41,West,12
131,1980132,1980,86,strassenbahn,Hirtestrasse<> Alt-Schmöckwitzstrasse,44,Ost,10
132,1980133,1980,87,bus,U-Bhf. Richard-Wagner-Platz<> Pulsstrasse,10,West,20
133,1980134,1980,88,bus,"U-Bhf. Rathaus Steglitz<> Lichterfelde, Augustaplatz",12,West,10
134,1980135,1980,89,bus,Bornholmerstrasse<> U-Bhf. Mierendorffplatzstrasse,29,West,10
135,1980136,1980,9,bus,John-Schehr-Strasse<> Otto-Grotewohl-Strasse,19,Ost,2
136,1980137,1980,9,bus,Flughafen Berlin-Tegel<> Budapesterstrasse,40,West,15
137,1980138,1980,92,bus,S-Bhf. Marzahn<> S-Bhf. Biesdorf,17,Ost,20
138,1980139,1980,93,bus,Lindenhof<> Kinderkrankenhaus Lindenhofstrasse,8,Ost,20
139,1980140,1980,94,bus,U-Bhf. Tierpark<> U-Bhf. Tierpark,13,Ost,20
140,1980141,1980,94,bus,"Heerstrasse Ecke Reimerweg<> Zoo, Hardenbergplatz",41,West,10
141,1980142,1980,95,bus,"S-Bhf. Marzahn<> Mahlsdorf, Greifswalderstrasse",39,Ost,30
142,1980143,1980,95,bus,Sonnenallee Ecke Peter-Anders-Strasse<> U-Bhf. Hallesches Tor,25,West,12
143,1980144,1980,96,bus,S-Bhf. Nöldnerplatz<> S-Bhf. Nöldnerplatz,29,Ost,15
144,1980145,1980,96,bus,Platz der Luftbrücke<> Lichterfelde Lindenstrasse,34,West,12
145,1980146,1980,97,bus,Heerstrasse/Stadtgrenze<> Hakenfelde Aalemannufer,37,West,20
146,1980147,1980,99,bus,"Wedding, Gartenplatz<> Spandau Freudstrasse",75,West,12
147,1980148,1980,E,bus,Wannsee Kronprinzessinenweg<> Drewitz,0,West,60
148,1980149,1980,S-Bhf. Friedrichshagen <> Alt-Rüdersdorf,strassenbahn,S-Bhf. Friedrichshagen<> Alt-Rüdersdorf,40,Ost,20
149,1980150,1980,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse,strassenbahn,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,0,Ost,20
150,1980151,1980,A,u-bahn,Pankow (Vinetastrasse)<> Thälmannplatz,19,Ost,2
151,1980152,1980,E,u-bahn,Alexanderplatz<> Tierpark,16,Ost,5
152,1980153,1980,KBS 100,s-bahn,Friedrichstrasse<> Strausberg Nord,65,Ost,20
153,1980154,1980,KBS 101,s-bahn,Warschauerstrasse<> Marzahn,18,Ost,20
154,1980155,1980,KBS 105,s-bahn,Friedrichstrasse<> Erkner,45,Ost,20
155,1980156,1980,KBS 110,s-bahn,Friedrichstrasse<> Königs Wusterhausen,20,Ost,51
156,1980157,1980,KBS 115,s-bahn,Friedrichstrasse<> Flughafen Berlin-Schönefeld,39,Ost,20
157,1980158,1980,KBS 140,s-bahn,Oranienburg<> Flughafen Berlin-Schönefeld,85,Ost,20
158,1980159,1980,KBS 141,s-bahn,Bernau (b Bln)<> Zeuthen,64,Ost,20
159,1980160,1980,KBS 142,s-bahn,Blankenburg<> Spindlersfeld,42,Ost,20
160,1980161,1980,KBS 143,s-bahn,Alexanderplatz<> Buch,43,Ost,20
161,1980162,1980,1,u-bahn,Schlesisches Tor<> Ruhleben,33,West,2
162,1980163,1980,2,u-bahn,Wittenbergplatz<> Krumme Lanke,22,West,5
163,1980164,1980,3,u-bahn,Wittenbergplatz<> Uhlandstrasse,2,West,10
164,1980165,1980,4,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstrasse),6,West,5
165,1980166,1980,6,u-bahn,Tegel<> Alt-Mariendorf,13,West,3
166,1980167,1980,7,u-bahn,Rohrdamm<> Rudow,13,West,3
167,1980168,1980,8,u-bahn,Osloerstrasse<> Leinestrasse,23,West,6
168,1980169,1980,9,u-bahn,Osloerstrasse<> Rathaus Steglitz,22,West,3
169,1980170,1980,KBS 152,s-bahn,Frohnau<> Lichtenrade,0,West,0
170,1980171,1980,KBS 153,s-bahn,Heiligensee<> Lichterfelde Süd,0,West,0
171,1980172,1980,KBS 156,s-bahn,Friedrichstrasse<> Wannsee,0,West,0
