,stop_id,stop_name,type,location,in_lines,identifier
0,19800,Achtermannstrasse,bus,"52.57652468032656, 13.418517187666131",['52'],nan
1,19801,Adalbertstrasse,bus,"52.50548699996121, 13.42221404498021","['78', '75', '78E']",nan
2,19802,Adamstrasse,bus,"52.521029117218866, 13.19780699419913","['97', '34']",nan
3,19803,Adamstrasse,bus,"52.52107002529741, 13.187973386740664","['13', '35']",nan
4,19804,Adenauerplatz,u-bahn,"52.499722222222,13.307222222222",['7'],Q570939
5,19805,Adlershof,s-bahn,"52.434722222222,13.541388888889","['KBS 141', 'KBS 140', 'KBS 115', 'KBS 110']",Q323551
6,19806,Adolf-Martens-Strasse,bus,"52.4439303939079, 13.288858198599703",['11'],nan
7,19807,Adolf-Scheidt-Platz/Krankenhaus,bus,"52.47818518185836, 13.37828632745728",['96'],nan
8,19808,Afrikanischestrasse,bus,"52.54630534791768, 13.343982606132034","['65', '89']",nan
9,19809,Afrikanischestrasse (Friedrich-Ebert-Siedlung),u-bahn,"52.560027777778,13.334633333333",['6'],Q559239
10,198010,Ahrensdorferstrasse,bus,"52.40904426274492, 13.359316733496573",['52'],nan
11,198011,"Ahrensfelde, Kirche",bus,"52.57532251281871, 13.576456279814597",['41'],nan
12,198012,Albertstrasse,bus,"52.4844490887776, 13.352821218973295",['48'],nan
13,198013,Alboinstrasse,bus,"52.45576600655153, 13.369901354003483",['25'],nan
14,198014,Alboinstrasse,bus,"52.46988352895753, 13.372100454061455",['65'],nan
15,198015,Albrechtstrasse,bus,"52.44699308706475, 13.342439352513631","['2', '81', '17', '30']",nan
16,198016,Albrechtstrasse,bus,"52.45654850047487, 13.322386656459386",['84'],nan
17,198017,Albrechtstrasse,bus,"52.461538575992826, 13.376822231146619",['96'],nan
18,198018,Alexanderplatz,bus,"52.5219449,13.4143847","['78', '9', '78E', '112']",nan
19,198019,Alexanderplatz,s-bahn,"52.521388888889,13.411944444444","['KBS 105', 'KBS 115', 'KBS 100', 'KBS 143', 'KBS 110']",Q111324700
20,198020,Alexanderplatz,u-bahn,"52.5214,13.4119","['E', 'A']",Q17173458
21,198021,Alexanderstrasse,bus,"52.51778540833277, 13.418077932963259",['79'],nan
22,198022,Alexandrinenstrasse,bus,"52.50514667360263, 13.4052810548807","['41', '29']",nan
23,198023,Allee der Kosmonauten,bus,"52.52596219227965, 13.519530561714028",['53'],nan
24,198024,Allee der Kosmonauten,strassenbahn,"52.5259894,13.5186756","['19', '17']",Q65683164
25,198025,Alsen-/Fregestrasse,bus,"52.46381573178922, 13.33148620356095",['2'],nan
26,198026,Alsen-/Fregstrasse,bus,"52.46374242546418, 13.331639020201665",['81'],nan
27,198027,Alt-Biesdorf,bus,"52.508805788386496, 13.558724778261455",['54'],nan
28,198028,Alt-Blankenburg,bus,"52.59317785157442, 13.454731457303565","['42', '31']",nan
29,198029,Alt-Gatow,bus,"52.48354259089879, 13.182970819429137",['34E'],nan
30,198030,Alt-Heiligensee,bus,"52.60510283029124, 13.209634214081166","['14E', '13', '14']",nan
31,198031,Alt-Karow,bus,"52.60931228539711, 13.481265848599735","['42', '31']",nan
32,198032,Alt-Lankwitz,bus,"52.43848298401557, 13.354194783337245",['81'],nan
33,198033,"Alt-Lankwitz, Dorfaue",bus,"52.43908382575332, 13.354417745001864",['81'],nan
34,198034,Alt-Lankwitz/Krankenhaus,bus,"52.43730490015878, 13.358440903360284",['96'],nan
35,198035,Alt-Lichtenrade,bus,"52.39426173436838, 13.41108129819545","['30', '79']",nan
36,198036,Alt-Mahlsdorf,strassenbahn,"52.5051992,13.6133347",['83'],Q66364530
37,198037,Alt-Mariendorf,bus,"52.43923357641858, 13.38166242974063","['11', '81']",nan
38,198038,Alt-Mariendorf,u-bahn,"52.4391,13.3877",['6'],Q262168
39,198039,Alt-Marienfelde,bus,"52.413385082183694, 13.36338063003787","['11', '52']",nan
40,198040,Alt-Marzahn,bus,"52.54208620315265, 13.563823392369315","['92', '54']",nan
41,198041,Alt-Moabit,bus,"52.52368883820615, 13.356893941995768",['24'],nan
42,198042,Alt-Moabit,bus,"52.52381231642733, 13.329817608488819",['1'],nan
43,198043,Alt-Moabit,bus,"52.52452711686722, 13.3496548557308",['16'],nan
44,198044,Alt-Müggelheim,bus,"52.41018331064196, 13.665897531850348",['27'],nan
45,198045,Alt-Pichelsdorf/Freybrücke,bus,"52.5122477912736, 13.200889215866068",['94'],nan
46,198046,Alt-Rudow,bus,"52.41770072121206, 13.49572951039219",['57'],nan
47,198047,Alt-Rüdersdorf,strassenbahn,"52.4664099,13.8054805",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66528564
48,198048,Alt-Schmöckwitz,strassenbahn,"52.3752767,13.649549",['86'],Q66459540
49,198049,Alt-Stralau,bus,"52.49250215076991, 13.477901745330643",['34'],nan
50,198050,Alt-Tegel/U-Bhf. Tegel,bus,"52.58989357817254, 13.283311087588116","['15', '20']",nan
51,198051,Alt-Tempelhof,u-bahn,"52.465952777778,13.385897222222",['6'],Q559212
52,198052,Alt-Wittenau,bus,"52.58973926240553, 13.334237941623051",['62'],nan
53,198053,Alt-Wittenau,bus,"52.59333225029317, 13.322111304991704","['22E', '21', '14']",nan
54,198054,"Alt-Wittenau, Kirche",bus,"52.591892471479916, 13.3264195185693",['15'],nan
55,198055,Alte Jakobstrasse,bus,"52.49899774675935, 13.395604260127172",['95'],nan
56,198056,Alte Jakobstrasse,bus,"52.50615421281323, 13.401681660371056","['41', '29']",nan
57,198057,Altenheim Hottengrund,bus,"52.44892366863784, 13.114237745947817",['35E'],nan
58,198058,Altglienicke,s-bahn,"52.4073,13.5588","['KBS 140', 'KBS 115']",Q4736651
59,198059,"Altglienicke, Kirche",bus,"52.421845729296805, 13.539407702079252",['23'],nan
60,198060,"Altglienicke, Kirche",strassenbahn,"52.421845729296805, 13.539407702079252",['84'],nan
61,198061,Am Falkenberg,strassenbahn,"52.41079970042163, 13.570452931545786",['84'],nan
62,198062,Am Friedrichshain,bus,"52.52873150888438, 13.424352760138131","['9', '32', '57', '40']",nan
63,198063,Am Graben,bus,"52.47903536411806, 13.17933172348599",['35'],nan
64,198064,Am Großen Wannsee,bus,"52.42052910509018, 13.167172834369081","['18', '3']",nan
65,198065,Am Heidefriedhof,bus,"52.43998235203173, 13.393010546456246",['81'],nan
66,198066,Am Juliusturm,bus,"52.539578710212595, 13.2054936901799","['55', '13'], ['97']","nan, nan"
67,198067,Am Kiesteich,bus,"52.551166212587965, 13.165323363657249",['5'],nan
68,198068,Am Kupfergraben,strassenbahn,"52.5194208,13.3953839","['70', '71', '46', '22']",Q65055027
69,198069,Am Nordgraben,bus,"52.588108073077045, 13.33987637535727","['12', '22']",nan
70,198070,Am Nordhafen,bus,"52.53868315849872, 13.363248409190426",['70'],nan
71,198071,Am Omnibushof,bus,"52.517897245023185, 13.18497677087069","['13', '35']",nan
72,198072,Am Pilz,bus,"52.64251497264632, 13.300908054411988",['15'],nan
73,198073,Am Rosenhag,bus,"52.52474356253909, 13.621775828105108","['44', '95']",nan
74,198074,Am Steinberg,bus,"52.55648144940878, 13.429306764151775","['45', '42', '31']",nan
75,198075,Am Steinberg,strassenbahn,"52.5585796,13.4333751",['71'],Q65103320
76,198076,Am Vierrutenberg,bus,"52.613535544271876, 13.343827205969221",['20'],nan
77,198077,Am Volkspark,bus,"52.483222065143515, 13.32036833862448",['86'],nan
78,198078,Amalienstrasse,bus,"52.430150812046016, 13.334039923561416",['96'],nan
79,198079,Amfortasweg,bus,"52.4458677095568, 13.324594238605897",['88'],nan
80,198080,Amrumerstrasse,bus,"52.5462955560136, 13.343933965140167",['16'],nan
81,198081,Amrumerstrasse (Rudolf-Virchow-Krankenhaus),u-bahn,"52.5425,13.350277777778",['9'],Q557577
82,198082,Amtgerichtsplatz,bus,"52.50682826380543, 13.295178534915353",['10'],nan
83,198083,Amtsgericht Charlottenburg,bus,"52.50571853839105, 13.295347400894903",['21'],nan
84,198084,An der Heilandsweide,bus,"52.41760670857809, 13.366580060034295","['11', '32']",nan
85,198085,An der Rehwiese,bus,"52.43422344388058, 13.199161827610604",['53'],nan
86,198086,An der Urania,bus,"52.50313263781954, 13.3499093331407",['29'],nan
87,198087,Anemonenstrasse,bus,"52.44348370546986, 13.593511422511465",['68'],nan
88,198088,Anhalter Bahnhof,s-bahn,"52.503055555556,13.381944444444","['KBS 153', 'KBS 152']",Q111324573
89,198089,Ankogelweg,bus,"52.419552813130366, 13.398328132078321",['79'],nan
90,198090,Annenstrasse,bus,"52.53180886397556, 13.55871869726003",['54'],nan
91,198091,Annenstrasse,bus,"52.53241578266354, 13.53767853161781",['43'],nan
92,198092,Antonplatz,strassenbahn,"52.5484803,13.4517416","['24', '20', '28', '72', '3', '70']",Q65548849
93,198093,Argentinische Allee,bus,"52.43767451883506, 13.23233406765131",['53'],nan
94,198094,Arkonaplatz,bus,"52.53753415367688, 13.401767623579223","['78', '78E']",nan
95,198095,Arnikaweg,bus,"52.43011081467595, 13.477429437980076",['41'],nan
96,198096,Arnimstrasse,bus,"52.55810653253893, 13.515860697561052",['39'],nan
97,198097,Aroser Allee,bus,"52.57376245122369, 13.351970705456408","['22', '14']",nan
98,198098,Aroser Allee,bus,"52.57376706520514, 13.35201441269534",['8'],nan
99,198099,Artur-Becker-Strasse,bus,"52.532128259520775, 13.441464475643278","['30', '54']",nan
100,1980100,Artur-Becker-Strasse,strassenbahn,"52.5325286,13.4406868","['19', '13', '21', '4']",Q65707391
101,1980101,Artur-Becker-Strasse Ecke Michelangelostrasse,bus,"52.54132663209953, 13.455252354589401",['57'],nan
102,1980102,Askanierring,bus,"52.545679974269035, 13.194267325495874",['63'],nan
103,1980103,Askanischer Platz,bus,"52.50447796179715, 13.38228227112231","['24', '75', '29']",nan
104,1980104,Attilaplatz,bus,"52.4554738213535, 13.375407117415186","['96', '25']",nan
105,1980105,Attilastrasse,bus,"52.44965106917626, 13.366909063216056",['33'],nan
106,1980106,Augsburgerstrasse,u-bahn,"52.500555555556,13.336388888889",['2'],Q667035
107,1980107,Auguste-Viktoria-Allee,bus,"52.569268504658915, 13.329801350092811",['62'],nan
108,1980108,Auguste-Viktoria-Krankenhaus,bus,"52.4590671738712, 13.348491313406196",['25'],nan
109,1980109,Ausstellungshallen,bus,"52.507560787103635, 13.276081957440764","['94', '4']",nan
110,1980110,BMW-Maschinenfabrik,bus,"52.537251895204555, 13.223205797129593",['55'],nan
111,1980111,BWF Marzahn,strassenbahn,"52.53886802247272, 13.533795479358202","['11', '12']",nan
112,1980112,Baerwaldstrasse,bus,"52.49400261608628, 13.402912697183803",['95'],nan
113,1980113,Bahnhof,bus,"52.39260379531954, 13.5173267347486",['361'],nan
114,1980114,Barbarossastrasse,bus,"52.491919179981245, 13.345139286455641",['85'],nan
115,1980115,Barfusstrasse,bus,"52.554307201956135, 13.345153941265151",['12'],nan
116,1980116,Barnetstrasse,bus,"52.39384206889992, 13.406703683360332",['76E'],nan
117,1980117,Baselerstrasse,bus,"52.43781528112191, 13.295405618271035",['84'],nan
118,1980118,Baumschulenstrasse,bus,"52.460823690124585, 13.503654622533428","['65', '66']",nan
119,1980119,Baumschulenweg,s-bahn,"52.4675,13.489722","['KBS 141', 'KBS 115', 'KBS 142', 'KBS 110', 'KBS 140']",Q324336
120,1980120,Baußnernweg,bus,"52.40552764373322, 13.356400744655776",['52'],nan
121,1980121,Bayerischer Platz,u-bahn,"52.488333333333,13.340277777778","['7', '4']",Q668574
122,1980122,Bayernring,bus,"52.48253685459361, 13.381049547471969",['96'],nan
123,1980123,Bayreutherstrasse,bus,"52.50163998582795, 13.343660724504073","['9', '69']",nan
124,1980124,Behring-Krankenhaus,bus,"52.42410894567823, 13.251764544509987",['10'],nan
125,1980125,Bellevue,s-bahn,"52.52,13.348055555556",['KBS 156'],Q374018
126,1980126,Belßstrasse,bus,"52.42719908422464, 13.365826813492008","['30', '32']",nan
127,1980127,Bendastrasse,bus,"52.46695300094916, 13.436394446161026",['65'],nan
128,1980128,Bergfelde (b Bln),s-bahn,"52.6702,13.3203",['KBS 140'],Q4891640
129,1980129,Berghof,strassenbahn,"52.4735431,13.7613062",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66550988
130,1980130,Berghof-Weiche,strassenbahn,"52.4733349,13.7520292",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66550992
131,1980131,Bergstrasse,bus,"52.4586368537812, 13.339246302632247","['2', '75', '81']",nan
132,1980132,Berkaerstrasse,bus,"52.48209270683341, 13.281182952838728","['60', '17']",nan
133,1980133,Berkaerstrasse/ Elsterplatz,bus,"52.479165109956405, 13.28576620114883",['50'],nan
134,1980134,Berlichingenstrasse,bus,"52.52781016393892, 13.324880288269696","['70', '89']",nan
135,1980135,Berlinerstrasse,bus,"52.435083319419306, 13.260410168709265","['60', '48', '10', '1']",nan
136,1980136,Berlinerstrasse,bus,"52.44187339521801, 13.282703313467785",['11'],nan
137,1980137,Berlinerstrasse,bus,"52.48854918541416, 13.307631571116701","['50', '21']",nan
138,1980138,Berlinerstrasse,u-bahn,"52.487222222222,13.330833333333","['9', '7']",Q637739
139,1980139,Berlinickeplatz,bus,"52.46607292094852, 13.378516406213421","['65', '96']",nan
140,1980140,Bernau (b Bln),s-bahn,"52.6763,13.5931",['KBS 141'],Q479789
141,1980141,Bernauerstrasse,bus,"52.40127283182526, 13.411771545988342",['79'],nan
142,1980142,Bernauerstrasse Ecke Wollinerstrasse,bus,"52.53976704920815, 13.4015980999198",['61'],nan
143,1980143,Bernhard-Beyer-Strasse,bus,"52.391758854827614, 13.13183862470428",['18'],nan
144,1980144,Bernkastelerstrasse,bus,"52.557002071967496, 13.466894624996348",['45'],nan
145,1980145,Bernkastelerstrasse,strassenbahn,"52.55700474140414, 13.467005851524313",['28'],nan
146,1980146,Besarinstrasse,strassenbahn,"52.52639219393025, 13.44755936273526",['17'],nan
147,1980147,Betriebsbhf. Rummelsburg,s-bahn,"52.4939,13.4978",['KBS 105'],Q829009
148,1980148,Betriebsbhf. Schöneweide,s-bahn,"52.44676,13.52391","['KBS 141', 'KBS 140', 'KBS 115', 'KBS 110']",Q4526101
149,1980149,Beusselstrasse,bus,"52.53293844477406, 13.328446253301122","['99', '89']",nan
150,1980150,Beusselstrasse,bus,"52.538162816205364, 13.326153362098783",['65'],nan
151,1980151,Beusselstrasse/Goerdelerdamm,bus,"52.538207243690735, 13.326140120191338",['23'],nan
152,1980152,Bhf. Ahrensfelde,bus,"52.571313719653176, 13.566341546222308",['41'],nan
153,1980153,Bhf. Alexanderplatz,bus,"52.52074877770386, 13.412147230655155",['57'],nan
154,1980154,Bhf. Frankfurter Allee,strassenbahn,"52.5138037,13.4773772",['3'],Q65948557
155,1980155,Bhf. Friedrichstrasse,bus,"52.5205606637086, 13.388231915342985","['78', '57']",nan
156,1980156,Bhf. Friedrichstrasse,strassenbahn,"52.5192805,13.3884107","['70', '46', '22']",Q65095382
157,1980157,Bhf. Jungfernheide,bus,"52.530138785889896, 13.296018817180764",['9'],nan
158,1980158,Bhf. Karlshorst,bus,"52.481331,13.5254433",['96'],nan
159,1980159,Bhf. Karlshorst,strassenbahn,"52.481331,13.5254433","['19', '17']",Q65952829
160,1980160,Bhf. Lichtenberg,bus,"52.51086483639184, 13.499794165236494","['112', '54', '93', '30', '8']",nan
161,1980161,Bhf. Lichtenberg,strassenbahn,"52.5123603,13.4977547","['15', '20']",Q66013733
162,1980162,Bhf. Schönefeld,bus,"52.38192403313463, 13.511545079208773",['36'],nan
163,1980163,Bhf. Schöneweide,bus,"52.45374952013775, 13.510200397684477","['47', '62', '65', '66', '67']",nan
164,1980164,Bhf. Schöneweide,strassenbahn,"52.4553413,13.5110449","['85', '26', '25', '17']",Q65950245
165,1980165,Bhf. Schönhauser Allee,strassenbahn,"52.5493619,13.4135734","['49', '22']",Q65088013
166,1980166,Biesdorf,s-bahn,"52.5131,13.5554",['KBS 100'],Q4892357
167,1980167,"Biesdorf, Karl-Maron-Strasse",strassenbahn,"52.5339076,13.5526731",['18'],Q65681667
168,1980168,"Biesdorf-Süd, Köpenickerstrasse",bus,"52.50540750631891, 13.561822203827356",['35'],nan
169,1980169,Bingerstrasse,bus,"52.47860731690142, 13.309520331957327",['60'],nan
170,1980170,Birkbuschstrasse,bus,"52.442446070952045, 13.33208709992057",['17'],nan
171,1980171,Birkbuschstrasse,bus,"52.452746371165205, 13.319710019070339","['85', '88']",nan
172,1980172,Birkenstrasse,bus,"52.53079718877779, 13.347189131007013",['70'],nan
173,1980173,Birkenstrasse,u-bahn,"52.532222222222,13.341388888889",['9'],Q555998
174,1980174,Birkenwerder,s-bahn,"52.6885,13.2888",['KBS 140'],Q2343634
