,line_id,stop_name,stop_order,stop_id
0,19801,"Moabit, Waldstrasse",0,1980936
1,19801,Turmstrasse,1,19801472
3,19801,Alt-Moabit,2,198042
5,19801,Franklinstrasse,3,1980389
6,19801,Otto-Suhr-Allee,4,19801040
7,19801,Bismarckstrasse,5,1980176
11,19801,Kantstrasse,6,1980684
13,19801,Kurfürstendamm,7,1980768
14,19801,Olivaer Platz,8,19801006
15,19801,U-Bhf. Konstanzerstrasse,9,19801512
16,19801,U-Bhf. Fehrbelliner Platz,10,19801491
17,19801,U-Bhf. Blissestrasse,11,19801483
18,19801,Hildegardstrasse,12,1980584
19,19801,Laubacherstrasse,13,1980808
20,19801,U-Bhf. Breitenbachplatz,14,19801485
21,19801,U-Bhf. Dahlem-Dorf,15,19801487
22,19801,Pacelli-/Thielallee,16,19801043
23,19801,Königin-Luise-Strasse,17,1980785
24,19801,U-Bhf. Oskar-Helene-Heim,18,19801531
25,19801,Winfriedstrasse,19,19801669
26,19801,Berlinerstrasse,20,1980135
29,19801,Rathaus Zehlendorf,21,19801144
30,19801,Hampsteadstrasse,22,1980529
32,19801,Wismarerstrasse,23,19801673
33,19801,"Lichterfelde, Lindenstrasse",24,1980851
34,19802,Haselhorster Damm,0,1980537
35,19802,Gartenfelderstrasse,1,1980427
37,19802,Paulsternstrasse,2,19801067
38,19802,Nonnendammallee,3,1980989
39,19802,U-Bhf. Rohrdamm,4,19801541
40,19802,Fürstenbrunner Weg/Friedhof,5,1980422
42,19802,Spandauer Damm,6,19801363
43,19802,U-Bhf. Kaiserdamm,7,19801508
44,19802,ICC/Omnibusbahnhof,8,1980634
45,19802,Dernburgstrasse,9,1980281
46,19802,Amtgerichtsplatz,10,198082
47,19802,Kurfürstendamm,11,1980768
48,19802,Henriettenplatz,12,1980562
49,19802,Rathenauplatz,13,19801146
50,19802,Herbertstrasse/BSC-Sportplatz,14,1980563
51,19802,Elsterplatz,15,1980331
52,19802,Hundekehlestrasse,16,1980622
53,19802,Königen-Luise-Strasse/Museum Dahlem,17,1980783
54,19802,U-Bhf. Thielplatz,18,19801557
55,19802,Corrensplatz,19,1980269
56,19802,Berlinerstrasse,20,1980135
59,19802,Teltower Damm,21,19801442
60,19802,Rathaus Zehlendorf,22,19801144
61,19802,Behring-Krankenhaus,23,1980124
62,19802,"Zehlendorf-Süd, Sachtlebenstrasse Ecke Lupsteiner Weg",24,19801697
63,19803,Dahlem Waldfriedhof,0,1980273
64,19803,U-Bhf. Oskar-Helene-Heim,1,19801531
65,19803,Garystrasse,2,1980429
66,19803,Corrensplatz,3,1980269
68,19803,Berlinerstrasse,4,1980136
70,19803,Adolf-Martens-Strasse,5,19806
73,19803,Drakestrasse,6,1980301
74,19803,Gardeschützenweg,7,1980426
75,19803,Hindenburgdamm/Wiesenbaude,8,1980587
77,19803,Ostpreußendamm,9,19801035
78,19803,Marienstrasse/Königswarter Krankenhaus,10,1980916
80,19803,Morgensternstrasse,11,1980945
81,19803,Kranoldplatz,12,1980757
83,19803,Hildburghauserstrasse,13,1980583
84,19803,Marienfelder Allee,14,1980914
85,19803,Alt-Marienfelde,15,198039
86,19803,An der Heilandsweide,16,198084
87,19803,Stegerwaldstrasse,17,19801393
88,19803,Hranitzkystrasse,18,1980617
90,19803,Daimlerstrasse,19,1980277
91,19803,Wilhelm-von-Siemens-Strasse,20,19801651
92,19803,Alt-Mariendorf,21,198037
93,19803,U-Bhf. Alt-Mariendorf,22,19801479
94,19804,S-Bhf. Marzahn,0,19801239
95,19804,BWF Marzahn,1,1980111
97,19804,Rhinstrasse,2,19801173
98,19804,Genslerstrasse,3,1980446
99,19804,Zechlinerstrasse,4,19801695
100,19804,Mittelstrasse,5,1980934
102,19804,Ho-Chi-Minh-Strasse,6,1980593
103,19804,S-Bhf. Leninallee,7,19801235
104,19804,Dimitroffstrasse,8,1980290
107,19804,Leninplatz,9,1980826
108,19804,Hans-Beimler-Strasse,10,1980531
109,19804,U-Bhf. Rosa-Luxemburg-Platz,11,19801543
