Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
405,Gehsenerstrasse,bus,['27'],"52.46321577871702, 13.58365868698432",,,
406,Geibelstrasse,bus,['28'],"52.49351434160696, 13.405865390190371",nan,['28'],nan
407,Geibelstrasse/Urban-Krankenhaus,bus,['95'],"52.49479123527596, 13.406648041036469",nan,['95'],nan
408,Gemeinde-Zentrum,bus,['22'],"52.59643859073574, 13.351715376359108",,,
409,Gemeindefriedhof,bus,['61'] ; ['14E'],"52.57293803082037, 13.34166243791318 ; 52.59833165955323, 13.215509615640908",,,
410,Gemeindezentrum,bus,['62'],"52.59650422528956, 13.352130648813059",nan,['62'],nan
411,Genfenbergstrasse,bus,['97'],"52.51750221401804, 13.197731492020262",nan,['97'],nan
412,Genferstrasse,bus,['8'],"52.56900243790613, 13.356352056641578",,,
413,Genslerstrasse,bus,"['54', '48']","52.53422697165157, 13.496979463218665",,,
414,Genslerstrasse,strassenbahn,"['11', '12']","52.5343884,13.4948777",Q65640299,,
415,Gersdorfstrasse,bus,['33'],"52.4497135211621, 13.366843463731259",nan,['33'],nan
416,Gesundbrunnen,s-bahn,"['KBS 153', 'KBS 152']","52.548611111111,13.389444444444",Q111239092,"['KBS 104', 'KBS 105', 'KBS 100', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e+ ['KBS 100e', 'KBS 100', 'KBS 100d', 'KBS 100a', 'KBS 100c']+ ['KBS 150', 'KBS 158', 'KBS 152', 'KBS 154', 'KBS 153']",nan+ nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ nan+ nan
417,Gesundbrunnen,u-bahn,['8'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ ['D']+ D+ D+ D+ ['8']+ ['8'],nan+ nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ nan+ nan
418,Geygerstrasse,bus,['95'],"52.47976469123224, 13.444053924636787",nan,['95'],nan
419,Giesensdorferstrasse,bus,['86'],"52.42400068709971, 13.31440991636864",,,
420,Gitschinerstrasse,bus,['41'],"52.49813710118797, 13.39367521589463",,,
421,Gleisdreieck,u-bahn,['1'],"52.49952,13.37409",Q678372,"['A']+ ['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II+ ['1', '2']+ ['2', '1']",nan+ nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck+ nan+ nan
422,Glienicke Gutshof,bus,['34'],"52.47526152065717, 13.120610836844609",nan,['34'],nan
423,"Glienicke, Kirche",bus,['7'],"52.63062737184449, 13.312861916755343",,,
424,Glienicker Brücke,bus,['6'],"52.413474089031965, 13.091235881924467",nan,['A6']+ A6+ A6+ A6+ ['A6']+ ['A6']+ ['6'],nan+ Glienicker Brücke+ Glienicker Brücke+ Glienicker Brücke+ nan+ nan+ nan
425,Glienicker Weg,bus,['23'],"52.42911840822696, 13.550747599297186",,,
426,Gliensteig,bus,['63'],"52.55955215458691, 13.177291674100829",,,
427,Gitschinerstrasse,bus,['95'],"52.49835268572559, 13.395892294792292",,,
428,Gneisenaustrasse,u-bahn,['7'],"52.491388888889,13.395555555556",Q668618,['C']+ ['7'],nan+ nan
429,Goebelplatz,bus,['23'],"52.53812718171093, 13.27991414794248",nan,"A65+ A65+ A65+ ['A88', 'A65']+ ['A23']+ ['23']",Goebelplatz+ Goebelplatz+ Goebelplatz+ nan+ nan+ nan
430,Goebenstrasse,bus,"['84', '75', '48'] ; ['19']","52.49432104446879, 13.361075538452589 ; 52.49352617261973, 13.366079955859773",,,
431,Goerzallee,bus,"['85', '53']","52.42198671722762, 13.298478688518832",,,
432,Goethepark,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.470862,13.6885591",Q66564231,,
433,Goethestrasse,bus,['76E'],"52.40437395250698, 13.406194791584095",nan,"S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['A76']+ ['76E', '76']",nan+ nan+ nan
434,Goethestrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],"52.4555753,13.7263905",Q66980872,,
435,Gorkistrasse,bus,['20'],"52.59059426195262, 13.292011153010927",nan,A15+ A15+ ['20'],nan+ nan+ nan
436,Gotenstrasse,bus,['65'],"52.47544911672171, 13.359851155294415",nan,"['73', '74', '65']",nan
437,Gotthardstrasse,bus,"['8', '64']","52.56628742362028, 13.339139315236876",,,
438,Gottlieb-Dunkel-Strasse,bus,['25'],"52.46047500564911, 13.417979057824004",nan,"A25+ ['73', '25', '77']",Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg+ nan
439,Gotzkowskystrasse,bus,['23'],"52.527175382748375, 13.33054791755954",nan,"A24+ ['86']+ ['23', '24', '72', '70']",nan+ nan+ nan
440,Grabensprung,bus,['35'],"52.49796135202633, 13.55542240450611",,,
441,Gradestrasse,bus,['25'],"52.45253783133086, 13.4330277622881",nan,"['A41']+ ['73', '25']",nan+ nan
442,Grazer Platz,bus,['25'],"52.46736105632026, 13.34759164871014",nan,"A25+ A25+ A83,A25+ ['A25', 'A83']+ ['A83', 'A25']+ ['83']+ ['25']",Grazer Platz+ Grazer Platz+ Grazer Platz+ nan+ nan+ nan+ nan
443,Greifswalderstrasse,bus,"['44'] ; ['56']","52.530034573162204, 13.626829299933483 ; 52.54129394662311, 13.438891154043352",,,
444,Greifswalderstrasse,s-bahn,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']","52.539722222222,13.439444444444",Q439246,,
445,Greifswalderstrasse,strassenbahn,"['13', '21', '4']","52.5364975,13.4334045",Q65548960,,
446,Grellstrasse,bus,['56'],"52.54566404757848, 13.427807153394088",,,
447,Greinerstrasse/Dederingstrasse,bus,['81'],"52.43670205861796, 13.37209191098168",nan,['81'],nan
448,Grenadierstrasse,bus,"['80', '31', '5']","52.530981925368565, 13.205371761701368",nan,"A31,A5+ A5,A31+ A31+ ['80', '31', '5']",Grenadierstrasse Ecke Grunewaldstrasse+ Grenadierstrasse Ecke Grunewaldstrasse+ Grenadierstrasse Ecke Grunewaldstrasse+ nan
449,Grenzallee,bus,['65'],"52.47029008909428, 13.464648179097418",nan,"['95', '65']+ ['41']",nan+ nan
450,Grenzallee,u-bahn,['7'],"52.463333333333,13.443888888889",Q571836,['C']+ ['C I']+ ['C I']+ C I+ C I+ C I+ ['7']+ ['7'],nan+ nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee+ nan+ nan
451,Grimmelshausenstrasse,bus,['35E'],"52.45303649357869, 13.127161227036714",nan,['35E'],nan
452,Grimmstrasse,bus,['95'] ; ['76E'],"52.49189559637106, 13.412879626389314 ; 52.398478487745884, 13.406451050741552",,,
453,Gritznerstrasse,bus,['33'],"52.46438146098689, 13.316483335491945",nan,A32+ ['33'],nan+ nan
454,Grottkauerstrasse,bus,['60'],"52.52747689361331, 13.606500303391726",,,
455,Groß-Glienicker Weg,bus,"['34', '35', '34E']","52.48314168800522, 13.182649808839098",,,
456,Groß-Ziethener-Ch.,bus,['57'],"52.410472559817045, 13.479414283129158",,,
457,Groß-Ziethener-Strasse,bus,['79'],"52.39430930301034, 13.411034857603847",nan,['82'],nan
458,Großbeerenstrasse,bus,['24'] ; ['19'],"52.49899269436089, 13.385321352334506 ; 52.49366889465351, 13.383531559754024",,,
459,Großer Stern,bus,"['16', '69']","52.51471344339627, 13.349987328429489",,,
460,Grumbkowstrasse,bus,['33'],"52.59081479417949, 13.419895078886073",nan,['33'],nan
461,Grunewald Fontanestrasse,bus,['17'],"52.48764743893716, 13.263943281681717",,,
462,Grunewald,s-bahn,['KBS 156'],"52.4892,13.2614",Q457266,['KBS 101']+ ['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 100h+ ['KBS 100h']+ ['KBS 156'],nan+ nan+ nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station+ nan+ nan
463,Grunewald Roseneck,bus,"['50', '19']","52.475832942010044, 13.282326941329416",nan,['50'],nan
464,"Grunewald, Roseneck",bus,['29'],"52.47580089902253, 13.282411270445099",nan,['29'],nan
465,Grunewaldstrasse,bus,['85'],"52.48907804007202, 13.345000249198607",nan,"A73+ A73+ ['73', '85', '16']",nan+ nan+ nan
466,Grätzwalde,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.4738933,13.7134019",Q66552987,,
467,Grünau,s-bahn,"['KBS 141', 'KBS 110']","52.4122,13.5746",Q324777,,
468,Grünbergallee,s-bahn,"['KBS 140', 'KBS 115']","52.3992,13.5416",Q5612896,"['KBS 103a', 'KBS 106a']+ ['KBS 140', 'KBS 115']+ ['140']",nan+ nan+ nan
469,Grünbergerstrasse,strassenbahn,['4'],"52.5122359,13.452609",Q65706239,,
470,Grüner Weg,bus,"['41', '25']","52.42955863550208, 13.453590733350595",nan,"A25,A52+ A25,A52+ A52+ ['41', '25']",Grüner Weg Ecke Johannisthaler Chaussee+ Grüner Weg Ecke Johannisthaler Chaussee+ Grüner Weg Ecke Johannisthaler Chaussee+ nan
471,Grünhofer Weg,bus,"['80', '31']","52.534302716812704, 13.18775030784576",nan,"['80', '31']",nan
472,Grünstrasse,strassenbahn,"['26', '86', '84', '21', '85', '83']","52.44496772124069, 13.574134773392572",,,
473,Strassenbahn-Betriebshof,strassenbahn,['83'],"52.4399134,13.5817824",Q66370900,,
474,Gustav-Müller-Platz,bus,['84'],"52.483564682706586, 13.361433684488112",nan,['84'],nan
475,Gutshof Marienfeld,bus,['52'],"52.408557224431995, 13.376664128444137",nan,['52'],nan
476,Göllweg,bus,['76E'],"52.419168041416384, 13.398459522103638",nan,['76E'],nan
477,Görlitzer Bahnhof (Oranienstrasse),u-bahn,['1'],"52.4992,13.428",Q597759,,
478,Güntzelstrasse,bus,['60'],"52.49154575346882, 13.323206588873013",nan,A60+ A60+ ['60'],nan+ nan+ nan
479,Güntzelstrasse,u-bahn,['9'],"52.49194,13.33083",Q571563,['9'],nan
480,Güterbahn Ruhleben,bus,"['80', '31', '5', '35']","52.528463786145274, 13.221054867506954",,,
481,Habichtstrasse/Strandbad,bus,['14E'],"52.58584168347821, 13.2325834411171",,,
482,Habichtswald,bus,['34E'],"52.47956121753944, 13.142152412425958",nan,['34E'],nan
483,Hackbuschstrasse,bus,['31'],"52.53959956967987, 13.150244533066292",nan,A31+ A31+ A31+ ['31'],Hackbuschstrasse Ecke Torstrasse+ Hackbuschstrasse Ecke Torstrasse+ Hackbuschstrasse Ecke Torstrasse+ nan
484,Hackerscher Markt,strassenbahn,['20'],"52.5238354,13.402603",Q65094590,,
485,Hackescher Markt,strassenbahn,"['15', '24', '71', '63', '72', '49']","52.5238354,13.402603",Q65094590,,
486,"Hackescher Markt""",strassenbahn,['28'],"52.5238354,13.402603",Q65094590,,
487,Hagenplatz,bus,['17'],"52.483382973651, 13.265818700272884",nan,"['A19', 'A17']+ A17,A19+ A19,A17+ A17,A19+ ['A19', 'A17']+ ['A19']+ ['17']",nan+ Hagenplatz+ Hagenplatz+ Hagenplatz+ nan+ nan+ nan
488,Hakenfelde Aalemannufer,bus,['97'],"52.57317659817781, 13.217773260185606",nan,['97'],nan
489,Halemweg,bus,['23'],"52.53821272416298, 13.286713503416276",,,
490,Halemweg,u-bahn,['7'],"52.536666666667,13.286388888889",Q571025,,
491,Hallesches Tor,u-bahn,"['1', '6']","52.497777777778,13.391111111111",Q658302,"['B', 'C']+ ['B I', 'B II', 'C I']+ ['C I', 'B I', 'A II']+ C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II+ ['1', '6']+ ['6', '1']",nan+ nan+ nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor+ nan+ nan
492,Halskestrasse,bus,['17'],"52.449975911659585, 13.34671540590703",nan,"A33+ A33+ ['81', '33']",Halskestrasse Ecke Steglitzer Damm+ Halskestrasse Ecke Steglitzer Damm+ nan
493,Hamburger Platz,bus,"['45', '56']","52.555394187589414, 13.438973139463632",nan,"A45,A56+ A56,A55,A45+ A45,A56,A55+ ['A45', 'A56']+ ['45', '56']+ ['45', '56']",Hamburger Platz+ Hamburger Platz+ Hamburger Platz+ nan+ nan+ nan
494,Hampsteadstrasse,bus,['1'],"52.43082935146337, 13.259259141051635",,,
495,Hans-Beimler-Strasse,bus,['32'],"52.52515376382797, 13.419905951093401",nan,['9']+ ['32'],nan+ nan
496,Hans-Beimler-Strasse,strassenbahn,"['11', '63', '18']","52.5255473,13.4202755",Q65548984,,
497,Hans-Beimlerstrasse,strassenbahn,['15'],"52.5255473,13.4202755",Q65548984,,
498,Hansaplatz,u-bahn,['9'],"52.517777777778,13.342222222222",Q287552,G+ ['9']+ ['9'],nan+ nan+ nan
499,Harburger Weg,bus,"['80', '31']","52.53331049970506, 13.163165096763427",nan,"['80', '31']",nan
500,Hartlebenstrasse,strassenbahn,['25'],"52.4566822,13.6324878",Q66363202,['25'],nan
501,Hartmannsweiler Weg,bus,['53'],"52.43871188132932, 13.248833836243495",nan,A53+ A53+ A53+ ['53'],Hartmannsweiler Weg Ecke Fischerhüttenstrasse+ Hartmannsweiler Weg Ecke Fischerhüttenstrasse+ Hartmannsweiler Weg Ecke Fischerhüttenstrasse+ nan
502,Haselhorster Damm,bus,"['55', '13', '10']","52.54707556922512, 13.236790392928848",,,
503,Haupthalle,bus,"['9', '8']","52.55215743105169, 13.293862366303594",nan,"['9', '8']",nan
504,Hauptstrasse,bus,['4'],"52.48189961451138, 13.348451031942695",nan,"['58']+ ['73', '65', '74']",nan+ nan
505,Hauptstrasse,strassenbahn,"['13'] ; ['21']","52.49911536933863, 13.480658310279543 ; 52.50155559438059, 13.475250558286046",,,
506,Hausvogteiplatz,u-bahn,['A'],"52.513055555556,13.396666666667",Q656523,"['A I']+ ['A I']+ A I,A II+ A+ A+ ['A']+ ['A']+ ['A']",nan+ nan+ Hausvogteiplatz station+ Hausvogteiplatz station+ Hausvogteiplatz station+ nan+ nan+ nan
507,Havelblick,bus,['14E'],"52.60198867886582, 13.210115307087476",,,
508,"Havelhöhe, Krankenhaus",bus,"['34', '35']","52.46269634246782, 13.158668657391756",,,
509,Haydnstrasse,bus,['84'],"52.447125268727255, 13.315264231850549",nan,['84'],nan
510,Heckerdamm,bus,['23'],"52.53962816572025, 13.295048454368684",nan,"A21,A62+ A21,A62+ A62,A21+ ['23', '62']+ ['9']",Heckerdamm Ecke Kurt-Schumacher-Damm+ Heckerdamm Ecke Kurt-Schumacher-Damm+ Heckerdamm Ecke Kurt-Schumacher-Damm+ nan+ nan
511,Heerstrasse,bus,['34'] ; ['13'],"52.515448440041354, 13.184617989755766 ; 52.516681444146954, 13.179074894670572",,,
512,Heerstrasse Ecke Reimerweg,bus,['94'],"52.52185290480752, 13.154325747514633",nan,['94'],nan
513,Heerstrasse/Stadtgrenze,bus,['97'],"52.52866541956905, 13.122497644636924",nan,['97'],nan
514,Heidelberger Platz,u-bahn,['2'],"52.479808333333,13.313236111111",Q21777872,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']",nan+ nan+ nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz+ nan+ nan
515,Heiligensee,s-bahn,['KBS 153'],"52.6247,13.2292",Q800475,['KBS 105']+ ['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c']+ ['KBS 152'],nan+ nan+ nan+ Heiligensee station+ Heiligensee station+ Heiligensee station+ nan+ nan
516,Heiligenseestrasse,bus,"['13', '14']","52.61129233483152, 13.217409582039851",nan,"A14,A20+ A20,A14+ A20+ ['14', '13']",Heiligenseestrasse Ecke Karolinenstraße + Heiligenseestrasse Ecke Karolinenstraße+ Heiligenseestrasse Ecke Karolinenstraße+ nan
517,Heiligenseestrasse/Gabelung,bus,['20'],"52.59986227773425, 13.251985191364742",nan,['20'],nan
518,Heinersdorf,strassenbahn,['71'],"52.5725511,13.4371063",Q65096052,['73'],nan
519,"Heinersdorf, Kirche",bus,"['42', '31', '55']","52.568251990817764, 13.440484539756532",,,
520,"Heinersdorf, Kirche",strassenbahn,['71'],"52.5686908,13.4389053",Q65096107,['71']+ 71+ 71+ 71+ ['71']+ ['71']+ ['71'],nan+ Heinersdorf Kirche+ Heinersdorf Kirche+ Heinersdorf Kirche+ nan+ nan+ nan
521,Heinrich-Mann-Platz,bus,['45'],"52.57297246262195, 13.392146133350426",nan,"['A45']+ A45+ A55,A45+ A45,A55,A58+ ['A58', 'A45']+ ['45', '58']+ ['45']",nan+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ nan+ nan+ nan
522,Heinrich-Mann-Strasse,bus,['55'],"52.57112932974108, 13.398022674909079",,,
523,Hellersdorf,bus,['95'],"52.53960892831625, 13.5919553649653",,,
524,Hennigsdorferstrasse,bus,['14'],"52.62645591553446, 13.227536420581599",,,
525,Henriettenplatz,bus,"['29', '4', '19', '10', '69']","52.49701780222877, 13.290339505649852",,,
526,Herbertstrasse/BSC-Sportplatz,bus,['10'],"52.48592765814362, 13.284252743983183",nan,['10'],nan
527,Hermann-Duncker-Strasse,strassenbahn,"['21', '82']","52.4789566,13.5234316",Q65951921,,
528,Hermannplatz,bus,"['95', '41', '75']","52.48778872855567, 13.425393480017616",,,
529,Hermannplatz,u-bahn,"['8', '7']","52.48629,13.42455",Q658929,,
530,"Hermannplatz""",bus,['75'],"52.48778872855567, 13.425393480017616",,,
531,Hermannstrasse,bus,['65'],"52.46646251945033, 13.431890719360734",nan,['65'],nan
532,Hermannstrasse/U-Bhf. Boddinstrasse,bus,['4'],"52.48013245590942, 13.425241582806905",nan,['4'],nan
533,Hermsdorf,s-bahn,['KBS 152'],"52.6178,13.3069",Q263189,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154'],nan+ nan+ nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ nan+ nan
534,Hermsdorfer Damm,bus,"['15'] ; ['12', '12E']","52.599883148643556, 13.281299020234579 ; 52.622436342455615, 13.312864109919186",,,
535,Hermsdorfer Friedhof,bus,['15'],"52.62649354690516, 13.290747444282744",,,
536,Hermsdorferstrasse,bus,"['12', '14'] ; ['22']","52.59361417204346, 13.321244588114943 ; 52.604616135087134, 13.326600468324967",,,
537,Hertzbergplatz,bus,['95'],"52.477487105395774, 13.448598156816837",nan,A67+ A67+ A67+ ['A67']+ ['A67']+ ['95'],Hertzbergplatz+ Hertzbergplatz+ Hertzbergplatz+ nan+ nan+ nan
538,Herzbergstrasse,bus,['30'],"52.52658888540259, 13.490778333520318",nan,['O30']+ ['30'],nan+ nan
539,Herzbergstrasse,strassenbahn,"['12', '3', '29'] ; ['15', '20', '17']","52.52668864635021, 13.479824769123358 ; 52.52657851285749, 13.490537826697876",; Q65685127,,
540,Hessenwinkel,bus,['61'],"52.430136769038455, 13.730987779637607",,,
541,Heubnerweg,bus,['87'],"52.52334631976074, 13.288644133285885",nan,['87'],nan
542,Hildburghauserstrasse,bus,"['11', '2'] ; ['30']","52.41593912926577, 13.341726815502268 ; 52.4125084179002, 13.361394552947699",,,
543,Hildegardstrasse,bus,['1'],"52.48185906011362, 13.320391438761659",nan,A86+ ['A86']+ ['1'],nan+ nan+ nan
544,Hindenburgdamm,bus,['84'] ; ['88'],"52.43138305228653, 13.309681949641572 ; 52.45352507850236, 13.315671490206539",,,
545,Hindenburgdamm/Wiesenbaude,bus,['11'],"52.430495242672045, 13.31180861060395",,,
546,Hirschgarten,s-bahn,['KBS 105'],"52.4579,13.6032",Q4892435,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 102+ ['KBS 102']+ ['KBS 105']+ ['105'],nan+ nan+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ nan+ nan+ nan
547,Hirschgarten,strassenbahn,"['84', '25']","52.4518533,13.6006245",Q66360740,,
548,Hirtestrasse,strassenbahn,['86'],"52.46228517510202, 13.582989445330378",nan,86+ 86+ ['86']+ ['86'],nan+ nan+ nan+ nan
549,Ho-Chi-Minh-Strasse,bus,"['54', '48']","52.5330704220753, 13.4761025820549",,,
550,Ho-Chi-Minh-Strasse,strassenbahn,"['12', '11', '20', '63'] ; ['19', '18', '15']","52.53614337349791, 13.473491168269483 ; 52.52667662778445, 13.479846111733366",,,
551,Hochmeisterplatz,bus,['4'],"52.49468637986547, 13.301254684721862",nan,['A4']+ A4+ A4+ A4+ ['A4']+ ['A4']+ ['4'],nan+ Hochmeisterplatz+ Hochmeisterplatz+ Hochmeisterplatz+ nan+ nan+ nan
552,Hochschule für Ökonomie,strassenbahn,"['19', '17']","52.4927681,13.5266059",Q65952866,,
553,Hoeppnerstrasse,bus,['96'],"52.47246448756941, 13.377940520811295",nan,['96'],nan
554,Hoevelstrasse,bus,['62'],"52.44352585442774, 13.502982371335742",,,
555,Hohefeldstrasse,bus,['12E'],"52.626267554133165, 13.29937720159586",,,
556,Hohen Neuendorf (b Bln),s-bahn,['KBS 140'],"52.6684,13.287",Q4500489,KBS 104+ ['KBS 104']+ ['KBS 140']+ ['140'],nan+ nan+ nan+ nan
557,"Hohenschönhausen, Chemie-Handel",bus,['48'],"52.54635511419105, 13.519416309000189",,,
558,"Hohenschönhausen, Degnerstrasse",bus,['53'],"52.54984208715898, 13.49807918181441",,,
559,"Hohenschönhausen, Falkenbergerstrasse",strassenbahn,['70'],"52.5508672,13.5094994",Q65555882,,
560,"Hohenschönhausen, Gartenstadt",strassenbahn,['63'],"52.5508672,13.5094994",Q65555882,['63']+ 63+ 63+ ['63']+ ['63'],nan+ nan+ nan+ nan+ nan
561,Hohenschönhauserstrasse,strassenbahn,"['29', '20', '3']","52.5359329,13.4729468",Q65553684,,
562,Hohenstaufenstrasse,bus,['85'],"52.49444389446449, 13.345941313199432",nan,"['73', '85', '16']",nan
563,Hohenzollerndamm,bus,"['65', '50']","52.476835205459196, 13.28097752710442",,,
564,Hohenzollernplatz,u-bahn,['2'],"52.493888888889,13.325",Q571570,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']",nan+ nan+ nan+ Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz+ nan+ nan
565,Hohenzollernring,bus,"['55', '97', '56', '54']","52.55569430282622, 13.207589665448262",,,
566,Holländerstrasse,bus,"['8', '12', '12E']","52.565215912186005, 13.335535213908962",,,
567,Holländerstrasse/Friedhöfe,bus,['64'],"52.56208059904821, 13.35153256635908",nan,['64'],nan
568,Holteistrasse,bus,['30'],"52.50859353995203, 13.466288145839554",nan,O30+ ['30']+ ['30'],Holteistrasse+ nan+ nan
569,Holteistrasse,strassenbahn,"['13', '21']","52.5088235,13.465969",Q65675805,,
570,Holzhauserstrasse,bus,['15'],"52.587596015660594, 13.323924613516958",,,
571,Holzhauserstrasse,u-bahn,['6'],"52.575833333333,13.296111111111",Q557566,,
572,Hoppegarten (Mark),s-bahn,['KBS 100'],"52.5183,13.6734",Q15197357,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101']+ ['KBS 100']+ ['100'],nan+ nan+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station+ nan+ nan+ nan
573,Hotel,bus,['361'],"52.386411754827485, 13.510058655526867",,,
574,Hranitzkystrasse,bus,"['11', '32']","52.42251302643871, 13.370742695013",,,
575,Hultschiner Damm,bus,['8'],"52.47711373957008, 13.600598140620137",nan,['A8']+ A8+ A8+ ['A8']+ ['8']+ ['8'],nan+ nan+ nan+ nan+ nan+ nan
576,Humannplatz,strassenbahn,['70'],"52.5493627,13.4213646",Q65962652,70+ 70+ 70+ ['70']+ ['70']+ ['70'],Humannplatz+ Humannplatz+ Humannplatz+ nan+ nan+ nan
577,Humboldt-Krankenhaus,bus,['64'],"52.57241175917693, 13.347438523711851",nan,['A64']+ ['64'],nan+ nan
578,Humboldthain,s-bahn,"['KBS 153', 'KBS 152']","52.5451,13.3796",Q481276,"['KBS 104', 'KBS 105', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e', 'KBS 100d']+ ['KBS 154', 'KBS 153', 'KBS 152']",nan+ nan+ nan+ Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station+ nan+ nan
579,Hundekehlestrasse,bus,['10'],"52.47548162130776, 13.290308772196097",nan,A10+ A10+ A10+ ['10'],Hundekehlestrasse Ecke Warnemünder Strasse+ Hundekehlestrasse Ecke Warnemünder Strasse+ Hundekehlestrasse Ecke Warnemünder Strasse+ nan
580,Hutten-/Turmstrasse,bus,['23'],"52.52739659116741, 13.328686515745709",nan,['23'],nan
581,Huttenstrasse,bus,['24'],"52.52743600724727, 13.328636640111993",nan,"['24', '70']",nan
582,Huttenstrasse/Turmstrasse,bus,['89'],"52.52742057228689, 13.328649305337452",nan,['89'],nan
583,Händelplatz,bus,"['85', '84']","52.449992542295014, 13.315419307645962",nan,"A85,A84+ ['A85']+ ['A84', 'A85']+ ['85', '84']",nan+ nan+ nan+ nan
584,Hänselstrasse,bus,['67'],"52.47002488925071, 13.480826366857992",nan,['67'],nan
585,"Hönow, Dorf ; Thälmannstrasse",bus,['44'],"52.54518016764201, 13.638723222029224 ; 52.534521264143414, 13.631328653858786",,,
586,"Hönow, Nord",bus,['44'],"52.55708326027787, 13.633254033658826",nan,['A44'],nan
587,Hönower Wiesenweg,strassenbahn,"['13', '21', '82']","52.484276289226976, 13.505820970561828",,,
588,Hüttenweg,bus,['60'],"52.45351715177107, 13.272228537845908",,,
589,Hüttigpfad,bus,['23'],"52.53962429902484, 13.326765783829195",nan,['23'],nan
590,ICC/Ausstellungshallen,bus,"['69', '4']","52.50459502336341, 13.279503842419016",,,
591,ICC/Omnibusbahnhof,bus,"['65', '94', '10', '4']","52.50658970412032, 13.279680093135237",,,
592,IFA-Vertrieb,bus,['96'],"52.50272647424267, 13.505857698408706",,,
593,Illigstrasse,bus,['30'],"52.39764788718754, 13.385139222911588",nan,"['30', '82']",nan
594,Ilsenburgerstrasse,bus,['89'],"52.525749229554776, 13.30988310299495",,,
595,Im Fischgrund,bus,['12E'],"52.62965843509205, 13.294335908368284",,,
596,Indischestrasse,bus,['89'],"52.55400429683892, 13.35885680761456",,,
597,Innsbrucker Platz,bus,['65'],"52.478545508234895, 13.34405868604117",nan,"['A16']+ ['A48', 'A16', 'A4']+ A65,A4,A48,A16+ A75,A65,A4,A16,A48+ A16,A75,A84,A48,A4,A65,A83+ ['A48', 'A84', 'A83', 'A16', 'A65', 'A75']+ ['A48', 'A75', 'A65', 'A83', 'A85']",nan+ nan+ Innsbrucker Platz+ Innsbrucker Platz+ Innsbrucker Platz+ nan+ nan
598,Innsbrucker Platz (Hauptstrasse),u-bahn,['4'],"52.4786,13.3439",Q10275871,,
