Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
41,Alt-Rudow,bus,['57'],"52.41770072121206, 13.49572951039219",,,
42,Alt-Rüdersdorf,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.4664099,13.8054805",Q66528564,,
43,Alt-Schmöckwitz,strassenbahn,['86'],"52.3752767,13.649549",Q66459540,,
44,Alt-Stralau,bus,['34'],"52.49250215076991, 13.477901745330643",nan,['34']+ ['34'],nan+ nan
45,Alt-Tegel/U-Bhf. Tegel,bus,"['15', '20']","52.58989357817254, 13.283311087588116",nan,"['15', '20', '13']",nan
46,Alt-Tempelhof,u-bahn,['6'],"52.465952777778,13.385897222222",Q559212,['6']+ ['6'],nan+ nan
47,Alt-Wittenau,bus,"['22E', '21', '14'] ; ['62']","52.59333225029317, 13.322111304991704 ; 52.58973926240553, 13.334237941623051",,,
48,"Alt-Wittenau, Kirche",bus,['15'],"52.59234320289579, 13.326780429547306",nan,['15'],nan
49,Alte Jakobstrasse,bus,"['95'] ; ['41', '29']","52.49899774675935, 13.395604260127172 ; 52.50615421281323, 13.401681660371056",,,
50,Altenheim Hottengrund,bus,['35E'],"52.44892366863784, 13.114237745947817",nan,A35E+ ['A35E']+ ['35E'],nan+ nan+ nan
51,Altglienicke,s-bahn,"['KBS 140', 'KBS 115']","52.4073,13.5588",Q4736651,"['KBS 103a', 'KBS 106a']+ ['KBS 140', 'KBS 115']+ ['140', '115']",nan+ nan+ nan
52,"Altglienicke, Kirche",bus,['23'],"52.421845729296805, 13.539407702079252",nan,['A23']+ A23+ A23+ A23+ ['A23']+ ['23']+ ['23'],"nan+ Altglienicke, Kirche+ Altglienicke, Kirche+ Altglienicke, Kirche+ nan+ nan+ nan"
53,"Altglienicke, Kirche",strassenbahn,['84'],"52.421845729296805, 13.539407702079252",nan,84+ ['84']+ ['84']+ ['84'],nan+ nan+ nan+ nan
54,Am Falkenberg,strassenbahn,['84'],"52.41079970042163, 13.570452931545786",nan,84+ ['84']+ ['84']+ ['84'],nan+ nan+ nan+ nan
55,Am Friedrichshain,bus,"['9', '32', '57', '40']","52.52873150888438, 13.424352760138131",,,
56,Am Graben,bus,['35'],"52.47903536411806, 13.17933172348599",nan,['35'],nan
57,Am Großen Wannsee,bus,"['18', '3']","52.42052910509018, 13.167172834369081",,,
58,Am Heidefriedhof,bus,['81'],"52.43998235203173, 13.393010546456246",nan,['81'],nan
59,Am Juliusturm,bus,"['55', '13'] ; ['97']","52.539578710212595, 13.2054936901799",,,
60,Am Kiesteich,bus,['5'],"52.551166212587965, 13.165323363657249",nan,"['99', '5']",nan
61,Am Kupfergraben,strassenbahn,"['70', '71', '46', '22']","52.5194208,13.3953839",Q65055027,,
62,Am Nordgraben,bus,"['12', '22']","52.588108073077045, 13.33987637535727",,,
63,Am Nordhafen,bus,['70'],"52.53868315849872, 13.363248409190426",nan,"A70+ A70+ A70+ ['A90']+ ['83', '70', '90']",Am Nordhafen+ Am Nordhafen+ Am Nordhafen+ nan+ nan
64,Am Omnibushof,bus,"['13', '35']","52.517897245023185, 13.18497677087069",,,
65,Am Pilz,bus,['15'],"52.64251497264632, 13.300908054411988",nan,['A12']+ A15+ ['A15']+ ['A15'],nan+ nan+ nan+ nan
66,Am Rosenhag,bus,"['44', '95']","52.52474356253909, 13.621775828105108",,,
67,Am Steinberg,bus,"['45', '42', '31']","52.55648144940878, 13.429306764151775",,,
68,Am Steinberg,strassenbahn,['71'],"52.5585796,13.4333751",Q65103320,71+ 71+ 71+ ['71'],Am Steinberg+ Am Steinberg+ Am Steinberg+ nan
70,Am Vierrutenberg,bus,['20'],"52.613535544271876, 13.343827205969221",nan,['A35']+ ['A20']+ ['A20']+ ['20'],nan+ nan+ nan+ nan
71,Am Volkspark,bus,['86'],"52.483222065143515, 13.32036833862448",nan,A60+ A60+ A60+ ['86'],Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse+ nan
72,Amalienstrasse,bus,['96'],"52.430150812046016, 13.334039923561416",nan,['96'],nan
73,Amfortasweg,bus,['88'],"52.4458677095568, 13.324594238605897",nan,['88'],nan
74,Amrumerstrasse,bus,['16'],"52.5462955560136, 13.343933965140167",,,
75,Amrumerstrasse (Rudolf-Virchow-Krankenhaus),u-bahn,['9'],"52.5425,13.350277777778",Q557577,,
76,Amtgerichtsplatz,bus,['10'],"52.50682826380543, 13.295178534915353",nan,['10'],nan
77,Amtsgericht Charlottenburg,bus,['21'],"52.50571853839105, 13.295347400894903",nan,['A21']+ A21+ A21+ A21+ ['A21']+ ['21'],nan+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ nan+ nan
78,An der Heilandsweide,bus,"['11', '32']","52.41760670857809, 13.366580060034295",,,
79,An der Rehwiese,bus,['53'],"52.43422344388058, 13.199161827610604",nan,['53'],nan
80,An der Urania,bus,['29'],"52.50105115240182, 13.346687197381181",nan,A69+ ['29'],nan+ nan
81,Anemonenstrasse,bus,['68'],"52.44348370546986, 13.593511422511465",,,
82,Anhalter Bahnhof,s-bahn,"['KBS 153', 'KBS 152']","52.503055555556,13.381944444444",Q111324573,"['KBS 105a', 'KBS 103', 'KBS 104a']+ ['KBS 105', 'KBS 104', 'KBS 105b', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e', 'KBS 100d']+ ['KBS 154', 'KBS 153', 'KBS 152']",nan+ nan+ nan+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ nan+ nan
83,Ankogelweg,bus,['79'],"52.419552813130366, 13.398328132078321",,,
84,Annenstrasse,bus,['43'] ; ['54'],"52.53241578266354, 13.53767853161781 ; 52.53180886397556, 13.55871869726003",,,
85,Antonplatz,strassenbahn,"['24', '20', '28', '72', '3', '70']","52.5484803,13.4517416",Q65548849,,
86,Argentinische Allee,bus,['53'],"52.43767451883506, 13.23233406765131",nan,['53'],nan
87,Arkonaplatz,bus,"['78', '78E']","52.53753415367688, 13.401767623579223",,,
88,Arnikaweg,bus,['41'],"52.43011081467595, 13.477429437980076",,,
89,Arnimstrasse,bus,['39'],"52.55810653253893, 13.515860697561052",,,
90,Aroser Allee,bus,"['8'] ; ['22', '14']","52.57376706520514, 13.35201441269534 ; 52.57376245122369, 13.351970705456408",,,
91,Artur-Becker-Strasse,bus,"['30', '54']","52.532128259520775, 13.441464475643278",nan,"['30', '54', '56', '57']",nan
92,Artur-Becker-Strasse,strassenbahn,"['19', '13', '21', '4']","52.5325286,13.4406868",Q65707391,,
93,Artur-Becker-Strasse Ecke Michelangelostrasse,bus,['57'],"52.54132663209953, 13.455252354589401",,,
94,Askanierring,bus,['63'],"52.545679974269035, 13.194267325495874",nan,"A34+ A63,A35+ A34+ A35,A63+ ['A34']+ ['63']",Askanierring Ecke Falkenhagener Strasse +  Askanierring Ecke Falkenhagener Damm+ Askanierring Ecke Falkenhagener Strasse+ Askanierring Ecke Falkenhagener Damm+ nan+ nan
95,Askanischer Platz,bus,"['24', '75', '29']","52.50447796179715, 13.38228227112231",nan,"A29,A75,A24+ A24,A75,A29+ ['A29', 'A24', 'A75']+ ['A24']+ ['A29', 'A75']+ ['24', '75', '29']",nan+ nan+ nan+ nan+ nan+ nan
96,Attilaplatz,bus,"['96', '25']","52.4554738213535, 13.375407117415186",,,
97,Attilastrasse,bus,['33'],"52.44965106917626, 13.366909063216056",nan,"['76', '33']",nan
98,Augsburgerstrasse,u-bahn,['2'],"52.500555555556,13.336388888889",Q667035,,
99,Auguste-Viktoria-Allee,bus,['62'],"52.569268504658915, 13.329801350092811",nan,A62+ A62+ A62+ ['62'],Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ nan
100,Auguste-Viktoria-Krankenhaus,bus,['25'],"52.4590671738712, 13.348491313406196",nan,['25'],nan
101,Ausstellungshallen,bus,"['94', '4']","52.507560787103635, 13.276081957440764",,,
102,BMW-Maschinenfabrik,bus,['55'],"52.537251895204555, 13.223205797129593",,,
103,BWF Marzahn,strassenbahn,"['11', '12']","52.53886802247272, 13.533795479358202",,,
104,Baerwaldstrasse,bus,['95'],"52.49400261608628, 13.402912697183803",nan,['95'],nan
105,Bahnhof,bus,['361'],"52.39260379531954, 13.5173267347486",,,
106,Barbarossastrasse,bus,['85'],"52.491919179981245, 13.345139286455641",nan,"['73', '85']",nan
107,Barfusstrasse,bus,['12'],"52.554307201956135, 13.345153941265151",nan,"A12,A12S+ A12S+ ['12']",Barfusstrasse Ecke Müllerstrasse+ nan+ nan
108,Barnetstrasse,bus,['76E'],"52.39384206889992, 13.406703683360332",nan,['82'],nan
109,Baselerstrasse,bus,['84'],"52.43781528112191, 13.295405618271035",,,
110,Baumschulenstrasse,bus,"['65', '66']","52.460823690124585, 13.503654622533428",,,
111,Baumschulenweg,s-bahn,"['KBS 141', 'KBS 115', 'KBS 142', 'KBS 110', 'KBS 140']","52.4675,13.489722",Q324336,,
112,Baußnernweg,bus,['52'],"52.40552764373322, 13.356400744655776",,,
113,Bayerischer Platz,u-bahn,"['7', '4']","52.488333333333,13.340277777778",Q668574,,
114,Bayernring,bus,['96'],"52.48253685459361, 13.381049547471969",nan,['96'],nan
115,Bayreutherstrasse,bus,"['9', '69']","52.50163998582795, 13.343660724504073",,,
116,Behring-Krankenhaus,bus,['10'],"52.42410894567823, 13.251764544509987",nan,['A10']+ A10+ A10+ A10+ ['A10']+ ['A10']+ ['10'],nan+ Behring-Krankenhaus+ Behring-Krankenhaus+ Behring-Krankenhaus+ nan+ nan+ nan
117,Bellevue,s-bahn,['KBS 156'],"52.52,13.348055555556",Q374018,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g+ ['KBS 100g', 'KBS 100h']+ ['KBS 157', 'KBS 156']",nan+ nan+ nan+ Berlin Bellevue station+ Berlin Bellevue station+ Berlin Bellevue station+ nan+ nan
118,Belßstrasse,bus,"['30', '32']","52.42719908422464, 13.365826813492008",nan,"A83+ ['30', '32', '83']",nan+ nan
119,Bendastrasse,bus,['65'],"52.46695300094916, 13.436394446161026",nan,"['77', '65']",nan
120,Bergfelde (b Bln),s-bahn,['KBS 140'],"52.6702,13.3203",Q4891640,KBS 104+ ['KBS 104']+ ['KBS 140']+ ['140'],nan+ nan+ nan+ nan
121,Berghof,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.4735431,13.7613062",Q66550988,,
122,Berghof-Weiche,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.4733349,13.7520292",Q66550992,,
123,Bergstrasse,bus,"['2', '75', '81']","52.4586368537812, 13.339246302632247",,,
124,Berkaerstrasse,bus,"['60', '17']","52.48209270683341, 13.281182952838728",,,
125,Berkaerstrasse/ Elsterplatz,bus,['50'],"52.479165109956405, 13.28576620114883",,,
126,Berlichingenstrasse,bus,"['70', '89']","52.52781016393892, 13.324880288269696",,,
127,Berlinerstrasse,bus,"['48', '10'] ; ['60', '1'] ; ['11'] ; ['50', '21'] ","52.43516167594862, 13.263515766688993 ; 52.435083319419306, 13.260410168709265 ; 52.44187339521801, 13.282703313467785 ; 52.48854918541416, 13.307631571116701",,,
128,Berlinerstrasse,u-bahn,"['9', '7']","52.487222222222,13.330833333333",Q637739,,
129,Berlinickeplatz,bus,"['65', '96']","52.46607292094852, 13.378516406213421",,,
130,Bernau (b Bln),s-bahn,['KBS 141'],"52.6763,13.5931",Q479789,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106+ ['KBS 106']+ ['KBS 141']+ ['141'],nan+ nan+ Bernau bei Berlin station+ Bernau bei Berlin station+ Bernau bei Berlin station+ nan+ nan+ nan
131,Bernauerstrasse,bus,['79'],"52.40127283182526, 13.411771545988342",,,
132,Bernauerstrasse Ecke Wollinerstrasse,bus,['61'],"52.53976704920815, 13.4015980999198",,,
133,Bernhard-Beyer-Strasse,bus,['18'],"52.391758854827614, 13.13183862470428",,,
134,Bernkastelerstrasse,bus,['45'],"52.557002071967496, 13.466894624996348",,,
135,Bernkastelerstrasse,strassenbahn,['28'],"52.55700474140414, 13.467005851524313",nan,['75'],nan
136,Besarinstrasse,strassenbahn,['17'],"52.52639219393025, 13.44755936273526",,,
137,Betriebsbhf. Rummelsburg,s-bahn,['KBS 105'],"52.4939,13.4978",Q829009,['KBS 105']+ ['105'],nan+ nan
138,Betriebsbhf. Schöneweide,s-bahn,"['KBS 141', 'KBS 140', 'KBS 115', 'KBS 110']","52.44676,13.52391",Q4526101,,
139,Beusselstrasse,bus,"['99'] ; ['65', '89']","52.53293844477406, 13.328446253301122 ; 52.538162816205364, 13.326153362098783",,,
140,Beusselstrasse/Goerdelerdamm,bus,['23'],"52.538207243690735, 13.326140120191338",nan,['23'],nan
141,Bhf. Ahrensfelde,bus,['41'],"52.571313719653176, 13.566341546222308",nan,['A39']+ ['A46'],nan+ nan
142,Bhf. Alexanderplatz ; Deutsche Staatsoper,bus,['57'],"52.52074877770386, 13.412147230655155 ; 52.51738792599121, 13.39467182238642",,,
143,Bhf. Frankfurter Allee,strassenbahn,['3'],"52.5138037,13.4773772",Q65948557,3+ ['3'],nan+ nan
144,Bhf. Friedrichstrasse,bus,"['78', '57']","52.5205606637086, 13.388231915342985",nan,"['A9']+ A9,A57+ A57,A9+ A57,A9,A59+ ['A18', 'A57', 'A59']+ ['59', '57', '18']+ ['78', '57']",nan+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ nan+ nan+ nan
145,Bhf. Friedrichstrasse,strassenbahn,"['70', '46', '22']","52.5192805,13.3884107",Q65095382,,
146,Bhf. Jungfernheide,bus,['9'],"52.530138785889896, 13.296018817180764",nan,"['A21']+ A65,A21,A62+ A65,A21,A62+ A62",nan+ Bhf. Jungfernheide+ Bhf. Jungfernheide+ Bhf. Jungfernheide
147,Bhf. Karlshorst,bus,['96'],"52.481331,13.5254433",,,
148,Bhf. Karlshorst,strassenbahn,"['19', '17']","52.481331,13.5254433",Q65952829,,
149,Bhf. Lichtenberg,bus,"['112', '54', '93', '30', '8']","52.51086483639184, 13.499794165236494",,,
150,Bhf. Lichtenberg,strassenbahn,"['15', '20']","52.5123603,13.4977547",Q66013733,"['69']+ ['69']+ 69E,69+ 69+ 69,69E+ ['69', '69E']+ ['69']",nan+ nan+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ nan+ nan
151,Bhf. Schönefeld,bus,['36'],"52.38192403313463, 13.511545079208773",nan,"AZ+ ['A36']+ ['36']+ ['36', '36E']",nan+ nan+ nan+ nan
152,Bhf. Schöneweide,bus,"['47', '62', '65', '66', '67']","52.45374952013775, 13.510200397684477",,,
153,Bhf. Schöneweide,strassenbahn,"['85', '26', '25', '17']","52.4553413,13.5110449",Q65950245,,
154,Bhf. Schönhauser Allee,strassenbahn,"['49', '22']","52.5493619,13.4135734",Q65088013,,
155,Biesdorf,s-bahn,['KBS 100'],"52.5131,13.5554",Q4892357,['KBS 101']+ ['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101']+ ['KBS 100']+ ['100'],nan+ nan+ nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ nan+ nan+ nan
156,"Biesdorf, Karl-Maron-Strasse",strassenbahn,['18'],"52.5339076,13.5526731",Q65681667,,
157,"Biesdorf-Süd, Köpenickerstrasse",bus,['35'],"52.50540750631891, 13.561822203827356",,,
158,Bingerstrasse,bus,['60'],"52.47860731690142, 13.309520331957327",,,
159,Birkbuschstrasse,bus,"['85', '88'] ; ['17']","52.452746371165205, 13.319710019070339 ; 52.442446070952045, 13.33208709992057",,,
160,Birkenstrasse,bus,['70'],"52.53079718877779, 13.347189131007013",nan,['70'],nan
161,Birkenstrasse,u-bahn,['9'],"52.532222222222,13.341388888889",Q555998,G,nan
162,Birkenwerder,s-bahn,['KBS 140'],"52.6885,13.2888",Q2343634,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104']+ ['KBS 140']+ ['140'],nan+ nan+ nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station+ nan+ nan+ nan
163,Bismarckplatz,bus,['29'],"52.492064537089135, 13.28493897027407",nan,"['A7']+ ['A29']+ A69,A66,A29+ A29+ A29+ ['A29']+ ['A29']+ ['29']",nan+ nan+ Bismarckplatz+ Bismarckplatz+ Bismarckplatz+ nan+ nan+ nan
164,Bismarckstrasse,bus,"['17', '2' '30', '32', '81', '33', '75'] ; ['1'] ; ['21']","52.45104613779833, 13.337984178349748 ; 52.51213972539539, 13.31476635820591 ; 52.51156584388718, 13.305262677680595",,,
165,Bismarckstrasse,u-bahn,"['1', '7']","52.511388888889,13.305",Q686132,,
166,Björnsonstrasse,bus,['33'],"52.465537379031005, 13.313402757322454",nan,['33'],nan
167,Björnsonstrasse,strassenbahn,"['22', '3']","52.5537705,13.4138898",Q65076842,,
168,Blankenburg,s-bahn,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']","52.5915,13.4435",Q800469,,
169,Blankenfelde,bus,['7'],"52.61834588206829, 13.390559367661176",nan,['7'],nan
170,Blaschkoallee,bus,['41'],"52.452527739561745, 13.452132008638982",nan,['41'],nan
171,Blaschkoallee,u-bahn,['7'],"52.451944444444,13.449444444444",Q666911,C I+ ['7']+ ['7'],nan+ nan+ nan
172,Bleibtreustrasse,bus,"['9', '19', '29']","52.50162717169989, 13.319466346593028",nan,"A69+ ['9', '19', '29']",Bleibtreustrasse Ecke Kurfürstendamm+ nan
173,Blissestrasse,bus,['60'],"52.48376778578, 13.320278052796514",nan,['60'],nan
174,Blissestrasse,u-bahn,['7'],"52.486666666667,13.321944444444",Q571397,['7'],nan
175,Blumenstrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],"52.4494503,13.7594534",Q66977546,,
176,Blücherstrasse,bus,['95'],"52.494544810791446, 13.399589946762335",nan,['95'],nan
177,Boddinstrasse,u-bahn,['8'],"52.48,13.425277777778",Q819495,['D'],nan
178,Boelckestrasse,bus,['28'],"52.480786395990485, 13.377428055833606",nan,['28'],nan
179,"Bohnsdorf, Kirche",bus,['36'],"52.39948771402893, 13.555574431978044",nan,['A36']+ ['A36']+ AD/36+ AD/36+ A36+ ['A36']+ ['36']+ ['36'],"nan+ nan+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ nan+ nan+ nan"
180,"Bohnsdorf, Waldstrasse",bus,['38'],"52.389397192754984, 13.570666562153916",nan,"['A38']+ A38+ A38+ AD,A38+ ['AD/38']+ ['D/38']+ ['38']","nan+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ nan+ nan+ nan"
181,Borgsdorf,s-bahn,['KBS 140'],"52.7155,13.2764",Q4093486,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104']+ ['KBS 140']+ ['140'],nan+ nan+ nan+ Borgsdorf station+ Borgsdorf station+ Borgsdorf station+ nan+ nan+ nan
182,Bornholmerstrasse,bus,['89'],"52.5549426407197, 13.395363798814545",,,
183,Borsigwerke,u-bahn,['6'],"52.5819,13.2907",Q525185,"C I,C II+ C I+ C I+ ['6']+ ['6']",Borsigwerke+ Borsigwerke+ Borsigwerke+ nan+ nan
184,Boschpolerstrasse,bus,['43'],"52.5281225944603, 13.548869333486577",nan,['O37'],nan
185,Boschpolerstrasse,strassenbahn,['18'],"52.5273236,13.5486703",Q65681726,,
186,Boxhagenerstrasse,strassenbahn,['3'],"52.508620954574766, 13.466318705478798",nan,['3'],nan
187,Brandenburgplatz,strassenbahn,['25'],"52.4553193,13.5908277",Q66338590,,
188,Brauerei,strassenbahn,['84'],"52.44699265840037, 13.624251999339991",nan,"['84', '87']+ 84+ 84+ ['84']","nan+ Bölschestraße, Brauerei+ Bölschestraße, Brauerei+ nan"
189,Brandaustrasse,bus,['7'],"52.417146144238515, 13.386046989745367",,,
190,Breite-Strasse,bus,['78'],"52.5140675536693, 13.40574007426647",,,
191,Breitehornweg/Krankenhaus,bus,"['34', '35']","52.47044572189344, 13.169372570939597",,,
192,Breitenbachplatz,bus,['16'],"52.467219717443385, 13.309473490660878",nan,"['A32 (Obus)']+ ['A1', 'A32 (Obus)', 'A16']+ A16,A1,A32+ A1,A32,A16+ A1,A16,A32+ ['A1', 'A32', 'A16']+ ['A32', 'A1', 'A16']+ ['16']",nan+ nan+ Breitenbachplatz+ Breitenbachplatz+ Breitenbachplatz+ nan+ nan+ nan
193,Breitenbachplatz,u-bahn,['2'],"52.466388888889,13.308055555556",Q571339,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']",nan+ nan+ nan+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ nan+ nan
194,Breitenbachstrasse,bus,"['15', '22E', '21']","52.58199659447502, 13.305445353625542",nan,"['15', '22E', '21']",nan
195,Breitestrasse,bus,['30'] ; ['9'] ; ['32'],"52.45434970242913, 13.328273041731025 ; 52.5140675536693, 13.40574007426647 ; 52.45433337627122, 13.328234324102299",,,
196,Breitestrasse/Haydnstrasse,bus,['88'],"52.449642196356386, 13.323567575321938",,,
197,Breitscheidplatz,bus,"['9', '60', '19', '69']","52.504438063129996, 13.33564615707506",,,
198,Breitscheidstrasse,bus,['7'],"52.63978191539914, 13.317789778141295",,,
199,Breitscheidstrasse,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],"52.4685102,13.7928271",Q66531394,,
200,Briesener Weg,bus,['60'],"52.515989948329185, 13.609410940393886",,,
201,Britz-Süd,bus,['25'],"52.43697966573562, 13.448134256305682",nan,['25'],nan
202,Britz-Süd,u-bahn,['7'],"52.437777777778,13.448055555556",Q571845,C I+ ['7']+ ['7'],nan+ nan+ nan
