line_id,stop_order,stop_id
195671,0,1956113
195671,1,1956414
195671,2,1956885
195671,3,19561126
195671,4,1956515
195671,5,1956217
195671,6,1956852
195671,7,19561022
195671,8,1956629
195671,9,19561017
195671,10,19561215
195671,11,1956640
195672,0,1956934
195672,1,19561119
195672,2,1956994
195672,3,1956815
195672,4,19561009
195672,5,1956837
195672,6,195672
195672,7,1956854
195672,8,19561046
195672,9,1956556
195673,0,1956886
195673,1,1956414
195673,2,1956115
195673,3,1956503
195673,4,19561219
195673,5,1956618
195673,6,19561142
195673,7,1956199
195673,8,19561226
195673,9,1956731
195673,10,1956814
195673,11,1956162
195673,12,1956533
195673,13,19561235
195673,14,1956272
195673,15,19561069
195674,0,195633
195674,1,1956165
195674,2,195690
195674,3,1956222
195674,4,1956955
195674,5,1956313
195674,6,19561022
195674,7,1956988
195674,8,1956610
195674,9,1956612
195675,0,1956152
195675,1,195695
195675,2,1956538
195675,3,1956325
195675,4,1956154
195675,5,1956757
195675,6,195638
195675,7,1956658
195676,0,19561191
195676,1,1956752
195676,2,195628
195676,3,1956110
195676,4,19561013
195676,5,1956582
195676,6,1956936
195676,7,1956123
195676,8,1956655
195676,9,19561044
195676,10,195642
195676,11,1956573
195676,12,1956121
195676,13,19561100
195677,0,1956455
195677,1,1956931
195677,2,19561241
195677,3,1956794
195677,4,1956926
195677,5,1956315
195678,0,195631
195678,1,1956254
195678,2,19561230
195678,3,195631
195679,0,1956705
195679,1,1956377
195679,2,19561042
195679,3,1956856
195679,4,195619
195679,5,1956207
195679,6,1956393
195679,7,1956659
195679,8,1956817
195679,9,195646
195679,10,19561108
195679,11,19561105
195679,12,1956338
195679,13,19561069
195680,0,19561145
195680,1,19561087
195680,2,1956375
195680,3,1956421
195680,4,19561098
195680,5,1956165
195680,6,1956574
195680,7,195691
195680,8,195660
195680,9,1956457
195680,10,19561053
195680,11,19561203
195680,12,1956515
195680,13,1956174
195680,14,1956894
195680,15,1956384
195680,16,1956902
195680,17,195652
195680,18,19561072
195680,19,1956373
195680,20,1956381
195680,21,1956201
195680,22,1956339
195680,23,1956402
195681,0,1956916
195681,1,1956240
195681,2,19561144
195681,3,1956351
195681,4,1956917
195681,5,195670
195681,6,1956599
195681,7,1956237
195681,8,195620
195682,0,1956652
195682,1,1956271
195682,2,1956708
195682,3,19561234
195682,4,1956697
195682,5,19561105
195682,6,19561150
195682,7,19561121
195682,8,19561091
195682,9,1956672
195682,10,19561127
195682,11,1956948
195683,0,1956885
195683,1,1956480
195683,2,1956173
195683,3,1956115
195683,4,1956501
195683,5,19561219
195683,6,19561142
195683,7,1956199
195683,8,19561226
195683,9,1956660
195683,10,1956817
195683,11,195646
195684,0,1956855
195684,1,19561119
195684,2,19561118
195684,3,19561114
195684,4,1956164
195684,5,1956809
195684,6,1956137
195684,7,1956155
195684,8,1956854
195684,9,19561047
195685,0,1956935
195685,1,19561119
195685,2,1956993
195685,3,1956818
195685,4,1956163
195685,5,1956508
195685,6,1956639
195686,0,1956348
195686,1,1956282
195686,2,1956666
195686,3,1956277
195686,4,1956206
195686,5,1956850
195686,6,1956197
195686,7,1956145
195687,0,1956195
195687,1,1956852
195687,2,19561022
195687,3,1956610
195687,4,1956673
195687,5,1956681
195687,6,1956135
195688,0,1956149
195688,1,19561022
195688,2,1956151
195688,3,1956133
195688,4,1956521
195688,5,1956676
195689,0,1956998
195689,1,1956412
195689,2,1956850
195689,3,1956429
195689,4,1956350
195689,5,195662
195689,6,1956349
195689,7,1956722
195689,8,195614
195689,9,1956391
195690,0,1956355
195690,1,1956850
195690,2,1956429
195690,3,19561180
195690,4,1956350
195690,5,195662
195690,6,1956320
195690,7,1956722
195690,8,195615
195690,9,1956542
195691,0,1956914
195691,1,1956185
195691,2,1956304
195691,3,19561165
195691,4,1956969
195692,0,1956126
195692,1,1956334
195692,2,1956909
195692,3,1956246
195692,4,1956352
195692,5,195618
195693,0,19561164
195693,1,1956186
195693,2,1956649
195693,3,1956701
195693,4,1956914
195694,0,19561172
195694,1,1956172
195694,2,1956302
195694,3,1956468
195695,0,1956203
195695,1,1956862
195695,2,1956694
195695,3,1956417
195695,4,1956115
195695,5,1956465
195695,6,19561100
195695,7,1956219
195695,8,1956846
195695,9,1956490
195695,10,1956265
195695,11,1956512
195695,12,1956534
195695,13,19561101
195695,14,1956338
195695,15,19561093
195695,16,1956843
195695,17,1956316
195696,0,1956622
195696,1,19561031
195696,2,19561187
195696,3,1956353
195696,4,1956263
195696,5,1956692
195697,0,1956210
195697,1,1956644
195697,2,1956531
195697,3,19561033
195697,4,1956180
195697,5,1956439
195697,6,1956406
195697,7,1956774
195698,0,1956230
195698,1,1956693
195698,2,1956409
195698,3,1956910
195698,4,19561103
195699,0,1956484
195699,1,1956485
195699,2,195636
195699,3,1956920
1956100,0,1956386
1956100,1,195636
1956100,2,1956920
1956101,0,19561214
1956101,1,1956426
1956101,2,1956833
1956101,3,1956442
1956101,4,1956318
1956101,5,1956540
1956101,6,1956823
1956101,7,1956703
1956101,8,1956871
1956101,9,19561182
1956102,0,19564
1956102,1,1956106
1956102,2,1956301
1956102,3,19561034
1956102,4,1956671
1956102,5,1956546
1956102,6,19561183
1956102,7,1956670
1956103,0,1956142
1956103,1,19561030
1956103,2,195676
1956103,3,1956908
1956104,0,1956816
1956104,1,195692
1956104,2,19561052
1956104,3,19561073
1956104,4,1956269
1956104,5,195651
1956104,6,1956459
1956104,7,1956852
1956104,8,1956221
1956104,9,1956515
1956104,10,1956490
1956104,11,1956265
1956104,12,1956512
1956104,13,1956228
1956104,14,1956662
1956104,15,1956808
1956105,0,1956536
1956105,1,1956877
1956105,2,195673
1956105,3,19561136
1956105,4,1956537
1956106,0,1956663
1956106,1,19561124
1956106,2,19561065
1956106,3,19561000
1956106,4,1956850
1956106,5,1956147
1956106,6,1956464
1956106,7,19561244
1956106,8,195681
1956106,9,19561004
1956107,0,1956294
1956107,1,1956307
1956107,2,1956559
1956107,3,1956121
1956107,4,1956317
1956107,5,1956292
1956107,6,1956888
1956108,0,1956155
1956108,1,195669
1956108,2,1956594
1956108,3,1956554
1956108,4,1956243
1956108,5,1956568
1956108,6,19561253
1956108,7,1956565
1956109,0,195617
1956109,1,1956407
1956109,2,1956109
1956109,3,1956634
1956109,4,1956214
1956109,5,1956505
1956109,6,19561210
1956109,7,1956727
1956109,8,1956896
1956110,0,19561214
1956110,1,1956426
1956110,2,1956833
1956110,3,1956964
1956110,4,1956318
1956110,5,1956826
1956110,6,1956439
1956110,7,19561184
1956110,8,19561186
1956111,0,1956155
1956111,1,1956595
1956111,2,195632
1956111,3,1956799
1956111,4,1956854
1956111,5,1956328
1956111,6,1956372
1956111,7,1956730
1956111,8,1956365
1956112,0,1956363
1956112,1,1956995
1956112,2,1956364
1956112,3,1956943
1956112,4,1956182
1956112,5,1956488
1956112,6,1956738
1956112,7,1956768
1956112,8,1956579
1956112,9,1956782
1956112,10,19561133
1956113,0,19561162
1956113,1,19561050
1956113,2,1956481
1956113,3,1956239
1956113,4,19561247
1956113,5,1956361
1956113,6,195613
1956113,7,1956954
1956113,8,19561103
1956114,0,1956539
1956114,1,1956329
1956114,2,1956685
1956115,0,1956942
1956115,1,1956496
1956115,2,1956753
1956115,3,1956912
1956115,4,19561148
1956115,5,19561008
1956115,6,1956107
1956115,7,1956592
1956115,8,195648
1956116,0,1956643
1956116,1,1956670
1956117,0,1956120
1956117,1,195686
1956117,2,1956971
1956117,3,1956627
1956117,4,1956362
1956118,0,19561168
1956118,1,1956947
1956118,2,1956408
1956118,3,1956563
1956118,4,1956830
1956118,5,1956419
1956118,6,1956711
1956118,7,1956360
1956118,8,1956577
1956118,9,1956733
1956118,10,19561228
1956118,11,19561140
1956119,0,1956733
1956119,1,19561157
1956119,2,195679
1956119,3,1956848
1956119,4,1956494
1956120,0,1956584
1956120,1,19563
1956120,2,1956860
1956120,3,1956979
1956120,4,1956630
1956120,5,195668
1956120,6,1956868
1956120,7,1956965
1956120,8,1956736
1956120,9,1956755
1956120,10,195665
1956120,11,1956322
1956120,12,19561019
1956120,13,1956555
1956120,14,1956419
1956120,15,1956696
1956120,16,1956367
1956120,17,19561056
1956120,18,1956447
1956120,19,1956845
1956120,20,1956525
1956120,21,1956724
1956120,22,1956388
1956121,0,1956696
1956121,1,1956319
1956121,2,1956793
1956121,3,19561068
1956122,0,1956357
1956122,1,19561159
1956122,2,195698
1956122,3,1956892
1956122,4,19561181
1956122,5,19568
1956122,6,1956499
1956122,7,1956716
1956122,8,1956709
1956122,9,1956563
1956122,10,1956561
1956122,11,1956447
1956122,12,1956184
1956122,13,1956619
1956123,0,19568
1956123,1,1956945
1956123,2,19561039
1956123,3,1956674
1956123,4,1956102
1956123,5,1956939
1956123,6,19561027
1956123,7,1956665
1956123,8,195666
1956123,9,1956332
1956124,0,1956356
1956124,1,1956972
1956124,2,1956820
1956124,3,1956385
1956124,4,1956620
1956124,5,19561242
1956124,6,19561025
1956124,7,1956773
1956124,8,19561084
1956124,9,1956989
1956124,10,1956723
1956124,11,1956448
1956124,12,19561067
1956124,13,1956792
1956124,14,1956967
1956124,15,1956491
1956124,16,19561216
1956124,17,1956958
1956124,18,1956473
1956124,19,1956416
1956124,20,19561196
1956124,21,19561229
1956124,22,19561194
1956124,23,1956507
1956124,24,1956105
1956124,25,1956835
1956124,26,19561174
1956124,27,1956356
1956125,0,19561194
1956125,1,19561229
1956125,2,19561196
1956125,3,1956416
1956125,4,1956473
1956125,5,1956958
1956125,6,19561216
1956125,7,1956491
1956125,8,1956967
1956125,9,1956792
1956125,10,19561067
1956125,11,1956448
1956125,12,1956723
1956125,13,1956585
1956125,14,195677
1956125,15,1956970
1956125,16,1956104
1956125,17,19561
1956125,18,1956399
1956126,0,1956179
1956126,1,1956783
1956126,2,1956779
1956126,3,1956972
1956126,4,1956820
1956126,5,1956385
1956126,6,1956620
1956126,7,19561242
1956126,8,19561025
1956126,9,1956773
1956126,10,19561169
1956127,0,1956356
1956127,1,1956972
1956127,2,1956820
1956127,3,1956385
1956127,4,1956620
1956127,5,19561242
1956127,6,19561025
1956127,7,1956773
1956127,8,19561169
1956128,0,1956507
1956128,1,19561192
1956128,2,1956985
1956128,3,1956344
1956129,0,19561015
1956129,1,1956997
1956129,2,1956996
1956129,3,1956800
1956129,4,1956865
1956129,5,1956428
1956129,6,1956283
1956129,7,19561196
1956129,8,1956235
1956129,9,1956941
1956129,10,19561249
1956129,11,19561077
1956129,12,195683
1956129,13,1956615
1956129,14,1956337
1956129,15,1956691
1956129,16,19567
1956129,17,1956498
1956129,18,1956771
1956129,19,19561169
1956129,20,1956773
1956129,21,1956740
1956129,22,1956632
1956129,23,1956333
1956129,24,1956168
1956129,25,1956535
1956129,26,1956668
1956129,27,1956479
1956129,28,1956721
1956129,29,1956324
1956129,30,1956358
1956129,31,19561036
1956130,0,19561036
1956130,1,19561038
1956130,2,19561037
1956131,0,1956807
1956131,1,195658
1956131,2,1956389
1956131,3,19561167
1956131,4,1956729
1956131,5,1956395
1956131,6,19561196
1956131,7,1956235
1956131,8,1956941
1956131,9,19561249
1956131,10,19561077
1956131,11,195683
1956131,12,1956615
1956131,13,1956337
1956131,14,1956691
1956131,15,19567
1956131,16,1956498
1956131,17,1956771
1956131,18,19561169
1956131,19,1956773
1956131,20,1956899
1956131,21,1956103
1956131,22,1956528
1956131,23,19561232
1956131,24,1956597
1956131,25,1956461
1956131,26,1956335
1956131,27,1956838
1956131,28,19561212
1956131,29,1956296
1956132,0,1956306
1956132,1,19566
1956132,2,1956997
1956132,3,1956996
1956132,4,1956800
1956132,5,1956865
1956132,6,1956428
1956132,7,1956283
1956132,8,19561196
1956132,9,1956235
1956132,10,1956941
1956132,11,19561249
1956132,12,19561077
1956132,13,195683
1956132,14,1956615
1956132,15,1956337
1956132,16,1956691
1956132,17,19567
1956132,18,1956498
1956132,19,1956771
1956132,20,19561169
1956132,21,1956773
1956132,22,19561084
1956132,23,1956803
1956132,24,195677
1956132,25,1956970
1956132,26,1956104
1956132,27,19561
1956132,28,1956399
1956132,29,1956284
1956132,30,19561245
1956132,31,19561208
1956132,32,1956590
1956133,0,1956997
1956133,1,1956996
1956133,2,1956986
1956133,3,1956507
1956133,4,1956105
1956133,5,1956835
1956133,6,19561174
1956133,7,1956356
1956133,8,1956972
1956133,9,1956820
1956133,10,1956385
1956133,11,1956620
1956133,12,19561242
1956133,13,19561025
1956133,14,1956773
1956133,15,19561084
1956133,16,1956803
1956133,17,195677
1956133,18,1956970
1956133,19,1956744
1956133,20,19561010
1956134,0,1956750
1956134,1,1956614
1956134,2,1956187
1956134,3,1956171
1956134,4,1956467
1956134,5,1956340
1956134,6,1956450
1956134,7,19561160
1956134,8,19561225
1956134,9,19561213
1956134,10,1956975
1956134,11,19561231
1956134,12,1956188
1956134,13,1956356
1956134,14,1956482
1956134,15,1956735
1956134,16,1956751
1956134,17,1956337
1956134,18,19561147
1956134,19,1956810
1956134,20,195644
1956134,21,1956394
1956134,22,1956967
1956134,23,1956327
1956134,24,1956312
1956134,25,19561028
1956134,26,1956191
1956134,27,1956637
1956134,28,19561051
1956134,29,19561237
1956134,30,19561238
1956134,31,1956946
1956134,32,1956729
1956134,33,19561167
1956135,0,19561237
1956135,1,1956274
1956136,0,19561167
1956136,1,1956270
1956136,2,19561023
1956137,0,19561152
1956137,1,1956472
1956137,2,1956443
1956137,3,1956434
1956137,4,1956963
1956137,5,19561058
1956137,6,1956280
1956137,7,19561224
1956137,8,1956866
1956137,9,1956975
1956137,10,19561231
1956137,11,1956188
1956137,12,1956356
1956137,13,1956482
1956137,14,1956735
1956137,15,1956751
1956137,16,1956337
1956137,17,19561147
1956137,18,1956810
1956137,19,195644
1956137,20,19561233
1956137,21,1956792
1956137,22,1956827
1956137,23,1956675
1956137,24,1956680
1956137,25,1956213
1956137,26,1956633
1956137,27,1956667
1956137,28,1956181
1956137,29,1956249
1956137,30,1956841
1956138,0,195697
1956138,1,19561243
1956138,2,1956903
1956138,3,1956209
1956138,4,1956530
1956138,5,1956179
1956138,6,1956783
1956138,7,1956779
1956138,8,1956188
1956138,9,1956356
1956138,10,1956482
1956138,11,1956735
1956138,12,1956751
1956138,13,1956337
1956138,14,19561147
1956138,15,1956810
1956138,16,195644
1956138,17,19561233
1956138,18,1956792
1956138,19,1956827
1956138,20,19561054
1956138,21,1956609
1956138,22,1956635
1956138,23,1956636
1956138,24,19561061
1956139,0,1956560
1956139,1,195643
1956139,2,1956606
1956139,3,19561170
1956139,4,1956719
1956139,5,1956927
1956139,6,1956715
1956139,7,1956126
1956139,8,19561024
1956139,9,195657
1956139,10,1956882
1956139,11,1956832
1956139,12,1956622
1956139,13,1956259
1956139,14,1956592
1956139,15,19561092
1956139,16,1956552
1956140,0,1956230
1956140,1,195618
1956140,2,1956287
1956140,3,1956234
1956140,4,1956909
1956140,5,1956949
1956140,6,1956126
1956141,0,1956770
1956141,1,1956606
1956141,2,19561024
1956141,3,1956626
1956141,4,1956592
1956141,5,1956825
1956141,6,1956890
1956141,7,1956753
1956141,8,1956880
1956142,0,1956230
1956142,1,1956262
1956142,2,1956984
1956142,3,19561187
1956142,4,1956747
1956142,5,1956258
1956143,0,1956541
1956143,1,19561166
1956144,0,19561189
1956144,1,1956398
19601,0,19601051
19601,1,19601256
19601,2,19601138
19601,3,1960704
19601,4,196011
19601,5,1960991
19601,6,1960232
19601,7,1960561
19601,8,19601316
19601,9,196041
19602,0,1960684
19602,1,1960142
19602,2,196016
19602,3,1960991
19602,4,1960232
19602,5,1960561
19602,6,1960849
19603,0,1960619
19603,1,1960598
19603,2,1960540
19603,3,1960359
19603,4,1960116
19603,5,1960702
19603,6,1960626
19603,7,1960431
19603,8,1960916
19603,9,19601220
19603,10,1960836
19604,0,1960281
19604,1,1960156
19604,2,1960579
19604,3,1960768
19604,4,1960555
19604,5,1960770
19604,6,1960556
19604,7,1960399
19604,8,1960362
19604,9,1960507
19604,10,19601242
19604,11,1960978
19604,12,1960168
19604,13,1960284
19604,14,19601069
19605,0,19601376
19605,1,19601285
19605,2,19601314
19605,3,1960958
19605,4,19601161
19605,5,1960422
19605,6,19601222
19605,7,1960189
19605,8,19601370
19605,9,1960911
19605,10,1960186
19605,11,1960788
19605,12,19601173
19605,13,1960504
19605,14,19601121
19606,0,1960162
19606,1,1960831
19606,2,1960662
19606,3,1960879
19606,4,1960877
19606,5,19601261
19606,6,19601024
19606,7,19601220
19606,8,1960991
19606,9,196016
19606,10,1960320
19607,0,19601376
19607,1,19601003
19607,2,1960132
19607,3,1960806
19607,4,19601314
19607,5,196067
19607,6,19601212
19607,7,1960425
19607,8,19601222
19607,9,1960189
19607,10,19601370
19607,11,19601308
19607,12,1960945
19607,13,1960480
19607,14,1960419
19608,0,19601121
19608,1,1960961
19608,2,1960410
19608,3,19601106
19608,4,1960504
19608,5,19601315
19608,6,1960941
19608,7,19601036
19608,8,1960595
19608,9,19601103
19608,10,1960507
19608,11,19601122
19608,12,1960399
19608,13,1960174
19608,14,1960556
19609,0,1960520
19609,1,1960477
19609,2,19601216
19609,3,19601238
19609,4,1960139
19609,5,1960771
19609,6,1960398
19609,7,1960360
19609,8,1960426
19609,9,19601192
19609,10,1960766
19609,11,1960452
19609,12,1960614
19609,13,1960277
19609,14,1960887
19609,15,196019
196010,0,1960804
196010,1,1960178
196010,2,1960219
196010,3,1960170
196010,4,1960986
196010,5,1960530
196010,6,1960618
196010,7,196059
196010,8,1960919
196010,9,19601044
196010,10,1960199
196011,0,1960520
196011,1,19601257
196011,2,1960788
196011,3,1960911
196011,4,1960781
196011,5,1960247
196011,6,1960345
196011,7,1960656
196011,8,1960870
196011,9,1960860
196011,10,19601337
196011,11,1960123
196011,12,19601075
196011,13,1960451
196012,0,1960826
196012,1,1960931
196012,2,1960144
196012,3,19601178
196012,4,19601339
196012,5,19601161
196012,6,1960958
196012,7,19601314
196012,8,1960811
196012,9,1960806
196012,10,1960859
196012,11,1960882
196012,12,1960638
196012,13,1960182
196013,0,1960804
196013,1,1960178
196013,2,1960448
196013,3,1960359
196013,4,1960116
196013,5,1960702
196013,6,1960626
196013,7,1960431
196013,8,1960916
196013,9,19601220
196013,10,1960836
196014,0,19601038
196014,1,19601161
196014,2,1960425
196014,3,19601222
196014,4,19601359
196014,5,1960594
196014,6,1960656
196014,7,1960345
196014,8,1960515
196014,9,1960249
196014,10,19601062
196014,11,1960950
196014,12,1960172
196014,13,19601084
196014,14,1960192
196015,0,1960820
196015,1,1960830
196015,2,1960862
196015,3,1960662
196015,4,1960879
196015,5,1960877
196015,6,19601263
196015,7,19601024
196015,8,19601220
196015,9,1960233
196015,10,1960561
196015,11,1960847
196015,12,19601316
196015,13,1960268
196016,0,1960819
196016,1,1960862
196016,2,1960662
196016,3,1960879
196016,4,1960877
196016,5,19601263
196016,6,19601024
196016,7,19601220
196016,8,1960233
196016,9,1960561
196016,10,1960849
196017,0,1960504
196017,1,19601315
196017,2,1960941
196017,3,1960595
196017,4,19601242
196017,5,19601103
196017,6,19601229
196017,7,1960251
196017,8,1960841
196017,9,1960886
196017,10,1960650
196017,11,1960576
196017,12,19601347
196017,13,19601162
196017,14,1960683
196017,15,196081
196018,0,1960238
196018,1,1960202
196018,2,19601020
196018,3,1960877
196018,4,19601263
196018,5,19601024
196018,6,19601220
196018,7,1960991
196018,8,1960460
196019,0,1960824
196019,1,19601370
196019,2,1960189
196019,3,19601248
196019,4,1960976
196019,5,1960736
196019,6,1960669
196019,7,1960610
196019,8,19601058
196019,9,19601250
196019,10,19601187
196019,11,19601113
196019,12,1960257
196019,13,1960463
196019,14,1960538
196019,15,1960466
196020,0,1960824
196020,1,19601370
196020,2,1960189
196020,3,19601222
196020,4,1960976
196020,5,1960736
196020,6,1960669
196020,7,1960610
196020,8,19601058
196020,9,19601250
196020,10,19601187
196020,11,19601113
196020,12,1960257
196020,13,1960463
196020,14,1960537
196020,15,1960573
196021,0,1960824
196021,1,19601370
196021,2,1960189
196021,3,19601222
196021,4,1960259
196021,5,1960976
196021,6,1960736
196021,7,1960860
196021,8,1960144
196021,9,19601100
196021,10,1960931
196021,11,1960890
196021,12,19601392
196021,13,19601113
196021,14,1960948
196021,15,1960808
196022,0,19601362
196022,1,19601222
196022,2,1960189
196022,3,19601370
196022,4,1960945
196022,5,1960480
196022,6,1960160
196022,7,19601191
196022,8,1960421
196022,9,1960229
196022,10,1960251
196022,11,19601229
196022,12,1960157
196022,13,1960941
196022,14,1960322
196023,0,1960669
196023,1,19601115
196023,2,1960612
196023,3,19601066
196023,4,1960580
196023,5,19601164
196023,6,1960656
196023,7,1960345
196023,8,1960247
196023,9,1960781
196023,10,1960945
196023,11,1960481
196023,12,1960160
196023,13,1960216
196023,14,1960335
196024,0,1960529
196024,1,1960340
196024,2,1960287
196024,3,19601326
196024,4,19601145
196024,5,1960293
196024,6,1960704
196024,7,196016
196024,8,1960460
196025,0,1960528
196025,1,1960287
196025,2,19601326
196025,3,19601145
196025,4,1960293
196025,5,1960704
196025,6,196015
196025,7,1960566
196025,8,19601241
196025,9,19601119
196025,10,1960276
196026,0,196093
196026,1,1960481
196026,2,1960559
196026,3,19601202
196026,4,1960260
196026,5,1960969
196026,6,1960256
196026,7,19601195
196026,8,196099
196027,0,1960574
196027,1,1960677
196027,2,1960166
196027,3,19601349
196027,4,19601013
196027,5,1960523
196027,6,19601200
196027,7,19601064
196027,8,1960146
196027,9,196070
196027,10,1960624
196027,11,1960986
196027,12,19601145
196027,13,1960293
196027,14,1960704
196027,15,196016
196027,16,1960459
196027,17,1960847
196027,18,1960562
196027,19,19601296
196028,0,1960574
196028,1,1960677
196028,2,1960166
196028,3,19601349
196028,4,19601013
196028,5,1960523
196028,6,19601200
196028,7,19601064
196028,8,1960146
196028,9,196070
196028,10,1960624
196028,11,1960986
196028,12,19601145
196028,13,1960293
196028,14,1960626
196029,0,1960528
196029,1,19601127
196029,2,1960250
196029,3,196059
196029,4,1960919
196029,5,1960548
196029,6,19601220
196029,7,1960233
196029,8,1960562
196029,9,1960847
196029,10,19601316
196029,11,196042
196030,0,1960499
196030,1,1960498
196030,2,196047
196030,3,1960918
196030,4,19601021
196030,5,1960295
196030,6,19601032
196030,7,1960921
196030,8,196014
196030,9,1960563
196031,0,19601322
196031,1,1960617
196031,2,196059
196031,3,1960919
196031,4,19601021
196031,5,1960295
196031,6,19601032
196031,7,1960921
196031,8,196014
196031,9,1960564
196031,10,19601119
196031,11,19601176
196032,0,1960149
196032,1,19601343
196032,2,1960796
196032,4,19601062
196032,5,1960950
196032,6,1960245
196032,7,1960586
196032,8,1960695
196032,9,1960559
196032,10,1960298
196032,11,19608
196032,12,1960582
196032,13,19601218
196032,14,1960747
196032,15,1960906
196033,0,1960351
196033,1,19601343
196033,2,1960796
196033,4,19601062
196033,5,1960950
196033,6,1960245
196033,7,1960586
196033,8,1960695
196033,9,1960559
196033,10,1960298
196033,11,19608
196033,12,1960582
196033,13,19601218
196033,14,1960747
196033,15,1960906
196034,0,19601335
196034,1,196072
196034,2,1960617
196034,3,196059
196034,4,19601010
196034,5,1960294
196034,6,1960674
196034,7,196014
196034,8,1960564
196034,9,19601119
196034,10,1960700
196035,0,1960615
196035,1,196059
196035,2,19601010
196035,3,1960294
196035,4,1960674
196035,5,196014
196035,6,1960564
196036,0,1960190
196036,1,19601359
196036,2,196052
196036,3,1960793
196036,4,1960963
196036,5,1960137
196036,6,1960966
196036,7,19601123
196036,8,1960896
196036,9,19601332
196036,10,19601089
196036,11,1960948
196036,12,19601113
196036,13,1960463
196036,14,1960538
196036,15,1960466
196037,0,19601112
196037,1,1960537
196037,2,1960463
196037,3,19601113
196037,4,1960948
196037,5,19601089
196037,6,19601332
196037,7,1960896
196037,8,19601166
196037,9,1960966
196037,10,1960137
196037,11,1960963
196037,12,1960793
196037,13,196052
196037,14,19601359
196037,15,1960592
196038,0,1960189
196038,1,19601370
196038,2,1960446
196038,3,1960247
196038,4,1960249
196038,5,1960372
196038,6,19601062
196038,7,1960950
196038,8,1960517
196038,10,1960124
196038,11,1960151
196038,12,1960982
196038,13,19601365
196038,14,1960416
196039,0,1960189
196039,1,19601370
196039,2,1960446
196039,3,1960247
196039,4,1960249
196039,5,1960372
196039,6,19601062
196039,7,1960950
196039,8,1960517
196039,10,1960124
196039,11,1960151
196039,12,1960982
196039,13,1960416
196039,14,1960720
196040,0,1960756
196040,1,19601016
196040,2,196083
196040,3,1960888
196040,4,19601348
196040,5,19601206
196040,6,1960206
196040,7,1960483
196040,8,19601019
196040,9,19601148
196040,10,19601307
196040,11,1960865
196040,12,196055
196040,13,1960207
196040,14,196014
196040,15,1960320
196041,0,19601327
196041,1,19601153
196041,2,19601085
196041,3,1960728
196041,4,19601016
196041,5,19601267
196041,6,1960755
196041,7,1960546
196041,8,1960254
196041,9,19601018
196042,0,196035
196042,1,1960683
196042,2,196095
196042,3,19601004
196042,4,1960779
196042,5,19601026
196042,6,1960667
196042,7,19601085
196042,8,1960728
196042,9,19601092
196042,10,1960519
196042,11,1960385
196042,12,19601009
196042,13,1960222
196042,14,1960377
196043,0,196030
196043,1,19601277
196043,2,1960979
196043,3,1960959
196043,4,1960135
196043,5,1960265
196043,6,19601283
196043,7,1960667
196043,8,19601085
196043,9,1960728
196043,10,19601016
196043,11,19601267
196043,12,1960756
196044,0,1960934
196044,1,19601009
196044,2,1960519
196044,3,196083
196044,4,1960888
196044,5,19601350
196044,6,1960166
196044,7,1960681
196044,8,196048
196044,9,1960322
196044,10,19601340
196045,0,19601132
196045,1,1960694
196045,2,1960586
196045,3,1960559
196045,4,1960298
196045,5,1960318
196045,6,1960582
196045,7,19601218
196045,8,1960747
196045,9,196057
196045,10,19601234
196045,11,1960853
196045,12,19601240
196045,13,19601104
196045,14,19601121
196045,15,19601340
196046,0,19601203
196046,1,19601027
196046,2,1960243
196046,3,196085
196046,4,1960166
196046,5,1960230
196046,6,1960159
196047,0,196065
196047,1,1960108
196047,2,1960524
196047,3,19603
196047,4,19601225
196047,5,1960413
196047,6,1960208
196047,7,196076
196047,8,19601272
196047,9,1960504
196047,10,1960332
196047,11,1960512
196047,12,1960168
196047,13,19601069
196047,14,19601074
196048,0,196088
196048,1,1960686
196048,2,19601025
196048,3,19601351
196048,4,1960897
196048,5,1960729
196048,6,1960450
196048,7,1960680
196049,0,1960750
196049,1,196034
196049,2,1960814
196049,3,1960471
196049,4,1960995
196049,5,1960381
196049,6,19601184
196050,0,19601259
196050,1,196031
196050,2,1960587
196050,3,1960370
196050,4,196065
196050,5,1960999
196050,6,1960154
196050,7,1960379
196050,8,1960693
196050,9,19601098
196050,10,1960149
196050,11,1960106
196050,12,1960406
196050,13,1960855
196050,14,19601364
196050,15,19601076
196051,0,1960791
196051,1,19601382
196051,2,19601225
196051,3,19601246
196051,4,196079
196051,5,196031
196051,6,1960587
196051,7,1960370
196051,8,1960589
196051,9,1960927
196051,10,1960769
196051,11,1960438
196051,12,1960282
196052,0,1960727
196052,1,1960790
196052,2,19601381
196052,3,19601225
196052,4,1960357
196052,5,196031
196052,6,1960951
196052,7,1960587
196052,8,1960370
196052,9,1960589
196052,10,196023
196052,11,1960970
196052,12,1960774
196052,13,1960776
196052,14,1960147
196053,0,19601293
196053,1,1960871
196053,2,1960657
196053,3,19601223
196053,4,1960288
196053,5,1960225
196053,6,1960217
196053,7,1960873
196053,8,1960269
196053,9,19601244
196053,10,1960912
196053,11,1960187
196053,12,196090
196053,13,19601363
196053,14,1960726
196054,0,1960476
196054,1,1960889
196054,2,19601276
196054,3,19601114
196054,4,19601233
196054,5,196051
196054,6,1960655
196054,7,1960136
196054,8,1960323
196054,9,1960551
196054,10,1960670
196054,11,19601260
196054,12,1960279
