line_id,stop_order,stop_id
194661,17,1946473
194661,18,1946585
194661,19,1946389
194661,20,1946361
194661,21,1946314
194661,22,1946168
194661,23,194686
194661,24,1946273
194662,0,1946396
194662,1,1946486
194662,2,1946132
194662,3,1946502
194662,4,1946492
194662,5,19465
194662,6,1946277
194662,7,1946349
194662,8,1946522
194662,9,1946524
194662,10,1946415
194662,11,1946182
194662,12,1946289
194662,13,1946371
194662,14,1946617
194663,0,1946617
194663,1,1946630
194663,2,1946280
194663,3,1946538
194663,4,1946510
194663,5,1946266
194663,6,1946439
194663,7,1946362
194663,8,1946440
194663,9,1946461
194664,0,1946617
194664,1,1946374
194664,2,1946239
194664,3,1946148
194664,4,1946219
194664,5,1946464
194664,6,1946101
194664,7,1946409
194664,8,1946128
194664,9,1946554
194664,10,1946383
194664,11,1946378
194664,12,1946286
194665,0,1946213
194665,1,1946429
194665,2,1946283
194665,3,1946204
194665,4,1946475
194665,5,1946584
194666,0,1946251
194666,1,194636
194666,2,1946576
194666,3,1946371
194667,0,1946617
194667,1,1946569
194668,0,1946498
194668,1,1946313
194668,2,194684
194668,3,1946449
194668,4,1946481
194668,5,1946532
194668,6,1946382
194668,7,194660
194668,8,1946161
194668,9,1946524
194668,10,1946281
194668,11,1946213
194668,12,1946159
194668,13,1946184
194668,14,1946176
194668,15,1946225
194668,16,1946435
194668,17,194639
194668,18,1946367
194668,19,1946194
194669,0,1946180
194669,1,1946577
194669,2,194652
194669,3,1946458
194669,4,1946590
194669,5,19465
194669,6,1946256
194669,7,1946358
194669,8,1946347
194669,9,1946283
194669,10,1946494
194669,11,1946225
194669,12,194692
194669,13,1946311
194670,0,19465
194670,1,1946470
194670,2,1946534
194670,3,1946343
194670,4,1946404
194670,5,1946466
194670,6,1946155
194670,7,1946329
194670,8,194671
194670,9,1946167
194671,0,1946407
194671,1,1946276
194671,2,1946580
19511,0,1951328
19511,1,1951626
19511,2,1951837
19511,3,1951167
19511,4,1951702
19511,5,195129
19511,6,19516
19511,7,1951666
19511,8,1951386
19511,9,1951565
19511,10,1951206
19511,11,1951182
19512,0,1951896
19512,1,1951645
19512,2,1951792
19512,3,1951868
19512,4,1951424
19512,5,1951135
19512,6,1951856
19512,7,1951841
19512,8,1951611
19512,9,1951502
19513,0,1951571
19513,1,1951624
19513,2,1951570
19513,3,1951532
19513,4,1951737
19513,5,1951820
19513,6,1951573
19513,7,1951709
19513,8,195164
19513,9,1951405
19513,10,1951240
19513,11,1951159
19513,12,1951174
19513,13,195148
19513,14,1951513
19513,15,1951612
19513,16,1951521
19513,17,1951938
19513,18,1951797
19513,19,1951353
19514,0,1951571
19514,1,1951727
19514,2,1951616
19514,3,195152
19514,4,1951367
19514,5,1951457
19514,6,1951662
19514,7,1951777
19514,8,1951156
19514,9,1951877
19514,10,1951707
19514,11,1951816
19515,0,1951790
19515,1,1951213
19515,2,1951621
19515,3,1951298
19515,4,1951467
19515,5,1951886
19515,6,1951157
19515,7,1951427
19515,8,1951877
19515,9,1951785
19515,10,1951707
19516,0,1951436
19516,1,1951135
19516,2,1951856
19516,3,1951311
19516,4,1951671
19516,5,1951333
19516,6,19513
19516,7,1951809
19516,8,1951290
19516,9,1951356
19516,10,1951840
19516,11,1951844
19516,12,1951221
19517,0,1951430
19517,1,1951554
19517,2,1951371
19517,3,1951876
19517,4,195172
19517,5,1951886
19517,6,1951468
19518,0,195170
19518,1,195171
19518,2,1951371
19518,3,1951412
19518,4,1951489
19518,5,1951248
19518,6,1951741
19518,7,1951529
19518,8,1951699
19519,0,1951509
19519,1,1951507
19519,2,1951279
19519,3,1951356
19519,4,1951110
19519,5,1951117
19519,6,1951544
195110,0,1951524
195110,1,1951292
195110,2,1951792
195110,3,1951643
195110,4,1951463
195110,5,1951158
195110,6,1951609
195110,7,195132
195110,8,1951326
195110,9,1951285
195110,10,1951266
195111,0,1951667
195111,1,1951739
195111,2,1951301
195111,3,1951600
195111,4,1951141
195111,5,1951588
195111,6,1951132
195111,7,195141
195111,8,1951535
195111,9,1951884
195111,10,195137
195112,0,1951170
195112,1,1951231
195112,2,1951144
195112,3,1951350
195112,4,1951113
195112,5,1951586
195112,6,1951588
195112,7,1951131
195112,8,1951628
195112,9,195186
195113,0,1951801
195113,1,195168
195113,2,1951768
195113,3,195161
195113,4,1951486
195113,5,1951735
195113,6,1951531
195113,7,1951884
195113,8,1951792
195113,9,1951869
195113,10,1951424
195113,11,1951135
195113,12,1951856
195113,13,1951311
195113,14,1951671
195113,15,1951333
195113,16,1951394
195113,17,1951721
195114,0,1951319
195114,1,1951353
195114,2,1951227
195114,3,1951840
195114,4,195187
195114,5,1951177
195114,6,1951185
195114,7,1951908
195115,0,1951543
195115,1,1951822
195115,2,1951100
195115,3,195193
195115,4,1951295
195115,5,1951171
195116,0,1951802
195116,1,1951236
195116,2,1951269
195116,3,195121
195116,4,195168
195116,5,1951768
195116,6,195161
195116,7,1951486
195116,8,1951735
195116,9,1951531
195116,10,1951593
195116,11,195186
195116,12,1951679
195117,0,1951346
195117,1,1951352
195117,2,1951269
195117,3,195121
195117,4,195168
195117,5,1951768
195117,6,195161
195117,7,1951486
195117,8,1951735
195117,9,1951531
195117,10,1951593
195117,11,195186
195117,12,1951679
195118,0,1951743
195118,1,195196
195118,2,1951293
195118,3,1951792
195118,4,1951643
195118,5,1951884
195118,6,1951535
195118,7,1951591
195118,8,1951656
195118,9,1951913
195119,0,1951913
195119,1,1951332
195119,2,1951592
195119,3,195141
195119,4,195186
195119,5,1951678
195120,0,1951190
195120,1,1951581
195120,2,1951825
195120,3,1951602
195120,4,1951780
195120,5,1951781
195121,0,1951801
195121,1,195168
195121,2,1951768
195121,3,1951698
195121,4,1951803
195121,5,1951337
195121,6,1951591
195121,7,1951572
195121,8,1951593
195121,9,1951831
195121,10,1951678
195122,0,1951694
195122,1,1951644
195122,2,1951791
195122,3,1951291
195122,4,1951827
195122,5,1951916
195122,6,1951407
195122,7,1951440
195122,8,1951240
195122,9,195156
195122,10,1951360
195122,11,1951176
195122,12,1951258
195122,13,1951815
195122,14,1951123
195122,15,1951710
195122,16,1951137
195123,0,1951552
195123,1,1951575
195123,2,1951141
195123,3,1951588
195123,4,1951586
195123,5,1951419
195123,6,1951127
195123,7,1951153
195123,8,1951116
195123,9,195181
195123,10,1951934
195123,11,1951550
195123,12,1951565
195123,13,1951207
195123,14,1951249
195123,15,1951210
195124,0,1951353
195124,1,1951228
195124,2,1951408
195124,3,1951840
195124,4,1951832
195124,5,1951177
195124,6,1951596
195124,7,1951431
195124,8,1951390
195124,9,1951873
195124,10,1951672
195124,11,1951673
195125,0,1951170
195125,1,1951230
195125,2,1951270
195125,3,1951686
195125,4,1951586
195125,5,1951685
195125,6,1951855
195125,7,1951687
195125,8,1951212
195125,9,1951935
195125,10,1951668
195125,11,1951322
195125,12,1951306
195126,0,1951664
195126,1,1951114
195126,2,195163
195126,3,1951439
195126,4,1951135
195127,0,1951757
195127,1,1951754
195127,2,1951323
195127,3,1951752
195127,4,1951119
195127,5,1951320
195127,6,1951847
195127,7,1951763
195127,8,1951418
195127,9,1951447
195127,10,1951846
195128,0,1951760
195128,1,1951120
195128,2,1951759
195128,3,1951381
195128,4,1951597
195128,5,1951860
195128,6,1951898
195128,7,195196
195128,8,1951799
195128,9,195164
195128,10,1951424
195128,11,1951135
195128,12,1951441
195129,0,1951225
195129,1,1951240
195129,2,195194
195129,3,1951224
195129,4,1951664
195130,0,1951446
195130,1,1951764
195130,2,1951748
195130,3,195128
195130,4,1951793
195130,5,1951440
195130,6,1951240
195130,7,1951174
195130,8,195148
195130,9,1951670
195130,10,1951333
195130,11,1951691
195130,12,1951483
195131,0,1951366
195131,1,1951568
195131,2,1951892
195131,3,1951784
195131,4,1951683
195131,5,1951468
195131,6,1951471
195131,7,1951422
195131,8,19519
195131,9,195195
195131,10,1951838
195131,11,1951766
195131,12,1951211
195132,0,1951322
195132,1,1951888
195132,2,1951622
195132,3,195110
195132,4,1951469
195132,5,1951200
195132,6,1951886
195132,7,1951220
195132,8,1951485
195133,0,1951720
195133,1,1951834
195133,2,1951722
195134,0,1951921
195134,1,1951920
195134,2,195161
195134,3,1951486
195134,4,1951532
195134,5,1951716
195134,6,1951535
195135,0,1951322
195135,1,195110
195135,2,1951470
195135,3,1951203
195135,4,1951661
195135,5,1951740
195135,6,1951517
195135,7,1951819
195135,8,1951909
195136,0,1951889
195136,1,195133
195136,2,1951618
195136,3,1951826
195136,4,1951934
195136,5,1951166
195136,6,1951386
195136,7,1951565
195136,8,1951435
195137,0,1951348
195137,1,1951619
195137,2,1951196
195137,3,1951620
195137,4,19518
195137,5,1951392
195138,0,1951891
195138,1,195133
195138,2,1951316
195138,3,1951202
195138,4,1951690
195138,5,19518
195138,6,1951525
195138,7,1951766
195138,8,1951181
195139,0,1951104
195139,1,1951905
195139,2,1951379
195139,3,1951639
195139,4,1951398
195139,5,1951834
195139,6,1951205
195139,7,1951219
195139,8,1951582
195139,9,1951493
195139,10,1951608
195139,11,1951210
195139,12,1951766
195139,13,1951525
195139,14,19518
195139,15,1951451
195139,16,1951197
195139,17,195133
195139,18,1951655
195140,0,1951473
195140,1,1951904
195140,2,1951379
195140,3,1951639
195140,4,1951398
195140,5,1951834
195140,6,1951205
195140,7,1951219
195140,8,1951582
195140,9,1951443
195140,10,1951493
195140,11,1951607
195140,12,1951210
195140,13,1951766
195140,14,19518
195140,15,1951451
195140,16,1951197
195140,17,195133
195140,18,1951655
195141,0,1951751
195141,1,1951323
195141,2,1951752
195141,3,1951753
195141,4,1951787
195141,5,1951342
195141,6,1951714
195141,7,195192
195141,8,1951647
195141,9,195138
195141,10,195127
195141,11,1951696
195141,12,1951135
195142,0,1951377
195142,1,195191
195142,2,1951917
195142,3,1951854
195142,4,1951135
195142,5,1951922
195142,6,1951492
195142,7,1951490
195142,8,195132
195143,0,1951378
195143,1,1951324
195143,2,1951375
195143,3,1951440
195143,4,1951439
195143,5,1951437
195143,6,1951135
195143,7,1951922
195143,8,1951547
195144,0,1951135
195144,1,1951922
195144,2,1951437
195144,3,1951173
195144,4,1951176
195144,5,1951258
195144,6,1951712
195144,7,1951639
195144,8,1951362
195144,9,1951379
195144,10,195180
195144,11,1951106
195144,12,195144
195144,13,1951659
195144,14,1951287
195144,15,1951480
195145,0,1951482
195145,1,1951289
195145,2,1951659
195145,3,1951208
195145,4,1951379
195145,5,1951780
195145,6,1951176
195145,7,195157
195145,8,1951633
195145,9,1951135
195146,0,1951164
195146,1,1951525
195146,2,195195
195146,3,1951705
195146,4,1951785
195146,5,1951577
195146,6,1951512
195146,7,195120
195147,0,1951894
195147,1,1951786
195147,2,1951484
195147,3,1951682
195147,4,1951501
195147,5,1951864
195147,6,1951500
195147,7,1951684
195148,0,195183
195148,1,1951364
195148,2,1951454
195148,3,1951445
195148,4,195177
195148,5,19512
195148,6,195113
195149,0,1951501
195149,1,195199
195149,2,1951484
195149,3,1951445
195149,4,1951862
195149,5,1951150
195149,6,1951415
195149,7,1951715
195149,8,195189
195149,9,1951646
195149,10,1951252
195149,11,1951658
195149,12,1951413
195149,13,195119
195150,0,1951211
195150,1,1951851
195150,2,1951838
195150,3,1951849
195150,4,1951222
195150,5,195146
195150,6,1951533
195150,7,1951449
195150,8,1951484
195150,9,1951733
195150,10,1951364
195150,11,1951769
195150,12,195183
195150,13,1951253
195150,14,1951631
195151,0,1951782
195151,1,1951399
195151,2,1951384
195151,3,1951205
195151,4,1951218
195151,5,1951582
195151,6,1951836
195151,7,1951614
195151,8,195131
195151,9,1951389
195151,10,1951837
195151,11,1951833
195151,12,1951902
195152,0,1951817
195152,1,195145
195152,2,1951314
195152,3,1951264
195153,0,1951211
195153,1,1951851
195153,2,1951838
195153,3,1951849
195153,4,1951222
195153,5,195146
195153,6,1951115
195153,7,1951112
195154,0,195135
195154,1,195122
195154,2,1951245
195154,3,1951518
195154,4,1951520
195154,5,1951353
195154,6,1951747
195154,7,1951456
195154,8,1951909
195154,9,1951484
195154,10,1951558
195154,11,1951895
195154,12,1951453
195155,0,1951494
195155,1,1951336
195155,2,1951613
195155,3,195165
195155,4,1951914
195155,5,1951395
195155,6,195135
195155,7,1951256
195155,8,195123
195155,9,1951807
195155,10,1951126
195156,0,1951852
195156,1,195123
195156,2,1951401
195156,3,1951402
195156,4,1951507
195156,5,1951304
195156,6,1951195
195157,0,1951522
195157,1,1951928
195157,2,1951209
195157,3,1951126
195157,4,195123
195157,5,1951401
195157,6,1951403
195157,7,195117
195157,8,1951654
195157,9,1951511
195157,10,1951303
195157,11,1951102
195158,0,1951377
195158,1,195191
195158,2,1951917
195158,3,1951854
195158,4,1951135
195158,5,1951922
195158,6,1951547
195159,0,1951583
195159,1,1951726
195159,2,1951199
195159,3,1951738
195159,4,1951487
195159,5,19517
195159,6,1951423
195159,7,1951527
195159,8,1951767
195159,9,1951339
195159,10,1951774
195159,11,1951812
195159,12,1951606
195159,13,1951283
195159,14,1951178
195159,15,1951548
195159,16,1951923
195159,17,1951937
195159,18,1951229
195159,19,1951198
195159,20,1951749
195159,21,1951396
195159,22,1951648
195159,23,1951537
195159,24,1951560
195159,25,1951674
195160,0,1951923
195160,1,1951555
195160,2,1951370
195160,3,1951241
195160,4,1951344
195160,5,1951677
195160,6,1951161
195160,7,1951601
195160,8,1951192
195160,9,1951811
195160,10,1951569
195160,11,1951561
195160,12,1951434
195161,0,1951198
195161,1,1951657
195162,0,1951523
195162,1,1951347
195162,2,195158
195162,3,1951406
195162,4,1951438
195162,5,1951828
195162,6,1951359
195162,7,1951823
195162,8,1951580
195162,9,1951843
195162,10,195159
195162,11,1951133
195162,12,1951805
195162,13,1951288
195163,0,1951900
195163,1,1951839
195163,2,1951845
195163,3,195190
195163,4,1951223
195163,5,1951907
195163,6,1951191
195163,7,1951853
195163,8,1951810
195163,9,195162
195163,10,1951133
195163,11,1951495
195164,0,1951824
195164,1,1951853
195164,2,1951321
195164,3,1951105
195164,4,1951903
195164,5,1951103
195164,6,1951461
195165,0,1951268
195165,1,195185
195165,2,195125
195165,3,1951693
195165,4,1951358
195165,5,1951866
195165,6,1951567
195165,7,1951338
195165,8,1951701
195165,9,1951734
195166,0,1951762
195166,1,1951343
195166,2,19510
195166,3,1951637
195166,4,1951758
195166,5,1951273
195166,6,1951274
195166,7,1951272
195166,8,1951885
195166,9,1951882
195166,10,1951432
195166,11,195155
195166,12,1951125
195167,0,1951125
195167,1,1951867
195167,2,1951335
195167,3,1951331
195167,4,1951567
195167,5,1951652
195167,6,1951426
195167,7,1951651
195168,0,1951130
195168,1,1951372
195168,2,1951162
195168,3,1951154
195168,4,195169
195168,5,195154
195168,6,1951125
195169,0,1951850
195169,1,195136
195169,2,1951242
195169,3,1951433
195169,4,1951640
195169,5,1951330
195169,6,1951307
195169,7,1951491
195169,8,1951546
195169,9,1951310
195169,10,1951636
195169,11,1951382
195169,12,1951175
195169,13,1951823
195170,0,1951663
195170,1,1951848
195170,2,1951257
195170,3,1951397
195170,4,1951814
195170,5,1951638
195170,6,1951745
195170,7,1951103
195170,8,1951556
195170,9,1951689
195171,0,195134
195171,1,1951450
195171,2,195179
195171,3,195184
195171,4,1951184
195171,5,1951697
195172,0,1951642
195172,1,195162
195172,2,1951321
195172,3,1951361
195172,4,1951244
195172,5,1951775
195172,6,1951744
195172,7,1951460
195172,8,1951461
195173,0,1951530
195173,1,1951625
195173,2,1951183
195173,3,1951455
195173,4,195143
195173,5,195198
195173,6,1951374
195173,7,1951187
195173,8,1951186
195173,9,195197
195174,0,1951642
195174,1,1951843
195174,2,1951842
195174,3,1951835
195174,4,1951134
