line_id,jahr,linien_name,typ,dauer (min),ost_west,frequenz,länge (km),start,ziel
195665,1956,A12,autobus,44.0,West,10,,U-Bhf. Seestrasse,"Frohnau, Invalidensiedlung"
195666,1956,A12S,autobus,34.0,West,10,,U-Bhf. Seestrasse,Bhf. Frohnau
195667,1956,A13,autobus,45.0,West,15,,"Spandau, Weinmeisterhornweg",Bhf. Tegel
195668,1956,A14,autobus,44.0,West,20,,Osloerstrasse Ecke Schwedenstrasse,"Heiligensee, Hennigsdorferstrasse Ecke Mattenbuder Pfad"
195669,1956,A15,autobus,38.0,West,15,,Bhf. Wittenau,Bhf. Frohnau
195670,1956,A16,autobus,39.0,West,6,,U-Bhf. Seestrasse,"Englerallee, Breitenbachplatz"
195671,1956,A17,autobus,46.0,West,10,,Bhf. Grunewald,"Lichterfelde, Saaleckplatz"
195672,1956,A18,autobus,30.0,West,7,,Saargemünder Strasse,Kohlhasenbrück
195673,1956,A19,autobus,38.0,West,10,,"Roseneck, Grunewald","Tempelhof, Flughafen"
195674,1956,A2,autobus,40.0,West,10,,Am Knie,"Lankwitz, Trippsteinstrasse"
195675,1956,A20,autobus,20.0,West,15,,Bhf. Tegel,"Lübars, Alt-Lübars"
195676,1956,A21,autobus,50.0,West,10,,Wentowsteig Ecke Wilhelmsruher Damm,U-Bhf. Fehrbelliner Platz
195677,1956,A22,autobus,25.0,Ost,20,8.4,"Hessenwinkel, Lindenstrasse","Fichtenau, Stadtgrenze"
195678,1956,A23,autobus,15.0,Ost,20,3.5,"Altglienicke, Kirche","Altglienicke, Kirche"
195679,1956,A24,autobus,37.0,West,7,,"Moabit, Wiebestrasse Strassenbahnhof","Tempelhof, Flughafen"
195680,1956,A25,autobus,57.0,West,10,,Unionplatz,Grüner Weg Ecke Buschkrugallee
195681,1956,A27,autobus,47.0,Ost,10,16.0,"S-Bhf. Kaulsdorf, Planitzstrasse",Alt-Müggelheim
195682,1956,A28,autobus,27.0,West,7,,Loewenhardtdamm Ecke Boelckestrasse,Schlesischestrasse Ecke Heckmannufer
195683,1956,A29,autobus,30.0,West,10,,Roseneck,Anhalter Bhf.
195684,1956,A3,autobus,39.0,West,10,,Rathaus Zehlendorf,"Stölpchensee, Wilhelmplatz"
195685,1956,A3E,autobus,11.0,West,30,,Saargemünderstrasse,"Lichterfelde, Osteweg"
195686,1956,A31,autobus,20.0,West,15,,"Gartenstadt, Staaken, Heidelbergplan",Bhf. Spandau
195687,1956,A32 (Obus),autobus,28.0,West,5,,Breitenbachplatz,Bhf. Marienfelde
195688,1956,A33 (Obus),autobus,15.0,West,10,,Bhf. Steglitz,"Mariendorf, Kaiserstrasse Ecke Mariendorfer Damm"
195689,1956,A34,autobus,45.0,West,30,,"Spandau, Friedhof","Groß-Glienicke, Gutshof"
195690,1956,A35,autobus,38.0,West,30,,Germersheimer Platz,"Kladow, Hottengrund (Stadtgrenze)"
195691,1956,A36,autobus,21.0,Ost,40,6.2,S-Bhf. Grünau,"Schönefeld, Dorfplatz"
195692,1956,A37,autobus,26.0,Ost,10,,Bhf. Lichtenberg,"Alt-Marzahn, Kirche"
195693,1956,A38,autobus,18.0,Ost,10,6.7,Waltersdorf,S-Bhf. Grünau
195694,1956,A39,autobus,13.0,Ost,15,4.2,"Wartenberg, Siedlung","Hohenschönhausen, Falkenberger Strasse"
195695,1956,A4,autobus,54.0,West,12,,Brixplatz,Finowstrasse Ecke Sonnenallee
195696,1956,A41,autobus,19.0,Ost,15,,Leninallee Ecke Dimitroffstrasse,"Marzahn, Bürknersfelde"
195697,1956,A42,autobus,41.0,Ost,15,12.1,"Buch, Zepernicker Strasse",Ostseestrasse Ecke Prenzlauerallee
195698,1956,A43,autobus,19.0,Ost,20,6.2,Bürknersfelde,U-Bhf. Friedrichsfelde
195699,1956,A44,autobus,13.0,Ost,20,4.3,"Hönow, Dorfstrasse",S-Bhf. Mahlsdorf
1956100,1956,A44E,autobus,10.0,Ost,20,,Greifswalder Strasse,S-Bhf. Mahlsdorf
1956101,1956,A45,autobus,45.0,Ost,7,,"Wilhelmsruh, Fontanestrasse","Weißensee, Feldmannstrasse"
1956102,1956,A46,autobus,34.0,Ost,15,,"Ahrensfeld, Lindenbergerstrasse","Malchow, Dorfstrasse"
1956103,1956,A47,autobus,16.0,Ost,15,,Bhf. Schöneweide,"S-Bhf. Baumschulenweg, Glanzstrasse"
1956104,1956,A48,autobus,35.0,West,10,,Potsdamer Strasse Ecke Fischerhüttenstrasse,"Potsdamer Brücke, Am Karlsbad"
1956105,1956,A49,autobus,14.0,Ost,20,,"Kaulsdorf, Bausdorfstrasse","Kaulsdorf, Hönowerstrasse Ecke Bausdorfstrasse"
1956106,1956,A5,autobus,26.0,West,10,,Machandelweg Ecke Charlottenburger Chaussee,"Spandau, Waldkrankenhaus"
1956107,1956,A50,autobus,12.0,West,10,,"Emser Platz, Pfalzburgerstrasse","Roseneck, Rheinbabenallee, Grunewald"
1956108,1956,A51,autobus,10.0,West,50,,Bhf. Wannsee,Krankenhaus Heckeshorn
1956109,1956,A52,autobus,38.0,West,30,,Alt-Marienfelde Ecke Marienfelderallee,"Rudow, Kanalstrasse Ecke Mimosenweg"
1956110,1956,A55,autobus,41.0,Ost,15,,"Wilhelmsruh, Fontanestrasse","Weißensee, Schwarzelfenweg"
1956111,1956,A6,autobus,13.0,West,60,,Bhf. Wannsee,Glienicker Brücke
1956112,1956,A7,autobus,43.0,Ost,20,,"Glienicke, Kirche",U-Bhf. Vinetastrasse
1956113,1956,A8,autobus,35.0,Ost,12,12.0,Waldesruh,U-Bhf. Friedrichsfelde
1956114,1956,A82P,autobus,5.0,Ost,20,,Kinderheim,Markgrafendamm
1956115,1956,A9,autobus,26.0,Ost,12,7.1,"Scharnhorststrasse, Volkspolizeikrankenhaus","Arnsalder Platz, Dimitroffstrasse"
1956116,1956,AL,autobus,8.0,Ost,80,,Lindenberg,"Malchow, Dorfstrasse"
1956117,1956,AN,autobus,28.0,Ost,20,,Bhf. Hohen Neuendorf,"Glienicke, Elsässerstrasse"
1956118,1956,B I,u-bahn,23.0,Ost/West,10,,Warschauer Brücke,Uhlandstrasse
1956119,1956,B II,u-bahn,6.0,Ost/West,5,,Nollendorfplatz,Innsbrucker Platz (Hauptstr.)
1956120,1956,C I,u-bahn,34.0,West,5,,Kurt-Schumacher-Platz,Grenzallee
1956121,1956,C II,u-bahn,5.0,West,5,,Mehringdamm,Tempelhof (Südring)
1956122,1956,D,u-bahn,23.0,West,5,,Gesundbrunnen,Leinestr.
1956123,1956,E,u-bahn,17.0,Ost,5,,Alexanderplatz,Friedrichsfelde (Tierpark)
1956124,1956,KBS 100,s-bahn,,both/unkown,0,,Gesundbrunnen,Gesundbrunnen
1956125,1956,KBS 100a,s-bahn,,both/unkown,0,,Westend,Grünau
1956126,1956,KBS 100b,s-bahn,,both/unkown,0,,Blankenburg,Warschauer Str.
1956127,1956,KBS 100c,s-bahn,,both/unkown,0,,Gesundbrunnen,Warschauer Str.
1956128,1956,KBS 100d,s-bahn,,both/unkown,0,,Jungfernheide,Gartenfeld
1956129,1956,KBS 101,s-bahn,,both/unkown,0,,Staaken,Strausberg
1956130,1956,KBS 101a,s-bahn,,both/unkown,0,,Strausberg,Strausberg Nord
1956131,1956,KBS 102,s-bahn,,both/unkown,0,,Potsdam,Erkner
1956132,1956,KBS 103,s-bahn,,both/unkown,0,,Falkensee,Königs Wusterhausen
1956133,1956,KBS 103a,s-bahn,,both/unkown,0,,Spandau West,Spindlersfeld
1956134,1956,KBS 104,s-bahn,,both/unkown,0,,Oranienburg,Wannsee
1956135,1956,KBS 104a,s-bahn,,both/unkown,0,,Zehlendorf,Düppel-Kleinmachnow
1956136,1956,KBS 104b,s-bahn,,both/unkown,0,,Wannsee,Stahnsdorf
1956137,1956,KBS 105,s-bahn,,both/unkown,0,,Velten (Mark),Rangsdorf
1956138,1956,KBS 106,s-bahn,,both/unkown,0,,Bernau (b Bln),Teltow
1956139,1956,O30,autobus,72.0,Ost,20,18.9,Kosterstrasse,Klosterstrasse
1956140,1956,O37,autobus,,Ost,0,10.0,Bürknersfelde,Bhf. Lichtenberg
1956141,1956,O40,autobus,23.0,Ost,12,6.3,Ostbahnhof,Robert-Koch-Platz
1956142,1956,O41,autobus,18.0,Ost,10,6.2,Bürknersfelde,Dimitroffstrasse
1956143,1956,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),fähre,20.0,West,60,,Kladow,Wannsee
1956144,1956,Wendenschloß<>Grünau,fähre,,Ost,20,,Wendenschloß,Grünau
19601,1960,1,straßenbahn,33.0,Ost,20,7.7,SchillingBrücke (Ostbahnhof),Am Kupfergraben
19602,1960,11,straßenbahn,23.0,Ost,20,5.4,Köpenicker Strasse Ecke Adalbertstrasse,"Oranienburger Tor, Hannoversche Strasse"
19603,1960,13,straßenbahn,37.0,Ost,7,9.9,"Klingenberg, Blockdammweg",Oderberger Strasse
19604,1960,15,straßenbahn,36.0,West,15,,Daimlerstrasse,Schulenburgpark
19605,1960,2,straßenbahn,70.0,West,15,,Wolliner Strasse,Spreewaldplatz
19606,1960,22,straßenbahn,49.0,Ost,13,11.7,Bhf. Rosenthal,Elisabethstrasse
19607,1960,25,straßenbahn,68.0,West,15,,Wolliner Strasse,Gotenstrasse
19608,1960,26,straßenbahn,31.0,West,15,,Spreewaldplatz,Industriestrasse
19609,1960,27,straßenbahn,26.0,West,10,,Hobrechtstrasse,Alt-Buckow
196010,1960,3,straßenbahn,45.0,Ost,10,12.1,Mühlenstrasse,Bj rnsonstrasse
196011,1960,3,straßenbahn,79.0,West,10,,Hobrechtstrasse,Grüntaler Strasse
196012,1960,35,straßenbahn,48.0,West,15,,Nonnendammallee,Bhf. Wilhelmsruh
196013,1960,4,straßenbahn,27.0,both/unkown,8,6.3,Mühlenstrasse,Oderberger Strasse
196014,1960,44,straßenbahn,58.0,West,15,,Sandkrugbrücke,Birkbuschstrasse
196015,1960,46,straßenbahn,51.0,Ost,15,12.1,"Niedersch nhausen, Schillerstrasse",Clara-Zetkin-Strasse
196016,1960,46E,straßenbahn,41.0,Ost,15,9.8,"Niedersch nhausen, Idastrasse bzw. Nordend","Oranienburger Tor, Hannoversche Strasse"
196017,1960,47,straßenbahn,34.0,West,10,,Hermannplatz,Bahnhofstrasse
196018,1960,49,straßenbahn,41.0,Ost,8,10.6,"Buchholz, Hauptstrasse","Hackescher Markt, Große Präsidentenstrasse"
196019,1960,53,straßenbahn,59.0,West,20,,Nollendorfplatz,Hakenfelde
196020,1960,54,straßenbahn,60.0,West,20,,Nollendorfplatz,Johannesstift
196021,1960,55,straßenbahn,54.0,West,12,,Nollendorfplatz,Nauener Strasse
196022,1960,6,straßenbahn,57.0,West,10,,Wintersteinstrasse,Elsenstrasse
196023,1960,60,straßenbahn,49.0,West,15,,Königin-Elisabeth-Strasse,Eythstrasse
196024,1960,63,straßenbahn,38.0,Ost,20,10.2,"Hohensch nhausen, Gartenstadt","Hackescher Markt, Große Präsidentenstrasse"
196025,1960,64,straßenbahn,39.0,Ost,20,10.2,"Hohensch nhausen, Falkenberger Strasse",D nhoffplatz
196026,1960,66,straßenbahn,12.0,West,10,,Belziger Strasse,Bergstrasse
196027,1960,69,straßenbahn,82.0,Ost,20,21.4,"Johannisthal, Haeckelstrasse",Walter-Ulbricht-Stadion
196028,1960,69E,straßenbahn,59.0,Ost,20,16.3,"Johannisthal, Haeckelstrasse",Kniprodestrasse
196029,1960,70,straßenbahn,49.0,Ost,12,11.9,"Hohensch nhausen, Falkenberger Strasse",Am Kupfergraben (Haus der Frau)
196030,1960,71,straßenbahn,32.0,Ost,10,7.6,"Heinersdorf, Romain-Rolland-Str.","J denstrasse, Mokenmarkt"
196031,1960,72,straßenbahn,46.0,Ost,13,10.5,"Weißensee, Pasedagplatz",Taubenstrasse
196032,1960,73,straßenbahn,42.0,West,20,,Bhf. Lichterfelde-Ost,Potsdamer Platz
196033,1960,74,straßenbahn,39.0,West,20,,Finckensteinallee,Potsdamer Platz
196034,1960,74,straßenbahn,39.0,Ost,8,10.2,"Wie ensee, Pasedagplatz",Leipziger Platz
196035,1960,74E,straßenbahn,26.0,Ost,8,7.5,Klement-Gottwald-Allee,"J denstrasse, Molkenmarkt"
196036,1960,75,straßenbahn,57.0,West,20,,"Bhf. Zoo, Kantstrasse",Hakenfelde
196037,1960,76,straßenbahn,60.0,West,20,,"Spandau, Johannesstift",Kanststrasse Ecke Joachimsthaler Strasse
196038,1960,77,straßenbahn,49.0,West,20,,Bhf. Zoo,Goerzallee
196039,1960,78,straßenbahn,48.0,West,20,,Bhf. Zoo,Lichterfelde Süd Lindenstrasse
196040,1960,82,straßenbahn,75.0,Ost,20,20.9,"Mahlsdorf-Süd, Hubertus",Elisabethstrasse
196041,1960,83,straßenbahn,47.0,Ost,20,,Wendenschloß Ecke Ekhofstrasse,S-Bhf. Mahlsdorf
196042,1960,84,straßenbahn,52.0,Ost,20,,"Altglienicke, Am Falkenberg","Friedrichshagen, Wasserwerk"
196043,1960,86,straßenbahn,53.0,Ost,20,,Alt-Schmöckwitz,"Mahlsdorf-Süd, Hubertus"
196044,1960,87,straßenbahn,73.0,Ost,20,21.6,Rahnsdorf,Wiener Brücke
196045,1960,88,straßenbahn,45.0,West,15,,Stadtpark,Wiener Brücke
196046,1960,92,straßenbahn,38.0,Ost,20,,"Treptow, Flutgraben",Bhf. Oberspree
196047,1960,95,straßenbahn,42.0,West,15,,Attilaplatz,Schwarzer Weg
196048,1960,95,straßenbahn,,Ost,20,,"Baumschulenweg, Sonnenallee","Köpenick, Krankenhaus"
196049,1960,96,straßenbahn,24.0,Ost,20,7.0,Machnower Schleuse,"Teltow, Paul-Gerhardt-Strasse"
196050,1960,96,straßenbahn,33.0,West,15,,U-Bhf. Tempelhof,Schwelmer Strasse
196051,1960,98,straßenbahn,35.0,West,15,,Mehringplatz (Hallesches Tor),Daimlerstrasse Ecke Birnhornweg
196052,1960,99,straßenbahn,49.0,West,15,,Lindenstrasse,Bhf. Lichtenrade
196053,1960,A1,autobus,58.0,West,15,,Waldstrasse,Lindenstrasse
196054,1960,A10,autobus,62.0,West,15,,"Haselhorst, Kirche",Lupsteiner Weg
196055,1960,A11,autobus,26.0,West,10,,Saargem nder Strasse,Trippsteinstrasse
196056,1960,A12,autobus,47.0,West,20,,Weddingplatz,Hainbuchenstrasse
196057,1960,A12S,autobus,34.0,West,10,,Weddingplatz,Bhf. Frohnau
196058,1960,A13,autobus,59.0,West,15,,Alt-Heiligensee,Weinmeisterhornweg
196059,1960,A14,autobus,53.0,West,15,,Alt-Heiligensee,Rügener Strasse
196060,1960,A15,autobus,41.0,West,15,,Lübarser Strasse,Bhf. Frohnau
196061,1960,A16,autobus,44.0,West,10,,Louise-Schroeder-Platz,Englerallee
196062,1960,A17,autobus,46.0,West,10,,Bhf. Grunewald,Saaleckplatz
196063,1960,A18,autobus,32.0,West,20,,Saargem nder Strasse,Kohlhasenbr ck
196064,1960,A19,autobus,40.0,West,10,,Roseneck,Flughafen
196065,1960,A2,autobus,40.0,West,10,,Strasse des 17. Juni,Trippsteinstrasse
196066,1960,A20,autobus,36.0,West,15,,Tegelort,"Lübars, Dorfaue"
196067,1960,A21,autobus,49.0,West,10,,Wentowsteig,U-Bhf. Fehrbelliner Platz
196068,1960,A22,autobus,27.0,Ost,20,8.5,"Hessenwinkel, Lindenstrasse","Fichtenau, Stadtgrenze"
196069,1960,A23,autobus,13.0,Ost,20,3.5,"Altglienicke, Kirche","Altglienicke, Kirche"
196070,1960,A24,autobus,38.0,West,5,,Wiebestrasse,Flughafen
196071,1960,A25,autobus,63.0,West,10,,Unionplatz,Gutschmidtstrasse
196072,1960,A27,autobus,42.0,Ost,10,,"S-Bhf. Kaulsdorf, Planitzstrasse",Alt-Müggelheim
196073,1960,A28,autobus,29.0,West,7,,Loewenhardtdamm,Heckmannufer
196074,1960,A29,autobus,32.0,West,10,,Roseneck,Anhalter Bhf.
196075,1960,A3,autobus,39.0,West,10,,Rathaus Zehlendorf,Stölpchensee
196076,1960,A31,autobus,24.0,West,15,,Machandelweg,Heidebergplan
196077,1960,A32,autobus,28.0,West,5,,Breitenbachplatz,Bhf. Marienfelde
196078,1960,A33,autobus,15.0,West,10,,Bhf. Steglitz,Kaiserstrasse
196079,1960,A34,autobus,45.0,West,30,,"Spandau, Friedhof",Gutshof
196080,1960,A35,autobus,38.0,West,30,,Germersheimer Platz,Hottengrund
196081,1960,A38,autobus,18.0,Ost,20,6.7,Waltersdorf,S-Bhf. Grünau
196082,1960,A39,autobus,13.0,Ost,18,4.2,"Wartenberg, Siedlung","Hohensch nhausen, Falkenberger Strasse"
196083,1960,A4,autobus,54.0,West,10,,Brixplatz,Finowstrasse
196084,1960,A42,autobus,34.0,Ost,12,12.1,"Buch, Zepernicker Strasse",Ostseestrasse (Spitze)
196085,1960,A43,autobus,19.0,Ost,20,6.2,Bürknersfelde,U-Bhf. Friedrichsfelde
196086,1960,A44,autobus,13.0,Ost,15,4.3,"Hönow, Dorfstrasse",S-Bhf. Mahlsdorf
196087,1960,A44E,autobus,10.0,Ost,10,2.8,Greifswalder Strasse,S-Bhf. Mahlsdorf
196088,1960,A45,autobus,42.0,Ost,15,13.3,"Wilhelmsruh, Fontanestrasse","Weißensee, Schwarzelfenweg"
196089,1960,A46,autobus,30.0,Ost,15,10.8,"Ahrensfeld, Kirche","Malchow, Dorfstrasse"
196090,1960,A47,autobus,26.0,Ost,20,9.3,Bhf. Schöneweide,S-Bhf. Treptower Park
196091,1960,A48,autobus,38.0,West,5,,Potsdamer Strasse Ecke Fischerh ttenstrasse,Margaretenstrasse
196092,1960,A49,autobus,14.0,Ost,20,5.4,"Kaulsdorf, Bausdorfstrasse","Kaulsdorf, Bausdorfstrasse"
196093,1960,A5,autobus,24.0,West,10,,Machandelweg,Waldkrankenhaus
196094,1960,A50,autobus,15.0,West,10,,Roseneck,Prager Platz
196095,1960,A51,autobus,10.0,West,30,,Bhf. Wannsee,Krankenhaus Heckeshorn
196096,1960,A52,autobus,38.0,West,30,,Alt-Marienfelde,Mimosenweg
196097,1960,A53,autobus,19.0,West,30,,Krumme Lanke,Thuner Platz
196098,1960,A55,autobus,38.0,Ost,15,11.4,"Wilhelmsruh, Fontanestrasse","Weißensee, Liebermannstrasse Ecke Piesporter Strasse"
196099,1960,A56,autobus,12.0,Ost,15,4.2,"Weißensee, Feldtmannstrasse",Wicherstrasse
1960100,1960,A57,autobus,24.0,Ost,7,6.5,Kniprodestrasse Ecke Erml ndische Strasse,Robert-Koch-Platz
1960101,1960,A6,autobus,13.0,West,60,,Bhf. Wannsee,Glienicker Brücke
1960102,1960,A60,autobus,25.0,West,10,,"Roseneck, Hundekehl",Wittenbergplatz
1960103,1960,A61,autobus,32.0,West,10,,ZobeltitzStrasse,"Gartenplatz, Feldstrasse"
1960104,1960,A62,autobus,38.0,West,10,,Wittenau,Wittenbergplatz
1960105,1960,A63,autobus,23.0,West,30,,Radelandstrasse,Seegefelder Weg
1960106,1960,A64,autobus,21.0,West,10,,U-Bhf. Kurt-Schumacher-Platz,Bernauer Strasse Ecke Gartenstrasse
1960107,1960,A65,autobus,49.0,West,15,,Goebelplatz,Flughafen Tempelhof
1960108,1960,A66,autobus,31.0,West,10,,Bismarckplatz,Stephanplatz
1960109,1960,A67,autobus,25.0,West,10,,"Jerusalems-Kirche, Lindenstrasse",U-Bhf. Grenzallee
1960110,1960,A68,autobus,19.0,West,15,,Clayallee,"Grazer Damm, OverbeckStrasse"
1960111,1960,A69,autobus,28.0,West,20,,Bismarckplatz,Brandenburger Tor
1960112,1960,A7,autobus,40.0,Ost,17,14.7,"Glienicke, Kirche",U-Bhf. Vinetastrasse
1960113,1960,A70,autobus,26.0,West,10,,Bhf. Wollankstrasse,"Wiebestrasse, Strassenbahnhof"
1960114,1960,A71,autobus,21.0,West,15,,Bhf. Wilhelmsruh,Wolliner Strasse
1960115,1960,A8,autobus,36.0,Ost,7,13.2,Waldesruh,U-Bhf. Friedrichsfelde
1960116,1960,A82P,autobus,5.0,Ost,20,1.2,Kinderheim,Markgrafendamm
1960117,1960,A9,autobus,27.0,Ost,10,7.3,Kurische Strasse,Scharnhorst- Ecke Kieler Strasse
1960118,1960,AD/36,autobus,,Ost,7,,"Diepensee, Flughafen",S-Bhf. Grünau
1960119,1960,AL,autobus,,Ost,45,,Neu-Lindenberg,"Malchow, Dorfstrasse"
1960120,1960,AN,autobus,20.0,Ost,20,8.3,S-Bhf. Hohen Neuendorf,"Glienicke, Kirche"
1960121,1960,AS1,autobus,28.0,West,15,,Bhf. Zoo,Hohenzollernring
1960122,1960,AS2,autobus,40.0,West,20,,Bhf. Zoo,"Lichtenrade, Blohmstrasse Ecke W nsdorfer Strasse"
1960123,1960,AS3,autobus,24.0,West,15,,Bhf. Zoo,Rathaus Zehlendorf
1960124,1960,AZ,autobus,36.0,Ost,60,17.2,Groß Ziethen,S-Bhf. Grünau
1960125,1960,O30,autobus,72.0,Ost,20,18.9,Kosterstrasse,Klosterstrasse
1960126,1960,O37,autobus,,Ost,0,,Bürknersfelde,Bhf. Lichtenberg
1960127,1960,O40,autobus,23.0,Ost,10,6.3,Ostbahnhof,Robert-Koch-Platz
1960128,1960,O41,autobus,18.0,Ost,10,6.2,Bürknersfelde,Dimitroffstrasse
1960129,1960,Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (umlandlinie),14.0,both/unkown,60,3.5,Alt-Schm ckwitz,Bhf. Eichwalde
1960130,1960,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (umlandlinie),19.0,both/unkown,90,9.0,Alt-Schm ckwitz,"Ziegenhals, VA Dienststelle"
1960131,1960,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),autobus,20.0,both/unkown,60,,Kladow,Wannsee
1960132,1960,A I,u-bahn,,Ost/West,0,,Pankow (Vinetastr.),Reichskanzlerplatz
1960133,1960,A II,u-bahn,,Ost/West,0,,Pankow (Vinetastr.),Krumme Lanke
1960134,1960,A III,u-bahn,,West,0,,Deutsches Opernhaus (Bismarckstr.),Richard-Wagner-Platz
1960135,1960,B I,u-bahn,,Ost/West,0,,Warschauer Brücke,Ruhleben
1960136,1960,B II,u-bahn,,Ost/West,0,,Warschauer Brücke,Krumme Lanke
1960137,1960,B III,u-bahn,,West,0,,Nollendorfplatz,Innsbrucker Platz (Hauptstr.)
1960138,1960,C I,u-bahn,,West,0,,Tegel,Grenzallee
1960139,1960,C II,u-bahn,,West,0,,Tegel,Tempelhof (Südring)
1960140,1960,D,u-bahn,,West,0,,Gesundbrunnen,Leinestr.
1960141,1960,E,u-bahn,,Ost,0,,Alexanderplatz,Friedrichsfelde (Tierpark)
1960142,1960,KBS 100,s-bahn,,both/unkown,0,,Gesundbrunnen,Gesundbrunnen
1960143,1960,KBS 100a,s-bahn,,both/unkown,0,,Wilmersdorf,Grünau
1960144,1960,KBS 100b,s-bahn,,both/unkown,0,,Blankenburg,Warschauer Str.
1960145,1960,KBS 100c,s-bahn,,both/unkown,0,,Gartenfeld,Warschauer Str.
1960146,1960,KBS 100c,s-bahn,,both/unkown,0,,Halensee,Warschauer Str.
1960147,1960,KBS 100d,s-bahn,,both/unkown,0,,Jungfernheide,Gartenfeld
1960148,1960,KBS 101,s-bahn,,both/unkown,0,,Staaken,Strausberg
1960149,1960,KBS 101a,s-bahn,,both/unkown,0,,Strausberg,Strausberg Nord
1960150,1960,KBS 102,s-bahn,,both/unkown,0,,Potsdam,Erkner
1960151,1960,KBS 103,s-bahn,,both/unkown,0,,Falkensee,Königs Wusterhausen
1960152,1960,KBS 103a,s-bahn,,both/unkown,0,,Spandau West,Spindlersfeld
1960153,1960,KBS 104,s-bahn,,both/unkown,0,,Oranienburg,Wannsee
1960154,1960,KBS 104a,s-bahn,,both/unkown,0,,Zehlendorf,Düppel-Kleinmachnow
1960155,1960,KBS 104b,s-bahn,,both/unkown,0,,Wannsee,Stahnsdorf
1960156,1960,KBS 105,s-bahn,,both/unkown,0,,Velten (Mark),Rangsdorf
1960157,1960,KBS 106,s-bahn,,both/unkown,0,,Bernau (b Bln),Teltow
19611,1961,1,straßenbahn,39.0,Ost,20,,Ostbahnhof,Am Kupfergraben
19612,1961,2,straßenbahn,60.0,West,15,,Bernauer Strasse Ecke Wolliner Strasse,GotenStrasse
19613,1961,3,straßenbahn,87.0,West,10,,Grüntaler Straße Ecke Osloer Strasse,Elsenstraße Ecke Heidelberger Strasse
19614,1961,3,straßenbahn,46.0,Ost,12,,Warschauer Strasse,Björnsonstrasse
19615,1961,4,straßenbahn,25.0,Ost,8,,Warschauer Strasse,Eberswalderstrasse Ecke Oderberger Strasse
19616,1961,11,straßenbahn,19.0,Ost,20,,Heinrich-Heine-Strasse,Hannoversche Strasse
19617,1961,13,straßenbahn,35.0,Ost,8,,"Klingenberg, Blockdammweg",Oderberger Strasse Ecke Eberswalderstrasse
19618,1961,15,straßenbahn,36.0,West,15,,Daimlerstrasse,Schulenburgpark
19619,1961,22,straßenbahn,48.0,Ost,12,,Bhf. Rosenthal,Elisabethstrasse
196110,1961,26,straßenbahn,30.0,West,15,,Spreewaldplatz,Industriestrasse
196111,1961,27,straßenbahn,30.0,West,15,,Spreewaldplatz,Alt-Buckow Ecke Buckower Damm
196112,1961,46,straßenbahn,52.0,Ost,12,,"Niederschönhausen, Schillerstrasse",Am Kupfergraben
196113,1961,47,straßenbahn,34.0,West,10,,Hermannplatz,Bahnhofstrasse
196114,1961,49,straßenbahn,41.0,Ost,15,,"Buchholz, Hauptstrasse","Hackescher Markt, Große Präsidentenstrasse"
196115,1961,53,straßenbahn,42.0,West,20,,Richard-Wagner-Platz,Hakenfelde
196116,1961,54,straßenbahn,43.0,West,20,,Richard-Wagner-Platz,Johannesstift
196117,1961,55,straßenbahn,54.0,West,12,,Nollendorfplatz,Nauener Strasse
196118,1961,60,straßenbahn,49.0,West,15,,Königin-Elisabeth-Strasse,Eythstrasse
196119,1961,63,straßenbahn,36.0,Ost,20,,"Hohenschönhausen, Gartenstadt","Hackescher Markt, Große Präsidentenstrasse"
196120,1961,64,straßenbahn,27.0,Ost,20,,"Hohenschönhausen, Falkenberger Strasse",Dönhoffplatz
196121,1961,66,straßenbahn,12.0,West,10,,Belziger Strasse,Bergstrasse
196122,1961,69,straßenbahn,40.0,Ost,10,,"Johannisthal, Haeckelstrasse",Bhf. Siegfriedstrasse
196123,1961,70,straßenbahn,49.0,Ost,12,,"Hohenschönhausen, Falkenberger Strasse",Am Kupfergraben
196124,1961,71,straßenbahn,32.0,Ost,10,,"Heinersdorf, Romain-Rolland-Str.","Jüdenstrasse, Molkenmarkt"
196125,1961,72,straßenbahn,44.0,Ost,12,,"Weißensee, Pasedagplatz",Taubenstrasse
196126,1961,73,straßenbahn,42.0,West,20,,Bhf. Lichterfelde-Ost,Potsdamer Platz
196127,1961,74,straßenbahn,39.0,West,20,,Finckensteinallee,Potsdamer Platz
196128,1961,74,straßenbahn,39.0,Ost,8,,"Weißensee, Pasedagplatz",Leipziger Strasse Ecke Wilhelmstrasse
196129,1961,74E,straßenbahn,31.0,Ost,8,,Klement-Gottwald-Allee Ecke Rennbahnstrasse,Spittelmarkt
196130,1961,75,straßenbahn,59.0,West,20,,"Bhf. Zoo, Kantstrasse",Hakenfelde
196131,1961,76,straßenbahn,60.0,West,20,,"Bhf. Zoo, Kantstrasse",Johannesstift
196132,1961,77,straßenbahn,49.0,West,20,,Bhf. Zoo,Goerzallee
196133,1961,78,straßenbahn,48.0,West,20,,Bhf. Zoo,Lichterfelde-West Lindenstrasse
