line_id,jahr,linien_name,typ,dauer (min),ost_west,frequenz,länge (km),start,ziel
1964139,1964,A II,u-bahn,40.0,West,10,,Schlesisches Tor,Krumme Lanke
1964140,1964,A III,u-bahn,2.0,West,10,,Deutsche Oper (Bismarckstr.),Richard-Wagner-Platz
1964141,1964,B I,u-bahn,6.0,West,5,,Nollendorfplatz,Innsbrucker Platz
1964142,1964,B III,u-bahn,3.0,West,10,,Wittenbergplatz,Uhlandstrasse
1964143,1964,C I,u-bahn,45.0,West,5,,Tegel,Britz-Süd
1964144,1964,C II,u-bahn,5.0,West,5,,Mehringdamm,Tempelhof (Südring)
1964145,1964,D,u-bahn,19.0,West,10,,Gesundbrunnen,Leinestr.
1964146,1964,G,u-bahn,10.0,West,3,,Leopoldplatz,Spichernstrasse
1964147,1964,KBS 100,s-bahn,,West,0,,Gesundbrunnen,Sonnenallee
1964148,1964,KBS 100a,s-bahn,,West,0,,Gesundbrunnen,Staaken
1964149,1964,KBS 100c,s-bahn,,West,0,,Heiligensee,Lichtenrade
1964150,1964,KBS 100b,s-bahn,,West,0,,Jungfernheide,Gartenfeld
1964151,1964,KBS 100d,s-bahn,,West,0,,Gesundbrunnen,Lichterfelde Süd
1964152,1964,KBS 100e,s-bahn,,West,0,,Frohnau,Wannsee
1964153,1964,KBS 100f,s-bahn,,West,0,,Zehlendorf,Düppel-Kleinmachnow
1964154,1964,KBS 100g,s-bahn,,West,0,,Friedrichstr.,Spandau West
1964155,1964,KBS 100h,s-bahn,,West,0,,Friedrichstr.,Wannsee
1964156,1964,KBS 100k,s-bahn,,West,0,,Zoologischer Garten,Köllnische Heide
1964157,1964,KBS 101,s-bahn,,Ost,0,,Friedrichstr.,Strausberg
1964158,1964,KBS 101c,s-bahn,,Ost,0,,Strausberg,Strausberg Nord
1964159,1964,KBS 102,s-bahn,,Ost,0,,Friedrichstr.,Erkner
1964160,1964,KBS 103,s-bahn,,Ost,0,,Falkensee,Albrechtshof
1964161,1964,KBS 103,s-bahn,,Ost,0,,Friedrichstr.,Königs Wusterhausen
1964162,1964,KBS 103a,s-bahn,,Ost,0,,Friedrichstr.,Zentralflughafen Berlin-Schönefeld
1964163,1964,KBS 104,s-bahn,,Ost,0,,Oranienburg,Alexanderplatz
1964164,1964,KBS 104d,s-bahn,,Ost,0,,Hennigsdorf (b Bln),Velten (Mark)
1964165,1964,KBS 106,s-bahn,,Ost,0,,Bernau (b Bln),Spindlersfeld
1964166,1964,KBS 106a,s-bahn,,Ost,0,,Schönhauser Allee,Zentralflughafen Berlin-Schönefeld
1964167,1964,O30,autobus,67.0,Ost,15,,Kosterstrasse,Klosterstrasse
1964168,1964,O37,autobus,26.0,Ost,15,,Marzahner Chaussee,Bhf. Lichtenberg
1964169,1964,O40,autobus,23.0,Ost,10,,Ostbahnhof,Robert-Koch-Platz
1964170,1964,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",straßenbahn,45.0,Ost,20,,S-Bhf. Friedrichshagen (Grenze),"Rüdersdorf, Karl-Marx-Platz"
1964171,1964,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),straßenbahn,20.0,Ost,20,,S-Bhf. Rahnsdorf,Woltersdorfer Schleuse
1964172,1964,71,straßenbahn,32.0,Ost,10,,"Heinersdorf, Romain-Rolland-Str.","Jüdenstrasse, Molkenmarkt"
1964173,1964,A38,autobus,13.0,Ost,20,,"Bohnsdorf, Waldstrasse",S-Bhf. Grünau
1964174,1964,A,u-bahn,19.0,Ost,2,,Pankow (Vinetastr.),Thälmannplatz
1964175,1964,E,u-bahn,16.0,Ost,5,,Alexanderplatz,Friedrichsfelde (Tierpark)
1964176,1964,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),fähre,20.0,West,60,,Kladow,Wannsee
19671,1967,3,straßenbahn,42.0,Ost,15,,Revalerstrasse,Björnsonstrasse
19672,1967,4,straßenbahn,36.0,Ost,8,,Markusstrasse,Eberswalderstrasse Ecke Oderberger Strasse
19673,1967,13,straßenbahn,42.0,Ost,8,,Hönower Wiesenweg Ecke Blockdammweg,Oderberger Strasse Ecke Eberswalderstrasse
19674,1967,22,straßenbahn,29.0,Ost,12,,"Rosenthal, Hauptstrasse",U-Bhf. Dimitroffstrasse
19675,1967,46,straßenbahn,44.0,Ost,10,,Nordend,Am Kupfergraben
19676,1967,49,straßenbahn,39.0,Ost,11,,"Buchholz, Hauptstrasse",Hackescher Markt
19677,1967,63,straßenbahn,49.0,Ost,20,,"Hohenschönhausen, Gartenstadt","Walter-Ulbricht-Stadion, Pflugstrasse"
19678,1967,64,straßenbahn,41.0,Ost,20,,"Hohenschönhausen, Falkenberger Strasse",Dönhoffplatz
19679,1967,70,straßenbahn,49.0,Ost,10,,"Hohenschönhausen, Falkenberger Strasse",Am Kupfergraben
196710,1967,71,straßenbahn,40.0,Ost,10,,Romain-Rolland-Strasse,Am Kupfergraben
196711,1967,72,straßenbahn,34.0,Ost,10,,"Weißensee, Pasedagplatz",Hackescher Markt
196712,1967,73,straßenbahn,38.0,Ost,12,,"Weißensee, Bernkastelerstrasse",Walter-Ulbricht-Stadion über Greifswalderstrasse
196713,1967,74,straßenbahn,47.0,Ost,8,,"Wießensee, Pasedagplatz",Leipziger Strasse Ecke Otto-Grotewohl-Strasse
196714,1967,82,straßenbahn,89.0,Ost,20,,"Mahlsdorf-Süd, Hubertus",Walter-Ulbricht-Stadion
196715,1967,82P,autobus,5.0,Ost,20,,Kinderheim,Markgrafendamm
196716,1967,83,straßenbahn,49.0,Ost,20,,Wendenschloß Ecke Ekhofstrasse,S-Bhf. Mahlsdorf
196717,1967,83E,straßenbahn,21.0,Ost,0,,S-Bhf. Köpenick,Wendenschloß
196718,1967,84,straßenbahn,57.0,Ost,10,,Am Falkenberg,"Friedrichshagen, Wasserwerk"
196719,1967,85,straßenbahn,42.0,Ost,20,,Wendenschloß,"Johannisthal, Haeckelstrasse"
196720,1967,86,straßenbahn,51.0,Ost,20,,Alt-Schmöckwitz,"Mahlsdorf-Süd, Hubertus"
196721,1967,87,straßenbahn,70.0,Ost,20,,Rahnsdorf,Wiener Brücke
196722,1967,92,straßenbahn,18.0,Ost,15,,"Oberspree, Bruno-Bürgel-Weg",Sonnenallee Ecke Baumschulenstrasse
196723,1967,95,straßenbahn,48.0,Ost,20,,Krankenhaus Köpenick,Wiener Brücke
196724,1967,A1,autobus,58.0,West,15,,"Moabit, Waldstrasse Ecke Turmstrasse",Lindenstrasse Ecke Müllerstrasse
196725,1967,A2,autobus,39.0,West,10,,Hardenbergplatz,Sonderhauserstrasse Ecke Hildburghauserstrasse
196726,1967,A3,autobus,39.0,West,10,,Rathaus Zehlendorf,"Stölpchensee, Wilhelmplatz"
196727,1967,A10,autobus,62.0,West,10,,"Haselhorst, Kirche",Lupsteiner Weg
196728,1967,A11,autobus,39.0,West,7,,Saargemünder Strasse Ecke Clayallee,U-Bhf. Alt-Mariendorf
196729,1967,A12,autobus,54.0,West,15,,Gartenstrasse Ecke Bernauer Strasse,Hainbuchenstrasse Ecke Kastanienallee
196730,1967,A13,autobus,57.0,West,15,,Alt-Heiligensee Ecke Sandhauserstrasse,Weinmeisterhornweg
196731,1967,A14,autobus,55.0,West,20,,Alt-Heiligensee Ecke Sandhauserstrasse,Rügener Strasse
196732,1967,A14E,autobus,9.0,West,30,,Alt-Heiligensee,Falkenplatz
196733,1967,A15,autobus,55.0,West,20,,Lübarser Strasse Ecke Eichhorster Weg,"Frohnau, Invalidensiedlung"
196734,1967,A16,autobus,5.0,West,12,,Osloer Strasse Ecke Drontheimerstrasse,Englerallee
196735,1967,A16,autobus,9.0,Ost,12,,Arkonaplatz,Liebknechstrasse vor Littenstrasse
196736,1967,A17,autobus,48.0,West,10,,"Grunewald, Fontanestrasse",Saaleckplatz
196737,1967,A18,autobus,31.0,West,20,,U-Bhf. Oskar-Helene-Heim,Machnowerstrasse Ecke Königsweg
196738,1967,A18,autobus,20.0,Ost,6,,Adalbertstrasse,Robert-Koch-Platz
196739,1967,A19,autobus,39.0,West,10,,Roseneck,Flughafen
196740,1967,A20,autobus,39.0,West,15,,Tegelort,"Lübars, Dorfaue"
196741,1967,A21,autobus,52.0,West,15,,"Wilhelmsruherdamm, Sektorengrenze",U-Bhf. Fehrbelliner Platz
196742,1967,A21E,autobus,16.0,West,15,,Alt-Wittenau Ecke Eichborndamm,Senftenberger Ring
196743,1967,A22,autobus,32.0,Ost,20,,"Hessenwinkel, Lutherstrasse","Fichtenau, Post"
196744,1967,A23,autobus,20.0,Ost,20,,Falkenhöhe,"Altglienicke, Kirche"
196745,1967,A24,autobus,39.0,West,15,,Wiebestrasse,Flughafen
196746,1967,A25,autobus,59.0,West,10,,Unionplatz,Grüner Weg Ecke Buschkrug Allee
196747,1967,A26,autobus,5.0,Ost,7,,VEB Bautransporte,Bhf. Schöneweide
196748,1967,A27,autobus,41.0,Ost,10,,"S-Bhf. Kaulsdorf, Planitzstrasse",Müggelheim
196749,1967,A28,autobus,35.0,West,15,,U-Bhf. Tempelhof,Heckmannufer
196750,1967,A29,autobus,40.0,West,10,,Roseneck,Oranienplatz
196751,1967,A31,autobus,28.0,West,20,,U-Bhf. Ruhleben,Heidebergplan
196752,1967,A32,autobus,28.0,West,6,,Breitenbachplatz,"Marienfelde, Bahnstrasse"
196753,1967,A33,autobus,20.0,West,7,,Berlinickestrasse Ecke Albrechtstrasse,Dirschelweg Ecke Rixdorferstrasse
196754,1967,A34,autobus,51.0,West,20,,"Spandau, Wasserwerk",Gutshof
196755,1967,A34E,autobus,8.0,West,17,,Alt-Gatow Ecke Groß-Glienicker Weg,Siedlung Habichtswald
196756,1967,A35,autobus,35.0,West,20,,U-Bhf. Ruhleben,Hottengrund
196757,1967,A35E,autobus,7.0,West,40,,Altenheim Hottengrund,Alt-Kladow Ecke Kladower Damm
196758,1967,A36,autobus,21.0,Ost,20,,Zentralflughafen,S-Bhf. Grünau
196759,1967,AD/38,autobus,26.0,Ost,20,,Diepensee,S-Bhf. Grünau
196760,1967,A39,autobus,13.0,Ost,15,,"Wartenberg, Siedlung","Hohenschönhausen, Falkenberger Strasse"
196761,1967,A4,autobus,55.0,West,10,,Brixplatz,Teuptitzerstrasse Ecke Kiehl-Ufer
196762,1967,A41,autobus,27.0,West,20,,Gradestrasse Ecke Tempelhofer Weg,"Rudow Stadtgrenze, Waltersdorfer Chaussee"
196763,1967,A42,autobus,32.0,Ost,10,,"Buch, Kiesgruben",Ostseestrasse
196764,1967,A43,autobus,24.0,Ost,20,,Bürknersfelde,S-Bhf. Nöldnerplatz
196765,1967,A43/R,autobus,7.0,Ost,20,,"Friedrichsfelde, Kirche",S-Bhf. Nöldnerplatz
196766,1967,A44,autobus,23.0,Ost,18,,"Hönow, Nord",S-Bhf. Mahlsdorf
196767,1967,A44E,autobus,17.0,Ost,10,,S-Bhf. Mahlsdorf,S-Bhf. Mahlsdorf
196768,1967,A45,autobus,39.0,Ost,12,,"Wilhelmsruh, Schillerstrasse","Weißensee, Schwarzelfenweg"
196769,1967,A46,autobus,30.0,Ost,15,,"Ahrensfeld, Kirche","Malchow, Dorfstrasse"
196770,1967,A47,autobus,26.0,Ost,10,,Bhf. Schöneweide,S-Bhf. Treptower Park
196771,1967,A48,autobus,17.0,Ost,5,,Bhf. Schöneweide,Bhf. Schöneweide
196772,1967,A48,autobus,39.0,West,12,,Potsdamer Strasse Ecke Fischerhüttenstrasse,"Philharmonie, Tiergartenstrasse"
196773,1967,A49,autobus,14.0,Ost,20,,"Bhf. Kaulsdorf, Bausdorfstrasse","Bhf. Kaulsdorf, Bausdorfstrasse"
196774,1967,A5,autobus,30.0,West,10,,U-Bhf. Ruhleben,Nervenklinik
196775,1967,A50,autobus,15.0,Ost,10,,"Niederschönhausen, Rolandstrasse",U-Bhf. Pankow (Vinetastrasse)
196776,1967,A50,autobus,25.0,West,10,,Roseneck,Goebenstrasse Ecke Bülowstrasse
196777,1967,51B,autobus,5.0,Ost,20,,S-Bhf. Buch,Akademie der Wissenschaften
196778,1967,A51,autobus,10.0,West,29,,Bhf. Wannsee,Krankenhaus Heckeshorn
196779,1967,A52,autobus,46.0,West,15,,"Marienfelde, Stadtrandsiedlung",Stubenrauchstrasse Ecke Kanalstrasse
196780,1967,A53,autobus,40.0,West,20,,"Nikolassee, Alemannenstrasse",Oberhofer Platz
196781,1967,A54,autobus,43.0,West,10,,"Zoo, Hardenbergplatz",Johannesstift
196782,1967,A54,autobus,14.0,Ost,10,,Ostseestrasse vor Prenzlauer Promenade,Dimitroffstrasse vor Cotheniusstrasse
196783,1967,A55,autobus,48.0,West,15,,"Zoo, Hardenbergplatz",Hakenfelde
196784,1967,A56,autobus,24.0,West,20,,U-Bhf. Ruhleben,Hakenfelde
196785,1967,A56,autobus,12.0,Ost,7,,"Weißensee, Nüßlerstrasse",Kanzowstrasse
196786,1967,A57,autobus,25.0,Ost,6,,Kniprodestrasse Ecke Ermländische Strasse,Scharnhorststrasse Ecke Kielerstrasse
196787,1967,A58,autobus,18.0,Ost,15,,Fontanestrasse,U-Bhf. Pankow (Vinetastrasse)
196788,1967,A59,autobus,13.0,Ost,7,,Walther-Ulbricht-Stadion,U-Bhf. Thälmannplatz
196789,1967,A6,autobus,13.0,West,30,,Bhf. Wannsee,Glienicker Brücke
196790,1967,A60,autobus,24.0,West,12,,"Roseneck, Hundekehl",Wittenbergplatz
196791,1967,A61,autobus,32.0,West,12,,U-Bhf. Scharnweberstrasse,"Gartenplatz, Feldstrasse"
196792,1967,A62,autobus,34.0,West,15,,Wittenau,Hardenbergplatz
196793,1967,A63,autobus,30.0,West,15,,Radelandstrasse Ecke Niederheideweg,Seegefelder Weg
196794,1967,A64,autobus,29.0,West,10,,Teichstrasse Ecke Gotthardstrasse,Vinetaplatz
196795,1967,A65,autobus,52.0,West,12,,Goebelplatz,Schulenburgpark
196796,1967,A66,autobus,17.0,West,15,,"Doppel-Süd, Berlepschstrasse",U-Bhf. Onkel-Toms-Hütte
196797,1967,A67,autobus,38.0,West,10,,Mehringplatz,Wutzkyallee Ecke Strasse 484
196798,1967,A68,autobus,35.0,West,15,,Clayallee Ecke Königin-Luise-Strasse,Bhf. Tempelhof
196799,1967,A69,autobus,33.0,West,20,,"Eichkamp, Dauerwaldweg",Moltkebrücke
1967100,1967,A7,autobus,34.0,Ost,12,,"Glienicke, Kirche",U-Bhf. Vinetastrasse
1967101,1967,A7E,autobus,23.0,Ost,10,,"Schildow, Kirche",U-Bhf. Vinetastrasse
1967102,1967,A70,autobus,28.0,West,10,,Bhf. Wollankstrasse,Wiebestrasse Ecke Sickingenstrasse
1967103,1967,A71,autobus,23.0,West,15,,"Wilhelmsruh, Kopenhagenerstrasse",Vinetaplatz
1967104,1967,A72,autobus,46.0,West,15,,Alt-Reinickendorf Ecke Rödern Allee,Gartenfeld
1967105,1967,A73,autobus,35.0,West,10,,Bhf. Zoo,Buschkrug Alle Ecke Blaschko-Allee
1967106,1967,A74,autobus,41.0,West,15,,"Königin-Elisabeth-Strasse, Adenauerdamm",Eythstrasse
1967107,1967,A75,autobus,47.0,West,10,,Munsterdamm Ecke Steglitzer Damm,Hermannplatz
1967108,1967,A76,autobus,37.0,West,7,,Blohmstrasse Ecke Illigstrasse,Walter-Schreiber-Platz
1967109,1967,A77,autobus,29.0,West,20,,Bergiusstrasse Ecke Haberstrasse,"Marienfelde, Daimlerstrasse Ecke Hollabergweg"
1967110,1967,A78,autobus,16.0,West,10,,U-Bhf. Alt-Mariendorf,Buckower Damm Ecke Alt-Buckow
1967111,1967,A79,autobus,18.0,West,15,,Leopoldplatz,Sommerstrasse Ecke Klemkestrasse
1967112,1967,A8,autobus,33.0,Ost,10,,"Waldesruh, Malhlsdorfer Allee",U-Bhf. Friedrichsfelde
1967113,1967,A8E,autobus,21.0,Ost,10,,Sadowastrasse,U-Bhf. Friedrichsfelde
1967114,1967,A80,autobus,26.0,West,15,,U-Bhf. Ruhleben,Nennhauser Damm Ecke Brunsbütteler Damm
1967115,1967,A81,autobus,45.0,West,10,,"Bhf. Zoo, Hardenbergplatz",Imbrosweg Ecke Dardanellenweg
1967116,1967,A82,autobus,28.0,West,20,,Alt-Lichtenrade Ecke Goethestrasse,Potsdamerstrasse Ecke Goethestrasse
1967117,1967,A83,autobus,48.0,West,10,,Nettelbeckplatz,Belßstrasse Ecke Prezsingstrasse
1967118,1967,A84,autobus,33.0,West,12,,Ringstrasse Ecke Pestalozziplatz,Gotenstrasse Ecke Torgauerstrasse
1967119,1967,A85,autobus,44.0,West,10,,"Bhf. Zoo, Hardenbergplatz",Holtheimer Weg
1967120,1967,A86,autobus,50.0,West,15,,Invalidenstrasse Ecke Heidestrasse,Birkbuschstrasse Ecke Siemensstrasse
1967121,1967,A87,autobus,10.0,West,20,,Richard-Wagner-Platz,Sophie-Charlotten-Strasse Ecke Pulsstrasse
1967122,1967,A88,autobus,22.0,West,15,,Jungfernheideweg Ecke Siemensdamm,Jungfernheideweg Ecke Siemensdamm
1967123,1967,A89,autobus,62.0,West,10,,"Bornholmerstrasse, Sektorengrenze",Mehringplatz
1967124,1967,A9,autobus,17.0,Ost,6,,Kurische Strasse,Otto-Grotewohl-Strasse
1967125,1967,A90,autobus,35.0,West,15,,"Bhf. Zoo, Hardenbergplatz",Vinetaplatz
1967126,1967,A91,autobus,21.0,West,7,,Hermannplatz,Alt-Buckow Ecke Buckower Damm
1967127,1967,A93,autobus,11.0,West,15,,Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse,Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse
1967128,1967,A94,autobus,36.0,West,10,,"Bhf. Zoo, Hardenbergplatz",Reimerweg Ecke Heerstrasse
1967129,1967,A95,autobus,23.0,West,15,,Mehringplatz,Schwarzer Weg Ecke Sonnenallee
1967130,1967,A96,autobus,29.0,West,10,,"Flughafen, Dudenstrasse",Lindenstrasse Ecke Ostpreußendamm
1967131,1967,A97,autobus,34.0,West,20,,Reimerweg Ecke Heerstrasse,Aalemannufer Ecke Nieder-Neuendorfer Allee
1967132,1967,A98,autobus,12.0,West,20,,U-Bhf. Britz-Süd,U-Bhf. Britz-Süd
1967133,1967,A99,autobus,48.0,West,10,,Brunnenstrasse Ecke Lortzingstrasse,Westerwaldstrasse Ecke Falkenseer Chaussee
1967134,1967,S1,autobus,29.0,West,15,,"Bhf. Zoo, Hardenbergplatz",Hohenzollernring Ecke Schönwalderstrasse
1967135,1967,S3,autobus,29.0,West,15,,Hardenbergplatz,Rathaus Zehlendorf
1967136,1967,S4,autobus,39.0,West,20,,Hardenbergplatz,"Stölpchensee, Wilhelmplatz"
1967137,1967,AL,autobus,15.0,Ost,36,,Neu-Lindenberg,"Malchow, Dorfstrasse"
1967138,1967,1,u-bahn,36.0,West,5,,Schlesisches Tor,Ruhleben
1967139,1967,2,u-bahn,29.0,West,10,,Gleisdreieck,Krumme Lanke
1967140,1967,3,u-bahn,3.0,West,10,,Wittenbergplatz,Uhlandstr.
1967141,1967,4,u-bahn,6.0,West,5,,Nollendorfplatz,Innsbrucker Platz (Hauptstr.)
1967142,1967,5,u-bahn,1.0,West,10,,Deutsche Oper (Bismarckstr.),Richard-Wagner-Platz
1967143,1967,6,u-bahn,41.0,West,5,,Tegel,Alt-Mariendorf
1967144,1967,7,u-bahn,17.0,West,3,,Möckernbrücke,Britz-Süd
1967145,1967,8,u-bahn,20.0,West,10,,Gesundbrunnen,Leinestr.
1967146,1967,9,u-bahn,10.0,West,3,,Leopoldplatz,Spichernstr. (Bundesallee)
1967147,1967,KBS 100,s-bahn,,West,0,,Gesundbrunnen,Sonnenallee
1967148,1967,KBS 100a,s-bahn,,West,0,,Gesundbrunnen,Staaken
1967149,1967,KBS 100b,s-bahn,,West,0,,Jungfernheide,Gartenfeld
1967150,1967,KBS 100c,s-bahn,,West,0,,Heiligensee,Lichtenrade
1967151,1967,KBS 100d,s-bahn,,West,0,,Gesundbrunnen,Lichterfelde Süd
1967152,1967,KBS 100e,s-bahn,,West,0,,Frohnau,Wannsee
1967153,1967,KBS 100f,s-bahn,,West,0,,Zehlendorf,Düppel-Kleinmachnow
1967154,1967,KBS 100g,s-bahn,,West,0,,Friedrichstr.,Spandau West
1967155,1967,KBS 100h,s-bahn,,West,0,,Friedrichstr.,Wannsee
1967156,1967,KBS 100k,s-bahn,,West,0,,Zoologischer Garten,Köllnische Heide
1967157,1967,KBS 101,s-bahn,,Ost,0,,Friedrichstr.,Strausberg
1967158,1967,KBS 101c,s-bahn,,Ost,0,,Strausberg,Strausberg Nord
1967159,1967,KBS 102,s-bahn,,Ost,0,,Friedrichstr.,Erkner
1967160,1967,KBS 103,s-bahn,,Ost,0,,Friedrichstr.,Königs Wusterhausen
1967161,1967,KBS 103a,s-bahn,,Ost,0,,Friedrichstr.,Zentralflughafen Berlin-Schönefeld
1967162,1967,KBS 104,s-bahn,,Ost,0,,Oranienburg,Ostbahnhof
1967163,1967,KBS 104d,s-bahn,,Ost,0,,Hennigsdorf (b Bln),Velten (Mark)
1967164,1967,KBS 105,s-bahn,,Ost,0,,Blankenburg,Zeuthen
1967165,1967,KBS 106,s-bahn,,Ost,0,,Bernau (b Bln),Spindlersfeld
1967166,1967,KBS 106a,s-bahn,,Ost,0,,Schönhauser Allee,Zentralflughafen Berlin-Schönefeld
1967167,1967,O30,autobus,66.0,Ost,15,,Ostbahnhof,Robert-Koch-Platz
1967168,1967,O37,autobus,46.0,Ost,15,,Dimitroffstrasse vor Cotheniusstrasse,Bhf. Lichtenberg
1967169,1967,O40,autobus,23.0,Ost,8,,Ostbahnhof,Robert-Koch-Platz
1967170,1967,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",straßenbahn,39.0,Ost,20,,S-Bhf. Friedrichshagen (Grenze),"Rüdersdorf, Karl-Marx-Platz"
1967171,1967,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),straßenbahn,20.0,Ost,20,,S-Bhf. Rahnsdorf,Woltersdorfer Schleuse
1967172,1967,A,u-bahn,19.0,Ost,2,,Pankow (Vinetastr.),Thälmannplatz
1967173,1967,E,u-bahn,16.0,Ost,5,,Alexanderplatz,Friedrichsfelde
1967174,1967,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),fähre,19.0,West,60,,Kladow,Wannsee
1967175,1967,69,straßenbahn,84.0,Ost,20,,"Johannisthal, Haeckelstrasse",Walter-Ulbricht-Stadion
1967176,1967,69E,straßenbahn,55.0,Ost,20,,"Johannisthal, Haeckelstrasse",Kniprodestrasse
19711,1971,7,autobus,34.0,Ost,12,,"Glienicke, Kirche",U-Bhf. Pankow
19712,1971,8,autobus,33.0,Ost,10,,Mahlsdorfer Allee,U-Bhf. Friedrichsfelde
19713,1971,9,autobus,16.0,Ost,8,,Kurische Strasse,Otto-Grotewohl-Strasse
19714,1971,16,autobus,17.0,Ost,8,,Arkonaplatz,Adalbertstrasse
19715,1971,18,autobus,20.0,Ost,6,,Adalbertstrasse,Robert-Koch-Platz
19717,1971,22,autobus,37.0,Ost,20,,"Hessenwinkel, Lutherstrasse","Fichtenau, Post"
19718,1971,23,autobus,20.0,Ost,20,,Falkenhöhe,"Altglienicke, Kirche"
19719,1971,26,autobus,5.0,Ost,7,,VEB Bautransporte,Bhf. Schöneweide
197110,1971,27,autobus,41.0,Ost,10,,"S-Bhf. Kaulsdorf, Planitzstrasse",Müggelheim
197111,1971,30,autobus,66.0,Ost,13,,Ostbahnhof,Robert-Koch-Platz
197112,1971,31,autobus,30.0,Ost,10,,S-Bhf. Buch,Ostseestrasse
197113,1971,32,autobus,23.0,Ost,8,,H.- Beimler-Strasse,U-Bhf. Thälmannplatz
197114,1971,34,autobus,15.0,Ost,15,,Alt-Stralau,U-Bhf. Marchlewskistrasse
197115,1971,35,autobus,20.0,Ost,0,,Pirolstrasse,S-Bhf. Nöldnerplatz
197116,1971,36,autobus,20.0,Ost,0,,Zentralflughafen,S-Bhf. Grünau
197117,1971,37,autobus,46.0,Ost,15,,Bhf. Lichtenberg,Dimitroffstrasse
197118,1971,39,autobus,13.0,Ost,0,,"Wartenberg, Siedlung",Falkenberger Strasse
197119,1971,40,autobus,20.0,Ost,0,,Ostbahnhof,Robert-Koch-Platz
197120,1971,42,autobus,31.0,Ost,10,,Buch,Ostseestrasse
197121,1971,43,autobus,32.0,Ost,10,,"Marzahner Chaussee, Springpfuhl",S-Bf. Nöldnerplatz
197122,1971,44,autobus,12.0,Ost,30,,"Hönow, Dorfstrasse",S-Bhf. Mahlsdorf
197123,1971,45,autobus,39.0,Ost,6,,"Wilhelmsruh, Schillerstrasse","Weißensee, Schwarzelfenweg"
197124,1971,47,autobus,26.0,Ost,12,,Bhf. Schöneweide,"Treptow, Eichenstrasse"
197125,1971,48,autobus,17.0,Ost,7,,Bhf. Schöneweide,Bhf. Schöneweide
197126,1971,49,autobus,14.0,Ost,20,,"Bhf. Kaulsdorf, Bausdorfstrasse","Bhf. Kaulsdorf, Bausdorfstrasse"
197127,1971,50,autobus,15.0,Ost,5,,"Niederschönhausen, Rolandstrasse",U-Bhf. Pankow (Vinetastrasse)
197128,1971,52,autobus,12.0,Ost,15,,"Pankow, Achtermannstrasse",U-Bhf. Pankow
197129,1971,A1,autobus,57.0,West,12,,"Moabit, Waldstrasse Ecke Turmstrasse",Lindenstrasse Ecke Müllerstrasse
197130,1971,A10,autobus,67.0,West,10,,Haselhorster Damm Ecke Gartenfelderstrasse,Lupsteiner Weg
197131,1971,A11,autobus,42.0,West,10,,"Dahlem, Waldfriedhof",U-Bhf. Alt-Mariendorf
197132,1971,A12,autobus,57.0,West,15,,Bernauerstrasse Ecke Gartenstrasse,Hainbuchenstrasse Ecke Maximilian-Korso
197133,1971,A13,autobus,57.0,West,15,,Heiligensee,Weinmeisterhornweg Ecke Wilhelmstrasse
197134,1971,A14,autobus,55.0,West,15,,Heiligensee Ecke Alt-Heiligensee,Rügenerstrasse Ecke Brunnenstrasse
197135,1971,A14E,autobus,9.0,West,30,,Alt-Heiligensee,Falkenplatz
197136,1971,A15,autobus,55.0,West,20,,Wittenauer Strasse Ecke Eichhorsterweg,"Frohnau, Invalidensiedlung"
197137,1971,A16,autobus,58.0,West,15,,Osloer Strasse Ecke Koloniestrasse,Englerallee
197138,1971,A17,autobus,53.0,West,10,,"Grunewald, Fontanestrasse",Celsiusstrasse
197139,1971,A18,autobus,33.0,West,20,,U-Bhf. Oskar-Helene-Heim,Machnowerstrasse Ecke Königsweg
197140,1971,A19,autobus,39.0,West,10,,Roseneck,Flughafen
197141,1971,A2,autobus,31.0,West,10,,U-Bhf. Friedrich-Wilhelm-Platz,Waldsassener Strasse Ecke Ahrensdorfer Strasse
197142,1971,A20,autobus,40.0,West,15,,"Tegelort, Almazeile","Lübars, Alt-Lübars"
197143,1971,A21,autobus,56.0,West,15,,"Quickborner Strasse, Märkische Viertel",Fehrbelliner Platz
197144,1971,A22,autobus,27.0,West,15,,Kurt-Schumacher-Platz,Wittenauer Strasse Ecke Eichhorster Weg
197145,1971,A23,autobus,46.0,West,10,,Hardenbergplatz,Buolstrasse Ecke Rohrdamm
197146,1971,A24,autobus,41.0,West,15,,Wiebestrasse Ecke Huttenstrasse,Platz der Luftbrücke
197147,1971,A25,autobus,36.0,West,10,,U-Bhf. Friedrich-Wlhelm-Patz,Grüner Weg Ecke Buschkrugallee
197148,1971,A28,autobus,35.0,West,15,,U-Bhf. Tempelhof,Heckmannufer Ecke Schlesischestrasse
197149,1971,A29,autobus,40.0,West,10,,Roseneck,Oranienplatz
