Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
298,Friedrichstrasse,bus,['18'],"52.51718498081941, 13.388821428784585",nan,"A9,A57+ ['9', '32']",nan+ nan
299,Friesenstrasse Ecke Columbiadamm,bus,['A4'],"52.483955843943605, 13.394382269747895",nan,"['A24', 'A4']+ ['A4']",nan+ nan
300,Frohnau,s-bahn,['KBS 154'],"52.6325,13.2902",Q800472,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e'],nan+ nan+ nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station+ nan
301,"Frohnau, Invalidensiedlung",bus,['A15'],"52.65584641928224, 13.29035792910375",nan,['A12']+ A15+ ['A15'],nan+ nan+ nan
302,Fulhamer Allee Ecke Britzer Damm,bus,['A98'],"52.448878464010086, 13.436183255895306",nan,['A98'],nan
303,Funk- w.Fernmeld,bus,['56'],"52.53373620475704, 13.45293949300804",,,
304,Fürstenbbrunner Weg Ecke Spandauer Damm,bus,['A54'],"52.51838547193756, 13.280148041731874",,,
305,Gabelung,bus,['A13'],"52.59988612656876, 13.25204128545515",nan,A13+ A13+ A13+ ['A13'],Gabelung+ Gabelung+ Gabelung+ nan
306,Galenusstrasse,bus,['52'],"52.581754739893306, 13.42976269339117",nan,['52'],nan
307,Galenusstrasse,strassenbahn,['49'],"52.5818183,13.4287678",Q66195410,49+ ['49'],nan+ nan
308,Gartenfeld,s-bahn,['KBS 159'],"52.54695,13.24882",Q96080469,"['KBS 100b']+ ['KBS 100b']+ ['KBS 100d']+ KBS 100c,KBS 100d+ KBS 100c+ KBS 100b+ ['KBS 100b']",nan+ nan+ nan+ Gartenfeld+ Gartenfeld+ Gartenfeld+ nan
309,Gartenplatz,bus,['A12'],"52.53887149101001, 13.383411331672582",nan,A64+ ['61'],Gartenplatz+ nan
310,"Gartenplatz, Feldstrasse",bus,['A61'],"52.538565896675905, 13.384005277447793",nan,A61+ A61+ A61+ ['A61'],"Gartenplatz, Feldstrasse+ Gartenplatz, Feldstrasse+ Gartenplatz, Feldstrasse+ nan"
311,Gartenstadtweg,bus,['36'],"52.412313913821045, 13.56660267841369",nan,AD/36+ AD/36+ A36+ ['A36']+ ['36'],Gartenstadtweg+ Gartenstadtweg+ Gartenstadtweg+ nan+ nan
312,Gartenstrasse Ecke Gerichtstrasse,bus,['A90'],"52.54185540858252, 13.378087416189226",,,
313,"Gatow, Kirche",bus,"['A35', 'A34']","52.48684680676539, 13.18215147844503",nan,"['A34']+ ['A35', 'A34']+ A35,A34+ A34,A35+ A34,A35+ ['A34', 'A35']+ ['34']","nan+ nan+ Gatow, Kirche+ Gatow, Kirche+ Gatow, Kirche+ nan+ nan"
314,Gatower Strasse,bus,['A34'],"52.489436255649245, 13.180387588417426",nan,"A35+ A35+ A34, A35+ ['97', '94', '34']",Gatower Strasse Ecke Alt-Gatow+ Gatower Strasse Ecke Alt-Gatow+ Gatower Strasse Ecke Alt-Gatow+ nan
315,Gatowerstrasse Ecke Heerstrasse,bus,"['A97', 'A94']","52.515507342099255, 13.184724533784886",nan,"['A97', 'A94']",nan
316,Geflügelsteig,bus,['A93'],"52.405102350485194, 13.4906582234772",,,
317,Gehringstrasse Ecke Gustav-Adolf-Strasse,bus,['56'],"52.56275859809491, 13.459295673933369",nan,['A56'],nan
318,Gehsener Strasse,bus,['27'],"52.46321577871702, 13.58365868698432",nan,['A27']+ A27+ ['27'],nan+ Gehsener Strasse Ecke Mahlsdorfer Strasse+ nan
319,Gemeindefriedhof,bus,['A14E'],"52.598200718485565, 13.215687761018108",nan,['61'],nan
320,Geraer Strasse Ecke Mariannenstrasse,bus,['A11'],"52.421007110699065, 13.334936765948392",,,
321,Gerlindeweg,bus,['A20'],"52.57586888496535, 13.228881094189404",,,
322,Gersdorfstrasse Ecke Kaiserstrasse,bus,['A33'],"52.44509615026107, 13.374026265583465",,,
323,Gesundbrunnen,s-bahn,"['KBS 150', 'KBS 158', 'KBS 152', 'KBS 154', 'KBS 153']","52.548611111111,13.389444444444",Q111239092,"['KBS 104', 'KBS 105', 'KBS 100', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e+ ['KBS 100e', 'KBS 100', 'KBS 100d', 'KBS 100a', 'KBS 100c']",nan+ nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ nan
324,Gesundbrunnen,u-bahn,['8'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ ['D']+ D+ D+ D+ ['8'],nan+ nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ nan
325,Gleisdreieck,u-bahn,"['2', '1']","52.49952,13.37409",Q678372,"['A']+ ['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II+ ['1', '2']",nan+ nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck+ nan
326,"Glienicke, Kirche",bus,['7'],"52.63062737184449, 13.312861916755343",nan,"['A7']+ AN,A7+ A7+ A7+ ['A7']+ ['7']","nan+ Glienicke, Kirche+ Glienicke, Kirche+ Glienicke, Kirche+ nan+ nan"
327,Glienicker Brücke,bus,['A6'],"52.413474089031965, 13.091235881924467",nan,['A6']+ A6+ A6+ A6+ ['A6']+ ['6'],nan+ Glienicker Brücke+ Glienicker Brücke+ Glienicker Brücke+ nan+ nan
328,Gneisenaustrasse,u-bahn,['7'],"52.491388888889,13.395555555556",Q668618,['C'],nan
329,Gneisenaustrasse Ecke Zossenstrasse,bus,['A24'],"52.491565660940175, 13.394454355304944",,,
330,Goebelplatz,bus,['A23'],"52.53812718171093, 13.27991414794248",nan,"A65+ A65+ A65+ ['A88', 'A65']+ ['23']",Goebelplatz+ Goebelplatz+ Goebelplatz+ nan+ nan
331,Goethestrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],"52.455545765090996, 13.726377148130858",nan,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)']+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],nan+ nan+ nan
332,Goethestrasse,bus,['A76'],"52.40437395250698, 13.406194791584095",,,
333,Gorkistrasse Ecke Ziekowstrasse,bus,['A15'],"52.59056318133497, 13.291987805164116",nan,['A15'],nan
334,Gotenstrasse Ecke Sachsenstrasse,bus,['A74'],"52.47544248777293, 13.359879433589482",,,
335,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,bus,['A73'],"52.46056887553805, 13.417975404195007",nan,['A25']+ A25+ ['A25'],nan+ nan+ nan
336,Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg,bus,['A25'],"52.460486783559624, 13.417983924217406",nan,"A25,A73+ A73+ ['A73']",nan+ nan+ nan
337,Gotzkowskystrasse Ecke Alt-Moabit,bus,"['A23', 'A86']","52.52378715845577, 13.329806393816941",,,
338,Gotzkowskystrasse Ecke Turmstrasse,bus,['A24'],"52.52721970192428, 13.330570000205638",nan,['A24']+ ['A24'],nan+ nan
339,Gradestrasse,bus,['A41'],"52.45253783133086, 13.4330277622881",nan,"['73', '25']",nan
340,Gradestrasse Ecke Britzer Damm,bus,['A91'],"52.45263961788979, 13.438591133769236",nan,['A91'],nan
341,Granitzstrasse,bus,['52'],"52.57207265500184, 13.428773831691446",nan,['52'],nan
342,Grazer Platz,bus,"['A83', 'A25']","52.46714786852433, 13.344179308164394",nan,"A25+ A25+ A83,A25+ ['A25', 'A83']+ ['83']+ ['25']",Grazer Platz+ Grazer Platz+ Grazer Platz+ nan+ nan+ nan
343,Greifswalder Str.,s-bahn,"['KBS 141', 'KBS 142', 'KBS 140', 'KBS 143']","52.539722222222,13.439444444444",Q439246,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106+ KBS 106a,KBS 104,KBS 106+ ['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']",nan+ nan+ nan+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ nan
344,Greifswalder Strasse,bus,"['56'] ; ['44']","52.54130253684684, 13.438917276806427 ; 52.53002871375482, 13.62681794411932",nan,"['A44E']+ A44E,A44+ A44,A44E+ A44,A44E+ ['A44']+ ['44']+ ['56']",nan+ Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse+ nan+ nan+ nan
345,Greifswalder Strasse,strassenbahn,"['4', '13']","52.5364975,13.4334045",Q65548960,"['60']+ ['13', '4']+ 4,13+ 13,4+ 4,13+ ['13', '4']+ ['4', '13']",nan+ nan+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße+ nan+ nan
346,Grellstrasse,bus,['56'],"52.54566404757848, 13.427807153394088",,,
347,Grenzallee,u-bahn,['7'],"52.463333333333,13.443888888889",Q571836,['C']+ ['C I']+ ['C I']+ C I+ C I+ C I+ ['7'],nan+ nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee+ nan
348,Grenzallee Ecke Naumbürgerstrasse,bus,['A67'],"52.464552294306756, 13.448318114755583",,,
349,Gritznerstrasse Ecke Schildhornstrasse,bus,['A32'],"52.46433356336079, 13.316493780492829",,,
350,Grottkauer Strasse,bus,['49'],"52.52796238368814, 13.600805280630896",nan,A49+ A49+ A49+ ['A49'],Grottkauer Strasse Ecke Am Baltenring+ Grottkauer Strasse Ecke Am Baltenring+ Grottkauer Strasse Ecke Am Baltenring+ nan
351,Großbeerenstrasse Ecke Rathausstrasse,bus,['A76'],"52.43922302452444, 13.381635581140028",nan,['A76'],nan
352,Große Krampe,Fähre,['293'],"52.38216958209777, 13.654448156259463",,,
353,Großer Stern,bus,"['A16', 'A69']","52.514524715463295, 13.349933192922938",nan,"['A16']+ ['A24', 'A16']+ A69+ A69,A16+ ['A69', 'A16']+ ['69', '16']",nan+ nan+ nan+ nan+ nan+ nan
354,Großglienicker Weg,bus,['A34'],"52.483148805729485, 13.182630557348212",nan,"A34,A35+ A34,A35",nan+ nan
355,Großgörschenstr.,s-bahn,['KBS 154'],"52.4922745,13.3678588",Q21776726,['KBS 104a']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e+ ['KBS 100e'],nan+ nan+ nan+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ nan
356,Großziethener Chaussee Ecke Geflügelsteig,bus,['A93'],"52.41045579588441, 13.47943478217651",,,
357,Grunewald,s-bahn,['KBS 156'],"52.4892,13.2614",Q457266,['KBS 101']+ ['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 100h+ ['KBS 100h'],nan+ nan+ nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station+ nan
358,"Grunewald, Fontanestrasse",bus,['A17'],"52.48728923056679, 13.263800173256355",nan,A17+ ['A17']+ ['17'],nan+ nan+ nan
359,Grunewaldstrasse Ecke Martin-Luther-Strasse,bus,"['A85', 'A73']","52.489052179432406, 13.345015381967391",nan,"['A16']+ ['A16']+ A85+ ['A73', 'A85']",nan+ nan+ nan+ nan
360,Grünau,Fähre,['292'],"52.41748994875358, 13.582453633911928",nan,['Wendenschloß<>Grünau'],nan
361,Grünau,s-bahn,"['KBS 110', 'KBS 141']","52.4122,13.5746",Q111307258,"['KBS 100a', 'KBS 100c']+ ['KBS 100a', 'KBS 103']+ ['KBS 100a', 'KBS 103']+ KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 103+ ['KBS 103', 'KBS 105']+ ['110', '141']",nan+ nan+ nan+ S-Bahnhof Grünau+ S-Bahnhof Grünau+ S-Bahnhof Grünau+ nan+ nan
362,Grünbergallee,s-bahn,"['KBS 140', 'KBS 115']","52.3992,13.5416",Q5612896,"['KBS 103a', 'KBS 106a']+ ['140']",nan+ nan
363,Grünberger Strasse,bus,['34'],"52.51247914134981, 13.452608373648678",,,
364,Grünberger Strasse,strassenbahn,['4'],"52.5122359,13.452609",Q65706239,['4']+ 4+ 4+ 4+ ['4']+ ['4'],nan+ Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße+ nan+ nan
365,Grüne Wiese,strassenbahn,['71'],"52.562147823032035, 13.434853580549184",,,
366,Grüner Weg Ecke Buschkrugallee,bus,"['A98', 'A25']","52.44277699347086, 13.45626759453103",nan,['A25'],nan
367,Gutschmidtstrasse Ecke Buckowerdamm,bus,['A91'],"52.44037969534311, 13.434824521519351",,,
368,Gutshof,bus,['A34'],"52.47510904064348, 13.120710540203262",nan,A34+ A34+ A34+ ['A34'],Gutshof+ Gutshof+ Gutshof+ nan
369,Görlitzer Bahnhof (Oranienstr.),u-bahn,['1'],"52.4992,13.428",Q597759,"['B I']+ B I,B II+ B II,B I+ A I,A II+ ['1']",nan+ Görlitzer Bahnhof+ Görlitzer Bahnhof+ Görlitzer Bahnhof+ nan
370,Göttinger Strasse,bus,['A76'],"52.46138678087216, 13.345021087503788",,,
371,Güntzelstrasse,u-bahn,['9'],"52.49194,13.33083",Q571563,,
372,H.- Beimler-Strasse,bus,['32'],"52.52515376382797, 13.419905951093401",,,
373,H.-Duncker-strasse,strassenbahn,['21'],"52.468763826103014, 13.514546415709704",,,
374,Hackescher Markt,strassenbahn,"['71', '63', '69', '73', '72', '49', '75']","52.522700593509725, 13.401605863643521",Q65094590+nan,"['1']+ ['69', '49', '65']+ ['49', '69']+ ['63']+ 69+ 69+ ['63', '72', '73', '49', '69', '71']+ ['73', '75', '49', '15', '63', '72']",nan+ nan+ nan+ nan+ Hackescher Markt+ nan+ nan+ nan
375,Haeckelstrasse,strassenbahn,['17'],"52.44042166680233, 13.505548162898839",nan,"['17', '85']",nan
376,Hagenplatz,bus,['A19'],"52.483382973651, 13.265818700272884",nan,"['A19', 'A17']+ A17,A19+ A19,A17+ A17,A19+ ['A19', 'A17']+ ['17']",nan+ Hagenplatz+ Hagenplatz+ Hagenplatz+ nan+ nan
377,Hainbuchenstrasse Ecke Maximilian-Korso,bus,['A12'],"52.63435449938953, 13.274930560381957",,,
378,Hakenfelde,bus,"['A56', 'A55']","52.56835274068237, 13.211131344773793",nan,"['A55', 'A56']",nan
379,Halemweg Ecke Toeplerstrasse,bus,['A23'],"52.53821272416298, 13.286713503416276",,,
380,Halensee,s-bahn,"['KBS 151', 'KBS 150']","52.4961,13.2906",Q800476,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100c,KBS 100+ KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']",nan+ nan+ nan+ Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station+ nan
381,Hallesches Tor,u-bahn,"['6', '1']","52.497777777778,13.391111111111",Q658302,"['B', 'C']+ ['B I', 'B II', 'C I']+ ['C I', 'B I', 'A II']+ C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II+ ['1', '6']",nan+ nan+ nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor+ nan
382,Hamburger Platz,bus,"['45', '56']","52.555394187589414, 13.438973139463632",nan,"A45,A56+ A56,A55,A45+ A45,A56,A55+ ['A45', 'A56']+ ['45', '56']",Hamburger Platz+ Hamburger Platz+ Hamburger Platz+ nan+ nan
383,Hamburger Strasse,bus,['22'],"52.459675762441734, 13.703408632731582",,,
384,Hans-Beimler-Strasse,bus,['9'],"52.52515376382797, 13.419905951093401",nan,['32'],nan
385,Hansaplatz,bus,"['A23', 'A16']","52.5179343319099, 13.342038193257153",nan,"['A16']+ ['A25', 'A16']+ A25,A66,A16+ A25,A16+ A16,A25+ ['A25', 'A16']+ ['23']",nan+ nan+ Hansaplatz+ Hansaplatz+ Hansaplatz+ nan+ nan
386,Hansaplatz,u-bahn,['9'],"52.517777777778,13.342222222222",Q287552,G+ ['9'],nan+ nan
387,Hardenbergplatz,bus,['A23'],"52.50706777810132, 13.333173024250815",nan,"['A2', 'S3', 'A62', 'S4']",nan
388,Haselhorster Damm Ecke Gartenfelderstrasse,bus,['A10'],"52.54294023738911, 13.239881944347387",,,
389,Hatzfeldtallee Ecke Waidmannsluster Damm,bus,['A20'],"52.59599130761894, 13.291565404669369",,,
390,Hauptstrasse,bus,['58'],"52.58488483540165, 13.366332655923804",nan,"['73', '65', '74']",nan
391,Hauptstrasse,strassenbahn,"['22'] ; ['49'] ; ['13'] ; ['74']","52.5970063,13.3763916 ; 52.619072064369824, 13.393383358408967 ; 52.501264193852776, 13.475813257360297 ; 52.54887, 13.504549",Q65364985 ;  ;  ; Q65555786,"['6']+ 25,6",nan+ Hauptstrasse/Dominicusstrasse
392,Hauptstrasse Ecke Dominicusstrasse,bus,"['A74', 'A73', 'A65', 'A4']","52.48178377611229, 13.348418210727631",",+nan","A75, A73+ A73+ ['A73', 'A4']+ ['4']",",+ nan+ nan+ nan+ nan"
393,Hauptstrasse Ecke Edelweißstrasse,bus,['45'],"52.586379262142074, 13.36752938856218",nan,"['A45']+ ['A55', 'A45']+ A55,A45+ A45,A55+ ['A45']",nan+ nan+ nan+ nan+ nan
394,Hausvogteiplatz,u-bahn,['A'],"52.513055555556,13.396666666667",Q656523,"['A I']+ ['A I']+ A I,A II+ A+ A+ ['A']+ ['A']",nan+ nan+ Hausvogteiplatz station+ Hausvogteiplatz station+ Hausvogteiplatz station+ nan+ nan
395,Havelblick,bus,['A14E'],"52.60198867886582, 13.210115307087476",nan,['A14E'],nan
396,Heckerdamm Ecke Kurt-Schumacher Damm,bus,"['A21', 'A23']","52.53964827167265, 13.294895884843475",,,
397,Heckerdamm Ecke Schumacher Damm,bus,['A62'],"52.53964256135396, 13.295128288403525",,,
398,Heckeshorn,bus,['A3'],"52.43061256867765, 13.16126549245838",,,
399,Heckmannufer Ecke Schlesischestrasse,bus,['A28'],"52.49754892772146, 13.448405468856432",,,
400,Heerstr.,s-bahn,['KBS 157'],"52.5086,13.2586",Q800502,"['KBS 100c']+ ['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g+ ['KBS 100g']",nan+ nan+ nan+ Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station+ nan
401,Heerstrasse,bus,['A34'],"52.51550447615084, 13.18456806294143",nan,"A13+ A35,A34+ A13+ A34,A35+ ['34', '92']",Heerstrasse Ecke Wilhelmstrasse +  Heerstrasse Ecke Gatower Strasse+ Heerstrasse Ecke Wilhelmstrasse+ Heerstrasse Ecke Gatower Strasse+ nan
402,Heerstrasse Ecke Gatowerstrasse,bus,['A35'],"52.51550760464865, 13.184621162825296",nan,['A35'],nan
403,Heerstrasse Ecke Wilhelmstrasse,bus,['A13'],"52.51662457723462, 13.179022303033726",nan,['A13']+ ['A13']+ A13+ ['A13'],nan+ nan+ nan+ nan
404,Hegelschule,strassenbahn,"['19', '82']","52.4505094,13.572684",nan,['82'],nan
405,Heidebergplan,bus,['A31'],"52.541074133887626, 13.147338727333166",nan,A31+ A31+ A31+ ['A31'],Heidebergplan+ Heidebergplan+ Heidebergplan+ nan
406,Heidelberger Platz,u-bahn,['2'],"52.479808333333,13.313236111111",Q21777872,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']",nan+ nan+ nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz+ nan
407,Heiligensee,bus,['A13'],"52.60630641043627, 13.210316674569375",,,
408,Heiligensee,s-bahn,['KBS 152'],"52.6247,13.2292",Q800475,['KBS 105']+ ['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c'],nan+ nan+ nan+ Heiligensee station+ Heiligensee station+ Heiligensee station+ nan
409,Heiligensee Ecke Alt-Heiligensee,bus,['A14'],"52.61124280139964, 13.2174416207585",,,
410,Heiligenseestrasse Ecke Karolinenstrasse,bus,['A14'],"52.5979470528879, 13.275036672101873",nan,['A14'],nan
411,Heiligenseestrasse Ecke Konradshöherstrasse,bus,['A20'],"52.59988428638746, 13.252027577947842",nan,['A20'],nan
412,"Heinersd., Kirche",bus,"['42', '31']","52.56826376476754, 13.440601903603064",,,
413,"Heinersdorf, Kirche",bus,['55'],"52.56826376476754, 13.440601903603064",nan,"['A42']+ ['A55', 'A42']+ A42,A55+ A42+ A42,A55+ ['A42']+ ['31', '55']","nan+ nan+ Heinersdorf, Kirche+ Heinersdorf, Kirche+ Heinersdorf, Kirche+ nan+ nan"
414,"Heinersdorf, Kirche",strassenbahn,['71'],"52.5686908,13.4389053",Q65096107,['71']+ 71+ 71+ 71+ ['71']+ ['71'],nan+ Heinersdorf Kirche+ Heinersdorf Kirche+ Heinersdorf Kirche+ nan+ nan
415,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,strassenbahn,['82'],"52.4789566,13.5234316",Q65951921,82+ 82+ ['82'],nan+ nan+ nan
416,Heinrich-Mann-Platz,bus,"['45', '58']","52.57297246262195, 13.392146133350426",nan,"['A45']+ A45+ A55,A45+ A45,A55,A58+ ['A58', 'A45']+ ['45']",nan+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ nan+ nan
417,Heinrich-Seidel-Strasse Ecke Steglitzer Damm,bus,['A33'],"52.450217757778894, 13.345089010113751",nan,['A33'],nan
418,Hennigsdorf (b Bln),s-bahn,['KBS 135'],"52.638,13.2057",Q800909,['KBS 105']+ KBS 105+ KBS 105+ KBS 104d+ ['KBS 104d'],nan+ Hennigsdorf station+ Hennigsdorf station+ Hennigsdorf station+ nan
419,Hennigsdorf Nord,s-bahn,['KBS 135'],"52.66,13.2033",Q685717,KBS 105+ KBS 104d+ ['KBS 104d'],nan+ nan+ nan
420,Henriettenplatz,bus,"['A29', 'A4', 'A10', 'A69', 'A19']","52.49701780222877, 13.290339505649852",nan,"A69,A10,A29,A4,A19+ ['A19', 'A69', 'A29', 'A10', 'A4']+ ['69', '10', '4', '19', '29']",nan+ nan+ nan
421,Hermann-Ehlers-Platz,bus,['A68'],"52.45669168870412, 13.321597837216203",,,
422,Hermannplatz,bus,"['A75', 'A91', 'A95', 'A67']","52.48778872855567, 13.425393480017616",nan,"A67+ A67+ A67,A75+ ['A95', 'A91', 'A75', 'A67']+ ['95', '41', '91', '75']",Hermannplatz Ecke Sonnenallee+ Hermannplatz Ecke Sonnenallee+ Hermannplatz Ecke Sonnenallee+ nan+ nan
423,Hermannplatz,u-bahn,"['7', '8']","52.48629,13.42455",Q658929,"['D', 'C']+ ['D', 'C I']+ ['D', 'C I']+ C I,D+ D,C I+ D,C I+ ['7', '8']",nan+ nan+ nan+ Hermannplatz+ Hermannplatz+ Hermannplatz+ nan
424,Hermannstr.,s-bahn,"['KBS 151', 'KBS 150']","52.4675,13.431111111111",Q111263802,"['KBS 100a', 'KBS 100']+ ['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']",nan+ nan+ nan+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ nan
425,Hermannstrasse Ecke Mariendorferweg,bus,['A77'],"52.46468684744492, 13.432906875137078",,,
426,Hermannstrasse Ecke Silbersteinstrasse,bus,['A65'],"52.46644333425963, 13.43195484694859",nan,A65+ A65+ ['A65'],nan+ nan+ nan
427,Hermsdorf,s-bahn,['KBS 154'],"52.6178,13.3069",Q263189,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e'],nan+ nan+ nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ nan
428,Hermsdorfer Damm Ecke Burgfrauenstrasse,bus,['A12'],"52.6276036979899, 13.311357973607736",,,
429,Hermsdorfer Damm Ecke Karolinenstrasse,bus,['A15'],"52.596782782505926, 13.276626902280602",nan,['A15']+ A15+ ['A15'],nan+ Hermsdorfer Damm Ecke Berliner Strasse+ nan
430,Hertzbergplatz,bus,['A67'],"52.477487105395774, 13.448598156816837",nan,A67+ A67+ A67+ ['A67']+ ['95'],Hertzbergplatz+ Hertzbergplatz+ Hertzbergplatz+ nan+ nan
431,Herzbergstrasse,strassenbahn,['69'],"52.52637,13.499036",Q65684891,"['69']+ 69,69E+ ['69', '69E']+ ['3']",nan+ nan+ nan+ nan
432,"Hessenwinkel, Lutherstrasse",bus,['22'],"52.430136769038455, 13.730987779637607",nan,['A22'],nan
433,Hildegardstrasse Ecke Blissestrasse,bus,['A86'],"52.48181972742755, 13.320373353240422",nan,['A1 (Obus)'],nan
434,Hirschgarten,s-bahn,['KBS 105'],"52.4579,13.6032",Q4892435,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 102+ ['KBS 102']+ ['105'],nan+ nan+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ nan+ nan
435,Hirschgarten,strassenbahn,"['87', '84']","52.4518533,13.6006245",Q66360740,"['84', '87']+ 87,84+ 84,87+ 84,87+ ['84', '87']+ ['25', '84']",nan+ Hirschgarten+ Hirschgarten+ Hirschgarten+ nan+ nan
436,Hirtestrasse,strassenbahn,['86'],"52.46228517510202, 13.582989445330378",nan,86+ 86+ ['86'],nan+ nan+ nan
437,Hochgerichtstrasse Ecke Seegefelderstrasse,bus,"['A63', 'A99']","52.53829981817958, 13.183413413138643",nan,['A5'],nan
438,Hochmeisterplatz,bus,['A4'],"52.49468637986547, 13.301254684721862",nan,['A4']+ A4+ A4+ A4+ ['A4']+ ['4'],nan+ Hochmeisterplatz+ Hochmeisterplatz+ Hochmeisterplatz+ nan+ nan
439,Hochsch.f.Ökonomie,strassenbahn,"['17', '19']","52.4927681,13.5266059",,,
440,Hochschule für Ökonomie,strassenbahn,['69'],"52.4927681,13.5266059",Q65952866+nan,"69+ 69,69E+ ['69', '69E']+ ['17', '19']",nan+ nan+ nan+ nan
441,Hohen Neuendorf (b Bln),s-bahn,['KBS 140'],"52.6684,13.287",Q4500489,KBS 104+ ['KBS 104']+ ['140'],nan+ nan+ nan
442,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,['70'],"52.5508672,13.5094994",Q65555882,"['64']+ ['70', '64']+ 64,70+ 70,64+ ['70', '64']",nan+ nan+ nan+ nan+ nan
443,"Hohenschönhausen, Gartenstadt",strassenbahn,['63'],"52.5508672,13.5094994",Q65555882,['63']+ 63+ 63+ ['63'],nan+ nan+ nan+ nan
444,"Hohenschönhausen, Marzahnerstrasse",bus,['53'],"52.54629373350111, 13.516693391086049",,,
445,Hohenschönhauser Strasse,strassenbahn,['3'],"52.5359329,13.4729468",Q65553684,['64']+ ['3']+ 3+ 3+ ['3']+ ['3'],nan+ nan+ nan+ nan+ nan+ nan
