,line_id,stop_name,stop_order,stop_id
0,19711,"Glienicke, Kirche",0,1971329
1,19711,Elsässer Strasse,1,1971250
2,19711,"Schildow, Kirche",2,1971965
3,19711,"Blankenfelde, Hauptstrasse",3,1971136
4,19711,Industriebahn,4,1971486
5,19711,Nordend,5,1971731
6,19711,Kurt-Fischer-Platz,6,1971579
7,19711,"Pankow, Rathaus",7,1971777
8,19711,U-Bhf. Pankow,8,19711140
9,19712,Mahlsdorfer Allee,0,1971663
10,19712,Hultschiner Damm,1,1971470
11,19712,Sadowastrasse,2,1971958
12,19712,Köpenicker Strasse,3,1971594
13,19712,Oberfeldstrasse,4,1971735
14,19712,Am Tierpark,5,197153
15,19712,U-Bhf. Friedrichsfelde,6,19711120
16,19713,Kurische Strasse,0,1971578
17,19713,Hufelandstrasse,1,1971469
18,19713,Königstor,2,1971588
19,19713,Hans-Beimler-Strasse,3,1971388
20,19713,Breite Strasse,4,1971153
21,19713,Charlottenstrasse,5,1971194
22,19713,Otto-Grotewohl-Strasse,6,1971769
23,19714,Arkonaplatz,0,197162
24,19714,Brunnenstrasse,1,1971166
25,19714,Rosenthaler Platz,2,1971890
26,19714,Alexanderplatz,3,197113
27,19714,S-Bhf. Jannowitzbr.,4,1971927
28,19714,Annenstrasse,5,197159
29,19714,Adalbertstrasse,6,19712
30,19715,Adalbertstrasse,0,19712
31,19715,S-Bhf. Jannowitzbrücke,1,1971928
32,19715,Alexanderplatz,2,197113
33,19715,Charlottenstrasse Ecke Französische Straße,3,1971195
34,19715,Bhf. Friedrichstrasse,4,1971109
35,19715,Schumannstrasse Ecke Reinhardtstrasse,5,1971984
36,19715,Robert-Koch-Platz,6,1971882
63,19719,VEB Bautransporte,0,19711169
64,19719,Bhf. Schöneweide,1,1971115
90,197112,S-Bhf. Buch,0,1971917
91,197112,Karowerstrasse,1,1971529
92,197112,Alt-Karow,2,197122
94,197112,Blankenburg,3,1971134
95,197112,"Heinersd., Kirche",4,1971419
96,197112,Prenzlauer Promenade,5,1971821
97,197112,Ostseestrasse,6,1971768
146,197120,Buch,0,1971168
147,197120,Karower Strasse,1,1971528
148,197120,Alt-Karow,2,197122
149,197120,Blankenburg,3,1971133
151,197120,"Heinersd., Kirche",4,1971419
152,197120,Prenzlauer Promenade,5,1971821
153,197120,Ostseestrasse,6,1971768
154,197121,"Marzahner Chaussee, Springpfuhl",0,1971685
155,197121,Stadtberg,1,19711045
156,197121,Dingelstädter Strasse,2,1971223
157,197121,S-Bhf. Friedrichsf.-Ost,3,1971918
158,197121,Am Tierpark,4,197153
159,197121,U-Bhf. Friedrichsf.,5,19711119
160,197121,S-Bf. Nöldnerplatz,6,1971910
161,197122,"Hönow, Dorfstrasse",0,1971477
162,197122,Greifswalder Strasse,1,1971347
164,197122,S-Bhf. Mahlsdorf,2,1971935
165,197123,"Wilhelmsruh, Schillerstrasse",0,19711237
166,197123,Hauptstrasse Ecke Edelweißstrasse,1,1971400
167,197123,Heinrich-Mann-Platz,2,1971423
168,197123,"Pankow, Rathaus",3,1971777
169,197123,"Pankow, Kirche",4,1971775
170,197123,Prenzlauer Promenade Ecke Kissingenstrasse,5,1971823
171,197123,Am Steinberg,6,197152
172,197123,Hamburger Platz,7,1971386
173,197123,Lichtenberger Strasse Ecke Klement-Gottwald-Allee,8,1971623
174,197123,Klement-Gottwald-Allee Ecke Rennbahnstrasse,9,1971541
175,197123,"Weißensee, Schwarzelfenweg",10,19711212
176,197124,Bhf. Schöneweide,0,1971115
177,197124,Johannisthaler Chaussee,1,1971500
178,197124,S-Bhf. Baumschulenweg,2,1971914
179,197124,"Treptow, Rathaus",3,19711103
180,197124,Sowjetisches Ehrenmal,4,19711028
181,197124,S-Bhf. Treptower Park,5,1971948
182,197124,"Treptow, Eichenstrasse",6,19711102
183,197125,Bhf. Schöneweide,0,1971115
184,197125,Lindhorstweg,1,1971643
185,197125,Stubenrauchstrasse,2,19711065
186,197125,Lindhorstweg,3,1971643
187,197125,Bhf. Schöneweide,4,1971115
188,197126,"Bhf. Kaulsdorf, Bausdorfstrasse",0,1971111
189,197126,Wernerbad,1,19711219
190,197126,Grottkauer Strasse,2,1971354
191,197126,"Bhf. Kaulsdorf, Bausdorfstrasse",3,1971111
192,197127,"Niederschönhausen, Rolandstrasse",0,1971725
193,197127,Kurt-Fischer-Platz,1,1971579
194,197127,Bürgerpark,2,1971186
195,197127,Mühlenstrasse Ecke Florastrasse,3,1971715
196,197127,U-Bhf. Pankow (Vinetastrasse),4,19711142
197,197128,"Pankow, Achtermannstrasse",0,1971774
198,197128,Galenusstrasse,1,1971309
199,197128,Prenzlauer Chaussee,2,1971820
200,197128,Granitzstrasse,3,1971344
201,197128,Kissingenstrasse,4,1971537
202,197128,U-Bhf. Pankow,5,19711140
203,197129,"Moabit, Waldstrasse Ecke Turmstrasse",0,1971697
204,197129,Otto-Suhr-Allee Ecke Cauerstrasse,1,1971770
205,197129,Kurfürstendamm Ecke Leibnizstrasse,2,1971574
206,197129,Fehrbelliner Platz,3,1971270
207,197129,Detmolder Strasse Ecke Blissestrasse,4,1971213
208,197129,Breitenbachplatz,5,1971154
209,197129,Botanischer Garten,6,1971151
210,197129,Pacelli/Thielallee,7,1971771
211,197129,Clayallee Ecke Königin-Luise-Strasse,8,1971199
212,197129,U-Bhf. Oskar-Helene-Heim,9,19711139
213,197129,Potsdamer Strasse Ecke Clayallee,10,1971812
214,197129,Rathaus Zehlendorf,11,1971856
215,197129,Beeskowdamm Ecke Teltowerdamm,12,197183
216,197129,Wismarer Strasse Ecke Goerzallee,13,19711251
217,197129,Lindenstrasse Ecke Müllerstrasse,14,1971638
