Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
706,Savignyplatz,s-bahn,"['KBS 101', 'KBS 103', 'KBS 102']","52.5051746,13.3190659",Q554382,"['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k",Berlin Savignyplatz station+ Berlin Savignyplatz station+ Berlin Savignyplatz station
707,Savignyplatz,strassenbahn,['75'],"52.50585179529612, 13.322396891564402",,,
708,Scharnhorststrasse Ecke Kielerstrasse,bus,['A9'],"52.534352208349404, 13.370307403927896",,,
709,Scharnweberstrasse Ecke Berlinerstrasse,strassenbahn,['41'],"52.561763835262404, 13.332039979520282",,,
710,"Loeperplatz, Scheffelstrasse",strassenbahn,['65'],"52.52049584904117, 13.479636050703846",,,
711,Scheffelstrasse Ecke Möllendorferstrasse,strassenbahn,['14'],"52.52043514853654, 13.479520378044159",,,
712,"Schildow, Breitestrasse",bus,['A7'],"52.63597649433687, 13.377309382564276",,,
713,Schillerhof,bus,['A12'],"52.56055064204758, 13.354548413224213",,,
714,Schillingbrücke,strassenbahn,['1'],"52.5091370914063, 13.429198623226851",,,
715,Schillingstraße,u-bahn,['E'],"52.520277777778,13.421666666667",Q552899,,
716,Schlachtensee,s-bahn,['KBS 104'],"52.4401,13.2153",Q800509,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,Berlin-Schlachtensee station+ Berlin-Schlachtensee station+ Berlin-Schlachtensee station
718,"Schlesischer Bhf./Ostbahnhof, Madaistrasse",bus,['A40'],"52.51002134469979, 13.433172290332577",,,
719,Schlesisches Tor,strassenbahn,"['3', '4']","52.50089071846621, 13.441502603146748",,,
720,Schlesisches Tor,u-bahn,['B II'],"52.500833333333,13.441666666667",Q602282,"['B I']+ B I,B II+ B II,B I+ A I,A II",Schlesisches Tor+ Schlesisches Tor+ Schlesisches Tor
721,Schloßbrücke/Luisenplatz,strassenbahn,['3'],"52.521355793492035, 13.299755038948497",,,
722,Hindenburgdamm Ecke Schloßstrasse,bus,['A2'],"52.45348906650797, 13.315603621183495",,,
723,Schloßstrasse Ecke Albrechtstrasse,strassenbahn,['44'],"52.45689966776005, 13.320717501470192",,['44'],
724,Schloßstrasse Ecke Alt-Friedrichsfelde,bus,['A43'],"52.509610401707185, 13.519032193156905",,['A8'],
725,Schloßstrasse Ecke Bundesallee,strassenbahn,['77'],"52.464945681945046, 13.328508519102458",,"['73', '78', '77']",
726,Schmargendorf,s-bahn,['KBS 100'],"52.479672222222,13.312441666667",Q302810,"['KBS 100', 'KBS 100a']+ KBS 100+ KBS 100+ KBS 100,KBS 100k",Berlin Heidelberger Platz station+ Berlin Heidelberger Platz station+ Berlin Heidelberger Platz station
727,Scholzplatz,strassenbahn,['75'],"52.50686709880324, 13.22787843505697",,['75'],
728,Schule,strassenbahn,['86'],"52.42024695716244, 13.578123380679024",,,
729,Schulstrasse Ecke Müllerstrasse,strassenbahn,['68'],"52.546390098849415, 13.359141321985554",,['68'],
730,Schulzendorf (b Tegel),s-bahn,['KBS 105'],"52.6128,13.2462",Q800487,['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,Schulzendorf railway station+ Schulzendorf railway station+ Schulzendorf railway station
731,Schulzendorferstrasse Ecke Parchwitzerstrasse,bus,['A38'],"52.394393485313174, 13.58578295645289",,,
732,Schöneberg,s-bahn,"['KBS 100a', 'KBS 104', 'KBS 100']","52.4794,13.3517",Q543855,"['KBS 100', 'KBS 100a', 'KBS 104']+ KBS 100,KBS 104,KBS 100a+ KBS 104,KBS 100a,KBS 100+ KBS 100,KBS 100k,KBS 100e",Berlin-Schöneberg station+ Berlin-Schöneberg station+ Berlin-Schöneberg station
733,"Schöneberg, Belzigerstrasse (Straßenbahnhof)",strassenbahn,['66'],"52.48561325473271, 13.348853660996323",,,
734,"Schöneberg, Gotenstrasse",strassenbahn,['25'],"52.48139451073493, 13.360284897059513",,['25'],
735,"Schöneberg, Thorwaldsenstrasse (August-Viktoria-Krankenhaus",strassenbahn,['66'],"52.4590671738712, 13.348491313406196",,,
736,"Schönefeld, Dorfplatz",bus,['A36'],"52.342093062255294, 13.510465453623498",,['A36'],
737,Schöneweide,s-bahn,"['KBS 100a', 'KBS 100d', 'KBS 103']","52.455,13.509444444444",Q111323931,"['KBS 103a', 'KBS 100a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100a+ KBS 103,KBS 103a,KBS 100a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a",S-Bahnhof Berlin Schöneweide+ S-Bahnhof Berlin Schöneweide+ S-Bahnhof Berlin Schöneweide
738,Schönhauser Allee,s-bahn,['KBS 100'],"52.549329,13.413706",Q111264493,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 106+ KBS 106a,KBS 104,KBS 106",S-Bahnhof Schönhauser Allee+ S-Bahnhof Schönhauser Allee+ S-Bahnhof Schönhauser Allee
739,Schönhauser Allee,u-bahn,['A I'],"52.549328888889,13.413706111111",Q47014936,"['A I']+ A I,A II+ A+ A",Schönhauser Allee (metro station)+ Schönhauser Allee (metro station)+ Schönhauser Allee (metro station)
740,Schönhauser Allee/Berlinerstrasse,strassenbahn,['3'],"52.55459487639287, 13.414737188021832",,,
741,Schönhauser Tor,bus,['A40'],"52.52870003555719, 13.40992131481349",,,
742,Schönholz,s-bahn,"['KBS 105', 'KBS 104']","52.5714,13.3814",Q800490,"['KBS 105', 'KBS 104']+ KBS 105,KBS 104+ KBS 105,KBS 106+ KBS 100c,KBS 100e",Berlin-Schönholz station+ Berlin-Schönholz station+ Berlin-Schönholz station
743,Schönleinstraße,u-bahn,['D'],"52.493055555556,13.421944444444",Q666868,,
744,Seegefelderstrasse Ecke Zeppelinstrasse,bus,['A5'],"52.538431052900094, 13.182387683289367",,,
745,Seekorso,bus,['A6'],"52.46787180468717, 13.126497616325192",,,
746,Seelenbinderstrasse,strassenbahn,['87'],"52.4554632,13.5769303",Q66324934,"['84', '87']+ 84+ 83,84,86,82",Bahnhofstraße/Seelenbinderstraße+ Bahnhofstraße/Seelenbinderstraße
747,Seestraße,u-bahn,['C I'],"52.55056,13.35194",Q554391,,
748,Seestrasse Ecke Müllerstrasse,bus,['A12'],"52.55052796780343, 13.35195468117489",,,
749,Seestrasse Ecke Müllerstrasse,strassenbahn,"['29', '25', '28']","52.55044753588031, 13.351974539230612",,"['68', '28', '29', '25']",
750,Seestraßenbrücke,strassenbahn,['3'],"52.540141968363876, 13.332049054394258",,,
751,Senefelderplatz,u-bahn,['A I'],"52.53242,13.412743",Q32661454,"['A I']+ A I,A II+ A+ A",U-Bahnhof Senefelderplatz+ U-Bahnhof Senefelderplatz+ U-Bahnhof Senefelderplatz
752,Siedlung Weiche,strassenbahn,['23'],"52.59447974509029, 13.381077162765449",,,
753,Siegfriedstrasse Ecke Alt-Friedrichfelde,strassenbahn,['69'],"52.5114072403802, 13.497484182543067",,,
754,Siegfriedstrasse Ecke Herzbergerstrasse,strassenbahn,['14'],"52.52637,13.499036",Q65684891,,
755,Siemensstadt,s-bahn,['KBS 100b'],"52.53923,13.26365",Q96080453,"['KBS 100d']+ KBS 100c,KBS 100d+ KBS 100c+ KBS 100b",Berlin-Siemensstadt railway station+ Berlin-Siemensstadt railway station+ Berlin-Siemensstadt railway station
756,Siemensstadt (Verwaltungsgebäude),strassenbahn,['35'],"52.53699730933042, 13.262264223562065",,,
757,Siemensstrasse Ecke Leonorenstrasse,bus,"['A32 (Obus)', 'A2']","52.44438216972009, 13.338842091785603",,['A2'],
758,Siemensstrasse Ecke Leopnorenstrasse,bus,['A17'],"52.44436300793054, 13.338852906261025",,,
759,Sonnenallee,s-bahn,['KBS 100'],"52.473,13.4558",Q481364,['KBS 100']+ KBS 100+ KBS 100+ KBS 100,Berlin Sonnenallee station+ Berlin Sonnenallee station+ Berlin Sonnenallee station
760,Sonnenallee Ecke Teupitzerstrasse,strassenbahn,['95'],"52.47450048002051, 13.454650836315244",,,
761,Sophie-Charlotte-Platz,strassenbahn,['60'],"52.510993114139346, 13.297255303909813",,,
762,Sophie-Charlotte-Platz,u-bahn,['A I'],"52.510833333333,13.296666666667",Q657879,"['A I']+ B I,A I+ A I,B I+ A I",Sophie-Charlotte-Platz+ Sophie-Charlotte-Platz+ Sophie-Charlotte-Platz
763,Spandau,s-bahn,"['KBS 101', 'KBS 103']","52.532, 13.2089",Q800491,"['KBS 103a', 'KBS 101', 'KBS 103']+ KBS 103,KBS 103a,KBS 101+ KBS 101,KBS 103a+ KBS 100a,KBS 100g",S-Bahnhof Berlin Spandau+ S-Bahnhof Berlin Spandau+ S-Bahnhof Berlin Spandau
764,Spandau Hakenfelde,strassenbahn,['75'],"52.57846902240318, 13.210223083998295",,,
765,Spandau Markt,strassenbahn,"['54', '75']","52.53784349532438, 13.204135429364628",,,
766,Spandau Rathaus,strassenbahn,['75'],"52.53482632780782, 13.199642610721384",,,
767,Spandau Stadtpark,strassenbahn,['54'],"52.562274096642426, 13.196938450510638",,,
768,Spandau West,s-bahn,"['KBS 101', 'KBS 103']","52.5347,13.1958",Q111325678,"['KBS 103a', 'KBS 101', 'KBS 103']+ KBS 103,KBS 103a,KBS 101+ KBS 101,KBS 103a+ KBS 100a,KBS 100g",S-Bahnhof Berlin Spandau+ S-Bahnhof Berlin Spandau+ S-Bahnhof Berlin Spandau
769,"Spandau, Askanierring",bus,['A34'],"52.54583446317149, 13.19375616188106",,,
770,"Spandau, Johannesstift",strassenbahn,['54'],"52.567653498027326, 13.191830361576441",,['54']+ 76,"+ Spandau, Johannesstift"
771,"Spandau, Markt",bus,['A13'],"52.537581553341596, 13.203797305616401",,['A5'],
772,"Spandau, Markt",strassenbahn,['55'],"52.53784349532438, 13.204135429364628",,"['75', '55', '54']+ 54,75,55,53,76+ 53,55,54,76,75+ 75,54,76,53","+ Spandau, Markt+ Spandau, Markt+ Spandau, Markt"
773,"Spandau, Nauener Strasse",strassenbahn,['55'],"52.53843568558554, 13.182420240959752",,,
774,"Spandau, Rathaus",bus,"['A5', 'A31']","52.53499298559709, 13.198169626471378",,,
775,"Spandau, Weinmeisterhornweg",bus,['A13'],"52.51105909016346, 13.171587026206698",,['A13'],
776,Walterdorferstrasse Ecke Waldstrasse,bus,['A38'],"52.38941334365468, 13.570694221967981",,,
777,Spandauer Bock,strassenbahn,['54'],"52.523899111257855, 13.249432348821601",,,
778,Spandauer Damm Ecke Königin-Elisabeth-Strasse,strassenbahn,['60'],"52.518382794187715, 13.280160730425454",,,
779,Spindlersfeld,s-bahn,['KBS 100d'],"52.4472,13.5613",Q4892371,['KBS 103a']+ KBS 103a+ KBS 103a+ KBS 106,Berlin-Spindlersfeld station+ Berlin-Spindlersfeld station+ Berlin-Spindlersfeld station
780,Spittelmarkt,strassenbahn,"['73', '64', '72', '74']","52.511243321361405, 13.40494539543245",,"['74', '82', '64']+ 74,72,64+ 64,72,74E,74+ 74E,74,72,64",Spittelmarkt+ Spittelmarkt+ Spittelmarkt
781,Spittelmarkt,u-bahn,['A I'],"52.511111111111,13.403611111111",Q569489,"['A I']+ A I,A II+ A+ A",Spittelmarkt station+ Spittelmarkt station+ Spittelmarkt station
783,"Bohnsdorf, Sportplatz",bus,['A38'],"52.40873726242791, 13.573369528361487",,,
784,Sportplatz (Reinickendorf-West),strassenbahn,"['29', '41', '25', '28']","52.56795889171696, 13.312035395866104",,,
785,Spreetunnel,strassenbahn,['87'],"52.446888657139446, 13.62426285838549",,,
786,Springpfuhl,bus,['A43'],"52.52561231977731, 13.533687321893124",,,
787,Staaken,s-bahn,['KBS 101'],"52.5378,13.1414",Q477545,['KBS 101']+ KBS 101,Berlin-Staaken station
788,"Staaken, Heidelbergplan",bus,['A31'],"52.541199833983136, 13.1468428723857",,,
789,Stadtmitte,u-bahn,['C I'],"52.5122,13.3894",Q660066,A+ A,
790,Stadtmitte (Mohrenstr.),u-bahn,['A I'],"52.5122,13.3894",Q660066,"['A I']+ A I,A II",Stadtmitte station
791,Stadtpark Steglitz,bus,"['A32 (Obus)', 'A2', 'A33 (Obus)']","52.45110500206577, 13.337263231840865",,"['A33 (Obus)', 'A32 (Obus)', 'A2', 'A17']",
792,Stalinallee,s-bahn,['KBS 100'],"52.514166666667,13.474722222222",Q111250033,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106",S-Bahnhof Frankfurter Allee+ S-Bahnhof Frankfurter Allee
793,Stalinallee,strassenbahn,['3'],"52.51808306742478, 13.432938339097822",,['1']+ 1,Stalinallee
794,Stalinallee,u-bahn,['E'],"52.514166666667,13.474722222222",Q552872,['E'],
796,Steglitz,s-bahn,['KBS 104'],"52.4562,13.3216",Q111264179,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,S-Bahnhof Rathaus Steglitz+ S-Bahnhof Rathaus Steglitz+ S-Bahnhof Rathaus Steglitz
797,Steglitz Rathaus,strassenbahn,"['78', '40']","52.45687300767844, 13.320753680030487",,,
798,"Steglitz, Birkbuschstrasse Ecke Siemensstrasse",strassenbahn,['40'],"52.44243083769542, 13.332094600927585",,['40'],
799,"Steglitz, Stadtpark",strassenbahn,['88'],"52.45104341804188, 13.337979324650034",,,
800,Stettiner Bhf./Nordbahnhof,bus,['A19'],"52.531654796655225, 13.388707566743538",,,
801,Steuerhaus,strassenbahn,['64'],"52.530493,13.4614989",Q65553632,"['63', '69', '64']+ 63,69E,69,64+ 64,63+ 69E,63,69,64",Oderbruchstraße+ Oderbruchstraße+ Oderbruchstraße
802,Stralauer Allee Ecke Warschauerstrasse,strassenbahn,"['4', '82']","52.5027447631683, 13.446710396391275",,,
803,Strassenbahnhof Köpenick,strassenbahn,['83'],"52.4399134,13.5817824",Q66370900,['83']+ 83,Betriebshof Köpenick
804,Strassenbahnhof Spandau,strassenbahn,['75'],"52.5189,13.1993",Q25089689,,
805,Strausberg,s-bahn,['KBS 101'],"52.531933,13.836933",Q7622326,"['KBS 101a', 'KBS 101']+ KBS 101a,KBS 101+ KBS 101,KBS 101c+ KBS 101,KBS 101c",Strausberg station+ Strausberg station+ Strausberg station
806,Strausberger Platz,u-bahn,['E'],"52.518055555556,13.430833333333",Q570999,,
807,Strelitzerstrasse Ecke Bernauerstrasse,strassenbahn,['4'],"52.53743929261797, 13.393268074777138",,,
808,Stromstrasse Ecke Alt-Moabit,strassenbahn,['44'],"52.525423127112404, 13.34283986840417",,['44']+ 2,
809,Stromstrasse Ecke Turmstrasse,strassenbahn,"['35', '2', '25', '21']","52.52632254227867, 13.343185347872527",,['25'],
810,Stuttgarter Platz,strassenbahn,['60'],"52.50566810519856, 13.306864497506904",,['60']+ 60+ 60,Stuttgarter Platz+ Stuttgarter Platz
811,"Stölpchensee, Wilhelmplatz",bus,['A3'],"52.41240583089011, 13.141644518533106",,['A3']+ A3+ A3,
812,Sundgauer Str.,s-bahn,['KBS 104'],"52.436291,13.273772",Q800513,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,Berlin Sundgauer Straße station+ Berlin Sundgauer Straße station+ Berlin Sundgauer Straße station
813,Südende,s-bahn,['KBS 106'],"52.4481,13.3536",Q800511,['KBS 106']+ KBS 106+ KBS 106+ KBS 100d,Südende station+ Südende station+ Südende station
814,Südstern,strassenbahn,['3'],"52.489200004098294, 13.407589825806399",,"['3', '2']+ 2",Südstern
815,Südstern,u-bahn,['C I'],"52.489444444444,13.407777777778",Q656081,['C I']+ C I+ C I+ C I,Südstern+ Südstern+ Südstern
816,Titania-Palast,strassenbahn,['44'],"52.464032555260935, 13.32750541098576",,,
817,Tauroggenerstrasse Ecke Osnabrückerstrasse,strassenbahn,['55'],"52.52583942409434, 13.301930866209489",,['35'],
818,Tegel,s-bahn,['KBS 105'],"52.5886,13.2894",Q800493,['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,Berlin-Tegel railway station+ Berlin-Tegel railway station+ Berlin-Tegel railway station
819,"Tegel, Alt-Tegel",strassenbahn,"['41', '25']","52.589904229457645, 13.283306953160388",,"['41', '25']",
820,"Tegelort, Kurzestrasse",strassenbahn,['28'],"52.57057206458455, 13.229144292870291",,['28'],
821,Teichstrasse Ecke Gotthardstrasse,strassenbahn,['41'],"52.56698166717639, 13.346641689520075",,,
822,Teltow,s-bahn,['KBS 106'],"52.388056,13.299444",Q7697868,['KBS 106']+ KBS 106,Teltow railway station
823,Teltower Damm Ecke Beeskowdamm,bus,['A1 (Obus)'],"52.40898247800021, 13.267419069153956",,['A1'],
824,Tempelhof,s-bahn,"['KBS 100a', 'KBS 100']","52.4708,13.3854",Q111264368,"['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",S-Bahnhof Berlin-Tempelhof+ S-Bahnhof Berlin-Tempelhof+ S-Bahnhof Berlin-Tempelhof
825,Tempelhof (Südring),strassenbahn,['96'],"52.4707525200543, 13.385657096051446",,,
826,Tempelhof (Südring),u-bahn,['C II'],"52.47075,13.385361111111",Q3983109,['C II']+ C II+ C II+ C II,Tempelhof (Südring) metro station+ Tempelhof (Südring) metro station+ Tempelhof (Südring) metro station
827,Tempelhofer Damm Ecke Alt-Tempelhof,strassenbahn,['6'],"52.46597106229217, 13.385653163707664",,['6'],
828,Thielallee Ecke Berlinerstrasse,bus,['A10'],"52.44187703328261, 13.282715632576368",,['A48'],
829,Thielplatz,u-bahn,['A II'],"52.451111111111,13.282222222222",Q571331,"['A II']+ B II,A II+ A II,B II+ A II",Freie Universität (Thielplatz) metro station+ Freie Universität (Thielplatz) metro station+ Freie Universität (Thielplatz) metro station
830,Thälmannplatz,u-bahn,['A I'],"52.51167,13.38472",Q658391,"['A I']+ A I,A II+ A+ A",Mohrenstraße metro station+ Mohrenstraße metro station+ Mohrenstraße metro station
831,Tiergarten,s-bahn,"['KBS 101', 'KBS 103', 'KBS 102']","52.5144,13.3365",Q572112,"['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g",Berlin-Tiergarten station+ Berlin-Tiergarten station+ Berlin-Tiergarten station
832,Titania-Palast,bus,['A17'],"52.46399077613775, 13.32747517847164",,,
833,"Treptow, Elsenstrasse",strassenbahn,['3'],"52.493944205822736, 13.460794560225086",,,
834,"Treptow, Rathaus",strassenbahn,['91'],"52.483613037029144, 13.480317575778315",,['91'],
835,Treptower Park,s-bahn,"['KBS 103', 'KBS 100']","52.4938,13.4618",Q559274,"['KBS 100', 'KBS 103a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100+ KBS 103,KBS 103a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a",Berlin Treptower Park station+ Berlin Treptower Park station+ Berlin Treptower Park station
836,Treskow Allee Ecke Marksburgstrasse,strassenbahn,['69'],"52.48658530915394, 13.526841376429443",,,
837,Turmstrasse Ecke Gotzkowskystrasse,strassenbahn,['3'],"52.5272342163684, 13.330508113555048",,"['23', '25']",
838,U-Bhf. Boddinstrasse,bus,['A4'],"52.48028651973042, 13.425279574612379",,['A4']+ A4+ A4,U-Bhf. Boddinstrasse+ U-Bhf. Boddinstrasse
839,U-Bhf. Boddinstrasse,strassenbahn,['27'],"52.48027865367161, 13.4251690465859",,['27']+ 27+ 27,U-Bhf. Boddinstrasse+ U-Bhf. Boddinstrasse
840,U-Bhf. Breitenbachplatz,bus,"['A1 (Obus)', 'A16']","52.46728214655765, 13.309329229574995",,,
841,U-Bhf. Dahlem-Dorf,bus,['A11'],"52.45807069736877, 13.289706947871178",,A68+ A68+ A68,U-Bhf. Dahlem-Dorf+ U-Bhf. Dahlem-Dorf+ U-Bhf. Dahlem-Dorf
842,U-Bhf. Dahlem-Dorf,strassenbahn,['40'],"52.45806630220509, 13.290310484320848",,['40'],
843,U-Bhf. Danzigerstrasse,strassenbahn,['70'],"52.5401928,13.4113979",Q65088313,,
844,U-Bhf. Ernst-Reuter-Platz,strassenbahn,['44'],"52.511726576083134, 13.32260139821175",,"['54', '44', '25']+ 54,25,55,6,2,44+ 55+ 55",U-Bhf. Ernst-Reuter-Platz+ U-Bhf. Ernst-Reuter-Platz+ U-Bhf. Ernst-Reuter-Platz
845,U-Bhf. Fehrbelliner Platz,bus,['A1 (Obus)'],"52.490390927187676, 13.31417745809863",,"['A1', 'A21', 'A4']+ AS3,A21,A4,A1+ A1,A4,A21,AS3+ AS3s,A1,A50,A89,A4,A21",U-Bhf. Fehrbelliner Platz+ U-Bhf. Fehrbelliner Platz+ U-Bhf. Fehrbelliner Platz
846,U-Bhf. Flughafen,bus,['A4'],"52.48488595983176, 13.38599654703171",,"['A4']+ A4,A19+ A19,A4+ A4",U-Bhf. Flughafen+ U-Bhf. Flughafen+ U-Bhf. Flughafen
847,U-Bhf. Friedrichsfelde,bus,"['A8', 'A43']","52.50624112361932, 13.512853060220209",,"['A8', 'A43']+ A8,A43+ A43,A8,A8E+ A43,A8,A8E",U-Bhf. Friedrichsfelde+ U-Bhf. Friedrichsfelde+ U-Bhf. Friedrichsfelde
848,U-Bhf. Gesundbrunnen,strassenbahn,['41'],"52.54821570803947, 13.38830480823042",,['41'],
849,U-Bhf. Grenzallee,strassenbahn,['47'],"52.46348178875844, 13.444377273631815",,"['47', '6']+ 6,47+ 47",U-Bhf. Grenzallee+ U-Bhf. Grenzallee
850,U-Bhf. Görlitzer Bahnhof,strassenbahn,['88'],"52.4992556401354, 13.42774699131215",,['88'],
851,U-Bhf. Innsbrucker Platz,strassenbahn,"['73', '66', '74']","52.47848210264891, 13.344083127580424",,,
852,U-Bhf. Krumme Lanke,bus,['A3'],"52.44308074990891, 13.24046555211665",,"['A3']+ A3+ A3,A53+ A3,A53",U-Bhf. Krumme Lanke+ U-Bhf. Krumme Lanke+ U-Bhf. Krumme Lanke
853,U-Bhf. Kurfürstenstrasse,strassenbahn,['88'],"52.49973823930099, 13.362738138080232",,,
854,U-Bhf. Moritzplatz,strassenbahn,"['1', '88']","52.503642228347914, 13.410708942561621",,['88']+ 88,U-Bhf. Moritzplatz
855,U-Bhf. Neanderstrasse,strassenbahn,"['64', '92', '87']","52.511034507689814, 13.41638558442145",,"['11', '64']+ 64",U-Bhf. Neanderstrasse
856,U-Bhf. Neu-Westend,bus,['A10'],"52.51625397204876, 13.260832878941526",,,
857,U-Bhf. Neukölln,strassenbahn,"['6', '26', '47']","52.46965567921364, 13.441614939772098",,"['15', '47', '6', '26']+ 15,47+ 15,47,26+ 15",U-Bhf. Neukölln+ U-Bhf. Neukölln+ U-Bhf. Neukölln
858,U-Bhf. Nollendorfplatz,strassenbahn,['2'],"52.499565979571884, 13.353853593850566",,,
859,U-Bhf. Onkel-Toms-Hütte,bus,['A3'],"52.45007713385221, 13.251272593463492",,"['A3']+ A3,A66+ A66,A3",
860,U-Bhf. Oskar-Helene-Heim,bus,"['A3E', 'A1 (Obus)', 'A3']","52.450279005868815, 13.270361987159156",,"['A18', 'A11', 'A3E', 'A3', 'A1']+ AS3,A18,A1,A3,A11+ A1,A11,AS3,A3,A18+ AS3s,A11,A1,A18,A3",U-Bhf. Oskar-Helene-Heim+ U-Bhf. Oskar-Helene-Heim+ U-Bhf. Oskar-Helene-Heim
861,U-Bhf. Rathaus Neukölln,strassenbahn,['6'],"52.48155631900372, 13.434303920603828",,['6'],
862,U-Bhf. Reichskanzlerplatz,bus,['A10'],"52.50952698324031, 13.272643160067748",,,
863,"U-Bhf. Richard-Wagner-Platz, Wintersteinstrasse",strassenbahn,['54'],"52.517877534430404, 13.306494704650317",,,
864,U-Bhf. Ruhleben,strassenbahn,['54'],"52.52595776615238, 13.241371866188729",,"['54']+ 53,54+ 53,54+ 54,53",U-Bhf. Ruhleben+ U-Bhf. Ruhleben+ U-Bhf. Ruhleben
865,U-Bhf. Rüdesheimer Platz,bus,['A17'],"52.4720831087791, 13.314909778144818",,['A17']+ A17+ A17+ A17,"+ U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse+ U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse+ U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse"
866,U-Bhf. Schlesisches Tor,strassenbahn,"['92', '87']","52.5011243910834, 13.441872762233045",,,
867,U-Bhf. Seestrasse,bus,['A16'],"52.550315408708514, 13.352298502985231",,"['A16', 'A12', 'A12S']+ A12,A16,A64,A12S+ A12,A16+ A12,A16,A12S,A89",U-Bhf. Seestrasse+ U-Bhf. Seestrasse+ U-Bhf. Seestrasse
868,U-Bhf. Spittelmarkt,strassenbahn,"['92', '87']","52.51132766840338, 13.401454563510097",,,
869,U-Bhf. Tempelhof,strassenbahn,['98'],"52.47106947231412, 13.385621239987778",,['96']+ 96,U-Bhf. Tempelhof
870,U-Bhf. Thielplatz,bus,"['A11', 'A10']","52.45104520805668, 13.281736418792137",,['A10']+ A10+ A10+ A10,U-Bhf. Thielplatz+ U-Bhf. Thielplatz+ U-Bhf. Thielplatz
871,U-Bhf. Uhlandstrasse,strassenbahn,"['76', '76E']","52.50265789390516, 13.325933098024459",,['51'],
872,U-Bhf. Vinetastrasse,strassenbahn,['49'],"52.5596168,13.413232",Q65075426,"['22', '49', '46']+ 46E,49,46+ 46,49,22+ 46,49,22",U Vinetastraße+ U Vinetastraße+ U Vinetastraße
873,U-Bhf. Wittenbergplatz,strassenbahn,"['25', '2', '6']","52.50183316129106, 13.342981930307726",,,
874,Uhlandstrasse,u-bahn,['B II'],"52.5025,13.325555555556",Q568224,['B I'],
875,Unter den Linden,s-bahn,"['KBS 105', 'KBS 104', 'KBS 105b', 'KBS 106']","52.516388888889,13.380833333333",Q477185,"['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104",Berlin Brandenburger Tor station
877,Velten (Mark),s-bahn,['KBS 105'],"52.685,13.172222",Q19274518,['KBS 105']+ KBS 105+ KBS 105+ KBS 104d,Velten (Mark)+ Velten (Mark)+ Velten (Mark)
878,Verwaltungsgebäude,strassenbahn,['55'],"52.53699730933042, 13.262264223562065",,['55'],
879,Viktoria-Luise-Platz,u-bahn,['B I'],"52.496161111111,13.342702777778",Q178685,['B II']+ B III+ B III,Viktoria-Luise-Platz+ Viktoria-Luise-Platz
880,Vollkropfgraben,strassenbahn,['86'],"52.4386665,13.5714889",Q66493847,['86']+ 86,Vollkropfgraben
881,Voltastr.,u-bahn,['D'],"52.542093,13.393022",Q663308,['D']+ D+ D+ D,Voltastraße+ Voltastraße+ Voltastraße
882,Voltastrasse Ecke Hultschiner Damm,strassenbahn,['83'],"52.4910656264331, 13.607738486476617",,,
883,Waidmannslust,s-bahn,['KBS 104'],"52.6064,13.321",Q800492,['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,Berlin-Waidmannslust station+ Berlin-Waidmannslust station+ Berlin-Waidmannslust station
884,Waidmannsluster Damm,bus,['A12'],"52.60784248016468, 13.323835696471509",,,
885,Waidmannslusterdamm Ecke Buddestrasse,bus,['A14'],"52.59451667615977, 13.284270812031531",,,
886,Waldstrasse Ecke Gotzkowskystrasse,strassenbahn,['2'],"52.52718286822992, 13.330566602914939",,,
887,Waldstrasse/Gotzkowskystrasse,strassenbahn,['25'],"52.52721175887857, 13.330516645236623",,,
888,Walter-Ulbricht-Stadion,u-bahn,['C I'],"52.533889,13.376667",Q467373,,
889,Waltersdorfer Chaussee (Spinne),bus,['A36'],"52.392853002264665, 13.522677096747554",,['A36']+ AD/36+ AD/36,Waltersdorfer Chaussee (Spinne)+ Waltersdorfer Chaussee (Spinne)
