,line_id,stop_name,stop_order,stop_id
0,19511,Hallesches Tor (Stresemannstrasse),0,1951328
1,19511,Prinzenstrasse,1,1951626
2,19511,U-Bhf. Moritzplatz,2,1951837
3,19511,Brückenstrasse/Neanderstrasse,3,1951167
4,19511,Schillingbrücke,4,1951702
5,19511,Andreasplatz,5,195129
6,19511,Alexanderplatz,6,19516
7,19511,Rosentaler Platz,7,1951666
8,19511,Invalidenstrasse Ecke Chausseestrasse,8,1951386
9,19511,Oranienburger Tor,9,1951565
10,19511,Dorotheestrasse (Bhf. Friedrichstrasse),10,1951206
11,19511,Charlottenstrasse Ecke Unter den Linden,11,1951182
12,19512,Werftstrasse Ecke Alt-Moabit,0,1951896
13,19512,"Rathenowerstrasse, Kriminalgericht",1,1951645
14,19512,Stromstrasse Ecke Turmstrasse,2,1951792
15,19512,Waldstrasse Ecke Gotzkowskystrasse,3,1951868
16,19512,Knie,4,1951424
17,19512,Bhf. Zoo,5,1951135
18,19512,U-Bhf. Wittenbergplatz,6,1951856
19,19512,U-Bhf. Nollendorfplatz,7,1951841
20,19512,Potsdamerstrasse Ecke Bülowstrasse,8,1951611
21,19512,Mansteinstrasse (Bhf. Großgörschenstrasse),9,1951502
22,19513,Osloerstrasse Ecke Grüntalerstrasse,0,1951571
23,19513,Prinzenallee Ecke Osloerstrasse,1,1951624
24,19513,Oskarplatz,2,1951570
25,19513,Müllerstrasse Ecke Seestrasse,3,1951532
26,19513,Seestraßenbrücke,4,1951737
27,19513,Turmstrasse Ecke Gotzkowskystrasse,5,1951820
28,19513,Osnabrückerstrasse Ecke Taurroggenerstrasse,6,1951573
29,19513,Schloßbrücke/Luisenplatz,7,1951709
30,19513,Berlinerstrasse Ecke Wilmersdorferstrasse,8,195164
31,19513,Kanststrasse Ecke Wilmersdorferstrasse,9,1951405
32,19513,Fehrbelliner Platz,10,1951240
33,19513,Brandenburgischestrasse Ecke Berlinerstrasse,11,1951159
34,19513,Bundesallee Ecke Berlinerstrasse,12,1951174
35,19513,Bayerischer Platz,13,195148
36,19513,Martin-Luther-Strasse Ecke Grunewaldstrasse,14,1951513
37,19513,Potsdamerstrasse Ecke Goebenstrasse,15,1951612
38,19513,Mehringdamm Ecke Gneisenaustrasse,16,1951521
39,19513,Zossenerstrasse Ecke Gneisenaustrasse,17,1951938
40,19513,Südstern,18,1951797
41,19513,Hermannplatz,19,1951353
42,19514,Osloerstrasse Ecke Grüntalerstrasse,0,1951571
43,19514,Schönhauser Allee/Berlinerstrasse,1,1951727
44,19514,Prenzlauer Allee/Prenzlauer Promenade,2,1951616
45,19514,Berliner Allee Ecke Langhansstrasse,3,195152
46,19514,Hohenschönhauserstrasse Ecke Weißenseerweg,4,1951367
47,19514,Landsberger Allee & Weißenseer Weg,5,1951457
48,19514,Roederstrasse/Herzbergerstrasse,6,1951662
49,19514,Stalinallee,7,1951777
50,19514,Boxhagenerstrasse,8,1951156
51,19514,Warschauer Brücke,9,1951877
52,19514,Schlesisches Tor,10,1951707
53,19514,"Treptow, Elsenstrasse",11,1951816
54,19515,Strelitzerstrasse Ecke Bernauerstrasse,0,1951790
55,19515,Eberwalderstrasse Ecke Schönhauserallee,1,1951213
56,19515,Prenzlauerstrasse Ecke Dimitroffstrasse,2,1951621
57,19515,Greifswalderstrasse Ecke Dimitroffstrasse,3,1951298
58,19515,Leninallee Ecke Bersarinstrasse,4,1951467
59,19515,Weidenweg Ecke Bersarinstrasse,5,1951886
60,19515,Boxhagenerstrasse Ecke Warschauerstrasse,6,1951157
61,19515,Kopernikusstrasse Ecke Warschauerstrasse,7,1951427
62,19515,Warschauer Brücke,8,1951877
63,19515,Stralauer Allee Ecke Warschauerstrasse,9,1951785
64,19515,Schlesisches Tor,10,1951707
