,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
238,"Calandrellistrasse/Stadtbad, Rathaus",bus,['30'],"52.44257598085535, 13.341282190494303",nan,['30'],nan
239,Calauerstrasse,bus,"['64', '22']",,,,
240,Carl-Schurz-Strasse,bus,"['55', '99', '13', '34', '56']",,,,
241,Cecilienstrasse,bus,['92'],"52.38866879467263, 13.388818135215645+52.52908780357339, 13.565850348404304",nan,['O37']+ ['82'],nan+ nan
242,Charlottenburg,s-bahn,['KBS 156'],"52.504722222222,13.303333333333",Q111326217,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k+ ['KBS 100g', 'KBS 100k', 'KBS 100h']+ ['KBS 151', 'KBS 157', 'KBS 156']",nan+ nan+ nan+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ nan+ nan
243,Charlottenstrasse,bus,"['18', '57', '56']",,,,
244,Chausseestrasse,strassenbahn,"['11', '18']",,,,
245,Chemie-Handel,bus,['53'],"52.54635511419105, 13.519416309000189",nan,['48'],nan
246,Chemnitzerstrasse,bus,['27'],,,,
247,Clayallee,bus,['3'],"52.46042333572993, 13.274946148765821",nan,"A68,A1+ A1+ ['3']",Clayallee Ecke Königin-Luise-Strasse+ Clayallee Ecke Königin-Luise-Strasse+ nan
248,Columbiadamm,bus,['24'],"52.48398171737193, 13.394418749054523",nan,A24+ A24+ A4+ ['24'],Columbiadamm Ecke Friesenstrasse+ Columbiadamm Ecke Friesenstrasse+ Columbiadamm Ecke Friesenstrasse+ nan
249,Corrensplatz,bus,"['11', '10']",,,,
250,Crailsheimerstrasse,bus,['96'],,,,
251,Cunostrasse,bus,['50'],"52.485632143913, 13.296298367587678",nan,A50+ A50+ ['50'],Cunostrasse Ecke Hohenzollerndamm+ Cunostrasse Ecke Hohenzollerndamm+ nan
252,Cyclopstrasse,bus,['12'],"52.60208376924525, 13.32483857919441",nan,"A12,A12S+ A12+ A12,A12S+ ['A12']+ ['12']",Cyclopstrasse & Hermsdorfer Strasse+ Cyclopstrasse & Hermsdorfer Strasse+ Cyclopstrasse & Hermsdorfer Strasse+ nan+ nan
253,Dahlem Waldfriedhof,bus,['11'],"52.454988100614784, 13.265939139958043",nan,['11'],nan
254,Dahlem-Dorf,u-bahn,['2'],"52.456944444444,13.289444444444",Q668585,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']",nan+ nan+ nan+ Dahlem-Dorf+ Dahlem-Dorf+ Dahlem-Dorf+ nan+ nan
255,Dahlemer Weg,bus,"['53', '48']","52.44179805042347, 13.282699371472702",nan,"A10,A48,A53+ A10,A48,A53+ A10,A53,A48+ ['53', '48']",Dahlemer Weg Ecke Berliner Strasse+ Dahlemer Weg Ecke Berliner Strasse+ Dahlemer Weg Ecke Berliner Strasse+ nan
256,Daimlerstrasse,bus,"['11', '7']",,,,
257,Dammweg,bus,['95'],"52.47029082500845, 13.464688258814357",nan,A67+ A67+ A67,Dammweg Ecke Sonnenallee+ Dammweg Ecke Sonnenallee+ Dammweg Ecke Sonnenallee
258,Dannenwalder Weg,bus,"['64', '22']",,,,
259,Dardanellenweg,bus,['81'],"52.44483148936466, 13.410763994344759",nan,['81'],nan
260,Dernburgstrasse,bus,"['94', '10']",,,,
261,Deutsche Oper,u-bahn,['1'],,,,
262,Diakoniezentrum,bus,['14'],,,,
263,Dianaplatz,bus,['20'],"52.606727147275635, 13.312809212946904",nan,['20'],nan
264,Dianastrasse,bus,['12'],,,,
265,Diepensee,bus,['38'],"52.300569220227956, 13.588920019126693",nan,AD+ ['AD/38']+ ['D/38']+ ['38'],nan+ nan+ nan+ nan
266,Dimitroffstrasse,bus,"['30', '57', '54', '48']",,,,
267,Dimitroffstrasse,strassenbahn,"['11', '15', '24', '71', '20', '63', '28', '19', '18', '72']",,,,
268,Dimitroffstrasse,u-bahn,['A'],"52.541666666667,13.412222222222",Q571382,['A'],nan
269,Dolomitenstrasse,bus,['50'],"52.56142249168458, 13.404195228458164",nan,['50'],nan
270,Dominicusstrasse,bus,"['65', '75', '48']",,,,
271,Donnersmarckplatz,bus,"['15', '12']","52.62982465046043, 13.28047497184123",nan,"['A15']+ A12,A15+ A15,A12+ A12,A15+ ['A12', 'A15']+ ['A12', 'A15']+ ['15', '12']",nan+ Donnersmarckplatz+ Donnersmarckplatz+ Donnersmarckplatz+ nan+ nan+ nan
272,Dorfstrasse,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],,,,
273,Dr.-Wilhelm-Külz-Strasse,bus,['61'],,,,
274,Drakestrasse,bus,"['11', '53', '85', '48']",,,,
275,Drewitz,bus,['E'],,,,
276,Drontheimerstrasse,bus,['14'],,,,
277,Dudenstrasse,bus,['28'],"52.485078406979376, 13.376567552300232",nan,A28+ A28+ A28+ ['28'],Dudenstrasse Ecke Katzbachstrasse+ Dudenstrasse Ecke Katzbachstrasse+ Dudenstrasse Ecke Katzbachstrasse+ nan
278,Dyrotzerstrasse,bus,['63'],,,,
279,Düppel-Süd,bus,['3'],"52.423091212760234, 13.233043898233506",nan,['A3']+ ['3'],nan+ nan
280,Düppelstrasse,bus,['84'],"52.46050228641594, 13.327668795336404",nan,['84'],nan
281,Eberswalderstrasse,bus,['112'],,,,
282,Eberswalderstrasse,strassenbahn,"['13', '21', '4']",,,,
283,Edelweißstrasse,bus,"['45', '55']","52.58637603770021, 13.367525194816494",nan,"['A58']+ ['55']+ ['45', '55']",nan+ nan+ nan
284,Edisonstrasse,strassenbahn,['19'],"52.4619496,13.5139049",Q65951882,"95+ 85,95+ ['95', '85']+ ['85', '19', '95']+ ['19', '82']",nan+ nan+ nan+ nan+ nan
285,Efeuweg,bus,['52'],"52.42961975739112, 13.47788675809725",nan,"A52+ A52+ A52+ ['A52']+ ['41', '52']",Efeuweg Ecke Neuköllner Strasse+ Efeuweg Ecke Neuköllner Strasse+ Efeuweg Ecke Neuköllner Strasse+ nan+ nan
286,Egelpfuhlstrasse,bus,"['80', '31']","52.53353984351533, 13.169416926784528",nan,"A31+ A31+ A31,A80+ ['80', '31']",Egelpfuhlstrasse Ecke Brunsbüttler Damm+ Egelpfuhlstrasse Ecke Brunsbüttler Damm+ Egelpfuhlstrasse Ecke Brunsbüttler Damm+ nan
287,Ehrenmal Schönholz,bus,"['45', '55']",,,,
288,Eichborndamm,bus,"['12', '12E', '14']",,,,
289,Eichbornstrasse,s-bahn,['KBS 153'],,,,
290,Eichbuschplatz,bus,['38'],"52.39366126137233, 13.582046308470128",nan,A38+ A38+ A38+ ['38'],Eichbuschplatz+ Eichbuschplatz+ Eichbuschplatz+ nan
291,Eichendamm,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],,,,
292,Eichholzbahn,bus,['31'],"52.53745641909849, 13.149835716602464",nan,['A31']+ ['31'],nan+ nan
293,Eichhorster Weg,bus,"['64', '22']",,,,
294,Eichkamp Dauerwaldweg,bus,['69'],"52.48910045407201, 13.259629130168845",nan,['69'],nan
295,Eichwalde,s-bahn,"['KBS 141', 'KBS 110']",,,,
296,Eisenacherstrasse,bus,"['50', '33']",,,,
297,Eisenacherstrasse,u-bahn,['7'],,,,
298,"Eiswald-/Emmerichstrasse, Hochschule",bus,['30'],,,,
299,Eiswaldstrasse,bus,['32'],"52.42768407828006, 13.355221272560957",nan,['32'],nan
300,Elisabeth-Friedhof,bus,['70'],"52.5606565984888, 13.387868890755703",nan,['70'],nan
301,Elisabethstrasse,bus,"['95', '92', '54']",,,,
302,Elsflether Weg,bus,"['80', '31']","52.53387421969225, 13.1936438306569",nan,"['80', '31']",nan
303,Elsterplatz,bus,"['60', '10']","52.47977982878401, 13.285507613099716",nan,"['A10']+ ['A10', 'A50']+ A10,A50+ A10,A50+ A10,A50+ ['S3', 'A10']+ ['A10']+ ['60', '10']",nan+ nan+ Elsterplatz+ Elsterplatz+ Elsterplatz+ nan+ nan+ nan
304,Elsterwerdaer Platz,bus,"['8', '35']",,,,
305,Emmentalerstrasse,bus,"['12', '12E', '61', '22', '14']",,,,
306,Emser Platz,bus,['50'],"52.492072890007414, 13.319251387534207",nan,A50+ A50+ A50+ ['50'],Emser Platz+ Emser Platz+ Emser Platz+ nan
307,Endestrasse,bus,['18'],"52.41965961978957, 13.160396994674473",nan,A6+ A6+ ['18'],Endestrasse Ecke Königstrasse+ Endestrasse Ecke Königstrasse+ nan
308,Entlastungsstrasse,bus,['69'],"52.51939151946091, 13.370756955535764",nan,['69'],nan
309,Erich-Weinert-Klubhaus,strassenbahn,"['26', '19', '85', '25', '82']",,,,
310,Erkner,s-bahn,['KBS 105'],"52.4296,13.7513",Q14434071,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 102+ ['KBS 102']+ ['KBS 105']+ ['105'],nan+ nan+ Erkner railway station+ Erkner railway station+ Erkner railway station+ nan+ nan+ nan
311,Erkstrasse/U-Bhf. Rathaus Neukölln,bus,['4'],"52.48087081333717, 13.435364974946072",nan,['4'],nan
312,Ernst-Reuter-Platz,u-bahn,['1'],"52.511944444444,13.322222222222",Q658361,"['A I']+ ['A I']+ B I,A I+ A I,B I+ A I+ ['1']+ ['1']",nan+ nan+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ nan+ nan
313,Ernst-Weinert-Klubhaus,strassenbahn,['21'],,,,
314,Eschachstrasse/Ziekowstrasse,bus,['15'],"52.59029771885372, 13.289367157414716",nan,['15'],nan
315,Exerzierstrasse,bus,['61'],"52.553756646174705, 13.37716619556309",nan,A61+ A61,Exerzierstrasse Ecke Badstrasse+ Exerzierstrasse Ecke Badstrasse
316,Fahlenbergstrasse,bus,['61'],,,,
317,Fahrenheitstrasse,bus,['86'],,,,
318,Falckensteinstrasse,bus,['28'],"52.50006740058051, 13.443824961890895",nan,['28'],nan
319,Falkenberger Chaussee,bus,['39'],"52.565814225343445, 13.511924619006814+52.565816857333125, 13.511913714753+52.5706254674252, 13.534226375399161",nan,['A39']+ ['A39']+ A39+ A39+ A39+ ['39'],nan+ nan+ Falkenberger Chaussee Ecke Falkenberger Chaussee+ Falkenberger Chaussee Ecke Falkenberger Chaussee+ Falkenberger Chaussee Ecke Falkenberger Chaussee+ nan
320,Falkenbergerstrasse,bus,"['41', '39', '53']",,,,
321,Falkenhöhe,bus,['23'],"52.400507029940435, 13.538229483128243",nan,['A36']+ ['A36']+ A23+ ['A23']+ ['23']+ ['23'],nan+ nan+ nan+ nan+ nan+ nan
322,Falkenplatz,bus,"['14E', '20']",,,,
323,Falkenseer Chaussee,bus,"['63', '99', '5']","52.54750354783305, 13.184668062763297",nan,"A63,A5+ A5+ A5+ ['A5']+ ['63', '99', '5']",Falkenseer Chaussee Ecke Zeppelinstrasse+ Falkenseer Chaussee Ecke Zeppelinstrasse+ Falkenseer Chaussee Ecke Zeppelinstrasse+ nan+ nan
324,Falkenseer Chaussee/Stadtrandstrasse,bus,['5'],"52.553417103891, 13.153520760843469",nan,['5'],nan
325,Falkenseer Damm,bus,['63'],,,,
326,Falkenseer Platz,bus,['63'],"52.54045617500718, 13.203419756102146",nan,['A97']+ ['63'],nan+ nan
327,Falkentaler Steig,bus,['15'],,,,
328,Fanningerstrasse,bus,['93'],,,,
329,Fasanenstrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],,,,
330,Fehrbelliner Platz,bus,"['21', '86']",,,,
331,Fehrbelliner Platz,u-bahn,"['2', '7']",,,,
332,Feldtmannstrasse,bus,['41'],"52.56401588379611, 13.46980857664685",nan,A46+ A46+ A46+ ['A46']+ ['L/41'],Feldtmannstrasse Ecke Berliner Allee+ Feldtmannstrasse Ecke Berliner Allee+ Feldtmannstrasse Ecke Berliner Allee+ nan+ nan
333,Fennstrasse,bus,['16'],"52.53790305026232, 13.36156749519695",nan,['16'],nan
334,Feuerbachstrasse,bus,['75'],"52.463135641874736, 13.326732020590491",nan,['75'],nan
335,Filandastrasse,bus,['33'],"52.45830016222382, 13.332000437695363",nan,['33'],nan
336,Finckensteinallee,bus,"['85', '84']","52.43271069172293, 13.28705129301604",nan,"['85', '84']",nan
337,Finnensiedlung,bus,['35'],"52.45776614181094, 13.150049064089199",nan,['35'],nan
338,Finsterwalderstrasse,bus,['15'],,,,
339,Fischerhüttenstrasse,bus,['18'],"52.43576520834544, 13.256135254159986",nan,['18'],nan
340,Flankenschanze,bus,['63'],"52.54285108073802, 13.198524346220605",nan,['63'],nan
341,Flottenstrasse,bus,"['61', '12E', '64']",,,,
342,Flughafen Berlin Tegel,bus,['8'],,,,
343,Flughafen Berlin-Schönefeld,s-bahn,"['KBS 140', 'KBS 115']",,,,
344,Flughafen Berlin-Tegel,bus,['9'],"52.55403638121108, 13.293890891657346",nan,"['9', '8']",nan
345,Flughafen Schönefeld,bus,['361'],,,,
346,"Flughafen, Inland",bus,['36'],,,,
347,"Flugplatz, Haupteingang",bus,"['34', '35']",,,,
348,Flugsteig 15,bus,"['9', '8']","52.55399013109914, 13.291000322517526",nan,"['9', '8']",nan
349,Forckenbeckstrasse,bus,['50'],"52.482221394934605, 13.290044081376928",nan,A50+ A50+ A50+ ['50'],Forckenbeckstrasse Ecke Hohenzollerndamm+ Forckenbeckstrasse Ecke Hohenzollerndamm+ Forckenbeckstrasse Ecke Hohenzollerndamm+ nan
350,Forststrasse,bus,['53'],"52.44018878722606, 13.23646612794553",nan,['53'],nan
351,Frankenwaldstrasse,bus,['5'],,,,
352,Frankestrasse,bus,['94'],,,,
353,Frankfurter Allee,bus,['93'],"52.51348352208039, 13.476830323062508",nan,['1']+ ['A40'],nan+ nan
354,Frankfurter Allee,s-bahn,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']",,,,
355,Frankfurter Allee,u-bahn,['E'],"52.513638888889,13.475694444444",Q3752007,['E']+ ['E']+ ['E']+ ['E'],nan+ nan+ nan+ nan
356,Frankfurter Tor,strassenbahn,"['13', '21', '4']",,,,
357,Frankfurter Tor,u-bahn,['E'],"52.515833333333,13.454166666667",Q568627,E+ E+ ['E']+ ['E']+ ['E'],nan+ nan+ nan+ nan+ nan
358,Franklinstrasse,bus,['1'],"52.522283871477285, 13.328349242353065",nan,"['1', '90']",nan
359,Franz-Jacob-Strasse,strassenbahn,"['15', '19', '18', '17']",,,,
360,Franz-Mehring-Platz,bus,['30'],"52.51371039681593, 13.437822888670022",nan,['30'],nan
361,Franzensbaderstrasse/Sportplatz,bus,['29'],,,,
362,Französischestrasse,bus,['79'],,,,
363,Fredersdorf (b Bln),s-bahn,['KBS 100'],"52.5265,13.7625",Q15197387,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101']+ ['KBS 100']+ ['100'],nan+ nan+ Fredersdorf station+ Fredersdorf station+ Fredersdorf station+ nan+ nan+ nan
364,Freibad Grünau,strassenbahn,['86'],"52.4086224,13.604455",Q66489598,['86']+ 86+ 86,nan+ nan+ nan
365,Freie Scholle,bus,['20'],"52.599851537868666, 13.301736158422598",nan,['A20']+ A20+ A20+ A20+ ['A20']+ ['A20']+ ['20'],nan+ Freie Scholle+ Freie Scholle+ Freie Scholle+ nan+ nan+ nan
366,Freiheit,strassenbahn,['19'],"52.44751372267618, 13.57532926093355+52.53269778633445, 13.207518439639045",nan,"54,53+ ['19']",nan+ nan
367,Freiheit 42/43,bus,['56'],"52.5305888635336, 13.224095725446475",nan,['56'],nan
368,Friedenauer Brücke,bus,"['84', '25']",,,,
369,Friedenstrasse,bus,['6'],"52.417223782342035, 13.138950169993388",nan,['A6']+ A6+ A6+ A6+ ['A6']+ ['6'],nan+ Friedenstrasse Ecke Königstrasse+ Friedenstrasse Ecke Königstrasse+ Friedenstrasse Ecke Königstrasse+ nan+ nan
370,Friedrich-Junge-Strasse,bus,['34'],"52.49382897072681, 13.471572865851856",nan,['A82P']+ A82P+ A82P+ 82P+ ['82P']+ ['34'],nan+ Friedrich-Junge-Strasse Ecke Alt-Stralau+ Friedrich-Junge-Strasse Ecke Alt-Stralau+ Friedrich-Junge-Strasse Ecke Alt-Stralau+ nan+ nan
371,Friedrich-Olbricht-Damm,bus,['23'],"52.54441142183259, 13.313159139083618",nan,['23'],nan
372,Friedrich-Wilhelm-Platz,u-bahn,['9'],"52.47194,13.32861",Q559207,['9'],nan
373,Friedrich-Wilhelm-Strasse,bus,['96'],"52.45895211969007, 13.376248282408774",nan,['96'],nan
374,Friedrichsfelde,u-bahn,['E'],"52.506111111111,13.512777777778",Q429781,['E']+ ['E']+ ['E']+ ['E']+ ['E'],nan+ nan+ nan+ nan+ nan
375,Friedrichsfelde Ost,s-bahn,"['KBS 100', 'KBS 101']",,,,
376,Friedrichshagen,s-bahn,['KBS 105'],"52.4574,13.6233",Q800474,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 102+ ['KBS 102']+ ['KBS 105']+ ['105'],nan+ nan+ Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station+ nan+ nan+ nan
377,Friedrichsrodaerstrasse,bus,['32'],,,,
378,Friedrichstrasse,bus,"['9', '32']","52.51718498081941, 13.388821428784585",nan,"A9,A57+ ['18']+ ['9', '32']",nan+ nan+ nan
379,Friedrichstrasse,s-bahn,"['KBS 105', 'KBS 115', 'KBS 100', 'KBS 110', 'KBS 152', 'KBS 156', 'KBS 153']",,,,
380,Friedrichstrasse,u-bahn,['6'],,,,
381,Friedrichstrasse/U-Bhf. Kochstrasse,bus,['29'],"52.506461639098845, 13.39051870297674",nan,['29'],nan
382,Friesenstrasse,bus,['4'],"52.483950604682775, 13.394359749805426",nan,A4+ A4,Friesenstrasse Ecke Columbiadamm+ Friesenstrasse Ecke Columbiadamm
383,Fritz-Erler-Allee,bus,"['25', '52']","52.425820619613276, 13.483152637127983",nan,"['25', '52']",nan
384,Frohnau,s-bahn,['KBS 152'],"52.6325,13.2902",Q800472,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154'],nan+ nan+ nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station+ nan+ nan
385,Frohnau Invalidensiedlung,bus,['15'],"52.65520839664635, 13.284793871557998",nan,['15'],nan
386,Fronhofer-/Wrangelstrasse,bus,['86'],"52.45432970776737, 13.318802488731677",nan,['86'],nan
387,Fronhoferstrasse,bus,['84'],"52.4536095013498, 13.319123581679202",nan,['84'],nan
388,Fronhoferstrasse/Wrangelstrasse,bus,['88'],"52.45432970776737, 13.318802488731677",nan,['88'],nan
389,Fuldastrasse,bus,['95'],"52.483802510465225, 13.435884392882318",nan,A67+ A67+ A67+ ['95'],Fuldastrasse Ecke Sonnenallee+ Fuldastrasse Ecke Sonnenallee+ Fuldastrasse Ecke Sonnenallee+ nan
390,Fährstrasse,bus,"['14E', '14']",,,,
391,Fürstenbrunner Weg/Friedhof,bus,['10'],,,,
392,Fürstendamm,bus,['12E'],,,,
393,Gabrielenstrasse,bus,['20'],"52.5948594090207, 13.279545908495535",nan,"['15', '20']",nan
394,Galenstrasse,bus,"['63', '5']","52.535513174510704, 13.195323305598267",nan,"['63', '5']",nan
395,Gardeschützenweg,bus,"['11', '85']",,,,
396,Gartenfelderstrasse,bus,"['55', '10', '99']",,,,
397,Gartenstadtweg,bus,['36'],"52.412313913821045, 13.56660267841369",nan,AD/36+ AD/36+ A36+ ['A36']+ ['36']+ ['36'],Gartenstadtweg+ Gartenstadtweg+ Gartenstadtweg+ nan+ nan+ nan
398,Garystrasse,bus,['11'],"52.4442077967708, 13.28357204535823",nan,['11'],nan
399,Gatow Kirche,bus,['35'],"52.48658875560032, 13.182345187620795",nan,['35'],nan
400,"Gatow, Kirche",bus,['34'],"52.48684680676539, 13.18215147844503",nan,"['A34']+ ['A35', 'A34']+ A35,A34+ A34,A35+ A34,A35+ ['A34', 'A35']+ ['A35', 'A34']+ ['34']","nan+ nan+ Gatow, Kirche+ Gatow, Kirche+ Gatow, Kirche+ nan+ nan+ nan"
401,Gatowerstrasse,bus,"['94', '97', '34', '35']",,,,
402,"Gatowerstrasse ""Biberburg""",bus,"['34', '35']",,,,
403,Geflügelsteig,bus,['57'],"52.40509575868019, 13.490612934623142+52.405102350485194, 13.4906582234772",nan,['A93']+ ['57'],nan+ nan
404,Gehringstrasse,bus,"['45', '56']",,,,
405,Gehsenerstrasse,bus,['27'],,,,
406,Geibelstrasse,bus,['28'],"52.49351434160696, 13.405865390190371",nan,['28'],nan
407,Geibelstrasse/Urban-Krankenhaus,bus,['95'],"52.49479123527596, 13.406648041036469",nan,['95'],nan
408,Gemeinde-Zentrum,bus,['22'],,,,
409,Gemeindefriedhof,bus,"['61', '14E']",,,,
410,Gemeindezentrum,bus,['62'],"52.59650422528956, 13.352130648813059",nan,['62'],nan
411,Genfenbergstrasse,bus,['97'],"52.51750221401804, 13.197731492020262",nan,['97'],nan
412,Genferstrasse,bus,['8'],,,,
413,Genslerstrasse,bus,"['54', '48']",,,,
414,Genslerstrasse,strassenbahn,"['11', '12']",,,,
415,Gersdorfstrasse,bus,['33'],"52.4497135211621, 13.366843463731259",nan,['33'],nan
416,Gesundbrunnen,s-bahn,"['KBS 153', 'KBS 152']","52.548611111111,13.389444444444",Q111239092,"['KBS 104', 'KBS 105', 'KBS 100', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e+ ['KBS 100e', 'KBS 100', 'KBS 100d', 'KBS 100a', 'KBS 100c']+ ['KBS 150', 'KBS 158', 'KBS 152', 'KBS 154', 'KBS 153']",nan+ nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ nan+ nan
417,Gesundbrunnen,u-bahn,['8'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ ['D']+ D+ D+ D+ ['8']+ ['8'],nan+ nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ nan+ nan
418,Geygerstrasse,bus,['95'],"52.47976469123224, 13.444053924636787",nan,['95'],nan
419,Giesensdorferstrasse,bus,['86'],,,,
420,Gitschinerstrasse,bus,['41'],,,,
421,Gleisdreieck,u-bahn,['1'],"52.49952,13.37409",Q678372,"['A']+ ['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II+ ['1', '2']+ ['2', '1']",nan+ nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck+ nan+ nan
422,Glienicke Gutshof,bus,['34'],"52.47526152065717, 13.120610836844609",nan,['34'],nan
423,"Glienicke, Kirche.",bus,['7'],,,,
424,Glienicker Brücke,bus,['6'],"52.413474089031965, 13.091235881924467",nan,['A6']+ A6+ A6+ A6+ ['A6']+ ['A6']+ ['6'],nan+ Glienicker Brücke+ Glienicker Brücke+ Glienicker Brücke+ nan+ nan+ nan
425,Glienicker Weg,bus,['23'],,,,
426,Gliensteig,bus,['63'],,,,
427,Glitschinerstrasse,bus,['95'],,,,
428,Gneisenaustrasse,u-bahn,['7'],"52.491388888889,13.395555555556",Q668618,['C']+ ['7'],nan+ nan
429,Goebelplatz,bus,['23'],"52.53812718171093, 13.27991414794248",nan,"A65+ A65+ A65+ ['A88', 'A65']+ ['A23']+ ['23']",Goebelplatz+ Goebelplatz+ Goebelplatz+ nan+ nan+ nan
430,Goebenstrasse,bus,"['84', '75', '19', '48']",,,,
431,Goerzallee,bus,"['85', '53']",,,,
432,Goethepark,strassenbahn,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],,,,
433,Goethestrasse,bus,['76E'],"52.40437395250698, 13.406194791584095+52.40437824622623, 13.406031370798006+52.455522709275314, 13.725374316281378",nan,"S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['A76']+ ['76E', '76']",nan+ nan+ nan
434,Goethestrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],,,,
435,Gorkistrasse,bus,['20'],"52.59059426195262, 13.292011153010927",nan,A15+ A15+ ['20'],nan+ nan+ nan
436,Gotenstrasse,bus,['65'],"52.47544911672171, 13.359851155294415",nan,"['73', '74', '65']",nan
437,Gotthardstrasse,bus,"['8', '64']",,,,
438,Gottlieb-Dunkel-Strasse,bus,['25'],"52.46047500564911, 13.417979057824004",nan,"A25+ ['73', '25', '77']",Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg+ nan
439,Gotzkowskystrasse,bus,['23'],"52.527175382748375, 13.33054791755954+52.527187214573765, 13.330550930001301",nan,"A24+ ['86']+ ['23', '24', '72', '70']",nan+ nan+ nan
440,Grabensprung,bus,['35'],,,,
441,Gradestrasse,bus,['25'],"52.45253783133086, 13.4330277622881",nan,"['A41']+ ['73', '25']",nan+ nan
442,Grazer Platz,bus,['25'],"52.46714786852433, 13.344179308164394+52.467636991817486, 13.347565807885369",nan,"A25+ A25+ A83,A25+ ['A25', 'A83']+ ['A83', 'A25']+ ['83']+ ['25']",Grazer Platz+ Grazer Platz+ Grazer Platz+ nan+ nan+ nan+ nan
443,Greifswalderstrasse,bus,"['44', '56']",,,,
444,Greifswalderstrasse,s-bahn,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']",,,,
445,Greifswalderstrasse,strassenbahn,"['13', '21', '4']",,,,
446,Greilstrasse,bus,['56'],,,,
447,Greinerstrasse/Dederingstrasse,bus,['81'],"52.43670205861796, 13.37209191098168",nan,['81'],nan
448,Grenadierstrasse,bus,"['80', '31', '5']","52.530981925368565, 13.205371761701368",nan,"A31,A5+ A5,A31+ A31+ ['80', '31', '5']",Grenadierstrasse Ecke Grunewaldstrasse+ Grenadierstrasse Ecke Grunewaldstrasse+ Grenadierstrasse Ecke Grunewaldstrasse+ nan
449,Grenzallee,bus,['65'],"52.47029008909428, 13.464648179097418+52.47033812083917, 13.46455333573843",nan,"['95', '65']+ ['41']",nan+ nan
450,Grenzallee,u-bahn,['7'],"52.463333333333,13.443888888889",Q571836,['C']+ ['C I']+ ['C I']+ C I+ C I+ C I+ ['7']+ ['7'],nan+ nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee+ nan+ nan
451,Grimmelshausenstrasse,bus,['35E'],"52.45303649357869, 13.127161227036714",nan,['35E'],nan
452,Grimmstrasse,bus,"['95', '76E']",,,,
453,Gritznerstrasse,bus,['33'],"52.46438146098689, 13.316483335491945",nan,A32+ ['33'],nan+ nan
454,Grottkauerstrasse,bus,['60'],,,,
455,Groß-Glienicker Weg,bus,"['34', '35', '34E']",,,,
456,Groß-Ziethener-Ch.,bus,['57'],,,,
457,Groß-Ziethener-Strasse,bus,['79'],"52.39430930301034, 13.411034857603847",nan,['82'],nan
458,Großbeerenstrasse,bus,"['24', '19']",,,,
459,Großer Stern,bus,"['16', '69']",,,,
460,Grumbkowstrasse,bus,['33'],"52.59081479417949, 13.419895078886073",nan,['33'],nan
461,Grundewald Fontanestrasse,bus,['17'],,,,
