,station_id,stop_name,line_count,type,in_lines
735,561,Bhf. Friedrichstrasse,6,Autobus,"['A 57', 'A 9', 'A 59']"
736,562,Schumannstrasse,1,Autobus,['A 57']
737,563,Robert-Koch-Platz,2,Omnibus,['O 40']
738,563,Robert-Koch-Platz,2,Autobus,['A 57']
739,564,Scharnhorststrasse,1,Autobus,['A 57']
740,565,"Wilhelmsruh, Fontanestrasse",3,Autobus,"['A 55', 'A 58', 'A 45']"
741,566,Hauptstrasse Ecke Hertzstrasse,1,Autobus,['A 58']
742,567,Ehrenmal,3,Autobus,"['A 55', 'A 58', 'A 45']"
743,568,Heinrich-Mann-Platz,3,Autobus,"['A 55', 'A 58', 'A 45']"
744,569,"Pankow, Rathaus",7,strassenbahn,"['22', '46']"
745,569,"Pankow, Rathaus",7,Autobus,"['A 45', 'A 55', 'A 58', 'A 7']"
746,570,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
747,570,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
748,571,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
749,571,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
750,572,U-Bhf. Pankow (Vinetastrasse),4,strassenbahn,['49']
751,572,U-Bhf. Pankow (Vinetastrasse),4,Autobus,"['A 58', 'A 7']"
752,573,Walter-Ulbricht-Stadion,3,strassenbahn,"['82', '69']"
753,573,Walter-Ulbricht-Stadion,3,Autobus,['A 59']
754,574,Invalidenstrasse Ecke Chausseestrasse,2,strassenbahn,['82']
755,574,Invalidenstrasse Ecke Chausseestrasse,2,Autobus,['A 59']
756,575,Oranienburger Tor,9,strassenbahn,"['1', '46', '70', '11', '69']"
757,575,Oranienburger Tor,9,Omnibus,['O 40']
758,575,Oranienburger Tor,9,Autobus,"['A 9', 'A 59']"
759,576,Bhf. Friedrichstrasse,6,strassenbahn,"['70', '46']"
760,576,Bhf. Friedrichstrasse,6,Autobus,"['A 57', 'A 9', 'A 59']"
761,577,U-Bhf. Franzsösische Strasse,1,Autobus,['A 59']
762,578,U-Bhf. Stadtmitte,1,Autobus,['A 59']
763,579,Wilhelmstrasse Ecke Friedrichstrasse,1,Autobus,['A 59']
764,580,U-Bhf. Thälmannplatz,1,Autobus,['A 59']
765,581,"Stralau, Kinderheim",1,Autobus,['A 82 P']
766,582,Friedrich-Junge-Strasse,1,Autobus,['A 82 P']
767,583,Markgrafendamm,1,Autobus,['A 82 P']
768,584,Neu-Lindenberg,1,Autobus,['A L']
769,585,Lindenberg,1,Autobus,['A L']
770,586,"Malchow, Dorfstrasse",2,Autobus,"['A 46', 'A L']"
771,587,Groß Ziethen,1,Autobus,['A Z']
772,588,Klein Ziethen,1,Autobus,['A Z']
773,589,Waßmannsdorf,1,Autobus,['A Z']
774,590,"Schönefeld, Kirche",3,Autobus,"['A Z', 'A 24']"
775,591,Bhf. Schönefeld,3,Autobus,"['A Z', 'A 24']"
776,592,S-Bhf. Friedrichshagen,3,strassenbahn,"['84', '87']"
777,592,S-Bhf. Friedrichshagen,3,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
778,593,"Schöneiche, Goethepark",1,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
779,594,Dorfaue,1,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
780,595,"Rüdersdorf, Thälmannplatz",1,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
781,596,Post,1,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
782,597,"Rüdersdorf, Karl-Marx-Platz",1,Autobus,"['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']"
783,598,S-Bhf. Rahnsdorf,2,Autobus,"['A 22', 'S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']"
784,599,Goethestrasse,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
785,600,Eichendamm,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
786,601,Lerchenstrasse,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
787,602,Fasandenstrasse,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
788,603,Thälmannplatz,2,u-bahn,['A']
789,603,Thälmannplatz,2,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
790,604,Blumenstrasse,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
791,605,Woltersdorfer Schleuse,1,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
792,606,Alt-Schmöckwitz,3,strassenbahn,['86']
793,606,Alt-Schmöckwitz,3,Autobus,"['Schmöckwitz - Ziegenhals', 'Schmöckwitz - Eichwalde']"
794,607,"Eichwalde, Uhlandstrasse",1,Autobus,['Schmöckwitz - Eichwalde']
795,608,Bhf. Eichwalde,1,Autobus,['Schmöckwitz - Eichwalde']
796,609,Alt-Schmöckwitz,3,strassenbahn,['86']
797,609,Alt-Schmöckwitz,3,Autobus,"['Schmöckwitz - Ziegenhals', 'Schmöckwitz - Eichwalde']"
798,610,Konsum Wernsdorf,1,Autobus,['Schmöckwitz - Ziegenhals']
799,611,Konsum Ziegenhals,1,Autobus,['Schmöckwitz - Ziegenhals']
800,612,"Ziegenhals, VA-Dienststelle",1,Autobus,['Schmöckwitz - Ziegenhals']
