stop_order,stop_id,line_id
0,19610_east,19611_east
1,19611_east,19611_east
2,19612_east,19611_east
3,19613_east,19611_east
4,19614_east,19611_east
5,19614_east,19611_east
6,19615_east,19611_east
7,19616_east,19611_east
8,19617_east,19611_east
9,19618_east,19611_east
10,19619_east,19611_east
0,196110_east,19612_east
1,196111_east,19612_east
2,196112_east,19612_east
3,196113_east,19612_east
4,196113_east,19612_east
5,196114_east,19612_east
6,196115_east,19612_east
7,196116_east,19612_east
8,196117_east,19612_east
9,196118_east,19612_east
10,196119_east,19612_east
11,196120_east,19612_east
12,196121_east,19612_east
13,196122_east,19612_east
14,196123_east,19612_east
0,196124_east,19613_east
1,196125_east,19613_east
2,196126_east,19613_east
3,196127_east,19613_east
4,196128_east,19613_east
5,196129_east,19613_east
6,196130_east,19613_east
7,196131_east,19613_east
8,196132_east,19613_east
9,196133_east,19613_east
10,196134_east,19613_east
11,196135_east,19613_east
0,196136_east,19614_east
1,196137_east,19614_east
2,196138_east,19614_east
3,196139_east,19614_east
4,196140_east,19614_east
5,196141_east,19614_east
6,196142_east,19614_east
0,196143_east,19615_east
1,196144_east,19615_east
2,196145_east,19615_east
3,196146_east,19615_east
4,196147_east,19615_east
5,196148_east,19615_east
6,196149_east,19615_east
7,196150_east,19615_east
8,196151_east,19615_east
9,196152_east,19615_east
10,196153_east,19615_east
0,196154_east,19616_east
1,196155_east,19616_east
2,196156_east,19616_east
3,196157_east,19616_east
4,196158_east,19616_east
5,196159_east,19616_east
6,196160_east,19616_east
7,196161_east,19616_east
8,196162_east,19616_east
9,196163_east,19616_east
10,196164_east,19616_east
0,196165_east,19617_east
1,196166_east,19617_east
2,196167_east,19617_east
3,196168_east,19617_east
4,196169_east,19617_east
5,196170_east,19617_east
6,196171_east,19617_east
7,196172_east,19617_east
8,196173_east,19617_east
9,196174_east,19617_east
10,196175_east,19617_east
11,196176_east,19617_east
12,196177_east,19617_east
0,196178_east,19618_east
1,196179_east,19618_east
2,196180_east,19618_east
3,196181_east,19618_east
4,196182_east,19618_east
5,196183_east,19618_east
6,196184_east,19618_east
7,196185_east,19618_east
8,196186_east,19618_east
9,196187_east,19618_east
10,196188_east,19618_east
11,196189_east,19618_east
12,196190_east,19618_east
0,196191_east,19619_east
1,196192_east,19619_east
2,196193_east,19619_east
3,196194_east,19619_east
4,196195_east,19619_east
5,196196_east,19619_east
6,196197_east,19619_east
7,196198_east,19619_east
8,196199_east,19619_east
9,1961100_east,19619_east
0,1961101_east,196110_east
1,1961102_east,196110_east
2,1961103_east,196110_east
3,1961104_east,196110_east
4,1961105_east,196110_east
5,1961106_east,196110_east
6,1961107_east,196110_east
7,1961108_east,196110_east
8,1961109_east,196110_east
9,1961110_east,196110_east
10,1961111_east,196110_east
11,1961112_east,196110_east
0,1961113_east,196111_east
1,1961114_east,196111_east
2,1961115_east,196111_east
3,1961116_east,196111_east
4,1961117_east,196111_east
5,1961118_east,196111_east
6,1961119_east,196111_east
7,1961120_east,196111_east
8,1961121_east,196111_east
0,1961122_east,196112_east
1,1961123_east,196112_east
2,1961124_east,196112_east
3,1961125_east,196112_east
4,1961126_east,196112_east
5,1961127_east,196112_east
6,1961128_east,196112_east
7,1961129_east,196112_east
8,1961130_east,196112_east
9,1961131_east,196112_east
10,1961132_east,196112_east
11,1961133_east,196112_east
12,1961134_east,196112_east
0,1961135_east,196113_east
1,1961136_east,196113_east
2,1961137_east,196113_east
3,1961138_east,196113_east
4,1961139_east,196113_east
5,1961140_east,196113_east
6,1961141_east,196113_east
7,1961142_east,196113_east
8,1961143_east,196113_east
0,1961144_east,196114_east
1,1961145_east,196114_east
2,1961146_east,196114_east
3,1961147_east,196114_east
4,1961148_east,196114_east
5,1961149_east,196114_east
6,1961150_east,196114_east
7,1961151_east,196114_east
8,1961152_east,196114_east
9,1961153_east,196114_east
10,1961154_east,196114_east
11,1961155_east,196114_east
12,1961156_east,196114_east
13,1961157_east,196114_east
0,1961158_east,196115_east
1,1961159_east,196115_east
2,1961160_east,196115_east
3,1961161_east,196115_east
4,1961162_east,196115_east
5,1961163_east,196115_east
6,1961164_east,196115_east
7,1961165_east,196115_east
8,1961166_east,196115_east
9,1961167_east,196115_east
10,1961168_east,196115_east
11,1961169_east,196115_east
0,1961170_east,196116_east
1,1961171_east,196116_east
2,1961172_east,196116_east
3,1961173_east,196116_east
4,1961174_east,196116_east
5,1961175_east,196116_east
6,1961176_east,196116_east
7,1961177_east,196116_east
8,1961178_east,196116_east
0,1961179_east,196117_east
1,1961180_east,196117_east
2,1961181_east,196117_east
3,1961182_east,196117_east
4,1961183_east,196117_east
5,1961184_east,196117_east
6,1961185_east,196117_east
7,1961186_east,196117_east
8,1961187_east,196117_east
9,1961188_east,196117_east
10,1961189_east,196117_east
11,1961190_east,196117_east
12,1961191_east,196117_east
13,1961192_east,196117_east
14,1961193_east,196117_east
15,1961194_east,196117_east
0,1961195_east,196118_east
1,1961196_east,196118_east
2,1961197_east,196118_east
3,1961198_east,196118_east
4,1961199_east,196118_east
5,1961200_east,196118_east
6,1961201_east,196118_east
7,1961202_east,196118_east
8,1961203_east,196118_east
9,1961204_east,196118_east
0,1961205_east,196119_east
1,1961206_east,196119_east
2,1961207_east,196119_east
3,1961208_east,196119_east
4,1961209_east,196119_east
5,1961210_east,196119_east
6,1961211_east,196119_east
7,1961212_east,196119_east
8,1961213_east,196119_east
9,1961214_east,196119_east
10,1961215_east,196119_east
11,1961216_east,196119_east
12,1961217_east,196119_east
13,1961218_east,196119_east
14,1961219_east,196119_east
0,1961220_east,196120_east
1,1961221_east,196120_east
2,1961222_east,196120_east
3,1961223_east,196120_east
4,1961224_east,196120_east
5,1961225_east,196120_east
6,1961226_east,196120_east
7,1961227_east,196120_east
8,1961228_east,196120_east
9,1961229_east,196120_east
10,1961230_east,196120_east
11,1961231_east,196120_east
0,1961232_east,196121_east
1,1961233_east,196121_east
2,1961234_east,196121_east
3,1961235_east,196121_east
4,1961236_east,196121_east
5,1961237_east,196121_east
6,1961238_east,196121_east
7,1961239_east,196121_east
8,1961240_east,196121_east
9,1961241_east,196121_east
10,1961242_east,196121_east
11,1961243_east,196121_east
12,1961244_east,196121_east
13,1961245_east,196121_east
0,1961246_east,196122_east
1,1961247_east,196122_east
2,1961248_east,196122_east
3,1961249_east,196122_east
4,1961250_east,196122_east
5,1961251_east,196122_east
6,1961252_east,196122_east
0,1961253_east,196123_east
1,1961254_east,196123_east
2,1961255_east,196123_east
3,1961256_east,196123_east
4,1961257_east,196123_east
5,1961258_east,196123_east
6,1961259_east,196123_east
7,1961260_east,196123_east
0,1961261_east,196124_east
1,1961262_east,196124_east
0,1961263_east,196125_east
1,1961264_east,196125_east
2,1961265_east,196125_east
3,1961266_east,196125_east
4,1961267_east,196125_east
5,1961268_east,196125_east
6,1961269_east,196125_east
0,1961270_east,196126_east
1,1961271_east,196126_east
2,1961272_east,196126_east
3,1961270_east,196126_east
0,1961273_east,196127_east
1,1961274_east,196127_east
0,1961275_east,196128_east
1,1961276_east,196128_east
2,1961277_east,196128_east
3,1961278_east,196128_east
4,1961279_east,196128_east
5,1961280_east,196128_east
6,1961281_east,196128_east
7,1961282_east,196128_east
8,1961283_east,196128_east
0,1961284_east,196129_east
1,1961285_east,196129_east
2,1961286_east,196129_east
3,1961287_east,196129_east
4,1961288_east,196129_east
0,1961289_east,196130_east
1,1961290_east,196130_east
2,1961291_east,196130_east
3,1961292_east,196130_east
4,1961293_east,196130_east
0,1961294_east,196131_east
1,1961295_east,196131_east
2,1961296_east,196131_east
3,1961297_east,196131_east
4,1961298_east,196131_east
5,1961299_east,196131_east
6,1961300_east,196131_east
7,1961301_east,196131_east
8,1961302_east,196131_east
0,1961303_east,196132_east
1,1961304_east,196132_east
2,1961305_east,196132_east
3,1961306_east,196132_east
4,1961307_east,196132_east
5,1961308_east,196132_east
0,1961309_east,196133_east
1,1961310_east,196133_east
2,1961311_east,196133_east
3,1961312_east,196133_east
0,1961313_east,196134_east
1,1961314_east,196134_east
2,1961315_east,196134_east
0,1961316_east,196135_east
1,1961317_east,196135_east
2,1961318_east,196135_east
3,1961319_east,196135_east
4,1961320_east,196135_east
5,1961321_east,196135_east
6,1961322_east,196135_east
7,1961323_east,196135_east
8,1961324_east,196135_east
9,1961325_east,196135_east
10,1961326_east,196135_east
11,1961327_east,196135_east
12,1961328_east,196135_east
0,1961329_east,196136_east
1,1961330_east,196136_east
2,1961331_east,196136_east
3,1961332_east,196136_east
4,1961333_east,196136_east
5,1961334_east,196136_east
6,1961335_east,196136_east
7,1961336_east,196136_east
0,1961337_east,196137_east
1,1961338_east,196137_east
2,1961339_east,196137_east
3,1961340_east,196137_east
4,1961341_east,196137_east
5,1961342_east,196137_east
6,1961343_east,196137_east
7,1961344_east,196137_east
0,1961345_east,196138_east
1,1961346_east,196138_east
2,1961347_east,196138_east
3,1961348_east,196138_east
4,1961345_east,196138_east
0,1961349_east,196139_east
1,1961350_east,196139_east
2,1961351_east,196139_east
3,1961352_east,196139_east
4,1961353_east,196139_east
5,1961354_east,196139_east
6,1961355_east,196139_east
7,1961356_east,196139_east
8,1961357_east,196139_east
9,1961358_east,196139_east
10,1961359_east,196139_east
11,1961360_east,196139_east
12,1961361_east,196139_east
13,1961362_east,196139_east
0,1961363_east,196140_east
1,1961364_east,196140_east
2,1961365_east,196140_east
0,1961366_east,196141_east
1,1961367_east,196141_east
2,1961368_east,196141_east
3,1961369_east,196141_east
4,1961370_east,196141_east
5,1961371_east,196141_east
6,1961372_east,196141_east
7,1961373_east,196141_east
8,1961374_east,196141_east
0,1961375_east,196142_east
