,line_id,stop_name,stop_order,stop_id
0,19561,Schillingbrücke (Ostbahnhof),0,1956944
1,19561,Stalinallee,1,19561026
2,19561,Leninplatz,2,1956628
3,19561,"Leninallee, Kleine Frankfurterstrasse",3,1956625
4,19561,"Alexanderplatz, Memhardstr.",4,195611
5,19561,"Gipsstrasse, U-Bhf. Weinmeisterstrasse",5,1956359
6,19561,Rosenthaler Platz,6,1956891
7,19561,Brunnen Ecke Invalidenstrasse,7,1956204
8,19561,Invalidenstrasse Ecke Chausseestrasse,8,1956497
9,19561,Oranienburger Tor,9,1956754
10,19561,"Weidendammbrücke, Bhf. Friedrichstrasse",10,19561179
11,19561,Am Kupfergraben,11,195635
12,19562,"Wienerstrasse, Spreewaldplatz",0,19561201
13,19562,Hermannplatz,1,1956446
14,19562,Südstern,2,19561055
15,19562,Mehringdamm,3,1956695
16,19562,Goebenstrasse Ecke Bülowstrasse,4,1956369
17,19562,Nollendorfplatz,5,1956732
18,19562,Wittenbergplatz,6,19561227
19,19562,Bhf. Zoo,7,1956166
20,19562,Am Knie,8,195634
21,19562,Gotzkowskystrasse Ecke Turmstrasse,9,1956378
22,19562,Turmstrasse Ecke Rathenowerstrasse,10,19561088
23,19562,Fennbrücke,11,1956311
24,19562,Weddingplatz,12,19561175
25,19562,Usedomerstrasse,13,19561151
26,19562,Bernauerstrasse Ecke Wollinerstrasse,14,1956100
27,19563,Mühlenstrasse,0,1956713
28,19563,Bhf. Warschauer Brücke,1,1956156
29,19563,Boxhagener Strasse,2,1956192
30,19563,"Bhf. Stalineallee, Gürtelstrasse",3,1956148
31,19563,Rathaus Lichtenberg,4,1956842
32,19563,Roederplatz,5,1956883
33,19563,Landsberger Chaussee Ecke Weißenseer Weg,6,1956607
34,19563,Hohenschönhauser Strasse,7,1956471
35,19563,Klement-Gottwald-Allee/Lichtenberger Strasse,8,1956547
36,19563,Antonplatz,9,195647
37,19563,Prenzlauer Promenade Ecke Gustav-Adolf-Strasse,10,1956822
38,19563,Schönhauser Allee,11,1956973
39,19563,Björnsonstrasse,12,1956178
40,19564,"Neukölln, Hermannplatz",0,1956725
41,19564,Südstern,1,19561055
42,19564,Zosener Strasse Ecke Gneisenaustrasse,2,19561251
43,19564,Mehringdamm,3,1956695
44,19564,Potsdamer Strasse,4,1956813
45,19564,Martin-Luther-Strasse,5,1956688
46,19564,Bundesallee Ecke Berliner Strasse,6,1956220
47,19564,Fehrbelliner Platz,7,1956308
48,19564,Kurfürstendamm Ecke Brandenburgischestrasse,8,1956572
49,19564,Kantstrasse Ecke Wilmersdorfer Strasse,9,1956523
50,19564,Wilmersdorferstrasse Ecke Berliner Strasse,10,19561220
51,19564,Luisenplatz,11,1956656
52,19564,Osnabrückerstrasse Ecke Tauroggenerstrasse,12,1956767
53,19564,Gotzkowskystrasse Ecke Turmstrasse,13,1956378
54,19564,Plötzensee,14,1956804
55,19564,U-Bhf. Seestrasse,15,19561129
56,19564,Oskarplatz,16,1956761
57,19564,Prinzenallee Ecke Osloer Strasse,17,1956829
58,19564,Grüntalerstrasse Ecke Osloer Strasse,18,1956404
59,19565,Mühlenstrasse,0,1956713
60,19565,Bhf. Warschauer Brücke,1,1956156
61,19565,Grünberger Strasse,2,1956401
62,19565,Frankfurter Tor/Stalinallee,3,1956321
63,19565,Bersarinplatz,4,1956101
64,19565,Leninallee,5,1956621
65,19565,Paul-Heyse-Strasse,6,1956798
66,19565,Arnswalder Platz,7,195649
67,19565,Greifswalder Strasse,8,1956387
68,19565,Prenzlauer Allee,9,1956821
69,19565,U-Bhf. Dimitroffstrasse,10,19561097
70,19565,Oderberger Strasse,11,1956746
71,19566,Bhf. Zoo,0,1956166
72,19566,Wittenbergplatz,1,19561227
73,19566,Grunewaldstrasse Ecke Martin-Luther-Strasse,2,1956397
74,19566,Rathaus Schöneberg,3,1956847
