,stop_name,line_count,type,in_lines
78,"Niederschönhause, Bismarckstrasse",1,strassenbahn,['23']
79,Bismarckplatz,3,strassenbahn,"['199', '47', '23']"
80,Grabbeallee,3,strassenbahn,"['199', '47', '23']"
81,"Pankow, Schönholzer Strasse",1,strassenbahn,['23']
82,Wollankstrasse,1,strassenbahn,['23']
83,Wollankstrasse Ecke Brehmstrasse,1,strassenbahn,['23']
84,Prinzenallee,2,strassenbahn,"['199', '23']"
85,Prinzenallee Ecke Brehmestrasse,1,strassenbahn,['23']
86,Pankstrasse,1,strassenbahn,['23']
87,Nettelbeckplatz,1,strassenbahn,['23']
88,Reinickendorfer Strasse,4,strassenbahn,"['141', '41', '23']"
89,Reinickendorfer Strasse,4,u-bahn,['C']
90,Weddingplatz,1,strassenbahn,['23']
91,Fennstrasse,1,strassenbahn,['23']
92,Warschauer Brücke,2,strassenbahn,['4']
93,Warschauer Brücke,2,u-bahn,['B']
94,Warschauer Strasse,1,strassenbahn,['4']
95,Petersburger Strasse,3,strassenbahn,"['65', '4']"
96,Petersburger Strasse,3,u-bahn,['E']
97,Baltenplatz,2,strassenbahn,"['65', '4']"
98,Elbinger Strasse Ecke Lansberger Allee,1,strassenbahn,['4']
99,Elbinger Strasse Ecke Prenzelauer Allee,1,strassenbahn,['4']
100,Danziger Strasse Ecke Schönhauser Allee,1,strassenbahn,['4']
101,Bernauer Strasse,2,strassenbahn,['4']
102,Bernauer Strasse,2,u-bahn,['D']
103,Bernauser Strasse Ecke Brunnenstrasse,1,strassenbahn,['4']
104,Steglitzer Strasse,1,strassenbahn,['4']
105,"Steglitz, Rathaus",2,bus,['5']
106,"Steglitz, Rathaus",2,strassenbahn,['77']
107,Schloßstrasse,2,bus,['5']
108,Schloßstrasse,2,strassenbahn,['69']
109,Unter den Eichen,1,bus,['5']
110,Berliner Strasse,12,bus,['5']
111,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
112,"Zehlendorf, Rathaus",1,bus,"['17', '5']"
113,"Schönberg, Wartburgplatz",1,strassenbahn,['6']
114,Mühlenstrasse,2,strassenbahn,"['6', '82']"
115,Mühlenstrasse Ecke Hauptstrasse,1,strassenbahn,['6']
116,Tempelhofer strasse,1,strassenbahn,['6']
117,Bhf. Schöneberg,1,strassenbahn,['6']
118,Sachsendamm,1,strassenbahn,['6']
119,Bhf. Papestrasse,1,strassenbahn,['6']
120,"Tempelhof, Schöneberger Strasse",1,strassenbahn,['6']
121,Dorfstrasse,1,strassenbahn,['6']
122,Dorfstrasse Ecke Berliner Strasse,1,strassenbahn,['6']
123,Germaniastrasse,1,strassenbahn,['6']
124,Gottlieb-Dunkel-Strasse,1,strassenbahn,['6']
125,Mariendorfer Weg,1,strassenbahn,['6']
126,Mariendorfer Weg Ecke Chausseestrasse,1,strassenbahn,['6']
127,Knesebeckstrasse,1,strassenbahn,['6']
128,Bhf. Neukölln,1,strassenbahn,['6']
129,Bergstrasse,2,strassenbahn,['6']
130,Bergstrasse,2,u-bahn,['C']
131,Erkstrasse,1,strassenbahn,['6']
132,Wildenbruchstrasse,1,strassenbahn,['6']
133,"Treptow, Elsenstrasse",2,strassenbahn,"['87', '6']"
134,"Seestrasse, Friedhöfe",1,strassenbahn,['8']
135,Seestrasse,4,strassenbahn,"['28', '128', '8']"
136,Seestrasse,4,u-bahn,['C']
137,Seestrasse Ecke Müllerstrasse,1,strassenbahn,['8']
138,Seestrasse Ecke Markstrasse,1,strassenbahn,['8']
139,Osloer strasse,1,strassenbahn,['8']
140,Osloer Strasse Ecke Prinzenallee,1,strassenbahn,['8']
141,Bornholmer Strasse,1,strassenbahn,['8']
142,Bhf. Bornholmer Strasse,1,strassenbahn,['8']
143,Bornholmer Strasse Ecke Schönhauser Allee,1,strassenbahn,['8']
144,Wisbyer Strasse,1,strassenbahn,['8']
145,Wisbyer Strasse Ecke PRenzlauer Allee,1,strassenbahn,['8']
146,Gustav-Adolf-Strasse,1,strassenbahn,['8']
147,"Weißensee, Lanhansstrasse Antonplatz",1,strassenbahn,['8']
148,Berliner Alle,1,strassenbahn,['8']
149,Lichtenberger strasse,1,strassenbahn,['8']
150,Weißenseer weg,1,strassenbahn,['8']
151,Weißenseer Weg Ecke Hohenschönhauser Strasse,2,strassenbahn,"['64', '8']"
152,"Lichtenberg, Röderplatz",2,strassenbahn,"['69', '8']"
153,Möllendorffstrasse Ecke Scheffelstrasse,1,strassenbahn,['8']
154,Gürtelstrasse Ecke Frankfurter Allee,1,strassenbahn,['8']
155,Waldstrasse,1,bus,['8']
156,Waldstrasse Ecke Thälmannstrasse,1,bus,['8']
157,Beusselstrasse,1,bus,['8']
158,Friedhöfe,1,bus,['8']
159,Alexanderplatz,12,bus,"['1', '9']"
160,Alexanderplatz,12,strassenbahn,"['72', '64', '73', '65', '60']"
161,Alexanderplatz,12,s-bahn,"['KBS 101', 'KBS 100c']"
162,Alexanderplatz,12,u-bahn,"['E', 'A', 'D']"
163,Königstrasse,7,bus,"['17', '9']"
164,Königstrasse,7,strassenbahn,"['72', '64', '73', '65', '60']"
165,Schloßplatz,2,bus,"['1', '9']"
166,Unter den Linden,2,bus,['9']
167,Unter den Linden,2,s-bahn,['KBS 104a']
168,Unter den Linden Ecke Friedrichstrasse,1,bus,['9']
169,Brandenburger Tor,1,bus,['9']
170,Charlottenburger Chaussee,1,bus,['9']
171,"Charlottenburg, Knie",1,bus,['9']
172,Türrschmidtstrasse Ecke Karlshorster Strasse,1,strassenbahn,['13']
173,Karlhorster Strasse,1,strassenbahn,['13']
174,Hauptstrasse,2,strassenbahn,"['96', '13']"
175,Köpenicker Chaussee,1,strassenbahn,['13']
176,Kraftwerk Klingenberg,1,strassenbahn,['13']
177,Gotzkowskystrasse,2,strassenbahn,"['3', '55']"
178,Thälmannstrasse,2,strassenbahn,"['21', '3']"
179,Thälmannstrasse Ecke Beusselstrasse,1,strassenbahn,['3']
180,Huttenstrasse,1,strassenbahn,['3']
181,Weibestrasse,1,strassenbahn,['3']
182,Kaiserin-Augusta-Allee,2,strassenbahn,"['3', '55']"
183,Kaiserin-Augusta-Allee Ecke Tauroggener Strasse,1,strassenbahn,['3']
184,Berliner Strasse,12,bus,['5']
185,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
186,Berliner Strasse Ecke Wilmersdorfer Strasse,1,strassenbahn,['3']
187,Wilmerdorfer Strasse,1,strassenbahn,['3']
188,Wilmersdorfer Strasse Ecke Kantstrasse,1,strassenbahn,['3']
189,Wilmersdorfer Strasse Ecke Kurfürstendamm,3,strassenbahn,"['75', '3', '62']"
190,Brandenburgische Strasse,2,strassenbahn,"['3', '62']"
191,Fehrbelliner Platz,3,strassenbahn,"['3', '62']"
192,Fehrbelliner Platz,3,u-bahn,['A2']
193,Berliner Strasse Ecke Kaiserallee,1,strassenbahn,['3']
194,Bayerischer Platz,2,strassenbahn,['3']
195,Bayerischer Platz,2,u-bahn,['B1']
196,Grunewaldstrasse,2,strassenbahn,"['54', '3']"
197,Goltzstrasse,2,strassenbahn,"['3', '99']"
198,Winterfeldtplatz,1,strassenbahn,['3']
199,Pallasstrasse,1,strassenbahn,['3']
200,Pallasstrasse Ecke Potsdamer Strasse,1,strassenbahn,['3']
201,Goebenstrasse,1,strassenbahn,['3']
202,Yorckstrasse,1,strassenbahn,['3']
203,Yorckstrasse Ecke Franz-Mehring-Strasse,1,strassenbahn,['3']
204,Gneisenausstrasse,1,strassenbahn,['3']
205,Gardepionierplatz,2,strassenbahn,['3']
206,Gardepionierplatz,2,u-bahn,['C']
207,U-Bhf. Friedrichsfelde,1,bus,['D']
208,Treskowallee,1,bus,['D']
209,Warmbader Strasse,1,bus,['D']
210,Biesdorf-Süd,1,bus,['D']
211,"Kaulsdorf-Süd, Zimmermannstrasse",1,bus,['D']
212,Ulmenstrasse,1,bus,['D']
213,"Mahlsdorf-Süd, Kohlisstrasse",1,bus,['D']
214,Akazienallee,1,bus,['D']
215,"Dahlwitz, Kol. Waldesruh",1,bus,['D']
216,U-Bhf. Lichtenberg,1,bus,['H']
217,Alt-Friedrichsfelde,2,bus,"['H', '1']"
218,Alt-Friedrichsfelde,2,strassenbahn,['69']
219,Alt-Biesdorf,1,bus,['H']
220,Alt-Kaulsdorf,1,bus,['H']
221,Bhf. Kaulsdorf,1,bus,['H']
222,Giesestrasse,1,bus,['H']
223,"Mahlsdorf, Zeppelinstrasse",1,bus,['H']
224,Bahnhof Mahlsdorf,1,bus,['H']
225,Hönower Strasse,2,bus,['H']
226,Hönower Strasse,2,strassenbahn,['83']
227,Hönow,1,bus,['H']
228,Buchholz,2,strassenbahn,"['49', '24']"
229,Pasewalker Strasse,2,strassenbahn,"['49', '24']"
230,Bhf. Pankow-Heinersdorf,1,strassenbahn,['24']
231,"Pankow, Damerowsstrasse",2,strassenbahn,"['49', '24']"
232,Breite Strasse,1,strassenbahn,['24']
233,Breite Strasse Ecke Berliner Strasse,3,strassenbahn,"['49', '24', '47']"
234,Wallankstrasse Ecke Schönholzer Strasse,1,strassenbahn,['24']
235,Wallankstrasse,1,strassenbahn,['24']
236,Wallankstrasse Ecke Brehmestrasse,1,strassenbahn,['24']
237,Prenzenallee,1,strassenbahn,['24']
238,Prinzenallee Ecke Osloer Strasse,1,strassenbahn,['24']
239,Badstrasse,2,strassenbahn,"['199', '24']"
240,Badstrasse Ecke Pankstrasse,2,strassenbahn,"['199', '24']"
241,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
242,Ramlerstrasse,6,strassenbahn,"['199', '28', '128', '41', '24', '141']"
243,"Tegel, Alt-Tegel",2,strassenbahn,"['25', '41']"
244,Seidelstrasse,4,strassenbahn,"['25', '28', '128', '41']"
245,"Reinickendorf, Scharnweberstrasse",3,strassenbahn,"['25', '128', '41']"
246,Scharnweberstrasse Ecke Berliner Strasse,3,strassenbahn,"['25', '28', '128']"
247,Müllerstrasse,4,strassenbahn,"['25', '28', '128', '68']"
248,Müllerstrasse Ecke Seestrasse,4,strassenbahn,"['25', '28', '128', '68']"
249,Togostrasse,2,strassenbahn,"['25', '68']"
250,Müggelheim,1,bus,['27']
251,Müggelheimer Damm,1,bus,['27']
252,"Köpenick, Krankenhaus",2,bus,['27']
253,"Köpenick, Krankenhaus",2,strassenbahn,['95']
254,Buckow,1,strassenbahn,['27']
255,Buckower Chaussee,1,strassenbahn,['27']
256,Chausseestrasse,3,strassenbahn,"['1', '27', '99']"
257,Chauseestrasse Ecke Blaschkoallee,1,strassenbahn,['27']
258,Hermannstrasse,1,strassenbahn,['27']
259,Bhf. Hermannstrass,1,strassenbahn,['27']
260,Hermannstrasse Ecke Leinestrasse,1,strassenbahn,['27']
261,"Neukölln, Steinmetzstrasse",1,strassenbahn,['27']
262,Tegelort,1,strassenbahn,['28']
263,Conradshöher Chaussee,1,strassenbahn,['28']
264,Tegeler Forst,2,strassenbahn,"['28', '128']"
265,Conradshöher Chaussee Ecke Carolinenstrasse,1,strassenbahn,['28']
266,Carolinenstrasse,2,strassenbahn,"['28', '128']"
267,"Tegel, Schloßstrasse",1,strassenbahn,['28']
268,Berliner Strasse,12,bus,['5']
269,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
270,Seidelstrasse,4,strassenbahn,"['25', '28', '128', '41']"
271,"Reinickendrof, Scharnweberstrasse",1,strassenbahn,['28']
272,Scharnweberstrasse Ecke Berliner Strasse,3,strassenbahn,"['25', '28', '128']"
273,Müllerstrasse,4,strassenbahn,"['25', '28', '128', '68']"
274,Müllerstrasse Ecke Seestrasse,4,strassenbahn,"['25', '28', '128', '68']"
275,Seestrasse,4,strassenbahn,"['28', '128', '8']"
276,Seestrasse,4,u-bahn,['C']
277,Iranische Strasse,2,strassenbahn,"['28', '128']"
278,Iranische Strasse Ecke Reinickendorfer Strasse,2,strassenbahn,"['28', '128']"
279,Exerzierstrasse,4,strassenbahn,"['28', '128', '41', '141']"
280,Badstrassse,4,strassenbahn,"['28', '128', '41', '141']"
281,Badstrasse Ecke Pankstrassse,4,strassenbahn,"['28', '128', '41', '141']"
282,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
283,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
284,Ramlerstrasse,6,strassenbahn,"['199', '28', '128', '41', '24', '141']"
285,Heiligensee,2,strassenbahn,['128']
286,Heiligensee,2,s-bahn,['KBS 105']
287,Kirschallee,1,strassenbahn,['128']
288,Tegeler Forst,2,strassenbahn,"['28', '128']"
289,Carolinenstrasse,2,strassenbahn,"['28', '128']"
290,Carolinenstrasse Ecke Conradshöher Chaussee,1,strassenbahn,['128']
291,"Tegel, Schloßstrasse -Berliner Strasse",1,strassenbahn,['128']
292,Seidelstrasse,4,strassenbahn,"['25', '28', '128', '41']"
293,"Reinickendorf, Scharnweberstrasse",3,strassenbahn,"['25', '128', '41']"
294,Scharnweberstrasse Ecke Berliner Strasse,3,strassenbahn,"['25', '28', '128']"
295,Müllerstrasse,4,strassenbahn,"['25', '28', '128', '68']"
296,Müllerstrasse Ecke Seestrasse,4,strassenbahn,"['25', '28', '128', '68']"
297,Seestrasse,4,strassenbahn,"['28', '128', '8']"
298,Seestrasse,4,u-bahn,['C']
299,Iranische Strasse,2,strassenbahn,"['28', '128']"
300,Iranische Strasse Ecke Reinickendorfer Strasse,2,strassenbahn,"['28', '128']"
301,Exerzierstrasse,4,strassenbahn,"['28', '128', '41', '141']"
302,Badstrassse,4,strassenbahn,"['28', '128', '41', '141']"
303,Badstrasse Ecke Pankstrassse,4,strassenbahn,"['28', '128', '41', '141']"
304,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
305,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
306,Ramlerstrasse,6,strassenbahn,"['199', '28', '128', '41', '24', '141']"
307,"Tegel, Alt-Tegel",2,strassenbahn,"['25', '41']"
308,Berliner Strasse,12,bus,['5']
309,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
310,Seidelstrasse,4,strassenbahn,"['25', '28', '128', '41']"
311,"Reinickendorf, Scharnweberstrasse",3,strassenbahn,"['25', '128', '41']"
312,"Reinickendorf-West, Berliner Strasse",1,strassenbahn,['41']
313,Humboldtstrasse,1,strassenbahn,['41']
314,Humboldtstrasse Ecke Berliner Strasse,1,strassenbahn,['41']
315,"Reinickendorf-Ost, Hauptstrasse",1,strassenbahn,['41']
316,Hauptstrasse Ecke Residenzstrasse,1,strassenbahn,['41']
317,Residenzstrasse,1,strassenbahn,['41']
318,Markstrasse,1,strassenbahn,['41']
319,Oskarplatz,2,strassenbahn,"['141', '41']"
320,Reinickendorfer Strasse,4,strassenbahn,"['141', '41', '23']"
321,Reinickendorfer Strasse,4,u-bahn,['C']
322,Reinickendorfer Strasse Ecke Iranische Strasse,2,strassenbahn,"['141', '41']"
323,Exerzierstrasse,4,strassenbahn,"['28', '128', '41', '141']"
324,Badstrassse,4,strassenbahn,"['28', '128', '41', '141']"
325,Badstrasse Ecke Pankstrassse,4,strassenbahn,"['28', '128', '41', '141']"
326,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
327,Ramlerstrasse,6,strassenbahn,"['199', '28', '128', '41', '24', '141']"
328,"Wilhelmsruh, Hauptstrasse",1,strassenbahn,['141']
329,Kopenhagener Strasse,1,strassenbahn,['141']
330,"Reinickendorf, Residenzstrasse",1,strassenbahn,['141']
331,Residenzstrasse Ecke Hauptstrasse,1,strassenbahn,['141']
332,Marktstrasse,1,strassenbahn,['141']
333,Oskarplatz,2,strassenbahn,"['141', '41']"
334,Reinickendorfer Strasse,4,strassenbahn,"['141', '41', '23']"
335,Reinickendorfer Strasse,4,u-bahn,['C']
336,Reinickendorfer Strasse Ecke Iranische Strasse,2,strassenbahn,"['141', '41']"
337,Exerzierstrasse,4,strassenbahn,"['28', '128', '41', '141']"
338,Badstrassse,4,strassenbahn,"['28', '128', '41', '141']"
339,Badstrasse Ecke Pankstrassse,4,strassenbahn,"['28', '128', '41', '141']"
340,Brunnenstrasse,8,strassenbahn,"['199', '28', '128', '41', '24', '141']"
341,Ramlerstrasse,6,strassenbahn,"['199', '28', '128', '41', '24', '141']"
342,Nordend,2,strassenbahn,"['199', '47']"
343,Kaiser-Wilhelm-Strasse,2,strassenbahn,"['199', '47']"
344,"Niederschönhausen, Friedensplatz",1,strassenbahn,['47']
345,Bismarckstrasse,2,strassenbahn,"['47', '96']"
346,Bismarckplatz,3,strassenbahn,"['199', '47', '23']"
347,Grabbeallee,3,strassenbahn,"['199', '47', '23']"
348,"Pankow, Breite Strasse",1,strassenbahn,['47']
349,Breite Strasse Ecke Berliner Strasse,3,strassenbahn,"['49', '24', '47']"
350,Berliner Strasse,12,bus,['5']
351,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
352,Berliner Strasse Ecke Vinetastrasse,2,strassenbahn,"['49', '47']"
353,Schönhauser Allee,3,strassenbahn,"['49', '47']"
354,Schönhauser Allee,3,s-bahn,['KBS 100']
355,Schönhauser Allee Ecke Dänenstrasse,2,strassenbahn,"['49', '47']"
356,Schönhauser Allee Ecke Danziger Strasse,2,strassenbahn,"['49', '47']"
357,U-Bahnhof Danziger Strasse,2,strassenbahn,"['49', '47']"
358,"Britz, Rudower Strasse",1,strassenbahn,['147']
359,Buschkrug,1,strassenbahn,['147']
360,"Buckow-Ost, Rudower Strasse",1,strassenbahn,['147']
361,"Rudow, Neuköllner Strasse",1,strassenbahn,['147']
362,Walterdorfer Chaussee,1,strassenbahn,['147']
363,Schönefeld,1,strassenbahn,['147']
364,Buchholz,2,strassenbahn,"['49', '24']"
365,Pasewalker Strasse,2,strassenbahn,"['49', '24']"
366,"Pankow, Damerowsstrasse",2,strassenbahn,"['49', '24']"
367,Breite Strasse Ecke Berliner Strasse,3,strassenbahn,"['49', '24', '47']"
368,Berliner Strasse Ecke Vinetastrasse,2,strassenbahn,"['49', '47']"
369,Schönhauser Allee,3,strassenbahn,"['49', '47']"
370,Schönhauser Allee,3,s-bahn,['KBS 100']
371,Schönhauser Allee Ecke Wisbyer Strasse,1,strassenbahn,['49']
372,Schönhauser Allee Ecke Dänenstrasse,2,strassenbahn,"['49', '47']"
373,Schönhauser Allee Ecke Danziger Strasse,2,strassenbahn,"['49', '47']"
374,U-Bahnhof Danziger Strasse,2,strassenbahn,"['49', '47']"
375,"Spandau, Johannesstrift",1,strassenbahn,['54']
376,Schönwalder Allee,1,strassenbahn,['54']
377,Schönwalder Strasse,1,strassenbahn,['54']
378,Hafenplatz,2,strassenbahn,"['54', '75']"
379,Carl-Schurz-Strasse,2,strassenbahn,"['54', '75']"
380,Spandau Markt,1,strassenbahn,['54']
381,Grenadierstrasse,1,strassenbahn,['54']
382,Grunewaldstrasse,2,strassenbahn,"['54', '3']"
383,Ruhlebener Strasse,1,strassenbahn,['54']
384,"Charlottenburger Chaussee, U-Bhf. Ruhleben",1,strassenbahn,['54']
385,Spandauer Chaussee,1,strassenbahn,['54']
386,Spandauer Berg,1,strassenbahn,['54']
387,Spandauer Strasse Ecke Schloßstrasse,1,strassenbahn,['54']
388,Berliner Strasse,12,bus,['5']
389,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
390,Richard-Wagner-Platz,1,strassenbahn,['54']
391,Spandau markt,1,strassenbahn,['55']
392,"Haselhorst, Gartenfelder Strasse",1,strassenbahn,['55']
393,Paulsternstrasse,1,strassenbahn,['55']
394,Nonnendammallee,1,strassenbahn,['55']
395,Siemsnsstradt,1,strassenbahn,['55']
396,Bhf. Jungfernheide,1,strassenbahn,['55']
397,Tegeler Weg,1,strassenbahn,['55']
398,Osnabrücker Strasse,1,strassenbahn,['55']
399,Kaiserin-Augusta-Allee,2,strassenbahn,"['3', '55']"
400,Kaiserin-Augusta-Allee Ecke Wiebestrasse,1,strassenbahn,['55']
401,Gotzkowskystrasse,2,strassenbahn,"['3', '55']"
402,"Weißensee, Rennbahnstrasse",2,strassenbahn,"['72', '60']"
403,Berliner Allee,2,strassenbahn,"['72', '60']"
404,"Berliner Allee, Antonplatz",2,strassenbahn,"['72', '60']"
405,Greifswalder Strasse,1,strassenbahn,['60']
406,Bhf. Weißensee,1,strassenbahn,['60']
407,Greifswalder Strasse Ecke Danziger Strasse,1,strassenbahn,['60']
408,Neue Königstrasse,1,strassenbahn,['60']
409,Jostystrasse,1,strassenbahn,['60']
410,Prenzlauer Strasse,3,strassenbahn,"['72', '60', '73']"
411,Alexanderplatz,12,bus,"['1', '9']"
412,Alexanderplatz,12,strassenbahn,"['72', '64', '73', '65', '60']"
413,Alexanderplatz,12,s-bahn,"['KBS 101', 'KBS 100c']"
414,Alexanderplatz,12,u-bahn,"['E', 'A', 'D']"
415,Königstrasse,7,bus,"['17', '9']"
416,Königstrasse,7,strassenbahn,"['72', '64', '73', '65', '60']"
417,Spandauer Strasse,6,strassenbahn,"['72', '64', '62', '73', '65', '60']"
418,Molkenmarkt,6,strassenbahn,"['72', '82', '64', '73', '65', '60']"
419,Stralauer Strasse,6,strassenbahn,"['72', '82', '64', '73', '65', '60']"
420,Rathaus,5,strassenbahn,"['72', '64', '73', '65', '60']"
421,"Charlottenburg, Königin-Elisabeht-Strasse",1,strassenbahn,['62']
422,Spandauer Strasse,6,strassenbahn,"['72', '64', '62', '73', '65', '60']"
423,Spandauer Strasse Ecke Schloßtrasse,1,strassenbahn,['62']
424,Suarezstrasse Ecke Kaiserdamm,1,strassenbahn,['62']
425,Suarezstrasse,1,strassenbahn,['62']
426,Kantstrasse,2,strassenbahn,"['75', '77', '62']"
427,Bhf. Charlottenburg,2,strassenbahn,"['75', '62']"
428,Stuttgarter Platz,1,strassenbahn,['62']
429,Wilmersdorfer Strasse,1,strassenbahn,['62']
430,Wilmersdorfer Strasse Ecke Kurfürstendamm,3,strassenbahn,"['75', '3', '62']"
431,Brandenburgische Strasse,2,strassenbahn,"['3', '62']"
432,Fehrbelliner Platz,3,strassenbahn,"['3', '62']"
433,Fehrbelliner Platz,3,u-bahn,['A2']
434,Hohenzollerndamm,2,strassenbahn,['62']
435,Hohenzollerndamm,2,s-bahn,['KBS 100']
436,"Wilmersdorf, Emser Platz",1,strassenbahn,['62']
437,"Hohenschönhausen, Degener Strasse",1,strassenbahn,['64']
438,Berliner Strasse,12,bus,['5']
439,Berliner Strasse,12,strassenbahn,"['86', '47', '64', '28', '54', '41', '91', '87', '3', '95']"
440,Weißenseer Weg Ecke Hohenschönhauser Strasse,2,strassenbahn,"['64', '8']"
441,Hohenschönhauser Strasse,1,strassenbahn,['64']
442,Landsberger Allee,5,strassenbahn,"['64', '65', '69']"
443,Landsberger Allee,5,s-bahn,['KBS 100']
444,Landsberger Allee,5,strassenbahn,"['64', '65', '69']"
445,Landsberger Allee,5,s-bahn,['KBS 100']
446,Bhf. Lansberger Allee,1,strassenbahn,['64']
447,Landsberger Allee Ecke Elbinger Strasse,2,strassenbahn,"['64', '69']"
448,Landsberger Strasse,1,strassenbahn,['64']
449,Alexanderplatz,12,bus,"['1', '9']"
450,Alexanderplatz,12,strassenbahn,"['72', '64', '73', '65', '60']"
