line_name,type,east-west,Stops,Frequency,Length (time),Length (km),year,Route
82,strassenbahn,Ost,Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Seelenbinderstrasse - Bahnhofstrasse - Pionierpark - Rathenaustrasse - Wilhelminenhofstrasse - Hermann-Duncker-Strasse - Stechlinstrasse - Hönower Wiesenweg - Kraftwerk - VEB Chemie-Handel - S-Bhf. Ostkreuz,12,49,,1982,
83,bus,West,"Nettelbeckplatz - Müllerstrasse - Am Nordhafen - Invalidenstrasse - Platz der Republik - Philharmonie - Potsdamer Brücke - U-Bhf. Kurfürstenstrasse - Bülowstrasse - Goebenstrasse - U-Bhf. Kleistpark - Kaiser-Wilhelm-Platz - Dominicusstrasse - U-Bhf. Innsbrucker Platz - Grazer Platz - Canovastrasse/Krankenhaus - Bergstrasse - Sternwarte und Planetarium - Steglitzer Damm - Albrechtstrasse - Calandrellistrasse/Stadtbad - Lankwitz, Kirche - Malteserstrasse - Belßstrasse - Lankwitz, Belßstrasse Ecke Preysingstrasse",12,51,,1982,
83,strassenbahn,Ost,S-Bhf. Mahlsdorf - Wilhelmsmühlenweg - Alt-Mahlsdorf - Rahnsdorfer Strasse - Ledebourstrasse - Voltastrasse - Bürgerwäldchen - Bütower Strasse - Erich-Baron-Weg - Roseggerstrasse - Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Lindenstrasse - Grünstrasse - Strassenbahn-Betriebshof - RFT-Werk - Pritstabelstrasse - VEB Yachtwerft - Lienhardweg - Wendenschloß,15,42,,1982,
84,bus,West,Lichterfelde Ringstrasse Ecke Weißwasserweg - Finckensteinallee - Berner Strasse - Kadettenweg - Karwendelstrasse - Hindenburgdamm - Bäkestrasse - Krahmerstrasse - Moltkestrasse (Klinikum) - Klingsorstrasse - Haydnstrasse - Händelplatz - Fronhoferstrasse - Albrechtstrasse - Düppelstrasse - Friedenauer Brücke - Sachsendamm - Torgauer Strasse - Gustav-Müller-Platz - Kolonnenstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Kleistpark - Goebenstrasse - Bülowstrasse - U-Bhf. Kurfürstenstrasse,12,36,,1982,
84,strassenbahn,Ost,"Wasserwerk - Josef-Nawrocki-Strasse - Bölschestrasse - S-Bhf. Friedrichshagen - Hirschgarten - Brandenburgplatz - Lindenstrasse - Schloßplatz - S-Bhf. Spindlersfeld - Ottomar-Geschke-Strasse - S-Bhf. Adlershof - Kanalbrücke - Altglienicke, Kirche - Am Falkenberg",12,47,,1982,
85,bus,West,Lichterfelde-Süd Holtheimer Weg - Ostpreußendamm - Goerzallee - Thuner Platz  - Osteweg - Rittberg-Krankenhaus - Finckensteinallee - Drakestrasse - Gardeschützenweg - Moltkestrasse - Händelplatz - Birkbuschstrasse - Schloßstrasse/Wrangelstrasse - U-Bhf. Rathaus Steglitz - U-Bhf. Schloßstrasse - U-Bhf. Walther-Schreiber-Platz - Kaisereiche - Rathaus Friedenau - U-Bhf. Innsbrucker Platz - Rathaus Schöneberg - Grunewaldstrasse - Barbarossastrasse - Hohenstaufenstrasse - Motzstrasse - Wittenbergplatz,10,48,,1982,
86,bus,West,"Fehrbelliner Platz - U-Bhf. Blissestrasse - Am Volkspark - Weimarische Strasse - U-Bhf. Bundesplatz - U-Bhf. Friedrich-Wilhelm-Platz - U-Bhf. Walther-Schreiber-Platz - U-Bhf. Schloßstrasse - U-Bhf. Rathaus Steglitz - Fronhofer-/Wrangelstrasse - Klingsorstrasse - Sedanstrasse - Siemensstrasse - Stadion Lichterfelde - Königsberger Strasse - Morgensternstrasse - Giesensdorfer Strasse - Osdorfer Strasse - Fahrenheitstrasse - Lichterfelde, Celsiusstrasse",12,41,,1982,
87,bus,West,U-Bhf. Richard-Wagner-Platz - Wilmersdorfer Strasse - Luisenplatz - Klausenerplatz - Sophie-Charlotten-Strasse - Mollwitzstrasse - Heubnerweg - Pulsstrasse,20,10,,1982,
88,bus,West,"U-Bhf. Rathaus Steglitz - Fronhoferstrasse/Wrangelstrasse - Birkbuschstrasse - Breite Strasse/Haydnstrasse - Klingsorstrasse - Amfortasweg - Klinikum Steglitz - Hindenburgdamm - Moltkestrasse - Lichterfelde, Augustaplatz",10,12,,1982,
89,bus,West,Bornholmer Strasse - Prinzenallee - Koloniestrasse - U-Bhf. Osloer Strasse - Louise-Schroeder-Platz - Indische Strasse - U-Bhf. Seestrasse/Müllerstrasse - Togostrasse - Afrikanische Strasse - Seestrasse/Friedhöfe - Plötzensee/Dohnagestell - Beusselstrasse - Sickingenstrasse - Wittstocker Strasse - Huttenstrasse/Turmstrasse - Berlichingenstrasse - Wiebestrasse - Kaiserin-Augusta-Allee - Ilsenburger Strasse - U-Bhf. Mierendorffplatz,10,28,,1982,
9,bus,Ost,John-Schehr-Strasse - Am Friedrichshain - Mollstrasse - Alexanderplatz - Spandauer Strasse - Breite Strasse - Friedrichstrasse - Otto-Grotewohl-Strasse,2.5,19,,1982,
9,bus,West,Flughafen Berlin-Tegel - Flugsteig 16 - Haupthalle - Verwaltungsgeb./Luftfracht - U-Bhf. Jakob-Kaiser-Platz - Jakob-Kaiser-Platz - Luisenplatz - Kantstrasse - U-Bhf. Adenauerplatz - Olivaer Platz/Leibnizstrasse - Bleibtreustrasse - U-Bhf. Uhlandstrasse - U-Bhf. Kurfürstendamm - U-Bhf. Zoologischer Garten - Breitscheidplatz - Bayreuther Strasse - Landgrafenstrasse - Lützowplatz - Budapester Strasse,15,39,,1982,
90,bus,West,"Zoo, Hardenbergplatz - Hardenbergstrasse - Steinplatz - U-Bhf. Ernst-Reuter-Platz - Marchstrasse - Dovebrücke - Franklinstrasse - Alt-Moabit - U-Bhf. Turmstrasse - Kirchstrasse - Rathenower Strasse - Lehrter Strasse - Seydlitzstrasse - Poststadion - Perleberger Strasse - Am Nordhafen - U-Bhf. Reinickendorfer Strasse - Schulzendorfer Strasse - Neue Hochstrasse - Gartenstrasse - Hussitenstrasse - Feldstrasse - U-Bhf. Voltastrasse - Bernauer Strasse - Bernauer Strasse Ecke Wolliner Strasse ",20,39,,1982,
91,bus,West,Buckow-Süd - Am Eichenquast - Ringslebenstrasse - Buckower Damm - Mollnerweg - An den Achterhöfen - Alt-Buckow - Parkfriedhof Neukölln - Dachdeckerweg - Zimmererweg - Schlosserweg - Gutschmidtstrasse - Mohriner Allee - Fulhamer Allee - Blaschkoallee - Franz-Körner-Strasse - Germaniapromenade - Mariendorfer Weg - Siegfriedstrasse - U-Bhf. Leinestrasse - Kienitzer Strasse - U-Bhf. Boddinstrasse - Biebricher Strasse - Hermannplatz,10,29,,1982,
92,bus,Ost,S-Bhf. Marzahn - Bruno-Baum-Strasse - Alt-Marzahn - Elisabethstrasse - Cecilienstrasse - S-Bhf. Biesdorf,10,17,,1982,
92,bus,West,"Staaken Brunsbütteler Damm - Louise-Schroeder-Siedlung - Magistratsweg - Maulbeerallee - Seeburger Weg - Schmidt-Knobelsdorf-Strasse - Adamstrasse/Wilhelmstrasse - Földerichstrasse - Pichelsdorfer Strasse - Heerstrasse - Freybrücke - Pichelswerder - Stößenseebrücke - Scholzplatz - Reichssportfeldstrasse - Mohrunger Allee - U-Bhf. Theodor-Heuss-Platz - Ausstellungshallen - ICC/Omnibusbahnhof - Suarezstrasse/Amtsgericht - Kaiser-Friedrich-Strasse - U-Bhf. Wilmersdorfer Strasse - Leibnizstrasse - Savignyplatz - Zoo, Hardenbergplatz",10,47,,1982,
92E,bus,Ost,S-Bhf. Biesdorf - Wilhem-Griesinger-Krankenhaus,20,4,,1982,Kein Verkehr zwischen 7:56 und 13:16?
93,bus,Ost,Lindenhof - Siegfriedstrasse - Fanninger Strasse - U-Bhf. Lichtenberg,20,4,,1982,Kein Verkehr zwischen 6:32 und 8:02?
93,bus,West,U-Bhf. Alt-Mariendorf - Alt-Mariendorf - Britzer Strasse - Goldenes Horn - Rotkopfweg - Windröschenweg - Im Rosengrund - Straße 247 - Massiner Weg - Buckower Damm - Gutschmidtstrasse - Wesenberger Ring - Britz-Süd Gutschmidtstrasse ,20,13,,1982,
94,bus,Ost,U-Bhf. Tierpark - Zwieseler Strasse - Robert-Siewert-Strasse - Frankestrasse - U-Bhf. Tierpark,20,13,,1982,"Rundverkehr Kein Verkehr zwischen 7:40 und 13:40?"""
95,bus,Ost,"Greifswalder Strasse - Hönower Strasse - Am Rosenhag - S-Bhf. Mahlsdorf - Landréstrasse - S-Bhf. Kaulsdorf - Hellersdorf - LPG Edwin-Hoernle - Marzahn, Kirche - Pekrunstrasse - Murtzaner Ring - Bruno-Baum-Strasse - S-Bhf. Marzahn",20,34,,1982,
95,bus,West,Sonnenallee Ecke Peter-Anders-Strasse - Schulenburg-Park - Planetenstrasse - Dammweg - Ziegrastrasse - Saalestrasse - Mareschstrasse - Hertzbergplatz - Geygerstrasse - Wildenbruchstrasse - Fuldastrasse - Pannierstrasse - Sonnenallee - Hermannplatz - Schönleinstrasse - Grimmstrasse - Geibelstrasse/Urban-Krankenhaus - Baerwaldstrasse - Blücherstrasse - Johanniterstrasse - Neuenburger Strasse - Alte Jakobstrasse - Glitschiner Strasse - U-Bhf. Hallesches Tor,12,26,,1982,
96,bus,Ost,S-Bhf. Nöldnerplatz - Schlichtallee - Kraftwerk - IFA-Vertrieb - Bhf. Karlshorst - Waldowallee - U-Bhf. Tierpark - Mellenseestrasse - Volkradstrasse - Weitlingstrasse - S-Bhf. Nöldnerplatz,15,29,,1982,Rundverkehr Kein Verkehr zwischen 7:58 und 13:28?
96,bus,West,Platz der Luftbrücke - Manfred-v.-Richthofen-Strasse - Bayernring - Schreiberring - Adolf-Scheidt-Platz/Krankenhaus - Hoeppnerstrasse - Berlinickeplatz - Albrechtstrasse - Friedrich-Wilhelm-Strasse - Attilaplatz - Paul-Schmidt-Strasse - Röblingstrasse - Steglitzer Damm - Crailsheimer Strasse - Alt-Lankwitz/Krankenhaus - Bruchwitzstrasse - Lankwitz/Kirche - Seydlitzstrasse - Amalienstrasse - Kranoldplatz - Morgensternstrasse - Ostpreußendamm - Osdorfer Strasse - Wismarer Strasse - Lichterfelde Lindenstrasse,12,34,,1982,
97,bus,West,Heerstrasse/Stadtgrenze - Reimerweg - Magistratsweg - Sandstrasse - Wilhelmstrasse - Gatower Strasse - Jaczostrasse - Pichelsdorfer Strasse - Genfenbergstrasse - Adamstrasse - Weißenburger Strasse - Metzer Strasse - Ruhlebener Strasse - Rathaus Spandau - Wröhmännerpark - Triftstrasse - Parkstrasse/Lynarstrasse - Schäferstrasse - Hohenzollernring - Rauchstrasse - Mertensstrasse - Werderstrasse - Hakenfelde Aalemannufer,20,38,,1982,
99,bus,West,"Wedding, Gartenplatz - Brunnenstrasse - U-Bhf. Gesundbrunnen - U-Bhf. Pankstrasse - Nettelbeckplatz - Müllerstrasse - Rathenower Strasse - Wilhelmshavener Strasse - Beusselstrasse - Wiebestrasse - Lise-Meitner-Strasse - Tegeler Weg/DRK-Krankenhaus - Jakob-Kaiser-Platz - U-Bhf. Rohrdamm - Paulsternstrasse - Gartenfelder Strasse - Zur Zitadelle - Rathaus Spandau - Zeppelinstrasse - Falkenseer Chaussee - Wasserwerkstrasse - Stadtrandstrasse - Spandau Freudstrasse",12,75,,1982,
E,bus,West,Wannsee Kronprinzessinenweg - Nibelungenstrasse - Isoldestrasse - Drewitz,60,,,1982,
S-Bhf. Friedrichshagen <> Rüdersdorf,strassenbahn,Ost,S-Bhf. Friedrichshagen - Brösener Strasse - Waldstrasse - Goethepark - Rahnsdorfer Strasse - Dorfstrasse - Thälmannpark - Schillerstrasse - Grätzwalde - Jägerstrasse - Kalkberger Strasse - Berghof-Weiche - Berghof - Torellplatz - Kulturhaus - Rathaus - Breitscheidstrasse - Brückenstrasse - Alt-Rüdersdorf,20,42,,1982,
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse,strassenbahn,Ost,S-Bhf. Rahnsdorf - Goethestrasse - Eichendamm - Lerchenstrasse - Fasanenstrasse - Thälmannplatz - Blumenstrasse - Krankenhaus - Woltersdorfer Schleuse,20,,,1982,
1,u-bahn,West,Schlesisches Tor - Görlitzer Bahnhof - Kottbusser Tor - Prinzenstrasse - Hallesches Tor - Möckernbrücke - Gleisdreieck - Kürfürstenstrasse - Nollendorfplatz - Wittenbergplatz - Zoologischer Garten - Ernst-Reuter-Platz - Deutsche Oper - Bismarckstrasse - Sophie-Charlotte-Platz - Kaiserdamm - Theodor-Heuss-Platz - Neu-Westend - Olympia-Stadion - Ruhleben,10,x,,1982,
2,u-bahn,West,Wittenbergplatz - Augsburger Strasse - Spichernstrasse - Hohenzollernplatz - Fehrbelliner Platz - Heidelberger Platz - Rüdesheimer Platz - Breitenbachplatz - Podbielskiallee - Dahlem-Dorf - Thielplatz - Oskar-Helene-Heim - Onkel Toms Hütte - Krumme Lanke,6,22,,1982,
3,u-bahn,West,Wittenbergplatz - Kürfürstendamm - Uhlandstrasse,10,2.5,,1982,
4,u-bahn,West,Nollendorfplatz - Viktoria-Luise-Platz - Bayerischer Platz - Rathaus Schöneberg - Innsbrucker Platz,5,6,,1982,
6,u-bahn,West,Tegel - Borsigwerke - Holzhauser Strasse - Seidelstrasse - Scharnweberstrasse - Kurt-Schumacher-Platz - Afrikanische Strasse - Rehberge - Seestrasse - Leopoldplatz - Wedding - Reinickendorfer Strasse - Friedrichstrasse - Kochstrasse - Hallesches Tor - Mehringdamm - Platz der Luftbrücke - Paradestrasse - Tempelhof - Alt-Tempelhof - Kaiserin-Augusta-Strasse - Ullsteinstrasse - Westphalweg - Alt-Mariendorf,3,37,,1982,
7,u-bahn,West,Rohrdamm - Siemensdamm - Halemweg - Jakob-Kaiser-Platz - Jungfernheide - Mierendorffplatz - Richard-Wagner-Platz - Bismarckstrasse - Wilmersdorfer Strasse - Adenauer Platz - Konstanzer Strasse - Fehrbelliner Platz - Blissestrasse - Berliner Strasse - Bayerischer Platz - Eisenacher Strasse - Kleistpark - Yorckstrasse - Möckernbrücke - Mehringdamm - Gneisenaustrasse - Südstern - Hermannplatz - Rathaus Neukölln - Karl-Marx-Strasse - Neukölln - Grenzallee - Blaschkoallee - Parchimer Allee - Britz-Süd - Johannisthaler Chaussee - Lipschitzallee - Wutzkyallee - Zwickauer Damm - Rudow,3,46.5,,1982,
8,u-bahn,West,Osloer Strasse - Pankstrasse - Gesundbrunnen - Voltastrasse - Moritzplatz - Kottbusser Tor - Kottbusser Damm - Hermannplatz - Boddinstrasse - Leinestrasse,6,23,,1982,
9,u-bahn,West,Osloer Strasse - Nauener Platz - Leopoldplatz - Amrumer Strasse - Putlitzstrasse - Birkenstrasse - Turmstrasse - Hansaplatz - Zoologischer Garten - Kürfürstendamm - Spichernstrasse - Güntzelstrasse - Berliner Strasse - Bundesplatz - Friedrich-Wilhelm-Platz - Walter-Schreiber-Platz - Schloßstrasse - Rathaus Steglitz,3,22,,1982,
152,s-bahn,West,Frohnau - Hermsdorf - Waidmannslust - Wittenau (Nordbahn) - Wilhelmsruh - Schönholz - Wollankstrasse - Gesundbrunnen - Humboldthain - Friedrichstrasse - Anhalter Bahnhof - Yorckstrasse - Papestrasse - Priesterweg - Mariendorf - Marienfelde - Buckower Chaussee - Lichtenrade,,,,1982,
153,s-bahn,West,Heiligensee - Schulzendorf - Tegel - Eichbornstrasse - Wittenau (Kremmener Bahn) - Reinickendorf - Schönholz - Wollankstrasse - Gesundbrunnen - Humboldthain - Friedrichstrasse - Anhalter Bahnhof - Yorckstrasse - Papestrasse - Priesterweg - Südende - Lankwitz - Lichterfelde Ost - Lichterfelde Süd,,,,1982,
156,s-bahn,West,Friedrichstrasse - Lehrter Stadtbahnhof - Bellevue - Tiergarten - Zoologischer Garten - Savignyplatz - Charlottenburg - Westkreuz - Grunewald - Nikolassee -  Wannsee,,,,1982,
100,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten - Neuenhagen - Fredersdorf - Petershagen Nord - Strausberg - Strausberg Stadt - Strausberg Nord,20,65,,1982,
101,s-bahn,Ost,Warschauer Strasse - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Springpfuhl - Karl-Maron-Strasse - Marzahn - Bruno-Leuschner-Strasse - Otto-Winzer-Str,20,21,,1982,
105,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Rummelsburg - Betriebsbhf. Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,20,45,,1982,
110,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Bhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen - Wildau - Königs Wusterhausen,20,51,,1982,
115,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Bhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Schönefeld,20,39,,1982,
140,s-bahn,Ost,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen Neuendorf - Bergfelde - Schönfließ - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Bhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Schönefeld,20,83,,1982,
141,s-bahn,Ost,Bernau - Zepernick - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Bhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen,20,73,,1982,
142,s-bahn,Ost,Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Oberspree - Spindlersfeld,20,41,,1982,
143,s-bahn,Ost,Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Warschauerstrasse - Ostbahnhof - Jannowitzbrücke - Alexanderplatz,20,40,,1982,
143,s-bahn,Ost,Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide,20,47,,1982,
A,u-bahn,Ost,Panko (Vinetastrasse) - Schönhauser Allee - Dimitroffstrasse - Senefelderplatz - Rosa-Luxemburg-Platz - Alexanderplatz - Klosterstrasse - Märkisches Museum - Spittelmarkt - Hausvogteiplatz - Stadtmitte - Thälmannplatz,2.5,19,,1982,
E,u-bahn,Ost,Tierpark - Friedrichsfelde - Bhf. Lichtenberg - Magdalenenstrasse - Frankfurter Allee - Samariterstrasse - Frankfurter Tor - Marchlewskistrasse - Strausberger Platz - Schillingstrasse - Alexanderplatz,4,18,,1982,
